Elapsed Time (SECOND),Delivered Fuel Volume(mm3),Engine Load Factor(%,Engine Speed(rpm),Fuel Rail Temperature(Deg F),Fuel Temperature(Deg F),Intake Manifold #2 Air Temperature(Deg F),Intake Manifold #2 Pressure(psi),Intake Manifold Air Temperature(Deg F),Intake Manifold Pressure(psi),Left Exhaust Temperature(Deg F),Right Exhaust Temperature(Deg F),Throttle Position(%),Ambient Air Temperature(Deg F),Engine Coolant Temperature(Deg F),Battery Voltage(Volts),Fuel Consumption Rate(gal/h),Ground Speed(mph),Truck Payload(ton),Tank Fuel Level(%)
3:08:39 PM,462.5,17,1593,139.1,78,82.9,4.5,76.1,4.7,820,835,76.4,61,181,27.5,108.7,19,0,73
3:08:40 PM,413.375,62,1591,139.1,78,82.9,7.8,76.1,8.3,804,826,70.4,60,181,27,105.6,18.5,0,73
3:08:41 PM,179,5,1558,139.1,78,82.9,5.2,76.3,5.6,815,831,69.2,60,181,27.5,45.6,18.5,0,73
3:08:42 PM,315.75,39,1536,139.1,78,82.9,7.1,76.3,7.5,810,829,65.2,60,181,27.5,83.3,18,0,73
3:08:43 PM,503.625,68,1554,139.1,78,83.1,10.5,76.5,12.3,820,842,70.4,60,181,27,133.4,18.5,0,73
3:08:44 PM,364.125,57,1564,139.1,78,83.3,11.9,76.5,12.8,844,862,65.6,60,181,27,91.3,18.5,0,73
3:08:45 PM,318,34,1576,139.1,78,83.3,11.6,76.6,12.3,873,887,66.4,59,181,27,82.6,18.5,0,73
3:08:46 PM,662,84,1625,139.1,78,83.5,16,76.6,17,882,900,81.6,59,181,27.5,167.4,19,0,73
3:08:47 PM,726.875,86,1684,139.1,78,83.7,21,76.8,21.9,916,930,87.6,59,181,27,192.4,20.5,0,73
3:08:48 PM,384.875,84,1762,139.1,78,83.7,24.2,77,25.1,950,966,76.4,59,181,27,122.6,21,0,73
3:08:49 PM,0,0,1726,139.1,78,83.8,15,77,15.2,973,982,50,59,183,27.5,0,20.5,0,73
3:08:50 PM,0,0,1623,139.1,78,83.8,6.2,76.8,6.1,925,932,27.6,58,183,27.5,0,19.5,0,73
3:08:51 PM,0,0,1561,139.1,78,83.7,3.7,76.6,3.6,883,898,30.4,58,183,27.5,0,18.5,0,73
3:08:52 PM,270.875,0,1480,139.1,78,83.5,2.4,76.5,2.3,822,844,58.8,58,183,27.5,58.4,17.5,0,73
3:08:53 PM,292.625,49,1517,139.1,78,83.5,4.5,76.3,4.6,790,813,57.2,58,183,27.5,71.3,17.5,0,73
3:08:54 PM,249.625,44,1465,139.1,78,83.5,6.5,76.3,6.8,795,820,58.8,57,183,27.5,65,17.5,0,73
3:08:55 PM,369.25,37,1505,139.1,78,83.5,7.6,76.5,7.9,811,833,61.2,57,183,27,93.3,17.5,0,73
3:08:56 PM,272.875,37,1482,139.1,78,83.7,9.1,76.6,9.4,828,856,63.2,57,183,27,68,17.5,0,73
3:08:57 PM,225.875,25,1444,139.1,78,83.7,8.8,76.6,9.1,847,867,54.8,57,183,27.5,58.7,17,0,73
3:08:58 PM,63,15,1405,139.1,78,83.8,5.8,76.6,5.9,849,869,47.2,56,183,27.5,12.7,16.5,0,73
3:08:59 PM,486.25,55,1395,139.1,78,83.8,5,76.6,5.1,826,844,68,56,183,27.5,103.3,16.5,0,73
3:09:00 PM,540.625,59,1390,138.9,78,84,7.2,76.6,7.5,822,844,69.6,56,183,27,115.2,16.5,0,73
3:09:01 PM,566.625,64,1415,138.9,78,84,8.6,76.8,9.3,838,858,71.6,56,183,27,123,17,0,73
3:09:02 PM,629.25,73,1475,138.9,78,84,11.9,76.8,12.9,871,894,75.6,55,183,27,140.6,17.5,0,73
3:09:03 PM,455.375,74,1527,138.9,78,84.2,14.1,76.8,15.5,903,914,64.8,55,183,27,111.1,18,0,73
3:09:04 PM,233.25,31,1545,138.9,78,84.2,13.1,76.8,14,923,934,58,55,183,27,62.8,18,0,73
3:09:05 PM,341.125,33,1563,138.9,78,84.2,11.7,76.8,12.3,927,937,64,55,183,27,87.1,18,0,73
3:09:06 PM,348.375,33,1546,138.9,78,84.2,11.5,76.8,12.2,921,934,65.2,55,183,27,89.7,18,0,73
3:09:07 PM,680,72,1566,138.9,78,84.2,14.8,76.6,15.5,919,932,79.6,55,183,27,163.4,18.5,0,73
3:09:08 PM,634.875,95,1650,138.9,78,84.2,20.6,76.6,21.4,941,957,80.4,55,183,27.5,186.8,19.5,0,73
3:09:09 PM,447.625,75,1681,138.9,78,84.2,22.4,76.6,22.6,968,982,75.2,55,183,27,127.2,20,0,73
3:09:10 PM,584.125,68,1700,138.9,78,84.2,23.4,76.6,24.1,984,997,82,55,183,26.5,169.4,20.5,0,73
3:09:11 PM,267.125,45,1737,138.9,78,84.2,20.8,76.6,21.3,991,1006,70.4,55,183,27,77.5,20.5,0,73
3:09:12 PM,395.875,51,1698,138.9,78,84.2,19,76.5,19.2,982,993,76,55,183,27,107.5,20,0,73
3:09:13 PM,373.125,52,1711,138.9,78,84,18.8,76.3,19.2,964,977,75.2,55,183,27,103.7,20,0,73
3:09:14 PM,0,0,1669,138.9,78,84,15.3,76.1,15.4,952,966,55.2,55,183,27,0,19.5,0,73
3:09:15 PM,0,0,1584,138.9,78,84,7.3,75.9,7.2,934,941,49.6,55,183,27.5,0,18.5,0,73
3:09:16 PM,266.125,7,1552,138.9,78,83.7,5.6,75.7,5.7,856,874,63.6,55,183,27.5,71.7,18,0,73
3:09:17 PM,235,18,1516,138.9,78,83.5,5.8,75.6,6,835,853,61.2,55,183,27.5,60.9,18,0,73
3:09:18 PM,355,41,1520,138.7,78,83.5,7.4,75.4,7.7,824,842,64.4,54,183,27,93,18,0,73
3:09:19 PM,340.75,42,1529,138.7,78,83.5,9.8,75.4,10.2,833,853,64.4,54,183,27,90.4,18,0,73
3:09:20 PM,226.125,24,1546,138.7,78,83.5,9.7,75.4,10.1,851,869,60.8,54,185,27.5,61.7,18,0,73
3:09:21 PM,135.125,23,1565,138.7,78,83.5,8.7,75.6,9,855,871,59.6,54,185,27.5,36.7,18.5,0,73
3:09:22 PM,179.375,13,1562,138.7,78,83.5,6.3,75.6,6.6,846,860,62.4,54,185,27.5,46.4,18.5,0,73
3:09:23 PM,251.25,32,1583,138.7,78,83.5,6.9,75.6,7.2,826,840,66.4,53,185,27.5,71.2,18.5,0,73
3:09:24 PM,258.625,13,1589,138.7,78,83.5,6.2,75.6,6.4,815,831,68.4,53,185,27,70.9,19,0,73
3:09:25 PM,340.625,41,1614,138.7,78,83.3,8.4,75.4,8.8,808,824,66,53,185,27,87.2,19,0,73
3:09:26 PM,179.25,23,1644,138.7,78,83.3,8.2,75.4,8.6,815,831,66,53,185,27,52.1,19.5,0,73
3:09:27 PM,63.625,24,1655,138.7,78,83.3,7.2,75.4,7.5,810,826,62.8,53,185,27.5,21.3,19.5,0,73
3:09:28 PM,0,0,1645,138.7,78,83.3,4.1,75.4,4.1,799,813,60,53,185,27.5,0,19.5,0,73
3:09:29 PM,106,3,1629,138.7,78,83.1,3.4,75.2,3.4,761,777,66.8,53,185,27.5,37.8,19.5,0,73
3:09:30 PM,148.625,16,1643,138.7,78,83.1,3.8,75,3.9,739,757,67.2,52,185,27.5,42.4,19.5,0,73
3:09:31 PM,159.875,17,1656,138.6,78,82.9,4.4,75,4.5,725,745,67.6,52,183,27.5,46.6,19.5,0,73
3:09:32 PM,0,0,1639,138.6,78,82.9,3.1,75,3.1,709,729,58.8,52,183,27.5,0,19.5,0,73
3:09:33 PM,0,0,1614,138.6,78,82.8,2.2,74.8,2.1,682,703,58,52,183,27.5,0,19,0,73
3:09:34 PM,45.25,0,1586,138.6,78,82.8,1.8,74.8,1.6,657,678,58.8,52,183,27.5,9,19,0,73
3:09:35 PM,0,0,1573,138.6,78,82.8,1.4,74.8,1.3,635,660,56.8,52,183,27.5,0,18.5,0,73
3:09:36 PM,0,0,1552,138.4,78,82.6,1.2,74.8,1.1,603,631,40.8,52,183,27.5,0,18.5,0,73
3:09:37 PM,0,0,1546,138.4,78,82.6,0.9,74.8,0.8,579,608,0.4,52,183,27.5,0,18,0,73
3:09:38 PM,0,0,1519,138.4,78,82.6,0.8,74.8,0.7,558,586,0,52,183,27.5,0,18,0,73
3:09:39 PM,0,0,1497,138.4,78,82.4,0.8,74.8,0.7,536,567,0,52,183,27.5,0,17.5,0,73
3:09:40 PM,0,0,1480,138.4,78,82.4,0.8,74.8,0.7,516,549,0,52,183,27.5,0,17.5,0,73
3:09:41 PM,0,0,1468,138.4,78,82.4,0.6,74.8,0.5,498,531,0,51,183,27.5,0,17.5,0,73
3:09:42 PM,0,0,1422,138.4,78,82.4,0.7,74.8,0.6,482,514,0,51,183,27.5,0,17,0,73
3:09:43 PM,0,0,1412,138.4,78,82.4,0.6,74.8,0.5,462,496,4,51,183,27.5,0,17,0,73
3:09:44 PM,0,0,1414,138.4,78,82.4,0.6,74.8,0.4,450,484,9.2,51,183,27.5,0,17,0,73
3:09:45 PM,0,0,1425,138.4,78,82.4,0.6,74.8,0.4,437,469,13.6,51,183,27.5,0,17,0,73
3:09:46 PM,0,0,1422,138.4,78,82.4,0.5,74.8,0.4,424,457,16,51,183,27.5,0,16.5,0,73
3:09:47 PM,0,0,1412,138.2,78,82.4,0.5,74.8,0.3,412,444,27.2,51,183,27.5,0,16.5,0,73
3:09:48 PM,0,0,1384,138.2,78,82.4,0.5,74.8,0.4,403,435,26,51,183,27.5,0,16.5,0,73
3:09:49 PM,0,0,1368,138.2,78,82.2,0.5,74.8,0.3,392,424,28,51,183,27.5,0,16.5,0,73
3:09:50 PM,0,0,1354,138.2,78,82.2,0.5,74.8,0.3,385,415,29.2,51,183,27.5,0,16,0,73
3:09:51 PM,0,0,1351,138.2,78,82.2,0.4,74.8,0.2,378,406,6.8,51,183,27.5,0,16,0,73
3:09:52 PM,0,0,1365,138.2,78,82.2,0.4,74.8,0.2,370,399,6,51,183,27.5,0,16,0,73
3:09:53 PM,0,0,1349,138.2,78,82,0.4,74.8,0.2,363,392,14.4,51,183,27.5,0,16,0,73
3:09:54 PM,0,0,1328,138.2,78,82,0.4,74.8,0.2,356,383,12.4,51,183,27.5,0,15.5,0,73
3:09:55 PM,0,42,1648,138.2,78,82,1.2,74.8,1.1,354,387,0,51,183,27.5,0,15,0,73
3:09:56 PM,0,0,1731,138.2,78,82,0.9,74.7,0.7,378,405,1.2,51,183,27.5,0,15.5,0,73
3:09:57 PM,0,0,1722,138.2,78,81.9,0.9,74.7,0.7,381,406,4.8,51,183,27.5,0,15,0,73
3:09:58 PM,0,0,1676,138.2,78,81.9,0.8,74.7,0.6,376,399,57.6,51,183,27.5,0,14.5,0,73
3:09:59 PM,195.25,0,1716,138.2,78,81.7,2.2,74.5,2,376,397,73.2,51,183,27.5,73.2,15,0,73
3:10:00 PM,0,0,1715,138.2,78,81.5,2.2,74.3,2.1,403,426,36,51,183,27.5,0,15,0,73
3:10:01 PM,0,0,1680,138.2,78,81.3,1.6,74.1,1.3,410,428,46.4,51,183,27.5,0,15,0,73
3:10:02 PM,365.625,17,1729,138.2,78,81.1,2.3,74.1,2.2,408,428,78,51,181,27.5,96.9,15,0,73
3:10:03 PM,66.125,59,1767,138.2,78,81.1,5.6,73.9,5.8,442,466,69.2,51,181,27.5,29.9,15.5,0,73
3:10:04 PM,0,0,1780,138.2,78,81,3.1,73.8,3,484,496,46.4,51,181,27.5,0,15.5,0,73
3:10:05 PM,11.125,0,1750,138,78,80.8,2,73.6,1.9,484,496,67.6,51,181,27.5,4.6,15.5,0,73
3:10:06 PM,0,0,1733,138,78,80.4,1.7,73.4,1.5,473,487,51.6,51,181,27.5,0,15.5,0,73
3:10:07 PM,0,0,1722,138,78,80.2,1.1,73.2,0.9,459,471,61.2,51,181,27.5,0,15.5,0,73
3:10:08 PM,258.125,26,1774,138,78,80.1,2.3,73,2.2,448,462,78.4,51,181,27.5,73.7,15.5,0,73
3:10:09 PM,0,28,1779,138,78,79.9,3.3,72.9,3.3,462,478,66.4,51,181,27.5,0,15.5,0,73
3:10:10 PM,0,0,1753,138,78,79.9,2.1,72.9,2,473,486,58.8,51,181,27.5,0,15.5,0,73
3:10:11 PM,284.5,0,1761,138,78,79.7,1.8,72.7,1.7,464,475,80,51,181,27.5,78.1,15.5,0,73
3:10:12 PM,227,48,1839,138,78,79.5,5.3,72.5,5.3,471,491,79.6,52,181,27.5,74.2,16,0,73
3:10:13 PM,453.5,15,1705,138,78,79.3,4.9,72.5,4.7,513,529,63.6,52,181,27.5,103.5,17,0,73
3:10:14 PM,0,12,1408,138,78,79.3,4.2,72.3,3.4,529,541,37.2,52,181,27.5,0,16.5,0,73
3:10:15 PM,0,0,1377,138,78,79.2,2.1,72.3,2,529,540,31.6,52,181,27.5,0,16.5,0,73
3:10:16 PM,0,0,1378,138,78,79.2,1.5,72.1,1.2,518,527,42,52,181,27.5,2.5,16.5,0,73
3:10:17 PM,0,0,1361,138,78,79,1,72.1,0.8,500,511,37.2,52,181,27.5,0,15.5,0,73
3:10:18 PM,373.5,2,1473,138,78,78.8,1,72,0.8,484,496,49.6,52,181,27.5,83.8,15.5,0,73
3:10:19 PM,123.875,0,1725,138,78,78.8,1.3,72.1,1.2,491,505,72.8,52,181,27.5,36.6,15,0,73
3:10:20 PM,199,34,1739,138,78,78.8,3.8,72.1,3.7,498,514,72.4,52,181,27.5,59.4,15,0,73
3:10:21 PM,134.25,9,1713,138,78,78.8,3.2,72.1,3.3,516,529,70.8,52,181,27.5,32.8,15,0,73
3:10:22 PM,427.625,24,1732,138,78,78.8,6.9,72.1,7,534,545,82,52,181,27,120.7,15.5,0,73
3:10:23 PM,550.875,84,1840,138,78,78.8,11.1,72.1,11.5,572,592,90,52,181,27,159.9,16,0,73
3:10:24 PM,645.625,72,1461,138,78,78.6,11.8,72,12,640,649,84,52,181,27,145.7,17.5,0,73
3:10:25 PM,623.875,83,1549,138,78,78.6,16.3,72,16.5,684,694,74,52,181,27,158.4,18.5,0,73
3:10:26 PM,321.375,57,1574,138,78,78.4,16.7,71.8,16.7,739,748,63.6,52,181,27,90.3,19,0,73
3:10:27 PM,122.875,13,1579,138,78,78.3,12.3,71.6,12.2,775,777,59.6,52,181,27.5,33.5,18.5,0,73
3:10:28 PM,0,0,1542,138.2,77,77.9,5.7,71.4,5.6,772,770,38,52,181,27.5,0,18.5,0,73
3:10:29 PM,0,0,1503,138.2,77,77.5,3.3,71.1,3.1,736,736,51.6,52,181,27.5,0,18,0,73
3:10:30 PM,189.875,15,1510,138.2,77,77.2,3,70.7,2.9,702,707,59.6,52,181,27.5,46.8,18,0,73
3:10:31 PM,184,31,1516,138.2,77,77,4.3,70.5,4.2,689,696,58.4,52,181,27.5,51,18,0,73
3:10:32 PM,0,3,1494,138.2,77,76.8,3.1,70.3,3,689,694,44.4,52,181,27.5,0,17.5,0,73
3:10:33 PM,0,0,1502,138.2,77,76.6,2.1,70.3,2.1,675,682,36,52,181,27.5,0,17.5,0,73
3:10:34 PM,0,0,1490,138.2,77,76.6,1.5,70.3,1.3,648,658,47.6,52,181,27.5,0,17.5,0,73
3:10:35 PM,0,0,1468,138.2,77,76.6,1.1,70.3,0.9,622,633,47.2,52,181,27.5,0,17.5,0,73
3:10:36 PM,78.5,0,1458,138.2,77,76.6,0.9,70.3,0.8,590,604,53.6,52,181,27.5,18.4,17.5,0,73
3:10:37 PM,135.375,14,1490,138.2,77,76.8,1.6,70.5,1.5,570,586,57.2,52,181,27.5,35.2,17.5,0,73
3:10:38 PM,38.75,1,1490,138.2,77,76.8,1.6,70.5,1.6,561,577,53.6,52,181,27.5,9.5,17.5,0,73
3:10:39 PM,70.5,0,1486,138.2,77,76.8,1.4,70.7,1.3,550,567,56.4,52,181,27.5,14.9,17.5,0,73
3:10:40 PM,98.75,13,1507,138.2,77,77,1.7,70.7,1.7,540,556,57.2,52,181,27.5,26.6,18,0,73
3:10:41 PM,81.875,0,1497,138.2,77,77.2,1.4,70.9,1.5,527,545,57.2,52,181,27.5,18.5,18,0,73
3:10:42 PM,105.375,12,1518,138.2,77,77.2,1.7,70.9,1.7,518,536,58,52,181,27.5,27.7,18,0,73
3:10:43 PM,0,0,1529,138.2,77,77.2,1.8,71.1,1.7,513,531,46.4,52,181,27.5,0,18,0,73
3:10:44 PM,0,0,1531,138.2,77,77.2,1.3,71.1,1.1,505,523,41.6,52,181,27.5,0,18,0,73
3:10:45 PM,0,0,1536,138.2,77,77.4,1,71.1,0.8,491,509,46.4,52,181,27.5,0,18,0,73
3:10:46 PM,0,0,1523,138.2,78,77.4,0.8,71.1,0.7,475,495,50.8,52,181,27.5,0,18,0,73
3:10:47 PM,111.625,1,1529,138.2,78,77.4,0.8,71.1,0.8,457,477,59.6,52,181,27.5,29.8,18,0,73
3:10:48 PM,0,0,1522,138.2,78,77.4,1,71.1,0.9,448,468,49.2,52,181,27.5,0,18,0,73
3:10:49 PM,0,0,1491,138.2,78,77.4,0.8,71.1,0.6,439,459,38,52,181,27.5,0,17.5,0,73
3:10:50 PM,15.375,0,1470,138.2,78,77.4,0.7,71.1,0.5,428,446,53.2,52,181,27.5,3.9,17.5,0,73
3:10:51 PM,0,0,1471,138.2,78,77.4,0.7,71.1,0.6,417,437,50,52,181,27.5,0,17.5,0,73
3:10:52 PM,0,0,1448,138.2,78,77.4,0.6,71.1,0.4,408,426,47.2,52,181,27.5,0,17,0,73
3:10:53 PM,51.75,3,1438,138.2,78,77.4,0.5,71.2,0.4,397,415,52.4,52,181,27.5,12.9,17,0,73
3:10:54 PM,83.5,10,1451,138.2,78,77.4,1.1,71.2,0.9,390,408,52.8,52,181,27.5,22.5,17,0,73
3:10:55 PM,0,4,1467,138.2,78,77.4,1.2,71.2,1,392,412,49.6,52,181,27.5,0,17.5,0,73
3:10:56 PM,61.5,2,1469,138.2,78,77.4,0.9,71.2,0.9,390,408,54,52,181,27.5,14.8,17.5,0,73
3:10:57 PM,126.375,16,1476,138.2,78,77.4,1.8,71.2,1.8,387,406,55.6,52,181,27.5,33.9,17.5,0,73
3:10:58 PM,0,10,1486,138.2,78,77.4,1.6,71.2,1.5,399,419,50,52,181,27.5,0,17.5,0,73
3:10:59 PM,12.375,3,1503,138.2,78,77.4,1.3,71.2,1.3,401,419,53.6,52,181,27.5,1.1,18,0,73
3:11:00 PM,6.875,0,1532,138.2,78,77.4,1.1,71.2,1,399,414,55.6,52,181,27.5,1.5,18,0,73
3:11:01 PM,0,0,1507,138.2,78,77.4,0.9,71.2,0.7,392,408,45.2,52,181,27.5,0,18,0,73
3:11:02 PM,0,0,1479,138.2,78,77.2,0.8,71.1,0.6,385,399,47.6,52,181,27.5,0,17.5,0,73
3:11:03 PM,0,0,1472,138.2,78,77.2,0.6,71.1,0.4,376,390,42,52,181,27.5,0,17.5,0,73
3:11:04 PM,0,0,1459,138.2,77,77.2,0.5,71.1,0.3,370,385,44,52,181,27.5,0,17,0,73
3:11:05 PM,254.625,0,1460,138.2,77,77,0.6,71.1,0.5,358,374,62.4,52,181,27.5,61.4,17,0,73
3:11:06 PM,309.875,40,1524,138.2,77,77,2.5,71.1,2.4,365,385,63.2,52,181,27.5,81.3,18,0,73
3:11:07 PM,82.875,29,1522,138.2,77,77,3.5,71.1,3.4,394,415,55.6,52,181,27.5,25.8,18,0,73
3:11:08 PM,0,0,1535,138.2,77,77,1.9,71.1,1.8,424,437,52.8,52,181,27.5,0,18,0,73
3:11:09 PM,101.875,6,1543,138.2,77,77,1.7,71.1,1.6,424,435,59.2,52,181,27.5,25.8,18.5,0,73
3:11:10 PM,125.875,8,1547,138.2,77,76.8,1.7,71.1,1.6,423,435,60.8,52,181,27.5,34,18.5,0,73
3:11:11 PM,157.25,15,1583,138.4,77,76.8,2.4,70.9,2.3,426,441,63.2,52,181,27.5,41.9,18.5,0,73
3:11:12 PM,154.25,17,1601,138.4,77,76.6,3,70.7,3,441,457,64,52,181,27.5,42.5,19,0,73
3:11:13 PM,88.5,10,1621,138.4,77,76.6,2.9,70.7,2.9,457,468,62.8,52,181,27.5,27,19,0,73
3:11:14 PM,0,0,1612,138.4,77,76.6,2.1,70.7,1.9,464,475,52,52,181,27.5,0,19,0,73
3:11:15 PM,0,0,1600,138.4,77,76.5,1.4,70.5,1.3,455,468,56.4,52,181,27.5,0,19,0,73
3:11:16 PM,0.875,0,1585,138.4,77,76.5,1.1,70.5,0.9,448,459,58.4,53,181,27.5,0,19,0,73
3:11:17 PM,0,13,1610,138.4,77,76.3,1.4,70.3,1.2,432,444,55.2,53,181,27.5,0,19,0,73
3:11:18 PM,12.75,0,1583,138.4,77,76.1,1,70.3,0.8,428,441,58.4,53,181,27.5,0.5,19,0,73
3:11:19 PM,240,1,1617,138.4,77,76.1,1,70.3,0.9,417,430,70.4,53,181,27.5,60.7,19,0,73
3:11:20 PM,264.625,27,1628,138.4,77,76.1,2.9,70.3,2.8,421,435,70.4,52,181,27.5,75,19.5,0,73
3:11:21 PM,132.375,24,1674,138.4,77,76.1,4.6,70.3,4.6,453,466,66.8,52,181,27.5,40.4,20,0,73
3:11:22 PM,60.125,10,1677,138.4,77,76.1,3.9,70.2,3.4,471,484,66.4,52,181,27.5,15.3,20,0,73
3:11:23 PM,0,19,1675,138.4,77,75.9,2.8,70.2,2.7,478,489,64.4,52,181,27.5,0,20,0,73
3:11:24 PM,56,6,1703,138.4,77,75.7,2.4,70,2.1,478,487,66.8,52,181,27.5,13.5,20,0,73
3:11:25 PM,205.875,8,1699,138.4,77,75.7,2.2,70,2.4,473,484,73.6,52,181,27.5,59,20,0,73
3:11:26 PM,116.625,16,1713,138.4,77,75.6,3.2,69.8,3.2,477,486,71.2,52,181,27.5,36.4,20.5,0,73
3:11:27 PM,0,0,1721,138.4,77,75.6,2.6,69.8,2.4,487,493,58.4,52,181,27.5,0,20.5,0,73
3:11:28 PM,0,0,1727,138.4,77,75.4,1.8,69.8,1.7,482,487,60.4,52,181,27.5,0,20.5,0,73
3:11:29 PM,0,0,1712,138.4,77,75.2,1.2,69.6,1,466,473,59.6,52,181,27.5,0,20,0,73
3:11:30 PM,0,0,1696,138.4,77,75.2,0.8,69.4,0.7,448,455,56.8,52,181,27.5,0,20,0,73
3:11:31 PM,0,0,1673,138.6,77,75,0.9,69.4,0.6,433,442,55.2,52,181,27.5,0,20,0,73
3:11:32 PM,0,0,1667,138.6,77,75,0.7,69.4,0.5,421,430,53.2,52,181,27.5,0,19.5,0,73
3:11:33 PM,0,0,1640,138.6,77,75,0.7,69.4,0.5,408,419,51.2,52,181,27.5,0,19.5,0,73
3:11:34 PM,0,0,1629,138.6,77,74.8,0.7,69.4,0.4,396,406,50.8,52,181,27.5,0,19.5,0,73
3:11:35 PM,309.25,0,1625,138.6,77,74.8,0.8,69.4,1.2,385,396,74.4,52,181,27.5,87.2,20,0,73
3:11:36 PM,291.625,52,1718,138.7,77,74.8,3.7,69.4,3.7,388,401,75.2,52,181,27.5,88.2,20,0,73
3:11:37 PM,43,0,1749,138.7,77,74.8,4.6,69.4,4.5,446,457,68,52,181,27.5,10.5,20.5,0,73
3:11:38 PM,0,0,1757,138.7,77,74.8,2.9,69.6,2.6,464,471,65.2,52,181,27.5,0,20.5,0,73
3:11:39 PM,196.875,21,1706,138.7,77,74.8,2.2,69.4,1.9,459,466,75.6,52,181,27.5,56.1,20.5,0,73
3:11:40 PM,184.875,21,1767,138.7,77,74.7,3.3,69.4,3.1,455,464,76,52,181,27.5,60.9,21,0,73
3:11:41 PM,0,22,1797,138.7,77,74.7,4.6,69.3,4.5,482,489,65.2,52,181,27.5,0,21.5,0,73
3:11:42 PM,0,0,1761,138.7,77,74.5,2.6,69.3,2.5,493,498,64,52,181,27.5,0,21,0,73
3:11:43 PM,0,0,1742,138.7,77,74.5,1.8,69.1,1.6,482,489,64,52,181,27.5,0,20.5,0,73
3:11:44 PM,0,0,1732,138.7,77,74.3,1.3,69.1,1.1,469,477,57.6,52,181,27.5,0,20.5,0,73
3:11:45 PM,0,0,1731,138.7,77,74.3,1.1,69.1,0.8,459,466,58,52,181,27.5,0,20.5,0,73
3:11:46 PM,0,0,1707,138.7,77,74.1,0.8,68.9,0.6,441,448,48.4,52,181,27.5,0,20,0,73
3:11:47 PM,0,0,1712,138.7,77,74.1,0.9,68.9,0.5,426,435,45.2,52,181,27.5,0,20,0,73
3:11:48 PM,0,0,1699,138.7,77,73.9,0.6,68.9,0.4,410,421,34.8,52,181,27.5,0,20,0,73
3:11:49 PM,0,0,1679,138.7,77,73.9,0.6,68.9,0.4,401,410,27.2,52,181,27.5,0,20,0,73
3:11:50 PM,0,0,1698,138.7,77,73.9,0.7,68.9,0.4,387,397,17.2,52,181,27.5,0,20,0,73
3:11:51 PM,0,0,1693,138.7,77,73.9,0.7,68.9,0.4,379,390,44.8,52,181,27.5,0,20,0,73
3:11:52 PM,0,0,1670,138.9,77,73.9,0.6,68.9,0.3,367,378,37.6,52,181,27.5,0,19.5,0,73
3:11:53 PM,0,0,1667,138.9,77,73.9,0.6,68.9,0.4,358,369,22.4,52,181,27.5,0,20,0,73
3:11:54 PM,0,0,1660,138.9,77,73.9,0.6,68.9,0.2,347,360,13.6,52,181,27.5,0,19.5,0,73
3:11:55 PM,0,0,1637,138.9,77,73.9,0.5,68.9,0.2,342,352,14.8,52,181,27.5,0,19.5,0,73
3:11:56 PM,0,0,1614,138.9,77,73.9,0.7,68.9,0.3,333,343,16.8,52,181,27.5,0,19,0,73
3:11:57 PM,0,0,1553,138.9,77,73.9,0.5,68.9,0.3,327,340,33.6,52,181,27.5,0,18.5,0,73
3:11:58 PM,92,0,1514,138.9,77,73.9,0.7,68.9,0.4,320,333,56.4,52,181,27.5,18.9,18,0,73
3:11:59 PM,273,44,1504,138.9,77,73.9,3,68.9,2.7,322,336,52,52,181,27.5,72.9,17.5,0,73
3:12:00 PM,365.875,21,1437,138.9,77,73.9,2.7,69.1,2.5,370,381,61.2,52,181,27.5,78.4,16.5,0,73
3:12:01 PM,464.875,48,1388,138.9,77,73.9,4.1,69.1,4,387,397,78.4,52,181,27,98.7,16.5,0,73
3:12:02 PM,0,53,1696,138.9,77,73.9,5.4,69.1,5.5,448,459,51.6,52,181,27.5,0,15,0,73
3:12:03 PM,451.75,20,1674,138.9,77,73.9,5.2,69.1,5.1,486,487,79.6,52,181,27.5,111.1,15,0,73
3:12:04 PM,490.375,60,1752,138.9,77,73.9,8.2,69.1,8.5,516,522,84,52,181,27,143.9,16,0,73
3:12:05 PM,210.375,60,1810,138.9,77,73.9,11.9,69.1,12.1,558,559,74.8,52,181,27,67.3,16,0,73
3:12:06 PM,191.75,7,1738,139.1,77,73.8,6.4,68.9,6.4,612,606,74,52,181,27,50.1,15.5,0,73
3:12:07 PM,91.625,36,1686,139.1,77,73.6,8.4,68.7,8.4,615,615,65.2,52,181,27,28.8,15,0,73
3:12:08 PM,243.625,23,1647,139.1,77,73.4,6.4,68.7,6.4,628,626,70.4,52,181,27.5,62.9,14.5,0,73
3:12:09 PM,343.25,0,1570,139.1,77,73.2,5.4,68.5,5.3,635,633,72,52,181,27.5,94.6,14,0,73
3:12:10 PM,185.375,13,1548,139.1,77,73,6.6,68.4,6.5,640,640,61.2,52,181,27.5,50,13.5,0,73
3:12:11 PM,470.625,46,1545,139.1,77,72.9,7,68.2,7,649,646,72.8,52,181,27,114.8,13.5,0,73
3:12:12 PM,0,18,1497,139.1,77,72.7,6.7,68,6.7,676,676,47.6,52,181,27.5,0,13,0,73
3:12:13 PM,472.5,24,1491,139.1,77,72.5,5.5,68,5.4,678,673,72.4,52,181,27.5,111.6,13.5,0,73
3:12:14 PM,490.625,57,1516,139.1,77,72.5,8.1,67.8,8.2,684,680,70,52,181,27,119.2,13.5,0,73
