Elapsed Time (SECOND),Delivered Fuel Volume(mm3),Engine Load Factor(%,Engine Speed(rpm),Fuel Rail Temperature(Deg F),Fuel Temperature(Deg F),Intake Manifold #2 Air Temperature(Deg F),Intake Manifold #2 Pressure(psi),Intake Manifold Air Temperature(Deg F),Intake Manifold Pressure(psi),Left Exhaust Temperature(Deg F),Right Exhaust Temperature(Deg F),Throttle Position(%),Ambient Air Temperature(Deg F),Engine Coolant Temperature(Deg F),Battery Voltage(Volts),Fuel Consumption Rate(gal/h),Ground Speed(mph),Truck Payload(ton),Tank Fuel Level(%)
12:41:58 PM,112.875,14,701,107.1,66,74.5,0,64.2,0,295,225,0,63,124,27.5,0,0,0,84
12:41:59 PM,111.875,14,700,107.1,66,74.5,0,64.2,0,295,225,0,63,124,27.5,0,0,0,84
12:42:00 PM,110.875,14,700,107.1,66,74.5,0,64.2,0,295,225,0,63,124,27.5,0,0,0,84
12:42:01 PM,111.75,14,701,107.1,66,74.5,0,64.2,0,295,225,0,63,124,27.5,0,0,0,84
12:42:02 PM,126.875,16,690,107.1,66,74.5,0,64.2,0,295,225,0,63,124,27.5,0,0,0,84
12:42:03 PM,134,17,692,107.1,66,74.5,0,64.2,0.1,297,226,0,63,124,27.5,0,0,0,84
12:42:04 PM,134.125,17,696,107.1,66,74.5,0,64.2,0,297,226,0,63,124,27.5,0,0,0,84
12:42:05 PM,125,17,706,107.1,66,74.5,0,64.2,0,298,226,0,63,124,27.5,0,0,0,84
12:42:06 PM,111.75,14,709,107.1,66,74.5,0.1,64.4,0,298,228,0,63,124,27.5,0,0,0,84
12:42:07 PM,106.625,14,708,107.1,66,74.5,0,64.4,0,298,228,0,63,124,27.5,0,0,0,84
12:42:08 PM,106.375,13,703,107.1,66,74.5,0,64.4,0,300,228,0,63,124,27.5,0,0,0,84
12:42:09 PM,109.125,13,698,107.1,66,74.5,0,64.4,0,300,228,0,63,124,27.5,0,0,0,84
12:42:10 PM,113.375,14,697,107.1,66,74.7,0,64.4,0,300,228,0,63,124,27.5,0,0,0,84
12:42:11 PM,114,14,697,107.1,66,74.5,0,64.4,0,300,228,0,63,124,27.5,0,0,0,84
12:42:12 PM,113.25,14,700,107.1,66,74.7,0,64.6,0,298,228,0,63,124,27.5,0,0,0,84
12:42:13 PM,112.75,14,700,107.1,66,74.5,0,64.6,0,298,228,0,63,124,27.5,0,0,0,84
12:42:14 PM,112.125,14,702,107.2,66,74.7,0,64.6,0,298,228,0,63,124,27.5,0,0,0,84
12:42:15 PM,109.625,14,701,107.2,66,74.5,0,64.6,0,300,228,0,63,124,27.5,0,0,0,84
12:42:16 PM,103.875,13,706,107.2,66,74.7,0,64.6,0,298,228,0,63,124,27.5,0,0,0,84
12:42:17 PM,103,13,702,107.2,66,74.5,0,64.6,0,298,228,0,63,124,27.5,0,0,0,84
12:42:18 PM,102.375,13,700,107.2,66,74.7,0,64.6,0,298,228,0,63,124,27.5,0,0,0,84
12:42:19 PM,102.625,13,701,107.2,66,74.7,0,64.6,0,298,230,0,63,124,27.5,0,0,0,84
12:42:20 PM,104.25,13,699,107.2,66,74.7,0,64.8,0,297,230,0,63,124,27.5,0,0,0,84
12:42:21 PM,103.25,13,701,107.2,66,74.7,0,64.8,0,295,232,0,63,124,27.5,0,0,0,84
12:42:22 PM,104.375,13,699,107.2,66,74.7,0,64.8,0,295,232,0,63,124,27.5,0,0,0,84
12:42:23 PM,101.5,13,702,107.2,66,74.7,0,64.8,0,295,234,0,63,124,27.5,0,0,0,84
12:42:24 PM,100.125,13,700,107.2,66,74.7,0,64.8,0,295,234,0,63,124,27.5,0,0,0,84
12:42:25 PM,98.125,12,703,107.2,66,74.7,0,64.8,0,295,234,0,63,124,27.5,0,0,0,84
12:42:26 PM,98.625,12,702,107.2,66,74.7,0,64.8,0,293,234,0,63,124,27.5,0,0,0,84
12:42:27 PM,102.75,13,695,107.2,66,74.7,0,64.8,0,295,235,0,63,126,27.5,0,0,0,84
12:42:28 PM,104.875,13,697,107.2,66,74.7,0,64.8,0,293,235,0,63,126,27.5,0,0,0,84
12:42:29 PM,105,13,697,107.2,66,74.7,0,64.8,0,293,235,0,63,126,27.5,0,0,0,84
12:42:30 PM,102.25,13,701,107.2,66,74.7,0,64.8,0,293,237,0,63,126,27.5,0,0,0,84
12:42:31 PM,103.375,13,700,107.2,66,74.7,0,64.9,0,293,237,0,63,126,27.5,0,0,0,84
12:42:32 PM,99.75,12,701,107.2,66,74.7,0,64.9,0,291,239,0,63,126,27.5,0,0,0,84
12:42:33 PM,97.5,12,703,107.2,66,74.7,0,64.9,0,291,239,0,63,126,27.5,0,0,0,84
12:42:34 PM,99.875,12,698,107.2,66,74.7,0,64.9,0,289,241,0,63,126,27.5,0,0,0,84
12:42:35 PM,103.625,13,697,107.4,66,74.7,0,64.9,0,289,243,0,63,126,27.5,0,0,0,84
12:42:36 PM,104.375,13,698,107.4,66,74.7,0,64.9,0,289,243,0,63,126,27.5,0,0,0,84
12:42:37 PM,105.375,13,700,107.4,66,74.7,0,64.9,0,289,243,0,63,126,27.5,0,0,0,84
12:42:38 PM,102.25,13,701,107.4,66,74.7,0,64.9,0,288,243,0,63,126,27.5,0,0,0,84
12:42:39 PM,102.125,13,700,107.4,66,74.7,0,64.9,0,288,244,0,63,126,27.5,0,0,0,84
12:42:40 PM,95.625,12,704,107.4,66,74.7,0,64.9,0,288,246,0,63,126,27.5,0,0,0,84
12:42:41 PM,96.75,12,701,107.4,66,74.7,0,64.9,0,286,246,0,63,126,27.5,0,0,0,84
12:42:42 PM,98.625,12,700,107.4,66,74.7,0,64.9,0,286,248,0,63,126,27.5,0,0,0,84
12:42:43 PM,98.875,12,699,107.4,66,74.7,0,65.1,0,286,248,0,63,126,27.5,0,0,0,84
12:42:44 PM,99.25,12,700,107.4,66,74.7,0,65.1,0,284,250,0,63,126,27.5,0,0,0,84
12:42:45 PM,103.125,13,698,107.4,66,74.7,0,65.1,0,284,250,0,63,126,27.5,0,0,0,84
12:42:46 PM,92.25,12,705,107.4,66,74.7,0,65.1,0,284,250,0,63,126,27.5,0,0,0,84
12:42:47 PM,89.125,11,704,107.4,66,74.7,0,65.1,0,284,252,0,63,126,27.5,0,0,0,84
12:42:48 PM,90.25,11,699,107.4,66,74.7,0,65.1,0,284,252,0,63,126,27.5,0,0,0,84
12:42:49 PM,92.5,11,699,107.4,66,74.7,0,65.1,0,284,252,0,63,126,27.5,0,0,0,84
12:42:50 PM,92.5,11,698,107.4,66,74.7,0,65.1,0,284,252,0,63,126,27.5,0,0,0,84
12:42:51 PM,94.125,11,701,107.4,66,74.7,0,65.1,0,284,252,0,63,126,27.5,0,0,0,84
12:42:52 PM,92.625,11,701,107.4,66,74.8,0,65.3,0,284,252,0,64,126,27.5,0,0,0,84
12:42:53 PM,86.5,11,705,107.4,66,74.8,0,65.3,0,284,252,0,64,126,27.5,0,0,0,84
12:42:54 PM,86.625,10,702,107.6,66,74.8,0,65.3,0,286,252,0,64,126,27.5,0,0,0,84
12:42:55 PM,88,10,701,107.6,66,74.8,0,65.3,0,286,253,0,64,126,27.5,0,0,0,84
12:42:56 PM,87.75,10,699,107.6,66,74.8,0,65.3,0,286,252,0,64,126,27.5,0,0,0,84
12:42:57 PM,102.875,11,691,107.6,66,74.8,0,65.3,0,288,252,0,64,126,27.5,0,0,0,84
12:42:58 PM,104.875,13,691,107.6,66,74.8,0,65.3,0,288,252,0,64,126,27.5,0,0,0,84
12:42:59 PM,92.375,13,701,107.6,66,74.8,0,65.3,0,291,253,0,64,126,27.5,0,0,0,84
12:43:00 PM,81.25,9,710,107.6,66,74.8,0,65.3,0,293,253,0,64,126,27.5,0,0,0,84
12:43:01 PM,82.625,10,705,107.6,66,74.8,0,65.3,0,293,253,0,64,126,27.5,0,0,0,84
12:43:02 PM,83,10,699,107.6,66,74.8,0,65.3,0,295,253,0,64,126,27.5,0,0,0,84
12:43:03 PM,86.875,10,700,107.6,66,74.8,0,65.3,0,295,253,0,64,126,27.5,0,0,0,84
12:43:04 PM,87,10,699,107.6,66,74.8,0,65.3,0,297,253,0,64,126,27.5,0,0,0,84
12:43:05 PM,83.125,10,702,107.6,66,74.8,0,65.5,0,297,252,0,64,126,27.5,0,0,0,84
12:43:06 PM,79.125,9,704,107.6,66,74.8,0,65.5,0,297,252,0,64,126,27.5,0,0,0,84
12:43:07 PM,80.5,9,701,107.6,66,74.8,0,65.5,0,297,253,0,64,126,27.5,0,0,0,84
12:43:08 PM,81.125,10,699,107.6,66,74.8,0,65.5,0,297,253,0,64,126,27.5,0,0,0,84
12:43:09 PM,81.75,10,700,107.6,66,74.8,0,65.5,0,297,253,0,64,126,27.5,0,0,0,84
12:43:10 PM,81.25,10,701,107.6,66,74.8,0,65.5,0,297,253,0,64,126,27.5,0,0,0,84
12:43:11 PM,81.625,10,701,107.6,66,74.8,0.1,65.5,0,297,255,0,64,126,27.5,0,0,0,84
12:43:12 PM,76.625,9,704,107.6,66,74.8,0,65.5,0,297,255,0,64,126,27.5,0,0,0,84
12:43:13 PM,74.25,9,703,107.6,66,74.8,0,65.5,0,297,257,0,64,126,27.5,0,0,0,84
12:43:14 PM,75.75,9,701,107.6,66,74.8,0,65.5,0,297,257,0,64,126,27.5,0,0,0,84
12:43:15 PM,77.875,9,698,107.8,66,74.8,0,65.7,0,295,257,0,64,126,27.5,0,0,0,84
12:43:16 PM,77.625,9,699,107.8,66,74.8,0,65.7,0,295,257,0,64,126,27.5,0,0,0,84
12:43:17 PM,76.75,9,700,107.8,66,74.8,0,65.7,0,295,259,0,64,126,27.5,0,0,0,84
12:43:18 PM,77.625,9,701,107.8,66,74.8,0,65.7,0,293,259,0,64,126,27.5,0,0,0,84
12:43:19 PM,77.75,9,699,107.8,66,74.8,0,65.7,0,293,259,0,64,126,27.5,0,0,0,84
12:43:20 PM,76.875,9,700,107.8,66,74.8,0.1,65.7,0,293,259,0,64,126,27.5,0,0,0,84
12:43:21 PM,76.75,9,700,107.8,66,74.8,0,65.7,0,293,261,0,64,126,27.5,0,0,0,84
12:43:22 PM,77.25,9,700,107.8,66,74.8,0,65.7,0,293,261,0,64,126,27.5,0,0,0,84
12:43:23 PM,76.875,9,699,107.8,66,74.8,0,65.7,0,293,262,0,64,126,27.5,0,0,0,84
12:43:24 PM,77.875,9,700,107.8,66,74.8,0,65.7,0,293,262,0,64,126,27.5,0,0,0,84
12:43:25 PM,77.25,9,701,107.8,66,74.8,0,65.7,0,291,262,0,64,126,27.5,0,0,0,84
12:43:26 PM,77.125,9,700,107.8,66,74.8,0,65.7,0,291,262,0,64,126,27.5,0,0,0,84
12:43:27 PM,77.875,9,700,107.8,66,74.8,0,65.7,0,291,262,0,64,126,27.5,0,0,0,84
12:43:28 PM,77.125,9,700,107.8,66,74.8,0,65.8,0,291,264,0,64,126,27.5,0,0,0,84
12:43:29 PM,76.75,9,700,107.8,66,74.8,0,65.8,0,291,264,0,64,126,27.5,0,0,0,84
12:43:30 PM,76.75,9,700,107.8,66,74.8,0,65.8,0,289,264,0,64,126,27.5,0,0,0,84
12:43:31 PM,77.375,9,699,107.8,66,74.8,0,65.8,0,291,264,0,64,126,27.5,0,0,0,84
12:43:32 PM,77.75,9,700,107.8,66,74.8,0,65.8,0,291,264,0,64,126,27.5,0,0,0,84
12:43:33 PM,77.375,9,700,108,66,74.8,0,65.8,0,289,266,0,64,126,27.5,0,0,0,84
12:43:34 PM,77.125,9,700,108,66,74.8,0,65.8,0,289,266,0,64,126,27.5,0,0,0,84
12:43:35 PM,77.375,9,701,108,66,74.8,0,65.8,0,289,266,0,64,126,27.5,0,0,0,84
12:43:36 PM,77.75,9,700,108,66,74.8,0,65.8,0,289,266,0,64,126,27.5,0,0,0,84
12:43:37 PM,77.25,9,700,108,66,74.8,0,65.8,0,289,266,0,64,126,27.5,0,0,0,84
12:43:38 PM,77.25,9,700,108,66,74.8,0,65.8,0,289,266,0,64,126,27.5,0,0,0,84
12:43:39 PM,77.25,9,700,108,66,74.8,0,65.8,0,289,266,0,64,126,27.5,0,0,0,84
12:43:40 PM,77.25,9,700,108,66,74.8,0,66,0,289,268,0,64,126,27.5,0,0,0,84
12:43:41 PM,77.625,9,700,108,66,74.8,0,66,0,288,268,0,63,126,27.5,0,0,0,84
12:43:42 PM,77.5,9,700,108,66,74.8,0,66,0,288,268,0,64,126,27.5,0,0,0,84
12:43:43 PM,77.5,9,701,108,66,74.8,0,66,0,288,268,0,63,126,27.5,0,0,0,84
12:43:44 PM,77.125,9,700,108,66,74.8,0.1,66,0,288,268,0,63,126,27.5,0,0,0,84
12:43:45 PM,76.875,9,701,108,66,75,0,66,0,288,268,0,63,126,27.5,0,0,0,84
12:43:46 PM,77.125,9,700,108,66,75,0,66,0,288,270,0,63,126,27.5,0,0,0,84
12:43:47 PM,77.5,9,701,108,66,75,0,66,0,288,270,0,63,126,27.5,0,0,0,84
12:43:48 PM,77.75,9,701,108,66,75,0,66,0,288,270,0,63,126,27.5,0,0,0,84
12:43:49 PM,77.5,9,700,108,66,75,0,66,0,288,270,0,63,126,27.5,0,0,0,84
12:43:50 PM,79.625,9,700,108,66,75,0,66,0,288,270,0,63,126,27.5,0,0,0,84
12:43:51 PM,86.5,10,696,108,66,75,0,66,0,288,270,0,63,126,27.5,0,0,0,84
12:43:52 PM,87.875,10,698,108,66,75,0,66.2,0,288,270,0,63,126,27.5,0,0,0,84
12:43:53 PM,85,10,701,108,66,75,0.1,66.2,0,288,270,0,63,126,27.5,0,0,0,84
12:43:54 PM,77.375,9,704,108.1,66,75,0,66.2,0,289,271,0,63,127,27.5,0,0,0,84
12:43:55 PM,77,9,703,108.1,66,75,0,66.2,0,289,271,0,63,127,27.5,0,0,0,84
12:43:56 PM,76.75,9,700,108.1,66,75.2,0,66.4,0,289,271,0,63,127,27.5,0,0,0,84
12:43:57 PM,76.625,9,701,108.1,66,75.2,0,66.4,0,289,271,0,63,127,27.5,0,0,0,84
12:43:58 PM,77.75,9,699,108.1,66,75,0,66.4,0,289,273,0,63,127,27.5,0,0,0,84
12:43:59 PM,78.125,9,701,108.1,66,75.2,0,66.4,0,289,273,0,63,127,27.5,0,0,0,84
12:44:00 PM,77.75,9,701,108.1,66,75.2,0,66.4,0,289,273,0,63,127,27.5,0,0,0,84
12:44:01 PM,77.5,9,700,108.1,66,75.2,0,66.4,0,289,273,0,63,127,27.5,0,0,0,84
12:44:02 PM,77,9,700,108.1,66,75.2,0,66.4,0,288,273,0.4,63,127,27.5,0,0,0,84
12:44:03 PM,77.125,9,700,108.1,66,75.2,0,66.4,0,288,273,0,63,127,27.5,0,0,0,84
12:44:04 PM,77.75,9,700,108.1,66,75.2,0,66.4,0,288,273,0,63,127,27.5,0,0,0,84
12:44:05 PM,78.25,9,700,108.1,66,75.2,0,66.4,0,288,273,0,63,127,27.5,0,0,0,84
12:44:06 PM,77.875,9,700,108.1,66,75.2,0,66.4,0,288,273,0,63,127,27.5,0,0,0,84
12:44:07 PM,77.25,9,701,108.1,66,75.2,0.1,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:08 PM,77.5,9,700,108.1,66,75.2,0,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:09 PM,77.25,9,700,108.1,66,75.2,0,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:10 PM,77.125,9,700,108.1,66,75.2,0,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:11 PM,78.125,9,700,108.1,66,75.2,0,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:12 PM,77.625,9,701,108.1,66,75.2,0,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:13 PM,77.875,9,700,108.1,66,75.2,0,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:14 PM,77.625,9,700,108.3,66,75.2,0,66.6,0,288,273,0,63,127,27.5,0,0,0,84
12:44:15 PM,77.75,9,701,108.3,66,75.2,0,66.6,0,288,273,0,64,127,27.5,0,0,0,84
12:44:16 PM,77.375,9,700,108.3,66,75.2,0,66.6,0,288,273,0,64,127,27.5,0,0,0,84
12:44:17 PM,77.75,9,699,108.3,66,75.2,0,66.6,0,288,273,0,64,127,27.5,0,0,0,84
12:44:18 PM,77.75,9,700,108.3,66,75.2,0,66.7,0,288,273,0,64,127,27.5,0,0,0,84
12:44:19 PM,77.375,9,700,108.3,66,75.2,0,66.7,0,288,273,0,64,127,27.5,0,0,0,84
12:44:20 PM,77.125,9,700,108.3,66,75.2,0,66.7,0,288,273,0,64,127,27.5,0,0,0,84
12:44:21 PM,77,9,700,108.3,66,75.2,0,66.7,0,288,273,0,64,127,27.5,0,0,0,84
12:44:22 PM,78.25,9,700,108.3,66,75.2,0,66.7,0,288,273,0,64,127,27.5,0,0,0,84
12:44:23 PM,77.625,9,700,108.3,66,75.4,0,66.7,0,288,275,0,64,127,27.5,0,0,0,84
12:44:24 PM,77.75,9,700,108.3,66,75.4,0,66.7,0,288,273,0,64,127,27.5,0,0,0,84
12:44:25 PM,77.25,9,700,108.3,66,75.2,0,66.7,0,288,275,0,64,127,27.5,0,0,0,84
12:44:26 PM,76.875,9,700,108.3,66,75.2,0,66.7,0,288,275,0,64,127,27.5,0,0,0,84
12:44:27 PM,77.375,9,700,108.3,66,75.4,0.1,66.7,0,288,273,0,64,127,27.5,0,0,0,84
12:44:28 PM,77.875,9,700,108.3,66,75.4,0,66.7,0,288,275,0,63,127,27.5,0,0,0,84
12:44:29 PM,78,9,699,108.3,66,75.2,0,66.7,0,286,275,0,63,127,27.5,0,0,0,84
12:44:30 PM,78.125,9,700,108.3,66,75.4,0,66.7,0,288,275,0,63,127,27.5,0,0,0,84
12:44:31 PM,77.375,9,700,108.3,66,75.2,0,66.7,0,288,275,0,63,127,27.5,0,0,0,84
12:44:32 PM,77.875,9,700,108.3,66,75.4,0,66.7,0,288,275,0,63,127,27.5,0,0,0,84
12:44:33 PM,77.875,9,701,108.3,66,75.2,0.1,66.7,0,286,275,0,63,127,27.5,0,0,0,84
12:44:34 PM,77.25,9,700,108.3,66,75.4,0,66.7,0,286,275,0,63,127,27.5,0,0,0,84
12:44:35 PM,77.125,9,701,108.3,66,75.4,0,66.7,0,286,275,0,63,127,27.5,0,0,0,84
12:44:36 PM,77.75,9,700,108.3,66,75.4,0,66.7,0,286,275,0,63,127,27.5,0,0,0,84
12:44:37 PM,77.75,9,700,108.3,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:38 PM,77,9,700,108.3,66,75.4,0.1,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:39 PM,76.875,9,700,108.3,66,75.4,0,66.9,0,288,275,0,63,127,27.5,0,0,0,84
12:44:40 PM,77.875,9,701,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:41 PM,77.5,9,700,108.5,66,75.4,0.1,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:42 PM,77.25,9,700,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:43 PM,77.375,9,700,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:44 PM,78,9,700,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:45 PM,77.625,9,700,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:46 PM,77.625,9,700,108.5,66,75.4,0.1,66.9,0,286,275,0.4,63,127,27.5,0,0,0,84
12:44:47 PM,77.625,9,701,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:48 PM,76.75,9,701,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:49 PM,77.375,9,700,108.5,66,75.4,0,66.9,0,286,275,0,63,127,27.5,0,0,0,84
12:44:50 PM,77.25,9,701,108.5,66,75.4,0,67.1,0,286,275,0,63,127,27.5,0,0,0,84
12:44:51 PM,78.375,9,700,108.5,66,75.4,0,67.1,0,286,275,0,63,127,27.5,0,0,0,84
12:44:52 PM,77.75,9,700,108.5,66,75.4,0,67.1,0,286,275,0,63,127,27.5,0,0,0,84
12:44:53 PM,77.625,9,700,108.5,66,75.4,0,67.1,0,286,275,0,63,127,27.5,0,0,0,84
12:44:54 PM,78.125,9,700,108.5,66,75.4,0,67.1,0,286,275,0,64,127,27.5,0,0,0,84
12:44:55 PM,77.125,9,700,108.5,66,75.4,0,67.1,0,286,275,0,64,127,27.5,0,0,0,84
12:44:56 PM,77.75,9,700,108.5,66,75.4,0,67.1,0,286,275,0,64,127,27.5,0,0,0,84
12:44:57 PM,77.875,9,700,108.5,66,75.4,0,67.1,0,286,277,0,64,127,27.5,0,0,0,84
12:44:58 PM,76.875,9,701,108.5,66,75.4,0,67.1,0,286,275,0,64,127,27.5,0,0,0,84
12:44:59 PM,77.5,9,700,108.5,66,75.4,0,67.1,0,286,275,0,64,127,27.5,0,0,0,84
12:45:00 PM,77.5,9,700,108.5,66,75.4,0,67.1,0,286,275,0,64,127,27.5,0,0,0,84
12:45:01 PM,77.375,9,700,108.5,66,75.4,0,67.1,0,286,277,0,64,127,27.5,0,0,0,84
12:45:02 PM,77.625,9,701,108.5,66,75.6,0,67.1,0,286,277,0,64,127,27.5,0,0,0,84
12:45:03 PM,77.25,9,700,108.5,66,75.6,0,67.1,0,286,277,0,64,127,27.5,0,0,0,84
12:45:04 PM,77.5,9,700,108.5,66,75.6,0,67.1,0,286,277,0,64,127,27.5,0,0,0,84
12:45:05 PM,77,9,700,108.5,66,75.6,0,67.1,0,288,277,0,64,127,27.5,0,0,0,84
12:45:06 PM,77.125,9,700,108.5,66,75.4,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:07 PM,77.875,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:08 PM,77.875,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:09 PM,77.5,9,701,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:10 PM,76.875,9,700,108.7,66,75.6,0,67.3,0,288,277,0,64,127,27.5,0,0,0,84
12:45:11 PM,77.75,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:12 PM,77.5,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:13 PM,77.875,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:14 PM,77.75,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:15 PM,78.125,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:16 PM,77.375,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:17 PM,77.5,9,700,108.7,66,75.6,0,67.3,0,286,277,0,64,127,27.5,0,0,0,84
12:45:18 PM,86.625,10,725,108.7,66,75.4,0,67.3,0,288,279,0,64,127,27.5,0,0,0,84
12:45:19 PM,88.125,10,751,108.7,66,75.6,0,67.3,0,288,279,0,64,127,27.5,0,0,0,84
12:45:20 PM,89.5,11,773,108.7,66,75.6,0,67.3,0,288,279,0,64,127,27.5,0,0,0,84
12:45:21 PM,89.75,10,813,108.7,66,75.6,0,67.3,0,291,280,0,64,127,27.5,0,0,0,84
12:45:22 PM,89.75,10,827,108.7,66,75.6,0,67.3,0,291,282,0,64,127,27.5,0,0,0,84
12:45:23 PM,91.875,11,868,108.7,66,75.6,0,67.5,0,295,284,0,64,127,27.5,0,0,0,84
12:45:24 PM,91.375,11,883,108.7,66,75.6,0.1,67.5,0,297,286,0,64,127,27.5,0,0,0,84
12:45:25 PM,93.875,11,930,108.7,66,75.6,0.1,67.5,0,300,289,0,64,127,27.5,0,0,0,84
12:45:26 PM,114.125,12,948,108.7,66,75.6,0.1,67.5,0,302,293,0,64,127,27.5,0,0,0,84
12:45:27 PM,119.125,14,990,108.7,66,75.7,0.2,67.5,0,306,297,0,64,127,27.5,0,0,0,84
12:45:28 PM,96.5,12,1030,108.7,66,75.7,0.2,67.5,0.1,311,302,0,64,127,27.5,0,0,0,84
12:45:29 PM,92.625,10,1041,108.7,66,75.7,0.2,67.5,0.1,313,304,0,64,127,27.5,0,0,0,84
12:45:30 PM,97.875,11,1072,108.7,66,75.7,0.2,67.5,0.1,318,307,0,64,127,27.5,0,0,0,84
12:45:31 PM,99.625,11,1090,108.7,66,75.7,0.3,67.6,0.2,322,311,0,64,127,27.5,0,0,0,84
12:45:32 PM,0,52,1120,108.9,66,75.7,0.4,67.6,0.3,325,316,0,64,127,27.5,0,0,0,84
12:45:33 PM,0,0,1007,108.9,66,75.7,0.4,67.6,0.3,329,318,0,64,127,27.5,0,0,0,84
12:45:34 PM,0,0,962,108.9,66,75.7,0.3,67.6,0.2,327,316,0,64,127,27.5,0,0,0,84
12:45:35 PM,2,0,835,108.9,66,75.7,0.3,67.6,0.2,322,313,0,64,127,27.5,0,0,0,84
12:45:36 PM,3.375,0,740,108.9,66,75.7,0.3,67.6,0.1,315,307,0,64,127,27.5,0,0,0,84
12:45:37 PM,54.75,1,675,108.9,66,75.7,0.2,67.6,0.1,311,304,0,64,127,27.5,0,0,0,84
12:45:38 PM,95.625,9,681,108.9,66,75.7,0.1,67.6,0,306,300,0,64,127,27.5,0,0,0,84
12:45:39 PM,84.75,10,701,108.9,66,75.7,0.1,67.6,0,304,300,0,64,127,27.5,0,0,0,84
12:45:40 PM,76.5,9,705,108.9,66,75.7,0,67.6,0,304,298,0,64,127,27.5,0,0,0,84
12:45:41 PM,67.875,8,709,108.9,66,75.7,0,67.6,0,304,298,0,64,127,27.5,0,0,0,84
12:45:42 PM,60.875,8,709,108.9,66,75.7,0,67.6,0,304,298,0,64,127,27.5,0,0,0,84
12:45:43 PM,57.5,6,710,108.9,66,75.7,0,67.6,0,302,297,0,64,127,27.5,0,0,0,84
12:45:44 PM,63.875,7,698,108.9,66,75.7,0,67.6,0,300,297,0,64,127,27.5,0,0,0,84
12:45:45 PM,63.75,7,700,108.9,66,75.7,0.1,67.6,0,298,297,0,64,127,27.5,0,0,0,84
12:45:46 PM,63.625,7,700,108.9,66,75.7,0,67.6,0,298,295,0,64,127,27.5,0,0,0,84
12:45:47 PM,64.75,7,700,108.9,66,75.7,0,67.6,0,297,295,0,64,127,27.5,0,0,0,84
12:45:48 PM,65.375,7,699,108.9,66,75.7,0,67.6,0,297,295,0,64,127,27.5,0,0,0,84
12:45:49 PM,66,7,700,108.9,66,75.7,0,67.6,0,295,293,0,64,127,27.5,0,0,0,84
12:45:50 PM,64.875,7,700,108.9,66,75.7,0,67.8,0,293,291,0,64,127,27.5,0,0,0,84
12:45:51 PM,64,7,700,108.9,66,75.7,0.1,67.8,0,293,291,0,64,127,27.5,0,0,0,84
12:45:52 PM,62.125,7,701,108.9,66,75.7,0,67.8,0,293,291,0,64,127,27.5,0,0,0,84
12:45:53 PM,62.5,7,701,108.9,66,75.7,0,67.8,0,293,291,0,64,127,27.5,0,0,0,84
12:45:54 PM,62.375,7,700,108.9,66,75.7,0,67.8,0,291,289,0,64,127,27.5,0,0,0,84
12:45:55 PM,62.75,7,699,108.9,66,75.7,0,67.8,0,291,289,0,64,127,27.5,0,0,0,84
12:45:56 PM,64,7,698,108.9,66,75.7,0.1,67.8,0,291,289,0,64,127,27.5,0,0,0,84
12:45:57 PM,63.375,7,700,108.9,66,75.7,0,67.8,0,289,288,0,64,127,27.5,0,0,0,84
12:45:58 PM,62.125,7,700,108.9,66,75.9,0,67.8,0,289,288,0,63,129,27.5,0,0,0,84
