,testo_COppm
2015-04-12 15:00:52,31.5
2015-04-12 15:00:53,31.5
2015-04-12 15:00:54,31.5
2015-04-12 15:00:55,31.5
2015-04-12 15:00:56,31.6
2015-04-12 15:00:57,31.6
2015-04-12 15:00:58,31.6
2015-04-12 15:00:59,31.6
2015-04-12 15:01:00,31.6
2015-04-12 15:01:01,31.7
2015-04-12 15:01:02,31.7
2015-04-12 15:01:03,32.1
2015-04-12 15:01:04,32.1
2015-04-12 15:01:05,32.1
2015-04-12 15:01:06,32.1
2015-04-12 15:01:07,32.1
2015-04-12 15:01:08,32.1
2015-04-12 15:01:09,32.1
2015-04-12 15:01:10,32.1
2015-04-12 15:01:11,32.1
2015-04-12 15:01:12,32.1
2015-04-12 15:01:13,32.1
2015-04-12 15:01:14,32.3
2015-04-12 15:01:15,32.3
2015-04-12 15:01:16,32.4
2015-04-12 15:01:17,32.5
2015-04-12 15:01:18,32.5
2015-04-12 15:01:19,32.6
2015-04-12 15:01:20,32.6
2015-04-12 15:01:21,32.7
2015-04-12 15:01:22,32.7
2015-04-12 15:01:23,32.7
2015-04-12 15:01:24,32.9
2015-04-12 15:01:25,32.9
2015-04-12 15:01:26,32.9
2015-04-12 15:01:27,33.0
2015-04-12 15:01:28,33.0
2015-04-12 15:01:29,33.0
2015-04-12 15:01:30,33.2
2015-04-12 15:01:31,33.2
2015-04-12 15:01:32,33.3
2015-04-12 15:01:33,33.3
2015-04-12 15:01:34,33.35
2015-04-12 15:01:35,33.4
2015-04-12 15:01:36,33.4
2015-04-12 15:01:37,33.7
2015-04-12 15:01:38,33.7
2015-04-12 15:01:39,33.7
2015-04-12 15:01:40,33.7
2015-04-12 15:01:41,33.7
2015-04-12 15:01:42,33.7
2015-04-12 15:01:43,33.9
2015-04-12 15:01:44,33.9
2015-04-12 15:01:45,34.1
2015-04-12 15:01:46,34.1
2015-04-12 15:01:47,34.1
2015-04-12 15:01:48,34.3
2015-04-12 15:01:49,34.3
2015-04-12 15:01:50,34.6
2015-04-12 15:01:51,34.6
2015-04-12 15:01:52,34.6
2015-04-12 15:01:53,34.6
2015-04-12 15:01:54,34.6
2015-04-12 15:01:55,34.6
2015-04-12 15:01:56,34.7
2015-04-12 15:01:57,35.0
2015-04-12 15:01:58,35.0
2015-04-12 15:01:59,35.0
2015-04-12 15:02:00,35.0
2015-04-12 15:02:01,35.2
2015-04-12 15:02:02,35.2
2015-04-12 15:02:03,35.2
2015-04-12 15:02:04,35.2
2015-04-12 15:02:05,35.2
2015-04-12 15:02:06,35.1
2015-04-12 15:02:07,35.1
2015-04-12 15:02:08,35.3
2015-04-12 15:02:09,35.3
2015-04-12 15:02:10,35.35
2015-04-12 15:02:11,35.4
2015-04-12 15:02:12,35.4
2015-04-12 15:02:13,35.4
2015-04-12 15:02:14,35.6
2015-04-12 15:02:15,35.8
2015-04-12 15:02:16,35.8
2015-04-12 15:02:17,35.8
2015-04-12 15:02:18,35.8
2015-04-12 15:02:19,35.8
2015-04-12 15:02:20,35.8
2015-04-12 15:02:21,35.9
2015-04-12 15:02:22,35.9
2015-04-12 15:02:23,35.9
2015-04-12 15:02:24,36.0
2015-04-12 15:02:25,36.0
2015-04-12 15:02:26,36.0
2015-04-12 15:02:27,36.2
2015-04-12 15:02:28,36.2
2015-04-12 15:02:29,36.2
2015-04-12 15:02:30,36.2
2015-04-12 15:02:31,36.2
2015-04-12 15:02:32,36.2
2015-04-12 15:02:33,36.3
2015-04-12 15:02:34,36.3
2015-04-12 15:02:35,36.3
2015-04-12 15:02:36,36.3
2015-04-12 15:02:37,36.5
2015-04-12 15:02:38,36.5
2015-04-12 15:02:39,36.5
2015-04-12 15:02:40,36.5
2015-04-12 15:02:41,36.5
2015-04-12 15:02:42,36.6
2015-04-12 15:02:43,36.6
2015-04-12 15:02:44,36.7
2015-04-12 15:02:45,36.7
2015-04-12 15:02:46,36.85
2015-04-12 15:02:47,37.0
2015-04-12 15:02:48,37.0
2015-04-12 15:02:49,37.0
2015-04-12 15:02:50,37.2
2015-04-12 15:02:51,37.2
2015-04-12 15:02:52,37.1
2015-04-12 15:02:53,37.0
2015-04-12 15:02:54,37.0
2015-04-12 15:02:55,36.9
2015-04-12 15:02:56,36.9
2015-04-12 15:02:57,37.1
2015-04-12 15:02:58,37.1
2015-04-12 15:02:59,37.1
2015-04-12 15:03:00,37.2
2015-04-12 15:03:01,37.2
2015-04-12 15:03:02,37.1
2015-04-12 15:03:03,37.1
2015-04-12 15:03:04,37.1
2015-04-12 15:03:05,37.1
2015-04-12 15:03:06,37.1
2015-04-12 15:03:07,37.1
2015-04-12 15:03:08,37.2
2015-04-12 15:03:09,37.2
2015-04-12 15:03:10,37.1
2015-04-12 15:03:11,37.0
2015-04-12 15:03:12,37.0
2015-04-12 15:03:13,36.8
2015-04-12 15:03:14,36.8
2015-04-12 15:03:15,36.7
2015-04-12 15:03:16,36.7
2015-04-12 15:03:17,36.7
2015-04-12 15:03:18,36.7
2015-04-12 15:03:19,36.7
2015-04-12 15:03:20,36.8
2015-04-12 15:03:21,36.8
2015-04-12 15:03:22,36.8
2015-04-12 15:03:23,36.8
2015-04-12 15:03:24,36.7
2015-04-12 15:03:25,36.7
2015-04-12 15:03:26,36.6
2015-04-12 15:03:27,36.6
2015-04-12 15:03:28,36.5
2015-04-12 15:03:29,36.4
2015-04-12 15:03:30,36.4
2015-04-12 15:03:31,36.4
2015-04-12 15:03:32,36.4
2015-04-12 15:03:33,36.4
2015-04-12 15:03:34,36.35
2015-04-12 15:03:35,36.3
2015-04-12 15:03:36,36.3
2015-04-12 15:03:37,36.2
2015-04-12 15:03:38,36.2
2015-04-12 15:03:39,35.8
2015-04-12 15:03:40,35.8
2015-04-12 15:03:41,35.8
2015-04-12 15:03:42,35.8
2015-04-12 15:03:43,35.6
2015-04-12 15:03:44,35.6
2015-04-12 15:03:45,35.5
2015-04-12 15:03:46,35.5
2015-04-12 15:03:47,35.5
2015-04-12 15:03:48,35.4
2015-04-12 15:03:49,35.4
2015-04-12 15:03:50,35.0
2015-04-12 15:03:51,35.0
2015-04-12 15:03:52,34.85
2015-04-12 15:03:53,34.7
2015-04-12 15:03:54,34.7
2015-04-12 15:03:55,34.7
2015-04-12 15:03:56,34.5
2015-04-12 15:03:57,34.4
2015-04-12 15:03:58,34.4
2015-04-12 15:03:59,34.4
2015-04-12 15:04:00,34.4
2015-04-12 15:04:01,34.0
2015-04-12 15:04:02,34.0
2015-04-12 15:04:03,33.7
2015-04-12 15:04:04,33.7
2015-04-12 15:04:05,33.7
2015-04-12 15:04:06,33.5
2015-04-12 15:04:07,33.5
2015-04-12 15:04:08,33.5
2015-04-12 15:04:09,33.2
2015-04-12 15:04:10,33.1
2015-04-12 15:04:11,33.0
2015-04-12 15:04:12,33.0
2015-04-12 15:04:13,33.0
2015-04-12 15:04:14,32.5
2015-04-12 15:04:15,32.2
2015-04-12 15:04:16,32.2
2015-04-12 15:04:17,32.2
2015-04-12 15:04:18,32.2
2015-04-12 15:04:19,32.0
2015-04-12 15:04:20,32.0
2015-04-12 15:04:21,31.9
2015-04-12 15:04:22,31.9
2015-04-12 15:04:23,31.9
2015-04-12 15:04:24,31.9
2015-04-12 15:04:25,31.9
2015-04-12 15:04:26,31.9
2015-04-12 15:04:27,31.6
2015-04-12 15:04:28,31.4
2015-04-12 15:04:29,31.2
2015-04-12 15:04:30,31.2
2015-04-12 15:04:31,31.2
2015-04-12 15:04:32,30.8
2015-04-12 15:04:33,30.3
2015-04-12 15:04:34,30.3
2015-04-12 15:04:35,30.3
2015-04-12 15:04:36,30.3
2015-04-12 15:04:37,30.1
2015-04-12 15:04:38,30.1
2015-04-12 15:04:39,30.1
2015-04-12 15:04:40,30.1
2015-04-12 15:04:41,30.1
2015-04-12 15:04:42,30.0
2015-04-12 15:04:43,30.0
2015-04-12 15:04:44,30.0
2015-04-12 15:04:45,29.5
2015-04-12 15:04:46,29.3
2015-04-12 15:04:47,29.1
2015-04-12 15:04:48,29.1
2015-04-12 15:04:49,29.1
2015-04-12 15:04:50,29.0
2015-04-12 15:04:51,29.0
2015-04-12 15:04:52,28.95
2015-04-12 15:04:53,28.9
2015-04-12 15:04:54,28.9
2015-04-12 15:04:55,28.6
2015-04-12 15:04:56,28.6
2015-04-12 15:04:57,28.5
2015-04-12 15:04:58,28.5
2015-04-12 15:04:59,28.5
2015-04-12 15:05:00,28.3
2015-04-12 15:05:01,28.3
2015-04-12 15:05:02,28.3
2015-04-12 15:05:03,28.0
2015-04-12 15:05:04,28.0
2015-04-12 15:05:05,28.0
2015-04-12 15:05:06,27.7
2015-04-12 15:05:07,27.7
2015-04-12 15:05:08,27.7
2015-04-12 15:05:09,27.7
2015-04-12 15:05:10,27.55
2015-04-12 15:05:11,27.4
2015-04-12 15:05:12,27.4
2015-04-12 15:05:13,27.2
2015-04-12 15:05:14,27.2
2015-04-12 15:05:15,27.0
2015-04-12 15:05:16,27.0
2015-04-12 15:05:17,27.0
2015-04-12 15:05:18,27.0
2015-04-12 15:05:19,26.8
2015-04-12 15:05:20,26.8
2015-04-12 15:05:21,26.8
2015-04-12 15:05:22,26.8
2015-04-12 15:05:23,26.8
2015-04-12 15:05:24,26.5
2015-04-12 15:05:25,26.5
2015-04-12 15:05:26,26.2
2015-04-12 15:05:27,26.2
2015-04-12 15:05:28,26.2
2015-04-12 15:05:29,26.2
2015-04-12 15:05:30,26.2
2015-04-12 15:05:31,25.9
2015-04-12 15:05:32,25.9
2015-04-12 15:05:33,25.8
2015-04-12 15:05:34,25.8
2015-04-12 15:05:35,25.8
2015-04-12 15:05:36,25.8
2015-04-12 15:05:37,25.8
2015-04-12 15:05:38,25.8
2015-04-12 15:05:39,25.4
2015-04-12 15:05:40,25.4
2015-04-12 15:05:41,25.4
2015-04-12 15:05:42,25.1
2015-04-12 15:05:43,25.1
2015-04-12 15:05:44,25.0
2015-04-12 15:05:45,25.0
2015-04-12 15:05:46,24.8
2015-04-12 15:05:47,24.6
2015-04-12 15:05:48,24.6
2015-04-12 15:05:49,24.6
2015-04-12 15:05:50,24.6
2015-04-12 15:05:51,24.4
2015-04-12 15:05:52,24.4
2015-04-12 15:05:53,24.4
2015-04-12 15:05:54,24.4
2015-04-12 15:05:55,24.1
2015-04-12 15:05:56,24.1
2015-04-12 15:05:57,23.9
2015-04-12 15:05:58,23.9
2015-04-12 15:05:59,23.9
2015-04-12 15:06:00,23.6
2015-04-12 15:06:01,23.6
2015-04-12 15:06:02,23.6
2015-04-12 15:06:03,23.4
2015-04-12 15:06:04,23.3
2015-04-12 15:06:05,23.2
2015-04-12 15:06:06,23.2
2015-04-12 15:06:07,23.2
2015-04-12 15:06:08,23.3
2015-04-12 15:06:09,23.0
2015-04-12 15:06:10,23.0
2015-04-12 15:06:11,23.0
2015-04-12 15:06:12,23.0
2015-04-12 15:06:13,22.9
2015-04-12 15:06:14,22.9
2015-04-12 15:06:15,22.7
2015-04-12 15:06:16,22.7
2015-04-12 15:06:17,22.7
2015-04-12 15:06:18,22.5
2015-04-12 15:06:19,22.5
2015-04-12 15:06:20,22.5
2015-04-12 15:06:21,22.5
2015-04-12 15:06:22,22.4
2015-04-12 15:06:23,22.3
2015-04-12 15:06:24,22.3
2015-04-12 15:06:25,22.3
2015-04-12 15:06:26,21.9
2015-04-12 15:06:27,21.8
2015-04-12 15:06:28,21.8
2015-04-12 15:06:29,21.8
2015-04-12 15:06:30,21.8
2015-04-12 15:06:31,21.8
2015-04-12 15:06:32,21.8
2015-04-12 15:06:33,21.7
2015-04-12 15:06:34,21.7
2015-04-12 15:06:35,21.7
2015-04-12 15:06:36,21.5
2015-04-12 15:06:37,21.5
2015-04-12 15:06:38,21.5
2015-04-12 15:06:39,21.3
2015-04-12 15:06:40,21.3
2015-04-12 15:06:41,21.3
2015-04-12 15:06:42,21.3
2015-04-12 15:06:43,21.3
2015-04-12 15:06:44,21.1
2015-04-12 15:06:45,21.1
2015-04-12 15:06:46,20.95
2015-04-12 15:06:47,20.8
2015-04-12 15:06:48,20.8
2015-04-12 15:06:49,20.7
2015-04-12 15:06:50,20.7
2015-04-12 15:06:51,20.6
2015-04-12 15:06:52,20.6
2015-04-12 15:06:53,20.6
2015-04-12 15:06:54,20.5
2015-04-12 15:06:55,20.5
2015-04-12 15:06:56,20.5
2015-04-12 15:06:57,20.4
2015-04-12 15:06:58,20.4
2015-04-12 15:06:59,20.4
2015-04-12 15:07:00,20.4
2015-04-12 15:07:01,20.4
2015-04-12 15:07:02,20.2
2015-04-12 15:07:03,20.2
2015-04-12 15:07:04,20.0
2015-04-12 15:07:05,19.8
2015-04-12 15:07:06,19.8
2015-04-12 15:07:07,19.7
2015-04-12 15:07:08,19.7
2015-04-12 15:07:09,19.6
2015-04-12 15:07:10,19.6
2015-04-12 15:07:11,19.6
2015-04-12 15:07:12,19.6
2015-04-12 15:07:13,19.6
2015-04-12 15:07:14,19.6
2015-04-12 15:07:15,19.5
2015-04-12 15:07:16,19.5
2015-04-12 15:07:17,19.5
2015-04-12 15:07:18,19.2
2015-04-12 15:07:19,19.2
2015-04-12 15:07:20,19.2
2015-04-12 15:07:21,19.2
2015-04-12 15:07:22,19.05
2015-04-12 15:07:23,18.9
2015-04-12 15:07:24,18.9
2015-04-12 15:07:25,18.9
2015-04-12 15:07:26,18.7
2015-04-12 15:07:27,18.7
2015-04-12 15:07:28,18.7
2015-04-12 15:07:29,18.7
2015-04-12 15:07:30,18.7
2015-04-12 15:07:31,18.5
2015-04-12 15:07:32,18.5
2015-04-12 15:07:33,18.2
2015-04-12 15:07:34,18.2
2015-04-12 15:07:35,18.2
2015-04-12 15:07:36,18.2
2015-04-12 15:07:37,18.2
2015-04-12 15:07:38,17.9
2015-04-12 15:07:39,17.9
2015-04-12 15:07:40,17.85
2015-04-12 15:07:41,17.8
2015-04-12 15:07:42,17.8
2015-04-12 15:07:43,17.8
2015-04-12 15:07:44,17.8
2015-04-12 15:07:45,17.7
2015-04-12 15:07:46,17.7
2015-04-12 15:07:47,17.7
2015-04-12 15:07:48,17.7
2015-04-12 15:07:49,17.7
2015-04-12 15:07:50,17.7
2015-04-12 15:07:51,17.6
2015-04-12 15:07:52,17.6
2015-04-12 15:07:53,17.6
2015-04-12 15:07:54,17.3
2015-04-12 15:07:55,17.3
2015-04-12 15:07:56,17.3
2015-04-12 15:07:57,17.0
2015-04-12 15:07:58,16.95
2015-04-12 15:07:59,16.9
2015-04-12 15:08:00,16.9
2015-04-12 15:08:01,16.9
2015-04-12 15:08:02,16.9
2015-04-12 15:08:03,16.6
2015-04-12 15:08:04,16.6
2015-04-12 15:08:05,16.6
2015-04-12 15:08:06,16.6
2015-04-12 15:08:07,16.4
2015-04-12 15:08:08,16.4
2015-04-12 15:08:09,16.4
2015-04-12 15:08:10,16.4
2015-04-12 15:08:11,16.4
2015-04-12 15:08:12,16.3
2015-04-12 15:08:13,16.3
2015-04-12 15:08:14,16.3
2015-04-12 15:08:15,16.1
2015-04-12 15:08:16,16.05
2015-04-12 15:08:17,16.0
2015-04-12 15:08:18,16.0
2015-04-12 15:08:19,16.0
2015-04-12 15:08:20,16.2
2015-04-12 15:08:21,16.2
2015-04-12 15:08:22,16.05
2015-04-12 15:08:23,15.9
2015-04-12 15:08:24,15.9
2015-04-12 15:08:25,15.8
2015-04-12 15:08:26,15.8
2015-04-12 15:08:27,15.7
2015-04-12 15:08:28,15.7
2015-04-12 15:08:29,15.7
2015-04-12 15:08:30,15.6
2015-04-12 15:08:31,15.6
2015-04-12 15:08:32,15.6
2015-04-12 15:08:33,15.5
2015-04-12 15:08:34,15.5
2015-04-12 15:08:35,15.5
2015-04-12 15:08:36,15.4
2015-04-12 15:08:37,15.4
2015-04-12 15:08:38,15.3
2015-04-12 15:08:39,15.3
2015-04-12 15:08:40,15.35
2015-04-12 15:08:41,15.4
2015-04-12 15:08:42,15.4
2015-04-12 15:08:43,15.2
2015-04-12 15:08:44,15.2
2015-04-12 15:08:45,15.2
2015-04-12 15:08:46,15.2
2015-04-12 15:08:47,15.2
2015-04-12 15:08:48,15.3
2015-04-12 15:08:49,15.3
2015-04-12 15:08:50,15.3
2015-04-12 15:08:51,15.2
2015-04-12 15:08:52,15.2
2015-04-12 15:08:53,15.2
2015-04-12 15:08:54,15.2
2015-04-12 15:08:55,15.2
2015-04-12 15:08:56,15.0
2015-04-12 15:08:57,15.0
2015-04-12 15:08:58,15.05
2015-04-12 15:08:59,15.1
2015-04-12 15:09:00,15.1
2015-04-12 15:09:01,15.1
2015-04-12 15:09:02,15.1
2015-04-12 15:09:03,15.1
2015-04-12 15:09:04,15.1
2015-04-12 15:09:05,15.1
2015-04-12 15:09:06,15.1
2015-04-12 15:09:07,15.1
2015-04-12 15:09:08,15.1
2015-04-12 15:09:09,15.0
2015-04-12 15:09:10,15.0
2015-04-12 15:09:11,15.0
2015-04-12 15:09:12,14.9
2015-04-12 15:09:13,14.9
2015-04-12 15:09:14,14.8
2015-04-12 15:09:15,14.8
2015-04-12 15:09:16,14.75
2015-04-12 15:09:17,14.7
2015-04-12 15:09:18,14.7
2015-04-12 15:09:19,14.7
2015-04-12 15:09:20,14.6
2015-04-12 15:09:21,14.6
2015-04-12 15:09:22,14.6
2015-04-12 15:09:23,14.6
2015-04-12 15:09:24,14.6
2015-04-12 15:09:25,14.9
2015-04-12 15:09:26,14.9
2015-04-12 15:09:27,14.9
2015-04-12 15:09:28,14.9
2015-04-12 15:09:29,14.9
2015-04-12 15:09:30,14.7
2015-04-12 15:09:31,14.7
2015-04-12 15:09:32,14.7
2015-04-12 15:09:33,14.6
2015-04-12 15:09:34,14.55
2015-04-12 15:09:35,14.5
2015-04-12 15:09:36,14.5
2015-04-12 15:09:37,14.5
2015-04-12 15:09:38,14.5
2015-04-12 15:09:39,14.5
2015-04-12 15:09:40,14.5
2015-04-12 15:09:41,14.5
2015-04-12 15:09:42,14.5
2015-04-12 15:09:43,14.5
2015-04-12 15:09:44,14.5
2015-04-12 15:09:45,14.4
2015-04-12 15:09:46,14.4
2015-04-12 15:09:47,14.4
2015-04-12 15:09:48,14.5
2015-04-12 15:09:49,14.5
2015-04-12 15:09:50,14.5
2015-04-12 15:09:51,14.4
2015-04-12 15:09:52,14.3
2015-04-12 15:09:53,14.2
2015-04-12 15:09:54,14.2
2015-04-12 15:09:55,14.2
2015-04-12 15:09:56,14.4
2015-04-12 15:09:57,14.2
2015-04-12 15:09:58,14.2
2015-04-12 15:09:59,14.2
2015-04-12 15:10:00,14.2
2015-04-12 15:10:01,13.9
2015-04-12 15:10:02,13.9
2015-04-12 15:10:03,13.9
2015-04-12 15:10:04,13.9
2015-04-12 15:10:05,13.9
2015-04-12 15:10:06,13.7
2015-04-12 15:10:07,13.7
2015-04-12 15:10:08,13.7
2015-04-12 15:10:09,13.6
2015-04-12 15:10:10,13.65
2015-04-12 15:10:11,13.7
2015-04-12 15:10:12,13.7
2015-04-12 15:10:13,13.7
2015-04-12 15:10:14,13.5
2015-04-12 15:10:15,13.5
2015-04-12 15:10:16,13.5
2015-04-12 15:10:17,13.5
2015-04-12 15:10:18,13.5
2015-04-12 15:10:19,13.2
2015-04-12 15:10:20,13.2
2015-04-12 15:10:21,13.1
2015-04-12 15:10:22,13.1
2015-04-12 15:10:23,13.1
2015-04-12 15:10:24,12.9
2015-04-12 15:10:25,12.9
2015-04-12 15:10:26,12.9
2015-04-12 15:10:27,12.6
2015-04-12 15:10:28,12.6
2015-04-12 15:10:29,12.6
2015-04-12 15:10:30,12.6
2015-04-12 15:10:31,12.6
2015-04-12 15:10:32,12.7
2015-04-12 15:10:33,12.7
2015-04-12 15:10:34,12.65
2015-04-12 15:10:35,12.6
2015-04-12 15:10:36,12.6
2015-04-12 15:10:37,12.6
2015-04-12 15:10:38,12.6
2015-04-12 15:10:39,12.4
2015-04-12 15:10:40,12.4
2015-04-12 15:10:41,12.4
2015-04-12 15:10:42,12.4
2015-04-12 15:10:43,12.2
2015-04-12 15:10:44,12.2
2015-04-12 15:10:45,12.2
2015-04-12 15:10:46,12.2
2015-04-12 15:10:47,12.2
2015-04-12 15:10:48,12.2
2015-04-12 15:10:49,12.2
2015-04-12 15:10:50,12.2
2015-04-12 15:10:51,12.0
2015-04-12 15:10:52,12.0
2015-04-12 15:10:53,12.0
2015-04-12 15:10:54,12.0
2015-04-12 15:10:55,12.0
2015-04-12 15:10:56,11.8
2015-04-12 15:10:57,11.8
2015-04-12 15:10:58,11.8
2015-04-12 15:10:59,11.8
2015-04-12 15:11:00,11.8
2015-04-12 15:11:01,11.9
2015-04-12 15:11:02,11.9
2015-04-12 15:11:03,11.9
2015-04-12 15:11:04,11.9
2015-04-12 15:11:05,11.9
2015-04-12 15:11:06,11.9
2015-04-12 15:11:07,11.9
2015-04-12 15:11:08,11.9
2015-04-12 15:11:09,11.9
2015-04-12 15:11:10,11.9
2015-04-12 15:11:11,11.9
2015-04-12 15:11:12,11.8
2015-04-12 15:11:13,11.8
2015-04-12 15:11:14,12.0
2015-04-12 15:11:15,12.0
2015-04-12 15:11:16,12.05
2015-04-12 15:11:17,12.1
2015-04-12 15:11:18,12.1
2015-04-12 15:11:19,12.1
2015-04-12 15:11:20,12.1
2015-04-12 15:11:21,12.1
2015-04-12 15:11:22,12.1
2015-04-12 15:11:23,12.1
2015-04-12 15:11:24,12.1
2015-04-12 15:11:25,12.2
2015-04-12 15:11:26,12.2
2015-04-12 15:11:27,12.2
2015-04-12 15:11:28,12.2
2015-04-12 15:11:29,12.2
2015-04-12 15:11:30,12.4
2015-04-12 15:11:31,12.4
2015-04-12 15:11:32,12.4
2015-04-12 15:11:33,12.6
2015-04-12 15:11:34,12.65
2015-04-12 15:11:35,12.7
2015-04-12 15:11:36,12.7
2015-04-12 15:11:37,12.7
2015-04-12 15:11:38,12.8
2015-04-12 15:11:39,12.8
2015-04-12 15:11:40,12.8
2015-04-12 15:11:41,12.8
2015-04-12 15:11:42,12.8
2015-04-12 15:11:43,12.9
2015-04-12 15:11:44,12.9
2015-04-12 15:11:45,13.0
2015-04-12 15:11:46,13.0
2015-04-12 15:11:47,13.0
2015-04-12 15:11:48,13.3
2015-04-12 15:11:49,13.3
2015-04-12 15:11:50,13.3
2015-04-12 15:11:51,13.6
2015-04-12 15:11:52,13.65
2015-04-12 15:11:53,13.7
2015-04-12 15:11:54,13.7
2015-04-12 15:11:55,13.7
2015-04-12 15:11:56,13.8
2015-04-12 15:11:57,14.2
2015-04-12 15:11:58,14.2
2015-04-12 15:11:59,14.2
2015-04-12 15:12:00,14.2
2015-04-12 15:12:01,14.4
2015-04-12 15:12:02,14.4
2015-04-12 15:12:03,14.7
2015-04-12 15:12:04,14.7
2015-04-12 15:12:05,14.7
2015-04-12 15:12:06,15.2
2015-04-12 15:12:07,15.2
2015-04-12 15:12:08,15.2
2015-04-12 15:12:09,15.2
2015-04-12 15:12:10,15.3
2015-04-12 15:12:11,15.4
2015-04-12 15:12:12,15.4
2015-04-12 15:12:13,15.4
2015-04-12 15:12:14,15.6
2015-04-12 15:12:15,15.6
2015-04-12 15:12:16,15.75
2015-04-12 15:12:17,15.9
2015-04-12 15:12:18,15.9
2015-04-12 15:12:19,16.0
2015-04-12 15:12:20,16.0
2015-04-12 15:12:21,16.2
2015-04-12 15:12:22,16.2
2015-04-12 15:12:23,16.2
2015-04-12 15:12:24,16.6
2015-04-12 15:12:25,16.6
2015-04-12 15:12:26,16.6
2015-04-12 15:12:27,16.7
2015-04-12 15:12:28,16.7
2015-04-12 15:12:29,16.7
2015-04-12 15:12:30,17.0
2015-04-12 15:12:31,17.0
2015-04-12 15:12:32,17.2
2015-04-12 15:12:33,17.2
2015-04-12 15:12:34,17.25
2015-04-12 15:12:35,17.3
2015-04-12 15:12:36,17.3
2015-04-12 15:12:37,17.6
2015-04-12 15:12:38,17.6
2015-04-12 15:12:39,18.1
2015-04-12 15:12:40,18.1
2015-04-12 15:12:41,18.1
2015-04-12 15:12:42,18.1
2015-04-12 15:12:43,18.3
2015-04-12 15:12:44,18.3
2015-04-12 15:12:45,18.3
2015-04-12 15:12:46,18.3
2015-04-12 15:12:47,18.3
2015-04-12 15:12:48,18.4
2015-04-12 15:12:49,18.4
2015-04-12 15:12:50,18.7
2015-04-12 15:12:51,18.7
2015-04-12 15:12:52,18.8
2015-04-12 15:12:53,18.9
2015-04-12 15:12:54,18.9
2015-04-12 15:12:55,18.9
2015-04-12 15:12:56,19.0
2015-04-12 15:12:57,19.2
2015-04-12 15:12:58,19.2
2015-04-12 15:12:59,19.2
2015-04-12 15:13:00,19.2
2015-04-12 15:13:01,19.3
2015-04-12 15:13:02,19.3
2015-04-12 15:13:03,19.4
2015-04-12 15:13:04,19.4
2015-04-12 15:13:05,19.4
2015-04-12 15:13:06,19.5
2015-04-12 15:13:07,19.5
2015-04-12 15:13:08,19.6
2015-04-12 15:13:09,19.6
2015-04-12 15:13:10,19.65
2015-04-12 15:13:11,19.7
2015-04-12 15:13:12,19.7
2015-04-12 15:13:13,19.7
2015-04-12 15:13:14,19.8
2015-04-12 15:13:15,19.8
2015-04-12 15:13:16,19.8
2015-04-12 15:13:17,19.8
2015-04-12 15:13:18,19.8
2015-04-12 15:13:19,19.8
2015-04-12 15:13:20,19.8
2015-04-12 15:13:21,19.9
2015-04-12 15:13:22,19.9
2015-04-12 15:13:23,19.9
2015-04-12 15:13:24,20.0
2015-04-12 15:13:25,20.0
2015-04-12 15:13:26,20.0
2015-04-12 15:13:27,20.0
2015-04-12 15:13:28,20.0
2015-04-12 15:13:29,20.0
2015-04-12 15:13:30,20.0
2015-04-12 15:13:31,20.0
2015-04-12 15:13:32,19.9
2015-04-12 15:13:33,19.8
2015-04-12 15:13:34,19.8
2015-04-12 15:13:35,19.8
2015-04-12 15:13:36,19.8
2015-04-12 15:13:37,19.8
2015-04-12 15:13:38,19.8
2015-04-12 15:13:39,19.9
2015-04-12 15:13:40,19.9
2015-04-12 15:13:41,19.9
2015-04-12 15:13:42,20.0
2015-04-12 15:13:43,20.0
2015-04-12 15:13:44,20.0
2015-04-12 15:13:45,20.2
2015-04-12 15:13:46,20.15
2015-04-12 15:13:47,20.1
2015-04-12 15:13:48,20.1
2015-04-12 15:13:49,20.1
2015-04-12 15:13:50,20.2
2015-04-12 15:13:51,20.2
2015-04-12 15:13:52,20.25
2015-04-12 15:13:53,20.3
2015-04-12 15:13:54,20.3
2015-04-12 15:13:55,20.3
2015-04-12 15:13:56,20.3
2015-04-12 15:13:57,20.4
2015-04-12 15:13:58,20.4
2015-04-12 15:13:59,20.4
2015-04-12 15:14:00,20.4
2015-04-12 15:14:01,20.4
2015-04-12 15:14:02,20.4
2015-04-12 15:14:03,20.4
2015-04-12 15:14:04,20.4
2015-04-12 15:14:05,20.4
2015-04-12 15:14:06,20.3
2015-04-12 15:14:07,20.3
2015-04-12 15:14:08,20.1
2015-04-12 15:14:09,20.1
2015-04-12 15:14:10,20.15
2015-04-12 15:14:11,20.2
2015-04-12 15:14:12,20.2
2015-04-12 15:14:13,20.4
2015-04-12 15:14:14,20.4
2015-04-12 15:14:15,20.3
2015-04-12 15:14:16,20.3
2015-04-12 15:14:17,20.3
2015-04-12 15:14:18,20.1
2015-04-12 15:14:19,20.1
2015-04-12 15:14:20,20.1
2015-04-12 15:14:21,20.1
2015-04-12 15:14:22,20.1
2015-04-12 15:14:23,20.1
2015-04-12 15:14:24,20.0
2015-04-12 15:14:25,20.0
2015-04-12 15:14:26,19.9
2015-04-12 15:14:27,19.9
2015-04-12 15:14:28,19.9
2015-04-12 15:14:29,19.9
2015-04-12 15:14:30,19.9
2015-04-12 15:14:31,19.9
2015-04-12 15:14:32,19.9
2015-04-12 15:14:33,19.8
2015-04-12 15:14:34,19.8
