,testo_COppm
2015-04-12 14:47:09,21.9
2015-04-12 14:47:10,21.9
2015-04-12 14:47:11,21.9
2015-04-12 14:47:12,21.9
2015-04-12 14:47:13,21.9
2015-04-12 14:47:14,21.7
2015-04-12 14:47:15,21.7
2015-04-12 14:47:16,21.7
2015-04-12 14:47:17,21.7
2015-04-12 14:47:18,21.8
2015-04-12 14:47:19,21.8
2015-04-12 14:47:20,21.9
2015-04-12 14:47:21,21.9
2015-04-12 14:47:22,21.95
2015-04-12 14:47:23,22.0
2015-04-12 14:47:24,22.0
2015-04-12 14:47:25,22.0
2015-04-12 14:47:26,22.1
2015-04-12 14:47:27,22.2
2015-04-12 14:47:28,22.2
2015-04-12 14:47:29,22.2
2015-04-12 14:47:30,22.2
2015-04-12 14:47:31,22.2
2015-04-12 14:47:32,22.3
2015-04-12 14:47:33,22.3
2015-04-12 14:47:34,22.3
2015-04-12 14:47:35,22.3
2015-04-12 14:47:36,22.3
2015-04-12 14:47:37,22.3
2015-04-12 14:47:38,22.3
2015-04-12 14:47:39,22.3
2015-04-12 14:47:40,22.25
2015-04-12 14:47:41,22.2
2015-04-12 14:47:42,22.2
2015-04-12 14:47:43,22.2
2015-04-12 14:47:44,22.3
2015-04-12 14:47:45,22.4
2015-04-12 14:47:46,22.4
2015-04-12 14:47:47,22.4
2015-04-12 14:47:48,22.4
2015-04-12 14:47:49,22.5
2015-04-12 14:47:50,22.5
2015-04-12 14:47:51,22.7
2015-04-12 14:47:52,22.7
2015-04-12 14:47:53,22.7
2015-04-12 14:47:54,22.6
2015-04-12 14:47:55,22.6
2015-04-12 14:47:56,22.5
2015-04-12 14:47:57,22.5
2015-04-12 14:47:58,22.6
2015-04-12 14:47:59,22.7
2015-04-12 14:48:00,22.7
2015-04-12 14:48:01,22.7
2015-04-12 14:48:02,22.8
2015-04-12 14:48:03,22.8
2015-04-12 14:48:04,22.8
2015-04-12 14:48:05,22.8
2015-04-12 14:48:06,22.8
2015-04-12 14:48:07,22.7
2015-04-12 14:48:08,22.7
2015-04-12 14:48:09,22.6
2015-04-12 14:48:10,22.6
2015-04-12 14:48:11,22.6
2015-04-12 14:48:12,22.8
2015-04-12 14:48:13,22.8
2015-04-12 14:48:14,22.9
2015-04-12 14:48:15,22.9
2015-04-12 14:48:16,22.9
2015-04-12 14:48:17,22.9
2015-04-12 14:48:18,22.7
2015-04-12 14:48:19,22.7
2015-04-12 14:48:20,22.6
2015-04-12 14:48:21,22.6
2015-04-12 14:48:22,22.7
2015-04-12 14:48:23,22.8
2015-04-12 14:48:24,22.8
2015-04-12 14:48:25,22.9
2015-04-12 14:48:26,22.9
2015-04-12 14:48:27,22.8
2015-04-12 14:48:28,22.8
2015-04-12 14:48:29,22.8
2015-04-12 14:48:30,22.9
2015-04-12 14:48:31,22.9
2015-04-12 14:48:32,22.9
2015-04-12 14:48:33,22.9
2015-04-12 14:48:34,22.9
2015-04-12 14:48:35,22.9
2015-04-12 14:48:36,22.8
2015-04-12 14:48:37,22.8
2015-04-12 14:48:38,22.8
2015-04-12 14:48:39,22.8
2015-04-12 14:48:40,22.75
2015-04-12 14:48:41,22.7
2015-04-12 14:48:42,22.7
2015-04-12 14:48:43,22.8
2015-04-12 14:48:44,22.8
2015-04-12 14:48:45,23.0
2015-04-12 14:48:46,23.0
2015-04-12 14:48:47,23.0
2015-04-12 14:48:48,23.0
2015-04-12 14:48:49,23.1
2015-04-12 14:48:50,23.1
2015-04-12 14:48:51,23.1
2015-04-12 14:48:52,23.1
2015-04-12 14:48:53,23.1
2015-04-12 14:48:54,23.2
2015-04-12 14:48:55,23.2
2015-04-12 14:48:56,23.3
2015-04-12 14:48:57,23.3
2015-04-12 14:48:58,23.35
2015-04-12 14:48:59,23.4
2015-04-12 14:49:00,23.4
2015-04-12 14:49:01,23.4
2015-04-12 14:49:02,23.5
2015-04-12 14:49:03,23.5
2015-04-12 14:49:04,23.5
2015-04-12 14:49:05,23.5
2015-04-12 14:49:06,23.5
2015-04-12 14:49:07,23.6
2015-04-12 14:49:08,23.6
2015-04-12 14:49:09,23.7
2015-04-12 14:49:10,23.7
2015-04-12 14:49:11,23.7
2015-04-12 14:49:12,23.7
2015-04-12 14:49:13,23.9
2015-04-12 14:49:14,24.1
2015-04-12 14:49:15,24.1
2015-04-12 14:49:16,24.1
2015-04-12 14:49:17,24.1
2015-04-12 14:49:18,24.2
2015-04-12 14:49:19,24.2
2015-04-12 14:49:20,24.4
2015-04-12 14:49:21,24.4
2015-04-12 14:49:22,24.35
2015-04-12 14:49:23,24.3
2015-04-12 14:49:24,24.3
2015-04-12 14:49:25,24.3
2015-04-12 14:49:26,24.4
2015-04-12 14:49:27,24.5
2015-04-12 14:49:28,24.5
2015-04-12 14:49:29,24.5
2015-04-12 14:49:30,24.5
2015-04-12 14:49:31,24.3
2015-04-12 14:49:32,24.4
2015-04-12 14:49:33,24.4
2015-04-12 14:49:34,24.4
2015-04-12 14:49:35,24.4
2015-04-12 14:49:36,24.8
2015-04-12 14:49:37,24.8
2015-04-12 14:49:38,24.8
2015-04-12 14:49:39,24.8
2015-04-12 14:49:40,24.85
2015-04-12 14:49:41,24.9
2015-04-12 14:49:42,24.9
2015-04-12 14:49:43,24.9
2015-04-12 14:49:44,25.0
2015-04-12 14:49:45,25.1
2015-04-12 14:49:46,25.1
2015-04-12 14:49:47,25.1
2015-04-12 14:49:48,25.1
2015-04-12 14:49:49,25.0
2015-04-12 14:49:50,25.0
2015-04-12 14:49:51,25.1
2015-04-12 14:49:52,25.1
2015-04-12 14:49:53,25.1
2015-04-12 14:49:54,25.3
2015-04-12 14:49:55,25.3
2015-04-12 14:49:56,25.2
2015-04-12 14:49:57,25.2
2015-04-12 14:49:58,25.2
2015-04-12 14:49:59,25.2
2015-04-12 14:50:00,25.2
2015-04-12 14:50:01,25.2
2015-04-12 14:50:02,25.1
2015-04-12 14:50:03,25.1
2015-04-12 14:50:04,25.1
2015-04-12 14:50:05,25.1
2015-04-12 14:50:06,25.1
2015-04-12 14:50:07,25.4
2015-04-12 14:50:08,25.4
2015-04-12 14:50:09,25.3
2015-04-12 14:50:10,25.3
2015-04-12 14:50:11,25.3
2015-04-12 14:50:12,25.2
2015-04-12 14:50:13,25.2
2015-04-12 14:50:14,25.3
2015-04-12 14:50:15,25.3
2015-04-12 14:50:16,25.25
2015-04-12 14:50:17,25.2
2015-04-12 14:50:18,25.2
2015-04-12 14:50:19,25.2
2015-04-12 14:50:20,25.3
2015-04-12 14:50:21,25.3
2015-04-12 14:50:22,25.3
2015-04-12 14:50:23,25.3
2015-04-12 14:50:24,25.3
2015-04-12 14:50:25,25.2
2015-04-12 14:50:26,25.2
2015-04-12 14:50:27,25.1
2015-04-12 14:50:28,25.1
2015-04-12 14:50:29,25.1
2015-04-12 14:50:30,25.2
2015-04-12 14:50:31,25.2
2015-04-12 14:50:32,25.3
2015-04-12 14:50:33,25.3
2015-04-12 14:50:34,25.3
2015-04-12 14:50:35,25.3
2015-04-12 14:50:36,25.3
2015-04-12 14:50:37,25.3
2015-04-12 14:50:38,25.1
2015-04-12 14:50:39,25.1
2015-04-12 14:50:40,25.15
2015-04-12 14:50:41,25.2
2015-04-12 14:50:42,25.2
2015-04-12 14:50:43,25.3
2015-04-12 14:50:44,25.3
2015-04-12 14:50:45,25.0
2015-04-12 14:50:46,25.0
2015-04-12 14:50:47,25.0
2015-04-12 14:50:48,25.0
2015-04-12 14:50:49,24.9
2015-04-12 14:50:50,25.0
2015-04-12 14:50:51,25.0
2015-04-12 14:50:52,25.0
2015-04-12 14:50:53,25.0
2015-04-12 14:50:54,25.1
2015-04-12 14:50:55,25.1
2015-04-12 14:50:56,24.9
2015-04-12 14:50:57,24.9
2015-04-12 14:50:58,24.9
2015-04-12 14:50:59,24.9
2015-04-12 14:51:00,24.9
2015-04-12 14:51:01,24.9
2015-04-12 14:51:02,24.8
2015-04-12 14:51:03,24.8
2015-04-12 14:51:04,24.8
2015-04-12 14:51:05,24.8
2015-04-12 14:51:06,24.8
2015-04-12 14:51:07,25.0
2015-04-12 14:51:08,24.8
2015-04-12 14:51:09,24.8
2015-04-12 14:51:10,24.8
2015-04-12 14:51:11,24.8
2015-04-12 14:51:12,24.5
2015-04-12 14:51:13,24.5
2015-04-12 14:51:14,24.5
2015-04-12 14:51:15,24.5
2015-04-12 14:51:16,24.5
2015-04-12 14:51:17,24.5
2015-04-12 14:51:18,24.5
2015-04-12 14:51:19,24.5
2015-04-12 14:51:20,24.5
2015-04-12 14:51:21,24.5
2015-04-12 14:51:22,24.5
2015-04-12 14:51:23,24.5
2015-04-12 14:51:24,24.5
2015-04-12 14:51:25,24.4
2015-04-12 14:51:26,24.5
2015-04-12 14:51:27,24.5
2015-04-12 14:51:28,24.5
2015-04-12 14:51:29,24.5
2015-04-12 14:51:30,24.4
2015-04-12 14:51:31,24.4
2015-04-12 14:51:32,24.3
2015-04-12 14:51:33,24.3
2015-04-12 14:51:34,24.2
2015-04-12 14:51:35,24.1
2015-04-12 14:51:36,24.1
2015-04-12 14:51:37,24.1
2015-04-12 14:51:38,24.2
2015-04-12 14:51:39,24.2
2015-04-12 14:51:40,24.2
2015-04-12 14:51:41,24.2
2015-04-12 14:51:42,24.2
2015-04-12 14:51:43,24.0
2015-04-12 14:51:44,24.0
2015-04-12 14:51:45,23.9
2015-04-12 14:51:46,23.9
2015-04-12 14:51:47,23.9
2015-04-12 14:51:48,23.8
2015-04-12 14:51:49,23.8
2015-04-12 14:51:50,23.7
2015-04-12 14:51:51,23.7
2015-04-12 14:51:52,23.65
2015-04-12 14:51:53,23.6
2015-04-12 14:51:54,23.6
2015-04-12 14:51:55,23.6
2015-04-12 14:51:56,23.4
2015-04-12 14:51:57,23.4
2015-04-12 14:51:58,23.35
2015-04-12 14:51:59,23.3
2015-04-12 14:52:00,23.3
2015-04-12 14:52:01,23.3
2015-04-12 14:52:02,23.3
2015-04-12 14:52:03,23.0
2015-04-12 14:52:04,23.0
2015-04-12 14:52:05,23.0
2015-04-12 14:52:06,22.9
2015-04-12 14:52:07,22.9
2015-04-12 14:52:08,22.8
2015-04-12 14:52:09,22.8
2015-04-12 14:52:10,22.8
2015-04-12 14:52:11,22.8
2015-04-12 14:52:12,22.5
2015-04-12 14:52:13,22.5
2015-04-12 14:52:14,22.4
2015-04-12 14:52:15,22.4
2015-04-12 14:52:16,22.35
2015-04-12 14:52:17,22.3
2015-04-12 14:52:18,22.3
2015-04-12 14:52:19,22.0
2015-04-12 14:52:20,22.0
2015-04-12 14:52:21,21.7
2015-04-12 14:52:22,21.7
2015-04-12 14:52:23,21.7
2015-04-12 14:52:24,21.7
2015-04-12 14:52:25,21.4
2015-04-12 14:52:26,21.1
2015-04-12 14:52:27,21.1
2015-04-12 14:52:28,21.1
2015-04-12 14:52:29,21.1
2015-04-12 14:52:30,21.1
2015-04-12 14:52:31,21.1
2015-04-12 14:52:32,20.8
2015-04-12 14:52:33,20.8
2015-04-12 14:52:34,20.65
2015-04-12 14:52:35,20.5
2015-04-12 14:52:36,20.5
2015-04-12 14:52:37,20.4
2015-04-12 14:52:38,20.4
2015-04-12 14:52:39,20.3
2015-04-12 14:52:40,20.3
2015-04-12 14:52:41,20.3
2015-04-12 14:52:42,20.3
2015-04-12 14:52:43,20.2
2015-04-12 14:52:44,20.0
2015-04-12 14:52:45,20.0
2015-04-12 14:52:46,20.0
2015-04-12 14:52:47,20.0
2015-04-12 14:52:48,19.7
2015-04-12 14:52:49,19.7
2015-04-12 14:52:50,19.6
2015-04-12 14:52:51,19.6
2015-04-12 14:52:52,19.55
2015-04-12 14:52:53,19.5
2015-04-12 14:52:54,19.5
2015-04-12 14:52:55,19.5
2015-04-12 14:52:56,18.9
2015-04-12 14:52:57,18.7
2015-04-12 14:52:58,18.7
2015-04-12 14:52:59,18.7
2015-04-12 14:53:00,18.7
2015-04-12 14:53:01,18.7
2015-04-12 14:53:02,18.6
2015-04-12 14:53:03,18.6
2015-04-12 14:53:04,18.6
2015-04-12 14:53:05,18.6
2015-04-12 14:53:06,18.5
2015-04-12 14:53:07,18.5
2015-04-12 14:53:08,18.2
2015-04-12 14:53:09,18.2
2015-04-12 14:53:10,18.1
2015-04-12 14:53:11,18.0
2015-04-12 14:53:12,18.0
2015-04-12 14:53:13,18.0
2015-04-12 14:53:14,17.8
2015-04-12 14:53:15,17.7
2015-04-12 14:53:16,17.7
2015-04-12 14:53:17,17.7
2015-04-12 14:53:18,17.7
2015-04-12 14:53:19,17.6
2015-04-12 14:53:20,17.6
2015-04-12 14:53:21,17.4
2015-04-12 14:53:22,17.4
2015-04-12 14:53:23,17.4
2015-04-12 14:53:24,17.1
2015-04-12 14:53:25,17.1
2015-04-12 14:53:26,16.9
2015-04-12 14:53:27,16.9
2015-04-12 14:53:28,16.9
2015-04-12 14:53:29,16.9
2015-04-12 14:53:30,16.9
2015-04-12 14:53:31,16.9
2015-04-12 14:53:32,16.7
2015-04-12 14:53:33,16.7
2015-04-12 14:53:34,16.75
2015-04-12 14:53:35,16.8
2015-04-12 14:53:36,16.8
2015-04-12 14:53:37,16.5
2015-04-12 14:53:38,16.5
2015-04-12 14:53:39,16.4
2015-04-12 14:53:40,16.4
2015-04-12 14:53:41,16.4
2015-04-12 14:53:42,16.1
2015-04-12 14:53:43,16.1
2015-04-12 14:53:44,15.8
2015-04-12 14:53:45,15.8
2015-04-12 14:53:46,15.8
2015-04-12 14:53:47,15.8
2015-04-12 14:53:48,15.8
2015-04-12 14:53:49,15.8
2015-04-12 14:53:50,15.8
2015-04-12 14:53:51,15.8
2015-04-12 14:53:52,15.75
2015-04-12 14:53:53,15.7
2015-04-12 14:53:54,15.7
2015-04-12 14:53:55,15.6
2015-04-12 14:53:56,15.6
2015-04-12 14:53:57,15.5
2015-04-12 14:53:58,15.5
2015-04-12 14:53:59,15.5
2015-04-12 14:54:00,15.5
2015-04-12 14:54:01,15.5
2015-04-12 14:54:02,15.4
2015-04-12 14:54:03,15.4
2015-04-12 14:54:04,15.4
2015-04-12 14:54:05,15.4
2015-04-12 14:54:06,15.4
2015-04-12 14:54:07,15.4
2015-04-12 14:54:08,15.6
2015-04-12 14:54:09,15.6
2015-04-12 14:54:10,15.6
2015-04-12 14:54:11,15.6
2015-04-12 14:54:12,15.6
2015-04-12 14:54:13,15.5
2015-04-12 14:54:14,15.5
2015-04-12 14:54:15,15.5
2015-04-12 14:54:16,15.5
2015-04-12 14:54:17,15.5
2015-04-12 14:54:18,15.5
2015-04-12 14:54:19,15.8
2015-04-12 14:54:20,16.1
2015-04-12 14:54:21,16.1
2015-04-12 14:54:22,16.1
2015-04-12 14:54:23,16.1
2015-04-12 14:54:24,16.2
2015-04-12 14:54:25,16.2
2015-04-12 14:54:26,16.2
2015-04-12 14:54:27,16.2
2015-04-12 14:54:28,16.3
2015-04-12 14:54:29,16.4
2015-04-12 14:54:30,16.4
2015-04-12 14:54:31,16.4
2015-04-12 14:54:32,16.5
2015-04-12 14:54:33,16.8
2015-04-12 14:54:34,16.8
2015-04-12 14:54:35,16.8
2015-04-12 14:54:36,16.8
2015-04-12 14:54:37,16.9
2015-04-12 14:54:38,17.1
2015-04-12 14:54:39,17.1
2015-04-12 14:54:40,17.1
2015-04-12 14:54:41,17.1
2015-04-12 14:54:42,17.4
2015-04-12 14:54:43,17.4
2015-04-12 14:54:44,17.4
2015-04-12 14:54:45,17.4
2015-04-12 14:54:46,17.5
2015-04-12 14:54:47,17.6
2015-04-12 14:54:48,17.6
2015-04-12 14:54:49,17.6
2015-04-12 14:54:50,17.9
2015-04-12 14:54:51,18.1
2015-04-12 14:54:52,18.1
2015-04-12 14:54:53,18.1
2015-04-12 14:54:54,18.1
2015-04-12 14:54:55,18.2
2015-04-12 14:54:56,18.2
2015-04-12 14:54:57,18.4
2015-04-12 14:54:58,18.4
2015-04-12 14:54:59,18.4
2015-04-12 14:55:00,18.6
2015-04-12 14:55:01,18.6
2015-04-12 14:55:02,18.8
2015-04-12 14:55:03,18.8
2015-04-12 14:55:04,18.85
2015-04-12 14:55:05,18.9
2015-04-12 14:55:06,18.9
2015-04-12 14:55:07,18.9
2015-04-12 14:55:08,19.1
2015-04-12 14:55:09,19.4
2015-04-12 14:55:10,19.4
2015-04-12 14:55:11,19.4
2015-04-12 14:55:12,19.4
2015-04-12 14:55:13,19.5
2015-04-12 14:55:14,19.5
2015-04-12 14:55:15,19.6
2015-04-12 14:55:16,19.6
2015-04-12 14:55:17,19.6
2015-04-12 14:55:18,19.7
2015-04-12 14:55:19,19.7
2015-04-12 14:55:20,19.8
2015-04-12 14:55:21,19.8
2015-04-12 14:55:22,19.9
2015-04-12 14:55:23,20.0
2015-04-12 14:55:24,20.0
2015-04-12 14:55:25,20.0
2015-04-12 14:55:26,19.9
2015-04-12 14:55:27,19.9
2015-04-12 14:55:28,19.95
2015-04-12 14:55:29,20.0
2015-04-12 14:55:30,20.0
2015-04-12 14:55:31,20.4
2015-04-12 14:55:32,20.4
2015-04-12 14:55:33,20.5
2015-04-12 14:55:34,20.5
2015-04-12 14:55:35,20.5
2015-04-12 14:55:36,20.5
2015-04-12 14:55:37,20.5
2015-04-12 14:55:38,20.7
2015-04-12 14:55:39,20.7
2015-04-12 14:55:40,20.7
2015-04-12 14:55:41,20.7
2015-04-12 14:55:42,20.8
2015-04-12 14:55:43,20.8
2015-04-12 14:55:44,21.1
2015-04-12 14:55:45,21.1
2015-04-12 14:55:46,21.2
2015-04-12 14:55:47,21.3
2015-04-12 14:55:48,21.3
2015-04-12 14:55:49,21.5
2015-04-12 14:55:50,21.5
2015-04-12 14:55:51,21.6
2015-04-12 14:55:52,21.6
2015-04-12 14:55:53,21.6
2015-04-12 14:55:54,21.6
2015-04-12 14:55:55,21.9
2015-04-12 14:55:56,22.2
2015-04-12 14:55:57,22.2
2015-04-12 14:55:58,22.2
2015-04-12 14:55:59,22.2
2015-04-12 14:56:00,22.3
2015-04-12 14:56:01,22.3
2015-04-12 14:56:02,22.5
2015-04-12 14:56:03,22.5
2015-04-12 14:56:04,22.6
2015-04-12 14:56:05,22.7
2015-04-12 14:56:06,22.7
2015-04-12 14:56:07,22.7
2015-04-12 14:56:08,22.8
2015-04-12 14:56:09,23.1
2015-04-12 14:56:10,23.1
2015-04-12 14:56:11,23.1
2015-04-12 14:56:12,23.1
2015-04-12 14:56:13,23.3
2015-04-12 14:56:14,23.4
2015-04-12 14:56:15,23.4
2015-04-12 14:56:16,23.4
2015-04-12 14:56:17,23.4
2015-04-12 14:56:18,23.4
2015-04-12 14:56:19,23.4
2015-04-12 14:56:20,24.0
2015-04-12 14:56:21,24.0
2015-04-12 14:56:22,24.0
2015-04-12 14:56:23,24.0
2015-04-12 14:56:24,24.5
2015-04-12 14:56:25,24.5
2015-04-12 14:56:26,24.8
2015-04-12 14:56:27,24.8
2015-04-12 14:56:28,24.8
2015-04-12 14:56:29,24.8
2015-04-12 14:56:30,24.8
2015-04-12 14:56:31,24.8
2015-04-12 14:56:32,25.1
2015-04-12 14:56:33,25.3
2015-04-12 14:56:34,25.3
2015-04-12 14:56:35,25.3
2015-04-12 14:56:36,25.3
2015-04-12 14:56:37,25.4
2015-04-12 14:56:38,25.6
2015-04-12 14:56:39,25.6
2015-04-12 14:56:40,25.6
2015-04-12 14:56:41,25.6
2015-04-12 14:56:42,25.8
2015-04-12 14:56:43,25.8
2015-04-12 14:56:44,26.2
2015-04-12 14:56:45,26.2
2015-04-12 14:56:46,26.25
2015-04-12 14:56:47,26.3
2015-04-12 14:56:48,26.3
2015-04-12 14:56:49,26.3
2015-04-12 14:56:50,26.4
2015-04-12 14:56:51,26.6
2015-04-12 14:56:52,26.6
2015-04-12 14:56:53,26.6
2015-04-12 14:56:54,26.6
2015-04-12 14:56:55,26.8
2015-04-12 14:56:56,27.1
2015-04-12 14:56:57,27.1
2015-04-12 14:56:58,27.1
2015-04-12 14:56:59,27.1
2015-04-12 14:57:00,27.3
2015-04-12 14:57:01,27.3
2015-04-12 14:57:02,27.0
2015-04-12 14:57:03,27.0
2015-04-12 14:57:04,27.05
2015-04-12 14:57:05,27.1
2015-04-12 14:57:06,27.1
2015-04-12 14:57:07,27.1
2015-04-12 14:57:08,27.5
2015-04-12 14:57:09,27.5
2015-04-12 14:57:10,27.5
2015-04-12 14:57:11,27.5
2015-04-12 14:57:12,27.5
2015-04-12 14:57:13,27.6
2015-04-12 14:57:14,27.6
2015-04-12 14:57:15,27.7
2015-04-12 14:57:16,27.7
2015-04-12 14:57:17,27.7
2015-04-12 14:57:18,27.7
2015-04-12 14:57:19,27.7
2015-04-12 14:57:20,27.9
2015-04-12 14:57:21,27.9
2015-04-12 14:57:22,27.85
2015-04-12 14:57:23,27.8
2015-04-12 14:57:24,27.8
2015-04-12 14:57:25,27.8
2015-04-12 14:57:26,27.9
2015-04-12 14:57:27,27.9
2015-04-12 14:57:28,28.0
2015-04-12 14:57:29,28.1
2015-04-12 14:57:30,28.1
2015-04-12 14:57:31,28.1
2015-04-12 14:57:32,28.1
2015-04-12 14:57:33,28.3
2015-04-12 14:57:34,28.3
2015-04-12 14:57:35,28.3
2015-04-12 14:57:36,28.3
2015-04-12 14:57:37,28.3
2015-04-12 14:57:38,28.2
2015-04-12 14:57:39,28.2
2015-04-12 14:57:40,28.2
2015-04-12 14:57:41,28.2
2015-04-12 14:57:42,28.3
2015-04-12 14:57:43,28.3
2015-04-12 14:57:44,28.6
2015-04-12 14:57:45,28.6
2015-04-12 14:57:46,28.65
2015-04-12 14:57:47,28.7
2015-04-12 14:57:48,28.7
2015-04-12 14:57:49,28.8
2015-04-12 14:57:50,28.8
2015-04-12 14:57:51,28.8
2015-04-12 14:57:52,28.8
2015-04-12 14:57:53,28.8
2015-04-12 14:57:54,28.9
2015-04-12 14:57:55,28.9
2015-04-12 14:57:56,29.1
2015-04-12 14:57:57,29.1
2015-04-12 14:57:58,29.1
2015-04-12 14:57:59,29.1
2015-04-12 14:58:00,29.3
2015-04-12 14:58:01,29.3
2015-04-12 14:58:02,29.6
2015-04-12 14:58:03,29.6
2015-04-12 14:58:04,29.55
2015-04-12 14:58:05,29.5
2015-04-12 14:58:06,29.5
2015-04-12 14:58:07,29.4
2015-04-12 14:58:08,29.4
2015-04-12 14:58:09,29.7
2015-04-12 14:58:10,29.7
2015-04-12 14:58:11,29.7
2015-04-12 14:58:12,29.7
2015-04-12 14:58:13,29.9
2015-04-12 14:58:14,29.8
2015-04-12 14:58:15,29.8
2015-04-12 14:58:16,29.8
2015-04-12 14:58:17,29.8
2015-04-12 14:58:18,29.9
2015-04-12 14:58:19,29.9
2015-04-12 14:58:20,30.1
2015-04-12 14:58:21,30.1
2015-04-12 14:58:22,30.05
2015-04-12 14:58:23,30.0
2015-04-12 14:58:24,30.0
2015-04-12 14:58:25,30.0
2015-04-12 14:58:26,30.1
2015-04-12 14:58:27,30.1
2015-04-12 14:58:28,30.1
2015-04-12 14:58:29,30.1
2015-04-12 14:58:30,30.1
2015-04-12 14:58:31,30.3
2015-04-12 14:58:32,30.5
2015-04-12 14:58:33,30.5
2015-04-12 14:58:34,30.5
2015-04-12 14:58:35,30.5
2015-04-12 14:58:36,30.3
2015-04-12 14:58:37,30.3
2015-04-12 14:58:38,30.5
2015-04-12 14:58:39,30.5
2015-04-12 14:58:40,30.6
2015-04-12 14:58:41,30.7
2015-04-12 14:58:42,30.7
2015-04-12 14:58:43,30.7
2015-04-12 14:58:44,30.6
2015-04-12 14:58:45,30.7
2015-04-12 14:58:46,30.7
2015-04-12 14:58:47,30.7
2015-04-12 14:58:48,30.7
2015-04-12 14:58:49,30.7
2015-04-12 14:58:50,30.7
2015-04-12 14:58:51,30.6
2015-04-12 14:58:52,30.6
2015-04-12 14:58:53,30.6
2015-04-12 14:58:54,30.6
2015-04-12 14:58:55,30.6
2015-04-12 14:58:56,30.7
2015-04-12 14:58:57,30.7
2015-04-12 14:58:58,30.8
2015-04-12 14:58:59,30.9
2015-04-12 14:59:00,30.9
2015-04-12 14:59:01,30.9
2015-04-12 14:59:02,30.8
2015-04-12 14:59:03,30.8
2015-04-12 14:59:04,30.75
2015-04-12 14:59:05,30.7
2015-04-12 14:59:06,30.7
2015-04-12 14:59:07,30.9
2015-04-12 14:59:08,30.9
2015-04-12 14:59:09,30.9
2015-04-12 14:59:10,30.9
2015-04-12 14:59:11,30.9
2015-04-12 14:59:12,31.0
2015-04-12 14:59:13,31.0
2015-04-12 14:59:14,31.0
2015-04-12 14:59:15,31.0
2015-04-12 14:59:16,30.85
2015-04-12 14:59:17,30.7
2015-04-12 14:59:18,30.7
2015-04-12 14:59:19,30.7
2015-04-12 14:59:20,30.7
2015-04-12 14:59:21,30.7
2015-04-12 14:59:22,30.75
2015-04-12 14:59:23,30.8
2015-04-12 14:59:24,30.8
2015-04-12 14:59:25,30.7
2015-04-12 14:59:26,30.7
2015-04-12 14:59:27,30.8
2015-04-12 14:59:28,30.8
2015-04-12 14:59:29,30.8
2015-04-12 14:59:30,30.9
2015-04-12 14:59:31,30.9
2015-04-12 14:59:32,30.7
2015-04-12 14:59:33,30.7
2015-04-12 14:59:34,30.7
2015-04-12 14:59:35,30.7
2015-04-12 14:59:36,30.6
2015-04-12 14:59:37,30.6
2015-04-12 14:59:38,30.8
2015-04-12 14:59:39,30.8
2015-04-12 14:59:40,30.8
2015-04-12 14:59:41,30.8
2015-04-12 14:59:42,30.8
2015-04-12 14:59:43,30.8
2015-04-12 14:59:44,30.8
2015-04-12 14:59:45,30.9
2015-04-12 14:59:46,30.9
2015-04-12 14:59:47,30.9
2015-04-12 14:59:48,30.9
2015-04-12 14:59:49,30.8
2015-04-12 14:59:50,30.8
2015-04-12 14:59:51,30.8
2015-04-12 14:59:52,30.8
2015-04-12 14:59:53,30.8
2015-04-12 14:59:54,31.0
2015-04-12 14:59:55,31.0
2015-04-12 14:59:56,30.8
2015-04-12 14:59:57,30.8
2015-04-12 14:59:58,30.8
2015-04-12 14:59:59,30.8
2015-04-12 15:00:00,30.8
2015-04-12 15:00:01,30.8
2015-04-12 15:00:02,30.8
2015-04-12 15:00:03,30.8
2015-04-12 15:00:04,30.8
2015-04-12 15:00:05,30.8
2015-04-12 15:00:06,30.8
2015-04-12 15:00:07,30.8
2015-04-12 15:00:08,30.9
2015-04-12 15:00:09,30.9
2015-04-12 15:00:10,30.9
2015-04-12 15:00:11,30.9
2015-04-12 15:00:12,30.9
2015-04-12 15:00:13,30.9
2015-04-12 15:00:14,30.8
2015-04-12 15:00:15,30.8
2015-04-12 15:00:16,30.8
2015-04-12 15:00:17,30.8
2015-04-12 15:00:18,30.8
2015-04-12 15:00:19,30.8
2015-04-12 15:00:20,30.9
2015-04-12 15:00:21,30.9
2015-04-12 15:00:22,30.9
2015-04-12 15:00:23,30.9
2015-04-12 15:00:24,30.9
2015-04-12 15:00:25,30.8
2015-04-12 15:00:26,30.9
2015-04-12 15:00:27,30.9
2015-04-12 15:00:28,30.9
2015-04-12 15:00:29,30.9
2015-04-12 15:00:30,31.0
2015-04-12 15:00:31,31.0
2015-04-12 15:00:32,31.0
2015-04-12 15:00:33,31.0
2015-04-12 15:00:34,31.05
2015-04-12 15:00:35,31.1
2015-04-12 15:00:36,31.1
2015-04-12 15:00:37,31.1
2015-04-12 15:00:38,31.0
2015-04-12 15:00:39,31.2
2015-04-12 15:00:40,31.2
2015-04-12 15:00:41,31.2
2015-04-12 15:00:42,31.2
2015-04-12 15:00:43,31.4
2015-04-12 15:00:44,31.4
2015-04-12 15:00:45,31.4
2015-04-12 15:00:46,31.4
2015-04-12 15:00:47,31.4
2015-04-12 15:00:48,31.5
2015-04-12 15:00:49,31.5
2015-04-12 15:00:50,31.5
2015-04-12 15:00:51,31.5
