,ae52_BC,ae52_UVPM
2015-04-12 14:42:58,3300815.6,1197613.9
2015-04-12 14:42:59,2500791.0,885829.0
2015-04-12 14:43:00,2288009.0,815736.8
2015-04-12 14:43:01,2075227.0,745644.6
2015-04-12 14:43:02,1862445.0,675552.4
2015-04-12 14:43:03,1649663.0,605460.2
2015-04-12 14:43:04,1436881.0,535368.0
2015-04-12 14:43:05,1224099.0,465275.8
2015-04-12 14:43:06,1011317.0,395183.6
2015-04-12 14:43:07,798535.0,325091.4
2015-04-12 14:43:08,585753.0,254999.2
2015-04-12 14:43:09,372971.0,184907.0
2015-04-12 14:43:10,352995.8,172759.4
2015-04-12 14:43:11,333020.6,160611.8
2015-04-12 14:43:12,313045.4,148464.2
2015-04-12 14:43:13,293070.2,136316.6
2015-04-12 14:43:14,273095.0,124169.0
2015-04-12 14:43:15,253119.8,112021.4
2015-04-12 14:43:16,233144.6,99873.8
2015-04-12 14:43:17,213169.4,87726.2
2015-04-12 14:43:18,193194.2,75578.6
2015-04-12 14:43:19,173219.0,63431.0
2015-04-12 14:43:20,162785.1,66989.3
2015-04-12 14:43:21,152351.2,70547.6
2015-04-12 14:43:22,141917.3,74105.9
2015-04-12 14:43:23,131483.4,77664.2
2015-04-12 14:43:24,121049.5,81222.5
2015-04-12 14:43:25,110615.6,84780.8
2015-04-12 14:43:26,100181.7,88339.1
2015-04-12 14:43:27,89747.8,91897.4
2015-04-12 14:43:28,79313.9,95455.7
2015-04-12 14:43:29,68880.0,99014.0
2015-04-12 14:43:30,106651.2,112359.7
2015-04-12 14:43:31,144422.4,125705.4
2015-04-12 14:43:32,182193.6,139051.1
2015-04-12 14:43:33,219964.8,152396.8
2015-04-12 14:43:34,257736.0,165742.5
2015-04-12 14:43:35,295507.2,179088.2
2015-04-12 14:43:36,333278.4,192433.9
2015-04-12 14:43:37,371049.6,205779.6
2015-04-12 14:43:38,408820.8,219125.3
2015-04-12 14:43:39,446592.0,232471.0
2015-04-12 14:43:40,475074.9,259332.3
2015-04-12 14:43:41,503557.8,286193.6
2015-04-12 14:43:42,532040.7,313054.9
2015-04-12 14:43:43,560523.6,339916.2
2015-04-12 14:43:44,589006.5,366777.5
2015-04-12 14:43:45,617489.4,393638.8
2015-04-12 14:43:46,645972.3,420500.1
2015-04-12 14:43:47,674455.2,447361.4
2015-04-12 14:43:48,702938.1,474222.7
2015-04-12 14:43:49,731421.0,501084.0
2015-04-12 14:43:50,738935.2,508804.5
2015-04-12 14:43:51,746449.4,516525.0
2015-04-12 14:43:52,753963.6,524245.5
2015-04-12 14:43:53,761477.8,531966.0
2015-04-12 14:43:54,768992.0,539686.5
2015-04-12 14:43:55,776506.2,547407.0
2015-04-12 14:43:56,784020.4,555127.5
2015-04-12 14:43:57,791534.6,562848.0
2015-04-12 14:43:58,799048.8,570568.5
2015-04-12 14:43:59,806563.0,578289.0
2015-04-12 14:44:00,989652.4,704920.8
2015-04-12 14:44:01,1172741.8,831552.6
2015-04-12 14:44:02,1355831.2,958184.4
2015-04-12 14:44:03,1538920.6,1084816.2
2015-04-12 14:44:04,1722010.0,1211448.0
2015-04-12 14:44:05,1905099.4,1338079.8
2015-04-12 14:44:06,2088188.8,1464711.6
2015-04-12 14:44:07,2271278.2,1591343.4
2015-04-12 14:44:08,2454367.6,1717975.2
2015-04-12 14:44:09,2637457.0,1844607.0
2015-04-12 14:44:10,2715822.4,1884743.5
2015-04-12 14:44:11,2794187.8,1924880.0
2015-04-12 14:44:12,2872553.2,1965016.5
2015-04-12 14:44:13,2950918.6,2005153.0
2015-04-12 14:44:14,3029284.0,2045289.5
2015-04-12 14:44:15,3107649.4,2085426.0
2015-04-12 14:44:16,3186014.8,2125562.5
2015-04-12 14:44:17,3264380.2,2165699.0
2015-04-12 14:44:18,3342745.6,2205835.5
2015-04-12 14:44:19,3421111.0,2245972.0
2015-04-12 14:44:20,3544252.4,2266529.3
2015-04-12 14:44:21,3667393.8,2287086.6
2015-04-12 14:44:22,3790535.2,2307643.9
2015-04-12 14:44:23,3913676.6,2328201.2
2015-04-12 14:44:24,4036818.0,2348758.5
2015-04-12 14:44:25,4159959.4,2369315.8
2015-04-12 14:44:26,4283100.8,2389873.1
2015-04-12 14:44:27,4406242.2,2410430.4
2015-04-12 14:44:28,4529383.6,2430987.7
2015-04-12 14:44:29,4652525.0,2451545.0
2015-04-12 14:44:30,4453020.5,2324301.1
2015-04-12 14:44:31,4253516.0,2197057.2
2015-04-12 14:44:32,4054011.5,2069813.3
2015-04-12 14:44:33,3854507.0,1942569.4
2015-04-12 14:44:34,3655002.5,1815325.5
2015-04-12 14:44:35,3455498.0,1688081.6
2015-04-12 14:44:36,3255993.5,1560837.7
2015-04-12 14:44:37,3056489.0,1433593.8
2015-04-12 14:44:38,2856984.5,1306349.9
2015-04-12 14:44:39,2657480.0,1179106.0
2015-04-12 14:44:40,2539263.2,1129396.1
2015-04-12 14:44:41,2421046.4,1079686.2
2015-04-12 14:44:42,2302829.6,1029976.3
2015-04-12 14:44:43,2184612.8,980266.4
2015-04-12 14:44:44,2066396.0,930556.5
2015-04-12 14:44:45,1948179.2,880846.6
2015-04-12 14:44:46,1829962.4,831136.7
2015-04-12 14:44:47,1711745.6,781426.8
2015-04-12 14:44:48,1593528.8,731716.9
2015-04-12 14:44:49,1475312.0,682007.0
2015-04-12 14:44:50,1519767.9,714345.1
2015-04-12 14:44:51,1564223.8,746683.2
2015-04-12 14:44:52,1608679.7,779021.3
2015-04-12 14:44:53,1653135.6,811359.4
2015-04-12 14:44:54,1697591.5,843697.5
2015-04-12 14:44:55,1742047.4,876035.6
2015-04-12 14:44:56,1786503.3,908373.7
2015-04-12 14:44:57,1830959.2,940711.8
2015-04-12 14:44:58,1875415.1,973049.9
2015-04-12 14:44:59,1919871.0,1005388.0
2015-04-12 14:45:00,2017264.3,1067482.2
2015-04-12 14:45:01,2114657.6,1129576.4
2015-04-12 14:45:02,2212050.9,1191670.6
2015-04-12 14:45:03,2309444.2,1253764.8
2015-04-12 14:45:04,2406837.5,1315859.0
2015-04-12 14:45:05,2504230.8,1377953.2
2015-04-12 14:45:06,2601624.1,1440047.4
2015-04-12 14:45:07,2699017.4,1502141.6
2015-04-12 14:45:08,2796410.7,1564235.8
2015-04-12 14:45:09,2893804.0,1626330.0
2015-04-12 14:45:10,2756316.7,1522251.9
2015-04-12 14:45:11,2618829.4,1418173.8
2015-04-12 14:45:12,2481342.1,1314095.7
2015-04-12 14:45:13,2343854.8,1210017.6
2015-04-12 14:45:14,2206367.5,1105939.5
2015-04-12 14:45:15,2068880.2,1001861.4
2015-04-12 14:45:16,1931392.9,897783.3
2015-04-12 14:45:17,1793905.6,793705.2
2015-04-12 14:45:18,1656418.3,689627.1
2015-04-12 14:45:19,1518931.0,585549.0
2015-04-12 14:45:20,1439588.6,640989.1
2015-04-12 14:45:21,1360246.2,696429.2
2015-04-12 14:45:22,1280903.8,751869.3
2015-04-12 14:45:23,1201561.4,807309.4
2015-04-12 14:45:24,1122219.0,862749.5
2015-04-12 14:45:25,1042876.6,918189.6
2015-04-12 14:45:26,963534.2,973629.7
2015-04-12 14:45:27,884191.8,1029069.8
2015-04-12 14:45:28,804849.4,1084509.9
2015-04-12 14:45:29,725507.0,1139950.0
2015-04-12 14:45:30,1229974.6,1236829.9
2015-04-12 14:45:31,1734442.2,1333709.8
2015-04-12 14:45:32,2238909.8,1430589.7
2015-04-12 14:45:33,2743377.4,1527469.6
2015-04-12 14:45:34,3247845.0,1624349.5
2015-04-12 14:45:35,3752312.6,1721229.4
2015-04-12 14:45:36,4256780.2,1818109.3
2015-04-12 14:45:37,4761247.8,1914989.2
2015-04-12 14:45:38,5265715.4,2011869.1
2015-04-12 14:45:39,5770183.0,2108749.0
2015-04-12 14:45:40,5460756.3,2056655.4
2015-04-12 14:45:41,5151329.6,2004561.8
2015-04-12 14:45:42,4841902.9,1952468.2
2015-04-12 14:45:43,4532476.2,1900374.6
2015-04-12 14:45:44,4223049.5,1848281.0
2015-04-12 14:45:45,3913622.8,1796187.4
2015-04-12 14:45:46,3604196.1,1744093.8
2015-04-12 14:45:47,3294769.4,1692000.2
2015-04-12 14:45:48,2985342.7,1639906.6
2015-04-12 14:45:49,2675916.0,1587813.0
2015-04-12 14:45:50,3057684.5,1659137.2
2015-04-12 14:45:51,3439453.0,1730461.4
2015-04-12 14:45:52,3821221.5,1801785.6
2015-04-12 14:45:53,4202990.0,1873109.8
2015-04-12 14:45:54,4584758.5,1944434.0
2015-04-12 14:45:55,4966527.0,2015758.2
2015-04-12 14:45:56,5348295.5,2087082.4
2015-04-12 14:45:57,5730064.0,2158406.6
2015-04-12 14:45:58,6111832.5,2229730.8
2015-04-12 14:45:59,6493601.0,2301055.0
2015-04-12 14:46:00,6193778.4,2166856.6
2015-04-12 14:46:01,5893955.8,2032658.2
2015-04-12 14:46:02,5594133.2,1898459.8
2015-04-12 14:46:03,5294310.6,1764261.4
2015-04-12 14:46:04,4994488.0,1630063.0
2015-04-12 14:46:05,4694665.4,1495864.6
2015-04-12 14:46:06,4394842.8,1361666.2
2015-04-12 14:46:07,4095020.2,1227467.8
2015-04-12 14:46:08,3795197.6,1093269.4
2015-04-12 14:46:09,3495375.0,959071.0
2015-04-12 14:46:10,3314726.9,942167.7
2015-04-12 14:46:11,3134078.8,925264.4
2015-04-12 14:46:12,2953430.7,908361.1
2015-04-12 14:46:13,2772782.6,891457.8
2015-04-12 14:46:14,2592134.5,874554.5
2015-04-12 14:46:15,2411486.4,857651.2
2015-04-12 14:46:16,2230838.3,840747.9
2015-04-12 14:46:17,2050190.2,823844.6
2015-04-12 14:46:18,1869542.1,806941.3
2015-04-12 14:46:19,1688894.0,790038.0
2015-04-12 14:46:20,1752439.5,796951.0
2015-04-12 14:46:21,1815985.0,803864.0
2015-04-12 14:46:22,1879530.5,810777.0
2015-04-12 14:46:23,1943076.0,817690.0
2015-04-12 14:46:24,2006621.5,824603.0
2015-04-12 14:46:25,2070167.0,831516.0
2015-04-12 14:46:26,2133712.5,838429.0
2015-04-12 14:46:27,2197258.0,845342.0
2015-04-12 14:46:28,2260803.5,852255.0
2015-04-12 14:46:29,2324349.0,859168.0
2015-04-12 14:46:30,2434625.3,943345.9
2015-04-12 14:46:31,2544901.6,1027523.8
2015-04-12 14:46:32,2655177.9,1111701.7
2015-04-12 14:46:33,2765454.2,1195879.6
2015-04-12 14:46:34,2875730.5,1280057.5
2015-04-12 14:46:35,2986006.8,1364235.4
2015-04-12 14:46:36,3096283.1,1448413.3
2015-04-12 14:46:37,3206559.4,1532591.2
2015-04-12 14:46:38,3316835.7,1616769.1
2015-04-12 14:46:39,3427112.0,1700947.0
2015-04-12 14:46:40,3609409.0,1647832.2
2015-04-12 14:46:41,3791706.0,1594717.4
2015-04-12 14:46:42,3974003.0,1541602.6
2015-04-12 14:46:43,4156300.0,1488487.8
2015-04-12 14:46:44,4338597.0,1435373.0
2015-04-12 14:46:45,4520894.0,1382258.2
2015-04-12 14:46:46,4703191.0,1329143.4
2015-04-12 14:46:47,4885488.0,1276028.6
2015-04-12 14:46:48,5067785.0,1222913.8
2015-04-12 14:46:49,5250082.0,1169799.0
2015-04-12 14:46:50,4818402.9,1079633.1
2015-04-12 14:46:51,4386723.8,989467.2
2015-04-12 14:46:52,3955044.7,899301.3
2015-04-12 14:46:53,3523365.6,809135.4
2015-04-12 14:46:54,3091686.5,718969.5
2015-04-12 14:46:55,2660007.4,628803.6
2015-04-12 14:46:56,2228328.3,538637.7
2015-04-12 14:46:57,1796649.2,448471.8
2015-04-12 14:46:58,1364970.1,358305.9
2015-04-12 14:46:59,933291.0,268140.0
2015-04-12 14:47:00,944269.8,284524.8
2015-04-12 14:47:01,955248.6,300909.6
2015-04-12 14:47:02,966227.4,317294.4
2015-04-12 14:47:03,977206.2,333679.2
2015-04-12 14:47:04,988185.0,350064.0
2015-04-12 14:47:05,999163.8,366448.8
2015-04-12 14:47:06,1010142.6,382833.6
2015-04-12 14:47:07,1021121.4,399218.4
2015-04-12 14:47:08,1032100.2,415603.2
2015-04-12 14:47:09,1043079.0,431988.0
2015-04-12 14:47:10,1085417.4,434279.8
2015-04-12 14:47:11,1127755.8,436571.6
2015-04-12 14:47:12,1170094.2,438863.4
2015-04-12 14:47:13,1212432.6,441155.2
2015-04-12 14:47:14,1254771.0,443447.0
2015-04-12 14:47:15,1297109.4,445738.8
2015-04-12 14:47:16,1339447.8,448030.6
2015-04-12 14:47:17,1381786.2,450322.4
2015-04-12 14:47:18,1424124.6,452614.2
2015-04-12 14:47:19,1466463.0,454906.0
2015-04-12 14:47:20,1502565.8,476050.0
2015-04-12 14:47:21,1538668.6,497194.0
2015-04-12 14:47:22,1574771.4,518338.0
2015-04-12 14:47:23,1610874.2,539482.0
2015-04-12 14:47:24,1646977.0,560626.0
2015-04-12 14:47:25,1683079.8,581770.0
2015-04-12 14:47:26,1719182.6,602914.0
2015-04-12 14:47:27,1755285.4,624058.0
2015-04-12 14:47:28,1791388.2,645202.0
2015-04-12 14:47:29,1827491.0,666346.0
2015-04-12 14:47:30,1993693.3,717278.9
2015-04-12 14:47:31,2159895.6,768211.8
2015-04-12 14:47:32,2326097.9,819144.7
2015-04-12 14:47:33,2492300.2,870077.6
2015-04-12 14:47:34,2658502.5,921010.5
2015-04-12 14:47:35,2824704.8,971943.4
2015-04-12 14:47:36,2990907.1,1022876.3
2015-04-12 14:47:37,3157109.4,1073809.2
2015-04-12 14:47:38,3323311.7,1124742.1
2015-04-12 14:47:39,3489514.0,1175675.0
2015-04-12 14:47:40,3306809.7,1105191.7
2015-04-12 14:47:41,3124105.4,1034708.4
2015-04-12 14:47:42,2941401.1,964225.1
2015-04-12 14:47:43,2758696.8,893741.8
2015-04-12 14:47:44,2575992.5,823258.5
2015-04-12 14:47:45,2393288.2,752775.2
2015-04-12 14:47:46,2210583.9,682291.9
2015-04-12 14:47:47,2027879.6,611808.6
2015-04-12 14:47:48,1845175.3,541325.3
2015-04-12 14:47:49,1662471.0,470842.0
2015-04-12 14:47:50,1734097.0,501683.8
2015-04-12 14:47:51,1805723.0,532525.6
2015-04-12 14:47:52,1877349.0,563367.4
2015-04-12 14:47:53,1948975.0,594209.2
2015-04-12 14:47:54,2020601.0,625051.0
2015-04-12 14:47:55,2092227.0,655892.8
2015-04-12 14:47:56,2163853.0,686734.6
2015-04-12 14:47:57,2235479.0,717576.4
2015-04-12 14:47:58,2307105.0,748418.2
2015-04-12 14:47:59,2378731.0,779260.0
2015-04-12 14:48:00,2322391.1,758958.4
2015-04-12 14:48:01,2266051.2,738656.8
2015-04-12 14:48:02,2209711.3,718355.2
2015-04-12 14:48:03,2153371.4,698053.6
2015-04-12 14:48:04,2097031.5,677752.0
2015-04-12 14:48:05,2040691.6,657450.4
2015-04-12 14:48:06,1984351.7,637148.8
2015-04-12 14:48:07,1928011.8,616847.2
2015-04-12 14:48:08,1871671.9,596545.6
2015-04-12 14:48:09,1815332.0,576244.0
2015-04-12 14:48:10,1815491.5,569927.7
2015-04-12 14:48:11,1815651.0,563611.4
2015-04-12 14:48:12,1815810.5,557295.1
2015-04-12 14:48:13,1815970.0,550978.8
2015-04-12 14:48:14,1816129.5,544662.5
2015-04-12 14:48:15,1816289.0,538346.2
2015-04-12 14:48:16,1816448.5,532029.9
2015-04-12 14:48:17,1816608.0,525713.6
2015-04-12 14:48:18,1816767.5,519397.3
2015-04-12 14:48:19,1816927.0,513081.0
2015-04-12 14:48:20,1738371.6,489482.5
2015-04-12 14:48:21,1659816.2,465884.0
2015-04-12 14:48:22,1581260.8,442285.5
2015-04-12 14:48:23,1502705.4,418687.0
2015-04-12 14:48:24,1424150.0,395088.5
2015-04-12 14:48:25,1345594.6,371490.0
2015-04-12 14:48:26,1267039.2,347891.5
2015-04-12 14:48:27,1188483.8,324293.0
2015-04-12 14:48:28,1109928.4,300694.5
2015-04-12 14:48:29,1031373.0,277096.0
2015-04-12 14:48:30,983374.7,263505.0
2015-04-12 14:48:31,935376.4,249914.0
2015-04-12 14:48:32,887378.1,236323.0
2015-04-12 14:48:33,839379.8,222732.0
2015-04-12 14:48:34,791381.5,209141.0
2015-04-12 14:48:35,743383.2,195550.0
2015-04-12 14:48:36,695384.9,181959.0
2015-04-12 14:48:37,647386.6,168368.0
2015-04-12 14:48:38,599388.3,154777.0
2015-04-12 14:48:39,551390.0,141186.0
2015-04-12 14:48:40,552338.9,145425.8
2015-04-12 14:48:41,553287.8,149665.6
2015-04-12 14:48:42,554236.7,153905.4
2015-04-12 14:48:43,555185.6,158145.2
2015-04-12 14:48:44,556134.5,162385.0
2015-04-12 14:48:45,557083.4,166624.8
2015-04-12 14:48:46,558032.3,170864.6
2015-04-12 14:48:47,558981.2,175104.4
2015-04-12 14:48:48,559930.1,179344.2
2015-04-12 14:48:49,560879.0,183584.0
2015-04-12 14:48:50,575384.6,178901.3
2015-04-12 14:48:51,589890.2,174218.6
2015-04-12 14:48:52,604395.8,169535.9
2015-04-12 14:48:53,618901.4,164853.2
2015-04-12 14:48:54,633407.0,160170.5
2015-04-12 14:48:55,647912.6,155487.8
2015-04-12 14:48:56,662418.2,150805.1
2015-04-12 14:48:57,676923.8,146122.4
2015-04-12 14:48:58,691429.4,141439.7
2015-04-12 14:48:59,705935.0,136757.0
2015-04-12 14:49:00,661147.1,132349.6
2015-04-12 14:49:01,616359.2,127942.2
2015-04-12 14:49:02,571571.3,123534.8
2015-04-12 14:49:03,526783.4,119127.4
2015-04-12 14:49:04,481995.5,114720.0
2015-04-12 14:49:05,437207.6,110312.6
2015-04-12 14:49:06,392419.7,105905.2
2015-04-12 14:49:07,347631.8,101497.8
2015-04-12 14:49:08,302843.9,97090.4
2015-04-12 14:49:09,258056.0,92683.0
2015-04-12 14:49:10,257596.5,88834.5
2015-04-12 14:49:11,257137.0,84986.0
2015-04-12 14:49:12,256677.5,81137.5
2015-04-12 14:49:13,256218.0,77289.0
2015-04-12 14:49:14,255758.5,73440.5
2015-04-12 14:49:15,255299.0,69592.0
2015-04-12 14:49:16,254839.5,65743.5
2015-04-12 14:49:17,254380.0,61895.0
2015-04-12 14:49:18,253920.5,58046.5
2015-04-12 14:49:19,253461.0,54198.0
2015-04-12 14:49:20,242380.3,52744.3
2015-04-12 14:49:21,231299.6,51290.6
2015-04-12 14:49:22,220218.9,49836.9
2015-04-12 14:49:23,209138.2,48383.2
2015-04-12 14:49:24,198057.5,46929.5
2015-04-12 14:49:25,186976.8,45475.8
2015-04-12 14:49:26,175896.1,44022.1
2015-04-12 14:49:27,164815.4,42568.4
2015-04-12 14:49:28,153734.7,41114.7
2015-04-12 14:49:29,142654.0,39661.0
2015-04-12 14:49:30,136255.4,38056.4
2015-04-12 14:49:31,129856.8,36451.8
2015-04-12 14:49:32,123458.2,34847.2
2015-04-12 14:49:33,117059.6,33242.6
2015-04-12 14:49:34,110661.0,31638.0
2015-04-12 14:49:35,104262.4,30033.4
2015-04-12 14:49:36,97863.8,28428.8
2015-04-12 14:49:37,91465.2,26824.2
2015-04-12 14:49:38,85066.6,25219.6
2015-04-12 14:49:39,78668.0,23615.0
2015-04-12 14:49:40,78530.1,23770.8
2015-04-12 14:49:41,78392.2,23926.6
2015-04-12 14:49:42,78254.3,24082.4
2015-04-12 14:49:43,78116.4,24238.2
2015-04-12 14:49:44,77978.5,24394.0
2015-04-12 14:49:45,77840.6,24549.8
2015-04-12 14:49:46,77702.7,24705.6
2015-04-12 14:49:47,77564.8,24861.4
2015-04-12 14:49:48,77426.9,25017.2
2015-04-12 14:49:49,77289.0,25173.0
2015-04-12 14:49:50,76550.6,24709.5
2015-04-12 14:49:51,75812.2,24246.0
2015-04-12 14:49:52,75073.8,23782.5
2015-04-12 14:49:53,74335.4,23319.0
2015-04-12 14:49:54,73597.0,22855.5
2015-04-12 14:49:55,72858.6,22392.0
2015-04-12 14:49:56,72120.2,21928.5
2015-04-12 14:49:57,71381.8,21465.0
2015-04-12 14:49:58,70643.4,21001.5
2015-04-12 14:49:59,69905.0,20538.0
2015-04-12 14:50:00,71022.3,21217.3
2015-04-12 14:50:01,72139.6,21896.6
2015-04-12 14:50:02,73256.9,22575.9
2015-04-12 14:50:03,74374.2,23255.2
2015-04-12 14:50:04,75491.5,23934.5
2015-04-12 14:50:05,76608.8,24613.8
2015-04-12 14:50:06,77726.1,25293.1
2015-04-12 14:50:07,78843.4,25972.4
2015-04-12 14:50:08,79960.7,26651.7
2015-04-12 14:50:09,81078.0,27331.0
2015-04-12 14:50:10,80521.9,27206.6
2015-04-12 14:50:11,79965.8,27082.2
2015-04-12 14:50:12,79409.7,26957.8
2015-04-12 14:50:13,78853.6,26833.4
2015-04-12 14:50:14,78297.5,26709.0
2015-04-12 14:50:15,77741.4,26584.6
2015-04-12 14:50:16,77185.3,26460.2
2015-04-12 14:50:17,76629.2,26335.8
2015-04-12 14:50:18,76073.1,26211.4
2015-04-12 14:50:19,75517.0,26087.0
2015-04-12 14:50:20,75789.7,24708.4
2015-04-12 14:50:21,76062.4,23329.8
2015-04-12 14:50:22,76335.1,21951.2
2015-04-12 14:50:23,76607.8,20572.6
2015-04-12 14:50:24,76880.5,19194.0
2015-04-12 14:50:25,77153.2,17815.4
2015-04-12 14:50:26,77425.9,16436.8
2015-04-12 14:50:27,77698.6,15058.2
2015-04-12 14:50:28,77971.3,13679.6
2015-04-12 14:50:29,78244.0,12301.0
2015-04-12 14:50:30,77338.6,14104.8
2015-04-12 14:50:31,76433.2,15908.6
2015-04-12 14:50:32,75527.8,17712.4
2015-04-12 14:50:33,74622.4,19516.2
2015-04-12 14:50:34,73717.0,21320.0
2015-04-12 14:50:35,72811.6,23123.8
2015-04-12 14:50:36,71906.2,24927.6
2015-04-12 14:50:37,71000.8,26731.4
2015-04-12 14:50:38,70095.4,28535.2
2015-04-12 14:50:39,69190.0,30339.0
2015-04-12 14:50:40,70094.6,28443.2
2015-04-12 14:50:41,70999.2,26547.4
2015-04-12 14:50:42,71903.8,24651.6
2015-04-12 14:50:43,72808.4,22755.8
2015-04-12 14:50:44,73713.0,20860.0
2015-04-12 14:50:45,74617.6,18964.2
2015-04-12 14:50:46,75522.2,17068.4
2015-04-12 14:50:47,76426.8,15172.6
2015-04-12 14:50:48,77331.4,13276.8
2015-04-12 14:50:49,78236.0,11381.0
2015-04-12 14:50:50,78163.4,13587.4
2015-04-12 14:50:51,78090.8,15793.8
2015-04-12 14:50:52,78018.2,18000.2
2015-04-12 14:50:53,77945.6,20206.6
2015-04-12 14:50:54,77873.0,22413.0
2015-04-12 14:50:55,77800.4,24619.4
2015-04-12 14:50:56,77727.8,26825.8
2015-04-12 14:50:57,77655.2,29032.2
2015-04-12 14:50:58,77582.6,31238.6
2015-04-12 14:50:59,77510.0,33445.0
2015-04-12 14:51:00,76922.0,39082.2
2015-04-12 14:51:01,76334.0,44719.4
2015-04-12 14:51:02,75746.0,50356.6
2015-04-12 14:51:03,75158.0,55993.8
2015-04-12 14:51:04,74570.0,61631.0
2015-04-12 14:51:05,73982.0,67268.2
2015-04-12 14:51:06,73394.0,72905.4
2015-04-12 14:51:07,72806.0,78542.6
2015-04-12 14:51:08,72218.0,84179.8
2015-04-12 14:51:09,71630.0,89817.0
2015-04-12 14:51:10,217233.9,160000.3
2015-04-12 14:51:11,362837.8,230183.6
2015-04-12 14:51:12,508441.7,300366.9
2015-04-12 14:51:13,654045.6,370550.2
2015-04-12 14:51:14,799649.5,440733.5
2015-04-12 14:51:15,945253.4,510916.8
2015-04-12 14:51:16,1090857.3,581100.1
2015-04-12 14:51:17,1236461.2,651283.4
2015-04-12 14:51:18,1382065.1,721466.7
2015-04-12 14:51:19,1527669.0,791650.0
2015-04-12 14:51:20,1959182.0,893960.3
2015-04-12 14:51:21,2390695.0,996270.6
2015-04-12 14:51:22,2822208.0,1098580.9
2015-04-12 14:51:23,3253721.0,1200891.2
2015-04-12 14:51:24,3685234.0,1303201.5
2015-04-12 14:51:25,4116747.0,1405511.8
2015-04-12 14:51:26,4548260.0,1507822.1
2015-04-12 14:51:27,4979773.0,1610132.4
2015-04-12 14:51:28,5411286.0,1712442.7
2015-04-12 14:51:29,5842799.0,1814753.0
2015-04-12 14:51:30,5959488.7,1774669.6
2015-04-12 14:51:31,6076178.4,1734586.2
2015-04-12 14:51:32,6192868.1,1694502.8
2015-04-12 14:51:33,6309557.8,1654419.4
2015-04-12 14:51:34,6426247.5,1614336.0
2015-04-12 14:51:35,6542937.2,1574252.6
2015-04-12 14:51:36,6659626.9,1534169.2
2015-04-12 14:51:37,6776316.6,1494085.8
2015-04-12 14:51:38,6893006.3,1454002.4
2015-04-12 14:51:39,7009696.0,1413919.0
2015-04-12 14:51:40,6683869.3,1340603.4
2015-04-12 14:51:41,6358042.6,1267287.8
2015-04-12 14:51:42,6032215.9,1193972.2
2015-04-12 14:51:43,5706389.2,1120656.6
2015-04-12 14:51:44,5380562.5,1047341.0
2015-04-12 14:51:45,5054735.8,974025.4
2015-04-12 14:51:46,4728909.1,900709.8
2015-04-12 14:51:47,4403082.4,827394.2
2015-04-12 14:51:48,4077255.7,754078.6
2015-04-12 14:51:49,3751429.0,680763.0
2015-04-12 14:51:50,3824977.3,707309.1
2015-04-12 14:51:51,3898525.6,733855.2
2015-04-12 14:51:52,3972073.9,760401.3
2015-04-12 14:51:53,4045622.2,786947.4
2015-04-12 14:51:54,4119170.5,813493.5
2015-04-12 14:51:55,4192718.8,840039.6
2015-04-12 14:51:56,4266267.1,866585.7
2015-04-12 14:51:57,4339815.4,893131.8
2015-04-12 14:51:58,4413363.7,919677.9
2015-04-12 14:51:59,4486912.0,946224.0
2015-04-12 14:52:00,4244637.8,888773.2
2015-04-12 14:52:01,4002363.6,831322.4
2015-04-12 14:52:02,3760089.4,773871.6
2015-04-12 14:52:03,3517815.2,716420.8
2015-04-12 14:52:04,3275541.0,658970.0
2015-04-12 14:52:05,3033266.8,601519.2
2015-04-12 14:52:06,2790992.6,544068.4
2015-04-12 14:52:07,2548718.4,486617.6
2015-04-12 14:52:08,2306444.2,429166.8
2015-04-12 14:52:09,2064170.0,371716.0
2015-04-12 14:52:10,2201549.5,385814.9
2015-04-12 14:52:11,2338929.0,399913.8
2015-04-12 14:52:12,2476308.5,414012.7
2015-04-12 14:52:13,2613688.0,428111.6
2015-04-12 14:52:14,2751067.5,442210.5
2015-04-12 14:52:15,2888447.0,456309.4
2015-04-12 14:52:16,3025826.5,470408.3
2015-04-12 14:52:17,3163206.0,484507.2
2015-04-12 14:52:18,3300585.5,498606.1
2015-04-12 14:52:19,3437965.0,512705.0
2015-04-12 14:52:20,3193637.5,456653.2
2015-04-12 14:52:21,2949310.0,400601.4
2015-04-12 14:52:22,2704982.5,344549.6
2015-04-12 14:52:23,2460655.0,288497.8
2015-04-12 14:52:24,2216327.5,232446.0
2015-04-12 14:52:25,1972000.0,176394.2
2015-04-12 14:52:26,1727672.5,120342.4
2015-04-12 14:52:27,1483345.0,64290.6
2015-04-12 14:52:28,1239017.5,8238.8
2015-04-12 14:52:29,994690.0,-47813.0
2015-04-12 14:52:30,908625.4,-25259.9
2015-04-12 14:52:31,822560.8,-2706.8
2015-04-12 14:52:32,736496.2,19846.3
2015-04-12 14:52:33,650431.6,42399.4
2015-04-12 14:52:34,564367.0,64952.5
2015-04-12 14:52:35,478302.4,87505.6
2015-04-12 14:52:36,392237.8,110058.7
2015-04-12 14:52:37,306173.2,132611.8
2015-04-12 14:52:38,220108.6,155164.9
2015-04-12 14:52:39,134044.0,177718.0
2015-04-12 14:52:40,388297.9,199745.8
2015-04-12 14:52:41,642551.8,221773.6
2015-04-12 14:52:42,896805.7,243801.4
2015-04-12 14:52:43,1151059.6,265829.2
