,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM,lannum,lanvolt,lantemp_C,lanco_ppm,hnu,vim_eng_fuel_rate,vim_eng_ground_spd,vim_eng_load,vim_eng_payload,vim_eng_rpm,et_eng_fuel_rate,et_eng_ground_spd,et_eng_load,et_eng_rpm,ae52_BC,ae52_UVPM,co2bg_CO2ppm,co2tpi_CO2ppm,co2dil_CO2ppm,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow,gps_elevation,gps_latitude,gps_longitude,gps_velocity,gps2_elevation,gps2_latitude,gps2_longitude,gps2_velocity,testo_CO2,testo_CO2i,testo_COppm,testo_NO2ppm,testo_NOppm,testo_O2percent,testo_Pabs_hPa2,testo_Pump_Lmin,testo_SO2ppm,testo_Ta_C,testo_Tf_C
2015-04-12 14:35:03,0.025,0.025,0.025,0.025,0.025,11900,0.0811,22.117,8.11,2.8,35.61,0.0,21.0,0.0,1257.5,8.0,-0.1,7.0,704.0,34778.6,20063.0,420.0,4322.8,345.0,31.6,4.957,4.921,101.3,101.3,101.3,96.19,20.81,21.24,20.04,32.43,15.984,25.9891891892,5702.82034189,11142.1066426,0.0,276.0,5702.819,11142.1137,1.0,0.0,0.06,42.8,1.0,4.7,20.94,960.0,1.06,0.0,25.5,28.2
2015-04-12 14:35:04,0.033,0.033,0.033,0.033,0.033,11901,0.07961,22.117,7.961,2.8,24.079,0.0,14.0,0.0,1266.5,8.0,-0.1,7.0,701.0,30583.5,18145.5,420.0,3982.0,341.05,31.61,4.904,5.047,101.3,101.3,101.3,96.21,20.8,21.25,20.05,32.46,16.063,26.1405405405,5702.82030541,11142.1066216,0.0,276.0,5702.819,11142.1136,1.0,0.0,0.06,42.8,1.0,4.7,20.94,960.0,1.055,0.0,25.5,28.2
2015-04-12 14:35:05,0.045,0.045,0.045,0.045,0.045,11902,0.07839,22.115,7.839,2.8,29.917,0.0,16.0,0.0,1317.0,8.0,-0.1,7.0,700.0,26388.4,16228.0,420.0,3641.2,337.1,31.47,4.821,4.867,101.3,101.3,101.3,96.23,20.83,21.25,20.06,32.41,15.732,26.2918918919,5702.82026892,11142.1066007,0.0,276.0,5702.819,11142.1136,1.0,0.0,0.06,42.8,1.0,4.7,20.94,960.0,1.05,0.0,25.5,28.2
2015-04-12 14:35:06,0.064,0.064,0.064,0.064,0.064,11903,0.07729,22.114,7.729,2.8,30.67,0.0,17.0,0.0,1344.5,8.1,-0.1,7.0,700.0,22193.3,14310.5,420.0,3196.5,336.3,31.66,5.258,5.145,101.3,101.3,101.3,96.17,20.79,21.22,20.04,32.43,16.009,26.4432432432,5702.82023243,11142.1065797,0.0,276.0,5702.819,11142.1136,1.0,0.0,0.06,42.9,1.0,4.3,20.94,960.0,1.05,0.0,25.5,28.2
2015-04-12 14:35:07,0.094,0.094,0.094,0.094,0.094,11904,0.07683,22.112,7.683,2.8,30.393,0.0,16.0,0.0,1382.5,8.1,-0.2,7.0,700.0,17998.2,12393.0,420.0,3102.05,336.433333333,31.57,5.289,4.932,101.3,101.3,101.3,96.19,20.78,21.27,20.05,32.43,15.895,26.5945945946,5702.82019595,11142.1065588,0.0,276.0,5702.819,11142.1136,1.0,0.0,0.06,42.9,1.0,4.3,20.94,960.0,1.05,0.0,25.5,28.2
2015-04-12 14:35:08,0.13,0.13,0.13,0.13,0.13,11905,0.07523,22.112,7.523,2.8,28.61,0.0,16.0,0.0,1416.5,8.1,-0.1,7.0,700.0,13803.1,10475.5,420.0,3007.6,336.566666667,31.56,4.844,4.931,101.3,101.3,101.3,96.18,20.82,21.25,20.05,32.37,16.245,26.7459459459,5702.82015946,11142.1065378,0.0,276.0,5702.819,11142.1135,1.0,0.0,0.06,43.1,0.8,4.3,20.94,960.0,1.05,0.0,25.5,28.1
2015-04-12 14:35:09,0.172,0.172,0.172,0.172,0.172,11906,0.07465,22.111,7.465,2.8,24.013,0.0,14.0,0.0,1418.5,8.1,-0.1,7.0,700.0,9608.0,8558.0,420.0,2913.7,336.7,31.55,4.806,4.987,101.3,101.3,101.3,96.25,20.83,21.26,20.04,32.43,16.136,26.8972972973,5702.82012297,11142.1065169,0.0,276.0,5702.819,11142.1135,1.0,0.0,0.06,43.1,0.8,4.1,20.94,960.0,1.06,0.0,25.5,28.1
2015-04-12 14:35:10,0.212,0.212,0.212,0.212,0.212,11907,0.07465,22.109,7.465,2.8,28.544,0.0,16.0,0.0,1408.5,8.0,-0.1,7.0,701.0,15334.9,15835.1,420.0,2914.95,340.25,31.62,5.1,4.902,101.3,101.3,101.3,96.22,20.8,21.25,20.04,32.44,15.971,27.0486486486,5702.82008649,11142.1064959,0.0,276.0,5702.819,11142.1135,1.0,0.0,0.06,43.1,0.8,4.0,20.94,960.0,1.06,0.0,25.5,28.1
2015-04-12 14:35:11,0.25,0.251,0.251,0.251,0.251,11908,0.07465,22.108,7.465,2.8,30.419,0.0,16.0,0.0,1425.5,8.1,-0.2,7.0,700.0,21061.8,23112.2,420.0,2916.2,343.8,31.63,4.92,5.056,101.3,101.3,101.3,96.2,20.8,21.26,20.03,32.41,16.207,27.2,5702.82005,11142.106475,0.0,276.0,5702.819,11142.1135,1.0,0.0,0.06,43.1,0.8,3.9,20.94,960.0,1.06,0.0,25.5,28.1
2015-04-12 14:35:12,0.302,0.302,0.302,0.302,0.302,11909,0.07599,22.108,7.599,2.8,26.76,0.0,15.0,0.0,1430.0,8.1,-0.1,7.0,700.0,26788.7,30389.3,420.0,3117.36666667,360.9,31.56,4.987,4.932,101.3,101.3,101.3,96.18,20.81,21.28,20.04,32.44,15.958,27.3513513514,5702.82001351,11142.1064541,0.0,276.0,5702.819,11142.1134,1.0,0.0,0.06,43.1,0.8,3.9,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:13,0.332,0.332,0.332,0.332,0.332,11910,0.07721,22.106,7.721,2.8,0.0,0.0,0.0,0.0,1260.5,8.0,-0.2,7.0,700.0,32515.6,37666.4,420.0,3318.53333333,375.2,31.61,5.09,5.046,101.3,101.3,101.3,96.19,20.8,21.26,20.04,32.42,16.201,27.5027027027,5702.81997703,11142.1064331,0.0,276.0,5702.819,11142.1134,1.2,0.0,0.06,43.1,0.8,3.9,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:14,0.324,0.325,0.325,0.325,0.325,11911,0.07942,22.105,7.942,2.8,0.0,0.0,0.0,0.0,1084.0,7.9,-0.1,7.0,700.0,38242.5,44943.5,420.0,3519.7,389.5,31.43,4.878,4.795,101.3,101.3,101.3,96.27,20.83,21.29,20.05,32.43,15.691,27.6540540541,5702.81994054,11142.1064122,0.0,276.0,5702.8191,11142.1133,1.2,0.0,0.06,43.3,0.8,4.2,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:15,0.309,0.309,0.309,0.309,0.309,11912,0.08148,22.105,8.148,2.8,0.0,0.0,0.0,0.0,932.5,7.9,-0.1,7.0,701.0,43969.4,52220.6,419.0,4711.1,438.6,31.61,5.076,5.209,101.3,101.3,101.3,96.17,20.8,21.25,20.05,32.45,15.951,27.8054054054,5702.81990405,11142.1063912,0.0,276.0,5702.8192,11142.1131,1.2,0.0,0.06,43.4,0.8,4.2,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:16,0.324,0.324,0.324,0.324,0.324,11913,0.08423,22.103,8.423,2.8,0.0,0.0,0.0,0.0,805.0,8.0,-0.1,7.0,700.0,49696.3,59497.7,419.0,5464.8,477.8,31.49,5.081,4.921,101.3,101.3,101.3,96.33,20.8,21.27,20.04,32.41,16.037,27.9567567568,5702.81986757,11142.1063703,0.0,276.3,5702.8192,11142.1127,1.2,0.0,0.06,43.4,0.9,4.35,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:17,0.354,0.354,0.354,0.354,0.354,11914,0.08732,22.102,8.732,2.8,4.438,0.0,0.0,0.0,734.5,8.1,-0.1,7.0,700.0,55423.2,66774.8,419.0,6218.5,517.0,31.58,4.962,4.964,101.3,101.3,101.3,96.26,20.81,21.28,20.04,32.46,15.799,28.1081081081,5702.81983108,11142.1063493,0.0,276.5,5702.8189,11142.1118,1.2,0.0,0.06,43.4,1.0,4.5,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:18,0.362,0.363,0.363,0.363,0.363,11915,0.08907,22.102,8.907,2.8,5.468,0.0,5.0,0.0,678.5,8.2,-0.1,7.0,700.0,61150.1,74051.9,419.0,7750.5,596.4,31.58,4.944,4.936,101.3,101.3,101.3,96.27,20.82,21.28,20.05,32.47,15.474,28.2594594595,5702.81979459,11142.1063284,0.0,276.8,5702.819,11142.1118,1.2,0.0,0.06,43.4,1.0,4.5,20.94,960.0,1.06,0.0,25.6,28.1
2015-04-12 14:35:19,0.363,0.364,0.364,0.364,0.364,11916,0.09182,22.1,9.182,2.8,8.969,0.0,9.0,0.0,684.5,8.1,-0.1,7.0,700.0,66877.0,81329.0,419.0,8445.15,627.5,31.51,5.137,4.892,101.3,101.3,101.3,96.35,20.82,21.29,20.05,32.44,15.203,28.4108108108,5702.81975811,11142.1063074,0.0,276.7,5702.8183,11142.1111,1.2,0.0,0.06,43.2,1.0,5.2,20.94,960.0,1.06,0.0,25.6,28.1
2015-04-12 14:35:20,0.347,0.347,0.347,0.347,0.347,11917,0.09442,22.1,9.442,2.8,8.691,0.0,8.0,0.0,697.0,8.1,-0.1,7.0,700.0,77353.3,87909.0,419.0,9139.8,658.6,31.6,4.939,5.284,101.3,101.3,101.3,96.28,20.82,21.25,20.06,32.44,15.362,28.5621621622,5702.81972162,11142.1062865,0.0,276.7,5702.8182,11142.1113,1.2,0.0,0.07,43.2,1.0,5.2,20.94,960.0,1.06,0.0,25.6,28.1
2015-04-12 14:35:21,0.365,0.365,0.365,0.365,0.365,11918,0.09659,22.099,9.659,2.8,8.348,0.0,8.0,0.0,703.0,8.1,-0.1,7.0,700.0,87829.6,94489.0,419.0,10400.7,705.3,31.5,4.866,4.793,101.3,101.3,101.3,96.31,20.83,21.29,20.06,32.41,15.092,28.7135135135,5702.81968514,11142.1062655,0.0,276.6,5702.8183,11142.1113,1.1,0.0,0.07,43.1,1.2,6.4,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:22,0.374,0.374,0.374,0.374,0.374,11919,0.09899,22.097,9.899,2.8,7.436,0.0,7.0,0.0,705.0,8.1,-0.1,7.0,700.0,98305.9,101069.0,419.0,11015.55,732.6,31.58,5.193,5.083,101.3,101.3,101.3,96.26,20.81,21.27,20.04,32.42,15.173,28.8648648649,5702.81964865,11142.1062446,0.0,276.6,5702.8183,11142.1112,1.1,0.0,0.07,43.1,1.2,6.4,20.94,960.0,1.065,0.0,25.7,28.1
2015-04-12 14:35:23,0.333,0.334,0.334,0.334,0.334,11920,0.1017,22.097,10.17,2.8,7.318,0.0,7.0,0.0,701.5,8.1,-0.1,7.0,701.0,108782.2,107649.0,419.0,11630.4,759.9,31.47,4.786,4.97,101.3,101.3,101.3,96.32,20.84,21.29,20.07,32.42,14.897,29.0162162162,5702.81961216,11142.1062236,0.0,276.6,5702.8184,11142.1111,1.1,0.0,0.07,43.1,1.2,6.4,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:24,0.259,0.259,0.259,0.259,0.259,11921,0.10338,22.096,10.338,2.8,7.568,0.0,7.0,0.0,699.0,8.2,-0.1,7.0,700.0,119258.5,114229.0,419.0,12987.6,800.3,31.61,5.254,5.187,101.3,101.3,101.3,96.3,20.82,21.27,20.04,32.4,15.002,29.1675675676,5702.81957568,11142.1062027,0.0,276.6,5702.8184,11142.111,1.1,0.0,0.07,43.3,1.2,7.6,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:25,0.212,0.212,0.212,0.212,0.212,11922,0.10498,22.096,10.498,2.8,7.687,0.0,7.0,0.0,698.5,8.1,-0.1,7.0,700.0,129734.8,120809.0,419.0,13527.6,817.3,31.52,5.114,4.829,101.3,101.3,101.3,96.29,20.81,21.31,20.07,32.39,15.028,29.3189189189,5702.81953919,11142.1061818,0.0,276.6,5702.8184,11142.1109,1.1,0.0,0.07,43.3,1.4,7.6,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:26,0.18,0.18,0.18,0.18,0.18,11923,0.10529,22.094,10.529,2.8,7.978,0.0,7.0,0.0,699.0,8.2,-0.1,7.0,700.0,140211.1,127389.0,419.0,14067.6,834.3,31.63,4.871,5.086,101.3,101.3,101.3,96.31,20.83,21.28,20.05,32.44,15.128,29.4702702703,5702.8195027,11142.1061608,0.0,276.6,5702.8185,11142.1107,1.0,0.0,0.11,43.4,1.4,7.6,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:27,0.154,0.154,0.154,0.154,0.154,11924,0.10582,22.094,10.582,2.8,7.846,0.0,7.0,0.0,700.0,8.0,-0.1,7.0,700.0,150687.4,133969.0,419.0,14659.3,833.9,31.57,4.93,5.159,101.3,101.3,101.3,96.34,20.84,21.28,20.05,32.42,15.177,29.6216216216,5702.81946622,11142.1061399,0.0,276.6,5702.8186,11142.1106,1.0,0.0,0.11,43.4,1.4,8.7,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:28,0.147,0.147,0.147,0.147,0.147,11925,0.10559,22.093,10.559,2.8,7.912,0.0,7.0,0.0,700.5,8.1,-0.1,7.0,700.0,161163.7,140549.0,418.5,14928.75,808.35,31.55,4.843,4.757,101.3,101.3,101.3,96.33,20.84,21.31,20.07,32.43,14.802,29.772972973,5702.81942973,11142.1061189,0.0,276.6,5702.8186,11142.1105,1.0,0.0,0.11,43.4,1.4,9.2,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:29,0.135,0.135,0.135,0.135,0.135,11926,0.10536,22.093,10.536,2.8,7.912,0.0,7.0,0.0,700.0,8.1,-0.1,7.0,699.0,171640.0,147129.0,418.0,15198.2,782.8,31.63,4.998,5.28,101.3,101.3,101.3,96.34,20.83,21.27,20.04,32.45,15.109,29.9243243243,5702.81939324,11142.106098,0.0,276.6,5702.8186,11142.1104,1.0,0.0,0.11,43.4,1.4,9.7,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:30,0.138,0.138,0.138,0.138,0.138,11927,0.10452,22.091,10.452,2.8,7.912,0.0,7.0,0.0,700.0,8.1,-0.1,7.0,700.0,165124.8,139765.5,418.0,15438.8,724.9,31.53,4.994,4.839,101.3,101.3,101.3,96.33,20.82,21.3,20.06,32.44,15.039,30.0756756757,5702.81935676,11142.106077,0.0,276.6,5702.8187,11142.1103,1.0,0.0,0.11,43.4,1.4,9.7,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:31,0.134,0.134,0.134,0.134,0.134,11928,0.1038,22.091,10.38,2.8,7.938,0.0,7.0,0.0,700.0,8.0,-0.1,7.0,701.0,158609.6,132402.0,418.0,15612.5,706.6,31.59,5.111,5.087,101.3,101.3,101.3,96.32,20.82,21.29,20.05,32.44,15.063,30.227027027,5702.81932027,11142.1060561,0.0,276.6,5702.8187,11142.1102,1.0,0.0,0.12,43.4,1.6,9.7,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:32,0.117,0.117,0.117,0.117,0.117,11929,0.10296,22.09,10.296,2.8,7.938,0.0,7.0,0.0,700.0,8.0,-0.1,7.0,700.0,152094.4,125038.5,418.0,15786.2,688.3,31.42,4.778,4.918,101.3,101.3,101.3,96.4,20.84,21.29,20.07,32.44,14.806,30.3783783784,5702.81928378,11142.1060351,0.0,276.6,5702.8187,11142.1101,1.0,0.0,0.12,43.4,1.6,10.2,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:33,0.096,0.096,0.096,0.096,0.096,11930,0.10197,22.09,10.197,2.8,8.031,0.0,7.0,0.0,700.0,8.0,-0.1,7.0,700.0,145579.2,117675.0,418.0,15958.3,670.0,31.61,4.854,5.135,101.3,101.3,101.3,96.32,20.84,21.29,20.04,32.43,15.105,30.5297297297,5702.8192473,11142.1060142,0.0,276.6,5702.8186,11142.1101,1.0,0.0,0.12,43.4,1.6,10.2,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:34,0.082,0.082,0.082,0.082,0.082,11931,0.10086,22.088,10.086,2.8,7.938,0.0,7.0,0.0,699.5,8.1,-0.1,7.0,699.0,139064.0,110311.5,418.0,16074.4,649.0,31.53,4.88,4.799,101.3,101.3,101.3,96.35,20.83,21.32,20.05,32.43,15.004,30.6810810811,5702.81921081,11142.1059932,0.0,276.6,5702.8186,11142.11,1.0,0.0,0.12,43.5,1.6,10.05,20.94,960.0,1.06,0.0,25.7,28.05
2015-04-12 14:35:35,0.089,0.089,0.089,0.089,0.089,11932,0.09957,22.088,9.957,2.8,8.004,0.0,7.0,0.0,700.5,8.1,-0.1,7.0,700.0,132548.8,102948.0,418.0,16190.5,628.0,31.62,5.402,5.166,101.3,101.3,101.3,96.3,20.82,21.29,20.06,32.44,15.101,30.8324324324,5702.81917432,11142.1059723,0.0,276.6,5702.818,11142.1095,1.0,0.0,0.12,43.6,1.6,9.9,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:36,0.095,0.095,0.095,0.095,0.095,11933,0.09831,22.088,9.831,2.8,8.004,0.0,7.0,0.0,700.0,8.1,-0.1,7.0,700.0,126033.6,95584.5,418.0,16208.6666667,596.3,31.4,4.955,4.955,101.3,101.3,101.3,96.33,20.85,21.32,20.06,32.46,14.572,30.9837837838,5702.81913784,11142.1059514,0.0,276.6,5702.8183,11142.109,1.0,0.0,0.12,43.6,1.6,9.9,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:37,0.096,0.097,0.096,0.097,0.097,11934,0.09716,22.087,9.716,2.8,8.031,0.0,7.0,0.0,700.0,8.1,-0.2,7.0,700.0,119518.4,88221.0,418.0,16226.8333333,581.4,31.61,5.195,5.047,101.3,101.3,101.3,96.33,20.82,21.31,20.02,32.43,15.207,31.1351351351,5702.81910135,11142.1059304,0.0,276.5,5702.8184,11142.1076,1.0,0.0,0.12,43.7,1.6,8.9,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:38,0.097,0.097,0.097,0.097,0.097,11935,0.09567,22.087,9.567,2.8,8.07,0.0,8.0,0.0,700.5,8.0,-0.1,7.0,700.0,113003.2,80857.5,418.0,16245.0,566.5,31.55,5.127,4.93,101.3,101.3,101.3,96.31,20.83,21.32,20.04,32.43,14.947,31.2864864865,5702.81906486,11142.1059095,0.0,276.6,5702.8187,11142.1075,1.0,0.0,0.1,43.7,1.6,8.9,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:39,0.098,0.098,0.098,0.098,0.098,11936,0.09442,22.085,9.442,2.8,7.978,0.0,7.0,0.0,700.5,8.1,-0.1,7.0,700.0,106488.0,73494.0,418.0,16333.4,537.1,31.55,4.803,4.94,101.3,101.3,101.3,96.32,20.85,21.32,20.06,32.45,15.168,31.4378378378,5702.81902838,11142.1058885,0.0,276.2,5702.8188,11142.1064,1.0,0.0,0.1,43.6,1.4,8.0,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:40,0.102,0.102,0.102,0.102,0.102,11937,0.09342,22.085,9.342,2.8,8.07,0.0,8.0,0.0,700.0,8.1,-0.1,7.0,700.0,101944.4,71294.1,418.0,16406.8,527.7,31.52,4.985,4.968,101.3,101.3,101.3,96.36,20.85,21.31,20.06,32.45,14.767,31.5891891892,5702.81899189,11142.1058676,0.0,276.2,5702.8189,11142.1064,1.0,0.0,0.1,43.6,1.4,8.0,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:41,0.113,0.113,0.113,0.113,0.113,11938,0.09236,22.085,9.236,2.8,8.004,0.0,7.0,0.0,699.5,8.1,-0.1,7.0,700.0,97400.8,69094.2,418.0,16480.2,518.3,31.53,4.861,4.964,101.3,101.3,101.3,96.32,20.85,21.32,20.04,32.44,15.177,31.7405405405,5702.81895541,11142.1058466,0.0,275.3,5702.8192,11142.1051,1.0,0.0,0.1,43.6,1.4,8.0,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:42,0.115,0.115,0.115,0.115,0.115,11939,0.09155,22.084,9.155,2.8,8.004,0.0,7.0,0.0,700.5,8.1,-0.1,7.0,700.0,92857.2,66894.3,418.0,16525.1,501.8,31.57,5.051,5.042,101.3,101.3,101.3,96.33,20.83,21.31,20.05,32.43,15.115,31.8918918919,5702.81891892,11142.1058257,0.0,274.7,5702.8199,11142.1046,1.1,0.0,0.1,43.5,1.4,7.3,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:43,0.116,0.116,0.116,0.116,0.116,11940,0.09056,22.084,9.056,2.8,7.978,0.0,7.0,0.0,700.0,8.1,-0.1,7.0,701.0,88313.6,64694.4,418.0,16651.5,498.0,31.55,5.167,5.024,101.3,101.3,101.3,96.31,20.83,21.31,20.05,32.42,15.079,32.0432432432,5702.81888243,11142.1058047,0.0,274.3,5702.8202,11142.1045,1.0,0.0,0.1,43.5,1.2,7.3,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:44,0.118,0.118,0.118,0.118,0.118,11941,0.0898,22.084,8.98,2.8,8.004,0.0,7.0,0.0,700.0,8.5,-0.1,7.0,697.0,83770.0,62494.5,418.0,16777.9,494.2,31.62,4.904,5.066,101.3,101.3,101.3,96.36,20.84,21.31,20.04,32.44,15.025,32.1945945946,5702.81884595,11142.1057838,0.0,274.2,5702.8199,11142.1042,1.0,0.0,0.08,43.6,1.0,7.3,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:45,0.097,0.097,0.097,0.097,0.097,11942,0.08904,22.082,8.904,2.8,8.004,0.0,7.0,0.0,700.5,9.6,-0.1,8.0,692.0,79226.4,60294.6,418.0,16814.1,493.1,31.53,4.965,5.016,101.3,101.3,101.3,96.34,20.87,21.32,20.05,32.45,15.144,32.3459459459,5702.81880946,11142.1057628,0.0,273.8,5702.8198,11142.1045,1.0,0.0,0.08,43.6,1.0,6.6,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:46,0.086,0.086,0.086,0.086,0.086,11943,0.08824,22.082,8.824,2.8,8.07,0.0,8.0,0.0,700.0,9.7,-0.1,9.0,699.0,74682.8,58094.7,418.0,16966.7,493.0,31.53,4.91,4.93,101.3,101.3,101.3,96.35,20.86,21.32,20.05,32.43,15.031,32.4972972973,5702.81877297,11142.1057419,0.0,274.2,5702.8195,11142.104,1.0,0.0,0.08,43.65,1.0,6.6,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:47,0.101,0.101,0.101,0.101,0.101,11944,0.08747,22.082,8.747,2.8,8.097,0.0,8.0,0.0,699.5,8.5,-0.1,9.0,705.0,70139.2,55894.8,418.0,17119.3,492.9,31.56,4.823,5.059,101.3,101.3,101.3,96.35,20.87,21.31,20.06,32.45,15.106,32.6486486486,5702.81873649,11142.1057209,0.0,273.3,5702.819,11142.1048,1.0,0.0,0.08,43.7,1.0,6.6,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:48,0.113,0.113,0.113,0.113,0.113,11945,0.08671,22.081,8.671,2.8,7.978,0.0,7.0,0.0,700.5,8.0,-0.1,7.0,706.0,65595.6,53694.9,418.0,17140.0,493.0,31.57,4.984,5.01,101.3,101.3,101.3,96.36,20.85,21.31,20.04,32.41,14.99,32.8,5702.8187,11142.1057,0.0,272.3,5702.8187,11142.1057,1.0,0.0,0.08,43.7,1.0,6.3,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:49,0.106,0.107,0.106,0.107,0.107,11946,0.08602,22.081,8.602,2.8,8.004,0.0,7.0,0.0,700.5,8.0,-0.1,7.0,701.0,61052.0,51495.0,418.0,17168.75,491.15,31.55,4.992,4.929,101.3,101.3,101.3,96.34,20.85,21.32,20.04,32.42,15.0,32.8,5702.81880323,11142.1057,0.0,272.7,5702.8189,11142.1052,1.0,0.0,0.08,43.7,1.0,6.3,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:50,0.086,0.087,0.086,0.087,0.087,11947,0.08541,22.081,8.541,2.8,8.004,0.0,7.0,0.0,700.5,8.0,-0.1,7.0,700.0,60437.9,50706.8,418.0,17197.5,489.3,31.58,5.101,4.895,101.3,101.3,101.3,96.33,20.85,21.34,20.04,32.43,15.082,32.8,5702.81890645,11142.1057,0.0,272.3,5702.8182,11142.1057,1.0,0.0,0.07,43.8,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:51,0.077,0.077,0.077,0.077,0.077,11948,0.08473,22.081,8.473,2.8,8.031,0.0,7.0,0.0,700.5,8.1,-0.1,7.0,700.0,59823.8,49918.6,418.0,17285.4,488.5,31.59,4.874,4.95,101.3,101.3,101.3,96.34,20.86,21.34,20.04,32.43,14.86,32.8,5702.81900968,11142.1057,0.0,272.3,5702.8182,11142.1056,1.1,0.0,0.07,43.8,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:52,0.073,0.073,0.073,0.073,0.073,11949,0.08408,22.079,8.408,2.8,8.123,0.0,8.0,0.0,700.0,8.1,-0.1,7.0,700.0,59209.7,49130.4,418.0,17287.65,488.35,31.61,4.888,5.09,101.3,101.3,101.3,96.34,20.86,21.32,20.04,32.43,15.058,32.8,5702.8191129,11142.1057,0.0,272.3,5702.8183,11142.1055,1.1,0.0,0.07,43.75,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:53,0.066,0.066,0.066,0.066,0.066,11950,0.08328,22.079,8.328,2.8,7.978,0.0,7.0,0.0,700.5,8.1,-0.1,7.0,700.0,58595.6,48342.2,418.0,17289.9,488.2,31.49,4.924,5.062,101.3,101.3,101.3,96.34,20.87,21.33,20.04,32.44,14.834,32.8,5702.81921613,11142.1057,0.0,272.3,5702.8184,11142.1054,1.0,0.0,0.07,43.7,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:54,0.064,0.064,0.064,0.064,0.064,11951,0.08236,22.079,8.236,2.8,8.031,0.0,7.0,0.0,699.5,8.0,-0.1,7.0,701.0,57981.5,47554.0,418.0,17305.7,480.7,31.54,4.963,5.117,101.3,101.3,101.3,96.32,20.86,21.34,20.05,32.43,15.163,32.8,5702.81931935,11142.1057,0.0,272.3,5702.8185,11142.1053,1.0,0.0,0.07,43.7,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:55,0.067,0.067,0.067,0.067,0.067,11952,0.08148,22.079,8.148,2.8,8.031,0.0,7.0,0.0,700.0,8.1,-0.1,7.0,700.0,57367.4,46765.8,418.0,17290.6,475.166666667,31.51,4.914,4.889,101.3,101.3,101.3,96.36,20.86,21.35,20.05,32.43,14.818,32.8,5702.81942258,11142.1057,0.0,272.3,5702.8186,11142.1052,1.0,0.0,0.08,43.7,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:56,0.068,0.068,0.068,0.068,0.068,11953,0.08057,22.078,8.057,2.8,8.07,0.0,8.0,0.0,700.0,8.1,-0.1,7.0,700.0,56753.3,45977.6,418.0,17275.5,469.633333333,31.56,4.937,5.03,101.3,101.3,101.3,96.33,20.86,21.32,20.05,32.43,15.082,32.8,5702.81952581,11142.1057,0.0,272.3,5702.8186,11142.1051,1.0,0.0,0.07,43.7,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
