,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM,lannum,lanvolt,lantemp_C,lanco_ppm,hnu,vim_eng_fuel_rate,vim_eng_ground_spd,vim_eng_load,vim_eng_payload,vim_eng_rpm,et_eng_fuel_rate,et_eng_ground_spd,et_eng_load,et_eng_rpm,ae52_BC,ae52_UVPM,co2bg_CO2ppm,co2tpi_CO2ppm,co2dil_CO2ppm,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow,gps_elevation,gps_latitude,gps_longitude,gps_velocity,gps2_elevation,gps2_latitude,gps2_longitude,gps2_velocity,testo_CO2,testo_CO2i,testo_COppm,testo_NO2ppm,testo_NOppm,testo_O2percent,testo_Pabs_hPa2,testo_Pump_Lmin,testo_SO2ppm,testo_Ta_C,testo_Tf_C
2015-04-12 14:43:26,2.0,2.0,2.0,2.0,2.0,12403,0.33776,22.564,33.776,2.8,0.0,21.437,0.0,0.0,1794.5,0.0,0.7,0.0,1503.0,100181.7,88339.1,416.0,5992.5,484.9,31.44,4.966,4.967,101.3,101.3,101.3,96.62,21.29,22.11,19.19,32.03,16.107,326.201639344,5703.32057172,11142.1558902,13.2012295082,287.1,5703.3282,11142.4228,1.3,0.0,0.14,11.2,0.6,8.7,20.94,960.2,1.06,0.0,25.9,27.0
2015-04-12 14:43:27,1.75,1.75,1.75,1.75,1.75,12404,0.33238,22.565,33.238,2.8,84.046,20.816,37.0,0.0,1757.0,0.0,0.7,0.0,1421.0,89747.8,91897.4,419.0,5431.7,570.8,31.36,5.011,5.173,101.3,101.3,101.3,96.74,21.29,22.11,19.2,32.04,16.258,326.77704918,5703.3237459,11142.1560377,13.2327868852,286.9,5703.3309,11142.4161,1.3,0.0,0.14,11.2,0.8,7.8,20.94,960.2,1.06,0.0,25.9,27.0
2015-04-12 14:43:28,1.39,1.39,1.39,1.39,1.39,12405,0.32929,22.567,32.929,2.9,181.472,20.816,85.0,0.0,1773.0,0.0,0.5,0.0,1410.0,79313.9,95455.7,419.5,6573.4,641.433333333,31.17,4.846,4.867,101.3,101.3,101.3,96.96,21.28,22.13,19.2,32.01,16.456,327.352459016,5703.32692008,11142.1561852,13.2643442623,286.5,5703.3336,11142.4096,1.3,0.0,0.115,11.2,0.8,7.8,20.94,960.2,1.065,0.0,25.9,27.0
2015-04-12 14:43:29,1.01,1.01,1.01,1.01,1.01,12406,0.32628,22.568,32.628,2.9,103.938,20.816,50.0,0.0,1775.5,0.0,0.5,0.0,1372.0,68880.0,99014.0,420.0,7715.1,712.066666667,31.25,5.047,5.014,101.3,101.3,101.3,97.23,21.28,22.12,19.21,32.09,16.701,327.927868852,5703.33009426,11142.1563328,13.2959016393,285.5,5703.3362,11142.4037,1.3,0.0,0.09,11.2,0.8,7.8,20.94,960.2,1.07,0.0,25.9,27.0
2015-04-12 14:43:30,0.733,0.733,0.733,0.733,0.733,12407,0.32303,22.57,32.303,2.8,0.0,20.505,0.0,0.0,1708.5,0.0,0.6,0.0,1334.0,106651.2,112359.7,424.0,11350.9,782.7,31.38,5.004,5.135,101.3,101.3,101.3,96.98,21.28,22.1,19.2,32.02,16.107,328.503278689,5703.33326844,11142.1564803,13.3274590164,285.0,5703.3389,11142.3978,1.5,0.0,0.09,11.3,0.6,7.4,20.94,960.2,1.07,0.0,25.9,27.0
2015-04-12 14:43:31,0.548,0.549,0.549,0.549,0.549,12408,0.31907,22.571,31.907,2.8,0.0,19.884,0.0,0.0,1672.5,0.0,1.3,44.0,1584.0,144422.4,125705.4,425.0,12024.35,862.85,31.36,5.312,4.928,101.3,101.3,101.3,96.97,21.27,22.13,19.2,32.05,16.09,329.078688525,5703.33644262,11142.1566279,13.3590163934,284.0,5703.3417,11142.3913,1.7,0.0,0.09,11.3,0.6,7.4,20.94,960.2,1.07,0.0,25.9,27.0
2015-04-12 14:43:32,0.409,0.41,0.409,0.41,0.41,12409,0.31453,22.571,31.453,2.8,58.527,19.884,25.0,0.0,1672.5,0.0,1.2,0.0,1555.0,182193.6,139051.1,426.0,12697.8,943.0,31.32,4.861,4.894,101.3,101.3,101.3,97.0,21.28,22.13,19.2,32.02,16.145,329.654098361,5703.3396168,11142.1567754,13.3905737705,283.7,5703.3449,11142.3843,1.7,0.0,0.09,11.7,0.4,7.5,20.94,960.2,1.07,0.0,25.9,27.0
2015-04-12 14:43:33,0.301,0.301,0.301,0.301,0.301,12410,0.30953,22.573,30.953,2.8,102.749,19.262,46.0,0.0,1638.0,68.4,1.0,0.0,1480.0,219964.8,152396.8,428.0,12459.8333333,909.7,31.36,4.826,4.954,101.3,101.3,101.3,97.01,21.28,22.11,19.2,32.01,16.121,330.229508197,5703.34279098,11142.156923,13.4221311475,283.2,5703.3479,11142.3768,1.3,0.0,0.09,11.7,0.4,7.5,20.94,960.2,1.07,0.0,25.9,27.0
2015-04-12 14:43:34,0.204,0.204,0.204,0.204,0.204,12411,0.30411,22.574,30.411,2.8,29.772,19.884,11.0,0.0,1671.5,92.2,3.1,30.0,1475.0,257736.0,165742.5,428.5,12221.8666667,865.6,31.33,4.982,4.883,101.3,101.3,101.3,97.0,21.27,22.14,19.2,32.0,15.771,330.804918033,5703.34596516,11142.1570705,13.4536885246,282.7,5703.3514,11142.3693,1.3,0.0,0.09,11.8,0.4,7.95,20.94,960.2,1.07,0.0,25.9,27.0
2015-04-12 14:43:35,0.139,0.139,0.139,0.139,0.139,12412,0.29892,22.576,29.892,2.8,9.193,19.262,0.0,0.0,1659.5,108.6,4.7,54.0,1542.0,295507.2,179088.2,429.0,11983.9,821.5,31.45,5.244,5.24,101.3,101.3,101.3,96.92,21.26,22.1,19.18,31.99,16.0,331.380327869,5703.34913934,11142.157218,13.4852459016,282.0,5703.3547,11142.3619,1.3,0.0,0.09,11.9,0.4,8.4,20.94,960.2,1.07,0.0,25.9,27.0
2015-04-12 14:43:36,0.328,0.329,0.328,0.329,0.329,12413,0.29347,22.576,29.347,2.8,86.106,19.262,38.0,0.0,1653.5,134.1,7.7,64.0,1586.0,333278.4,192433.9,431.0,10597.8,717.8,31.33,4.857,4.739,101.3,101.3,101.3,96.96,21.3,22.14,19.19,32.0,16.002,331.955737705,5703.35231352,11142.1573656,13.5168032787,281.0,5703.3577,11142.3544,1.3,0.0,0.09,11.9,0.4,8.4,20.94,961.4,1.07,0.0,25.9,27.1
2015-04-12 14:43:37,1.33,1.33,1.33,1.33,1.33,12414,0.28847,22.577,28.847,2.8,9.563,19.262,1.0,0.0,1635.0,141.5,11.7,70.0,1677.0,371049.6,205779.6,431.0,9842.1,674.05,31.43,5.006,5.144,101.3,101.3,101.3,96.97,21.28,22.12,19.17,32.0,16.053,332.531147541,5703.3554877,11142.1575131,13.5483606557,280.6,5703.3615,11142.3474,1.3,0.0,0.13,12.0,0.4,8.4,20.94,961.4,1.07,0.0,26.0,27.1
2015-04-12 14:43:38,2.75,2.75,2.75,2.75,2.75,12415,0.28283,22.579,28.283,2.8,2.127,18.952,0.0,0.0,1617.0,172.3,18.5,82.0,1781.0,408820.8,219125.3,431.0,9086.4,630.3,31.37,5.007,4.918,101.3,101.3,101.3,97.08,21.29,22.13,19.2,32.01,15.77,333.106557377,5703.35866189,11142.1576607,13.5799180328,280.0,5703.3647,11142.3415,1.2,0.0,0.13,12.0,0.4,9.3,20.94,961.4,1.07,0.0,26.0,27.1
2015-04-12 14:43:39,3.6,3.6,3.6,3.6,3.6,12416,0.27996,22.58,27.996,2.8,102.841,18.952,51.0,0.0,1605.5,36.8,17.2,80.0,1833.0,446592.0,232471.0,431.333333333,7652.0,559.3,31.36,4.961,4.939,101.3,101.3,101.3,97.23,21.28,22.12,19.19,32.03,16.422,333.681967213,5703.36183607,11142.1578082,13.6114754098,279.8,5703.369,11142.3348,1.2,0.0,0.13,12.2,0.4,9.3,20.94,961.4,1.07,0.0,26.0,27.1
2015-04-12 14:43:40,3.66,3.66,3.66,3.66,3.66,12417,0.28054,22.582,28.054,2.8,94.771,18.952,47.0,0.0,1606.0,127.3,9.6,5.0,1789.0,475074.9,259332.3,431.666666667,7070.75,612.65,31.3,5.031,4.933,101.3,101.3,101.3,97.0,21.28,22.13,19.19,32.0,15.798,334.257377049,5703.36501025,11142.1579557,13.6430327869,279.5,5703.3721,11142.3289,1.2,0.0,0.13,12.2,0.5,9.3,20.94,961.4,1.07,0.0,26.0,27.1
2015-04-12 14:43:41,3.18,3.18,3.18,3.18,3.18,12418,0.28569,22.582,28.569,2.7,139.918,19.262,69.0,0.0,1657.5,0.0,11.0,56.0,1726.0,503557.8,286193.6,432.0,6489.5,666.0,31.4,5.159,5.008,101.3,101.3,101.3,96.96,21.28,22.12,19.18,31.98,16.099,334.832786885,5703.36818443,11142.1581033,13.6745901639,279.3,5703.3755,11142.3231,1.2,0.0,0.13,12.2,0.6,9.3,20.94,961.4,1.07,0.0,26.0,27.1
2015-04-12 14:43:42,2.4,2.4,2.4,2.4,2.4,12419,0.29313,22.583,29.313,2.7,36.138,19.884,14.0,0.0,1675.0,0.0,5.6,0.0,1646.0,532040.7,313054.9,434.0,7279.1,1199.8,31.26,4.82,5.013,101.3,101.3,101.3,96.97,21.31,22.13,19.18,32.0,15.683,335.408196721,5703.37135861,11142.1582508,13.706147541,279.1,5703.379,11142.3178,1.2,0.0,0.12,12.2,0.6,9.3,20.94,961.4,1.07,0.0,26.0,27.1
2015-04-12 14:43:43,1.75,1.75,1.75,1.75,1.75,12420,0.3006,22.585,30.06,2.7,44.248,19.884,17.0,0.0,1680.0,8.5,3.3,1.0,1563.0,560523.6,339916.2,434.0,10754.95,1520.1,31.41,4.96,5.037,101.3,101.3,101.3,96.91,21.28,22.12,19.17,31.97,16.053,335.983606557,5703.37453279,11142.1583984,13.737704918,278.9,5703.3826,11142.3125,1.2,0.0,0.12,12.6,0.6,8.5,20.94,961.4,1.07,0.0,26.0,27.0
2015-04-12 14:43:44,1.16,1.16,1.16,1.16,1.16,12421,0.30591,22.586,30.591,2.7,155.266,19.884,80.0,0.0,1676.5,0.0,2.6,6.0,1520.0,589006.5,366777.5,434.0,14230.8,1840.4,31.41,4.962,4.954,101.3,101.3,101.3,96.92,21.29,22.13,19.18,32.03,15.953,336.559016393,5703.37770697,11142.1585459,13.7692622951,278.6,5703.3863,11142.3072,1.2,0.0,0.12,12.8,0.6,8.5,20.94,961.4,1.07,0.0,26.0,27.0
2015-04-12 14:43:45,0.698,0.699,0.698,0.698,0.699,12422,0.30892,22.586,30.892,2.7,156.085,18.952,76.0,0.0,1607.5,1.1,2.0,7.0,1433.0,617489.4,393638.8,435.0,22509.0,2124.6,31.5,5.103,5.032,101.3,101.3,101.3,96.87,21.29,22.13,19.18,32.0,15.994,337.13442623,5703.38088115,11142.1586934,13.8008196721,278.4,5703.3901,11142.3019,1.3,0.0,0.12,12.8,0.6,8.4,20.94,962.1,1.07,0.0,26.0,27.0
2015-04-12 14:43:46,0.429,0.429,0.429,0.429,0.429,12423,0.30957,22.588,30.957,2.7,191.51,19.884,100.0,0.0,1690.0,81.0,2.6,31.0,1387.0,645972.3,420500.1,435.0,23655.45,2054.05,31.39,4.854,4.951,101.3,101.3,101.3,96.85,21.31,22.14,19.18,31.99,15.988,337.709836066,5703.38405533,11142.158841,13.8323770492,278.0,5703.3933,11142.2973,1.3,0.0,0.15,12.8,0.6,8.4,20.94,962.1,1.07,0.0,26.0,27.0
2015-04-12 14:43:47,0.302,0.302,0.302,0.302,0.302,12424,0.30842,22.589,30.842,2.7,176.162,19.884,82.0,0.0,1703.5,105.8,5.3,53.0,1456.0,674455.2,447361.4,435.0,24801.9,1983.5,31.48,5.032,4.998,101.3,101.3,101.3,96.76,21.28,22.13,19.17,31.98,15.721,338.285245902,5703.38722951,11142.1589885,13.8639344262,277.8,5703.3967,11142.292,1.1,0.0,0.18,12.8,0.6,8.4,20.94,962.1,1.07,0.0,26.0,27.0
2015-04-12 14:43:48,0.518,0.518,0.518,0.518,0.518,12425,0.30472,22.591,30.472,2.8,150.986,19.262,74.0,0.0,1641.0,127.1,7.6,61.0,1548.0,702938.1,474222.7,435.0,22898.6,1636.1,31.55,5.321,5.039,101.3,101.3,101.3,96.73,21.28,22.14,19.16,32.0,15.821,338.860655738,5703.39040369,11142.1591361,13.8954918033,277.6,5703.4002,11142.2875,1.1,0.0,0.18,13.0,0.6,11.3,20.94,962.1,1.07,0.0,26.0,27.0
2015-04-12 14:43:49,1.38,1.38,1.38,1.38,1.38,12426,0.30034,22.592,30.034,2.8,164.802,18.952,79.0,0.0,1600.0,147.1,10.6,71.0,1645.0,731421.0,501084.0,435.0,21325.3,1461.4,31.84,4.832,4.969,101.3,101.3,101.3,96.91,21.29,22.14,19.15,31.96,16.275,339.436065574,5703.39357787,11142.1592836,13.9270491803,277.3,5703.4035,11142.283,1.1,0.0,0.18,13.0,0.6,11.3,20.94,962.1,1.07,0.0,25.9,27.0
2015-04-12 14:43:50,2.27,2.27,2.27,2.27,2.27,12427,0.2958,22.592,29.58,2.8,138.319,18.33,69.0,0.0,1567.0,0.0,10.7,66.0,1659.0,738935.2,508804.5,435.0,19752.0,1286.7,31.45,4.957,4.956,101.3,101.3,101.3,96.89,21.29,22.15,19.16,31.98,16.113,340.01147541,5703.39675205,11142.1594311,13.9586065574,277.1,5703.4067,11142.2786,1.1,0.0,0.18,13.2,0.8,11.3,20.94,962.1,1.07,0.0,26.0,27.1
2015-04-12 14:43:51,2.6,2.6,2.6,2.6,2.6,12428,0.29183,22.594,29.183,2.8,54.974,17.709,23.0,0.0,1542.0,147.4,9.7,41.0,1656.0,746449.4,516525.0,435.0,16662.8,1027.9,31.42,4.85,4.923,101.3,101.3,101.3,96.87,21.32,22.15,19.16,32.03,15.891,340.586885246,5703.39992623,11142.1595787,13.9901639344,276.7,5703.4099,11142.2741,1.4,0.0,0.18,13.2,0.8,16.2,20.94,962.1,1.07,0.0,26.0,27.1
2015-04-12 14:43:52,2.24,2.24,2.24,2.24,2.24,12429,0.28847,22.595,28.847,2.8,77.23,17.398,35.0,0.0,1478.5,129.9,16.3,61.0,1693.0,753963.6,524245.5,435.5,15614.65,1008.93333333,31.45,5.271,5.198,101.3,101.3,101.3,97.04,21.27,22.14,19.16,31.99,16.265,341.162295082,5703.40310041,11142.1597262,14.0217213115,276.4,5703.4127,11142.2703,1.1,0.0,0.18,13.3,0.7,17.05,20.94,962.1,1.07,0.0,26.0,27.1
2015-04-12 14:43:53,1.86,1.86,1.86,1.86,1.86,12430,0.28645,22.597,28.645,2.8,103.528,17.709,48.0,0.0,1523.5,135.1,19.3,58.0,1739.0,761477.8,531966.0,436.0,14566.5,989.966666667,31.08,4.887,4.818,101.3,101.3,101.3,97.23,21.3,22.17,19.18,32.0,16.446,341.737704918,5703.40627459,11142.1598738,14.0532786885,275.9,5703.4156,11142.2674,1.2,0.0,0.18,13.4,0.6,17.9,20.94,962.1,1.07,0.0,26.0,27.1
2015-04-12 14:43:54,1.62,1.62,1.62,1.62,1.62,12431,0.28531,22.597,28.531,2.8,156.957,18.33,77.0,0.0,1558.0,0.8,18.9,0.0,1674.0,768992.0,539686.5,436.0,14741.0,971.0,31.01,5.089,4.964,101.3,101.3,101.3,97.5,21.28,22.15,19.17,32.0,16.835,342.313114754,5703.40944877,11142.1600213,14.0848360656,275.6,5703.4181,11142.2638,1.2,0.0,0.18,13.4,0.6,17.9,20.94,962.1,1.07,0.0,26.0,27.1
2015-04-12 14:43:55,1.21,1.21,1.21,1.21,1.21,12432,0.28378,22.598,28.378,2.7,183.598,19.262,87.0,0.0,1640.0,0.0,8.6,0.0,1629.0,776506.2,547407.0,436.0,15297.55,994.55,30.66,5.21,4.98,101.3,101.3,101.3,98.01,21.26,22.1,19.18,32.01,17.284,342.88852459,5703.41262295,11142.1601689,14.1163934426,275.4,5703.4209,11142.2608,1.2,0.0,0.23,13.4,0.6,17.9,20.94,962.1,1.07,0.0,26.0,27.1
2015-04-12 14:43:56,0.889,0.89,0.889,0.89,0.89,12433,0.28214,22.6,28.214,2.7,101.111,20.505,49.0,0.0,1717.0,70.6,6.2,29.0,1572.0,784020.4,555127.5,436.0,15854.1,1018.1,30.25,5.587,5.32,101.3,101.3,101.3,98.77,21.26,22.08,19.19,32.0,18.041,343.463934426,5703.41579713,11142.1603164,14.1479508197,275.4,5703.4236,11142.2574,1.1,0.0,0.23,13.6,0.6,15.7,20.94,962.1,1.07,0.0,26.0,27.1
2015-04-12 14:43:57,0.735,0.735,0.735,0.735,0.735,12434,0.28,22.6,28.0,2.7,0.0,20.816,0.0,0.0,1780.0,62.1,8.2,32.0,1616.0,791534.6,562848.0,435.0,15618.3333333,975.2,30.9,5.326,5.167,101.3,101.3,101.3,99.01,21.23,22.06,19.15,32.01,18.024,344.039344262,5703.41897131,11142.1604639,14.1795081967,274.8,5703.4258,11142.2549,1.2,0.0,0.23,13.8,0.6,12.5,20.94,962.1,1.1,0.0,26.0,27.1
2015-04-12 14:43:58,1.53,1.53,1.53,1.53,1.53,12435,0.276,22.601,27.6,2.7,0.0,20.816,0.0,0.0,1796.0,92.8,7.7,19.0,1603.0,799048.8,570568.5,435.0,15382.5666667,887.25,30.62,4.953,5.088,101.3,101.3,101.3,98.52,21.25,22.09,19.17,31.97,16.612,344.614754098,5703.42214549,11142.1606115,14.2110655738,274.5,5703.429,11142.2512,1.2,0.0,0.23,13.8,0.7,12.5,20.94,962.1,1.1,0.0,25.95,27.05
2015-04-12 14:43:59,3.97,3.97,3.97,3.97,3.97,12436,0.27237,22.603,27.237,2.7,0.0,21.437,0.0,0.0,1800.5,60.6,10.4,26.0,1624.0,806563.0,578289.0,435.0,15146.8,799.3,31.87,4.756,5.021,101.3,101.3,101.3,98.46,21.23,22.06,19.13,31.92,16.819,345.190163934,5703.42531967,11142.160759,14.2426229508,273.9,5703.4324,11142.2476,1.1,0.0,0.23,13.8,0.8,12.5,20.94,962.1,1.1,0.0,25.9,27.0
2015-04-12 14:44:00,8.6,8.6,8.6,8.6,8.6,12437,0.27066,22.604,27.066,2.7,0.0,21.437,0.0,0.0,1818.0,97.6,12.2,46.0,1653.0,989652.4,704920.8,435.0,13211.8,684.9,31.23,4.654,4.652,101.3,101.3,101.3,97.95,21.27,22.11,19.16,31.93,15.104,345.76557377,5703.42849385,11142.1609066,14.2741803279,273.5,5703.4356,11142.2442,1.4,0.0,0.15,13.8,0.8,12.5,20.94,962.1,1.12,0.0,25.9,27.0
2015-04-12 14:44:01,13.6,13.6,13.6,13.6,13.6,12438,0.27722,22.604,27.722,2.7,0.0,21.748,0.0,0.0,1848.5,138.0,16.5,66.0,1648.0,1172741.8,831552.6,435.0,12028.75,963.55,31.28,4.839,4.839,101.3,101.3,101.3,97.7,21.26,22.16,19.18,31.94,14.939,346.340983607,5703.43166803,11142.1610541,14.3057377049,273.4,5703.4388,11142.2406,1.2,0.0,0.15,14.1,0.6,10.3,20.94,962.1,1.12,0.0,26.0,27.1
2015-04-12 14:44:02,15.0,15.0,15.0,15.0,15.0,12439,0.29927,22.606,29.927,2.7,0.0,22.991,0.0,0.0,1611.0,133.3,19.7,63.0,1721.0,1355831.2,958184.4,435.0,10845.7,1242.2,31.26,4.807,4.974,101.3,101.3,101.3,97.41,21.27,22.16,19.17,31.99,14.796,346.916393443,5703.43484221,11142.1612016,14.337295082,273.1,5703.4418,11142.2369,1.1,0.0,0.15,14.3,0.6,10.3,20.94,962.1,1.11,0.0,26.0,27.1
2015-04-12 14:44:03,13.9,13.9,13.9,13.9,13.9,12440,0.33402,22.606,33.402,2.7,0.0,23.923,0.0,0.0,1492.5,97.3,18.5,49.0,1723.0,1538920.6,1084816.2,434.666666667,9775.0,3600.5,31.38,4.911,5.192,101.3,101.3,101.3,97.12,21.29,22.14,19.18,31.96,14.88,347.491803279,5703.43801639,11142.1613492,14.368852459,272.9,5703.4448,11142.2332,1.1,0.0,0.15,14.3,0.6,8.8,20.94,962.1,1.11,0.0,26.0,27.1
2015-04-12 14:44:04,12.3,12.3,12.3,12.3,12.3,12441,0.37343,22.607,37.343,2.7,0.0,22.991,0.0,0.0,1432.5,27.9,13.1,15.0,1692.0,1722010.0,1211448.0,434.333333333,11129.0,5171.05,31.33,4.75,4.799,101.3,101.3,101.3,97.29,21.3,22.17,19.18,32.0,15.287,348.067213115,5703.44119057,11142.1614967,14.4004098361,272.7,5703.4477,11142.2295,1.1,0.0,0.14,14.3,0.6,8.8,20.94,962.1,1.095,0.0,26.0,27.1
2015-04-12 14:44:05,7.52,7.52,7.52,7.52,7.52,12442,0.41142,22.609,41.142,2.7,0.0,22.369,0.0,0.0,1414.5,27.5,8.5,10.0,1671.0,1905099.4,1338079.8,434.0,12483.0,6741.6,31.27,5.197,5.107,101.3,101.3,101.3,97.27,21.28,22.16,19.15,31.98,15.755,348.642622951,5703.44436475,11142.1616443,14.4319672131,272.6,5703.4505,11142.2261,1.1,0.0,0.13,14.3,0.6,8.8,20.94,962.1,1.08,0.0,26.0,27.1
2015-04-12 14:44:06,3.72,3.72,3.72,3.72,3.72,12443,0.4448,22.609,44.48,2.7,0.0,22.369,0.0,0.0,1394.0,47.4,6.4,2.0,1584.0,2088188.8,1464711.6,433.0,22335.1,8864.0,31.01,5.037,4.97,101.3,101.3,101.3,97.5,21.28,22.16,19.18,31.96,16.115,349.218032787,5703.44753893,11142.1617918,14.4635245902,272.6,5703.453,11142.2235,1.2,0.0,0.13,14.5,0.6,9.3,20.94,962.1,1.08,0.0,26.0,27.1
2015-04-12 14:44:07,2.27,2.27,2.27,2.27,2.27,12444,0.46757,22.61,46.757,2.7,0.0,22.369,0.0,0.0,1402.0,97.3,7.1,39.0,1616.0,2271278.2,1591343.4,433.0,27484.25,8876.05,30.76,5.293,4.953,101.3,101.3,101.3,97.96,21.26,22.11,19.17,31.99,16.857,349.793442623,5703.45071311,11142.1619393,14.4950819672,272.5,5703.4553,11142.2203,1.2,0.0,0.13,14.5,0.6,9.3,20.94,962.0,1.08,0.0,25.9,27.0
2015-04-12 14:44:08,1.46,1.46,1.46,1.46,1.46,12445,0.47917,22.612,47.917,2.7,0.0,22.991,0.0,0.0,1437.5,103.7,10.3,44.0,1622.0,2454367.6,1717975.2,433.0,32633.4,8888.1,31.74,4.977,4.876,101.3,101.3,101.3,97.93,21.23,22.09,19.13,31.92,16.7,350.368852459,5703.4538873,11142.1620869,14.5266393443,272.4,5703.458,11142.2172,1.2,0.0,0.13,14.8,0.8,9.3,20.94,962.0,1.08,0.0,25.9,27.0
2015-04-12 14:44:09,1.43,1.43,1.43,1.43,1.43,12446,0.48524,22.612,48.524,2.7,0.0,23.301,0.0,0.0,1458.0,86.8,12.0,41.0,1637.0,2637457.0,1844607.0,433.0,40562.6,6742.5,30.38,5.228,5.15,101.3,101.3,101.3,98.32,21.28,22.1,19.19,32.02,17.025,350.944262295,5703.45706148,11142.1622344,14.5581967213,272.4,5703.4607,11142.2142,1.4,0.0,0.13,14.8,0.8,22.4,20.94,962.0,1.1,0.0,25.9,27.0
2015-04-12 14:44:10,3.13,3.13,3.13,3.13,3.13,12447,0.48562,22.613,48.562,2.7,0.0,23.923,0.0,0.0,1496.0,90.1,12.9,38.0,1615.0,2715822.4,1884743.5,432.5,42127.1,5711.35,30.55,5.403,5.308,101.3,101.3,101.3,98.71,21.26,22.1,19.17,32.0,17.319,351.519672131,5703.46023566,11142.162382,14.5897540984,272.5,5703.4633,11142.2112,1.4,0.0,0.13,15.0,0.8,33.3,20.78,962.0,1.1,0.0,25.9,27.0
2015-04-12 14:44:11,5.88,5.88,5.88,5.88,5.88,12448,0.48337,22.615,48.337,2.7,0.0,23.923,0.0,0.0,1505.0,99.2,14.0,46.0,1632.0,2794187.8,1924880.0,432.0,43691.6,4680.2,30.28,5.449,5.287,101.3,101.3,101.3,99.06,21.26,22.11,19.17,31.97,17.59,352.095081967,5703.46340984,11142.1625295,14.6213114754,272.0,5703.4659,11142.2069,1.4,0.0,0.13,15.2,0.8,44.2,20.62,962.0,1.1,0.0,25.9,27.0
2015-04-12 14:44:12,7.96,7.96,7.96,7.96,7.96,12449,0.48093,22.616,48.093,2.7,0.0,23.923,0.0,0.0,1509.5,100.2,15.4,52.0,1648.0,2872553.2,1965016.5,432.0,42943.5,3676.2,31.2,5.128,5.159,101.3,101.3,101.3,99.31,21.22,22.07,19.14,31.95,17.472,352.670491803,5703.46658402,11142.162677,14.6528688525,271.7,5703.4687,11142.2032,1.2,0.0,0.13,15.2,1.6,44.2,20.62,962.0,1.12,0.0,26.0,27.0
2015-04-12 14:44:13,9.61,9.61,9.61,9.61,9.61,12450,0.48009,22.616,48.009,2.7,0.0,23.301,0.0,0.0,1485.5,82.2,16.1,52.0,1661.0,2950918.6,2005153.0,432.0,41777.8,3804.0,31.22,4.651,4.704,101.3,101.3,101.3,98.37,21.26,22.09,19.13,31.94,15.664,353.245901639,5703.4697582,11142.1628246,14.6844262295,271.6,5703.4713,11142.1994,1.3,0.0,0.97,15.2,1.6,44.2,20.41,962.0,1.12,0.0,26.0,27.0
2015-04-12 14:44:14,9.49,9.49,9.49,9.49,9.49,12451,0.48356,22.618,48.356,2.7,0.0,22.991,0.0,0.0,1452.5,0.0,10.6,0.0,1555.0,3029284.0,2045289.5,432.0,40612.1,3931.8,30.97,4.734,4.92,101.3,101.3,101.3,98.22,21.3,22.1,19.15,31.97,15.317,353.821311475,5703.47293238,11142.1629721,14.7159836066,271.3,5703.4739,11142.1953,1.2,0.0,0.97,15.5,2.4,51.5,20.41,962.0,1.12,0.0,26.0,27.0
2015-04-12 14:44:15,10.9,10.9,10.9,10.9,10.9,12452,0.49714,22.618,49.714,2.7,0.0,23.301,0.0,0.0,1477.0,0.0,4.6,0.0,1481.0,3107649.4,2085426.0,432.0,40219.3,5250.1,31.01,4.93,4.938,101.3,101.3,101.3,98.26,21.27,22.11,19.16,31.96,15.696,354.396721311,5703.47610656,11142.1631197,14.7475409836,271.1,5703.4764,11142.1902,1.3,0.0,0.97,15.6,2.4,51.5,20.59,962.0,1.12,0.0,26.0,27.0
2015-04-12 14:44:16,14.7,14.7,14.7,14.7,14.7,12453,0.52155,22.619,52.155,2.7,0.0,23.301,0.0,0.0,1476.5,61.3,3.8,19.0,1472.0,3186014.8,2125562.5,432.0,40599.55,6190.46666667,30.87,4.803,4.992,101.3,101.3,101.3,98.14,21.29,22.12,19.17,31.96,15.39,354.972131148,5703.47928074,11142.1632672,14.7790983607,270.9,5703.4791,11142.1846,1.3,0.0,0.97,15.6,2.4,45.95,20.59,962.0,1.12,0.0,26.0,27.0
2015-04-12 14:44:17,15.5,15.5,15.5,15.5,15.5,12454,0.55257,22.621,55.257,2.7,0.0,22.369,0.0,0.0,1411.0,48.4,5.1,39.0,1433.0,3264380.2,2165699.0,432.0,40979.8,7130.83333333,31.05,5.003,5.019,101.3,101.3,101.3,98.4,21.25,22.11,19.15,31.95,16.116,355.547540984,5703.48245492,11142.1634148,14.8106557377,270.7,5703.4814,11142.18,1.3,0.0,0.97,15.6,2.4,40.4,20.59,962.0,1.12,0.0,26.0,27.0
2015-04-12 14:44:18,9.99,10.0,9.99,10.0,10.0,12455,0.58633,22.621,58.633,2.7,0.0,21.748,0.0,0.0,1391.0,63.4,5.1,19.0,1474.0,3342745.6,2205835.5,432.0,48011.7,8071.2,30.7,5.23,5.053,101.3,101.3,101.3,98.53,21.26,22.12,19.19,32.0,16.392,356.12295082,5703.4856291,11142.1635623,14.8422131148,269.9,5703.4837,11142.1755,1.3,0.0,0.54,15.6,2.4,40.4,20.59,962.0,1.11,0.0,26.0,27.0
