,gps2_elevation,gps2_latitude,gps2_longitude,gps2_velocity
2015-04-12 14:33:20,266.4,5702.8241,11142.1088,1.0
2015-04-12 14:33:21,266.4,5702.8241,11142.1087,1.0
2015-04-12 14:33:22,266.3,5702.8242,11142.1087,1.0
2015-04-12 14:33:23,266.3,5702.8243,11142.1086,1.1
2015-04-12 14:33:24,266.3,5702.8244,11142.1085,1.0
2015-04-12 14:33:25,266.3,5702.8244,11142.1084,1.0
2015-04-12 14:33:26,266.2,5702.8245,11142.1083,1.1
2015-04-12 14:33:27,266.2,5702.8246,11142.1082,1.1
2015-04-12 14:33:28,266.2,5702.8247,11142.1081,1.1
2015-04-12 14:33:29,266.2,5702.8248,11142.1079,1.1
2015-04-12 14:33:30,266.1,5702.8249,11142.1078,1.1
2015-04-12 14:33:31,266.1,5702.825,11142.1077,1.1
2015-04-12 14:33:32,266.1,5702.8251,11142.1075,1.1
2015-04-12 14:33:33,266.1,5702.8252,11142.1074,1.1
2015-04-12 14:33:34,266.1,5702.8253,11142.1072,1.1
2015-04-12 14:33:35,266.1,5702.8254,11142.1071,1.1
2015-04-12 14:33:36,266.1,5702.8256,11142.1069,1.1
2015-04-12 14:33:37,266.1,5702.8257,11142.1068,1.1
2015-04-12 14:33:38,266.1,5702.8258,11142.1067,1.1
2015-04-12 14:33:39,266.1,5702.8259,11142.1065,1.1
2015-04-12 14:33:40,266.1,5702.8261,11142.1064,1.0
2015-04-12 14:33:41,266.1,5702.8262,11142.1063,1.0
2015-04-12 14:33:42,266.1,5702.8263,11142.1062,1.0
2015-04-12 14:33:43,266.1,5702.8265,11142.1061,1.0
2015-04-12 14:33:44,266.1,5702.8266,11142.106,1.0
2015-04-12 14:33:45,266.1,5702.8267,11142.1059,1.0
2015-04-12 14:33:46,266.1,5702.8268,11142.1057,1.0
2015-04-12 14:33:47,266.1,5702.8269,11142.1056,1.0
2015-04-12 14:33:48,266.2,5702.8269,11142.1055,1.0
2015-04-12 14:33:49,266.2,5702.827,11142.1054,1.0
2015-04-12 14:33:50,266.2,5702.827,11142.1054,1.0
2015-04-12 14:33:51,266.2,5702.8271,11142.1053,1.0
2015-04-12 14:33:52,266.3,5702.8271,11142.1052,1.0
2015-04-12 14:33:53,266.3,5702.8271,11142.1052,1.0
2015-04-12 14:33:54,266.3,5702.8271,11142.1051,1.0
2015-04-12 14:33:55,266.3,5702.8271,11142.1051,1.0
2015-04-12 14:33:56,266.4,5702.8271,11142.1051,1.1
2015-04-12 14:33:57,266.4,5702.8271,11142.1051,1.1
2015-04-12 14:33:58,266.4,5702.8271,11142.1052,1.1
2015-04-12 14:33:59,266.5,5702.827,11142.1052,1.0
2015-04-12 14:34:00,266.5,5702.827,11142.1053,1.0
2015-04-12 14:34:01,266.6,5702.8269,11142.1054,1.0
2015-04-12 14:34:02,266.6,5702.8269,11142.1055,1.1
2015-04-12 14:34:03,266.7,5702.8268,11142.1057,1.1
2015-04-12 14:34:04,266.7,5702.8267,11142.1058,1.1
2015-04-12 14:34:05,266.8,5702.8266,11142.106,1.1
2015-04-12 14:34:06,266.9,5702.8265,11142.1061,1.1
2015-04-12 14:34:07,266.9,5702.8263,11142.1063,1.1
2015-04-12 14:34:08,267.1,5702.826,11142.1069,1.1
2015-04-12 14:34:09,267.5,5702.8255,11142.1076,1.1
2015-04-12 14:34:10,267.7,5702.8253,11142.1081,1.1
2015-04-12 14:34:11,267.7,5702.8252,11142.1084,1.1
2015-04-12 14:34:12,268.0,5702.8246,11142.1093,1.1
2015-04-12 14:34:13,268.4,5702.8238,11142.1105,1.1
2015-04-12 14:34:14,268.8,5702.8234,11142.1108,1.1
2015-04-12 14:34:15,268.9,5702.8229,11142.1116,1.2
2015-04-12 14:34:16,268.8,5702.8226,11142.1117,1.2
2015-04-12 14:34:17,269.0,5702.8222,11142.1116,1.2
2015-04-12 14:34:18,269.3,5702.822,11142.1119,1.2
2015-04-12 14:34:19,269.4,5702.8218,11142.1119,1.2
2015-04-12 14:34:20,269.7,5702.8213,11142.1126,1.2
2015-04-12 14:34:21,270.0,5702.8211,11142.113,1.2
2015-04-12 14:34:22,270.2,5702.8208,11142.1134,1.2
2015-04-12 14:34:23,270.7,5702.8206,11142.1135,1.0
2015-04-12 14:34:24,271.0,5702.8205,11142.1138,1.0
2015-04-12 14:34:25,271.2,5702.8204,11142.1141,1.0
2015-04-12 14:34:26,271.3,5702.8201,11142.1144,1.0
2015-04-12 14:34:27,271.5,5702.8197,11142.1144,1.0
2015-04-12 14:34:28,271.6,5702.8195,11142.1145,1.0
2015-04-12 14:34:29,271.7,5702.8193,11142.1145,1.0
2015-04-12 14:34:30,271.9,5702.819,11142.1151,1.0
2015-04-12 14:34:31,272.0,5702.8187,11142.1156,1.0
2015-04-12 14:34:32,272.2,5702.8189,11142.115,1.0
2015-04-12 14:34:33,272.4,5702.8191,11142.1145,1.0
2015-04-12 14:34:34,272.6,5702.8192,11142.1144,1.0
2015-04-12 14:34:35,272.9,5702.8193,11142.1143,1.0
2015-04-12 14:34:36,272.9,5702.8192,11142.1144,1.0
2015-04-12 14:34:37,273.0,5702.8191,11142.1145,1.0
2015-04-12 14:34:38,273.1,5702.8191,11142.1145,1.0
2015-04-12 14:34:39,273.2,5702.819,11142.1146,1.0
2015-04-12 14:34:40,273.3,5702.8189,11142.1146,1.0
2015-04-12 14:34:41,273.4,5702.8188,11142.1147,1.0
2015-04-12 14:34:42,273.5,5702.8188,11142.1147,1.0
2015-04-12 14:34:43,273.6,5702.8187,11142.1148,1.0
2015-04-12 14:34:44,273.7,5702.8187,11142.1148,1.0
2015-04-12 14:34:45,273.8,5702.8187,11142.1148,1.0
2015-04-12 14:34:46,273.9,5702.8187,11142.1147,1.0
2015-04-12 14:34:47,274.0,5702.8186,11142.1147,1.0
2015-04-12 14:34:48,274.1,5702.8187,11142.1146,1.0
2015-04-12 14:34:49,274.2,5702.8187,11142.1145,1.0
2015-04-12 14:34:50,274.4,5702.8187,11142.1143,1.0
2015-04-12 14:34:51,274.5,5702.8188,11142.1142,1.0
2015-04-12 14:34:52,274.6,5702.8188,11142.1141,1.0
2015-04-12 14:34:53,274.7,5702.8189,11142.1141,1.0
2015-04-12 14:34:54,274.8,5702.8189,11142.1141,1.0
2015-04-12 14:34:55,275.0,5702.8189,11142.1141,1.0
2015-04-12 14:34:56,275.1,5702.819,11142.114,1.0
2015-04-12 14:34:57,275.2,5702.819,11142.114,1.0
2015-04-12 14:34:58,275.4,5702.819,11142.114,1.0
2015-04-12 14:34:59,275.5,5702.8191,11142.114,1.0
2015-04-12 14:35:00,275.6,5702.8191,11142.114,1.0
2015-04-12 14:35:01,275.8,5702.8191,11142.1139,1.0
2015-04-12 14:35:02,275.9,5702.819,11142.1138,1.0
2015-04-12 14:35:03,276.0,5702.819,11142.1137,1.0
2015-04-12 14:35:04,276.0,5702.819,11142.1136,1.0
2015-04-12 14:35:05,276.0,5702.819,11142.1136,1.0
2015-04-12 14:35:06,276.0,5702.819,11142.1136,1.0
2015-04-12 14:35:07,276.0,5702.819,11142.1136,1.0
2015-04-12 14:35:08,276.0,5702.819,11142.1135,1.0
2015-04-12 14:35:09,276.0,5702.819,11142.1135,1.0
2015-04-12 14:35:10,276.0,5702.819,11142.1135,1.0
2015-04-12 14:35:11,276.0,5702.819,11142.1135,1.0
2015-04-12 14:35:12,276.0,5702.819,11142.1134,1.0
2015-04-12 14:35:13,276.0,5702.819,11142.1134,1.2
2015-04-12 14:35:14,276.0,5702.8191,11142.1133,1.2
2015-04-12 14:35:15,276.0,5702.8192,11142.1131,1.2
2015-04-12 14:35:16,276.3,5702.8192,11142.1127,1.2
2015-04-12 14:35:17,276.5,5702.8189,11142.1118,1.2
2015-04-12 14:35:18,276.8,5702.819,11142.1118,1.2
2015-04-12 14:35:19,276.7,5702.8183,11142.1111,1.2
2015-04-12 14:35:20,276.7,5702.8182,11142.1113,1.2
2015-04-12 14:35:21,276.6,5702.8183,11142.1113,1.1
2015-04-12 14:35:22,276.6,5702.8183,11142.1112,1.1
2015-04-12 14:35:23,276.6,5702.8184,11142.1111,1.1
2015-04-12 14:35:24,276.6,5702.8184,11142.111,1.1
2015-04-12 14:35:25,276.6,5702.8184,11142.1109,1.1
2015-04-12 14:35:26,276.6,5702.8185,11142.1107,1.0
2015-04-12 14:35:27,276.6,5702.8186,11142.1106,1.0
2015-04-12 14:35:28,276.6,5702.8186,11142.1105,1.0
2015-04-12 14:35:29,276.6,5702.8186,11142.1104,1.0
2015-04-12 14:35:30,276.6,5702.8187,11142.1103,1.0
2015-04-12 14:35:31,276.6,5702.8187,11142.1102,1.0
2015-04-12 14:35:32,276.6,5702.8187,11142.1101,1.0
2015-04-12 14:35:33,276.6,5702.8186,11142.1101,1.0
2015-04-12 14:35:34,276.6,5702.8186,11142.11,1.0
2015-04-12 14:35:35,276.6,5702.818,11142.1095,1.0
2015-04-12 14:35:36,276.6,5702.8183,11142.109,1.0
2015-04-12 14:35:37,276.5,5702.8184,11142.1076,1.0
2015-04-12 14:35:38,276.6,5702.8187,11142.1075,1.0
2015-04-12 14:35:39,276.2,5702.8188,11142.1064,1.0
2015-04-12 14:35:40,276.2,5702.8189,11142.1064,1.0
2015-04-12 14:35:41,275.3,5702.8192,11142.1051,1.0
2015-04-12 14:35:42,274.7,5702.8199,11142.1046,1.1
2015-04-12 14:35:43,274.3,5702.8202,11142.1045,1.0
2015-04-12 14:35:44,274.2,5702.8199,11142.1042,1.0
2015-04-12 14:35:45,273.8,5702.8198,11142.1045,1.0
2015-04-12 14:35:46,274.2,5702.8195,11142.104,1.0
2015-04-12 14:35:47,273.3,5702.819,11142.1048,1.0
2015-04-12 14:35:48,272.3,5702.8187,11142.1057,1.0
2015-04-12 14:35:49,272.7,5702.8189,11142.1052,1.0
2015-04-12 14:35:50,272.3,5702.8182,11142.1057,1.0
2015-04-12 14:35:51,272.3,5702.8182,11142.1056,1.1
2015-04-12 14:35:52,272.3,5702.8183,11142.1055,1.1
2015-04-12 14:35:53,272.3,5702.8184,11142.1054,1.0
2015-04-12 14:35:54,272.3,5702.8185,11142.1053,1.0
2015-04-12 14:35:55,272.3,5702.8186,11142.1052,1.0
2015-04-12 14:35:56,272.3,5702.8186,11142.1051,1.0
2015-04-12 14:35:57,272.2,5702.8187,11142.1049,1.0
2015-04-12 14:35:58,272.2,5702.8188,11142.1047,1.0
2015-04-12 14:35:59,272.2,5702.8188,11142.1046,1.0
2015-04-12 14:36:00,272.2,5702.8189,11142.1045,1.0
2015-04-12 14:36:01,272.2,5702.819,11142.1047,1.0
2015-04-12 14:36:02,272.1,5702.8191,11142.1046,1.0
2015-04-12 14:36:03,272.1,5702.8192,11142.1046,1.0
2015-04-12 14:36:04,272.1,5702.8192,11142.1045,1.0
2015-04-12 14:36:05,271.8,5702.819,11142.1051,1.0
2015-04-12 14:36:06,271.3,5702.8186,11142.1056,1.0
2015-04-12 14:36:07,271.8,5702.819,11142.1053,1.0
2015-04-12 14:36:08,272.4,5702.8195,11142.1055,1.0
2015-04-12 14:36:09,272.4,5702.8196,11142.1054,1.0
2015-04-12 14:36:10,273.1,5702.8202,11142.1055,1.0
2015-04-12 14:36:11,273.3,5702.8208,11142.1067,1.0
2015-04-12 14:36:12,273.9,5702.8214,11142.1063,1.0
2015-04-12 14:36:13,274.3,5702.8218,11142.1065,1.0
2015-04-12 14:36:14,274.3,5702.8219,11142.1064,1.0
2015-04-12 14:36:15,274.3,5702.8219,11142.1063,1.1
2015-04-12 14:36:16,274.4,5702.822,11142.1063,1.1
2015-04-12 14:36:17,274.4,5702.822,11142.106,1.0
2015-04-12 14:36:18,274.4,5702.8219,11142.1058,1.0
2015-04-12 14:36:19,274.5,5702.8219,11142.1057,1.1
2015-04-12 14:36:20,274.5,5702.8218,11142.1055,1.0
2015-04-12 14:36:21,274.6,5702.8218,11142.1054,1.0
2015-04-12 14:36:22,274.6,5702.8218,11142.1054,1.1
2015-04-12 14:36:23,274.7,5702.8218,11142.1053,1.1
2015-04-12 14:36:24,274.7,5702.8218,11142.1053,1.0
2015-04-12 14:36:25,274.8,5702.8218,11142.1053,1.0
2015-04-12 14:36:26,274.8,5702.8218,11142.1053,1.1
2015-04-12 14:36:27,274.8,5702.8218,11142.1053,1.0
2015-04-12 14:36:28,274.9,5702.8218,11142.1053,1.2
2015-04-12 14:36:29,274.9,5702.8218,11142.1053,1.1
2015-04-12 14:36:30,275.0,5702.8218,11142.1053,1.0
2015-04-12 14:36:31,275.0,5702.8218,11142.1053,1.0
2015-04-12 14:36:32,275.0,5702.8218,11142.1052,1.0
2015-04-12 14:36:33,275.0,5702.8218,11142.1052,1.1
2015-04-12 14:36:34,275.0,5702.8218,11142.1052,1.0
2015-04-12 14:36:35,275.0,5702.8219,11142.1052,1.0
2015-04-12 14:36:36,275.0,5702.8219,11142.1052,1.0
2015-04-12 14:36:37,275.0,5702.8219,11142.1052,1.1
2015-04-12 14:36:38,275.0,5702.8219,11142.1052,1.2
2015-04-12 14:36:39,275.0,5702.8219,11142.1052,1.2
2015-04-12 14:36:40,275.0,5702.8219,11142.1052,1.1
2015-04-12 14:36:41,275.1,5702.8219,11142.1052,1.1
2015-04-12 14:36:42,275.1,5702.8219,11142.1052,1.1
2015-04-12 14:36:43,275.1,5702.8219,11142.1052,1.1
2015-04-12 14:36:44,275.1,5702.8219,11142.1052,1.2
2015-04-12 14:36:45,275.1,5702.8219,11142.1052,1.2
2015-04-12 14:36:46,275.1,5702.8219,11142.1052,1.2
2015-04-12 14:36:47,275.1,5702.8219,11142.1052,1.2
2015-04-12 14:36:48,275.1,5702.8219,11142.1052,1.0
2015-04-12 14:36:49,275.1,5702.8219,11142.1052,1.0
2015-04-12 14:36:50,275.1,5702.8219,11142.1052,1.0
2015-04-12 14:36:51,275.1,5702.8219,11142.1052,1.0
2015-04-12 14:36:52,275.1,5702.8219,11142.1052,1.2
2015-04-12 14:36:53,275.1,5702.8219,11142.1052,1.0
2015-04-12 14:36:54,275.1,5702.8219,11142.1052,1.1
2015-04-12 14:36:55,275.1,5702.8219,11142.1052,1.2
2015-04-12 14:36:56,275.1,5702.8219,11142.1052,1.2
2015-04-12 14:36:57,275.1,5702.8219,11142.1052,1.1
2015-04-12 14:36:58,275.1,5702.8219,11142.1052,1.3
2015-04-12 14:36:59,275.1,5702.8219,11142.1052,1.5
2015-04-12 14:37:00,275.1,5702.8219,11142.1052,1.3
2015-04-12 14:37:01,275.1,5702.8219,11142.1053,1.5
2015-04-12 14:37:02,275.0,5702.8219,11142.1053,1.3
2015-04-12 14:37:03,275.0,5702.8219,11142.1053,1.3
2015-04-12 14:37:04,275.1,5702.8219,11142.1053,1.5
2015-04-12 14:37:05,275.0,5702.8219,11142.1053,2.2
2015-04-12 14:37:06,275.1,5702.8219,11142.1053,1.3
2015-04-12 14:37:07,275.1,5702.8219,11142.1053,1.5
2015-04-12 14:37:08,275.1,5702.8219,11142.1053,1.3
2015-04-12 14:37:09,275.1,5702.8219,11142.1053,1.1
2015-04-12 14:37:10,275.1,5702.8219,11142.1053,1.3
2015-04-12 14:37:11,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:12,275.0,5702.8218,11142.1053,1.1
2015-04-12 14:37:13,275.1,5702.8218,11142.1053,1.1
2015-04-12 14:37:14,275.1,5702.8218,11142.1053,1.4
2015-04-12 14:37:15,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:16,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:17,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:18,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:19,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:20,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:21,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:22,275.1,5702.8218,11142.1053,1.3
2015-04-12 14:37:23,275.0,5702.8218,11142.1053,1.3
2015-04-12 14:37:24,275.0,5702.8218,11142.1053,1.1
2015-04-12 14:37:25,275.0,5702.8218,11142.1053,1.1
2015-04-12 14:37:26,275.0,5702.8218,11142.1053,1.1
2015-04-12 14:37:27,275.0,5702.8218,11142.1052,1.1
2015-04-12 14:37:28,275.0,5702.8218,11142.1052,1.1
2015-04-12 14:37:29,275.0,5702.8218,11142.1052,1.1
2015-04-12 14:37:30,275.0,5702.8219,11142.1052,1.1
2015-04-12 14:37:31,275.0,5702.8219,11142.1052,1.1
2015-04-12 14:37:32,275.0,5702.8219,11142.1052,1.1
2015-04-12 14:37:33,274.9,5702.8219,11142.1052,1.1
2015-04-12 14:37:34,274.9,5702.8219,11142.1052,1.1
2015-04-12 14:37:35,274.9,5702.8219,11142.1052,1.2
2015-04-12 14:37:36,274.9,5702.8219,11142.1052,1.1
2015-04-12 14:37:37,274.9,5702.8219,11142.1052,1.1
2015-04-12 14:37:38,274.9,5702.8219,11142.1052,1.1
2015-04-12 14:37:39,274.9,5702.8219,11142.1052,1.1
2015-04-12 14:37:40,274.9,5702.8219,11142.1052,1.1
2015-04-12 14:37:41,274.9,5702.8219,11142.1051,1.1
2015-04-12 14:37:42,274.8,5702.8219,11142.1051,1.0
2015-04-12 14:37:43,274.8,5702.8219,11142.1051,1.0
2015-04-12 14:37:44,274.8,5702.8219,11142.1051,1.0
2015-04-12 14:37:45,274.8,5702.8219,11142.1051,1.0
2015-04-12 14:37:46,274.8,5702.822,11142.1051,1.0
2015-04-12 14:37:47,274.8,5702.822,11142.105,1.1
2015-04-12 14:37:48,274.8,5702.822,11142.105,1.0
2015-04-12 14:37:49,274.8,5702.822,11142.105,1.0
2015-04-12 14:37:50,274.8,5702.822,11142.105,1.1
2015-04-12 14:37:51,274.8,5702.822,11142.105,1.1
2015-04-12 14:37:52,274.8,5702.822,11142.105,1.0
2015-04-12 14:37:53,274.8,5702.822,11142.105,1.2
2015-04-12 14:37:54,274.8,5702.822,11142.105,1.1
2015-04-12 14:37:55,274.8,5702.822,11142.105,1.0
2015-04-12 14:37:56,274.8,5702.822,11142.105,1.1
2015-04-12 14:37:57,274.8,5702.822,11142.105,1.0
2015-04-12 14:37:58,274.8,5702.822,11142.105,1.1
2015-04-12 14:37:59,274.8,5702.822,11142.105,1.1
2015-04-12 14:38:00,274.8,5702.822,11142.105,1.0
2015-04-12 14:38:01,274.8,5702.822,11142.105,1.1
2015-04-12 14:38:02,274.8,5702.822,11142.105,1.1
2015-04-12 14:38:03,274.8,5702.822,11142.105,1.1
2015-04-12 14:38:04,274.8,5702.822,11142.105,1.1
2015-04-12 14:38:05,274.8,5702.822,11142.105,1.1
2015-04-12 14:38:06,274.8,5702.822,11142.105,1.1
2015-04-12 14:38:07,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:08,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:09,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:10,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:11,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:12,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:13,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:14,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:15,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:16,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:17,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:18,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:19,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:20,274.8,5702.822,11142.1049,1.1
2015-04-12 14:38:21,274.8,5702.822,11142.1048,1.1
2015-04-12 14:38:22,274.8,5702.822,11142.1048,1.1
2015-04-12 14:38:23,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:24,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:25,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:26,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:27,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:28,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:29,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:30,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:31,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:32,274.8,5702.8221,11142.1048,1.1
2015-04-12 14:38:33,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:34,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:35,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:36,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:37,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:38,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:39,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:40,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:41,274.8,5702.8221,11142.1047,1.1
2015-04-12 14:38:42,274.8,5702.822,11142.1046,1.1
2015-04-12 14:38:43,274.7,5702.8216,11142.1039,1.2
2015-04-12 14:38:44,274.6,5702.821,11142.1035,1.1
2015-04-12 14:38:45,274.5,5702.8205,11142.1029,1.1
2015-04-12 14:38:46,274.7,5702.8198,11142.102,1.1
2015-04-12 14:38:47,274.7,5702.8189,11142.1009,1.1
2015-04-12 14:38:48,274.7,5702.8182,11142.0999,1.2
2015-04-12 14:38:49,274.8,5702.8177,11142.099,1.1
2015-04-12 14:38:50,274.8,5702.8172,11142.0986,1.1
2015-04-12 14:38:51,274.9,5702.8166,11142.0983,1.1
2015-04-12 14:38:52,274.9,5702.8158,11142.0984,1.1
2015-04-12 14:38:53,274.8,5702.8151,11142.0981,1.1
2015-04-12 14:38:54,274.8,5702.8143,11142.0985,1.2
2015-04-12 14:38:55,275.3,5702.8129,11142.1003,1.1
2015-04-12 14:38:56,274.9,5702.8118,11142.1002,1.1
2015-04-12 14:38:57,274.9,5702.8111,11142.1007,1.1
2015-04-12 14:38:58,275.1,5702.8099,11142.101,1.1
2015-04-12 14:38:59,275.1,5702.8091,11142.1018,1.1
2015-04-12 14:39:00,275.2,5702.8083,11142.1018,1.2
2015-04-12 14:39:01,275.1,5702.8073,11142.1027,1.1
2015-04-12 14:39:02,275.1,5702.8064,11142.1036,1.1
2015-04-12 14:39:03,275.1,5702.8055,11142.1048,1.1
2015-04-12 14:39:04,275.0,5702.8052,11142.1052,1.2
2015-04-12 14:39:05,275.4,5702.8034,11142.107,1.2
2015-04-12 14:39:06,275.4,5702.8023,11142.1078,1.2
2015-04-12 14:39:07,275.6,5702.8007,11142.1096,1.2
2015-04-12 14:39:08,276.1,5702.7979,11142.1138,1.2
2015-04-12 14:39:09,276.4,5702.7962,11142.116,1.2
2015-04-12 14:39:10,276.7,5702.7942,11142.1183,1.2
2015-04-12 14:39:11,276.8,5702.7934,11142.1193,1.1
2015-04-12 14:39:12,277.5,5702.7922,11142.1212,1.1
2015-04-12 14:39:13,277.7,5702.7911,11142.1232,1.1
2015-04-12 14:39:14,278.0,5702.7906,11142.1244,1.1
2015-04-12 14:39:15,278.5,5702.7906,11142.1257,1.3
2015-04-12 14:39:16,278.7,5702.7904,11142.126,1.1
2015-04-12 14:39:17,278.8,5702.7901,11142.1261,1.2
2015-04-12 14:39:18,279.2,5702.7902,11142.1255,1.1
2015-04-12 14:39:19,279.2,5702.7897,11142.1254,1.2
2015-04-12 14:39:20,279.4,5702.7893,11142.1238,1.6
2015-04-12 14:39:21,279.4,5702.7884,11142.1223,1.4
2015-04-12 14:39:22,279.7,5702.7884,11142.1213,1.8
2015-04-12 14:39:23,280.2,5702.7883,11142.1212,1.3
2015-04-12 14:39:24,280.1,5702.7869,11142.1212,1.8
2015-04-12 14:39:25,280.3,5702.7855,11142.1208,1.3
2015-04-12 14:39:26,280.6,5702.7832,11142.1212,1.6
2015-04-12 14:39:27,281.0,5702.7811,11142.1224,1.3
2015-04-12 14:39:28,281.6,5702.7803,11142.1228,1.3
2015-04-12 14:39:29,282.1,5702.7797,11142.1237,1.3
2015-04-12 14:39:30,282.2,5702.7801,11142.1247,1.3
2015-04-12 14:39:31,282.3,5702.7795,11142.1245,1.3
2015-04-12 14:39:32,282.4,5702.779,11142.1243,1.4
2015-04-12 14:39:33,282.5,5702.7784,11142.1242,1.4
2015-04-12 14:39:34,282.6,5702.7774,11142.1245,1.3
2015-04-12 14:39:35,282.7,5702.7771,11142.1242,1.3
2015-04-12 14:39:36,282.3,5702.777,11142.1242,1.5
2015-04-12 14:39:37,282.1,5702.7761,11142.1244,1.5
2015-04-12 14:39:38,282.2,5702.7745,11142.1253,1.1
2015-04-12 14:39:39,282.3,5702.7733,11142.1253,1.1
2015-04-12 14:39:40,282.3,5702.7724,11142.125,1.1
2015-04-12 14:39:41,282.2,5702.7709,11142.1256,1.0
2015-04-12 14:39:42,282.2,5702.7697,11142.1257,1.0
2015-04-12 14:39:43,282.2,5702.7681,11142.1255,1.2
2015-04-12 14:39:44,282.1,5702.7667,11142.1258,1.2
2015-04-12 14:39:45,282.0,5702.7653,11142.1259,1.0
2015-04-12 14:39:46,281.7,5702.7638,11142.1258,1.0
2015-04-12 14:39:47,281.8,5702.7629,11142.1257,1.0
2015-04-12 14:39:48,281.9,5702.7616,11142.1257,1.2
2015-04-12 14:39:49,281.8,5702.7599,11142.1256,1.0
2015-04-12 14:39:50,282.0,5702.7589,11142.1248,1.0
2015-04-12 14:39:51,281.9,5702.758,11142.1255,1.0
2015-04-12 14:39:52,281.7,5702.7568,11142.1254,1.0
2015-04-12 14:39:53,281.5,5702.7552,11142.1247,1.0
2015-04-12 14:39:54,281.2,5702.754,11142.1248,1.2
2015-04-12 14:39:55,281.2,5702.7521,11142.1248,1.2
2015-04-12 14:39:56,280.6,5702.7502,11142.1242,1.2
2015-04-12 14:39:57,280.5,5702.7486,11142.1242,1.2
2015-04-12 14:39:58,279.8,5702.7474,11142.124,1.2
2015-04-12 14:39:59,279.6,5702.746,11142.1239,1.2
2015-04-12 14:40:00,277.9,5702.7448,11142.124,1.0
2015-04-12 14:40:01,277.6,5702.743,11142.125,1.2
2015-04-12 14:40:02,277.8,5702.7419,11142.1254,1.0
2015-04-12 14:40:03,277.6,5702.7395,11142.1264,1.0
2015-04-12 14:40:04,277.1,5702.738,11142.1265,1.2
2015-04-12 14:40:05,277.2,5702.7365,11142.1267,1.2
2015-04-12 14:40:06,277.2,5702.7357,11142.1262,1.0
2015-04-12 14:40:07,277.7,5702.736,11142.1248,1.2
2015-04-12 14:40:08,277.6,5702.7362,11142.1241,1.2
2015-04-12 14:40:09,278.4,5702.7356,11142.1247,1.2
2015-04-12 14:40:10,278.3,5702.735,11142.1247,1.0
2015-04-12 14:40:11,278.3,5702.7348,11142.1246,1.2
2015-04-12 14:40:12,278.3,5702.7345,11142.1247,1.0
2015-04-12 14:40:13,278.3,5702.7341,11142.1247,1.0
2015-04-12 14:40:14,277.1,5702.733,11142.1245,1.0
2015-04-12 14:40:15,277.0,5702.7321,11142.1243,1.2
2015-04-12 14:40:16,277.0,5702.731,11142.1245,1.2
2015-04-12 14:40:17,277.8,5702.7297,11142.1248,1.3
2015-04-12 14:40:18,278.8,5702.7287,11142.126,1.2
2015-04-12 14:40:19,278.6,5702.727,11142.1283,1.5
2015-04-12 14:40:20,278.3,5702.7251,11142.1331,1.2
2015-04-12 14:40:21,278.0,5702.7227,11142.1393,1.2
2015-04-12 14:40:22,278.7,5702.7221,11142.144,1.3
2015-04-12 14:40:23,278.5,5702.7219,11142.1487,1.2
2015-04-12 14:40:24,278.2,5702.7221,11142.1545,1.1
2015-04-12 14:40:25,277.9,5702.7222,11142.1613,1.0
2015-04-12 14:40:26,277.8,5702.7224,11142.1679,1.0
