,et_eng_fuel_rate,et_eng_ground_spd,et_eng_load,et_eng_rpm
2015-04-12 12:41:59,0.0,0.0,14.0,700.0
2015-04-12 12:42:00,0.0,0.0,14.0,700.0
2015-04-12 12:42:01,0.0,0.0,14.0,701.0
2015-04-12 12:42:02,0.0,0.0,16.0,690.0
2015-04-12 12:42:03,0.0,0.0,17.0,692.0
2015-04-12 12:42:04,0.0,0.0,17.0,696.0
2015-04-12 12:42:05,0.0,0.0,17.0,706.0
2015-04-12 12:42:06,0.0,0.1,14.0,709.0
2015-04-12 12:42:07,0.0,0.0,14.0,708.0
2015-04-12 12:42:08,0.0,0.0,13.0,703.0
2015-04-12 12:42:09,0.0,0.0,13.0,698.0
2015-04-12 12:42:10,0.0,0.0,14.0,697.0
2015-04-12 12:42:11,0.0,0.0,14.0,697.0
2015-04-12 12:42:12,0.0,0.0,14.0,700.0
2015-04-12 12:42:13,0.0,0.0,14.0,700.0
2015-04-12 12:42:14,0.0,0.0,14.0,702.0
2015-04-12 12:42:15,0.0,0.0,14.0,701.0
2015-04-12 12:42:16,0.0,0.0,13.0,706.0
2015-04-12 12:42:17,0.0,0.0,13.0,702.0
2015-04-12 12:42:18,0.0,0.0,13.0,700.0
2015-04-12 12:42:19,0.0,0.0,13.0,701.0
2015-04-12 12:42:20,0.0,0.0,13.0,699.0
2015-04-12 12:42:21,0.0,0.0,13.0,701.0
2015-04-12 12:42:22,0.0,0.0,13.0,699.0
2015-04-12 12:42:23,0.0,0.0,13.0,702.0
2015-04-12 12:42:24,0.0,0.0,13.0,700.0
2015-04-12 12:42:25,0.0,0.0,12.0,703.0
2015-04-12 12:42:26,0.0,0.0,12.0,702.0
2015-04-12 12:42:27,0.0,0.0,13.0,695.0
2015-04-12 12:42:28,0.0,0.0,13.0,697.0
2015-04-12 12:42:29,0.0,0.0,13.0,697.0
2015-04-12 12:42:30,0.0,0.0,13.0,701.0
2015-04-12 12:42:31,0.0,0.0,13.0,700.0
2015-04-12 12:42:32,0.0,0.0,12.0,701.0
2015-04-12 12:42:33,0.0,0.0,12.0,703.0
2015-04-12 12:42:34,0.0,0.0,12.0,698.0
2015-04-12 12:42:35,0.0,0.0,13.0,697.0
2015-04-12 12:42:36,0.0,0.0,13.0,698.0
2015-04-12 12:42:37,0.0,0.0,13.0,700.0
2015-04-12 12:42:38,0.0,0.0,13.0,701.0
2015-04-12 12:42:39,0.0,0.0,13.0,700.0
2015-04-12 12:42:40,0.0,0.0,12.0,704.0
2015-04-12 12:42:41,0.0,0.0,12.0,701.0
2015-04-12 12:42:42,0.0,0.0,12.0,700.0
2015-04-12 12:42:43,0.0,0.0,12.0,699.0
2015-04-12 12:42:44,0.0,0.0,12.0,700.0
2015-04-12 12:42:45,0.0,0.0,13.0,698.0
2015-04-12 12:42:46,0.0,0.0,12.0,705.0
2015-04-12 12:42:47,0.0,0.0,11.0,704.0
2015-04-12 12:42:48,0.0,0.0,11.0,699.0
2015-04-12 12:42:49,0.0,0.0,11.0,699.0
2015-04-12 12:42:50,0.0,0.0,11.0,698.0
2015-04-12 12:42:51,0.0,0.0,11.0,701.0
2015-04-12 12:42:52,0.0,0.0,11.0,701.0
2015-04-12 12:42:53,0.0,0.0,11.0,705.0
2015-04-12 12:42:54,0.0,0.0,10.0,702.0
2015-04-12 12:42:55,0.0,0.0,10.0,701.0
2015-04-12 12:42:56,0.0,0.0,10.0,699.0
2015-04-12 12:42:57,0.0,0.0,11.0,691.0
2015-04-12 12:42:58,0.0,0.0,13.0,691.0
2015-04-12 12:42:59,0.0,0.0,13.0,701.0
2015-04-12 12:43:00,0.0,0.0,9.0,710.0
2015-04-12 12:43:01,0.0,0.0,10.0,705.0
2015-04-12 12:43:02,0.0,0.0,10.0,699.0
2015-04-12 12:43:03,0.0,0.0,10.0,700.0
2015-04-12 12:43:04,0.0,0.0,10.0,699.0
2015-04-12 12:43:05,0.0,0.0,10.0,702.0
2015-04-12 12:43:06,0.0,0.0,9.0,704.0
2015-04-12 12:43:07,0.0,0.0,9.0,701.0
2015-04-12 12:43:08,0.0,0.0,10.0,699.0
2015-04-12 12:43:09,0.0,0.0,10.0,700.0
2015-04-12 12:43:10,0.0,0.0,10.0,701.0
2015-04-12 12:43:11,0.0,0.1,10.0,701.0
2015-04-12 12:43:12,0.0,0.0,9.0,704.0
2015-04-12 12:43:13,0.0,0.0,9.0,703.0
2015-04-12 12:43:14,0.0,0.0,9.0,701.0
2015-04-12 12:43:15,0.0,0.0,9.0,698.0
2015-04-12 12:43:16,0.0,0.0,9.0,699.0
2015-04-12 12:43:17,0.0,0.0,9.0,700.0
2015-04-12 12:43:18,0.0,0.0,9.0,701.0
2015-04-12 12:43:19,0.0,0.0,9.0,699.0
2015-04-12 12:43:20,0.0,0.1,9.0,700.0
2015-04-12 12:43:21,0.0,0.0,9.0,700.0
2015-04-12 12:43:22,0.0,0.0,9.0,700.0
2015-04-12 12:43:23,0.0,0.0,9.0,699.0
2015-04-12 12:43:24,0.0,0.0,9.0,700.0
2015-04-12 12:43:25,0.0,0.0,9.0,701.0
2015-04-12 12:43:26,0.0,0.0,9.0,700.0
2015-04-12 12:43:27,0.0,0.0,9.0,700.0
2015-04-12 12:43:28,0.0,0.0,9.0,700.0
2015-04-12 12:43:29,0.0,0.0,9.0,700.0
2015-04-12 12:43:30,0.0,0.0,9.0,700.0
2015-04-12 12:43:31,0.0,0.0,9.0,699.0
2015-04-12 12:43:32,0.0,0.0,9.0,700.0
2015-04-12 12:43:33,0.0,0.0,9.0,700.0
2015-04-12 12:43:34,0.0,0.0,9.0,700.0
2015-04-12 12:43:35,0.0,0.0,9.0,701.0
2015-04-12 12:43:36,0.0,0.0,9.0,700.0
2015-04-12 12:43:37,0.0,0.0,9.0,700.0
2015-04-12 12:43:38,0.0,0.0,9.0,700.0
2015-04-12 12:43:39,0.0,0.0,9.0,700.0
2015-04-12 12:43:40,0.0,0.0,9.0,700.0
2015-04-12 12:43:41,0.0,0.0,9.0,700.0
2015-04-12 12:43:42,0.0,0.0,9.0,700.0
2015-04-12 12:43:43,0.0,0.0,9.0,701.0
2015-04-12 12:43:44,0.0,0.1,9.0,700.0
2015-04-12 12:43:45,0.0,0.0,9.0,701.0
2015-04-12 12:43:46,0.0,0.0,9.0,700.0
2015-04-12 12:43:47,0.0,0.0,9.0,701.0
2015-04-12 12:43:48,0.0,0.0,9.0,701.0
2015-04-12 12:43:49,0.0,0.0,9.0,700.0
2015-04-12 12:43:50,0.0,0.0,9.0,700.0
2015-04-12 12:43:51,0.0,0.0,10.0,696.0
2015-04-12 12:43:52,0.0,0.0,10.0,698.0
2015-04-12 12:43:53,0.0,0.1,10.0,701.0
2015-04-12 12:43:54,0.0,0.0,9.0,704.0
2015-04-12 12:43:55,0.0,0.0,9.0,703.0
2015-04-12 12:43:56,0.0,0.0,9.0,700.0
2015-04-12 12:43:57,0.0,0.0,9.0,701.0
2015-04-12 12:43:58,0.0,0.0,9.0,699.0
2015-04-12 12:43:59,0.0,0.0,9.0,701.0
2015-04-12 12:44:00,0.0,0.0,9.0,701.0
2015-04-12 12:44:01,0.0,0.0,9.0,700.0
2015-04-12 12:44:02,0.0,0.0,9.0,700.0
2015-04-12 12:44:03,0.0,0.0,9.0,700.0
2015-04-12 12:44:04,0.0,0.0,9.0,700.0
2015-04-12 12:44:05,0.0,0.0,9.0,700.0
2015-04-12 12:44:06,0.0,0.0,9.0,700.0
2015-04-12 12:44:07,0.0,0.1,9.0,701.0
2015-04-12 12:44:08,0.0,0.0,9.0,700.0
2015-04-12 12:44:09,0.0,0.0,9.0,700.0
2015-04-12 12:44:10,0.0,0.0,9.0,700.0
2015-04-12 12:44:11,0.0,0.0,9.0,700.0
2015-04-12 12:44:12,0.0,0.0,9.0,701.0
2015-04-12 12:44:13,0.0,0.0,9.0,700.0
2015-04-12 12:44:14,0.0,0.0,9.0,700.0
2015-04-12 12:44:15,0.0,0.0,9.0,701.0
2015-04-12 12:44:16,0.0,0.0,9.0,700.0
2015-04-12 12:44:17,0.0,0.0,9.0,699.0
2015-04-12 12:44:18,0.0,0.0,9.0,700.0
2015-04-12 12:44:19,0.0,0.0,9.0,700.0
2015-04-12 12:44:20,0.0,0.0,9.0,700.0
2015-04-12 12:44:21,0.0,0.0,9.0,700.0
2015-04-12 12:44:22,0.0,0.0,9.0,700.0
2015-04-12 12:44:23,0.0,0.0,9.0,700.0
2015-04-12 12:44:24,0.0,0.0,9.0,700.0
2015-04-12 12:44:25,0.0,0.0,9.0,700.0
2015-04-12 12:44:26,0.0,0.0,9.0,700.0
2015-04-12 12:44:27,0.0,0.1,9.0,700.0
2015-04-12 12:44:28,0.0,0.0,9.0,700.0
2015-04-12 12:44:29,0.0,0.0,9.0,699.0
2015-04-12 12:44:30,0.0,0.0,9.0,700.0
2015-04-12 12:44:31,0.0,0.0,9.0,700.0
2015-04-12 12:44:32,0.0,0.0,9.0,700.0
2015-04-12 12:44:33,0.0,0.1,9.0,701.0
2015-04-12 12:44:34,0.0,0.0,9.0,700.0
2015-04-12 12:44:35,0.0,0.0,9.0,701.0
2015-04-12 12:44:36,0.0,0.0,9.0,700.0
2015-04-12 12:44:37,0.0,0.0,9.0,700.0
2015-04-12 12:44:38,0.0,0.1,9.0,700.0
2015-04-12 12:44:39,0.0,0.0,9.0,700.0
2015-04-12 12:44:40,0.0,0.0,9.0,701.0
2015-04-12 12:44:41,0.0,0.1,9.0,700.0
2015-04-12 12:44:42,0.0,0.0,9.0,700.0
2015-04-12 12:44:43,0.0,0.0,9.0,700.0
2015-04-12 12:44:44,0.0,0.0,9.0,700.0
2015-04-12 12:44:45,0.0,0.0,9.0,700.0
2015-04-12 12:44:46,0.0,0.1,9.0,700.0
2015-04-12 12:44:47,0.0,0.0,9.0,701.0
2015-04-12 12:44:48,0.0,0.0,9.0,701.0
2015-04-12 12:44:49,0.0,0.0,9.0,700.0
2015-04-12 12:44:50,0.0,0.0,9.0,701.0
2015-04-12 12:44:51,0.0,0.0,9.0,700.0
2015-04-12 12:44:52,0.0,0.0,9.0,700.0
2015-04-12 12:44:53,0.0,0.0,9.0,700.0
2015-04-12 12:44:54,0.0,0.0,9.0,700.0
2015-04-12 12:44:55,0.0,0.0,9.0,700.0
2015-04-12 12:44:56,0.0,0.0,9.0,700.0
2015-04-12 12:44:57,0.0,0.0,9.0,700.0
2015-04-12 12:44:58,0.0,0.0,9.0,701.0
2015-04-12 12:44:59,0.0,0.0,9.0,700.0
2015-04-12 12:45:00,0.0,0.0,9.0,700.0
2015-04-12 12:45:01,0.0,0.0,9.0,700.0
2015-04-12 12:45:02,0.0,0.0,9.0,701.0
2015-04-12 12:45:03,0.0,0.0,9.0,700.0
2015-04-12 12:45:04,0.0,0.0,9.0,700.0
2015-04-12 12:45:05,0.0,0.0,9.0,700.0
2015-04-12 12:45:06,0.0,0.0,9.0,700.0
2015-04-12 12:45:07,0.0,0.0,9.0,700.0
2015-04-12 12:45:08,0.0,0.0,9.0,700.0
2015-04-12 12:45:09,0.0,0.0,9.0,701.0
2015-04-12 12:45:10,0.0,0.0,9.0,700.0
2015-04-12 12:45:11,0.0,0.0,9.0,700.0
2015-04-12 12:45:12,0.0,0.0,9.0,700.0
2015-04-12 12:45:13,0.0,0.0,9.0,700.0
2015-04-12 12:45:14,0.0,0.0,9.0,700.0
2015-04-12 12:45:15,0.0,0.0,9.0,700.0
2015-04-12 12:45:16,0.0,0.0,9.0,700.0
2015-04-12 12:45:17,0.0,0.0,9.0,700.0
2015-04-12 12:45:18,0.0,0.0,10.0,725.0
2015-04-12 12:45:19,0.0,0.0,10.0,751.0
2015-04-12 12:45:20,0.0,0.0,11.0,773.0
2015-04-12 12:45:21,0.0,0.0,10.0,813.0
2015-04-12 12:45:22,0.0,0.0,10.0,827.0
2015-04-12 12:45:23,0.0,0.0,11.0,868.0
2015-04-12 12:45:24,0.0,0.1,11.0,883.0
2015-04-12 12:45:25,0.0,0.1,11.0,930.0
2015-04-12 12:45:26,0.0,0.1,12.0,948.0
2015-04-12 12:45:27,0.0,0.2,14.0,990.0
2015-04-12 12:45:28,0.0,0.2,12.0,1030.0
2015-04-12 12:45:29,0.0,0.2,10.0,1041.0
2015-04-12 12:45:30,0.0,0.2,11.0,1072.0
2015-04-12 12:45:31,0.0,0.3,11.0,1090.0
2015-04-12 12:45:32,0.0,0.4,52.0,1120.0
2015-04-12 12:45:33,0.0,0.4,0.0,1007.0
2015-04-12 12:45:34,0.0,0.3,0.0,962.0
2015-04-12 12:45:35,0.0,0.3,0.0,835.0
2015-04-12 12:45:36,0.0,0.3,0.0,740.0
2015-04-12 12:45:37,0.0,0.2,1.0,675.0
2015-04-12 12:45:38,0.0,0.1,9.0,681.0
2015-04-12 12:45:39,0.0,0.1,10.0,701.0
2015-04-12 12:45:40,0.0,0.0,9.0,705.0
2015-04-12 12:45:41,0.0,0.0,8.0,709.0
2015-04-12 12:45:42,0.0,0.0,8.0,709.0
2015-04-12 12:45:43,0.0,0.0,6.0,710.0
2015-04-12 12:45:44,0.0,0.0,7.0,698.0
2015-04-12 12:45:45,0.0,0.1,7.0,700.0
2015-04-12 12:45:46,0.0,0.0,7.0,700.0
2015-04-12 12:45:47,0.0,0.0,7.0,700.0
2015-04-12 12:45:48,0.0,0.0,7.0,699.0
2015-04-12 12:45:49,0.0,0.0,7.0,700.0
2015-04-12 12:45:50,0.0,0.0,7.0,700.0
2015-04-12 12:45:51,0.0,0.1,7.0,700.0
2015-04-12 12:45:52,0.0,0.0,7.0,701.0
2015-04-12 12:45:53,0.0,0.0,7.0,701.0
2015-04-12 12:45:54,0.0,0.0,7.0,700.0
2015-04-12 12:45:55,0.0,0.0,7.0,699.0
2015-04-12 12:45:56,0.0,0.1,7.0,698.0
2015-04-12 12:45:57,0.0,0.0,7.0,700.0
2015-04-12 12:45:58,0.0,0.0,7.0,700.0
2015-04-12 12:45:59,0.0,0.0,7.0,702.0
2015-04-12 12:46:00,0.0,0.0,7.0,701.0
2015-04-12 12:46:01,0.0,0.0,7.0,700.0
2015-04-12 12:46:02,0.0,0.0,7.0,699.0
2015-04-12 12:46:03,0.0,0.0,7.0,700.0
2015-04-12 12:46:04,0.0,0.0,7.0,699.0
2015-04-12 12:46:05,0.0,0.0,7.0,700.0
2015-04-12 12:46:06,0.0,0.0,7.0,701.0
2015-04-12 12:46:07,0.0,0.0,7.0,700.0
2015-04-12 12:46:08,0.0,0.0,7.0,700.0
2015-04-12 12:46:09,0.0,0.0,7.0,700.0
2015-04-12 12:46:10,0.0,0.0,7.0,700.0
2015-04-12 12:46:11,0.0,0.0,7.0,701.0
2015-04-12 12:46:12,0.0,0.0,7.0,700.0
2015-04-12 12:46:13,0.0,0.0,7.0,700.0
2015-04-12 12:46:14,0.0,0.0,7.0,700.0
2015-04-12 12:46:15,0.0,0.0,7.0,700.0
2015-04-12 12:46:16,0.0,0.0,7.0,700.0
2015-04-12 12:46:17,0.0,0.0,7.0,700.0
2015-04-12 12:46:18,0.0,0.0,7.0,700.0
2015-04-12 12:46:19,0.0,0.0,7.0,700.0
2015-04-12 12:46:20,0.0,0.1,7.0,700.0
2015-04-12 12:46:21,0.0,0.0,7.0,700.0
2015-04-12 12:46:22,0.0,0.0,7.0,699.0
2015-04-12 12:46:23,0.0,0.1,7.0,700.0
2015-04-12 12:46:24,0.0,0.0,7.0,700.0
2015-04-12 12:46:25,0.0,0.0,7.0,700.0
2015-04-12 12:46:26,0.0,0.0,7.0,701.0
2015-04-12 12:46:27,0.0,0.0,7.0,700.0
2015-04-12 12:46:28,0.0,0.0,7.0,700.0
2015-04-12 12:46:29,0.0,0.0,7.0,700.0
2015-04-12 12:46:30,0.0,0.0,7.0,699.0
2015-04-12 12:46:31,0.0,0.0,7.0,701.0
2015-04-12 12:46:32,0.0,0.0,7.0,701.0
2015-04-12 12:46:33,0.0,0.0,7.0,700.0
2015-04-12 12:46:34,0.0,0.0,7.0,699.0
2015-04-12 12:46:35,0.0,0.1,7.0,699.0
2015-04-12 12:46:36,0.0,0.0,7.0,700.0
2015-04-12 12:46:37,0.0,0.0,7.0,700.0
2015-04-12 12:46:38,0.0,0.0,7.0,701.0
2015-04-12 12:46:39,0.0,0.0,7.0,701.0
2015-04-12 12:46:40,0.0,0.0,7.0,700.0
2015-04-12 12:46:41,0.0,0.0,7.0,700.0
2015-04-12 12:46:42,0.0,0.0,7.0,699.0
2015-04-12 12:46:43,0.0,0.0,7.0,701.0
2015-04-12 12:46:44,0.0,0.1,7.0,701.0
2015-04-12 12:46:45,0.0,0.0,7.0,700.0
2015-04-12 12:46:46,0.0,0.0,7.0,698.0
2015-04-12 12:46:47,0.0,0.0,7.0,699.0
2015-04-12 12:46:48,0.0,0.0,7.0,700.0
2015-04-12 12:46:49,0.0,0.0,7.0,700.0
2015-04-12 12:46:50,0.0,0.0,7.0,700.0
2015-04-12 12:46:51,0.0,0.0,7.0,700.0
2015-04-12 12:46:52,0.0,0.0,7.0,699.0
2015-04-12 12:46:53,0.0,0.0,7.0,700.0
2015-04-12 12:46:54,0.0,0.1,7.0,701.0
2015-04-12 12:46:55,0.0,0.0,7.0,701.0
2015-04-12 12:46:56,0.0,0.0,7.0,700.0
2015-04-12 12:46:57,0.0,0.0,7.0,700.0
2015-04-12 12:46:58,0.0,0.0,7.0,700.0
2015-04-12 12:46:59,0.0,0.1,7.0,699.0
2015-04-12 12:47:00,0.0,0.0,7.0,700.0
2015-04-12 12:47:01,0.0,0.0,7.0,701.0
2015-04-12 12:47:02,0.0,0.0,7.0,700.0
2015-04-12 12:47:03,0.0,0.0,7.0,699.0
2015-04-12 12:47:04,0.0,0.0,7.0,699.0
2015-04-12 12:47:05,0.0,0.1,7.0,699.0
2015-04-12 12:47:06,0.0,0.0,7.0,700.0
2015-04-12 12:47:07,0.0,0.0,7.0,701.0
2015-04-12 12:47:08,0.0,0.1,7.0,699.0
2015-04-12 12:47:09,0.0,0.0,7.0,699.0
2015-04-12 12:47:10,0.0,0.1,7.0,699.0
2015-04-12 12:47:11,0.0,0.0,7.0,700.0
2015-04-12 12:47:12,0.0,0.1,7.0,701.0
2015-04-12 12:47:13,0.0,0.0,7.0,701.0
2015-04-12 12:47:14,0.0,0.0,7.0,700.0
2015-04-12 12:47:15,0.0,0.0,7.0,700.0
2015-04-12 12:47:16,0.0,0.0,7.0,700.0
2015-04-12 12:47:17,0.0,0.1,7.0,701.0
2015-04-12 12:47:18,0.0,0.0,7.0,701.0
2015-04-12 12:47:19,0.0,0.0,7.0,700.0
2015-04-12 12:47:20,0.0,0.1,7.0,700.0
2015-04-12 12:47:21,0.0,0.0,7.0,699.0
2015-04-12 12:47:22,0.0,0.0,7.0,700.0
2015-04-12 12:47:23,0.0,0.1,7.0,700.0
2015-04-12 12:47:24,0.0,0.0,7.0,701.0
2015-04-12 12:47:25,0.0,0.1,7.0,701.0
2015-04-12 12:47:26,0.0,0.0,7.0,692.0
2015-04-12 12:47:27,0.0,0.1,9.0,693.0
2015-04-12 12:47:28,0.0,0.1,9.0,697.0
2015-04-12 12:47:29,0.0,0.1,8.0,707.0
2015-04-12 12:47:30,0.0,0.0,6.0,709.0
2015-04-12 12:47:31,0.0,0.0,6.0,709.0
2015-04-12 12:47:32,0.0,0.0,7.0,698.0
2015-04-12 12:47:33,0.0,0.0,7.0,700.0
2015-04-12 12:47:34,0.0,0.0,7.0,700.0
2015-04-12 12:47:35,0.0,0.0,7.0,699.0
2015-04-12 12:47:36,0.0,0.0,7.0,699.0
2015-04-12 12:47:37,0.0,0.0,7.0,700.0
2015-04-12 12:47:38,0.0,0.0,7.0,701.0
2015-04-12 12:47:39,0.0,0.0,7.0,701.0
2015-04-12 12:47:40,0.0,0.0,7.0,700.0
2015-04-12 12:47:41,0.0,0.0,7.0,701.0
2015-04-12 12:47:42,0.0,0.0,7.0,700.0
2015-04-12 12:47:43,0.0,0.0,7.0,700.0
2015-04-12 12:47:44,0.0,0.0,7.0,700.0
2015-04-12 12:47:45,0.0,0.0,7.0,702.0
2015-04-12 12:47:46,0.0,0.0,7.0,689.0
2015-04-12 12:47:47,0.0,0.0,10.0,691.0
2015-04-12 12:47:48,0.0,0.1,10.0,708.0
2015-04-12 12:47:49,0.0,0.0,6.0,715.0
2015-04-12 12:47:50,0.0,0.0,7.0,700.0
2015-04-12 12:47:51,0.0,0.0,7.0,702.0
2015-04-12 12:47:52,0.0,0.0,6.0,702.0
2015-04-12 12:47:53,0.0,0.0,6.0,697.0
2015-04-12 12:47:54,0.0,0.0,7.0,698.0
2015-04-12 12:47:55,0.0,0.0,7.0,698.0
2015-04-12 12:47:56,0.0,0.1,7.0,699.0
2015-04-12 12:47:57,0.0,0.0,7.0,701.0
2015-04-12 12:47:58,0.0,0.0,7.0,702.0
2015-04-12 12:47:59,0.0,0.1,7.0,702.0
2015-04-12 12:48:00,0.0,0.0,7.0,700.0
2015-04-12 12:48:01,0.0,0.0,7.0,699.0
2015-04-12 12:48:02,0.0,0.0,7.0,699.0
2015-04-12 12:48:03,0.0,0.0,7.0,700.0
2015-04-12 12:48:04,0.0,0.1,7.0,700.0
2015-04-12 12:48:05,0.0,0.0,7.0,701.0
2015-04-12 12:48:06,0.0,0.1,7.0,700.0
2015-04-12 12:48:07,0.0,0.1,7.0,699.0
2015-04-12 12:48:08,0.0,0.0,7.0,699.0
2015-04-12 12:48:09,0.0,0.1,7.0,701.0
2015-04-12 12:48:10,0.0,0.0,7.0,700.0
2015-04-12 12:48:11,0.0,0.0,7.0,700.0
2015-04-12 12:48:12,0.0,0.0,7.0,699.0
2015-04-12 12:48:13,0.0,0.0,7.0,700.0
2015-04-12 12:48:14,0.0,0.0,7.0,701.0
2015-04-12 12:48:15,0.0,0.0,7.0,700.0
2015-04-12 12:48:16,0.0,0.0,7.0,699.0
2015-04-12 12:48:17,0.0,0.0,7.0,701.0
2015-04-12 12:48:18,0.0,0.0,7.0,700.0
2015-04-12 12:48:19,0.0,0.0,7.0,701.0
2015-04-12 12:48:20,0.0,0.0,7.0,701.0
2015-04-12 12:48:21,0.0,0.0,7.0,700.0
2015-04-12 12:48:22,0.0,0.0,7.0,700.0
2015-04-12 12:48:23,0.0,0.1,7.0,700.0
2015-04-12 12:48:24,0.0,0.0,7.0,700.0
2015-04-12 12:48:25,0.0,0.0,7.0,700.0
2015-04-12 12:48:26,0.0,0.0,7.0,700.0
2015-04-12 12:48:27,0.0,0.0,7.0,700.0
2015-04-12 12:48:28,0.0,0.1,7.0,700.0
2015-04-12 12:48:29,0.0,0.0,7.0,701.0
2015-04-12 12:48:30,0.0,0.0,7.0,700.0
2015-04-12 12:48:31,0.0,0.0,7.0,700.0
2015-04-12 12:48:32,0.0,0.0,7.0,700.0
2015-04-12 12:48:33,0.0,0.0,7.0,700.0
2015-04-12 12:48:34,0.0,0.0,7.0,699.0
2015-04-12 12:48:35,0.0,0.0,7.0,700.0
2015-04-12 12:48:36,0.0,0.0,7.0,702.0
2015-04-12 12:48:37,0.0,0.0,7.0,701.0
2015-04-12 12:48:38,0.0,0.0,7.0,700.0
2015-04-12 12:48:39,0.0,0.0,7.0,699.0
2015-04-12 12:48:40,0.0,0.0,7.0,699.0
2015-04-12 12:48:41,0.0,0.1,7.0,700.0
2015-04-12 12:48:42,0.0,0.0,7.0,700.0
2015-04-12 12:48:43,0.0,0.1,21.0,653.0
2015-04-12 12:48:44,0.0,0.1,23.0,678.0
2015-04-12 12:48:45,0.0,0.1,23.0,691.0
2015-04-12 12:48:46,0.0,0.1,23.0,699.0
2015-04-12 12:48:47,0.0,0.1,23.0,700.0
2015-04-12 12:48:48,0.0,0.2,23.0,700.0
2015-04-12 12:48:49,0.0,0.2,22.0,709.0
2015-04-12 12:48:50,0.0,0.3,16.0,722.0
2015-04-12 12:48:51,0.0,0.3,19.0,680.0
2015-04-12 12:48:52,0.0,0.2,24.0,679.0
2015-04-12 12:48:53,0.0,0.2,25.0,703.0
2015-04-12 12:48:54,0.0,0.3,20.0,717.0
2015-04-12 12:48:55,0.0,0.3,19.0,692.0
2015-04-12 12:48:56,0.0,0.3,24.0,680.0
2015-04-12 12:48:57,0.0,0.3,24.0,696.0
2015-04-12 12:48:58,0.0,0.3,25.0,697.0
2015-04-12 12:48:59,0.0,0.3,24.0,702.0
2015-04-12 12:49:00,0.0,0.3,21.0,724.0
2015-04-12 12:49:01,0.0,0.2,16.0,730.0
2015-04-12 12:49:02,0.0,0.2,10.0,707.0
2015-04-12 12:49:03,0.0,0.2,13.0,697.0
2015-04-12 12:49:04,0.0,0.1,12.0,707.0
2015-04-12 12:49:05,0.0,0.1,11.0,717.0
2015-04-12 12:49:06,0.0,0.1,6.0,703.0
2015-04-12 12:49:07,0.0,0.1,6.0,706.0
2015-04-12 12:49:08,0.0,0.1,6.0,699.0
2015-04-12 12:49:09,0.0,0.1,8.0,692.0
2015-04-12 12:49:10,0.0,0.1,11.0,668.0
2015-04-12 12:49:11,0.0,0.1,19.0,674.0
2015-04-12 12:49:12,0.0,0.1,19.0,692.0
2015-04-12 12:49:13,0.0,0.1,19.0,697.0
2015-04-12 12:49:14,0.0,0.2,18.0,705.0
2015-04-12 12:49:15,0.0,0.2,18.0,699.0
2015-04-12 12:49:16,0.0,0.2,18.0,700.0
2015-04-12 12:49:17,0.0,0.2,19.0,698.0
2015-04-12 12:49:18,47.7,0.2,19.0,741.0
2015-04-12 12:49:19,0.0,0.6,35.0,1019.0
2015-04-12 12:49:20,0.0,0.7,0.0,770.0
2015-04-12 12:49:21,42.9,0.5,11.0,688.0
2015-04-12 12:49:22,0.0,0.6,52.0,859.0
2015-04-12 12:49:23,0.0,0.5,12.0,680.0
2015-04-12 12:49:24,0.0,0.4,20.0,678.0
2015-04-12 12:49:25,0.0,0.4,24.0,680.0
2015-04-12 12:49:26,0.0,0.4,25.0,691.0
2015-04-12 12:49:27,0.0,0.3,27.0,692.0
2015-04-12 12:49:28,0.0,0.3,27.0,698.0
2015-04-12 12:49:29,0.0,0.3,24.0,719.0
2015-04-12 12:49:30,0.0,0.2,4.0,745.0
2015-04-12 12:49:31,0.0,0.2,4.0,711.0
2015-04-12 12:49:32,0.0,0.1,5.0,702.0
2015-04-12 12:49:33,0.0,0.1,4.0,706.0
2015-04-12 12:49:34,0.0,0.0,3.0,704.0
2015-04-12 12:49:35,0.0,0.1,6.0,668.0
2015-04-12 12:49:36,0.0,0.1,15.0,630.0
2015-04-12 12:49:37,0.0,0.1,27.0,665.0
2015-04-12 12:49:38,0.0,0.2,27.0,694.0
2015-04-12 12:49:39,0.0,0.2,24.0,709.0
2015-04-12 12:49:40,0.0,0.3,24.0,706.0
2015-04-12 12:49:41,0.0,0.3,24.0,698.0
2015-04-12 12:49:42,0.0,0.2,24.0,708.0
2015-04-12 12:49:43,0.0,0.3,20.0,715.0
2015-04-12 12:49:44,0.0,0.3,18.0,707.0
2015-04-12 12:49:45,0.0,0.2,18.0,704.0
2015-04-12 12:49:46,0.0,0.3,19.0,699.0
2015-04-12 12:49:47,0.0,0.3,19.0,700.0
2015-04-12 12:49:48,0.0,0.2,19.0,700.0
2015-04-12 12:49:49,0.0,0.3,18.0,701.0
2015-04-12 12:49:50,0.0,0.2,19.0,700.0
2015-04-12 12:49:51,0.0,0.3,19.0,700.0
2015-04-12 12:49:52,0.0,0.2,19.0,700.0
2015-04-12 12:49:53,0.0,0.3,19.0,701.0
2015-04-12 12:49:54,0.0,0.2,19.0,700.0
2015-04-12 12:49:55,0.0,0.2,19.0,699.0
2015-04-12 12:49:56,0.0,0.2,19.0,700.0
2015-04-12 12:49:57,0.0,0.3,18.0,700.0
2015-04-12 12:49:58,0.0,0.3,19.0,700.0
2015-04-12 12:49:59,0.0,0.2,19.0,699.0
