,co2tpi_CO2ppm
2015-04-12 14:46:09,68161.2
2015-04-12 14:46:10,68428.6
2015-04-12 14:46:11,68696.0
2015-04-12 14:46:12,68849.0
2015-04-12 14:46:13,69120.45
2015-04-12 14:46:14,69391.9
2015-04-12 14:46:15,70734.4
2015-04-12 14:46:16,70416.5
2015-04-12 14:46:17,70098.6
2015-04-12 14:46:18,68847.3
2015-04-12 14:46:19,69030.2333333
2015-04-12 14:46:20,69213.1666667
2015-04-12 14:46:21,69396.1
2015-04-12 14:46:22,68639.25
2015-04-12 14:46:23,67882.4
2015-04-12 14:46:24,64421.5
2015-04-12 14:46:25,62781.4
2015-04-12 14:46:26,61141.3
2015-04-12 14:46:27,59658.3
2015-04-12 14:46:28,59117.05
2015-04-12 14:46:29,58575.8
2015-04-12 14:46:30,57929.3
2015-04-12 14:46:31,57564.65
2015-04-12 14:46:32,57200.0
2015-04-12 14:46:33,57305.8
2015-04-12 14:46:34,58041.8
2015-04-12 14:46:35,58777.8
2015-04-12 14:46:36,58885.7
2015-04-12 14:46:37,58877.15
2015-04-12 14:46:38,58868.6
2015-04-12 14:46:39,63187.2
2015-04-12 14:46:40,63700.0
2015-04-12 14:46:41,64212.8
2015-04-12 14:46:42,65756.4
2015-04-12 14:46:43,66134.1
2015-04-12 14:46:44,66511.8
2015-04-12 14:46:45,66889.5
2015-04-12 14:46:46,65373.4
2015-04-12 14:46:47,63857.3
2015-04-12 14:46:48,63228.6
2015-04-12 14:46:49,62677.8
2015-04-12 14:46:50,62127.0
2015-04-12 14:46:51,59522.9
2015-04-12 14:46:52,57013.6
2015-04-12 14:46:53,54504.3
2015-04-12 14:46:54,52856.2
2015-04-12 14:46:55,52004.6
2015-04-12 14:46:56,51153.0
2015-04-12 14:46:57,49049.1
2015-04-12 14:46:58,47636.1
2015-04-12 14:46:59,46223.1
2015-04-12 14:47:00,41442.4
2015-04-12 14:47:01,39214.75
2015-04-12 14:47:02,36987.1
2015-04-12 14:47:03,36367.1
2015-04-12 14:47:04,36370.05
2015-04-12 14:47:05,36373.0
2015-04-12 14:47:06,37424.0
2015-04-12 14:47:07,38436.9666667
2015-04-12 14:47:08,39449.9333333
2015-04-12 14:47:09,40462.9
2015-04-12 14:47:10,42599.9
2015-04-12 14:47:11,44736.9
2015-04-12 14:47:12,46878.5
2015-04-12 14:47:13,46995.65
2015-04-12 14:47:14,47112.8
2015-04-12 14:47:15,46584.3
2015-04-12 14:47:16,45708.5
2015-04-12 14:47:17,44832.7
2015-04-12 14:47:18,45985.1
2015-04-12 14:47:19,46453.7
2015-04-12 14:47:20,46922.3
2015-04-12 14:47:21,46123.4
2015-04-12 14:47:22,45714.05
2015-04-12 14:47:23,45304.7
2015-04-12 14:47:24,45680.8
2015-04-12 14:47:25,46146.7
2015-04-12 14:47:26,46612.6
2015-04-12 14:47:27,43337.3
2015-04-12 14:47:28,41025.15
2015-04-12 14:47:29,38713.0
2015-04-12 14:47:30,34108.5
2015-04-12 14:47:31,34342.1333333
2015-04-12 14:47:32,34575.7666667
2015-04-12 14:47:33,34809.4
2015-04-12 14:47:34,37616.65
2015-04-12 14:47:35,40423.9
2015-04-12 14:47:36,44281.1
2015-04-12 14:47:37,45351.4
2015-04-12 14:47:38,46421.7
2015-04-12 14:47:39,46353.6
2015-04-12 14:47:40,46307.0
2015-04-12 14:47:41,46260.4
2015-04-12 14:47:42,49280.7
2015-04-12 14:47:43,52104.55
2015-04-12 14:47:44,54928.4
2015-04-12 14:47:45,60041.2
2015-04-12 14:47:46,60040.2
2015-04-12 14:47:47,60039.2
2015-04-12 14:47:48,58904.5
2015-04-12 14:47:49,57722.5
2015-04-12 14:47:50,56540.5
2015-04-12 14:47:51,51139.8
2015-04-12 14:47:52,49940.15
2015-04-12 14:47:53,48740.5
2015-04-12 14:47:54,48739.4
2015-04-12 14:47:55,49169.4
2015-04-12 14:47:56,49599.4
2015-04-12 14:47:57,50029.4
2015-04-12 14:47:58,50651.5
2015-04-12 14:47:59,51273.6
2015-04-12 14:48:00,48283.3
2015-04-12 14:48:01,45921.75
2015-04-12 14:48:02,43560.2
2015-04-12 14:48:03,39312.2
2015-04-12 14:48:04,38536.25
2015-04-12 14:48:05,37760.3
2015-04-12 14:48:06,35744.4
2015-04-12 14:48:07,35148.5
2015-04-12 14:48:08,34552.6
2015-04-12 14:48:09,35789.0
2015-04-12 14:48:10,36213.95
2015-04-12 14:48:11,36638.9
2015-04-12 14:48:12,38176.2
2015-04-12 14:48:13,37970.75
2015-04-12 14:48:14,37765.3
2015-04-12 14:48:15,37123.4
2015-04-12 14:48:16,36903.35
2015-04-12 14:48:17,36683.3
2015-04-12 14:48:18,37146.5
2015-04-12 14:48:19,36983.6
2015-04-12 14:48:20,36820.7
2015-04-12 14:48:21,36657.8
2015-04-12 14:48:22,35828.45
2015-04-12 14:48:23,34999.1
2015-04-12 14:48:24,33306.2
2015-04-12 14:48:25,33219.55
2015-04-12 14:48:26,33132.9
2015-04-12 14:48:27,33027.2
2015-04-12 14:48:28,32811.65
2015-04-12 14:48:29,32596.1
2015-04-12 14:48:30,33311.1
2015-04-12 14:48:31,33618.45
2015-04-12 14:48:32,33925.8
2015-04-12 14:48:33,34271.9
2015-04-12 14:48:34,34024.6
2015-04-12 14:48:35,33777.3
2015-04-12 14:48:36,31490.5
2015-04-12 14:48:37,29940.3
2015-04-12 14:48:38,28390.1
2015-04-12 14:48:39,26706.3
2015-04-12 14:48:40,27019.7
2015-04-12 14:48:41,27333.1
2015-04-12 14:48:42,29773.9
2015-04-12 14:48:43,31563.9
2015-04-12 14:48:44,33353.9
2015-04-12 14:48:45,35143.9
2015-04-12 14:48:46,39106.85
2015-04-12 14:48:47,43069.8
2015-04-12 14:48:48,51331.9
2015-04-12 14:48:49,53970.75
2015-04-12 14:48:50,56609.6
2015-04-12 14:48:51,57573.7
2015-04-12 14:48:52,56377.7
2015-04-12 14:48:53,55181.7
2015-04-12 14:48:54,50869.4
2015-04-12 14:48:55,48072.8
2015-04-12 14:48:56,45276.2
2015-04-12 14:48:57,39364.7
2015-04-12 14:48:58,36660.95
2015-04-12 14:48:59,33957.2
2015-04-12 14:49:00,29540.1
2015-04-12 14:49:01,27974.85
2015-04-12 14:49:02,26409.6
2015-04-12 14:49:03,24779.3
2015-04-12 14:49:04,24833.85
2015-04-12 14:49:05,24888.4
2015-04-12 14:49:06,26525.8
2015-04-12 14:49:07,27283.9666667
2015-04-12 14:49:08,28042.1333333
2015-04-12 14:49:09,28800.3
2015-04-12 14:49:10,29691.2
2015-04-12 14:49:11,30582.1
2015-04-12 14:49:12,31163.4
2015-04-12 14:49:13,30746.25
2015-04-12 14:49:14,30329.1
2015-04-12 14:49:15,29275.4
2015-04-12 14:49:16,28611.6
2015-04-12 14:49:17,27947.8
2015-04-12 14:49:18,26492.9
2015-04-12 14:49:19,25776.3
2015-04-12 14:49:20,25059.7
2015-04-12 14:49:21,23806.5
2015-04-12 14:49:22,23233.55
2015-04-12 14:49:23,22660.6
2015-04-12 14:49:24,21670.2
2015-04-12 14:49:25,21220.15
2015-04-12 14:49:26,20770.1
2015-04-12 14:49:27,20057.8
2015-04-12 14:49:28,19734.6
2015-04-12 14:49:29,19411.4
2015-04-12 14:49:30,18931.6
2015-04-12 14:49:31,18776.7333333
2015-04-12 14:49:32,18621.8666667
2015-04-12 14:49:33,18467.0
2015-04-12 14:49:34,18350.6
2015-04-12 14:49:35,18234.2
2015-04-12 14:49:36,17863.7
2015-04-12 14:49:37,17801.65
2015-04-12 14:49:38,17739.6
2015-04-12 14:49:39,17485.9
2015-04-12 14:49:40,17387.55
2015-04-12 14:49:41,17289.2
2015-04-12 14:49:42,17187.3
2015-04-12 14:49:43,17106.75
2015-04-12 14:49:44,17026.2
2015-04-12 14:49:45,16982.8
2015-04-12 14:49:46,16942.7
2015-04-12 14:49:47,16902.6
2015-04-12 14:49:48,16933.0
2015-04-12 14:49:49,17090.7
2015-04-12 14:49:50,17248.4
2015-04-12 14:49:51,17426.2
2015-04-12 14:49:52,17443.3
2015-04-12 14:49:53,17460.4
2015-04-12 14:49:54,17462.5
2015-04-12 14:49:55,17448.8333333
2015-04-12 14:49:56,17435.1666667
2015-04-12 14:49:57,17421.5
2015-04-12 14:49:58,17337.15
2015-04-12 14:49:59,17252.8
2015-04-12 14:50:00,17192.2
2015-04-12 14:50:01,17163.65
2015-04-12 14:50:02,17135.1
2015-04-12 14:50:03,17082.2
2015-04-12 14:50:04,17030.8
2015-04-12 14:50:05,16979.4
2015-04-12 14:50:06,16883.3
2015-04-12 14:50:07,16849.85
2015-04-12 14:50:08,16816.4
2015-04-12 14:50:09,16795.3
2015-04-12 14:50:10,16789.6
2015-04-12 14:50:11,16783.9
2015-04-12 14:50:12,16733.3
2015-04-12 14:50:13,16724.3
2015-04-12 14:50:14,16715.3
2015-04-12 14:50:15,16715.8
2015-04-12 14:50:16,16803.6
2015-04-12 14:50:17,16891.4
2015-04-12 14:50:18,16911.2333333
2015-04-12 14:50:19,16931.0666667
2015-04-12 14:50:20,16950.9
2015-04-12 14:50:21,17027.8
2015-04-12 14:50:22,17042.0
2015-04-12 14:50:23,17056.2
2015-04-12 14:50:24,17068.2
2015-04-12 14:50:25,17056.65
2015-04-12 14:50:26,17045.1
2015-04-12 14:50:27,17035.8
2015-04-12 14:50:28,17118.25
2015-04-12 14:50:29,17200.7
2015-04-12 14:50:30,17388.4
2015-04-12 14:50:31,17406.75
2015-04-12 14:50:32,17425.1
2015-04-12 14:50:33,17456.4
2015-04-12 14:50:34,17449.85
2015-04-12 14:50:35,17443.3
2015-04-12 14:50:36,17394.0
2015-04-12 14:50:37,17311.75
2015-04-12 14:50:38,17229.5
2015-04-12 14:50:39,17163.9
2015-04-12 14:50:40,17110.1
2015-04-12 14:50:41,17056.3
2015-04-12 14:50:42,17039.0333333
2015-04-12 14:50:43,17021.7666667
2015-04-12 14:50:44,17004.5
2015-04-12 14:50:45,16905.9
2015-04-12 14:50:46,16880.2
2015-04-12 14:50:47,16854.5
2015-04-12 14:50:48,16809.0
2015-04-12 14:50:49,16804.35
2015-04-12 14:50:50,16799.7
2015-04-12 14:50:51,16761.3
2015-04-12 14:50:52,16759.75
2015-04-12 14:50:53,16758.2
2015-04-12 14:50:54,16740.8
2015-04-12 14:50:55,16731.7
2015-04-12 14:50:56,16722.6
2015-04-12 14:50:57,16721.1
2015-04-12 14:50:58,16708.45
2015-04-12 14:50:59,16695.8
2015-04-12 14:51:00,16685.9
2015-04-12 14:51:01,16677.35
2015-04-12 14:51:02,16668.8
2015-04-12 14:51:03,16653.1
2015-04-12 14:51:04,16664.65
2015-04-12 14:51:05,16676.2
2015-04-12 14:51:06,16788.5666667
2015-04-12 14:51:07,16900.9333333
2015-04-12 14:51:08,17013.3
2015-04-12 14:51:09,17148.8
2015-04-12 14:51:10,17218.2
2015-04-12 14:51:11,17287.6
2015-04-12 14:51:12,17299.8
2015-04-12 14:51:13,17294.6
2015-04-12 14:51:14,17289.4
2015-04-12 14:51:15,17302.5
2015-04-12 14:51:16,18603.1
2015-04-12 14:51:17,19903.7
2015-04-12 14:51:18,30600.7
2015-04-12 14:51:19,36949.55
2015-04-12 14:51:20,43298.4
2015-04-12 14:51:21,51247.6
2015-04-12 14:51:22,53445.6
2015-04-12 14:51:23,55643.6
2015-04-12 14:51:24,56723.6
2015-04-12 14:51:25,56796.1
2015-04-12 14:51:26,56868.6
2015-04-12 14:51:27,55451.6
2015-04-12 14:51:28,54708.25
2015-04-12 14:51:29,53964.9
2015-04-12 14:51:30,55159.4333333
2015-04-12 14:51:31,56353.9666667
2015-04-12 14:51:32,57548.5
2015-04-12 14:51:33,64493.3
2015-04-12 14:51:34,66055.6
2015-04-12 14:51:35,67617.9
2015-04-12 14:51:36,67315.8
2015-04-12 14:51:37,67538.7
2015-04-12 14:51:38,67761.6
2015-04-12 14:51:39,67325.5
2015-04-12 14:51:40,67873.8
2015-04-12 14:51:41,68422.1
2015-04-12 14:51:42,72488.2
2015-04-12 14:51:43,73116.3
2015-04-12 14:51:44,73744.4
2015-04-12 14:51:45,73927.2
2015-04-12 14:51:46,72839.9
2015-04-12 14:51:47,71752.6
2015-04-12 14:51:48,66700.2
2015-04-12 14:51:49,66436.9
2015-04-12 14:51:50,66173.6
2015-04-12 14:51:51,67861.4
2015-04-12 14:51:52,66988.3
2015-04-12 14:51:53,66115.2
2015-04-12 14:51:54,66896.6666667
2015-04-12 14:51:55,67678.1333333
2015-04-12 14:51:56,68459.6
2015-04-12 14:51:57,72113.1
2015-04-12 14:51:58,71150.8
2015-04-12 14:51:59,70188.5
2015-04-12 14:52:00,68826.0
2015-04-12 14:52:01,69400.15
2015-04-12 14:52:02,69974.3
2015-04-12 14:52:03,63886.5
2015-04-12 14:52:04,57990.9
2015-04-12 14:52:05,52095.3
2015-04-12 14:52:06,41139.7
2015-04-12 14:52:07,36876.15
2015-04-12 14:52:08,32612.6
2015-04-12 14:52:09,26121.5
2015-04-12 14:52:10,23729.05
2015-04-12 14:52:11,21336.6
2015-04-12 14:52:12,20855.9
2015-04-12 14:52:13,25876.95
2015-04-12 14:52:14,30898.0
2015-04-12 14:52:15,41428.0
2015-04-12 14:52:16,43421.85
2015-04-12 14:52:17,45415.7
2015-04-12 14:52:18,45630.1333333
2015-04-12 14:52:19,45844.5666667
2015-04-12 14:52:20,46059.0
2015-04-12 14:52:21,51295.6
2015-04-12 14:52:22,51271.4
2015-04-12 14:52:23,51247.2
2015-04-12 14:52:24,42144.2
2015-04-12 14:52:25,38211.25
2015-04-12 14:52:26,34278.3
2015-04-12 14:52:27,28092.1
2015-04-12 14:52:28,25777.75
2015-04-12 14:52:29,23463.4
2015-04-12 14:52:30,19742.0
2015-04-12 14:52:31,18058.55
2015-04-12 14:52:32,16375.1
2015-04-12 14:52:33,13589.9
2015-04-12 14:52:34,12333.6
2015-04-12 14:52:35,11077.3
2015-04-12 14:52:36,9252.0
2015-04-12 14:52:37,8569.2
2015-04-12 14:52:38,7886.4
2015-04-12 14:52:39,9791.3
2015-04-12 14:52:40,15571.65
2015-04-12 14:52:41,21352.0
2015-04-12 14:52:42,25953.5666667
2015-04-12 14:52:43,30555.1333333
2015-04-12 14:52:44,35156.7
2015-04-12 14:52:45,43100.2
2015-04-12 14:52:46,45676.9
2015-04-12 14:52:47,48253.6
2015-04-12 14:52:48,52280.1
2015-04-12 14:52:49,52659.8
2015-04-12 14:52:50,53039.5
2015-04-12 14:52:51,53284.1
2015-04-12 14:52:52,53328.15
2015-04-12 14:52:53,53372.2
2015-04-12 14:52:54,53873.7
2015-04-12 14:52:55,53873.15
2015-04-12 14:52:56,53872.6
2015-04-12 14:52:57,53761.6
2015-04-12 14:52:58,53423.35
2015-04-12 14:52:59,53085.1
2015-04-12 14:53:00,49800.0
2015-04-12 14:53:01,48037.65
2015-04-12 14:53:02,46275.3
2015-04-12 14:53:03,47952.6
2015-04-12 14:53:04,51684.8
2015-04-12 14:53:05,55417.0
2015-04-12 14:53:06,57497.8666667
2015-04-12 14:53:07,59578.7333333
2015-04-12 14:53:08,61659.6
2015-04-12 14:53:09,60526.5
2015-04-12 14:53:10,61461.4
2015-04-12 14:53:11,62396.3
2015-04-12 14:53:12,64676.0
2015-04-12 14:53:13,65998.75
2015-04-12 14:53:14,67321.5
2015-04-12 14:53:15,66098.7
2015-04-12 14:53:16,66972.7
2015-04-12 14:53:17,67846.7
2015-04-12 14:53:18,68334.1
2015-04-12 14:53:19,68166.5
2015-04-12 14:53:20,67998.9
2015-04-12 14:53:21,71576.1
2015-04-12 14:53:22,71995.1
2015-04-12 14:53:23,72414.1
2015-04-12 14:53:24,71357.7
2015-04-12 14:53:25,71500.6
2015-04-12 14:53:26,71643.5
2015-04-12 14:53:27,72844.7
2015-04-12 14:53:28,72603.4
2015-04-12 14:53:29,72362.1
2015-04-12 14:53:30,72069.8333333
2015-04-12 14:53:31,71777.5666667
2015-04-12 14:53:32,71485.3
2015-04-12 14:53:33,70028.3
2015-04-12 14:53:34,69480.0
2015-04-12 14:53:35,68931.7
2015-04-12 14:53:36,65973.1
2015-04-12 14:53:37,61398.7
2015-04-12 14:53:38,56824.3
2015-04-12 14:53:39,45190.4
2015-04-12 14:53:40,40367.3
2015-04-12 14:53:41,35544.2
2015-04-12 14:53:42,29276.0
2015-04-12 14:53:43,29728.35
2015-04-12 14:53:44,30180.7
2015-04-12 14:53:45,39810.3
2015-04-12 14:53:46,45034.65
2015-04-12 14:53:47,50259.0
2015-04-12 14:53:48,55744.4
2015-04-12 14:53:49,57488.3
2015-04-12 14:53:50,59232.2
2015-04-12 14:53:51,61820.8
2015-04-12 14:53:52,62707.6
2015-04-12 14:53:53,63594.4
2015-04-12 14:53:54,64083.7
2015-04-12 14:53:55,64573.0
2015-04-12 14:53:56,65062.3
2015-04-12 14:53:57,66243.6
2015-04-12 14:53:58,67054.8
2015-04-12 14:53:59,67866.0
2015-04-12 14:54:00,69175.6
2015-04-12 14:54:01,69698.9
2015-04-12 14:54:02,70222.2
2015-04-12 14:54:03,71087.9
2015-04-12 14:54:04,71563.65
2015-04-12 14:54:05,72039.4
2015-04-12 14:54:06,73074.8
2015-04-12 14:54:07,73378.8
2015-04-12 14:54:08,73682.8
2015-04-12 14:54:09,74595.8
2015-04-12 14:54:10,75048.05
2015-04-12 14:54:11,75500.3
2015-04-12 14:54:12,76732.4
2015-04-12 14:54:13,76731.5
2015-04-12 14:54:14,76730.6
2015-04-12 14:54:15,76725.3
2015-04-12 14:54:16,76548.1
2015-04-12 14:54:17,76370.9
2015-04-12 14:54:18,76193.7
2015-04-12 14:54:19,76158.75
2015-04-12 14:54:20,76123.8
2015-04-12 14:54:21,76036.8
2015-04-12 14:54:22,75733.55
2015-04-12 14:54:23,75430.3
2015-04-12 14:54:24,75013.3
2015-04-12 14:54:25,74329.55
2015-04-12 14:54:26,73645.8
2015-04-12 14:54:27,69804.2
2015-04-12 14:54:28,69440.25
2015-04-12 14:54:29,69076.3
2015-04-12 14:54:30,74577.5
2015-04-12 14:54:31,75560.9
2015-04-12 14:54:32,76544.3
2015-04-12 14:54:33,74446.1
2015-04-12 14:54:34,73639.6
2015-04-12 14:54:35,72833.1
2015-04-12 14:54:36,74812.4
2015-04-12 14:54:37,74109.1
2015-04-12 14:54:38,73405.8
2015-04-12 14:54:39,61962.8
2015-04-12 14:54:40,57642.3333333
2015-04-12 14:54:41,53321.8666667
2015-04-12 14:54:42,49001.4
2015-04-12 14:54:43,44686.45
2015-04-12 14:54:44,40371.5
2015-04-12 14:54:45,42368.1
2015-04-12 14:54:46,46834.45
2015-04-12 14:54:47,51300.8
2015-04-12 14:54:48,58253.0
2015-04-12 14:54:49,60254.25
2015-04-12 14:54:50,62255.5
2015-04-12 14:54:51,66037.9
2015-04-12 14:54:52,66724.85
2015-04-12 14:54:53,67411.8
2015-04-12 14:54:54,66328.3
2015-04-12 14:54:55,66753.85
2015-04-12 14:54:56,67179.4
2015-04-12 14:54:57,70491.6
2015-04-12 14:54:58,70402.55
2015-04-12 14:54:59,70313.5
2015-04-12 14:55:00,70529.6
2015-04-12 14:55:01,72303.2
2015-04-12 14:55:02,74076.8
2015-04-12 14:55:03,76519.3
2015-04-12 14:55:04,76676.7333333
2015-04-12 14:55:05,76834.1666667
2015-04-12 14:55:06,76991.6
2015-04-12 14:55:07,76997.15
2015-04-12 14:55:08,77002.7
2015-04-12 14:55:09,76668.9
2015-04-12 14:55:10,76693.25
2015-04-12 14:55:11,76717.6
2015-04-12 14:55:12,77034.0
2015-04-12 14:55:13,77284.95
2015-04-12 14:55:14,77535.9
2015-04-12 14:55:15,78294.5
2015-04-12 14:55:16,78096.8
2015-04-12 14:55:17,77899.1
2015-04-12 14:55:18,77546.1
2015-04-12 14:55:19,77596.05
2015-04-12 14:55:20,77646.0
2015-04-12 14:55:21,77965.8
2015-04-12 14:55:22,77982.15
2015-04-12 14:55:23,77998.5
2015-04-12 14:55:24,78560.5
2015-04-12 14:55:25,78902.9
2015-04-12 14:55:26,79245.3
2015-04-12 14:55:27,80161.1
2015-04-12 14:55:28,80465.7
2015-04-12 14:55:29,80770.3
2015-04-12 14:55:30,81074.9
2015-04-12 14:55:31,81448.4
2015-04-12 14:55:32,81821.9
2015-04-12 14:55:33,80049.4
2015-04-12 14:55:34,79912.0
2015-04-12 14:55:35,79774.6
2015-04-12 14:55:36,79116.1
2015-04-12 14:55:37,78798.6
2015-04-12 14:55:38,78481.1
2015-04-12 14:55:39,77765.2
2015-04-12 14:55:40,77538.35
2015-04-12 14:55:41,77311.5
2015-04-12 14:55:42,77105.1
2015-04-12 14:55:43,76921.1
2015-04-12 14:55:44,76737.1
2015-04-12 14:55:45,76175.8
2015-04-12 14:55:46,76106.65
2015-04-12 14:55:47,76037.5
2015-04-12 14:55:48,75487.7
2015-04-12 14:55:49,75475.0
2015-04-12 14:55:50,75462.3
2015-04-12 14:55:51,75013.6
2015-04-12 14:55:52,74979.8666667
2015-04-12 14:55:53,74946.1333333
2015-04-12 14:55:54,74912.4
2015-04-12 14:55:55,74934.8
2015-04-12 14:55:56,74957.2
2015-04-12 14:55:57,75033.9
2015-04-12 14:55:58,75196.85
2015-04-12 14:55:59,75359.8
2015-04-12 14:56:00,75802.5
2015-04-12 14:56:01,75771.1
2015-04-12 14:56:02,75739.7
2015-04-12 14:56:03,75714.6
2015-04-12 14:56:04,75633.25
2015-04-12 14:56:05,75551.9
2015-04-12 14:56:06,75213.5
2015-04-12 14:56:07,75210.0
2015-04-12 14:56:08,75206.5
2015-04-12 14:56:09,75518.7
2015-04-12 14:56:10,75550.5
2015-04-12 14:56:11,75582.3
2015-04-12 14:56:12,75612.8
2015-04-12 14:56:13,75642.15
2015-04-12 14:56:14,75671.5
2015-04-12 14:56:15,75685.8
2015-04-12 14:56:16,75697.6666667
2015-04-12 14:56:17,75709.5333333
2015-04-12 14:56:18,75721.4
2015-04-12 14:56:19,75698.85
2015-04-12 14:56:20,75676.3
2015-04-12 14:56:21,75590.6
2015-04-12 14:56:22,75548.65
2015-04-12 14:56:23,75506.7
2015-04-12 14:56:24,75465.3
2015-04-12 14:56:25,75466.8
2015-04-12 14:56:26,75468.3
2015-04-12 14:56:27,75745.7
2015-04-12 14:56:28,75779.7
2015-04-12 14:56:29,75813.7
2015-04-12 14:56:30,75627.1
2015-04-12 14:56:31,75648.5
2015-04-12 14:56:32,75669.9
2015-04-12 14:56:33,76121.7
2015-04-12 14:56:34,76160.35
2015-04-12 14:56:35,76199.0
2015-04-12 14:56:36,76608.5
2015-04-12 14:56:37,76600.15
2015-04-12 14:56:38,76591.8
2015-04-12 14:56:39,76248.4
2015-04-12 14:56:40,76274.3
2015-04-12 14:56:41,76300.2
2015-04-12 14:56:42,76326.1
2015-04-12 14:56:43,76501.2
2015-04-12 14:56:44,76676.3
2015-04-12 14:56:45,76962.3
2015-04-12 14:56:46,77061.5
2015-04-12 14:56:47,77160.7
2015-04-12 14:56:48,77458.9
2015-04-12 14:56:49,77466.25
2015-04-12 14:56:50,77473.6
2015-04-12 14:56:51,77492.3
2015-04-12 14:56:52,77542.75
2015-04-12 14:56:53,77593.2
2015-04-12 14:56:54,77794.3
2015-04-12 14:56:55,77825.3
2015-04-12 14:56:56,77856.3
2015-04-12 14:56:57,77766.9
2015-04-12 14:56:58,77775.45
2015-04-12 14:56:59,77784.0
2015-04-12 14:57:00,77670.4
2015-04-12 14:57:01,77657.75
2015-04-12 14:57:02,77645.1
2015-04-12 14:57:03,77476.4
2015-04-12 14:57:04,77471.3666667
2015-04-12 14:57:05,77466.3333333
2015-04-12 14:57:06,77461.3
2015-04-12 14:57:07,77489.75
2015-04-12 14:57:08,77518.2
2015-04-12 14:57:09,77531.2
2015-04-12 14:57:10,77534.0
2015-04-12 14:57:11,77536.8
2015-04-12 14:57:12,77517.2
2015-04-12 14:57:13,77333.5
2015-04-12 14:57:14,77149.8
2015-04-12 14:57:15,76948.8
2015-04-12 14:57:16,76945.75
2015-04-12 14:57:17,76942.7
2015-04-12 14:57:18,76945.7
2015-04-12 14:57:19,76946.55
2015-04-12 14:57:20,76947.4
2015-04-12 14:57:21,76933.1
2015-04-12 14:57:22,76923.85
2015-04-12 14:57:23,76914.6
2015-04-12 14:57:24,76697.3
2015-04-12 14:57:25,76689.3
2015-04-12 14:57:26,76681.3
2015-04-12 14:57:27,76314.5
2015-04-12 14:57:28,75400.3333333
2015-04-12 14:57:29,74486.1666667
2015-04-12 14:57:30,73572.0
2015-04-12 14:57:31,73786.15
2015-04-12 14:57:32,74000.3
2015-04-12 14:57:33,78929.6
2015-04-12 14:57:34,79786.15
2015-04-12 14:57:35,80642.7
2015-04-12 14:57:36,80606.7
2015-04-12 14:57:37,80573.6
2015-04-12 14:57:38,80540.5
2015-04-12 14:57:39,80104.6
2015-04-12 14:57:40,79628.95
2015-04-12 14:57:41,79153.3
2015-04-12 14:57:42,77371.7
2015-04-12 14:57:43,74095.95
2015-04-12 14:57:44,70820.2
2015-04-12 14:57:45,72646.8
2015-04-12 14:57:46,75357.1
2015-04-12 14:57:47,78067.4
2015-04-12 14:57:48,79870.6
2015-04-12 14:57:49,80119.9
2015-04-12 14:57:50,80369.2
2015-04-12 14:57:51,80887.2
2015-04-12 14:57:52,80885.5666667
2015-04-12 14:57:53,80883.9333333
2015-04-12 14:57:54,80882.3
2015-04-12 14:57:55,80907.6
2015-04-12 14:57:56,80932.9
2015-04-12 14:57:57,80679.4
2015-04-12 14:57:58,80627.65
2015-04-12 14:57:59,80575.9
2015-04-12 14:58:00,80586.9
2015-04-12 14:58:01,80586.55
2015-04-12 14:58:02,80586.2
2015-04-12 14:58:03,80380.3
2015-04-12 14:58:04,80416.3
2015-04-12 14:58:05,80452.3
2015-04-12 14:58:06,80636.6
2015-04-12 14:58:07,80695.2
2015-04-12 14:58:08,80753.8
2015-04-12 14:58:09,81205.9
2015-04-12 14:58:10,81358.2
2015-04-12 14:58:11,81510.5
2015-04-12 14:58:12,81799.6
2015-04-12 14:58:13,82038.1
2015-04-12 14:58:14,82276.6
2015-04-12 14:58:15,82604.7
2015-04-12 14:58:16,82714.0
2015-04-12 14:58:17,82823.3
2015-04-12 14:58:18,82932.6
2015-04-12 14:58:19,82988.8
2015-04-12 14:58:20,83045.0
2015-04-12 14:58:21,83316.3
2015-04-12 14:58:22,83316.65
2015-04-12 14:58:23,83317.0
2015-04-12 14:58:24,83371.4
2015-04-12 14:58:25,83369.2
2015-04-12 14:58:26,83367.0
2015-04-12 14:58:27,83689.8
2015-04-12 14:58:28,83740.75
2015-04-12 14:58:29,83791.7
2015-04-12 14:58:30,84255.3
2015-04-12 14:58:31,84260.6
2015-04-12 14:58:32,84265.9
2015-04-12 14:58:33,84392.8
2015-04-12 14:58:34,84418.35
2015-04-12 14:58:35,84443.9
2015-04-12 14:58:36,84778.9
2015-04-12 14:58:37,85021.5
2015-04-12 14:58:38,85264.1
2015-04-12 14:58:39,85406.5666667
2015-04-12 14:58:40,85549.0333333
2015-04-12 14:58:41,85691.5
2015-04-12 14:58:42,86605.7
2015-04-12 14:58:43,87053.0
2015-04-12 14:58:44,87500.3
2015-04-12 14:58:45,88495.3
2015-04-12 14:58:46,88898.75
2015-04-12 14:58:47,89302.2
2015-04-12 14:58:48,90024.3
2015-04-12 14:58:49,90037.0
2015-04-12 14:58:50,90049.7
2015-04-12 14:58:51,90482.9
2015-04-12 14:58:52,90485.15
2015-04-12 14:58:53,90487.4
2015-04-12 14:58:54,90491.3
2015-04-12 14:58:55,90486.85
2015-04-12 14:58:56,90482.4
2015-04-12 14:58:57,89955.3
2015-04-12 14:58:58,89717.55
2015-04-12 14:58:59,89479.8
