,gps_elevation,gps_latitude,gps_longitude,gps_velocity
2015-04-12 14:33:20,10.4,5702.8241,11142.1088,0.0
2015-04-12 14:33:21,10.5513513514,5702.82406351,11142.1087791,0.0
2015-04-12 14:33:22,10.7027027027,5702.82402703,11142.1087581,0.0
2015-04-12 14:33:23,10.8540540541,5702.82399054,11142.1087372,0.0
2015-04-12 14:33:24,11.0054054054,5702.82395405,11142.1087162,0.0
2015-04-12 14:33:25,11.1567567568,5702.82391757,11142.1086953,0.0
2015-04-12 14:33:26,11.3081081081,5702.82388108,11142.1086743,0.0
2015-04-12 14:33:27,11.4594594595,5702.82384459,11142.1086534,0.0
2015-04-12 14:33:28,11.6108108108,5702.82380811,11142.1086324,0.0
2015-04-12 14:33:29,11.7621621622,5702.82377162,11142.1086115,0.0
2015-04-12 14:33:30,11.9135135135,5702.82373514,11142.1085905,0.0
2015-04-12 14:33:31,12.0648648649,5702.82369865,11142.1085696,0.0
2015-04-12 14:33:32,12.2162162162,5702.82366216,11142.1085486,0.0
2015-04-12 14:33:33,12.3675675676,5702.82362568,11142.1085277,0.0
2015-04-12 14:33:34,12.5189189189,5702.82358919,11142.1085068,0.0
2015-04-12 14:33:35,12.6702702703,5702.8235527,11142.1084858,0.0
2015-04-12 14:33:36,12.8216216216,5702.82351622,11142.1084649,0.0
2015-04-12 14:33:37,12.972972973,5702.82347973,11142.1084439,0.0
2015-04-12 14:33:38,13.1243243243,5702.82344324,11142.108423,0.0
2015-04-12 14:33:39,13.2756756757,5702.82340676,11142.108402,0.0
2015-04-12 14:33:40,13.427027027,5702.82337027,11142.1083811,0.0
2015-04-12 14:33:41,13.5783783784,5702.82333378,11142.1083601,0.0
2015-04-12 14:33:42,13.7297297297,5702.8232973,11142.1083392,0.0
2015-04-12 14:33:43,13.8810810811,5702.82326081,11142.1083182,0.0
2015-04-12 14:33:44,14.0324324324,5702.82322432,11142.1082973,0.0
2015-04-12 14:33:45,14.1837837838,5702.82318784,11142.1082764,0.0
2015-04-12 14:33:46,14.3351351351,5702.82315135,11142.1082554,0.0
2015-04-12 14:33:47,14.4864864865,5702.82311486,11142.1082345,0.0
2015-04-12 14:33:48,14.6378378378,5702.82307838,11142.1082135,0.0
2015-04-12 14:33:49,14.7891891892,5702.82304189,11142.1081926,0.0
2015-04-12 14:33:50,14.9405405405,5702.82300541,11142.1081716,0.0
2015-04-12 14:33:51,15.0918918919,5702.82296892,11142.1081507,0.0
2015-04-12 14:33:52,15.2432432432,5702.82293243,11142.1081297,0.0
2015-04-12 14:33:53,15.3945945946,5702.82289595,11142.1081088,0.0
2015-04-12 14:33:54,15.5459459459,5702.82285946,11142.1080878,0.0
2015-04-12 14:33:55,15.6972972973,5702.82282297,11142.1080669,0.0
2015-04-12 14:33:56,15.8486486486,5702.82278649,11142.1080459,0.0
2015-04-12 14:33:57,16.0,5702.82275,11142.108025,0.0
2015-04-12 14:33:58,16.1513513514,5702.82271351,11142.1080041,0.0
2015-04-12 14:33:59,16.3027027027,5702.82267703,11142.1079831,0.0
2015-04-12 14:34:00,16.4540540541,5702.82264054,11142.1079622,0.0
2015-04-12 14:34:01,16.6054054054,5702.82260405,11142.1079412,0.0
2015-04-12 14:34:02,16.7567567568,5702.82256757,11142.1079203,0.0
2015-04-12 14:34:03,16.9081081081,5702.82253108,11142.1078993,0.0
2015-04-12 14:34:04,17.0594594595,5702.82249459,11142.1078784,0.0
2015-04-12 14:34:05,17.2108108108,5702.82245811,11142.1078574,0.0
2015-04-12 14:34:06,17.3621621622,5702.82242162,11142.1078365,0.0
2015-04-12 14:34:07,17.5135135135,5702.82238514,11142.1078155,0.0
2015-04-12 14:34:08,17.6648648649,5702.82234865,11142.1077946,0.0
2015-04-12 14:34:09,17.8162162162,5702.82231216,11142.1077736,0.0
2015-04-12 14:34:10,17.9675675676,5702.82227568,11142.1077527,0.0
2015-04-12 14:34:11,18.1189189189,5702.82223919,11142.1077318,0.0
2015-04-12 14:34:12,18.2702702703,5702.8222027,11142.1077108,0.0
2015-04-12 14:34:13,18.4216216216,5702.82216622,11142.1076899,0.0
2015-04-12 14:34:14,18.572972973,5702.82212973,11142.1076689,0.0
2015-04-12 14:34:15,18.7243243243,5702.82209324,11142.107648,0.0
2015-04-12 14:34:16,18.8756756757,5702.82205676,11142.107627,0.0
2015-04-12 14:34:17,19.027027027,5702.82202027,11142.1076061,0.0
2015-04-12 14:34:18,19.1783783784,5702.82198378,11142.1075851,0.0
2015-04-12 14:34:19,19.3297297297,5702.8219473,11142.1075642,0.0
2015-04-12 14:34:20,19.4810810811,5702.82191081,11142.1075432,0.0
2015-04-12 14:34:21,19.6324324324,5702.82187432,11142.1075223,0.0
2015-04-12 14:34:22,19.7837837838,5702.82183784,11142.1075014,0.0
2015-04-12 14:34:23,19.9351351351,5702.82180135,11142.1074804,0.0
2015-04-12 14:34:24,20.0864864865,5702.82176486,11142.1074595,0.0
2015-04-12 14:34:25,20.2378378378,5702.82172838,11142.1074385,0.0
2015-04-12 14:34:26,20.3891891892,5702.82169189,11142.1074176,0.0
2015-04-12 14:34:27,20.5405405405,5702.82165541,11142.1073966,0.0
2015-04-12 14:34:28,20.6918918919,5702.82161892,11142.1073757,0.0
2015-04-12 14:34:29,20.8432432432,5702.82158243,11142.1073547,0.0
2015-04-12 14:34:30,20.9945945946,5702.82154595,11142.1073338,0.0
2015-04-12 14:34:31,21.1459459459,5702.82150946,11142.1073128,0.0
2015-04-12 14:34:32,21.2972972973,5702.82147297,11142.1072919,0.0
2015-04-12 14:34:33,21.4486486486,5702.82143649,11142.1072709,0.0
2015-04-12 14:34:34,21.6,5702.8214,11142.10725,0.0
2015-04-12 14:34:35,21.7513513514,5702.82136351,11142.1072291,0.0
2015-04-12 14:34:36,21.9027027027,5702.82132703,11142.1072081,0.0
2015-04-12 14:34:37,22.0540540541,5702.82129054,11142.1071872,0.0
2015-04-12 14:34:38,22.2054054054,5702.82125405,11142.1071662,0.0
2015-04-12 14:34:39,22.3567567568,5702.82121757,11142.1071453,0.0
2015-04-12 14:34:40,22.5081081081,5702.82118108,11142.1071243,0.0
2015-04-12 14:34:41,22.6594594595,5702.82114459,11142.1071034,0.0
2015-04-12 14:34:42,22.8108108108,5702.82110811,11142.1070824,0.0
2015-04-12 14:34:43,22.9621621622,5702.82107162,11142.1070615,0.0
2015-04-12 14:34:44,23.1135135135,5702.82103514,11142.1070405,0.0
2015-04-12 14:34:45,23.2648648649,5702.82099865,11142.1070196,0.0
2015-04-12 14:34:46,23.4162162162,5702.82096216,11142.1069986,0.0
2015-04-12 14:34:47,23.5675675676,5702.82092568,11142.1069777,0.0
2015-04-12 14:34:48,23.7189189189,5702.82088919,11142.1069568,0.0
2015-04-12 14:34:49,23.8702702703,5702.8208527,11142.1069358,0.0
2015-04-12 14:34:50,24.0216216216,5702.82081622,11142.1069149,0.0
2015-04-12 14:34:51,24.172972973,5702.82077973,11142.1068939,0.0
2015-04-12 14:34:52,24.3243243243,5702.82074324,11142.106873,0.0
2015-04-12 14:34:53,24.4756756757,5702.82070676,11142.106852,0.0
2015-04-12 14:34:54,24.627027027,5702.82067027,11142.1068311,0.0
2015-04-12 14:34:55,24.7783783784,5702.82063378,11142.1068101,0.0
2015-04-12 14:34:56,24.9297297297,5702.8205973,11142.1067892,0.0
2015-04-12 14:34:57,25.0810810811,5702.82056081,11142.1067682,0.0
2015-04-12 14:34:58,25.2324324324,5702.82052432,11142.1067473,0.0
2015-04-12 14:34:59,25.3837837838,5702.82048784,11142.1067264,0.0
2015-04-12 14:35:00,25.5351351351,5702.82045135,11142.1067054,0.0
2015-04-12 14:35:01,25.6864864865,5702.82041486,11142.1066845,0.0
2015-04-12 14:35:02,25.8378378378,5702.82037838,11142.1066635,0.0
2015-04-12 14:35:03,25.9891891892,5702.82034189,11142.1066426,0.0
2015-04-12 14:35:04,26.1405405405,5702.82030541,11142.1066216,0.0
2015-04-12 14:35:05,26.2918918919,5702.82026892,11142.1066007,0.0
2015-04-12 14:35:06,26.4432432432,5702.82023243,11142.1065797,0.0
2015-04-12 14:35:07,26.5945945946,5702.82019595,11142.1065588,0.0
2015-04-12 14:35:08,26.7459459459,5702.82015946,11142.1065378,0.0
2015-04-12 14:35:09,26.8972972973,5702.82012297,11142.1065169,0.0
2015-04-12 14:35:10,27.0486486486,5702.82008649,11142.1064959,0.0
2015-04-12 14:35:11,27.2,5702.82005,11142.106475,0.0
2015-04-12 14:35:12,27.3513513514,5702.82001351,11142.1064541,0.0
2015-04-12 14:35:13,27.5027027027,5702.81997703,11142.1064331,0.0
2015-04-12 14:35:14,27.6540540541,5702.81994054,11142.1064122,0.0
2015-04-12 14:35:15,27.8054054054,5702.81990405,11142.1063912,0.0
2015-04-12 14:35:16,27.9567567568,5702.81986757,11142.1063703,0.0
2015-04-12 14:35:17,28.1081081081,5702.81983108,11142.1063493,0.0
2015-04-12 14:35:18,28.2594594595,5702.81979459,11142.1063284,0.0
2015-04-12 14:35:19,28.4108108108,5702.81975811,11142.1063074,0.0
2015-04-12 14:35:20,28.5621621622,5702.81972162,11142.1062865,0.0
2015-04-12 14:35:21,28.7135135135,5702.81968514,11142.1062655,0.0
2015-04-12 14:35:22,28.8648648649,5702.81964865,11142.1062446,0.0
2015-04-12 14:35:23,29.0162162162,5702.81961216,11142.1062236,0.0
2015-04-12 14:35:24,29.1675675676,5702.81957568,11142.1062027,0.0
2015-04-12 14:35:25,29.3189189189,5702.81953919,11142.1061818,0.0
2015-04-12 14:35:26,29.4702702703,5702.8195027,11142.1061608,0.0
2015-04-12 14:35:27,29.6216216216,5702.81946622,11142.1061399,0.0
2015-04-12 14:35:28,29.772972973,5702.81942973,11142.1061189,0.0
2015-04-12 14:35:29,29.9243243243,5702.81939324,11142.106098,0.0
2015-04-12 14:35:30,30.0756756757,5702.81935676,11142.106077,0.0
2015-04-12 14:35:31,30.227027027,5702.81932027,11142.1060561,0.0
2015-04-12 14:35:32,30.3783783784,5702.81928378,11142.1060351,0.0
2015-04-12 14:35:33,30.5297297297,5702.8192473,11142.1060142,0.0
2015-04-12 14:35:34,30.6810810811,5702.81921081,11142.1059932,0.0
2015-04-12 14:35:35,30.8324324324,5702.81917432,11142.1059723,0.0
2015-04-12 14:35:36,30.9837837838,5702.81913784,11142.1059514,0.0
2015-04-12 14:35:37,31.1351351351,5702.81910135,11142.1059304,0.0
2015-04-12 14:35:38,31.2864864865,5702.81906486,11142.1059095,0.0
2015-04-12 14:35:39,31.4378378378,5702.81902838,11142.1058885,0.0
2015-04-12 14:35:40,31.5891891892,5702.81899189,11142.1058676,0.0
2015-04-12 14:35:41,31.7405405405,5702.81895541,11142.1058466,0.0
2015-04-12 14:35:42,31.8918918919,5702.81891892,11142.1058257,0.0
2015-04-12 14:35:43,32.0432432432,5702.81888243,11142.1058047,0.0
2015-04-12 14:35:44,32.1945945946,5702.81884595,11142.1057838,0.0
2015-04-12 14:35:45,32.3459459459,5702.81880946,11142.1057628,0.0
2015-04-12 14:35:46,32.4972972973,5702.81877297,11142.1057419,0.0
2015-04-12 14:35:47,32.6486486486,5702.81873649,11142.1057209,0.0
2015-04-12 14:35:48,32.8,5702.8187,11142.1057,0.0
2015-04-12 14:35:49,32.8,5702.81880323,11142.1057,0.0
2015-04-12 14:35:50,32.8,5702.81890645,11142.1057,0.0
2015-04-12 14:35:51,32.8,5702.81900968,11142.1057,0.0
2015-04-12 14:35:52,32.8,5702.8191129,11142.1057,0.0
2015-04-12 14:35:53,32.8,5702.81921613,11142.1057,0.0
2015-04-12 14:35:54,32.8,5702.81931935,11142.1057,0.0
2015-04-12 14:35:55,32.8,5702.81942258,11142.1057,0.0
2015-04-12 14:35:56,32.8,5702.81952581,11142.1057,0.0
2015-04-12 14:35:57,32.8,5702.81962903,11142.1057,0.0
2015-04-12 14:35:58,32.8,5702.81973226,11142.1057,0.0
2015-04-12 14:35:59,32.8,5702.81983548,11142.1057,0.0
2015-04-12 14:36:00,32.8,5702.81993871,11142.1057,0.0
2015-04-12 14:36:01,32.8,5702.82004194,11142.1057,0.0
2015-04-12 14:36:02,32.8,5702.82014516,11142.1057,0.0
2015-04-12 14:36:03,32.8,5702.82024839,11142.1057,0.0
2015-04-12 14:36:04,32.8,5702.82035161,11142.1057,0.0
2015-04-12 14:36:05,32.8,5702.82045484,11142.1057,0.0
2015-04-12 14:36:06,32.8,5702.82055806,11142.1057,0.0
2015-04-12 14:36:07,32.8,5702.82066129,11142.1057,0.0
2015-04-12 14:36:08,32.8,5702.82076452,11142.1057,0.0
2015-04-12 14:36:09,32.8,5702.82086774,11142.1057,0.0
2015-04-12 14:36:10,32.8,5702.82097097,11142.1057,0.0
2015-04-12 14:36:11,32.8,5702.82107419,11142.1057,0.0
2015-04-12 14:36:12,32.8,5702.82117742,11142.1057,0.0
2015-04-12 14:36:13,32.8,5702.82128065,11142.1057,0.0
2015-04-12 14:36:14,32.8,5702.82138387,11142.1057,0.0
2015-04-12 14:36:15,32.8,5702.8214871,11142.1057,0.0
2015-04-12 14:36:16,32.8,5702.82159032,11142.1057,0.0
2015-04-12 14:36:17,32.8,5702.82169355,11142.1057,0.0
2015-04-12 14:36:18,32.8,5702.82179677,11142.1057,0.0
2015-04-12 14:36:19,32.8,5702.8219,11142.1057,0.0
2015-04-12 14:36:20,32.8,5702.82188571,11142.1056429,0.0
2015-04-12 14:36:21,32.8,5702.82187143,11142.1055857,0.0
2015-04-12 14:36:22,32.8,5702.82185714,11142.1055286,0.0
2015-04-12 14:36:23,32.8,5702.82184286,11142.1054714,0.0
2015-04-12 14:36:24,32.8,5702.82182857,11142.1054143,0.0
2015-04-12 14:36:25,32.8,5702.82181429,11142.1053571,0.0
2015-04-12 14:36:26,32.8,5702.8218,11142.1053,0.0
2015-04-12 14:36:27,32.8,5702.82180256,11142.1053,0.0
2015-04-12 14:36:28,32.8,5702.82180513,11142.1053,0.0
2015-04-12 14:36:29,32.8,5702.82180769,11142.1053,0.0
2015-04-12 14:36:30,32.8,5702.82181026,11142.1053,0.0
2015-04-12 14:36:31,32.8,5702.82181282,11142.1053,0.0
2015-04-12 14:36:32,32.8,5702.82181538,11142.1053,0.0
2015-04-12 14:36:33,32.8,5702.82181795,11142.1053,0.0
2015-04-12 14:36:34,32.8,5702.82182051,11142.1053,0.0
2015-04-12 14:36:35,32.8,5702.82182308,11142.1053,0.0
2015-04-12 14:36:36,32.8,5702.82182564,11142.1053,0.0
2015-04-12 14:36:37,32.8,5702.82182821,11142.1053,0.0
2015-04-12 14:36:38,32.8,5702.82183077,11142.1053,0.0
2015-04-12 14:36:39,32.8,5702.82183333,11142.1053,0.0
2015-04-12 14:36:40,32.8,5702.8218359,11142.1053,0.0
2015-04-12 14:36:41,32.8,5702.82183846,11142.1053,0.0
2015-04-12 14:36:42,32.8,5702.82184103,11142.1053,0.0
2015-04-12 14:36:43,32.8,5702.82184359,11142.1053,0.0
2015-04-12 14:36:44,32.8,5702.82184615,11142.1053,0.0
2015-04-12 14:36:45,32.8,5702.82184872,11142.1053,0.0
2015-04-12 14:36:46,32.8,5702.82185128,11142.1053,0.0
2015-04-12 14:36:47,32.8,5702.82185385,11142.1053,0.0
2015-04-12 14:36:48,32.8,5702.82185641,11142.1053,0.0
2015-04-12 14:36:49,32.8,5702.82185897,11142.1053,0.0
2015-04-12 14:36:50,32.8,5702.82186154,11142.1053,0.0
2015-04-12 14:36:51,32.8,5702.8218641,11142.1053,0.0
2015-04-12 14:36:52,32.8,5702.82186667,11142.1053,0.0
2015-04-12 14:36:53,32.8,5702.82186923,11142.1053,0.0
2015-04-12 14:36:54,32.8,5702.82187179,11142.1053,0.0
2015-04-12 14:36:55,32.8,5702.82187436,11142.1053,0.0
2015-04-12 14:36:56,32.8,5702.82187692,11142.1053,0.0
2015-04-12 14:36:57,32.8,5702.82187949,11142.1053,0.0
2015-04-12 14:36:58,32.8,5702.82188205,11142.1053,0.0
2015-04-12 14:36:59,32.8,5702.82188462,11142.1053,0.0
2015-04-12 14:37:00,32.8,5702.82188718,11142.1053,0.0
2015-04-12 14:37:01,32.8,5702.82188974,11142.1053,0.0
2015-04-12 14:37:02,32.8,5702.82189231,11142.1053,0.0
2015-04-12 14:37:03,32.8,5702.82189487,11142.1053,0.0
2015-04-12 14:37:04,32.8,5702.82189744,11142.1053,0.0
2015-04-12 14:37:05,32.8,5702.8219,11142.1053,0.0
2015-04-12 14:37:06,32.8,5702.8219,11142.1052946,0.0
2015-04-12 14:37:07,32.8,5702.8219,11142.1052892,0.0
2015-04-12 14:37:08,32.8,5702.8219,11142.1052838,0.0
2015-04-12 14:37:09,32.8,5702.8219,11142.1052784,0.0
2015-04-12 14:37:10,32.8,5702.8219,11142.105273,0.0
2015-04-12 14:37:11,32.8,5702.8219,11142.1052676,0.0
2015-04-12 14:37:12,32.8,5702.8219,11142.1052622,0.0
2015-04-12 14:37:13,32.8,5702.8219,11142.1052568,0.0
2015-04-12 14:37:14,32.8,5702.8219,11142.1052514,0.0
2015-04-12 14:37:15,32.8,5702.8219,11142.1052459,0.0
2015-04-12 14:37:16,32.8,5702.8219,11142.1052405,0.0
2015-04-12 14:37:17,32.8,5702.8219,11142.1052351,0.0
2015-04-12 14:37:18,32.8,5702.8219,11142.1052297,0.0
2015-04-12 14:37:19,32.8,5702.8219,11142.1052243,0.0
2015-04-12 14:37:20,32.8,5702.8219,11142.1052189,0.0
2015-04-12 14:37:21,32.8,5702.8219,11142.1052135,0.0
2015-04-12 14:37:22,32.8,5702.8219,11142.1052081,0.0
2015-04-12 14:37:23,32.8,5702.8219,11142.1052027,0.0
2015-04-12 14:37:24,32.8,5702.8219,11142.1051973,0.0
2015-04-12 14:37:25,32.8,5702.8219,11142.1051919,0.0
2015-04-12 14:37:26,32.8,5702.8219,11142.1051865,0.0
2015-04-12 14:37:27,32.8,5702.8219,11142.1051811,0.0
2015-04-12 14:37:28,32.8,5702.8219,11142.1051757,0.0
2015-04-12 14:37:29,32.8,5702.8219,11142.1051703,0.0
2015-04-12 14:37:30,32.8,5702.8219,11142.1051649,0.0
2015-04-12 14:37:31,32.8,5702.8219,11142.1051595,0.0
2015-04-12 14:37:32,32.8,5702.8219,11142.1051541,0.0
2015-04-12 14:37:33,32.8,5702.8219,11142.1051486,0.0
2015-04-12 14:37:34,32.8,5702.8219,11142.1051432,0.0
2015-04-12 14:37:35,32.8,5702.8219,11142.1051378,0.0
2015-04-12 14:37:36,32.8,5702.8219,11142.1051324,0.0
2015-04-12 14:37:37,32.8,5702.8219,11142.105127,0.0
2015-04-12 14:37:38,32.8,5702.8219,11142.1051216,0.0
2015-04-12 14:37:39,32.8,5702.8219,11142.1051162,0.0
2015-04-12 14:37:40,32.8,5702.8219,11142.1051108,0.0
2015-04-12 14:37:41,32.8,5702.8219,11142.1051054,0.0
2015-04-12 14:37:42,32.8,5702.8219,11142.1051,0.0
2015-04-12 14:37:43,33.9834394904,5702.82129554,11142.1052478,0.0464968152866
2015-04-12 14:37:44,35.1668789809,5702.82069108,11142.1053955,0.0929936305732
2015-04-12 14:37:45,36.3503184713,5702.82008662,11142.1055433,0.13949044586
2015-04-12 14:37:46,37.5337579618,5702.81948217,11142.1056911,0.185987261146
2015-04-12 14:37:47,38.7171974522,5702.81887771,11142.1058389,0.232484076433
2015-04-12 14:37:48,39.9006369427,5702.81827325,11142.1059866,0.27898089172
2015-04-12 14:37:49,41.0840764331,5702.81766879,11142.1061344,0.325477707006
2015-04-12 14:37:50,42.2675159236,5702.81706433,11142.1062822,0.371974522293
2015-04-12 14:37:51,43.450955414,5702.81645987,11142.1064299,0.41847133758
2015-04-12 14:37:52,44.6343949045,5702.81585541,11142.1065777,0.464968152866
2015-04-12 14:37:53,45.8178343949,5702.81525096,11142.1067255,0.511464968153
2015-04-12 14:37:54,47.0012738854,5702.8146465,11142.1068732,0.557961783439
2015-04-12 14:37:55,48.1847133758,5702.81404204,11142.107021,0.604458598726
2015-04-12 14:37:56,49.3681528662,5702.81343758,11142.1071688,0.650955414013
2015-04-12 14:37:57,50.5515923567,5702.81283312,11142.1073166,0.697452229299
2015-04-12 14:37:58,51.7350318471,5702.81222866,11142.1074643,0.743949044586
2015-04-12 14:37:59,52.9184713376,5702.8116242,11142.1076121,0.790445859873
2015-04-12 14:38:00,54.101910828,5702.81101975,11142.1077599,0.836942675159
2015-04-12 14:38:01,55.2853503185,5702.81041529,11142.1079076,0.883439490446
2015-04-12 14:38:02,56.4687898089,5702.80981083,11142.1080554,0.929936305732
2015-04-12 14:38:03,57.6522292994,5702.80920637,11142.1082032,0.976433121019
2015-04-12 14:38:04,58.8356687898,5702.80860191,11142.108351,1.02292993631
2015-04-12 14:38:05,60.0191082803,5702.80799745,11142.1084987,1.06942675159
2015-04-12 14:38:06,61.2025477707,5702.80739299,11142.1086465,1.11592356688
2015-04-12 14:38:07,62.3859872611,5702.80678854,11142.1087943,1.16242038217
2015-04-12 14:38:08,63.5694267516,5702.80618408,11142.108942,1.20891719745
2015-04-12 14:38:09,64.752866242,5702.80557962,11142.1090898,1.25541401274
2015-04-12 14:38:10,65.9363057325,5702.80497516,11142.1092376,1.30191082803
2015-04-12 14:38:11,67.1197452229,5702.8043707,11142.1093854,1.34840764331
2015-04-12 14:38:12,68.3031847134,5702.80376624,11142.1095331,1.3949044586
2015-04-12 14:38:13,69.4866242038,5702.80316178,11142.1096809,1.44140127389
2015-04-12 14:38:14,70.6700636943,5702.80255732,11142.1098287,1.48789808917
2015-04-12 14:38:15,71.8535031847,5702.80195287,11142.1099764,1.53439490446
2015-04-12 14:38:16,73.0369426752,5702.80134841,11142.1101242,1.58089171975
2015-04-12 14:38:17,74.2203821656,5702.80074395,11142.110272,1.62738853503
2015-04-12 14:38:18,75.4038216561,5702.80013949,11142.1104197,1.67388535032
2015-04-12 14:38:19,76.5872611465,5702.79953503,11142.1105675,1.72038216561
2015-04-12 14:38:20,77.7707006369,5702.79893057,11142.1107153,1.76687898089
2015-04-12 14:38:21,78.9541401274,5702.79832611,11142.1108631,1.81337579618
2015-04-12 14:38:22,80.1375796178,5702.79772166,11142.1110108,1.85987261146
2015-04-12 14:38:23,81.3210191083,5702.7971172,11142.1111586,1.90636942675
2015-04-12 14:38:24,82.5044585987,5702.79651274,11142.1113064,1.95286624204
2015-04-12 14:38:25,83.6878980892,5702.79590828,11142.1114541,1.99936305732
2015-04-12 14:38:26,84.8713375796,5702.79530382,11142.1116019,2.04585987261
2015-04-12 14:38:27,86.0547770701,5702.79469936,11142.1117497,2.0923566879
2015-04-12 14:38:28,87.2382165605,5702.7940949,11142.1118975,2.13885350318
2015-04-12 14:38:29,88.421656051,5702.79349045,11142.1120452,2.18535031847
2015-04-12 14:38:30,89.6050955414,5702.79288599,11142.112193,2.23184713376
2015-04-12 14:38:31,90.7885350318,5702.79228153,11142.1123408,2.27834394904
2015-04-12 14:38:32,91.9719745223,5702.79167707,11142.1124885,2.32484076433
2015-04-12 14:38:33,93.1554140127,5702.79107261,11142.1126363,2.37133757962
2015-04-12 14:38:34,94.3388535032,5702.79046815,11142.1127841,2.4178343949
2015-04-12 14:38:35,95.5222929936,5702.78986369,11142.1129318,2.46433121019
2015-04-12 14:38:36,96.7057324841,5702.78925924,11142.1130796,2.51082802548
2015-04-12 14:38:37,97.8891719745,5702.78865478,11142.1132274,2.55732484076
2015-04-12 14:38:38,99.072611465,5702.78805032,11142.1133752,2.60382165605
2015-04-12 14:38:39,100.256050955,5702.78744586,11142.1135229,2.65031847134
2015-04-12 14:38:40,101.439490446,5702.7868414,11142.1136707,2.69681528662
2015-04-12 14:38:41,102.622929936,5702.78623694,11142.1138185,2.74331210191
2015-04-12 14:38:42,103.806369427,5702.78563248,11142.1139662,2.7898089172
2015-04-12 14:38:43,104.989808917,5702.78502803,11142.114114,2.83630573248
2015-04-12 14:38:44,106.173248408,5702.78442357,11142.1142618,2.88280254777
2015-04-12 14:38:45,107.356687898,5702.78381911,11142.1144096,2.92929936306
2015-04-12 14:38:46,108.540127389,5702.78321465,11142.1145573,2.97579617834
2015-04-12 14:38:47,109.723566879,5702.78261019,11142.1147051,3.02229299363
2015-04-12 14:38:48,110.907006369,5702.78200573,11142.1148529,3.06878980892
2015-04-12 14:38:49,112.09044586,5702.78140127,11142.1150006,3.1152866242
2015-04-12 14:38:50,113.27388535,5702.78079682,11142.1151484,3.16178343949
2015-04-12 14:38:51,114.457324841,5702.78019236,11142.1152962,3.20828025478
2015-04-12 14:38:52,115.640764331,5702.7795879,11142.1154439,3.25477707006
2015-04-12 14:38:53,116.824203822,5702.77898344,11142.1155917,3.30127388535
2015-04-12 14:38:54,118.007643312,5702.77837898,11142.1157395,3.34777070064
2015-04-12 14:38:55,119.191082803,5702.77777452,11142.1158873,3.39426751592
2015-04-12 14:38:56,120.374522293,5702.77717006,11142.116035,3.44076433121
2015-04-12 14:38:57,121.557961783,5702.77656561,11142.1161828,3.4872611465
2015-04-12 14:38:58,122.741401274,5702.77596115,11142.1163306,3.53375796178
2015-04-12 14:38:59,123.924840764,5702.77535669,11142.1164783,3.58025477707
2015-04-12 14:39:00,125.108280255,5702.77475223,11142.1166261,3.62675159236
2015-04-12 14:39:01,126.291719745,5702.77414777,11142.1167739,3.67324840764
2015-04-12 14:39:02,127.475159236,5702.77354331,11142.1169217,3.71974522293
2015-04-12 14:39:03,128.658598726,5702.77293885,11142.1170694,3.76624203822
2015-04-12 14:39:04,129.842038217,5702.77233439,11142.1172172,3.8127388535
2015-04-12 14:39:05,131.025477707,5702.77172994,11142.117365,3.85923566879
2015-04-12 14:39:06,132.208917197,5702.77112548,11142.1175127,3.90573248408
2015-04-12 14:39:07,133.392356688,5702.77052102,11142.1176605,3.95222929936
2015-04-12 14:39:08,134.575796178,5702.76991656,11142.1178083,3.99872611465
2015-04-12 14:39:09,135.759235669,5702.7693121,11142.1179561,4.04522292994
2015-04-12 14:39:10,136.942675159,5702.76870764,11142.1181038,4.09171974522
2015-04-12 14:39:11,138.12611465,5702.76810318,11142.1182516,4.13821656051
2015-04-12 14:39:12,139.30955414,5702.76749873,11142.1183994,4.1847133758
2015-04-12 14:39:13,140.492993631,5702.76689427,11142.1185471,4.23121019108
2015-04-12 14:39:14,141.676433121,5702.76628981,11142.1186949,4.27770700637
2015-04-12 14:39:15,142.859872611,5702.76568535,11142.1188427,4.32420382166
2015-04-12 14:39:16,144.043312102,5702.76508089,11142.1189904,4.37070063694
2015-04-12 14:39:17,145.226751592,5702.76447643,11142.1191382,4.41719745223
2015-04-12 14:39:18,146.410191083,5702.76387197,11142.119286,4.46369426752
2015-04-12 14:39:19,147.593630573,5702.76326752,11142.1194338,4.5101910828
2015-04-12 14:39:20,148.777070064,5702.76266306,11142.1195815,4.55668789809
2015-04-12 14:39:21,149.960509554,5702.7620586,11142.1197293,4.60318471338
2015-04-12 14:39:22,151.143949045,5702.76145414,11142.1198771,4.64968152866
2015-04-12 14:39:23,152.327388535,5702.76084968,11142.1200248,4.69617834395
2015-04-12 14:39:24,153.510828025,5702.76024522,11142.1201726,4.74267515924
2015-04-12 14:39:25,154.694267516,5702.75964076,11142.1203204,4.78917197452
2015-04-12 14:39:26,155.877707006,5702.75903631,11142.1204682,4.83566878981
2015-04-12 14:39:27,157.061146497,5702.75843185,11142.1206159,4.8821656051
2015-04-12 14:39:28,158.244585987,5702.75782739,11142.1207637,4.92866242038
2015-04-12 14:39:29,159.428025478,5702.75722293,11142.1209115,4.97515923567
2015-04-12 14:39:30,160.611464968,5702.75661847,11142.1210592,5.02165605096
2015-04-12 14:39:31,161.794904459,5702.75601401,11142.121207,5.06815286624
2015-04-12 14:39:32,162.978343949,5702.75540955,11142.1213548,5.11464968153
