,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow
2015-04-12 14:33:20,31.43,2.803,2.212,101.3,101.3,101.3,96.7,20.78,21.34,20.17,32.42,18.468
2015-04-12 14:33:21,31.9,6.905,7.526,101.3,101.3,101.3,96.21,20.46,20.75,20.12,32.39,14.307
2015-04-12 14:33:22,31.56,7.348,7.726,101.3,101.3,101.3,96.14,20.48,20.75,20.19,32.41,11.526
2015-04-12 14:33:23,31.53,7.587,7.874,101.3,101.3,101.3,96.22,20.47,20.74,20.19,32.42,10.439
2015-04-12 14:33:24,31.63,7.927,7.891,101.3,101.3,101.3,96.22,20.46,20.75,20.16,32.42,10.256
2015-04-12 14:33:25,31.58,7.922,7.954,101.3,101.3,101.3,96.25,20.47,20.75,20.16,32.43,10.347
2015-04-12 14:33:26,31.51,7.905,7.892,101.3,101.3,101.3,96.33,20.48,20.77,20.17,32.41,9.705
2015-04-12 14:33:27,31.57,7.921,7.897,101.3,101.3,101.3,96.24,20.48,20.77,20.16,32.38,10.328
2015-04-12 14:33:28,31.54,7.851,7.982,101.3,101.3,101.3,96.24,20.48,20.78,20.17,32.41,9.845
2015-04-12 14:33:29,31.55,7.933,8.044,101.3,101.3,101.3,96.23,20.48,20.77,20.16,32.37,9.933
2015-04-12 14:33:30,31.48,7.964,8.033,101.3,101.3,101.3,96.27,20.49,20.77,20.16,32.39,9.896
2015-04-12 14:33:31,31.56,7.945,7.943,101.3,101.3,101.3,96.26,20.49,20.78,20.14,32.39,10.257
2015-04-12 14:33:32,31.45,7.933,8.04,101.3,101.3,101.3,96.27,20.5,20.78,20.17,32.39,9.545
2015-04-12 14:33:33,31.58,7.956,7.992,101.3,101.3,101.3,96.25,20.49,20.79,20.14,32.43,10.23
2015-04-12 14:33:34,31.54,7.966,7.983,101.3,101.3,101.3,96.21,20.5,20.8,20.15,32.4,10.004
2015-04-12 14:33:35,31.55,7.942,8.007,101.3,101.3,101.3,96.22,20.51,20.8,20.15,32.4,10.071
2015-04-12 14:33:36,31.6,7.921,8.009,101.3,101.3,101.3,96.24,20.51,20.8,20.14,32.4,10.212
2015-04-12 14:33:37,31.51,7.908,7.97,101.3,101.3,101.3,96.27,20.52,20.82,20.14,32.37,10.055
2015-04-12 14:33:38,31.5,7.919,8.041,101.3,101.3,101.3,96.25,20.52,20.81,20.15,32.4,9.907
2015-04-12 14:33:39,31.63,7.898,8.021,101.3,101.3,101.3,96.28,20.52,20.84,20.14,32.44,9.961
2015-04-12 14:33:40,31.59,7.938,8.061,101.3,101.3,101.3,96.25,20.52,20.82,20.14,32.4,10.122
2015-04-12 14:33:41,31.59,7.939,7.884,101.3,101.3,101.3,96.28,20.52,20.83,20.14,32.39,9.903
2015-04-12 14:33:42,31.57,7.943,7.992,101.3,101.3,101.3,96.26,20.53,20.83,20.14,32.43,9.901
2015-04-12 14:33:43,31.55,7.936,8.082,101.3,101.3,101.3,96.24,20.53,20.85,20.13,32.39,9.889
2015-04-12 14:33:44,31.54,7.934,8.122,101.3,101.3,101.3,96.28,20.54,20.85,20.13,32.42,10.007
2015-04-12 14:33:45,31.49,7.91,8.035,101.3,101.3,101.3,96.33,20.54,20.85,20.14,32.42,9.639
2015-04-12 14:33:46,31.57,7.941,7.968,101.3,101.3,101.3,96.21,20.54,20.86,20.12,32.38,10.352
2015-04-12 14:33:47,31.5,7.925,7.982,101.3,101.3,101.3,96.25,20.55,20.87,20.14,32.39,9.854
2015-04-12 14:33:48,31.57,7.918,7.998,101.3,101.3,101.3,96.25,20.55,20.86,20.13,32.41,9.894
2015-04-12 14:33:49,31.51,7.907,7.946,101.3,101.3,101.3,96.25,20.55,20.87,20.12,32.38,10.208
2015-04-12 14:33:50,31.55,7.919,8.004,101.3,101.3,101.3,96.28,20.55,20.88,20.12,32.43,10.088
2015-04-12 14:33:51,31.51,7.938,7.953,101.3,101.3,101.3,96.24,20.56,20.88,20.13,32.44,9.724
2015-04-12 14:33:52,31.6,7.935,8.071,101.3,101.3,101.3,96.21,20.56,20.88,20.11,32.4,10.291
2015-04-12 14:33:53,31.57,7.923,8.044,101.3,101.3,101.3,96.26,20.56,20.88,20.12,32.44,9.954
2015-04-12 14:33:54,31.56,7.934,8.076,101.3,101.3,101.3,96.24,20.57,20.9,20.12,32.41,9.939
2015-04-12 14:33:55,31.59,7.944,7.958,101.3,101.3,101.3,96.24,20.56,20.89,20.12,32.4,9.99
2015-04-12 14:33:56,31.52,7.917,7.989,101.3,101.3,101.3,96.28,20.57,20.9,20.12,32.39,9.96
2015-04-12 14:33:57,31.54,7.938,8.066,101.3,101.3,101.3,96.28,20.58,20.91,20.12,32.4,10.013
2015-04-12 14:33:58,31.52,7.902,8.044,101.3,101.3,101.3,96.29,20.57,20.91,20.12,32.41,9.862
2015-04-12 14:33:59,31.47,7.922,7.97,101.3,101.3,101.3,96.27,20.58,20.92,20.11,32.39,10.257
2015-04-12 14:34:00,31.38,7.837,7.98,101.3,101.3,101.3,96.37,20.59,20.93,20.13,32.41,10.096
2015-04-12 14:34:01,31.48,8.042,8.108,101.3,101.3,101.3,96.39,20.58,20.92,20.11,32.39,10.224
2015-04-12 14:34:02,31.41,8.075,8.004,101.3,101.3,101.3,96.45,20.59,20.93,20.12,32.44,10.078
2015-04-12 14:34:03,31.37,7.936,8.054,101.3,101.3,101.3,96.49,20.59,20.93,20.11,32.42,10.424
2015-04-12 14:34:04,31.38,8.05,7.936,101.3,101.3,101.3,96.56,20.6,20.95,20.12,32.41,9.959
2015-04-12 14:34:05,31.43,8.029,8.007,101.3,101.3,101.3,96.56,20.59,20.95,20.12,32.42,10.12
2015-04-12 14:34:06,31.39,8.016,8.069,101.3,101.3,101.3,96.58,20.6,20.95,20.11,32.39,10.106
2015-04-12 14:34:07,31.44,8.026,8.025,101.3,101.3,101.3,96.61,20.6,20.96,20.11,32.4,10.088
2015-04-12 14:34:08,31.51,8.015,8.002,101.3,101.3,101.3,96.45,20.59,20.95,20.1,32.42,9.841
2015-04-12 14:34:09,31.53,8.005,7.988,101.3,101.3,101.3,96.39,20.61,20.96,20.12,32.42,9.587
2015-04-12 14:34:10,31.64,8.09,8.04,101.3,101.3,101.3,96.29,20.61,20.96,20.1,32.39,9.67
2015-04-12 14:34:11,31.61,8.042,8.024,101.3,101.3,101.3,96.29,20.61,20.97,20.1,32.42,10.028
2015-04-12 14:34:12,31.59,8.089,8.039,101.3,101.3,101.3,96.27,20.62,20.97,20.1,32.42,10.05
2015-04-12 14:34:13,31.56,8.108,7.809,101.3,101.3,101.3,96.3,20.61,20.99,20.11,32.41,9.786
2015-04-12 14:34:14,31.56,7.929,8.05,101.3,101.3,101.3,96.21,20.63,20.99,20.09,32.41,10.249
2015-04-12 14:34:15,31.54,8.02,8.017,101.3,101.3,101.3,96.25,20.62,20.99,20.1,32.44,9.892
2015-04-12 14:34:16,31.56,8.038,8.12,101.3,101.3,101.3,96.26,20.62,20.99,20.1,32.4,9.972
2015-04-12 14:34:17,31.58,7.992,8.042,101.3,101.3,101.3,96.24,20.62,20.99,20.1,32.4,9.943
2015-04-12 14:34:18,31.55,7.924,7.992,101.3,101.3,101.3,96.25,20.63,21.0,20.09,32.42,10.042
2015-04-12 14:34:19,31.51,7.953,7.99,101.3,101.3,101.3,96.27,20.63,21.01,20.11,32.41,9.812
2015-04-12 14:34:20,31.58,7.958,8.125,101.3,101.3,101.3,96.21,20.63,21.0,20.09,32.4,10.19
2015-04-12 14:34:21,31.56,8.017,8.013,101.3,101.3,101.3,96.26,20.63,21.01,20.1,32.4,10.061
2015-04-12 14:34:22,31.55,7.961,7.94,101.3,101.3,101.3,96.24,20.64,21.02,20.09,32.41,10.152
2015-04-12 14:34:23,31.56,7.966,8.005,101.3,101.3,101.3,96.27,20.64,21.02,20.09,32.41,9.937
2015-04-12 14:34:24,31.62,7.954,7.989,101.3,101.3,101.3,96.25,20.64,21.03,20.09,32.44,10.013
2015-04-12 14:34:25,31.61,8.026,8.006,101.3,101.3,101.3,96.25,20.65,21.02,20.1,32.42,9.993
2015-04-12 14:34:26,31.54,8.069,7.993,101.3,101.3,101.3,96.28,20.64,21.03,20.11,32.41,9.763
2015-04-12 14:34:27,31.51,8.009,8.071,101.3,101.3,101.3,96.24,20.65,21.04,20.09,32.4,10.061
2015-04-12 14:34:28,31.54,7.932,7.96,101.3,101.3,101.3,96.26,20.65,21.04,20.09,32.44,9.927
2015-04-12 14:34:29,31.56,7.961,8.047,101.3,101.3,101.3,96.27,20.65,21.04,20.09,32.42,9.98
2015-04-12 14:34:30,31.57,8.014,8.028,101.3,101.3,101.3,96.25,20.66,21.05,20.09,32.41,10.032
2015-04-12 14:34:31,31.58,8.087,8.065,101.3,101.3,101.3,96.24,20.66,21.05,20.1,32.42,10.047
2015-04-12 14:34:32,31.55,7.917,7.906,101.3,101.3,101.3,96.27,20.67,21.06,20.1,32.44,9.777
2015-04-12 14:34:33,31.63,7.953,7.959,101.3,101.3,101.3,96.22,20.66,21.06,20.09,32.4,10.309
2015-04-12 14:34:34,31.54,7.999,7.974,101.3,101.3,101.3,96.24,20.67,21.06,20.1,32.43,9.932
2015-04-12 14:34:35,31.56,7.926,8.005,101.3,101.3,101.3,96.25,20.67,21.07,20.09,32.42,9.943
2015-04-12 14:34:36,31.56,8.059,7.968,101.3,101.3,101.3,96.26,20.67,21.07,20.09,32.39,9.942
2015-04-12 14:34:37,31.56,8.026,7.917,101.3,101.3,101.3,96.24,20.67,21.07,20.09,32.39,10.137
2015-04-12 14:34:38,31.5,7.481,7.975,101.3,101.3,101.3,96.29,20.69,21.09,20.1,32.42,9.892
2015-04-12 14:34:39,31.54,7.41,7.644,101.3,101.3,101.3,96.33,20.69,21.08,20.09,32.4,10.362
2015-04-12 14:34:40,31.48,7.236,7.375,101.3,101.3,101.3,96.38,20.7,21.1,20.1,32.43,10.1
2015-04-12 14:34:41,31.47,7.11,6.537,101.3,101.3,101.3,96.47,20.7,21.13,20.09,32.42,10.466
2015-04-12 14:34:42,31.42,7.052,5.681,101.3,101.3,101.3,96.57,20.71,21.19,20.1,32.42,10.251
2015-04-12 14:34:43,31.49,6.959,5.195,101.3,101.3,101.3,96.61,20.7,21.21,20.1,32.42,10.554
2015-04-12 14:34:44,31.34,5.894,5.029,101.3,101.3,101.3,96.75,20.76,21.24,20.11,32.46,10.496
2015-04-12 14:34:45,31.28,5.182,5.02,101.3,101.3,101.3,96.87,20.8,21.22,20.11,32.43,10.365
2015-04-12 14:34:46,31.34,5.216,5.082,101.3,101.3,101.3,96.91,20.8,21.24,20.1,32.44,10.314
2015-04-12 14:34:47,31.33,4.85,5.029,101.3,101.3,101.3,96.88,20.81,21.23,20.09,32.42,10.725
2015-04-12 14:34:48,31.52,5.292,5.048,101.3,101.3,101.3,96.71,20.8,21.22,20.07,32.41,11.735
2015-04-12 14:34:49,31.54,4.933,5.167,101.3,101.3,101.3,96.6,20.81,21.22,20.07,32.42,12.938
2015-04-12 14:34:50,31.53,5.005,4.939,101.3,101.3,101.3,96.48,20.8,21.24,20.07,32.42,13.752
2015-04-12 14:34:51,31.52,5.229,4.898,101.3,101.3,101.3,96.44,20.79,21.24,20.07,32.43,14.222
2015-04-12 14:34:52,31.57,4.567,4.834,101.3,101.3,101.3,96.4,20.83,21.25,20.06,32.43,14.692
2015-04-12 14:34:53,31.63,4.927,5.179,101.3,101.3,101.3,96.31,20.8,21.21,20.05,32.44,15.203
2015-04-12 14:34:54,31.53,4.879,4.907,101.3,101.3,101.3,96.3,20.8,21.24,20.06,32.42,15.317
2015-04-12 14:34:55,31.61,4.979,4.97,101.3,101.3,101.3,96.26,20.79,21.24,20.04,32.44,15.698
2015-04-12 14:34:56,31.59,5.103,4.886,101.3,101.3,101.3,96.25,20.8,21.25,20.05,32.41,15.693
2015-04-12 14:34:57,31.62,5.142,5.109,101.3,101.3,101.3,96.22,20.8,21.23,20.05,32.4,15.676
2015-04-12 14:34:58,31.62,4.802,5.027,101.3,101.3,101.3,96.24,20.82,21.26,20.03,32.41,15.981
2015-04-12 14:34:59,31.62,5.186,4.991,101.3,101.3,101.3,96.19,20.79,21.25,20.04,32.46,15.957
2015-04-12 14:35:00,31.55,4.952,5.007,101.3,101.3,101.3,96.25,20.81,21.25,20.04,32.44,16.04
2015-04-12 14:35:01,31.53,4.877,4.904,101.3,101.3,101.3,96.27,20.81,21.23,20.05,32.4,15.896
2015-04-12 14:35:02,31.62,5.001,5.026,101.3,101.3,101.3,96.21,20.79,21.25,20.04,32.41,16.008
2015-04-12 14:35:03,31.6,4.957,4.921,101.3,101.3,101.3,96.19,20.81,21.24,20.04,32.43,15.984
2015-04-12 14:35:04,31.61,4.904,5.047,101.3,101.3,101.3,96.21,20.8,21.25,20.05,32.46,16.063
2015-04-12 14:35:05,31.47,4.821,4.867,101.3,101.3,101.3,96.23,20.83,21.25,20.06,32.41,15.732
2015-04-12 14:35:06,31.66,5.258,5.145,101.3,101.3,101.3,96.17,20.79,21.22,20.04,32.43,16.009
2015-04-12 14:35:07,31.57,5.289,4.932,101.3,101.3,101.3,96.19,20.78,21.27,20.05,32.43,15.895
2015-04-12 14:35:08,31.56,4.844,4.931,101.3,101.3,101.3,96.18,20.82,21.25,20.05,32.37,16.245
2015-04-12 14:35:09,31.55,4.806,4.987,101.3,101.3,101.3,96.25,20.83,21.26,20.04,32.43,16.136
2015-04-12 14:35:10,31.62,5.1,4.902,101.3,101.3,101.3,96.22,20.8,21.25,20.04,32.44,15.971
2015-04-12 14:35:11,31.63,4.92,5.056,101.3,101.3,101.3,96.2,20.8,21.26,20.03,32.41,16.207
2015-04-12 14:35:12,31.56,4.987,4.932,101.3,101.3,101.3,96.18,20.81,21.28,20.04,32.44,15.958
2015-04-12 14:35:13,31.61,5.09,5.046,101.3,101.3,101.3,96.19,20.8,21.26,20.04,32.42,16.201
2015-04-12 14:35:14,31.43,4.878,4.795,101.3,101.3,101.3,96.27,20.83,21.29,20.05,32.43,15.691
2015-04-12 14:35:15,31.61,5.076,5.209,101.3,101.3,101.3,96.17,20.8,21.25,20.05,32.45,15.951
2015-04-12 14:35:16,31.49,5.081,4.921,101.3,101.3,101.3,96.33,20.8,21.27,20.04,32.41,16.037
2015-04-12 14:35:17,31.58,4.962,4.964,101.3,101.3,101.3,96.26,20.81,21.28,20.04,32.46,15.799
2015-04-12 14:35:18,31.58,4.944,4.936,101.3,101.3,101.3,96.27,20.82,21.28,20.05,32.47,15.474
2015-04-12 14:35:19,31.51,5.137,4.892,101.3,101.3,101.3,96.35,20.82,21.29,20.05,32.44,15.203
2015-04-12 14:35:20,31.6,4.939,5.284,101.3,101.3,101.3,96.28,20.82,21.25,20.06,32.44,15.362
2015-04-12 14:35:21,31.5,4.866,4.793,101.3,101.3,101.3,96.31,20.83,21.29,20.06,32.41,15.092
2015-04-12 14:35:22,31.58,5.193,5.083,101.3,101.3,101.3,96.26,20.81,21.27,20.04,32.42,15.173
2015-04-12 14:35:23,31.47,4.786,4.97,101.3,101.3,101.3,96.32,20.84,21.29,20.07,32.42,14.897
2015-04-12 14:35:24,31.61,5.254,5.187,101.3,101.3,101.3,96.3,20.82,21.27,20.04,32.4,15.002
2015-04-12 14:35:25,31.52,5.114,4.829,101.3,101.3,101.3,96.29,20.81,21.31,20.07,32.39,15.028
2015-04-12 14:35:26,31.63,4.871,5.086,101.3,101.3,101.3,96.31,20.83,21.28,20.05,32.44,15.128
2015-04-12 14:35:27,31.57,4.93,5.159,101.3,101.3,101.3,96.34,20.84,21.28,20.05,32.42,15.177
2015-04-12 14:35:28,31.55,4.843,4.757,101.3,101.3,101.3,96.33,20.84,21.31,20.07,32.43,14.802
2015-04-12 14:35:29,31.63,4.998,5.28,101.3,101.3,101.3,96.34,20.83,21.27,20.04,32.45,15.109
2015-04-12 14:35:30,31.53,4.994,4.839,101.3,101.3,101.3,96.33,20.82,21.3,20.06,32.44,15.039
2015-04-12 14:35:31,31.59,5.111,5.087,101.3,101.3,101.3,96.32,20.82,21.29,20.05,32.44,15.063
2015-04-12 14:35:32,31.42,4.778,4.918,101.3,101.3,101.3,96.4,20.84,21.29,20.07,32.44,14.806
2015-04-12 14:35:33,31.61,4.854,5.135,101.3,101.3,101.3,96.32,20.84,21.29,20.04,32.43,15.105
2015-04-12 14:35:34,31.53,4.88,4.799,101.3,101.3,101.3,96.35,20.83,21.32,20.05,32.43,15.004
2015-04-12 14:35:35,31.62,5.402,5.166,101.3,101.3,101.3,96.3,20.82,21.29,20.06,32.44,15.101
2015-04-12 14:35:36,31.4,4.955,4.955,101.3,101.3,101.3,96.33,20.85,21.32,20.06,32.46,14.572
2015-04-12 14:35:37,31.61,5.195,5.047,101.3,101.3,101.3,96.33,20.82,21.31,20.02,32.43,15.207
2015-04-12 14:35:38,31.55,5.127,4.93,101.3,101.3,101.3,96.31,20.83,21.32,20.04,32.43,14.947
2015-04-12 14:35:39,31.55,4.803,4.94,101.3,101.3,101.3,96.32,20.85,21.32,20.06,32.45,15.168
2015-04-12 14:35:40,31.52,4.985,4.968,101.3,101.3,101.3,96.36,20.85,21.31,20.06,32.45,14.767
2015-04-12 14:35:41,31.53,4.861,4.964,101.3,101.3,101.3,96.32,20.85,21.32,20.04,32.44,15.177
2015-04-12 14:35:42,31.57,5.051,5.042,101.3,101.3,101.3,96.33,20.83,21.31,20.05,32.43,15.115
2015-04-12 14:35:43,31.55,5.167,5.024,101.3,101.3,101.3,96.31,20.83,21.31,20.05,32.42,15.079
2015-04-12 14:35:44,31.62,4.904,5.066,101.3,101.3,101.3,96.36,20.84,21.31,20.04,32.44,15.025
2015-04-12 14:35:45,31.53,4.965,5.016,101.3,101.3,101.3,96.34,20.87,21.32,20.05,32.45,15.144
2015-04-12 14:35:46,31.53,4.91,4.93,101.3,101.3,101.3,96.35,20.86,21.32,20.05,32.43,15.031
2015-04-12 14:35:47,31.56,4.823,5.059,101.3,101.3,101.3,96.35,20.87,21.31,20.06,32.45,15.106
2015-04-12 14:35:48,31.57,4.984,5.01,101.3,101.3,101.3,96.36,20.85,21.31,20.04,32.41,14.99
2015-04-12 14:35:49,31.55,4.992,4.929,101.3,101.3,101.3,96.34,20.85,21.32,20.04,32.42,15.0
2015-04-12 14:35:50,31.58,5.101,4.895,101.3,101.3,101.3,96.33,20.85,21.34,20.04,32.43,15.082
2015-04-12 14:35:51,31.59,4.874,4.95,101.3,101.3,101.3,96.34,20.86,21.34,20.04,32.43,14.86
2015-04-12 14:35:52,31.61,4.888,5.09,101.3,101.3,101.3,96.34,20.86,21.32,20.04,32.43,15.058
2015-04-12 14:35:53,31.49,4.924,5.062,101.3,101.3,101.3,96.34,20.87,21.33,20.04,32.44,14.834
2015-04-12 14:35:54,31.54,4.963,5.117,101.3,101.3,101.3,96.32,20.86,21.34,20.05,32.43,15.163
2015-04-12 14:35:55,31.51,4.914,4.889,101.3,101.3,101.3,96.36,20.86,21.35,20.05,32.43,14.818
2015-04-12 14:35:56,31.56,4.937,5.03,101.3,101.3,101.3,96.33,20.86,21.32,20.05,32.43,15.082
2015-04-12 14:35:57,31.51,4.914,5.024,101.3,101.3,101.3,96.33,20.86,21.34,20.04,32.44,15.115
2015-04-12 14:35:58,31.51,4.932,5.029,101.3,101.3,101.3,96.31,20.87,21.34,20.05,32.45,15.007
2015-04-12 14:35:59,31.54,4.955,5.021,101.3,101.3,101.3,96.33,20.86,21.34,20.03,32.45,14.904
2015-04-12 14:36:00,31.53,4.894,5.062,101.3,101.3,101.3,96.34,20.87,21.35,20.04,32.45,15.042
2015-04-12 14:36:01,31.63,5.383,5.024,101.3,101.3,101.3,96.3,20.85,21.35,20.03,32.46,14.983
2015-04-12 14:36:02,31.55,5.425,5.045,101.3,101.3,101.3,96.28,20.85,21.34,20.04,32.43,14.921
2015-04-12 14:36:03,31.53,4.645,5.078,101.3,101.3,101.3,96.35,20.89,21.36,20.04,32.44,14.875
2015-04-12 14:36:04,31.52,4.921,5.0,101.3,101.3,101.3,96.34,20.88,21.36,20.02,32.43,15.132
2015-04-12 14:36:05,31.51,4.824,5.108,101.3,101.3,101.3,96.32,20.89,21.36,20.03,32.44,15.048
2015-04-12 14:36:06,31.53,5.117,4.962,101.3,101.3,101.3,96.34,20.87,21.37,20.04,32.43,14.964
2015-04-12 14:36:07,31.57,5.08,4.993,101.3,101.3,101.3,96.34,20.88,21.36,20.03,32.45,14.87
2015-04-12 14:36:08,31.57,5.077,4.925,101.3,101.3,101.3,96.31,20.87,21.38,20.03,32.43,14.93
2015-04-12 14:36:09,31.55,5.051,5.065,101.3,101.3,101.3,96.31,20.88,21.37,20.05,32.43,15.139
2015-04-12 14:36:10,31.5,5.149,4.904,101.3,101.3,101.3,96.36,20.88,21.38,20.04,32.43,14.965
2015-04-12 14:36:11,31.54,5.123,4.943,101.3,101.3,101.3,96.33,20.88,21.38,20.05,32.41,14.937
2015-04-12 14:36:12,31.6,4.976,5.063,101.3,101.3,101.3,96.35,20.9,21.39,20.04,32.42,15.072
2015-04-12 14:36:13,31.54,4.854,4.964,101.3,101.3,101.3,96.34,20.89,21.39,20.03,32.46,15.129
2015-04-12 14:36:14,31.59,4.936,4.925,101.3,101.3,101.3,96.35,20.9,21.37,20.05,32.46,15.075
2015-04-12 14:36:15,31.52,4.811,5.039,101.3,101.3,101.3,96.35,20.9,21.38,20.05,32.45,14.946
2015-04-12 14:36:16,31.58,5.108,5.049,101.3,101.3,101.3,96.35,20.88,21.38,20.03,32.45,15.002
2015-04-12 14:36:17,31.54,5.097,4.953,101.3,101.3,101.3,96.33,20.88,21.39,20.02,32.41,14.998
2015-04-12 14:36:18,31.51,5.098,5.046,101.3,101.3,101.3,96.32,20.88,21.38,20.04,32.44,14.963
2015-04-12 14:36:19,31.49,4.99,4.757,101.3,101.3,101.3,96.33,20.91,21.41,20.04,32.43,14.74
2015-04-12 14:36:20,31.58,4.981,5.254,101.3,101.3,101.3,96.31,20.89,21.39,20.01,32.44,15.092
2015-04-12 14:36:21,31.52,5.474,5.057,101.3,101.3,101.3,96.31,20.87,21.4,20.03,32.43,14.878
2015-04-12 14:36:22,31.54,4.623,5.069,101.3,101.3,101.3,96.36,20.93,21.38,20.02,32.44,15.176
2015-04-12 14:36:23,31.56,5.002,4.835,101.3,101.3,101.3,96.37,20.9,21.42,20.04,32.46,14.771
2015-04-12 14:36:24,31.58,4.861,5.253,101.3,101.3,101.3,96.31,20.91,21.4,20.03,32.43,15.137
2015-04-12 14:36:25,31.51,5.054,4.81,101.3,101.3,101.3,96.33,20.89,21.42,20.03,32.43,15.113
2015-04-12 14:36:26,31.58,5.029,5.074,101.3,101.3,101.3,96.32,20.91,21.4,20.02,32.45,15.108
2015-04-12 14:36:27,31.61,5.422,5.162,101.3,101.3,101.3,96.36,20.89,21.4,20.02,32.45,14.848
2015-04-12 14:36:28,31.51,4.617,4.914,101.3,101.3,101.3,96.35,20.92,21.43,20.02,32.45,15.212
2015-04-12 14:36:29,31.55,5.0,4.829,101.3,101.3,101.3,96.36,20.91,21.44,20.01,32.42,15.054
2015-04-12 14:36:30,31.55,5.059,5.135,101.3,101.3,101.3,96.32,20.91,21.41,20.01,32.44,14.913
2015-04-12 14:36:31,31.62,5.443,4.991,101.3,101.3,101.3,96.3,20.89,21.41,20.02,32.45,14.973
2015-04-12 14:36:32,31.58,4.651,4.956,101.3,101.3,101.3,96.36,20.93,21.42,20.03,32.47,15.088
2015-04-12 14:36:33,31.57,5.045,5.059,101.3,101.3,101.3,96.33,20.91,21.42,20.01,32.44,14.981
2015-04-12 14:36:34,31.51,4.909,4.831,101.3,101.3,101.3,96.36,20.91,21.44,20.02,32.49,14.786
2015-04-12 14:36:35,31.63,5.067,5.257,101.3,101.3,101.3,96.31,20.91,21.41,20.01,32.46,15.068
2015-04-12 14:36:36,31.58,5.088,4.915,101.3,101.3,101.3,96.32,20.91,21.43,20.01,32.48,14.992
2015-04-12 14:36:37,31.61,5.031,4.924,101.3,101.3,101.3,96.3,20.91,21.44,20.0,32.44,15.185
2015-04-12 14:36:38,31.53,5.023,4.842,101.3,101.3,101.3,96.37,20.92,21.45,20.02,32.46,15.03
2015-04-12 14:36:39,31.6,5.036,4.965,101.3,101.3,101.3,96.35,20.92,21.43,20.01,32.44,14.975
2015-04-12 14:36:40,31.58,5.012,4.896,101.3,101.3,101.3,96.34,20.92,21.44,20.0,32.47,15.079
2015-04-12 14:36:41,31.54,5.027,5.241,101.3,101.3,101.3,96.3,20.92,21.42,20.0,32.45,15.036
2015-04-12 14:36:42,31.59,4.917,4.925,101.3,101.3,101.3,96.33,20.92,21.43,20.02,32.49,14.935
2015-04-12 14:36:43,31.52,4.903,4.903,101.3,101.3,101.3,96.36,20.92,21.47,20.03,32.47,14.732
2015-04-12 14:36:44,31.57,5.055,4.777,101.3,101.3,101.3,96.34,20.92,21.45,20.02,32.46,15.11
2015-04-12 14:36:45,31.59,5.166,5.124,101.3,101.3,101.3,96.28,20.92,21.44,20.01,32.47,15.036
2015-04-12 14:36:46,31.55,4.872,5.083,101.3,101.3,101.3,96.3,20.94,21.45,20.01,32.46,15.099
2015-04-12 14:36:47,31.6,4.925,5.068,101.3,101.3,101.3,96.34,20.94,21.45,20.01,32.44,15.092
2015-04-12 14:36:48,31.56,4.875,5.05,101.3,101.3,101.3,96.35,20.93,21.46,20.01,32.45,15.105
2015-04-12 14:36:49,31.55,5.294,4.985,101.3,101.3,101.3,96.32,20.92,21.45,20.01,32.45,15.025
2015-04-12 14:36:50,31.57,4.654,4.971,101.3,101.3,101.3,96.35,20.96,21.47,20.0,32.46,14.978
2015-04-12 14:36:51,31.61,5.374,5.025,101.3,101.3,101.3,96.34,20.92,21.46,20.0,32.45,14.853
2015-04-12 14:36:52,31.59,4.908,5.058,101.3,101.3,101.3,96.33,20.95,21.47,20.0,32.47,14.957
2015-04-12 14:36:53,31.61,4.788,5.083,101.3,101.3,101.3,96.33,20.95,21.47,19.99,32.44,15.218
2015-04-12 14:36:54,31.58,5.105,4.959,101.3,101.3,101.3,96.35,20.93,21.47,20.01,32.45,14.931
2015-04-12 14:36:55,31.62,5.089,4.949,101.3,101.3,101.3,96.32,20.93,21.47,20.0,32.45,14.848
2015-04-12 14:36:56,31.67,5.123,4.971,101.3,101.3,101.3,96.29,20.94,21.47,20.0,32.46,15.16
2015-04-12 14:36:57,31.61,4.891,5.029,101.3,101.3,101.3,96.32,20.96,21.47,20.01,32.47,14.973
2015-04-12 14:36:58,31.58,4.963,5.018,101.3,101.3,101.3,96.36,20.95,21.47,20.0,32.46,15.08
2015-04-12 14:36:59,31.57,4.878,5.025,101.3,101.3,101.3,96.34,20.96,21.49,19.99,32.45,14.901
2015-04-12 14:37:00,31.56,4.963,5.202,101.3,101.3,101.3,96.35,20.95,21.46,20.0,32.46,14.921
2015-04-12 14:37:01,31.53,4.946,4.871,101.3,101.3,101.3,96.35,20.95,21.49,20.0,32.45,14.918
2015-04-12 14:37:02,31.6,4.942,5.041,101.3,101.3,101.3,96.34,20.95,21.49,19.99,32.43,15.118
2015-04-12 14:37:03,31.49,4.99,4.875,101.3,101.3,101.3,96.37,20.96,21.49,20.02,32.43,14.571
2015-04-12 14:37:04,31.64,5.153,5.18,101.3,101.3,101.3,96.33,20.96,21.48,20.0,32.48,15.035
2015-04-12 14:37:05,31.64,5.104,4.903,101.3,101.3,101.3,96.34,20.96,21.51,20.0,32.49,14.95
2015-04-12 14:37:06,31.58,4.81,4.957,101.3,101.3,101.3,96.34,20.97,21.5,19.99,32.47,15.129
