,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow
2015-04-12 15:07:28,31.67,4.899,4.917,101.3,101.3,101.3,95.48,24.24,24.73,26.3,33.07,15.768
2015-04-12 15:07:29,31.78,5.355,4.992,101.3,101.3,101.3,95.43,24.2,24.72,26.28,33.07,16.095
2015-04-12 15:07:30,31.74,4.907,4.921,101.3,101.3,101.3,95.45,24.24,24.73,26.29,33.05,16.035
2015-04-12 15:07:31,31.72,4.962,5.061,101.3,101.3,101.3,95.43,24.25,24.72,26.3,33.03,16.168
2015-04-12 15:07:32,31.72,4.876,4.837,101.3,101.3,101.3,95.49,24.26,24.74,26.3,33.07,16.084
2015-04-12 15:07:33,31.76,4.974,5.013,101.3,101.3,101.3,95.42,24.25,24.75,26.31,33.06,16.077
2015-04-12 15:07:34,31.79,4.932,5.143,101.3,101.3,101.3,95.46,24.28,24.72,26.32,33.06,15.969
2015-04-12 15:07:35,31.81,4.825,5.046,101.3,101.3,101.3,95.44,24.29,24.74,26.32,33.08,16.085
2015-04-12 15:07:36,31.72,5.062,5.027,101.3,101.3,101.3,95.44,24.26,24.74,26.31,33.07,15.994
2015-04-12 15:07:37,31.75,5.126,5.198,101.3,101.3,101.3,95.43,24.26,24.73,26.33,33.06,16.059
2015-04-12 15:07:38,31.74,5.0,4.661,101.3,101.3,101.3,95.44,24.27,24.78,26.33,33.08,16.144
2015-04-12 15:07:39,31.76,5.0,4.978,101.3,101.3,101.3,95.43,24.27,24.76,26.33,33.06,15.987
2015-04-12 15:07:40,31.77,4.873,5.1,101.3,101.3,101.3,95.45,24.31,24.75,26.34,33.07,15.933
2015-04-12 15:07:41,31.74,5.187,5.133,101.3,101.3,101.3,95.43,24.28,24.76,26.35,33.08,15.877
2015-04-12 15:07:42,31.78,5.28,5.158,101.3,101.3,101.3,95.39,24.25,24.76,26.34,33.06,15.971
2015-04-12 15:07:43,31.7,4.769,4.783,101.3,101.3,101.3,95.46,24.32,24.79,26.35,33.07,15.922
2015-04-12 15:07:44,31.77,4.992,5.115,101.3,101.3,101.3,95.44,24.3,24.77,26.35,33.07,16.044
2015-04-12 15:07:45,31.7,4.964,4.835,101.3,101.3,101.3,95.43,24.31,24.8,26.38,33.1,15.911
2015-04-12 15:07:46,31.76,4.931,5.212,101.3,101.3,101.3,95.44,24.31,24.75,26.36,33.06,16.039
2015-04-12 15:07:47,31.63,4.897,4.819,101.3,101.3,101.3,95.52,24.32,24.79,26.37,33.09,15.999
2015-04-12 15:07:48,31.75,5.046,5.176,101.3,101.3,101.3,95.42,24.3,24.79,26.38,33.06,15.876
2015-04-12 15:07:49,31.74,5.05,4.84,101.3,101.3,101.3,95.45,24.31,24.81,26.37,33.08,16.085
2015-04-12 15:07:50,31.77,5.151,5.163,101.3,101.3,101.3,95.41,24.31,24.78,26.38,33.1,16.126
2015-04-12 15:07:51,31.74,4.959,4.961,101.3,101.3,101.3,95.43,24.34,24.82,26.4,33.09,16.072
2015-04-12 15:07:52,31.78,5.005,5.042,101.3,101.3,101.3,95.42,24.34,24.81,26.38,33.08,16.087
2015-04-12 15:07:53,31.65,4.916,4.911,101.3,101.3,101.3,95.45,24.35,24.82,26.4,33.06,16.087
2015-04-12 15:07:54,31.72,4.727,5.023,101.3,101.3,101.3,95.47,24.37,24.81,26.4,33.09,15.867
2015-04-12 15:07:55,31.71,5.297,4.981,101.3,101.3,101.3,95.57,24.33,24.82,26.39,33.09,16.084
2015-04-12 15:07:56,31.74,4.949,4.898,101.3,101.3,101.3,95.44,24.36,24.83,26.42,33.1,16.158
2015-04-12 15:07:57,31.7,4.824,5.138,101.3,101.3,101.3,95.59,24.37,24.82,26.41,33.11,16.227
2015-04-12 15:07:58,31.63,5.069,4.96,101.3,101.3,101.3,95.62,24.35,24.85,26.41,33.09,16.079
2015-04-12 15:07:59,31.65,5.069,4.857,101.3,101.3,101.3,95.73,24.35,24.84,26.41,33.09,16.171
2015-04-12 15:08:00,31.61,5.037,5.161,101.3,101.3,101.3,95.54,24.36,24.83,26.42,33.11,16.013
2015-04-12 15:08:01,31.69,5.145,4.95,101.3,101.3,101.3,95.63,24.36,24.84,26.42,33.12,16.103
2015-04-12 15:08:02,31.57,4.948,4.796,101.3,101.3,101.3,95.74,24.39,24.87,26.44,33.1,16.0
2015-04-12 15:08:03,31.39,4.909,5.136,101.3,101.3,101.3,95.82,24.4,24.83,26.44,33.11,16.396
2015-04-12 15:08:04,31.13,4.943,5.124,101.3,101.3,101.3,96.31,24.38,24.84,26.46,33.13,16.771
2015-04-12 15:08:05,31.87,5.037,5.181,101.3,101.3,101.3,96.31,24.35,24.81,26.41,33.09,16.597
2015-04-12 15:08:06,31.17,4.937,4.633,101.3,101.3,101.3,96.7,24.34,24.87,26.45,33.14,17.032
2015-04-12 15:08:07,31.37,5.165,4.833,101.3,101.3,101.3,96.37,24.35,24.87,26.43,33.09,16.236
2015-04-12 15:08:08,31.3,4.808,5.139,101.3,101.3,101.3,96.34,24.4,24.85,26.46,33.12,16.15
2015-04-12 15:08:09,30.87,4.961,4.828,101.3,101.3,101.3,96.52,24.38,24.87,26.48,33.11,16.147
2015-04-12 15:08:10,31.26,5.068,5.118,101.3,101.3,101.3,96.67,24.35,24.86,26.46,33.12,16.505
2015-04-12 15:08:11,30.92,5.156,5.052,101.3,101.3,101.3,96.91,24.33,24.86,26.48,33.14,16.685
2015-04-12 15:08:12,31.37,5.07,5.086,101.3,101.3,101.3,97.24,24.28,24.81,26.46,33.11,17.131
2015-04-12 15:08:13,31.04,5.047,5.118,101.3,101.3,101.3,97.15,24.28,24.83,26.45,33.08,16.49
2015-04-12 15:08:14,31.99,5.056,5.073,101.3,101.3,101.3,97.45,24.27,24.78,26.43,33.11,16.81
2015-04-12 15:08:15,30.73,5.134,5.063,101.3,101.3,101.3,97.5,24.3,24.81,26.51,33.14,16.653
2015-04-12 15:08:16,31.2,5.133,5.024,101.3,101.3,101.3,97.15,24.29,24.83,26.47,33.1,15.855
2015-04-12 15:08:17,30.93,4.977,4.994,101.3,101.3,101.3,97.21,24.33,24.84,26.53,33.11,15.741
2015-04-12 15:08:18,31.2,4.766,4.816,101.3,101.3,101.3,96.8,24.37,24.9,26.51,33.11,15.518
2015-04-12 15:08:19,31.07,5.083,5.047,101.3,101.3,101.3,97.11,24.34,24.88,26.53,33.14,15.93
2015-04-12 15:08:20,30.92,5.151,5.077,101.3,101.3,101.3,97.21,24.33,24.86,26.52,33.14,16.335
2015-04-12 15:08:21,30.6,5.094,5.157,101.3,101.3,101.3,97.36,24.35,24.87,26.54,33.1,16.212
2015-04-12 15:08:22,30.67,5.188,5.266,101.3,101.3,101.3,97.78,24.3,24.82,26.51,33.15,17.104
2015-04-12 15:08:23,31.06,5.022,4.642,101.3,101.3,101.3,97.48,24.33,24.85,26.51,33.11,15.969
2015-04-12 15:08:24,31.22,5.098,5.145,101.3,101.3,101.3,97.42,24.3,24.83,26.51,33.12,16.178
2015-04-12 15:08:25,31.24,4.838,4.788,101.3,101.3,101.3,97.09,24.34,24.9,26.54,33.09,15.338
2015-04-12 15:08:26,30.93,4.802,5.008,101.3,101.3,101.3,96.74,24.42,24.94,26.56,33.12,15.236
2015-04-12 15:08:27,31.44,5.115,5.052,101.3,101.3,101.3,96.8,24.4,24.92,26.56,33.13,15.226
2015-04-12 15:08:28,31.11,4.823,5.183,101.3,101.3,101.3,96.67,24.44,24.92,26.56,33.14,15.545
2015-04-12 15:08:29,30.94,5.039,4.807,101.3,101.3,101.3,96.95,24.41,24.93,26.57,33.15,15.752
2015-04-12 15:08:30,30.82,5.101,5.32,101.3,101.3,101.3,97.35,24.37,24.9,26.57,33.15,16.755
2015-04-12 15:08:31,30.53,5.225,5.187,101.3,101.3,101.3,97.79,24.37,24.88,26.59,33.16,17.065
2015-04-12 15:08:32,30.69,5.266,5.116,101.3,101.3,101.3,97.99,24.33,24.86,26.54,33.16,17.39
2015-04-12 15:08:33,31.15,5.134,4.914,101.3,101.3,101.3,97.61,24.33,24.87,26.54,33.12,16.18
2015-04-12 15:08:34,30.7,4.784,4.863,101.3,101.3,101.3,97.39,24.39,24.9,26.6,33.16,15.921
2015-04-12 15:08:35,30.82,4.946,4.955,101.3,101.3,101.3,97.62,24.37,24.9,26.58,33.14,16.199
2015-04-12 15:08:36,30.96,5.107,5.082,101.3,101.3,101.3,97.65,24.36,24.89,26.59,33.16,16.182
2015-04-12 15:08:37,31.03,4.961,5.007,101.3,101.3,101.3,97.65,24.37,24.89,26.6,33.18,16.11
2015-04-12 15:08:38,30.65,5.027,5.047,101.3,101.3,101.3,97.66,24.38,24.9,26.61,33.15,16.251
2015-04-12 15:08:39,30.66,5.225,5.184,101.3,101.3,101.3,97.94,24.36,24.9,26.61,33.16,16.497
2015-04-12 15:08:40,30.45,5.158,5.302,101.3,101.3,101.3,98.17,24.35,24.89,26.6,33.15,16.878
2015-04-12 15:08:41,30.45,5.135,5.151,101.3,101.3,101.3,98.34,24.33,24.89,26.61,33.15,16.982
2015-04-12 15:08:42,30.61,5.002,4.914,101.3,101.3,101.3,97.97,24.37,24.91,26.62,33.16,15.975
2015-04-12 15:08:43,30.6,5.012,4.955,101.3,101.3,101.3,98.06,24.37,24.92,26.64,33.16,16.198
2015-04-12 15:08:44,30.26,5.273,5.19,101.3,101.3,101.3,98.37,24.35,24.91,26.64,33.17,16.711
2015-04-12 15:08:45,30.19,5.486,5.366,101.3,101.3,101.3,98.84,24.31,24.88,26.63,33.17,17.245
2015-04-12 15:08:46,30.71,5.187,5.128,101.3,101.3,101.3,98.84,24.3,24.87,26.59,33.14,17.059
2015-04-12 15:08:47,30.11,5.098,5.138,101.3,101.3,101.3,98.75,24.32,24.9,26.64,33.14,16.63
2015-04-12 15:08:48,30.06,5.335,5.263,101.3,101.3,101.3,99.07,24.32,24.88,26.64,33.19,17.069
2015-04-12 15:08:49,30.11,5.343,5.322,101.3,101.3,101.3,99.33,24.31,24.86,26.63,33.18,17.447
2015-04-12 15:08:50,30.48,5.02,5.07,101.3,101.3,101.3,99.27,24.29,24.86,26.61,33.14,16.951
2015-04-12 15:08:51,31.12,4.489,4.626,101.3,101.3,101.3,98.57,24.31,24.88,26.61,33.12,15.336
2015-04-12 15:08:52,30.78,4.416,4.446,101.3,101.3,101.3,98.04,24.38,24.96,26.68,33.19,14.266
2015-04-12 15:08:53,30.57,4.797,4.791,101.3,101.3,101.3,98.13,24.4,24.96,26.69,33.17,14.938
2015-04-12 15:08:54,30.66,4.937,4.961,101.3,101.3,101.3,98.11,24.4,24.95,26.7,33.18,14.967
2015-04-12 15:08:55,32.04,5.004,4.766,101.3,101.3,101.3,98.19,24.36,24.92,26.66,33.15,15.95
2015-04-12 15:08:56,31.12,4.424,4.653,101.3,101.3,101.3,97.55,24.45,24.97,26.7,33.16,14.328
2015-04-12 15:08:57,30.91,4.868,4.902,101.3,101.3,101.3,97.37,24.48,24.98,26.72,33.18,14.706
2015-04-12 15:08:58,31.11,5.025,4.809,101.3,101.3,101.3,97.52,24.44,24.97,26.69,33.15,15.423
2015-04-12 15:08:59,30.92,4.82,4.917,101.3,101.3,101.3,97.06,24.5,25.01,26.71,33.19,14.907
2015-04-12 15:09:00,31.01,4.834,4.88,101.3,101.3,101.3,97.23,24.5,24.99,26.7,33.19,15.386
2015-04-12 15:09:01,30.88,5.233,5.135,101.3,101.3,101.3,97.48,24.46,24.98,26.7,33.17,16.103
2015-04-12 15:09:02,30.8,5.11,4.815,101.3,101.3,101.3,97.57,24.47,24.98,26.7,33.16,16.242
2015-04-12 15:09:03,30.82,5.026,5.14,101.3,101.3,101.3,97.58,24.47,24.97,26.7,33.18,16.128
2015-04-12 15:09:04,30.47,5.286,5.264,101.3,101.3,101.3,98.08,24.45,24.97,26.71,33.2,16.932
2015-04-12 15:09:05,30.22,5.498,5.489,101.3,101.3,101.3,98.56,24.41,24.96,26.7,33.21,17.56
2015-04-12 15:09:06,29.93,5.656,5.535,101.3,101.3,101.3,99.18,24.38,24.93,26.7,33.22,18.068
2015-04-12 15:09:07,31.07,5.007,4.965,101.3,101.3,101.3,98.65,24.36,24.92,26.64,33.13,16.99
2015-04-12 15:09:08,31.2,4.374,4.53,101.3,101.3,101.3,97.99,24.44,24.98,26.68,33.15,15.301
2015-04-12 15:09:09,31.29,4.402,4.538,101.3,101.3,101.3,97.36,24.51,25.01,26.72,33.15,14.361
2015-04-12 15:09:10,31.39,4.729,4.869,101.3,101.3,101.3,96.92,24.55,25.08,26.74,33.17,13.902
2015-04-12 15:09:11,31.37,4.781,4.839,101.3,101.3,101.3,97.08,24.55,25.07,26.73,33.17,15.093
2015-04-12 15:09:12,31.3,4.866,4.901,101.3,101.3,101.3,96.93,24.57,25.07,26.73,33.17,14.853
2015-04-12 15:09:13,31.22,5.018,4.9,101.3,101.3,101.3,96.98,24.56,25.1,26.74,33.21,15.595
2015-04-12 15:09:14,31.24,5.036,4.833,101.3,101.3,101.3,96.96,24.56,25.1,26.74,33.2,15.604
2015-04-12 15:09:15,31.26,4.995,4.894,101.3,101.3,101.3,96.81,24.57,25.1,26.74,33.19,15.662
2015-04-12 15:09:16,31.58,5.071,4.952,101.3,101.3,101.3,96.55,24.61,25.12,26.74,33.21,15.249
2015-04-12 15:09:17,31.12,5.047,5.03,101.3,101.3,101.3,96.54,24.64,25.12,26.75,33.22,15.564
2015-04-12 15:09:18,31.27,4.845,4.93,101.3,101.3,101.3,96.56,24.65,25.11,26.75,33.2,15.377
2015-04-12 15:09:19,31.19,5.035,4.925,101.3,101.3,101.3,96.69,24.65,25.12,26.75,33.21,15.862
2015-04-12 15:09:20,30.9,5.016,4.873,101.3,101.3,101.3,96.88,24.61,25.14,26.76,33.2,16.474
2015-04-12 15:09:21,30.94,5.115,5.102,101.3,101.3,101.3,97.25,24.57,25.1,26.74,33.25,16.868
2015-04-12 15:09:22,31.14,5.14,5.142,101.3,101.3,101.3,97.31,24.55,25.06,26.74,33.2,16.748
2015-04-12 15:09:23,30.95,5.153,5.173,101.3,101.3,101.3,97.43,24.55,25.05,26.74,33.22,16.709
2015-04-12 15:09:24,30.93,5.072,4.864,101.3,101.3,101.3,97.48,24.57,25.07,26.75,33.2,16.284
2015-04-12 15:09:25,30.45,5.191,5.34,101.3,101.3,101.3,97.82,24.57,25.05,26.76,33.22,16.818
2015-04-12 15:09:26,30.27,5.416,5.328,101.3,101.3,101.3,98.27,24.52,25.06,26.77,33.21,17.476
2015-04-12 15:09:27,30.29,5.632,5.4,101.3,101.3,101.3,98.73,24.5,25.04,26.75,33.23,17.911
2015-04-12 15:09:28,29.98,5.59,5.549,101.3,101.3,101.3,99.2,24.49,25.01,26.76,33.28,18.24
2015-04-12 15:09:29,30.18,5.47,5.443,101.3,101.3,101.3,99.44,24.45,25.0,26.74,33.22,18.036
2015-04-12 15:09:30,30.17,5.252,5.198,101.3,101.3,101.3,99.36,24.46,25.0,26.75,33.21,17.634
2015-04-12 15:09:31,30.24,5.242,5.186,101.3,101.3,101.3,99.39,24.46,25.0,26.77,33.21,17.253
2015-04-12 15:09:32,31.24,4.512,4.774,101.3,101.3,101.3,98.96,24.45,25.0,26.73,33.19,16.006
2015-04-12 15:09:33,31.09,4.268,4.323,101.3,101.3,101.3,98.05,24.53,25.08,26.79,33.17,14.27
2015-04-12 15:09:34,30.74,4.624,4.635,101.3,101.3,101.3,97.94,24.57,25.13,26.83,33.2,14.514
2015-04-12 15:09:35,31.09,4.7,4.51,101.3,101.3,101.3,97.61,24.59,25.13,26.81,33.2,14.37
2015-04-12 15:09:36,30.91,4.823,4.896,101.3,101.3,101.3,97.58,24.61,25.12,26.81,33.21,14.858
2015-04-12 15:09:37,30.87,4.897,4.877,101.3,101.3,101.3,97.57,24.6,25.14,26.83,33.21,15.005
2015-04-12 15:09:38,31.17,4.91,4.945,101.3,101.3,101.3,97.5,24.61,25.12,26.8,33.2,15.384
2015-04-12 15:09:39,31.16,4.923,4.866,101.3,101.3,101.3,97.41,24.61,25.13,26.8,33.21,15.445
2015-04-12 15:09:40,31.07,4.807,4.871,101.3,101.3,101.3,97.23,24.63,25.16,26.8,33.25,15.259
2015-04-12 15:09:41,30.93,4.872,5.062,101.3,101.3,101.3,97.24,24.64,25.16,26.83,33.22,15.427
2015-04-12 15:09:42,31.06,4.979,4.896,101.3,101.3,101.3,97.09,24.67,25.19,26.82,33.19,15.467
2015-04-12 15:09:43,31.16,5.087,5.041,101.3,101.3,101.3,97.27,24.64,25.16,26.8,33.24,15.85
2015-04-12 15:09:44,31.11,5.1,5.058,101.3,101.3,101.3,97.28,24.64,25.16,26.82,33.22,15.849
2015-04-12 15:09:45,31.36,5.09,5.041,101.3,101.3,101.3,97.22,24.63,25.17,26.81,33.21,15.933
2015-04-12 15:09:46,31.31,4.892,5.078,101.3,101.3,101.3,96.83,24.71,25.2,26.84,33.2,15.271
2015-04-12 15:09:47,31.26,4.879,5.013,101.3,101.3,101.3,96.81,24.74,25.21,26.83,33.23,15.446
2015-04-12 15:09:48,31.27,5.017,5.061,101.3,101.3,101.3,96.89,24.73,25.21,26.84,33.25,15.683
2015-04-12 15:09:49,31.21,5.031,4.92,101.3,101.3,101.3,96.87,24.74,25.23,26.87,33.2,15.596
2015-04-12 15:09:50,31.47,5.097,4.939,101.3,101.3,101.3,96.65,24.72,25.21,26.83,33.22,15.465
2015-04-12 15:09:51,31.41,5.034,5.127,101.3,101.3,101.3,96.55,24.77,25.22,26.84,33.22,15.453
2015-04-12 15:09:52,31.3,5.111,5.095,101.3,101.3,101.3,96.51,24.77,25.22,26.85,33.22,15.654
2015-04-12 15:09:53,31.5,4.911,5.209,101.3,101.3,101.3,96.39,24.78,25.22,26.84,33.22,15.48
2015-04-12 15:09:54,31.45,4.927,4.978,101.3,101.3,101.3,96.46,24.78,25.26,26.85,33.23,15.788
2015-04-12 15:09:55,31.33,4.784,4.777,101.3,101.3,101.3,96.39,24.8,25.27,26.85,33.22,15.592
2015-04-12 15:09:56,31.56,5.154,5.082,101.3,101.3,101.3,96.35,24.78,25.26,26.85,33.27,15.808
2015-04-12 15:09:57,31.49,5.103,5.042,101.3,101.3,101.3,96.31,24.78,25.27,26.85,33.22,15.75
2015-04-12 15:09:58,31.51,4.831,5.09,101.3,101.3,101.3,96.29,24.82,25.26,26.84,33.24,15.961
2015-04-12 15:09:59,31.54,5.204,5.031,101.3,101.3,101.3,96.23,24.79,25.27,26.86,33.21,15.799
2015-04-12 15:10:00,31.63,4.908,5.188,101.3,101.3,101.3,96.19,24.81,25.25,26.85,33.25,15.902
2015-04-12 15:10:01,31.55,4.778,4.842,101.3,101.3,101.3,96.17,24.84,25.29,26.87,33.21,15.927
2015-04-12 15:10:02,31.66,5.107,5.263,101.3,101.3,101.3,96.12,24.82,25.28,26.87,33.24,15.703
2015-04-12 15:10:03,31.65,5.108,4.886,101.3,101.3,101.3,96.21,24.82,25.29,26.86,33.2,15.87
2015-04-12 15:10:04,31.6,4.837,4.889,101.3,101.3,101.3,96.13,24.84,25.31,26.85,33.23,16.076
2015-04-12 15:10:05,31.65,5.036,4.986,101.3,101.3,101.3,96.13,24.83,25.29,26.85,33.23,16.113
2015-04-12 15:10:06,31.67,5.073,5.227,101.3,101.3,101.3,96.14,24.84,25.29,26.86,33.23,15.891
2015-04-12 15:10:07,31.62,5.017,4.818,101.3,101.3,101.3,96.14,24.84,25.33,26.87,33.21,16.017
2015-04-12 15:10:08,31.7,5.133,5.176,101.3,101.3,101.3,96.12,24.84,25.31,26.86,33.23,15.97
2015-04-12 15:10:09,31.59,4.899,4.95,101.3,101.3,101.3,96.17,24.85,25.31,26.87,33.21,15.853
2015-04-12 15:10:10,31.57,4.912,4.714,101.3,101.3,101.3,96.16,24.86,25.34,26.87,33.22,15.859
2015-04-12 15:10:11,31.64,5.081,5.054,101.3,101.3,101.3,96.13,24.85,25.31,26.86,33.2,16.04
2015-04-12 15:10:12,31.62,5.004,5.207,101.3,101.3,101.3,96.11,24.87,25.3,26.87,33.21,15.881
2015-04-12 15:10:13,31.85,4.933,5.218,101.3,101.3,101.3,96.33,24.88,25.31,26.87,33.26,16.387
2015-04-12 15:10:14,31.45,4.999,4.753,101.3,101.3,101.3,96.32,24.87,25.35,26.87,33.22,16.151
2015-04-12 15:10:15,31.61,4.991,5.035,101.3,101.3,101.3,96.35,24.86,25.34,26.86,33.26,16.395
2015-04-12 15:10:16,31.42,4.821,4.98,101.3,101.3,101.3,96.44,24.89,25.35,26.88,33.25,15.889
2015-04-12 15:10:17,30.92,4.818,5.073,101.3,101.3,101.3,96.74,24.88,25.33,26.9,33.25,16.594
2015-04-12 15:10:18,31.55,5.054,5.143,101.3,101.3,101.3,96.5,24.87,25.31,26.87,33.22,16.003
2015-04-12 15:10:19,31.52,5.026,4.932,101.3,101.3,101.3,96.5,24.89,25.34,26.87,33.26,16.083
2015-04-12 15:10:20,31.28,4.827,4.944,101.3,101.3,101.3,96.8,24.91,25.36,26.89,33.25,16.557
2015-04-12 15:10:21,31.83,5.282,4.738,101.3,101.3,101.3,96.98,24.85,25.34,26.84,33.24,16.696
2015-04-12 15:10:22,31.45,5.167,4.994,101.3,101.3,101.3,96.66,24.88,25.35,26.88,33.22,15.989
2015-04-12 15:10:23,31.39,5.209,5.2,101.3,101.3,101.3,96.66,24.88,25.33,26.89,33.22,15.767
2015-04-12 15:10:24,31.51,4.943,4.885,101.3,101.3,101.3,96.65,24.9,25.37,26.88,33.24,15.994
2015-04-12 15:10:25,31.48,4.831,5.188,101.3,101.3,101.3,96.66,24.91,25.34,26.88,33.23,15.983
2015-04-12 15:10:26,31.17,5.086,4.913,101.3,101.3,101.3,96.8,24.9,25.38,26.9,33.24,16.276
2015-04-12 15:10:27,31.79,5.166,5.024,101.3,101.3,101.3,96.7,24.87,25.35,26.86,33.23,16.021
2015-04-12 15:10:28,31.37,4.965,4.83,101.3,101.3,101.3,96.73,24.91,25.38,26.89,33.21,15.877
2015-04-12 15:10:29,31.32,4.886,5.113,101.3,101.3,101.3,96.68,24.93,25.37,26.9,33.27,15.965
2015-04-12 15:10:30,31.17,5.075,4.939,101.3,101.3,101.3,97.28,24.87,25.38,26.89,33.23,16.684
2015-04-12 15:10:31,31.3,4.905,4.8,101.3,101.3,101.3,96.84,24.92,25.39,26.87,33.2,15.679
2015-04-12 15:10:32,31.79,5.208,5.084,101.3,101.3,101.3,96.57,24.88,25.37,26.87,33.2,15.691
2015-04-12 15:10:33,31.53,4.894,5.118,101.3,101.3,101.3,96.47,24.93,25.38,26.9,33.22,15.402
2015-04-12 15:10:34,31.6,4.91,5.123,101.3,101.3,101.3,96.36,24.95,25.37,26.89,33.21,15.684
2015-04-12 15:10:35,31.58,4.966,4.917,101.3,101.3,101.3,96.31,24.94,25.4,26.9,33.22,15.584
2015-04-12 15:10:36,31.02,4.972,4.903,101.3,101.3,101.3,96.41,24.95,25.42,26.91,33.25,16.07
2015-04-12 15:10:37,31.13,4.841,4.821,101.3,101.3,101.3,96.55,24.97,25.43,26.9,33.22,15.921
2015-04-12 15:10:38,31.23,5.116,4.833,101.3,101.3,101.3,96.85,24.95,25.45,26.9,33.26,16.504
2015-04-12 15:10:39,31.06,4.947,4.96,101.3,101.3,101.3,96.76,24.96,25.43,26.91,33.24,16.183
2015-04-12 15:10:40,31.04,5.127,5.018,101.3,101.3,101.3,97.18,24.92,25.42,26.89,33.25,16.973
2015-04-12 15:10:41,30.51,5.154,5.119,101.3,101.3,101.3,97.78,24.84,25.34,26.9,33.23,17.37
2015-04-12 15:10:42,30.88,5.07,5.128,101.3,101.3,101.3,97.59,24.87,25.36,26.9,33.25,16.823
2015-04-12 15:10:43,30.59,5.2,5.122,101.3,101.3,101.3,97.96,24.87,25.33,26.9,33.23,16.951
2015-04-12 15:10:44,30.86,5.279,5.153,101.3,101.3,101.3,98.25,24.83,25.31,26.88,33.25,17.169
2015-04-12 15:10:45,31.07,4.985,4.91,101.3,101.3,101.3,98.03,24.84,25.33,26.86,33.2,16.651
2015-04-12 15:10:46,31.38,4.633,4.792,101.3,101.3,101.3,97.49,24.86,25.37,26.86,33.19,15.524
2015-04-12 15:10:47,31.39,4.816,4.842,101.3,101.3,101.3,97.15,24.93,25.44,26.9,33.2,14.968
2015-04-12 15:10:48,31.38,4.891,4.826,101.3,101.3,101.3,97.06,24.95,25.45,26.9,33.23,15.474
2015-04-12 15:10:49,31.47,5.071,5.008,101.3,101.3,101.3,96.99,24.94,25.44,26.9,33.22,15.3
2015-04-12 15:10:50,31.68,4.98,5.256,101.3,101.3,101.3,96.73,24.98,25.42,26.89,33.21,15.298
2015-04-12 15:10:51,31.38,4.961,4.901,101.3,101.3,101.3,96.73,24.99,25.46,26.92,33.21,15.044
2015-04-12 15:10:52,31.64,4.929,5.123,101.3,101.3,101.3,96.61,24.97,25.43,26.89,33.23,15.481
2015-04-12 15:10:53,31.5,5.048,4.926,101.3,101.3,101.3,96.56,24.99,25.46,26.91,33.22,15.59
2015-04-12 15:10:54,31.54,4.918,4.888,101.3,101.3,101.3,96.53,25.01,25.46,26.89,33.21,15.818
2015-04-12 15:10:55,31.55,4.984,5.01,101.3,101.3,101.3,96.57,25.0,25.46,26.89,33.23,15.742
2015-04-12 15:10:56,31.59,5.036,5.143,101.3,101.3,101.3,96.48,25.0,25.46,26.89,33.2,15.863
2015-04-12 15:10:57,31.48,4.887,4.863,101.3,101.3,101.3,96.53,25.02,25.48,26.9,33.23,15.817
2015-04-12 15:10:58,31.61,4.957,5.073,101.3,101.3,101.3,96.56,25.01,25.46,26.88,33.23,15.946
2015-04-12 15:10:59,31.46,5.018,5.052,101.3,101.3,101.3,96.56,25.01,25.47,26.89,33.22,15.797
2015-04-12 15:11:00,31.63,5.196,5.189,101.3,101.3,101.3,96.55,25.0,25.46,26.88,33.23,16.16
2015-04-12 15:11:01,31.57,4.897,5.159,101.3,101.3,101.3,96.53,25.01,25.47,26.88,33.19,16.033
2015-04-12 15:11:02,31.52,4.867,4.696,101.3,101.3,101.3,96.55,25.05,25.52,26.89,33.21,16.049
2015-04-12 15:11:03,31.61,4.945,4.978,101.3,101.3,101.3,96.58,25.05,25.49,26.87,33.21,16.062
2015-04-12 15:11:04,31.6,4.94,5.08,101.3,101.3,101.3,96.53,25.06,25.48,26.88,33.21,16.017
2015-04-12 15:11:05,31.43,4.922,4.985,101.3,101.3,101.3,96.59,25.05,25.5,26.89,33.21,16.073
2015-04-12 15:11:06,31.57,5.03,5.125,101.3,101.3,101.3,96.56,25.03,25.48,26.87,33.19,15.839
2015-04-12 15:11:07,31.65,5.017,5.182,101.3,101.3,101.3,96.56,25.04,25.5,26.87,33.19,16.059
2015-04-12 15:11:08,31.52,4.965,4.792,101.3,101.3,101.3,96.54,25.05,25.53,26.87,33.22,16.101
2015-04-12 15:11:09,31.58,5.015,5.022,101.3,101.3,101.3,96.53,25.05,25.52,26.87,33.18,16.025
2015-04-12 15:11:10,31.54,5.011,4.867,101.3,101.3,101.3,96.5,25.06,25.53,26.88,33.19,15.926
2015-04-12 15:11:11,31.47,5.005,4.983,101.3,101.3,101.3,96.54,25.06,25.52,26.87,33.2,16.044
2015-04-12 15:11:12,31.71,5.015,5.155,101.3,101.3,101.3,96.46,25.07,25.5,26.86,33.21,15.812
2015-04-12 15:11:13,31.56,5.011,4.898,101.3,101.3,101.3,96.56,25.05,25.54,26.86,33.19,15.903
2015-04-12 15:11:14,31.46,5.026,4.909,101.3,101.3,101.3,96.54,25.07,25.54,26.88,33.18,15.769
