AE51	
Date Time	IR: Ref;IR Sense;IR Atten;UV: Ref;UV: Sense;UV Atten;Flow (mL/m);Temp (C);0;0;IR BC;UV BC	2015/04/12;14:33:18;
2015/04/12;15:15:18;33980;839054;-320.65;20268;725400;-357.77;1039;12;0;0;-119420823;-57117604
2015/04/12;15:15:28;3303491;2105405;45.05;3223875;4415284;-31.45;26424;117;0;0;4695664;1819381
2015/04/12;15:15:38;16207162;9964517;48.64;10682468;12061906;-12.14;3277;76;0;0;372225;867861
2015/04/12;15:15:48;3223875;4415284;-31.45;3223875;4415284;-31.45;8224;55;0;0;-3304264;-345815
2015/04/12;15:15:58;12864826;9112549;34.48;6160473;10030290;-48.75;3277;75;0;0;6826557;-777622
2015/04/12;15:16:08;3223875;4415284;-31.45;3223875;4415284;-31.45;8224;55;0;0;-2720164;309857
2015/04/12;15:16:18;7687482;7736293;-0.63;6094937;9112786;-40.22;3277;73;0;0;3190595;-394422
2015/04/12;15:16:28;3223875;4415284;-31.45;6253685;4408388;34.97;8224;55;0;0;-1271350;1346934
2015/04/12;15:16:38;4538662;3823669;17.14;3870220;5834259;-41.04;34827;120;0;0;473384;-321539
2015/04/12;15:16:48;6253685;4408388;34.97;6253685;4408388;34.97;17247;104;0;0;350643;649285
2015/04/12;15:16:58;4538662;3823669;17.14;3870220;5834269;-41.04;33547;119;0;0;-180271;-333808
2015/04/12;15:17:08;6253685;4408388;34.97;6253685;4408388;34.97;17247;104;0;0;350643;649287
2015/04/12;15:17:18;4538662;3823669;17.14;3870220;5834279;-41.04;59147;117;0;0;-102246;-189330
2015/04/12;15:17:28;6253685;4408388;34.97;6253685;7694131;-20.73;17247;104;0;0;350643;173535
2015/04/12;15:17:38;6579252;2490979;97.12;2162739;787471;101.03;14936;77;0;0;1412013;1201011
2015/04/12;15:17:48;7081226;7694083;-8.30;3224631;7694128;-86.96;17220;49;0;0;-2077227;-1608390
2015/04/12;15:17:58;6579252;2490980;97.12;2162738;787471;101.03;14936;77;0;0;2394874;1854343
2015/04/12;15:18:08;527626;7694083;-267.98;3224631;7694128;-86.96;17220;49;0;0;-7193826;-1608389
2015/04/12;15:18:18;6579252;2490980;97.12;2162738;787471;101.03;14936;77;0;0;8293900;1854343
2015/04/12;15:18:28;7212298;7694083;-6.47;3224631;7694134;-86.96;17220;49;0;0;-2041089;-1608390
2015/04/12;15:18:38;4010600;3416096;16.04;13828212;3280076;143.88;9730;65;0;0;784962;3495374
2015/04/12;15:18:48;14811213;658192;311.36;4010600;3612704;10.45;30055;108;0;0;3333879;-654088
2015/04/12;15:18:58;4010600;3416096;16.04;15532148;3280076;155.50;9730;65;0;0;-10298020;2196357
2015/04/12;15:19:08;11796557;658192;288.61;4010600;3612704;10.45;30055;108;0;0;3076967;-711048
2015/04/12;15:19:18;4010600;3416096;16.04;8716404;3280077;97.73;9730;65;0;0;-9504444;1321628
2015/04/12;15:19:28;8454221;658193;255.29;4010600;3612704;10.45;30055;108;0;0;2700880;-427864
2015/04/12;15:19:38;3420465;6832991;-69.20;14950733;7539723;68.46;13344;100;0;0;-8250687;640456
2015/04/12;15:19:48;13603840;5091852;98.27;3420465;6832991;-69.20;2571;13;0;0;22100783;-7888111
2015/04/12;15:19:58;3420465;6832991;-69.20;14964557;7538443;68.57;13344;100;0;0;-4258177;1521017
2015/04/12;15:20:08;13600768;5090828;98.27;3420465;6832991;-69.20;2571;13;0;0;22100457;-7894380
2015/04/12;15:20:18;3420465;6832991;-69.20;14931789;7535115;68.39;13344;100;0;0;-4258114;1519084
2015/04/12;15:20:28;13595648;5089804;98.25;3420465;6832991;-69.20;2571;13;0;0;22098143;-7884349
2015/04/12;15:20:38;4480876;3228484;32.78;3491137;5061208;-37.14;26691;50;0;0;-832251;176966
2015/04/12;15:20:48;1245967;22788;400.14;4480876;3228484;32.78;19871;0;0;0;6272620;518384
2015/04/12;15:20:58;4480876;3228484;32.78;3491137;5061208;-37.14;26691;50;0;0;-4669860;-385928
2015/04/12;15:21:08;1901327;22788;442.41;4480876;3228484;32.78;19857;0;0;0;6999198;518749
2015/04/12;15:21:18;4480876;3228484;32.78;3491137;5061208;-37.14;26691;50;0;0;-5207114;-385928
2015/04/12;15:21:28;2556687;22788;472.02;4480876;3228484;32.78;19848;0;0;0;7508644;518984
2015/04/12;15:21:38;3366764;7107943;-74.73;6567780;4269570;43.07;12611;49;0;0;-14709992;120161
2015/04/12;15:21:48;992000;986116;0.59;200205;7107943;-356.96;89;144;0;0;287143953;-662187626
2015/04/12;15:21:58;6500402;7107943;-8.93;3422052;4269570;-22.13;12611;49;0;0;-256394;3911663
2015/04/12;15:22:08;992000;986116;0.59;210957;7107943;-351.73;89;16;0;0;36330161;-545609976
2015/04/12;15:22:18;3354674;7107943;-75.09;3290980;4269570;-26.03;12611;49;0;0;-2036149;3804925
2015/04/12;15:22:28;992000;986116;0.59;258829;7107943;-331.28;89;12;0;0;288515397;-505290916
2015/04/12;15:22:38;6645297;7107943;-6.73;2112818;6566944;-113.40;27765;95;0;0;-89516;1156097
2015/04/12;15:22:48;13433088;12812;695.51;1080832;854539;23.49;3852;5;0;0;61854707;5235776
2015/04/12;15:22:58;2112818;3225376;-42.30;2112818;6566944;-113.40;27765;95;0;0;-9016162;-726390
2015/04/12;15:23:08;13435648;12812;695.53;1121280;854539;27.17;3852;5;0;0;64989670;5376293
2015/04/12;15:23:18;2112818;3225376;-42.30;2112818;6566944;-113.40;27765;95;0;0;-9016395;-745884
2015/04/12;15:23:28;13441792;12812;695.57;1075712;854539;23.02;3852;5;0;0;64993697;5217615
2015/04/12;15:23:38;2112818;3225376;-42.30;6239281;3303491;63.59;27765;95;0;0;-9016954;215277
2015/04/12;15:23:48;778785;28800;329.74;838934;19758;374.86;50;35;0;0;2147483647;917160481
2015/04/12;15:23:58;6239281;3303491;63.59;6239281;3303491;63.59;12343;54;0;0;-7316025;-3715306
2015/04/12;15:24:08;778713;28776;329.81;838848;19754;374.87;50;35;0;0;1806537005;917189933
2015/04/12;15:24:18;6239281;3303491;63.59;6239281;3303491;63.59;12343;54;0;0;-7318063;-3715425
2015/04/12;15:24:28;778766;28769;329.84;838848;19750;374.89;50;35;0;0;1806748280;917249603
2015/04/12;15:24:38;6239281;3303491;63.59;4473951;3223875;32.77;12343;53;0;0;-7318919;-4083532
2015/04/12;15:24:48;5780805;16207162;-103.09;269575;11206745;-372.74;112;139;0;0;-504937836;-533414179
2015/04/12;15:24:58;4473951;3223875;32.77;4473951;3223875;32.77;12904;61;0;0;3572237;4629757
2015/04/12;15:25:08;5780805;12340538;-75.83;272135;10289241;-363.26;112;92;0;0;-329002531;-520935045
2015/04/12;15:25:18;4473951;3223875;32.77;4473951;3223875;32.77;12904;61;0;0;2855571;4521445
2015/04/12;15:25:28;5780805;13389114;-83.99;274695;8126553;-338.72;112;129;0;0;-353707949;-488664701
2015/04/12;15:25:38;4473951;3223875;32.77;6764639;6253685;7.85;12904;61;0;0;3070001;3956899
2015/04/12;15:25:48;145253;4538662;-344.19;266020;528140;-68.58;54861;225;0;0;-2331337;-205256
2015/04/12;15:25:58;6751227;6253685;7.66;6775090;6253685;8.01;12593;52;0;0;9479764;895997
2015/04/12;15:26:08;156515;4538662;-336.72;266020;528140;-68.58;43853;225;0;0;-2664470;-257298
2015/04/12;15:26:18;6751068;6253685;7.65;6764598;6253685;7.85;12593;52;0;0;9278505;894184
2015/04/12;15:26:28;143969;4538662;-345.08;266020;528140;-68.58;62029;225;0;0;-1929406;-181535
2015/04/12;15:26:38;6751227;6253685;7.66;6776417;6253685;8.03;12593;52;0;0;9503687;896226
2015/04/12;15:26:48;2105405;3498804;-50.79;838901;2359362;-103.41;17729;53;0;0;-1118534;-925998
2015/04/12;15:26:58;725131;2362634;-118.12;2105405;3563830;-52.63;24428;68;0;0;-935132;306211
2015/04/12;15:27:08;2105405;3629876;-54.47;838784;2359346;-103.42;17729;53;0;0;1218093;-422025
2015/04/12;15:27:18;725063;11013386;-272.06;2105405;3170614;-40.94;24428;68;0;0;-3022234;376800
2015/04/12;15:27:28;2105405;3564340;-52.65;838643;2359346;-103.44;17729;53;0;0;4199070;-519316
2015/04/12;15:27:38;724957;12979466;-288.50;2105405;6568246;-113.77;24428;68;0;0;-3275888;-62351
2015/04/12;15:27:48;4415284;4010600;9.61;11799520;3932265;109.88;13667;53;0;0;7400877;2410968
2015/04/12;15:27:58;5573835;327756;283.36;4415284;4010600;9.61;28173;3;0;0;3296741;-524352
2015/04/12;15:28:08;4415284;4010600;9.61;7670752;852073;219.75;13411;99;0;0;-6925589;2308449
2015/04/12;15:28:18;4984010;12255308;-89.97;4415284;4010600;9.61;54285;3;0;0;-622430;-570298
2015/04/12;15:28:28;4415284;4010600;9.61;1706976;1310825;26.41;13411;51;0;0;2519468;184485
2015/04/12;15:28:38;4394186;11403340;-95.36;4415284;4010600;9.61;40205;3;0;0;-885894;-61538
2015/04/12;15:28:48;4408388;3420465;25.37;3823669;14656077;-134.36;15666;32;0;0;2614876;-1353993
2015/04/12;15:28:58;5833757;13279744;-82.26;4408388;3420465;25.37;40448;15;0;0;-902848;581822
2015/04/12;15:29:08;4408388;3420465;25.37;3823669;14657357;-134.37;15666;32;0;0;2331060;-1502287
2015/04/12;15:29:18;5833767;13307648;-82.47;4408388;3420465;25.37;0;16;0;0;-731790807;470696440
2015/04/12;15:29:28;4408388;3420465;25.37;3823669;14663757;-134.42;15666;32;0;0;2335602;-1502697
2015/04/12;15:29:38;5833777;13279744;-82.26;4408388;3420465;25.37;43776;15;0;0;-834207;537766
2015/04/12;15:29:48;7694129;4480876;54.06;2490936;3491137;-33.76;13361;95;0;0;3461774;-652003
2015/04/12;15:29:58;787471;1903631;-88.27;7694083;4480876;54.06;51890;12;0;0;-930670;249339
2015/04/12;15:30:08;7694179;4480876;54.06;2490981;3491137;-33.76;13361;95;0;0;3614452;-968336
2015/04/12;15:30:18;787471;2558991;-117.85;7694083;4480876;54.06;51820;12;0;0;-1125640;249671
2015/04/12;15:30:28;7694181;4480876;54.06;2490937;3491137;-33.76;13361;95;0;0;4365741;-968356
2015/04/12;15:30:38;787471;3214351;-140.66;7694083;4480876;54.06;51843;12;0;0;-1274366;249565
2015/04/12;15:30:48;7694131;6643564;14.68;3416096;3761762;-9.64;17503;68;0;0;3011163;-536194
2015/04/12;15:30:58;3280076;992256;119.56;658191;231437;104.52;7437;4;0;0;4784996;2261450
2015/04/12;15:31:08;3547168;3486006;1.74;3416096;6448226;-63.53;17503;68;0;0;-2284009;-1414504
2015/04/12;15:31:18;4066508;992256;141.06;658192;208653;114.88;9997;6;0;0;4728319;2629279
2015/04/12;15:31:28;3547168;6500661;-60.58;3416096;3302242;3.39;17503;68;0;0;-3908581;-938456
2015/04/12;15:31:38;4066508;992256;141.06;658192;198925;119.66;12557;6;0;0;5448108;1364115
2015/04/12;15:31:48;3547168;6502452;-60.60;6832991;2112818;117.37;25183;103;0;0;-2716961;-13355
2015/04/12;15:31:58;6564619;13367040;-71.11;4966924;1009152;159.37;3876;4;0;0;-919727;1596225
2015/04/12;15:32:08;6832991;2112818;117.37;6832991;2112818;117.37;13926;103;0;0;4592204;-444274
2015/04/12;15:32:18;6551051;13373184;-71.36;4966156;1018112;158.47;3876;4;0;0;-16521367;1562038
2015/04/12;15:32:28;6832991;2112818;117.37;6832991;2112818;117.37;24930;103;0;0;2568665;-242858
2015/04/12;15:32:38;6535691;13326336;-71.25;4964620;978432;162.41;3876;4;0;0;-16511196;1711966
2015/04/12;15:32:48;6832991;2112818;117.37;3228484;6239281;-65.89;26169;103;0;0;2445542;-1285278
2015/04/12;15:32:58;5061208;777833;187.28;22788;837996;-360.48;52031;12;0;0;455886;-834141
2015/04/12;15:33:08;3228484;6239281;-65.89;3228484;6239281;-65.89;8253;32;0;0;-10408165;5258838
2015/04/12;15:33:18;5061208;777918;187.27;22788;838093;-360.49;52115;12;0;0;1648180;-832829
2015/04/12;15:33:28;3228484;6239281;-65.89;3228484;6239281;-65.89;8253;32;0;0;-10407716;5259045
2015/04/12;15:33:38;5061208;777966;187.27;22788;838162;-360.50;52174;12;0;0;1646276;-831911
2015/04/12;15:33:48;3228484;6239281;-65.89;7107943;4473951;46.29;8253;32;0;0;-10407462;7261729
2015/04/12;15:33:58;4269570;5780805;-30.30;986116;272144;128.74;3038;14;0;0;3973921;3998374
2015/04/12;15:34:08;7107943;4473951;46.29;7107943;4473951;46.29;24372;67;0;0;1066337;-498402
2015/04/12;15:34:18;4269570;5780805;-30.30;986116;274704;127.81;3038;6;0;0;-8554568;3952970
2015/04/12;15:34:28;7107943;4473951;46.29;7107943;4473951;46.29;24372;67;0;0;1066337;-492743
2015/04/12;15:34:38;4269570;5780805;-30.30;986116;277264;126.88;3038;250;0;0;-8554568;3907987
2015/04/12;15:34:48;7107943;4473951;46.29;7107943;6775135;4.80;24372;67;0;0;1066337;-737991
2015/04/12;15:34:58;6435872;145209;379.15;12812;266020;-303.32;22581;58;0;0;5001297;-2010242
2015/04/12;15:35:08;854539;6751123;-206.69;3225120;6775396;-74.23;17476;67;0;0;-11373874;1931241
2015/04/12;15:35:18;6435872;145209;379.15;12812;266020;-303.32;22581;58;0;0;8802526;-1494636
2015/04/12;15:35:28;854539;6751019;-206.69;3225120;6775140;-74.23;17476;67;0;0;-11373845;1931273
2015/04/12;15:35:38;6435872;144697;379.50;12812;266020;-303.32;22581;58;0;0;8807810;-1494660
2015/04/12;15:35:48;854539;6751035;-206.69;3225120;6763620;-74.06;17476;67;0;0;-11380707;1932708
2015/04/12;15:35:58;3303491;2105405;45.05;25035;838517;-351.14;563;38;0;0;151708780;-72505687
2015/04/12;15:36:08;19347;724838;-362.34;3303491;2105405;45.05;26371;117;0;0;-5241500;2213345
2015/04/12;15:36:18;3303491;2105405;45.05;25033;838520;-351.14;563;38;0;0;245512585;-103675585
2015/04/12;15:36:28;19347;724802;-362.34;3303491;2105405;45.05;26371;117;0;0;-5241436;2213392
2015/04/12;15:36:38;3303491;2105405;45.05;25032;838523;-351.15;563;38;0;0;245509592;-103676724
2015/04/12;15:36:48;19347;724841;-362.34;3303491;2105405;45.05;26371;117;0;0;-5241505;2213416
2015/04/12;15:36:58;3223875;4415284;-31.45;14896442;12323806;18.96;8224;52;0;0;13651416;-467349
2015/04/12;15:37:08;4391001;9309385;-75.15;3223875;4415284;-31.45;2831;10;0;0;-5237126;-2623235
2015/04/12;15:37:18;3223875;4415284;-31.45;8539450;11733982;-31.78;8224;52;0;0;1802809;-5919
2015/04/12;15:37:28;6357081;9505993;-40.24;3223875;4415284;-31.45;2831;10;0;0;-1053052;17196
2015/04/12;15:37:38;3223875;4415284;-31.45;10177850;11340766;-10.82;8224;52;0;0;362499;369566
2015/04/12;15:37:48;4522073;9374921;-72.91;3223875;4415284;-31.45;2831;10;0;0;-4968687;-1073581
2015/04/12;15:37:58;6253685;4408388;34.97;4538662;3823669;17.14;17247;104;0;0;2122133;415071
2015/04/12;15:38:08;1314572;5834279;-149.02;6253685;4408388;34.97;24844;75;0;0;-2512735;105697
2015/04/12;15:38:18;6253685;4408388;34.97;4538662;3823669;17.14;17247;104;0;0;3619550;-152255
2015/04/12;15:38:28;1314572;5834289;-149.02;6253685;4408388;34.97;23820;75;0;0;-2620757;110241
2015/04/12;15:38:38;6253685;4408388;34.97;4538662;3823669;17.14;17247;104;0;0;3619554;-152255
2015/04/12;15:38:48;1314572;5833787;-149.02;6253685;4408388;34.97;28684;75;0;0;-2176249;91547
2015/04/12;15:38:58;6253685;7694182;-20.73;3498548;2490982;33.97;17220;49;0;0;2527670;-8548
2015/04/12;15:39:08;2359346;787471;109.73;14683402;7694083;64.63;22788;0;0;0;1942437;198216
2015/04/12;15:39:18;3434037;7694182;-80.67;3564084;2490934;35.82;17220;49;0;0;-3751602;-246413
2015/04/12;15:39:28;2359346;787471;109.73;2821386;7694083;-100.32;22788;0;0;0;2834939;-880202
2015/04/12;15:39:38;3368501;7694182;-82.60;3564084;2490931;35.83;17220;49;0;0;-3789568;1164812
2015/04/12;15:39:48;2359347;787471;109.73;986378;7694083;-205.42;22788;0;0;0;2863629;-1559646
2015/04/12;15:39:58;3237429;7694182;-86.57;4010600;3416096;16.04;30055;108;0;0;-2216036;1085576
2015/04/12;15:40:08;13828189;3935435;125.67;11075659;658191;282.30;3076;15;0;0;23410406;12752460
2015/04/12;15:40:18;4010600;3481632;14.14;4010600;3416096;16.04;30055;108;0;0;-1259008;-1305159
2015/04/12;15:40:28;11993181;4459723;98.93;8912971;658191;260.58;3076;15;0;0;9351619;11711971
2015/04/12;15:40:38;4010600;3481632;14.14;4010600;3416096;16.04;30055;108;0;0;-957098;-1198670
2015/04/12;15:40:48;15597661;4394187;126.68;12058698;658191;290.80;3076;15;0;0;12413485;13159745
2015/04/12;15:40:58;4010600;3481632;14.14;3420465;6832991;-69.20;30055;108;0;0;-1270467;-1764694
2015/04/12;15:41:08;14503501;6084875;86.86;13120512;4925964;97.97;12812;0;0;0;1925649;1922234
2015/04/12;15:41:18;3420465;6832991;-69.20;3420465;6832991;-69.20;13600;99;0;0;-3893301;-1810857
2015/04/12;15:41:28;14489933;6085131;86.76;13086208;4925452;97.71;12812;0;0;0;4130167;1919343
2015/04/12;15:41:38;3420465;6832991;-69.20;3420465;6832991;-69.20;13600;99;0;0;-3890861;-1808134
2015/04/12;15:41:48;14513741;6084619;86.93;13093120;4925708;97.76;12812;0;0;0;4134738;1919891
2015/04/12;15:41:58;3420465;6832991;-69.20;4480876;3228484;32.78;13600;99;0;0;-3895166;-703930
2015/04/12;15:42:08;3491137;5061208;-37.14;3217423;22790;495.00;23651;0;0;0;459938;2879252
2015/04/12;15:42:18;4480876;3228484;32.78;4480876;3228484;32.78;26691;50;0;0;888792;-2551317
2015/04/12;15:42:28;3491137;5061208;-37.14;3872783;22790;513.54;23543;0;0;0;-1007635;3008474
2015/04/12;15:42:38;4480876;3228484;32.78;4480876;3228484;32.78;26691;50;0;0;888792;-2653648
2015/04/12;15:42:48;3491137;5061208;-37.14;596239;22790;326.43;23485;0;0;0;-1010123;1842134
2015/04/12;15:42:58;4480876;3228484;32.78;3170156;7107943;-80.74;26691;50;0;0;888792;-2247482
2015/04/12;15:43:08;3695713;4269570;-14.43;992256;986116;0.62;19770;206;0;0;-810294;606324
2015/04/12;15:43:18;256269;7107943;-332.27;6448737;7107943;-9.73;12611;49;0;0;-8551312;-120954
2015/04/12;15:43:28;3499105;4269570;-19.90;992256;986116;0.62;19770;179;0;0;5360942;77155
2015/04/12;15:43:38;217101;7107943;-348.86;6644833;7107943;-6.74;12611;49;0;0;-8850486;-85959
2015/04/12;15:43:48;3499105;4269570;-19.90;992256;986116;0.62;19770;148;0;0;5645599;54832
2015/04/12;15:43:58;245261;7107943;-336.66;3302241;7107943;-76.66;12611;49;0;0;-8522359;-902834
2015/04/12;15:44:08;2112818;6370336;-110.36;13313792;15628;674.75;16678;69;0;0;4603808;6637627
2015/04/12;15:44:18;978432;854539;13.54;2112818;6370592;-110.37;27765;95;0;0;1514097;-4165968
2015/04/12;15:44:28;2112818;6370336;-110.36;13319168;15884;673.16;16678;69;0;0;-2520621;6921374
2015/04/12;15:44:38;989184;854539;14.63;2112818;6370592;-110.37;27765;95;0;0;1527453;-4157561
2015/04/12;15:44:48;2112818;6370336;-110.36;13312512;15628;674.74;16678;69;0;0;-2542855;6935285
2015/04/12;15:44:58;983296;854539;14.03;2112818;6370592;-110.37;27765;95;0;0;1520157;-4165917
2015/04/12;15:45:08;6239281;3303491;63.59;777376;23050;351.83;24884;99;0;0;675662;2736420
2015/04/12;15:45:18;837294;19143;377.82;6239281;3303491;63.59;3338;107;0;0;31940541;-12721654
2015/04/12;15:45:28;6239281;3303491;63.59;777383;23001;352.04;24884;97;0;0;-4284581;1707779
2015/04/12;15:45:38;837256;19114;377.97;6239281;3303491;63.59;3338;238;0;0;31955489;-12731086
2015/04/12;15:45:48;6239281;3303491;63.59;777427;22958;352.23;24884;98;0;0;-4286587;1708920
2015/04/12;15:45:58;837241;19123;377.92;6239281;3303491;63.59;3338;113;0;0;31950522;-12739595
2015/04/12;15:46:08;4473951;3223875;32.77;5780805;5328186;8.15;12904;61;0;0;-9075305;-632910
2015/04/12;15:46:18;405788;15007833;-361.05;4473951;3223875;32.77;74;214;0;0;-1805668293;49006983
2015/04/12;15:46:28;4473951;3223875;32.77;5780805;9260346;-47.12;12904;61;0;0;10354886;-912096
2015/04/12;15:46:38;408348;16121945;-367.58;4473951;3223875;32.77;74;241;0;0;-1835617794;159049738
2015/04/12;15:46:48;4473951;3223875;32.77;5780805;412986;263.89;12904;61;0;0;10526636;2638714
2015/04/12;15:46:58;395549;11927641;-340.63;4473951;3223875;32.77;74;221;0;0;-1712061479;-460134582
2015/04/12;15:47:08;6764639;6253685;7.85;156472;4538662;-336.75;12593;52;0;0;9389271;-4323030
2015/04/12;15:47:18;266020;1904396;-196.83;6751084;6253685;7.65;14848;197;0;0;-4677346;3417278
2015/04/12;15:47:28;6764342;6253685;7.85;156983;4538662;-336.43;12593;52;0;0;5514789;-4025387
2015/04/12;15:47:38;266020;1904396;-196.83;6751173;6253685;7.65;24576;197;0;0;-2825836;2062659
2015/04/12;15:47:48;6762549;6253685;7.82;145721;4538662;-343.87;12593;52;0;0;5514075;-4112495
2015/04/12;15:47:58;266020;1969932;-200.22;6751156;6253685;7.65;18944;197;0;0;-3726072;2733774
2015/04/12;15:48:08;6764595;6253685;7.85;2105405;3760436;-58.00;24428;68;0;0;2890002;-395980
2015/04/12;15:48:18;838215;2359346;-103.49;724518;1379594;-64.40;7695;49;0;0;-4909247;-122553
