,co2dil_CO2ppm
2015-04-12 14:46:20,6723.2
2015-04-12 14:46:21,6521.1
2015-04-12 14:46:22,6321.35
2015-04-12 14:46:23,6121.6
2015-04-12 14:46:24,6244.9
2015-04-12 14:46:25,6333.05
2015-04-12 14:46:26,6421.2
2015-04-12 14:46:27,6699.7
2015-04-12 14:46:28,6819.4
2015-04-12 14:46:29,6939.1
2015-04-12 14:46:30,5950.6
2015-04-12 14:46:31,5135.9
2015-04-12 14:46:32,4321.2
2015-04-12 14:46:33,3901.4
2015-04-12 14:46:34,4404.8
2015-04-12 14:46:35,4908.2
2015-04-12 14:46:36,7214.4
2015-04-12 14:46:37,8269.35
2015-04-12 14:46:38,9324.3
2015-04-12 14:46:39,9512.4
2015-04-12 14:46:40,9700.5
2015-04-12 14:46:41,9888.6
2015-04-12 14:46:42,10337.7
2015-04-12 14:46:43,10114.75
2015-04-12 14:46:44,9891.8
2015-04-12 14:46:45,9178.5
2015-04-12 14:46:46,8539.8
2015-04-12 14:46:47,7901.1
2015-04-12 14:46:48,6092.5
2015-04-12 14:46:49,5193.0
2015-04-12 14:46:50,4293.5
2015-04-12 14:46:51,3209.2
2015-04-12 14:46:52,2826.65
2015-04-12 14:46:53,2444.1
2015-04-12 14:46:54,2244.1
2015-04-12 14:46:55,2302.8
2015-04-12 14:46:56,2361.5
2015-04-12 14:46:57,2267.3
2015-04-12 14:46:58,2147.25
2015-04-12 14:46:59,2027.2
2015-04-12 14:47:00,1826.1
2015-04-12 14:47:01,1920.0
2015-04-12 14:47:02,2013.9
2015-04-12 14:47:03,2096.1
2015-04-12 14:47:04,2178.3
2015-04-12 14:47:05,2260.5
2015-04-12 14:47:06,2526.2
2015-04-12 14:47:07,2686.85
2015-04-12 14:47:08,2847.5
2015-04-12 14:47:09,3057.2
2015-04-12 14:47:10,3084.35
2015-04-12 14:47:11,3111.5
2015-04-12 14:47:12,3098.6
2015-04-12 14:47:13,3029.25
2015-04-12 14:47:14,2959.9
2015-04-12 14:47:15,2850.1
2015-04-12 14:47:16,2947.45
2015-04-12 14:47:17,3044.8
2015-04-12 14:47:18,3250.3
2015-04-12 14:47:19,3231.7
2015-04-12 14:47:20,3213.1
2015-04-12 14:47:21,3095.0
2015-04-12 14:47:22,3050.45
2015-04-12 14:47:23,3005.9
2015-04-12 14:47:24,2817.3
2015-04-12 14:47:25,2582.35
2015-04-12 14:47:26,2347.4
2015-04-12 14:47:27,2272.46666667
2015-04-12 14:47:28,2197.53333333
2015-04-12 14:47:29,2122.6
2015-04-12 14:47:30,2975.8
2015-04-12 14:47:31,4054.7
2015-04-12 14:47:32,5133.6
2015-04-12 14:47:33,6919.6
2015-04-12 14:47:34,7355.55
2015-04-12 14:47:35,7791.5
2015-04-12 14:47:36,7132.2
2015-04-12 14:47:37,6232.15
2015-04-12 14:47:38,5332.1
2015-04-12 14:47:39,4088.0
2015-04-12 14:47:40,3822.25
2015-04-12 14:47:41,3556.5
2015-04-12 14:47:42,3441.7
2015-04-12 14:47:43,3564.45
2015-04-12 14:47:44,3687.2
2015-04-12 14:47:45,3686.8
2015-04-12 14:47:46,3788.15
2015-04-12 14:47:47,3889.5
2015-04-12 14:47:48,3980.6
2015-04-12 14:47:49,3850.25
2015-04-12 14:47:50,3719.9
2015-04-12 14:47:51,3714.56666667
2015-04-12 14:47:52,3709.23333333
2015-04-12 14:47:53,3703.9
2015-04-12 14:47:54,3654.5
2015-04-12 14:47:55,3697.1
2015-04-12 14:47:56,3739.7
2015-04-12 14:47:57,3761.5
2015-04-12 14:47:58,3532.0
2015-04-12 14:47:59,3302.5
2015-04-12 14:48:00,2704.2
2015-04-12 14:48:01,2566.05
2015-04-12 14:48:02,2427.9
2015-04-12 14:48:03,2381.2
2015-04-12 14:48:04,2361.0
2015-04-12 14:48:05,2340.8
2015-04-12 14:48:06,2402.8
2015-04-12 14:48:07,2402.5
2015-04-12 14:48:08,2402.2
2015-04-12 14:48:09,2461.3
2015-04-12 14:48:10,2573.95
2015-04-12 14:48:11,2686.6
2015-04-12 14:48:12,2808.0
2015-04-12 14:48:13,2784.35
2015-04-12 14:48:14,2760.7
2015-04-12 14:48:15,2746.66666667
2015-04-12 14:48:16,2732.63333333
2015-04-12 14:48:17,2718.6
2015-04-12 14:48:18,2697.4
2015-04-12 14:48:19,2634.05
2015-04-12 14:48:20,2570.7
2015-04-12 14:48:21,2469.9
2015-04-12 14:48:22,2401.1
2015-04-12 14:48:23,2332.3
2015-04-12 14:48:24,2045.7
2015-04-12 14:48:25,1900.85
2015-04-12 14:48:26,1756.0
2015-04-12 14:48:27,1553.8
2015-04-12 14:48:28,1479.8
2015-04-12 14:48:29,1405.8
2015-04-12 14:48:30,1272.9
2015-04-12 14:48:31,1238.8
2015-04-12 14:48:32,1204.7
2015-04-12 14:48:33,1207.9
2015-04-12 14:48:34,1218.8
2015-04-12 14:48:35,1229.7
2015-04-12 14:48:36,1197.6
2015-04-12 14:48:37,1173.9
2015-04-12 14:48:38,1150.2
2015-04-12 14:48:39,1139.1
2015-04-12 14:48:40,1128.0
2015-04-12 14:48:41,1116.9
2015-04-12 14:48:42,1095.7
2015-04-12 14:48:43,1123.45
2015-04-12 14:48:44,1151.2
2015-04-12 14:48:45,1402.9
2015-04-12 14:48:46,1564.7
2015-04-12 14:48:47,1726.5
2015-04-12 14:48:48,2033.9
2015-04-12 14:48:49,2113.95
2015-04-12 14:48:50,2194.0
2015-04-12 14:48:51,2154.5
2015-04-12 14:48:52,2072.45
2015-04-12 14:48:53,1990.4
2015-04-12 14:48:54,1780.0
2015-04-12 14:48:55,1664.15
2015-04-12 14:48:56,1548.3
2015-04-12 14:48:57,1340.6
2015-04-12 14:48:58,1252.2
2015-04-12 14:48:59,1163.8
2015-04-12 14:49:00,1033.1
2015-04-12 14:49:01,984.35
2015-04-12 14:49:02,935.6
2015-04-12 14:49:03,922.0
2015-04-12 14:49:04,908.4
2015-04-12 14:49:05,894.8
2015-04-12 14:49:06,904.3
2015-04-12 14:49:07,933.25
2015-04-12 14:49:08,962.2
2015-04-12 14:49:09,1075.1
2015-04-12 14:49:10,1115.6
2015-04-12 14:49:11,1156.1
2015-04-12 14:49:12,1190.0
2015-04-12 14:49:13,1181.5
2015-04-12 14:49:14,1173.0
2015-04-12 14:49:15,1127.5
2015-04-12 14:49:16,1097.35
2015-04-12 14:49:17,1067.2
2015-04-12 14:49:18,1016.2
2015-04-12 14:49:19,995.85
2015-04-12 14:49:20,975.5
2015-04-12 14:49:21,936.9
2015-04-12 14:49:22,920.2
2015-04-12 14:49:23,903.5
2015-04-12 14:49:24,873.4
2015-04-12 14:49:25,860.75
2015-04-12 14:49:26,848.1
2015-04-12 14:49:27,842.466666667
2015-04-12 14:49:28,836.833333333
2015-04-12 14:49:29,831.2
2015-04-12 14:49:30,822.6
2015-04-12 14:49:31,817.3
2015-04-12 14:49:32,812.0
2015-04-12 14:49:33,791.4
2015-04-12 14:49:34,785.25
2015-04-12 14:49:35,779.1
2015-04-12 14:49:36,773.3
2015-04-12 14:49:37,768.8
2015-04-12 14:49:38,764.3
2015-04-12 14:49:39,764.3
2015-04-12 14:49:40,767.65
2015-04-12 14:49:41,771.0
2015-04-12 14:49:42,784.1
2015-04-12 14:49:43,788.5
2015-04-12 14:49:44,792.9
2015-04-12 14:49:45,794.3
2015-04-12 14:49:46,794.75
2015-04-12 14:49:47,795.2
2015-04-12 14:49:48,799.7
2015-04-12 14:49:49,803.75
2015-04-12 14:49:50,807.8
2015-04-12 14:49:51,808.466666667
2015-04-12 14:49:52,809.133333333
2015-04-12 14:49:53,809.8
2015-04-12 14:49:54,808.9
2015-04-12 14:49:55,806.95
2015-04-12 14:49:56,805.0
2015-04-12 14:49:57,802.4
2015-04-12 14:49:58,801.65
2015-04-12 14:49:59,800.9
2015-04-12 14:50:00,801.3
2015-04-12 14:50:01,801.3
2015-04-12 14:50:02,801.3
2015-04-12 14:50:03,795.2
2015-04-12 14:50:04,790.45
2015-04-12 14:50:05,785.7
2015-04-12 14:50:06,777.7
2015-04-12 14:50:07,777.7
2015-04-12 14:50:08,777.7
2015-04-12 14:50:09,783.7
2015-04-12 14:50:10,784.8
2015-04-12 14:50:11,785.9
2015-04-12 14:50:12,790.3
2015-04-12 14:50:13,791.333333333
2015-04-12 14:50:14,792.366666667
2015-04-12 14:50:15,793.4
2015-04-12 14:50:16,793.65
2015-04-12 14:50:17,793.9
2015-04-12 14:50:18,794.2
2015-04-12 14:50:19,794.35
2015-04-12 14:50:20,794.5
2015-04-12 14:50:21,794.9
2015-04-12 14:50:22,795.85
2015-04-12 14:50:23,796.8
2015-04-12 14:50:24,797.6
2015-04-12 14:50:25,798.75
2015-04-12 14:50:26,799.9
2015-04-12 14:50:27,810.2
2015-04-12 14:50:28,815.25
2015-04-12 14:50:29,820.3
2015-04-12 14:50:30,822.2
2015-04-12 14:50:31,822.05
2015-04-12 14:50:32,821.9
2015-04-12 14:50:33,816.3
2015-04-12 14:50:34,812.35
2015-04-12 14:50:35,808.4
2015-04-12 14:50:36,805.5
2015-04-12 14:50:37,803.366666667
2015-04-12 14:50:38,801.233333333
2015-04-12 14:50:39,799.1
2015-04-12 14:50:40,798.6
2015-04-12 14:50:41,798.1
2015-04-12 14:50:42,798.3
2015-04-12 14:50:43,797.95
2015-04-12 14:50:44,797.6
2015-04-12 14:50:45,794.4
2015-04-12 14:50:46,793.95
2015-04-12 14:50:47,793.5
2015-04-12 14:50:48,793.4
2015-04-12 14:50:49,793.3
2015-04-12 14:50:50,793.2
2015-04-12 14:50:51,794.1
2015-04-12 14:50:52,794.65
2015-04-12 14:50:53,795.2
2015-04-12 14:50:54,794.8
2015-04-12 14:50:55,793.95
2015-04-12 14:50:56,793.1
2015-04-12 14:50:57,792.4
2015-04-12 14:50:58,792.0
2015-04-12 14:50:59,791.6
2015-04-12 14:51:00,791.5
2015-04-12 14:51:01,791.433333333
2015-04-12 14:51:02,791.366666667
2015-04-12 14:51:03,791.3
2015-04-12 14:51:04,790.45
2015-04-12 14:51:05,789.6
2015-04-12 14:51:06,788.8
2015-04-12 14:51:07,789.65
2015-04-12 14:51:08,790.5
2015-04-12 14:51:09,790.1
2015-04-12 14:51:10,796.1
2015-04-12 14:51:11,802.1
2015-04-12 14:51:12,849.4
2015-04-12 14:51:13,1096.0
2015-04-12 14:51:14,1342.6
2015-04-12 14:51:15,4401.5
2015-04-12 14:51:16,6260.45
2015-04-12 14:51:17,8119.4
2015-04-12 14:51:18,10910.2
2015-04-12 14:51:19,11601.8
2015-04-12 14:51:20,12293.4
2015-04-12 14:51:21,11449.4
2015-04-12 14:51:22,10219.65
2015-04-12 14:51:23,8989.9
2015-04-12 14:51:24,7040.4
2015-04-12 14:51:25,6804.4
2015-04-12 14:51:26,6568.4
2015-04-12 14:51:27,6332.4
2015-04-12 14:51:28,7674.75
2015-04-12 14:51:29,9017.1
2015-04-12 14:51:30,13740.5
2015-04-12 14:51:31,15190.15
2015-04-12 14:51:32,16639.8
2015-04-12 14:51:33,17540.0
2015-04-12 14:51:34,17127.2
2015-04-12 14:51:35,16714.4
2015-04-12 14:51:36,14428.8
2015-04-12 14:51:37,14339.15
2015-04-12 14:51:38,14249.5
2015-04-12 14:51:39,16291.8
2015-04-12 14:51:40,17089.75
2015-04-12 14:51:41,17887.7
2015-04-12 14:51:42,17713.6
2015-04-12 14:51:43,16511.25
2015-04-12 14:51:44,15308.9
2015-04-12 14:51:45,12527.7
2015-04-12 14:51:46,11608.55
2015-04-12 14:51:47,10689.4
2015-04-12 14:51:48,9627.9
2015-04-12 14:51:49,9540.43333333
2015-04-12 14:51:50,9452.96666667
2015-04-12 14:51:51,9365.5
2015-04-12 14:51:52,9873.5
2015-04-12 14:51:53,10381.5
2015-04-12 14:51:54,10508.0
2015-04-12 14:51:55,10418.8
2015-04-12 14:51:56,10329.6
2015-04-12 14:51:57,9902.8
2015-04-12 14:51:58,9824.5
2015-04-12 14:51:59,9746.2
2015-04-12 14:52:00,8820.6
2015-04-12 14:52:01,7687.75
2015-04-12 14:52:02,6554.9
2015-04-12 14:52:03,4295.2
2015-04-12 14:52:04,3461.25
2015-04-12 14:52:05,2627.3
2015-04-12 14:52:06,1562.8
2015-04-12 14:52:07,1274.05
2015-04-12 14:52:08,985.3
2015-04-12 14:52:09,1861.2
2015-04-12 14:52:10,4195.95
2015-04-12 14:52:11,6530.7
2015-04-12 14:52:12,11783.2
2015-04-12 14:52:13,12011.9333333
2015-04-12 14:52:14,12240.6666667
2015-04-12 14:52:15,12469.4
2015-04-12 14:52:16,11804.5
2015-04-12 14:52:17,11139.6
2015-04-12 14:52:18,10172.4
2015-04-12 14:52:19,9250.4
2015-04-12 14:52:20,8328.4
2015-04-12 14:52:21,6174.6
2015-04-12 14:52:22,5297.95
2015-04-12 14:52:23,4421.3
2015-04-12 14:52:24,2876.6
2015-04-12 14:52:25,2464.85
2015-04-12 14:52:26,2053.1
2015-04-12 14:52:27,1435.3
2015-04-12 14:52:28,1284.9
2015-04-12 14:52:29,1134.5
2015-04-12 14:52:30,930.1
2015-04-12 14:52:31,851.6
2015-04-12 14:52:32,773.1
2015-04-12 14:52:33,680.2
2015-04-12 14:52:34,655.1
2015-04-12 14:52:35,630.0
2015-04-12 14:52:36,864.7
2015-04-12 14:52:37,1453.26666667
2015-04-12 14:52:38,2041.83333333
2015-04-12 14:52:39,2630.4
2015-04-12 14:52:40,3826.1
2015-04-12 14:52:41,5021.8
2015-04-12 14:52:42,7286.7
2015-04-12 14:52:43,8043.15
2015-04-12 14:52:44,8799.6
2015-04-12 14:52:45,10136.6
2015-04-12 14:52:46,10257.55
2015-04-12 14:52:47,10378.5
2015-04-12 14:52:48,9786.0
2015-04-12 14:52:49,9006.25
2015-04-12 14:52:50,8226.5
2015-04-12 14:52:51,6407.0
2015-04-12 14:52:52,5569.55
2015-04-12 14:52:53,4732.1
2015-04-12 14:52:54,3350.9
2015-04-12 14:52:55,3037.55
2015-04-12 14:52:56,2724.2
2015-04-12 14:52:57,2829.1
2015-04-12 14:52:58,2865.75
2015-04-12 14:52:59,2902.4
2015-04-12 14:53:00,3993.3
2015-04-12 14:53:01,5145.03333333
2015-04-12 14:53:02,6296.76666667
2015-04-12 14:53:03,7448.5
2015-04-12 14:53:04,9040.4
2015-04-12 14:53:05,10632.3
2015-04-12 14:53:06,11161.3
2015-04-12 14:53:07,11468.35
2015-04-12 14:53:08,11775.4
2015-04-12 14:53:09,13420.5
2015-04-12 14:53:10,13984.8
2015-04-12 14:53:11,14549.1
2015-04-12 14:53:12,15023.2
2015-04-12 14:53:13,15486.45
2015-04-12 14:53:14,15949.7
2015-04-12 14:53:15,14706.1
2015-04-12 14:53:16,14525.2
2015-04-12 14:53:17,14344.3
2015-04-12 14:53:18,16535.1
2015-04-12 14:53:19,17258.2
2015-04-12 14:53:20,17981.3
2015-04-12 14:53:21,16366.7
2015-04-12 14:53:22,15859.9
2015-04-12 14:53:23,15353.1
2015-04-12 14:53:24,15883.6
2015-04-12 14:53:25,16130.5
2015-04-12 14:53:26,16377.4
2015-04-12 14:53:27,16624.3
2015-04-12 14:53:28,16815.2
2015-04-12 14:53:29,17006.1
2015-04-12 14:53:30,17090.8
2015-04-12 14:53:31,16985.4
2015-04-12 14:53:32,16880.0
2015-04-12 14:53:33,14208.6
2015-04-12 14:53:34,12224.5
2015-04-12 14:53:35,10240.4
2015-04-12 14:53:36,6488.6
2015-04-12 14:53:37,5150.3
2015-04-12 14:53:38,3812.0
2015-04-12 14:53:39,2260.0
2015-04-12 14:53:40,2483.25
2015-04-12 14:53:41,2706.5
2015-04-12 14:53:42,7586.2
2015-04-12 14:53:43,10627.8
2015-04-12 14:53:44,13669.4
2015-04-12 14:53:45,17293.5
2015-04-12 14:53:46,18094.7
2015-04-12 14:53:47,18895.9
2015-04-12 14:53:48,19612.9
2015-04-12 14:53:49,19666.0333333
2015-04-12 14:53:50,19719.1666667
2015-04-12 14:53:51,19772.3
2015-04-12 14:53:52,19679.65
2015-04-12 14:53:53,19587.0
2015-04-12 14:53:54,19440.2
2015-04-12 14:53:55,19435.1
2015-04-12 14:53:56,19430.0
2015-04-12 14:53:57,19468.4
2015-04-12 14:53:58,19390.1
2015-04-12 14:53:59,19311.8
2015-04-12 14:54:00,19251.6
2015-04-12 14:54:01,19149.35
2015-04-12 14:54:02,19047.1
2015-04-12 14:54:03,18817.6
2015-04-12 14:54:04,18630.95
2015-04-12 14:54:05,18444.3
2015-04-12 14:54:06,17780.6
2015-04-12 14:54:07,17358.4
2015-04-12 14:54:08,16936.2
2015-04-12 14:54:09,17011.0
2015-04-12 14:54:10,17400.9
2015-04-12 14:54:11,17790.8
2015-04-12 14:54:12,18055.4333333
2015-04-12 14:54:13,18320.0666667
2015-04-12 14:54:14,18584.7
2015-04-12 14:54:15,19210.5
2015-04-12 14:54:16,19314.6
2015-04-12 14:54:17,19418.7
2015-04-12 14:54:18,19601.5
2015-04-12 14:54:19,19497.0
2015-04-12 14:54:20,19392.5
2015-04-12 14:54:21,16349.2
2015-04-12 14:54:22,14006.55
2015-04-12 14:54:23,11663.9
2015-04-12 14:54:24,8553.9
2015-04-12 14:54:25,8760.45
2015-04-12 14:54:26,8967.0
2015-04-12 14:54:27,12898.2
2015-04-12 14:54:28,13898.25
2015-04-12 14:54:29,14898.3
2015-04-12 14:54:30,14492.0
2015-04-12 14:54:31,14019.4
2015-04-12 14:54:32,13546.8
2015-04-12 14:54:33,12549.9
2015-04-12 14:54:34,11214.3
2015-04-12 14:54:35,9878.7
2015-04-12 14:54:36,8833.9
2015-04-12 14:54:37,7789.1
2015-04-12 14:54:38,6744.3
2015-04-12 14:54:39,4052.4
2015-04-12 14:54:40,3285.7
2015-04-12 14:54:41,2519.0
2015-04-12 14:54:42,3304.2
2015-04-12 14:54:43,5859.15
2015-04-12 14:54:44,8414.1
2015-04-12 14:54:45,12392.3
2015-04-12 14:54:46,13610.65
2015-04-12 14:54:47,14829.0
2015-04-12 14:54:48,17816.1
2015-04-12 14:54:49,18110.9
2015-04-12 14:54:50,18405.7
2015-04-12 14:54:51,16271.7
2015-04-12 14:54:52,16142.25
2015-04-12 14:54:53,16012.8
2015-04-12 14:54:54,17398.0
2015-04-12 14:54:55,16863.75
2015-04-12 14:54:56,16329.5
2015-04-12 14:54:57,14981.4
2015-04-12 14:54:58,15457.0
2015-04-12 14:54:59,15932.6
2015-04-12 14:55:00,16535.5666667
2015-04-12 14:55:01,17138.5333333
2015-04-12 14:55:02,17741.5
2015-04-12 14:55:03,19094.8
2015-04-12 14:55:04,19290.45
2015-04-12 14:55:05,19486.1
2015-04-12 14:55:06,19454.5
2015-04-12 14:55:07,19324.95
2015-04-12 14:55:08,19195.4
2015-04-12 14:55:09,18781.9
2015-04-12 14:55:10,18389.6
2015-04-12 14:55:11,17997.3
2015-04-12 14:55:12,17580.0
2015-04-12 14:55:13,17759.7
2015-04-12 14:55:14,17939.4
2015-04-12 14:55:15,18357.6
2015-04-12 14:55:16,18476.65
2015-04-12 14:55:17,18595.7
2015-04-12 14:55:18,18677.7
2015-04-12 14:55:19,18406.5
2015-04-12 14:55:20,18135.3
2015-04-12 14:55:21,17601.5
2015-04-12 14:55:22,17353.45
2015-04-12 14:55:23,17105.4
2015-04-12 14:55:24,16939.1666667
2015-04-12 14:55:25,16772.9333333
2015-04-12 14:55:26,16606.7
2015-04-12 14:55:27,16327.3
2015-04-12 14:55:28,16641.6
2015-04-12 14:55:29,16955.9
2015-04-12 14:55:30,17489.9
2015-04-12 14:55:31,18011.65
2015-04-12 14:55:32,18533.4
2015-04-12 14:55:33,19455.0
2015-04-12 14:55:34,19738.2
2015-04-12 14:55:35,20021.4
2015-04-12 14:55:36,20347.1
2015-04-12 14:55:37,20375.45
2015-04-12 14:55:38,20403.8
2015-04-12 14:55:39,20347.7
2015-04-12 14:55:40,20379.5
2015-04-12 14:55:41,20411.3
2015-04-12 14:55:42,20507.7
2015-04-12 14:55:43,20476.9
2015-04-12 14:55:44,20446.1
2015-04-12 14:55:45,20462.2
2015-04-12 14:55:46,20439.5
2015-04-12 14:55:47,20416.8
2015-04-12 14:55:48,20396.2333333
2015-04-12 14:55:49,20375.6666667
2015-04-12 14:55:50,20355.1
2015-04-12 14:55:51,20208.7
2015-04-12 14:55:52,20272.45
2015-04-12 14:55:53,20336.2
2015-04-12 14:55:54,20420.5
2015-04-12 14:55:55,20522.65
2015-04-12 14:55:56,20624.8
2015-04-12 14:55:57,20606.0
2015-04-12 14:55:58,20645.95
2015-04-12 14:55:59,20685.9
2015-04-12 14:56:00,20640.7
2015-04-12 14:56:01,20514.45
2015-04-12 14:56:02,20388.2
2015-04-12 14:56:03,20348.4
2015-04-12 14:56:04,20355.65
2015-04-12 14:56:05,20362.9
2015-04-12 14:56:06,20453.5
2015-04-12 14:56:07,20443.45
2015-04-12 14:56:08,20433.4
2015-04-12 14:56:09,20531.7
2015-04-12 14:56:10,20591.4
2015-04-12 14:56:11,20651.1
2015-04-12 14:56:12,20663.0333333
2015-04-12 14:56:13,20674.9666667
2015-04-12 14:56:14,20686.9
2015-04-12 14:56:15,20623.0
2015-04-12 14:56:16,20560.65
2015-04-12 14:56:17,20498.3
2015-04-12 14:56:18,20566.0
2015-04-12 14:56:19,20551.8
2015-04-12 14:56:20,20537.6
2015-04-12 14:56:21,20442.0
2015-04-12 14:56:22,20423.0
2015-04-12 14:56:23,20404.0
2015-04-12 14:56:24,20488.0
2015-04-12 14:56:25,20516.65
2015-04-12 14:56:26,20545.3
2015-04-12 14:56:27,20569.2
2015-04-12 14:56:28,20606.55
2015-04-12 14:56:29,20643.9
2015-04-12 14:56:30,20668.0
2015-04-12 14:56:31,20710.05
2015-04-12 14:56:32,20752.1
2015-04-12 14:56:33,20741.7
2015-04-12 14:56:34,20702.4
2015-04-12 14:56:35,20663.1
2015-04-12 14:56:36,20629.3333333
2015-04-12 14:56:37,20595.5666667
2015-04-12 14:56:38,20561.8
2015-04-12 14:56:39,20569.0
2015-04-12 14:56:40,20557.4
2015-04-12 14:56:41,20545.8
2015-04-12 14:56:42,20470.2
2015-04-12 14:56:43,20501.3
2015-04-12 14:56:44,20532.4
2015-04-12 14:56:45,20490.6
2015-04-12 14:56:46,20432.6
2015-04-12 14:56:47,20374.6
2015-04-12 14:56:48,20469.2
2015-04-12 14:56:49,20530.9
2015-04-12 14:56:50,20592.6
2015-04-12 14:56:51,20633.6
2015-04-12 14:56:52,20672.7
2015-04-12 14:56:53,20711.8
2015-04-12 14:56:54,20761.0
2015-04-12 14:56:55,20772.2
2015-04-12 14:56:56,20783.4
2015-04-12 14:56:57,20813.2
2015-04-12 14:56:58,20728.8
2015-04-12 14:56:59,20644.4
2015-04-12 14:57:00,20640.5666667
2015-04-12 14:57:01,20636.7333333
2015-04-12 14:57:02,20632.9
2015-04-12 14:57:03,20697.9
2015-04-12 14:57:04,20737.4
2015-04-12 14:57:05,20776.9
2015-04-12 14:57:06,20743.4
2015-04-12 14:57:07,20747.75
2015-04-12 14:57:08,20752.1
2015-04-12 14:57:09,20716.7
2015-04-12 14:57:10,20644.4
2015-04-12 14:57:11,20572.1
2015-04-12 14:57:12,20493.0
2015-04-12 14:57:13,20463.6
2015-04-12 14:57:14,20434.2
2015-04-12 14:57:15,20505.5
2015-04-12 14:57:16,20537.15
2015-04-12 14:57:17,20568.8
2015-04-12 14:57:18,20569.0
2015-04-12 14:57:19,20545.95
2015-04-12 14:57:20,20522.9
2015-04-12 14:57:21,20600.1
2015-04-12 14:57:22,20651.2
2015-04-12 14:57:23,20702.3
2015-04-12 14:57:24,20335.5
2015-04-12 14:57:25,19968.7
2015-04-12 14:57:26,19601.9
2015-04-12 14:57:27,16070.8
2015-04-12 14:57:28,15133.7
2015-04-12 14:57:29,14196.6
2015-04-12 14:57:30,16034.7
2015-04-12 14:57:31,17127.3
2015-04-12 14:57:32,18219.9
2015-04-12 14:57:33,19556.8
2015-04-12 14:57:34,19889.3
2015-04-12 14:57:35,20221.8
2015-04-12 14:57:36,20701.2
2015-04-12 14:57:37,19913.25
2015-04-12 14:57:38,19125.3
2015-04-12 14:57:39,14661.0
2015-04-12 14:57:40,12836.1
2015-04-12 14:57:41,11011.2
2015-04-12 14:57:42,11146.2
2015-04-12 14:57:43,12841.85
2015-04-12 14:57:44,14537.5
2015-04-12 14:57:45,17001.2
2015-04-12 14:57:46,17703.35
2015-04-12 14:57:47,18405.5
2015-04-12 14:57:48,18712.4666667
2015-04-12 14:57:49,19019.4333333
2015-04-12 14:57:50,19326.4
2015-04-12 14:57:51,19837.2
2015-04-12 14:57:52,19955.85
2015-04-12 14:57:53,20074.5
2015-04-12 14:57:54,20141.7
2015-04-12 14:57:55,20106.6
2015-04-12 14:57:56,20071.5
2015-04-12 14:57:57,20069.0
2015-04-12 14:57:58,20155.85
2015-04-12 14:57:59,20242.7
2015-04-12 14:58:00,20373.6
2015-04-12 14:58:01,20258.3
2015-04-12 14:58:02,20143.0
2015-04-12 14:58:03,19856.7
2015-04-12 14:58:04,19754.85
2015-04-12 14:58:05,19653.0
2015-04-12 14:58:06,19400.3
2015-04-12 14:58:07,19318.95
2015-04-12 14:58:08,19237.6
2015-04-12 14:58:09,19053.6
2015-04-12 14:58:10,19005.3333333
2015-04-12 14:58:11,18957.0666667
2015-04-12 14:58:12,18908.8
2015-04-12 14:58:13,18916.7
2015-04-12 14:58:14,18924.6
2015-04-12 14:58:15,19047.0
2015-04-12 14:58:16,19036.7
2015-04-12 14:58:17,19026.4
2015-04-12 14:58:18,19047.6
2015-04-12 14:58:19,19156.6
2015-04-12 14:58:20,19265.6
2015-04-12 14:58:21,19419.8
2015-04-12 14:58:22,19355.7
2015-04-12 14:58:23,19291.6
2015-04-12 14:58:24,19221.2
2015-04-12 14:58:25,19190.75
2015-04-12 14:58:26,19160.3
2015-04-12 14:58:27,19202.3
2015-04-12 14:58:28,19274.65
2015-04-12 14:58:29,19347.0
2015-04-12 14:58:30,19396.9
2015-04-12 14:58:31,19318.85
2015-04-12 14:58:32,19240.8
2015-04-12 14:58:33,18894.4
2015-04-12 14:58:34,18737.7
2015-04-12 14:58:35,18581.0
2015-04-12 14:58:36,18424.3
2015-04-12 14:58:37,18161.35
2015-04-12 14:58:38,17898.4
2015-04-12 14:58:39,17573.1
2015-04-12 14:58:40,17481.3
2015-04-12 14:58:41,17389.5
2015-04-12 14:58:42,17373.4
2015-04-12 14:58:43,17390.9
2015-04-12 14:58:44,17408.4
2015-04-12 14:58:45,17377.4
2015-04-12 14:58:46,17350.8
2015-04-12 14:58:47,17324.2
2015-04-12 14:58:48,17411.9
2015-04-12 14:58:49,17499.4
2015-04-12 14:58:50,17586.9
2015-04-12 14:58:51,17639.3
2015-04-12 14:58:52,17692.25
2015-04-12 14:58:53,17745.2
2015-04-12 14:58:54,17940.2
2015-04-12 14:58:55,18140.95
2015-04-12 14:58:56,18341.7
2015-04-12 14:58:57,18863.7
2015-04-12 14:58:58,19033.7333333
2015-04-12 14:58:59,19203.7666667
2015-04-12 14:59:00,19373.8
2015-04-12 14:59:01,19738.2
2015-04-12 14:59:02,20102.6
2015-04-12 14:59:03,20804.2
2015-04-12 14:59:04,21011.55
2015-04-12 14:59:05,21218.9
2015-04-12 14:59:06,21645.0
2015-04-12 14:59:07,21361.7
2015-04-12 14:59:08,21078.4
2015-04-12 14:59:09,17541.8
2015-04-12 14:59:10,14966.1
2015-04-12 14:59:11,12390.4
2015-04-12 14:59:12,8846.1
2015-04-12 14:59:13,8549.45
2015-04-12 14:59:14,8252.8
2015-04-12 14:59:15,10779.8
2015-04-12 14:59:16,11724.25
2015-04-12 14:59:17,12668.7
2015-04-12 14:59:18,13947.1
