,co2dil_CO2ppm
2015-04-12 14:59:19,14214.7
2015-04-12 14:59:20,14482.3
2015-04-12 14:59:21,13233.7
2015-04-12 14:59:22,12702.3333333
2015-04-12 14:59:23,12170.9666667
2015-04-12 14:59:24,11639.6
2015-04-12 14:59:25,10899.8
2015-04-12 14:59:26,10160.0
2015-04-12 14:59:27,8752.2
2015-04-12 14:59:28,8593.3
2015-04-12 14:59:29,8434.4
2015-04-12 14:59:30,11495.7
2015-04-12 14:59:31,12817.35
2015-04-12 14:59:32,14139.0
2015-04-12 14:59:33,14365.3
2015-04-12 14:59:34,14717.6
2015-04-12 14:59:35,15069.9
2015-04-12 14:59:36,16601.0
2015-04-12 14:59:37,17146.8
2015-04-12 14:59:38,17692.6
2015-04-12 14:59:39,17283.3
2015-04-12 14:59:40,16510.3
2015-04-12 14:59:41,15737.3
2015-04-12 14:59:42,15572.0
2015-04-12 14:59:43,15579.85
2015-04-12 14:59:44,15587.7
2015-04-12 14:59:45,15820.2
2015-04-12 14:59:46,15546.7333333
2015-04-12 14:59:47,15273.2666667
2015-04-12 14:59:48,14999.8
2015-04-12 14:59:49,14471.2
2015-04-12 14:59:50,13942.6
2015-04-12 14:59:51,12889.6
2015-04-12 14:59:52,11759.8
2015-04-12 14:59:53,10630.0
2015-04-12 14:59:54,7172.1
2015-04-12 14:59:55,6134.8
2015-04-12 14:59:56,5097.5
2015-04-12 14:59:57,5452.2
2015-04-12 14:59:58,6733.4
2015-04-12 14:59:59,8014.6
2015-04-12 15:00:00,9617.2
2015-04-12 15:00:01,9124.8
2015-04-12 15:00:02,8632.4
2015-04-12 15:00:03,6866.1
2015-04-12 15:00:04,5923.2
2015-04-12 15:00:05,4980.3
2015-04-12 15:00:06,3541.9
2015-04-12 15:00:07,3089.75
2015-04-12 15:00:08,2637.6
2015-04-12 15:00:09,1988.5
2015-04-12 15:00:10,1826.66666667
2015-04-12 15:00:11,1664.83333333
2015-04-12 15:00:12,1503.0
2015-04-12 15:00:13,1419.65
2015-04-12 15:00:14,1336.3
2015-04-12 15:00:15,1384.9
2015-04-12 15:00:16,1317.15
2015-04-12 15:00:17,1249.4
2015-04-12 15:00:18,1123.0
2015-04-12 15:00:19,1094.85
2015-04-12 15:00:20,1066.7
2015-04-12 15:00:21,1039.5
2015-04-12 15:00:22,1025.0
2015-04-12 15:00:23,1010.5
2015-04-12 15:00:24,984.9
2015-04-12 15:00:25,983.95
2015-04-12 15:00:26,983.0
2015-04-12 15:00:27,988.4
2015-04-12 15:00:28,986.6
2015-04-12 15:00:29,984.8
2015-04-12 15:00:30,962.9
2015-04-12 15:00:31,953.6
2015-04-12 15:00:32,944.3
2015-04-12 15:00:33,930.2
2015-04-12 15:00:34,926.466666667
2015-04-12 15:00:35,922.733333333
2015-04-12 15:00:36,919.0
2015-04-12 15:00:37,914.0
2015-04-12 15:00:38,909.0
2015-04-12 15:00:39,897.8
2015-04-12 15:00:40,894.25
2015-04-12 15:00:41,890.7
2015-04-12 15:00:42,881.1
2015-04-12 15:00:43,878.45
2015-04-12 15:00:44,875.8
2015-04-12 15:00:45,866.6
2015-04-12 15:00:46,860.2
2015-04-12 15:00:47,853.8
2015-04-12 15:00:48,850.1
2015-04-12 15:00:49,846.4
2015-04-12 15:00:50,842.7
2015-04-12 15:00:51,835.5
2015-04-12 15:00:52,831.2
2015-04-12 15:00:53,826.9
2015-04-12 15:00:54,820.6
2015-04-12 15:00:55,816.5
2015-04-12 15:00:56,812.4
2015-04-12 15:00:57,807.0
2015-04-12 15:00:58,804.866666667
2015-04-12 15:00:59,802.733333333
2015-04-12 15:01:00,800.6
2015-04-12 15:01:01,797.45
2015-04-12 15:01:02,794.3
2015-04-12 15:01:03,787.7
2015-04-12 15:01:04,786.95
2015-04-12 15:01:05,786.2
2015-04-12 15:01:06,810.4
2015-04-12 15:01:07,819.15
2015-04-12 15:01:08,827.9
2015-04-12 15:01:09,815.3
2015-04-12 15:01:10,805.2
2015-04-12 15:01:11,795.1
2015-04-12 15:01:12,777.8
2015-04-12 15:01:13,772.45
2015-04-12 15:01:14,767.1
2015-04-12 15:01:15,763.9
2015-04-12 15:01:16,766.7
2015-04-12 15:01:17,769.5
2015-04-12 15:01:18,830.7
2015-04-12 15:01:19,869.65
2015-04-12 15:01:20,908.6
2015-04-12 15:01:21,987.2
2015-04-12 15:01:22,1010.4
2015-04-12 15:01:23,1033.6
2015-04-12 15:01:24,1056.8
2015-04-12 15:01:25,1085.3
2015-04-12 15:01:26,1113.8
2015-04-12 15:01:27,1161.6
2015-04-12 15:01:28,1176.25
2015-04-12 15:01:29,1190.9
2015-04-12 15:01:30,1215.3
2015-04-12 15:01:31,1223.55
2015-04-12 15:01:32,1231.8
2015-04-12 15:01:33,1232.7
2015-04-12 15:01:34,1238.6
2015-04-12 15:01:35,1244.5
2015-04-12 15:01:36,1254.8
2015-04-12 15:01:37,1272.95
2015-04-12 15:01:38,1291.1
2015-04-12 15:01:39,1372.8
2015-04-12 15:01:40,1521.05
2015-04-12 15:01:41,1669.3
2015-04-12 15:01:42,3438.9
2015-04-12 15:01:43,4959.4
2015-04-12 15:01:44,6479.9
2015-04-12 15:01:45,9086.4
2015-04-12 15:01:46,9467.56666667
2015-04-12 15:01:47,9848.73333333
2015-04-12 15:01:48,10229.9
2015-04-12 15:01:49,10192.2
2015-04-12 15:01:50,10154.5
2015-04-12 15:01:51,9241.5
2015-04-12 15:01:52,8543.7
2015-04-12 15:01:53,7845.9
2015-04-12 15:01:54,6349.4
2015-04-12 15:01:55,5675.35
2015-04-12 15:01:56,5001.3
2015-04-12 15:01:57,4109.4
2015-04-12 15:01:58,3854.45
2015-04-12 15:01:59,3599.5
2015-04-12 15:02:00,3221.0
2015-04-12 15:02:01,3034.1
2015-04-12 15:02:02,2847.2
2015-04-12 15:02:03,2540.7
2015-04-12 15:02:04,2403.3
2015-04-12 15:02:05,2265.9
2015-04-12 15:02:06,2004.6
2015-04-12 15:02:07,1907.9
2015-04-12 15:02:08,1811.2
2015-04-12 15:02:09,1770.5
2015-04-12 15:02:10,1729.8
2015-04-12 15:02:11,1689.1
2015-04-12 15:02:12,1641.8
2015-04-12 15:02:13,1624.4
2015-04-12 15:02:14,1607.0
2015-04-12 15:02:15,1570.9
2015-04-12 15:02:16,1550.8
2015-04-12 15:02:17,1530.7
2015-04-12 15:02:18,1491.5
2015-04-12 15:02:19,1470.55
2015-04-12 15:02:20,1449.6
2015-04-12 15:02:21,1412.9
2015-04-12 15:02:22,1394.15
2015-04-12 15:02:23,1375.4
2015-04-12 15:02:24,1338.2
2015-04-12 15:02:25,1322.4
2015-04-12 15:02:26,1306.6
2015-04-12 15:02:27,1279.6
2015-04-12 15:02:28,1268.65
2015-04-12 15:02:29,1257.7
2015-04-12 15:02:30,1248.7
2015-04-12 15:02:31,1248.9
2015-04-12 15:02:32,1249.1
2015-04-12 15:02:33,1249.2
2015-04-12 15:02:34,1249.3
2015-04-12 15:02:35,1249.4
2015-04-12 15:02:36,1241.3
2015-04-12 15:02:37,1233.25
2015-04-12 15:02:38,1225.2
2015-04-12 15:02:39,1216.2
2015-04-12 15:02:40,1210.5
2015-04-12 15:02:41,1204.8
2015-04-12 15:02:42,1194.3
2015-04-12 15:02:43,1191.4
2015-04-12 15:02:44,1188.5
2015-04-12 15:02:45,1188.4
2015-04-12 15:02:46,1188.45
2015-04-12 15:02:47,1188.5
2015-04-12 15:02:48,1183.7
2015-04-12 15:02:49,1183.6
2015-04-12 15:02:50,1183.5
2015-04-12 15:02:51,1204.4
2015-04-12 15:02:52,1209.35
2015-04-12 15:02:53,1214.3
2015-04-12 15:02:54,1216.4
2015-04-12 15:02:55,1216.45
2015-04-12 15:02:56,1216.5
2015-04-12 15:02:57,1214.23333333
2015-04-12 15:02:58,1211.96666667
2015-04-12 15:02:59,1209.7
2015-04-12 15:03:00,1195.0
2015-04-12 15:03:01,1186.65
2015-04-12 15:03:02,1178.3
2015-04-12 15:03:03,1176.6
2015-04-12 15:03:04,1176.4
2015-04-12 15:03:05,1176.2
2015-04-12 15:03:06,1176.2
2015-04-12 15:03:07,1176.45
2015-04-12 15:03:08,1176.7
2015-04-12 15:03:09,1177.5
2015-04-12 15:03:10,1174.9
2015-04-12 15:03:11,1172.3
2015-04-12 15:03:12,1128.6
2015-04-12 15:03:13,1124.55
2015-04-12 15:03:14,1120.5
2015-04-12 15:03:15,1158.7
2015-04-12 15:03:16,1210.4
2015-04-12 15:03:17,1262.1
2015-04-12 15:03:18,1870.7
2015-04-12 15:03:19,2507.35
2015-04-12 15:03:20,3144.0
2015-04-12 15:03:21,3726.3
2015-04-12 15:03:22,4308.6
2015-04-12 15:03:23,4890.9
2015-04-12 15:03:24,5616.8
2015-04-12 15:03:25,5588.85
2015-04-12 15:03:26,5560.9
2015-04-12 15:03:27,5125.2
2015-04-12 15:03:28,4785.5
2015-04-12 15:03:29,4445.8
2015-04-12 15:03:30,3814.6
2015-04-12 15:03:31,3573.0
2015-04-12 15:03:32,3331.4
2015-04-12 15:03:33,2944.7
2015-04-12 15:03:34,2780.5
2015-04-12 15:03:35,2616.3
2015-04-12 15:03:36,2320.2
2015-04-12 15:03:37,2170.55
2015-04-12 15:03:38,2020.9
2015-04-12 15:03:39,1763.2
2015-04-12 15:03:40,1666.8
2015-04-12 15:03:41,1570.4
2015-04-12 15:03:42,1492.8
2015-04-12 15:03:43,1488.05
2015-04-12 15:03:44,1483.3
2015-04-12 15:03:45,1476.46666667
2015-04-12 15:03:46,1469.63333333
2015-04-12 15:03:47,1462.8
2015-04-12 15:03:48,1426.0
2015-04-12 15:03:49,1399.55
2015-04-12 15:03:50,1373.1
2015-04-12 15:03:51,1314.2
2015-04-12 15:03:52,1289.35
2015-04-12 15:03:53,1264.5
2015-04-12 15:03:54,1235.1
2015-04-12 15:03:55,1230.95
2015-04-12 15:03:56,1226.8
2015-04-12 15:03:57,1223.0
2015-04-12 15:03:58,1218.05
2015-04-12 15:03:59,1213.1
2015-04-12 15:04:00,1194.6
2015-04-12 15:04:01,1181.4
2015-04-12 15:04:02,1168.2
2015-04-12 15:04:03,1138.1
2015-04-12 15:04:04,1128.2
2015-04-12 15:04:05,1118.3
2015-04-12 15:04:06,1108.5
2015-04-12 15:04:07,1103.25
2015-04-12 15:04:08,1098.0
2015-04-12 15:04:09,1094.2
2015-04-12 15:04:10,1090.4
2015-04-12 15:04:11,1086.6
2015-04-12 15:04:12,1086.7
2015-04-12 15:04:13,1091.8
2015-04-12 15:04:14,1096.9
2015-04-12 15:04:15,1102.5
2015-04-12 15:04:16,1103.7
2015-04-12 15:04:17,1104.9
2015-04-12 15:04:18,1104.3
2015-04-12 15:04:19,1097.25
2015-04-12 15:04:20,1090.2
2015-04-12 15:04:21,1074.4
2015-04-12 15:04:22,1071.15
2015-04-12 15:04:23,1067.9
2015-04-12 15:04:24,1064.1
2015-04-12 15:04:25,1058.9
2015-04-12 15:04:26,1053.7
2015-04-12 15:04:27,1051.1
2015-04-12 15:04:28,1050.3
2015-04-12 15:04:29,1049.5
2015-04-12 15:04:30,1049.4
2015-04-12 15:04:31,1050.15
2015-04-12 15:04:32,1050.9
2015-04-12 15:04:33,1051.76666667
2015-04-12 15:04:34,1052.63333333
2015-04-12 15:04:35,1053.5
2015-04-12 15:04:36,1054.0
2015-04-12 15:04:37,1053.75
2015-04-12 15:04:38,1053.5
2015-04-12 15:04:39,1050.6
2015-04-12 15:04:40,1049.85
2015-04-12 15:04:41,1049.1
2015-04-12 15:04:42,1048.7
2015-04-12 15:04:43,1050.5
2015-04-12 15:04:44,1052.3
2015-04-12 15:04:45,1063.2
2015-04-12 15:04:46,1063.55
2015-04-12 15:04:47,1063.9
2015-04-12 15:04:48,1066.6
2015-04-12 15:04:49,1077.6
2015-04-12 15:04:50,1088.6
2015-04-12 15:04:51,1099.2
2015-04-12 15:04:52,1099.25
2015-04-12 15:04:53,1099.3
2015-04-12 15:04:54,1087.1
2015-04-12 15:04:55,1086.45
2015-04-12 15:04:56,1085.8
2015-04-12 15:04:57,1085.93333333
2015-04-12 15:04:58,1086.06666667
2015-04-12 15:04:59,1086.2
2015-04-12 15:05:00,1086.0
2015-04-12 15:05:01,1082.3
2015-04-12 15:05:02,1078.6
2015-04-12 15:05:03,1068.1
2015-04-12 15:05:04,1067.0
2015-04-12 15:05:05,1065.9
2015-04-12 15:05:06,1055.3
2015-04-12 15:05:07,1051.4
2015-04-12 15:05:08,1047.5
2015-04-12 15:05:09,1039.4
2015-04-12 15:05:10,1038.65
2015-04-12 15:05:11,1037.9
2015-04-12 15:05:12,1037.6
2015-04-12 15:05:13,1038.0
2015-04-12 15:05:14,1038.4
2015-04-12 15:05:15,1036.2
2015-04-12 15:05:16,1029.65
2015-04-12 15:05:17,1023.1
2015-04-12 15:05:18,1021.6
2015-04-12 15:05:19,1021.45
2015-04-12 15:05:20,1021.3
2015-04-12 15:05:21,1021.36666667
2015-04-12 15:05:22,1021.43333333
2015-04-12 15:05:23,1021.5
2015-04-12 15:05:24,1021.8
2015-04-12 15:05:25,1029.15
2015-04-12 15:05:26,1036.5
2015-04-12 15:05:27,1041.9
2015-04-12 15:05:28,1032.4
2015-04-12 15:05:29,1022.9
2015-04-12 15:05:30,1011.7
2015-04-12 15:05:31,1014.4
2015-04-12 15:05:32,1017.1
2015-04-12 15:05:33,1387.3
2015-04-12 15:05:34,2206.25
2015-04-12 15:05:35,3025.2
2015-04-12 15:05:36,5051.8
2015-04-12 15:05:37,5698.5
2015-04-12 15:05:38,6345.2
2015-04-12 15:05:39,6403.9
2015-04-12 15:05:40,6252.2
2015-04-12 15:05:41,6100.5
2015-04-12 15:05:42,5482.9
2015-04-12 15:05:43,5224.55
2015-04-12 15:05:44,4966.2
2015-04-12 15:05:45,4843.1
2015-04-12 15:05:46,4720.0
2015-04-12 15:05:47,4596.9
2015-04-12 15:05:48,4165.8
2015-04-12 15:05:49,3904.7
2015-04-12 15:05:50,3643.6
2015-04-12 15:05:51,3105.5
2015-04-12 15:05:52,2890.6
2015-04-12 15:05:53,2675.7
2015-04-12 15:05:54,2608.7
2015-04-12 15:05:55,2625.15
2015-04-12 15:05:56,2641.6
2015-04-12 15:05:57,2569.3
2015-04-12 15:05:58,2622.8
2015-04-12 15:05:59,2676.3
2015-04-12 15:06:00,3202.4
2015-04-12 15:06:01,3451.8
2015-04-12 15:06:02,3701.2
2015-04-12 15:06:03,3944.6
2015-04-12 15:06:04,3909.5
2015-04-12 15:06:05,3874.4
2015-04-12 15:06:06,3581.7
2015-04-12 15:06:07,3473.8
2015-04-12 15:06:08,3365.9
2015-04-12 15:06:09,3258.0
2015-04-12 15:06:10,3136.05
2015-04-12 15:06:11,3014.1
2015-04-12 15:06:12,2870.8
2015-04-12 15:06:13,2806.25
2015-04-12 15:06:14,2741.7
2015-04-12 15:06:15,2556.6
2015-04-12 15:06:16,2446.5
2015-04-12 15:06:17,2336.4
2015-04-12 15:06:18,2163.2
2015-04-12 15:06:19,2116.4
2015-04-12 15:06:20,2069.6
2015-04-12 15:06:21,1989.6
2015-04-12 15:06:22,1963.6
2015-04-12 15:06:23,1937.6
2015-04-12 15:06:24,1904.7
2015-04-12 15:06:25,1892.95
2015-04-12 15:06:26,1881.2
2015-04-12 15:06:27,1854.3
2015-04-12 15:06:28,1840.55
2015-04-12 15:06:29,1826.8
2015-04-12 15:06:30,1795.7
2015-04-12 15:06:31,1785.63333333
2015-04-12 15:06:32,1775.56666667
2015-04-12 15:06:33,1765.5
2015-04-12 15:06:34,1738.6
2015-04-12 15:06:35,1711.7
2015-04-12 15:06:36,1636.2
2015-04-12 15:06:37,1563.85
2015-04-12 15:06:38,1491.5
2015-04-12 15:06:39,1372.5
2015-04-12 15:06:40,1299.9
2015-04-12 15:06:41,1227.3
2015-04-12 15:06:42,1062.1
2015-04-12 15:06:43,1010.65
2015-04-12 15:06:44,959.2
2015-04-12 15:06:45,916.1
2015-04-12 15:06:46,963.55
2015-04-12 15:06:47,1011.0
2015-04-12 15:06:48,1170.6
2015-04-12 15:06:49,1196.8
2015-04-12 15:06:50,1223.0
2015-04-12 15:06:51,1261.3
2015-04-12 15:06:52,1304.6
2015-04-12 15:06:53,1347.9
2015-04-12 15:06:54,1443.0
2015-04-12 15:06:55,1474.03333333
2015-04-12 15:06:56,1505.06666667
2015-04-12 15:06:57,1536.1
2015-04-12 15:06:58,1570.6
2015-04-12 15:06:59,1605.1
2015-04-12 15:07:00,1615.7
2015-04-12 15:07:01,1582.55
2015-04-12 15:07:02,1549.4
2015-04-12 15:07:03,1416.6
2015-04-12 15:07:04,1343.9
2015-04-12 15:07:05,1271.2
2015-04-12 15:07:06,1136.1
2015-04-12 15:07:07,1083.4
2015-04-12 15:07:08,1030.7
2015-04-12 15:07:09,958.8
2015-04-12 15:07:10,937.85
2015-04-12 15:07:11,916.9
2015-04-12 15:07:12,896.7
2015-04-12 15:07:13,895.55
2015-04-12 15:07:14,894.4
2015-04-12 15:07:15,892.9
2015-04-12 15:07:16,892.8
2015-04-12 15:07:17,892.7
2015-04-12 15:07:18,893.2
2015-04-12 15:07:19,894.7
2015-04-12 15:07:20,896.2
2015-04-12 15:07:21,897.7
2015-04-12 15:07:22,903.15
2015-04-12 15:07:23,908.6
2015-04-12 15:07:24,917.9
2015-04-12 15:07:25,925.15
2015-04-12 15:07:26,932.4
2015-04-12 15:07:27,936.4
2015-04-12 15:07:28,939.95
2015-04-12 15:07:29,943.5
2015-04-12 15:07:30,948.6
2015-04-12 15:07:31,948.85
2015-04-12 15:07:32,949.1
2015-04-12 15:07:33,947.7
2015-04-12 15:07:34,946.85
2015-04-12 15:07:35,946.0
2015-04-12 15:07:36,945.2
2015-04-12 15:07:37,945.0
2015-04-12 15:07:38,944.8
2015-04-12 15:07:39,943.3
2015-04-12 15:07:40,942.45
2015-04-12 15:07:41,941.6
2015-04-12 15:07:42,941.0
2015-04-12 15:07:43,940.733333333
2015-04-12 15:07:44,940.466666667
2015-04-12 15:07:45,940.2
2015-04-12 15:07:46,939.45
2015-04-12 15:07:47,938.7
2015-04-12 15:07:48,938.0
2015-04-12 15:07:49,937.65
2015-04-12 15:07:50,937.3
2015-04-12 15:07:51,937.1
2015-04-12 15:07:52,938.05
2015-04-12 15:07:53,939.0
2015-04-12 15:07:54,941.8
2015-04-12 15:07:55,941.75
2015-04-12 15:07:56,941.7
2015-04-12 15:07:57,941.1
2015-04-12 15:07:58,938.0
2015-04-12 15:07:59,934.9
2015-04-12 15:08:00,933.4
2015-04-12 15:08:01,933.45
2015-04-12 15:08:02,933.5
2015-04-12 15:08:03,932.8
2015-04-12 15:08:04,932.4
2015-04-12 15:08:05,932.0
2015-04-12 15:08:06,975.2
2015-04-12 15:08:07,983.1
2015-04-12 15:08:08,991.0
2015-04-12 15:08:09,998.9
2015-04-12 15:08:10,1015.85
2015-04-12 15:08:11,1032.8
2015-04-12 15:08:12,1206.5
2015-04-12 15:08:13,1673.45
2015-04-12 15:08:14,2140.4
2015-04-12 15:08:15,3794.3
2015-04-12 15:08:16,4386.05
2015-04-12 15:08:17,4977.8
2015-04-12 15:08:18,5445.1
2015-04-12 15:08:19,5559.0
2015-04-12 15:08:20,5672.9
2015-04-12 15:08:21,6533.2
2015-04-12 15:08:22,6858.3
2015-04-12 15:08:23,7183.4
2015-04-12 15:08:24,6622.7
2015-04-12 15:08:25,6420.3
2015-04-12 15:08:26,6217.9
2015-04-12 15:08:27,6295.6
2015-04-12 15:08:28,6413.35
2015-04-12 15:08:29,6531.1
2015-04-12 15:08:30,6951.5
2015-04-12 15:08:31,6943.56666667
2015-04-12 15:08:32,6935.63333333
2015-04-12 15:08:33,6927.7
2015-04-12 15:08:34,6545.0
2015-04-12 15:08:35,6162.3
2015-04-12 15:08:36,5680.3
2015-04-12 15:08:37,5991.25
2015-04-12 15:08:38,6302.2
2015-04-12 15:08:39,7943.5
2015-04-12 15:08:40,8431.1
2015-04-12 15:08:41,8918.7
2015-04-12 15:08:42,8451.2
2015-04-12 15:08:43,7817.0
2015-04-12 15:08:44,7182.8
2015-04-12 15:08:45,6321.8
2015-04-12 15:08:46,6407.75
2015-04-12 15:08:47,6493.7
2015-04-12 15:08:48,6759.7
2015-04-12 15:08:49,6915.25
2015-04-12 15:08:50,7070.8
2015-04-12 15:08:51,8970.5
2015-04-12 15:08:52,9898.7
2015-04-12 15:08:53,10826.9
2015-04-12 15:08:54,11256.2
2015-04-12 15:08:55,11162.4
2015-04-12 15:08:56,11068.6
2015-04-12 15:08:57,10974.8
2015-04-12 15:08:58,10642.2
2015-04-12 15:08:59,10309.6
2015-04-12 15:09:00,8449.7
2015-04-12 15:09:01,7747.7
2015-04-12 15:09:02,7045.7
2015-04-12 15:09:03,5932.6
2015-04-12 15:09:04,5277.15
2015-04-12 15:09:05,4621.7
2015-04-12 15:09:06,3885.1
2015-04-12 15:09:07,3997.95
2015-04-12 15:09:08,4110.8
2015-04-12 15:09:09,5190.3
2015-04-12 15:09:10,5981.5
2015-04-12 15:09:11,6772.7
2015-04-12 15:09:12,9044.9
2015-04-12 15:09:13,10299.0
2015-04-12 15:09:14,11553.1
2015-04-12 15:09:15,11454.6
2015-04-12 15:09:16,10262.7
2015-04-12 15:09:17,9070.8
2015-04-12 15:09:18,6922.0
2015-04-12 15:09:19,6516.63333333
2015-04-12 15:09:20,6111.26666667
2015-04-12 15:09:21,5705.9
2015-04-12 15:09:22,5310.5
2015-04-12 15:09:23,4915.1
2015-04-12 15:09:24,4106.0
2015-04-12 15:09:25,3970.45
2015-04-12 15:09:26,3834.9
2015-04-12 15:09:27,4314.8
2015-04-12 15:09:28,5037.3
2015-04-12 15:09:29,5759.8
2015-04-12 15:09:30,7778.1
2015-04-12 15:09:31,8229.8
2015-04-12 15:09:32,8681.5
2015-04-12 15:09:33,10472.9
2015-04-12 15:09:34,11567.8
2015-04-12 15:09:35,12662.7
2015-04-12 15:09:36,13211.1
2015-04-12 15:09:37,13025.5
2015-04-12 15:09:38,12839.9
2015-04-12 15:09:39,11120.1
2015-04-12 15:09:40,9695.3
2015-04-12 15:09:41,8270.5
2015-04-12 15:09:42,5838.4
2015-04-12 15:09:43,5463.4
2015-04-12 15:09:44,5088.4
2015-04-12 15:09:45,4713.4
2015-04-12 15:09:46,4513.35
2015-04-12 15:09:47,4313.3
2015-04-12 15:09:48,4102.5
2015-04-12 15:09:49,4082.45
2015-04-12 15:09:50,4062.4
2015-04-12 15:09:51,4244.8
2015-04-12 15:09:52,4258.0
2015-04-12 15:09:53,4271.2
2015-04-12 15:09:54,4045.6
2015-04-12 15:09:55,3927.65
2015-04-12 15:09:56,3809.7
2015-04-12 15:09:57,3697.4
2015-04-12 15:09:58,3585.65
2015-04-12 15:09:59,3473.9
2015-04-12 15:10:00,3139.4
2015-04-12 15:10:01,2946.9
2015-04-12 15:10:02,2754.4
2015-04-12 15:10:03,2452.0
2015-04-12 15:10:04,2324.8
2015-04-12 15:10:05,2197.6
2015-04-12 15:10:06,1944.2
2015-04-12 15:10:07,1856.9
2015-04-12 15:10:08,1769.6
2015-04-12 15:10:09,1682.3
2015-04-12 15:10:10,1550.45
2015-04-12 15:10:11,1418.6
2015-04-12 15:10:12,1186.8
2015-04-12 15:10:13,1094.1
2015-04-12 15:10:14,1001.4
2015-04-12 15:10:15,864.8
2015-04-12 15:10:16,819.55
2015-04-12 15:10:17,774.3
2015-04-12 15:10:18,686.8
2015-04-12 15:10:19,645.45
2015-04-12 15:10:20,604.1
2015-04-12 15:10:21,548.4
2015-04-12 15:10:22,512.85
2015-04-12 15:10:23,477.3
2015-04-12 15:10:24,441.3
2015-04-12 15:10:25,492.5
2015-04-12 15:10:26,543.7
2015-04-12 15:10:27,754.8
2015-04-12 15:10:28,850.4
2015-04-12 15:10:29,946.0
2015-04-12 15:10:30,1007.76666667
2015-04-12 15:10:31,1069.53333333
2015-04-12 15:10:32,1131.3
2015-04-12 15:10:33,1348.4
2015-04-12 15:10:34,1632.75
2015-04-12 15:10:35,1917.1
2015-04-12 15:10:36,2214.2
2015-04-12 15:10:37,2167.65
2015-04-12 15:10:38,2121.1
2015-04-12 15:10:39,1932.5
2015-04-12 15:10:40,1855.3
2015-04-12 15:10:41,1778.1
2015-04-12 15:10:42,1519.9
2015-04-12 15:10:43,1519.6
2015-04-12 15:10:44,1519.3
2015-04-12 15:10:45,2055.5
2015-04-12 15:10:46,2169.9
2015-04-12 15:10:47,2284.3
2015-04-12 15:10:48,2772.0
2015-04-12 15:10:49,3274.7
2015-04-12 15:10:50,3777.4
2015-04-12 15:10:51,5584.1
2015-04-12 15:10:52,6264.2
2015-04-12 15:10:53,6944.3
2015-04-12 15:10:54,6931.0
2015-04-12 15:10:55,6917.7
2015-04-12 15:10:56,6904.4
2015-04-12 15:10:57,6077.2
2015-04-12 15:10:58,5749.2
2015-04-12 15:10:59,5421.2
2015-04-12 15:11:00,4681.7
2015-04-12 15:11:01,4337.65
2015-04-12 15:11:02,3993.6
2015-04-12 15:11:03,3409.5
2015-04-12 15:11:04,3180.4
2015-04-12 15:11:05,2951.3
2015-04-12 15:11:06,2584.9
2015-04-12 15:11:07,2451.8
2015-04-12 15:11:08,2318.7
2015-04-12 15:11:09,1931.1
2015-04-12 15:11:10,1809.55
2015-04-12 15:11:11,1688.0
2015-04-12 15:11:12,1510.2
2015-04-12 15:11:13,1467.7
2015-04-12 15:11:14,1425.2
2015-04-12 15:11:15,1357.8
2015-04-12 15:11:16,1329.3
2015-04-12 15:11:17,1300.8
2015-04-12 15:11:18,1260.76666667
2015-04-12 15:11:19,1220.73333333
2015-04-12 15:11:20,1180.7
2015-04-12 15:11:21,1035.9
2015-04-12 15:11:22,987.05
2015-04-12 15:11:23,938.2
2015-04-12 15:11:24,855.1
2015-04-12 15:11:25,811.75
2015-04-12 15:11:26,768.4
2015-04-12 15:11:27,715.8
2015-04-12 15:11:28,731.75
2015-04-12 15:11:29,747.7
2015-04-12 15:11:30,821.8
2015-04-12 15:11:31,877.15
2015-04-12 15:11:32,932.5
2015-04-12 15:11:33,981.3
2015-04-12 15:11:34,951.45
2015-04-12 15:11:35,921.6
2015-04-12 15:11:36,835.2
2015-04-12 15:11:37,883.3
2015-04-12 15:11:38,931.4
2015-04-12 15:11:39,1255.4
2015-04-12 15:11:40,1318.55
2015-04-12 15:11:41,1381.7
2015-04-12 15:11:42,1395.36666667
2015-04-12 15:11:43,1409.03333333
2015-04-12 15:11:44,1422.7
2015-04-12 15:11:45,1517.5
2015-04-12 15:11:46,1586.95
2015-04-12 15:11:47,1656.4
2015-04-12 15:11:48,1603.5
2015-04-12 15:11:49,1530.95
2015-04-12 15:11:50,1458.4
2015-04-12 15:11:51,1446.4
2015-04-12 15:11:52,1581.95
2015-04-12 15:11:53,1717.5
2015-04-12 15:11:54,1873.3
2015-04-12 15:11:55,1846.95
2015-04-12 15:11:56,1820.6
2015-04-12 15:11:57,1674.8
2015-04-12 15:11:58,1644.05
2015-04-12 15:11:59,1613.3
2015-04-12 15:12:00,1529.8
2015-04-12 15:12:01,1441.95
2015-04-12 15:12:02,1354.1
2015-04-12 15:12:03,1159.8
2015-04-12 15:12:04,1079.85
2015-04-12 15:12:05,999.9
2015-04-12 15:12:06,1098.36666667
2015-04-12 15:12:07,1196.83333333
2015-04-12 15:12:08,1295.3
2015-04-12 15:12:09,1784.6
2015-04-12 15:12:10,1841.1
2015-04-12 15:12:11,1897.6
2015-04-12 15:12:12,1795.8
2015-04-12 15:12:13,1776.65
2015-04-12 15:12:14,1757.5
2015-04-12 15:12:15,1779.2
2015-04-12 15:12:16,1730.75
2015-04-12 15:12:17,1682.3
2015-04-12 15:12:18,1453.7
2015-04-12 15:12:19,1325.9
