,ae52_BC,ae52_UVPM,co2bg_CO2ppm,co2dil_CO2ppm,co2tpi_CO2ppm,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow,gps2_elevation,gps2_latitude,gps2_longitude,gps2_velocity,gps_elevation,gps_latitude,gps_longitude,gps_velocity,hnu,lanco_ppm,lantemp_C,testo_CO2,testo_CO2i,testo_COppm,testo_NO2ppm,testo_NOppm,testo_O2percent,testo_Pabs_hPa2,testo_Pump_Lmin,testo_SO2ppm,testo_Ta_C,testo_Tf_C,vim_eng_fuel_rate,vim_eng_ground_spd,vim_eng_load,vim_eng_payload,vim_eng_rpm,zet_eng_fuel_rate,zet_eng_ground_spd,zet_eng_load,zet_eng_rpm
2015-04-12 14:33:22,5445.0,7384.0,426.0,367.5,542.9,0.0,0.0,0.0,0.0,0.0,31.56,7.348,7.726,101.3,101.3,101.3,96.14,20.48,20.75,20.19,32.41,11.526,266.1,5702.8256,11142.1069,1.1,12.8216216216,5702.82351622,11142.1084649,0.0,2.7,9.644,22.299,0.0,0.08,3.7,0.9,4.05,20.94,960.0,1.06,0.0,25.7,29.65,,,,,,11.8,-0.1,9.0,699.0
2015-04-12 14:33:23,8823.4,13730.9,426.0,355.15,519.2,0.0,0.0,0.0,0.0,0.0,31.53,7.587,7.874,101.3,101.3,101.3,96.22,20.47,20.74,20.19,32.42,10.439,266.1,5702.8257,11142.1068,1.1,12.972972973,5702.82347973,11142.1084439,0.0,2.7,9.667,22.296,0.0,0.08,4.9,0.8,3.9,20.94,960.0,1.06,0.0,25.7,29.5,,,,,,12.0,-0.1,10.0,699.0
2015-04-12 14:33:24,12201.8,20077.8,426.0,342.8,558.9,0.011,0.011,0.011,0.011,0.011,31.63,7.927,7.891,101.3,101.3,101.3,96.22,20.46,20.75,20.16,32.42,10.256,266.1,5702.8258,11142.1067,1.1,13.1243243243,5702.82344324,11142.108423,0.0,2.7,9.72,22.293,0.0,0.07,6.35,0.8,3.8,20.94,960.0,1.06,0.0,25.7,29.45,,,,,,11.8,-0.1,10.0,700.0
2015-04-12 14:33:25,15580.2,26424.7,426.0,328.9,598.6,0.011,0.011,0.011,0.011,0.011,31.58,7.922,7.954,101.3,101.3,101.3,96.25,20.47,20.75,20.16,32.43,10.347,266.1,5702.8259,11142.1065,1.1,13.2756756757,5702.82340676,11142.108402,0.0,2.7,9.72,22.289,0.0,0.06,7.8,0.8,3.7,20.94,960.0,1.06,0.0,25.7,29.4,,,,,,12.0,-0.1,10.0,700.0
2015-04-12 14:33:26,18958.6,32771.6,426.0,326.55,908.766666667,0.011,0.011,0.011,0.011,0.011,31.51,7.905,7.892,101.3,101.3,101.3,96.33,20.48,20.77,20.17,32.41,9.705,266.1,5702.8261,11142.1064,1.0,13.427027027,5702.82337027,11142.1083811,0.0,2.7,9.747,22.286,0.0,0.06,7.8,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.4,,,,,,12.1,-0.1,10.0,700.0
2015-04-12 14:33:27,22337.0,39118.5,426.0,324.2,1218.93333333,0.012,0.012,0.012,0.012,0.012,31.57,7.921,7.897,101.3,101.3,101.3,96.24,20.48,20.77,20.16,32.38,10.328,266.1,5702.8262,11142.1063,1.0,13.5783783784,5702.82333378,11142.1083601,0.0,2.7,9.785,22.283,0.0,0.06,10.5,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.3,,,,,,11.4,-0.1,9.0,701.0
2015-04-12 14:33:28,25715.4,45465.4,426.0,322.733333333,1529.1,0.018,0.018,0.018,0.018,0.018,31.54,7.851,7.982,101.3,101.3,101.3,96.24,20.48,20.78,20.17,32.41,9.845,266.1,5702.8263,11142.1062,1.0,13.7297297297,5702.8232973,11142.1083392,0.0,2.7,9.922,22.28,0.0,0.06,10.5,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.3,,,,,,11.3,-0.1,9.0,701.0
2015-04-12 14:33:29,29093.8,51812.3,425.5,321.266666667,3000.5,0.032,0.033,0.032,0.033,0.033,31.55,7.933,8.044,101.3,101.3,101.3,96.23,20.48,20.77,20.16,32.37,9.933,266.1,5702.8265,11142.1061,1.0,13.8810810811,5702.82326081,11142.1083182,0.0,2.7,9.991,22.277,0.0,0.06,10.5,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.3,,,,,,11.2,-0.2,9.0,701.0
2015-04-12 14:33:30,32472.2,58159.2,425.0,319.8,3886.85,0.072,0.072,0.072,0.072,0.072,31.48,7.964,8.033,101.3,101.3,101.3,96.27,20.49,20.77,20.16,32.39,9.896,266.1,5702.8266,11142.106,1.0,14.0324324324,5702.82322432,11142.1082973,0.0,2.7,9.964,22.274,0.0,0.06,13.7,0.8,4.0,20.94,960.0,1.07,0.0,25.7,29.3,,,,,,11.2,-0.1,9.0,700.0
2015-04-12 14:33:31,35850.6,64506.1,425.0,320.0,4773.2,0.137,0.137,0.137,0.137,0.137,31.56,7.945,7.943,101.3,101.3,101.3,96.26,20.49,20.78,20.14,32.39,10.257,266.1,5702.8267,11142.1059,1.0,14.1837837838,5702.82318784,11142.1082764,0.0,2.7,9.979,22.271,0.0,0.06,13.7,0.6,4.0,20.94,960.0,1.07,0.0,25.7,29.2,,,,,,11.3,-0.1,9.0,699.0
2015-04-12 14:33:32,39229.0,70853.0,425.0,331.3,6558.3,0.203,0.203,0.203,0.203,0.203,31.45,7.933,8.04,101.3,101.3,101.3,96.27,20.5,20.78,20.17,32.39,9.545,266.1,5702.8268,11142.1057,1.0,14.3351351351,5702.82315135,11142.1082554,0.0,2.7,9.968,22.268,0.0,0.06,16.8,0.6,4.0,20.94,960.0,1.07,0.0,25.7,29.2,,,,,,11.5,-0.1,9.0,700.0
2015-04-12 14:33:33,69942.0,98905.0,425.0,342.6,7370.8,0.29,0.29,0.29,0.29,0.29,31.58,7.956,7.992,101.3,101.3,101.3,96.25,20.49,20.79,20.14,32.43,10.23,266.1,5702.8269,11142.1056,1.0,14.4864864865,5702.82311486,11142.1082345,0.0,2.8,9.949,22.265,0.0,0.06,16.8,0.6,4.4,20.94,960.0,1.07,0.0,25.7,29.2,,,,,,11.4,-0.1,9.0,700.0
2015-04-12 14:33:34,100655.0,126957.0,425.0,385.0,8183.3,0.364,0.365,0.364,0.365,0.365,31.54,7.966,7.983,101.3,101.3,101.3,96.21,20.5,20.8,20.15,32.4,10.004,266.2,5702.8269,11142.1055,1.0,14.6378378378,5702.82307838,11142.1082135,0.0,2.8,9.976,22.262,0.0,0.07,16.8,0.6,4.4,20.94,960.0,1.07,0.0,25.7,29.2,,,,,,11.3,-0.1,9.0,700.0
2015-04-12 14:33:35,131368.0,155009.0,425.0,410.2,9609.7,0.429,0.43,0.429,0.43,0.43,31.55,7.942,8.007,101.3,101.3,101.3,96.22,20.51,20.8,20.15,32.4,10.071,266.2,5702.827,11142.1054,1.0,14.7891891892,5702.82304189,11142.1081926,0.0,2.8,10.006,22.259,0.0,0.08,16.8,0.6,4.4,20.94,960.0,1.07,0.0,25.7,29.2,,,,,,11.4,-0.1,9.0,700.0
2015-04-12 14:33:36,162081.0,183061.0,425.0,435.4,10203.4,0.481,0.481,0.481,0.481,0.481,31.6,7.921,8.009,101.3,101.3,101.3,96.24,20.51,20.8,20.14,32.4,10.212,266.2,5702.827,11142.1054,1.0,14.9405405405,5702.82300541,11142.1081716,0.0,2.8,10.044,22.256,0.0,0.08,19.4,0.6,4.7,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.3,-0.1,9.0,700.0
2015-04-12 14:33:37,192794.0,211113.0,425.0,494.3,10797.1,0.552,0.553,0.552,0.553,0.553,31.51,7.908,7.97,101.3,101.3,101.3,96.27,20.52,20.82,20.14,32.37,10.055,266.2,5702.8271,11142.1053,1.0,15.0918918919,5702.82296892,11142.1081507,0.0,2.8,10.109,22.253,0.0,0.08,19.4,0.6,4.7,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.6,-0.1,9.0,700.0
2015-04-12 14:33:38,223507.0,239165.0,425.0,521.1,11824.2,0.606,0.606,0.606,0.606,0.606,31.5,7.919,8.041,101.3,101.3,101.3,96.25,20.52,20.81,20.15,32.4,9.907,266.3,5702.8271,11142.1052,1.0,15.2432432432,5702.82293243,11142.1081297,0.0,2.8,10.067,22.25,0.0,0.08,22.0,0.8,5.2,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.5,-0.1,9.0,700.0
2015-04-12 14:33:39,254220.0,267217.0,425.0,547.9,12341.55,0.651,0.651,0.651,0.651,0.651,31.63,7.898,8.021,101.3,101.3,101.3,96.28,20.52,20.84,20.14,32.44,9.961,266.3,5702.8271,11142.1052,1.0,15.3945945946,5702.82289595,11142.1081088,0.0,2.8,10.113,22.247,0.0,0.08,22.0,0.8,5.2,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.4,-0.1,9.0,699.0
2015-04-12 14:33:40,284933.0,295269.0,425.0,596.2,12858.9,0.69,0.691,0.691,0.691,0.691,31.59,7.938,8.061,101.3,101.3,101.3,96.25,20.52,20.82,20.14,32.4,10.122,266.3,5702.8271,11142.1051,1.0,15.5459459459,5702.82285946,11142.1080878,0.0,2.8,10.067,22.244,0.0,0.08,23.15,0.8,5.4,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.2,-0.1,9.0,700.0
2015-04-12 14:33:41,315646.0,323321.0,425.0,613.85,13528.4,0.728,0.728,0.728,0.728,0.728,31.59,7.939,7.884,101.3,101.3,101.3,96.28,20.52,20.83,20.14,32.39,9.903,266.3,5702.8271,11142.1051,1.0,15.6972972973,5702.82282297,11142.1080669,0.0,2.8,10.052,22.242,0.0,0.08,24.3,0.8,5.6,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.2,-0.1,9.0,700.0
2015-04-12 14:33:42,346359.0,351373.0,425.0,631.5,13858.9,0.72,0.721,0.721,0.721,0.721,31.57,7.943,7.992,101.3,101.3,101.3,96.26,20.53,20.83,20.14,32.43,9.901,266.4,5702.8271,11142.1051,1.1,15.8486486486,5702.82278649,11142.1080459,0.0,2.8,10.105,22.239,0.0,0.08,24.3,0.8,5.6,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.3,-0.1,9.0,699.0
2015-04-12 14:33:43,356850.0,356636.3,424.0,645.8,14189.4,0.7,0.7,0.7,0.7,0.7,31.55,7.936,8.082,101.3,101.3,101.3,96.24,20.53,20.85,20.13,32.39,9.889,266.4,5702.8271,11142.1051,1.1,16.0,5702.82275,11142.108025,0.0,2.8,10.067,22.236,0.0,0.1,26.6,0.6,5.7,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.2,-0.1,9.0,700.0
2015-04-12 14:33:44,367341.0,361899.6,424.0,646.65,14693.7,0.657,0.658,0.658,0.658,0.658,31.54,7.934,8.122,101.3,101.3,101.3,96.28,20.54,20.85,20.13,32.42,10.007,266.4,5702.8271,11142.1052,1.1,16.1513513514,5702.82271351,11142.1080041,0.0,2.8,10.079,22.233,0.0,0.1,26.6,0.6,5.7,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.4,-0.1,9.0,700.0
2015-04-12 14:33:45,377832.0,367162.9,424.0,647.5,14871.65,0.628,0.629,0.629,0.629,0.629,31.49,7.91,8.035,101.3,101.3,101.3,96.33,20.54,20.85,20.14,32.42,9.639,266.5,5702.827,11142.1052,1.0,16.3027027027,5702.82267703,11142.1079831,0.0,2.8,10.086,22.23,0.0,0.1,28.8,0.6,5.9,20.94,960.0,1.07,0.0,25.7,29.1,,,,,,11.4,-0.1,9.0,701.0
2015-04-12 14:33:46,388323.0,372426.2,423.0,649.0,15049.6,0.643,0.644,0.644,0.644,0.644,31.57,7.941,7.968,101.3,101.3,101.3,96.21,20.54,20.86,20.12,32.38,10.352,266.5,5702.827,11142.1053,1.0,16.4540540541,5702.82264054,11142.1079622,0.0,2.8,10.254,22.229,0.0,0.1,28.8,0.6,5.9,20.94,960.0,1.07,0.0,25.7,29.05,,,,,,11.3,-0.1,9.0,700.0
2015-04-12 14:33:47,398814.0,377689.5,423.0,649.6,15461.7,0.628,0.628,0.628,0.628,0.628,31.5,7.925,7.982,101.3,101.3,101.3,96.25,20.55,20.87,20.14,32.39,9.854,266.6,5702.8269,11142.1054,1.0,16.6054054054,5702.82260405,11142.1079412,0.0,2.8,10.311,22.226,0.0,0.1,28.8,0.6,5.9,20.94,960.0,1.07,0.0,25.7,29.0,,,,,,11.3,-0.2,9.0,700.0
2015-04-12 14:33:48,409305.0,382952.8,423.0,650.2,15556.2,0.624,0.624,0.624,0.624,0.624,31.57,7.918,7.998,101.3,101.3,101.3,96.25,20.55,20.86,20.13,32.41,9.894,266.6,5702.8269,11142.1055,1.1,16.7567567568,5702.82256757,11142.1079203,0.0,2.8,10.349,22.223,0.0,0.1,28.8,0.6,5.9,20.94,960.0,1.06,0.0,25.8,29.0,,,,,,11.3,-0.1,9.0,700.0
2015-04-12 14:33:49,419796.0,388216.1,423.0,658.6,15650.7,0.645,0.645,0.645,0.645,0.645,31.51,7.907,7.946,101.3,101.3,101.3,96.25,20.55,20.87,20.12,32.38,10.208,266.7,5702.8268,11142.1057,1.1,16.9081081081,5702.82253108,11142.1078993,0.0,2.8,10.468,22.22,0.0,0.1,30.3,0.8,5.7,20.94,960.0,1.07,0.0,25.8,29.0,,,,,,11.3,-0.1,9.0,700.0
2015-04-12 14:33:50,430287.0,393479.4,423.0,663.833333333,15766.7333333,0.676,0.677,0.676,0.677,0.677,31.55,7.919,8.004,101.3,101.3,101.3,96.28,20.55,20.88,20.12,32.43,10.088,266.7,5702.8267,11142.1058,1.1,17.0594594595,5702.82249459,11142.1078784,0.0,2.8,10.468,22.218,0.0,0.1,31.7,0.8,5.7,20.94,960.0,1.07,0.0,25.8,29.0,,,,,,11.4,-0.1,9.0,700.0
2015-04-12 14:33:51,440778.0,398742.7,423.0,669.066666667,15882.7666667,0.703,0.703,0.703,0.703,0.703,31.51,7.938,7.953,101.3,101.3,101.3,96.24,20.56,20.88,20.13,32.44,9.724,266.8,5702.8266,11142.106,1.1,17.2108108108,5702.82245811,11142.1078574,0.0,2.8,10.552,22.215,0.0,0.1,31.7,1.0,5.6,20.94,960.0,1.07,0.0,25.8,29.0,,,,,,11.3,-0.1,9.0,700.0
2015-04-12 14:33:52,451269.0,404006.0,423.0,674.3,15998.8,0.756,0.756,0.756,0.756,0.756,31.6,7.935,8.071,101.3,101.3,101.3,96.21,20.56,20.88,20.11,32.4,10.291,266.9,5702.8265,11142.1061,1.1,17.3621621622,5702.82242162,11142.1078365,0.0,2.8,10.834,22.212,0.0,0.1,31.7,1.0,5.6,20.94,960.0,1.07,0.0,25.8,29.0,,,,,,11.3,-0.1,9.0,699.0
2015-04-12 14:33:53,456706.6,409135.6,423.0,675.65,16032.7,0.719,0.72,0.72,0.72,0.72,31.57,7.923,8.044,101.3,101.3,101.3,96.26,20.56,20.88,20.12,32.44,9.954,266.9,5702.8263,11142.1063,1.1,17.5135135135,5702.82238514,11142.1078155,0.0,2.8,10.849,22.211,0.0,0.1,31.7,1.0,5.6,20.94,960.0,1.07,0.0,25.8,29.0,,,,,,11.2,-0.1,9.0,700.0
2015-04-12 14:33:54,462144.2,414265.2,423.0,677.0,16158.65,0.702,0.702,0.702,0.702,0.702,31.56,7.934,8.076,101.3,101.3,101.3,96.24,20.57,20.9,20.12,32.41,9.939,267.1,5702.826,11142.1069,1.1,17.6648648649,5702.82234865,11142.1077946,0.0,2.8,11.044,22.208,0.0,0.1,33.1,1.0,5.6,20.94,960.0,1.07,0.0,25.8,28.9,,,,,,11.4,-0.1,9.0,700.0
2015-04-12 14:33:55,467581.8,419394.8,423.0,683.9,16284.6,0.74,0.74,0.74,0.74,0.74,31.59,7.944,7.958,101.3,101.3,101.3,96.24,20.56,20.89,20.12,32.4,9.99,267.5,5702.8255,11142.1076,1.1,17.8162162162,5702.82231216,11142.1077736,0.0,2.8,11.341,22.206,0.0,0.1,33.1,1.0,5.6,20.94,960.0,1.07,0.0,25.8,28.9,,,,,,11.2,-0.1,9.0,700.0
2015-04-12 14:33:56,473019.4,424524.4,423.0,686.3,16356.0,0.737,0.737,0.737,0.737,0.737,31.52,7.917,7.989,101.3,101.3,101.3,96.28,20.57,20.9,20.12,32.39,9.96,267.7,5702.8253,11142.1081,1.1,17.9675675676,5702.82227568,11142.1077527,0.0,2.8,11.654,22.203,0.0,0.1,34.2,1.0,5.8,20.94,960.0,1.07,0.0,25.7,28.9,35.61,0.0,21.0,0.0,1257.5,11.1,-0.1,9.0,700.0
2015-04-12 14:33:57,478457.0,429654.0,423.0,688.7,16367.35,0.712,0.712,0.712,0.712,0.712,31.54,7.938,8.066,101.3,101.3,101.3,96.28,20.58,20.91,20.12,32.4,10.013,267.7,5702.8252,11142.1084,1.1,18.1189189189,5702.82223919,11142.1077318,0.0,2.8,11.902,22.202,0.0,0.1,34.2,1.0,5.8,20.94,960.0,1.07,0.0,25.7,28.9,24.079,0.0,14.0,0.0,1266.5,11.1,-0.1,9.0,700.0
2015-04-12 14:33:58,483894.6,434783.6,423.0,692.3,16378.7,0.737,0.737,0.737,0.737,0.737,31.52,7.902,8.044,101.3,101.3,101.3,96.29,20.57,20.91,20.12,32.41,9.862,268.0,5702.8246,11142.1093,1.1,18.2702702703,5702.8222027,11142.1077108,0.0,2.8,12.055,22.199,0.0,0.1,34.7,1.0,5.9,20.94,960.0,1.07,0.0,25.7,28.9,29.917,0.0,16.0,0.0,1317.0,11.3,-0.1,9.0,700.0
2015-04-12 14:33:59,489332.2,439913.2,422.5,692.45,16427.9,0.743,0.743,0.743,0.743,0.743,31.47,7.922,7.97,101.3,101.3,101.3,96.27,20.58,20.92,20.11,32.39,10.257,268.4,5702.8238,11142.1105,1.1,18.4216216216,5702.82216622,11142.1076899,0.0,2.8,12.222,22.197,0.0,0.1,35.2,1.0,6.0,20.94,960.0,1.07,0.0,25.7,28.9,30.67,0.0,17.0,0.0,1344.5,11.2,-0.1,9.0,700.0
2015-04-12 14:34:00,494769.8,445042.8,422.0,692.6,16529.8,0.704,0.704,0.704,0.704,0.704,31.38,7.837,7.98,101.3,101.3,101.3,96.37,20.59,20.93,20.13,32.41,10.096,268.8,5702.8234,11142.1108,1.1,18.572972973,5702.82212973,11142.1076689,0.0,2.8,12.238,22.194,0.0,0.1,35.2,1.0,6.0,20.94,960.0,1.07,0.0,25.7,28.9,30.393,0.0,16.0,0.0,1382.5,11.3,-0.1,9.0,700.0
2015-04-12 14:34:01,500207.4,450172.4,422.0,699.2,16631.7,0.719,0.719,0.719,0.719,0.719,31.48,8.042,8.108,101.3,101.3,101.3,96.39,20.58,20.92,20.11,32.39,10.224,268.9,5702.8229,11142.1116,1.2,18.7243243243,5702.82209324,11142.107648,0.0,2.8,12.314,22.193,0.0,0.11,36.1,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.8,28.61,0.0,16.0,0.0,1416.5,11.4,-0.2,9.0,700.0
2015-04-12 14:34:02,505645.0,455302.0,422.0,704.8,16698.6,0.796,0.796,0.796,0.796,0.796,31.41,8.075,8.004,101.3,101.3,101.3,96.45,20.59,20.93,20.12,32.44,10.078,268.8,5702.8226,11142.1117,1.2,18.8756756757,5702.82205676,11142.107627,0.0,2.8,12.413,22.19,0.0,0.11,36.1,1.0,6.1,20.94,960.0,1.06,0.0,25.8,28.8,24.013,0.0,14.0,0.0,1418.5,39.1,-0.2,9.0,815.0
2015-04-12 14:34:03,539857.0,487380.9,422.0,710.4,16918.85,0.8,0.8,0.8,0.8,0.8,31.37,7.936,8.054,101.3,101.3,101.3,96.49,20.59,20.93,20.11,32.42,10.424,269.0,5702.8222,11142.1116,1.2,19.027027027,5702.82202027,11142.1076061,0.0,2.8,12.528,22.188,0.0,0.11,36.8,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8,28.544,0.0,16.0,0.0,1408.5,42.7,-0.1,47.0,1136.0
2015-04-12 14:34:04,574069.0,519459.8,422.0,754.3,17139.1,0.783,0.783,0.783,0.783,0.783,31.38,8.05,7.936,101.3,101.3,101.3,96.56,20.6,20.95,20.12,32.41,9.959,269.3,5702.822,11142.1119,1.2,19.1783783784,5702.82198378,11142.1075851,0.0,2.8,12.757,22.185,0.0,0.11,36.8,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8,30.419,0.0,16.0,0.0,1425.5,21.0,0.3,12.0,1275.0
2015-04-12 14:34:05,608281.0,551538.7,422.0,787.9,19329.5,0.919,0.92,0.92,0.92,0.92,31.43,8.029,8.007,101.3,101.3,101.3,96.56,20.59,20.95,20.12,32.42,10.12,269.4,5702.8218,11142.1119,1.2,19.3297297297,5702.8219473,11142.1075642,0.0,2.8,12.795,22.184,0.0,0.11,36.8,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8,26.76,0.0,15.0,0.0,1430.0,31.5,0.5,15.0,1286.0
2015-04-12 14:34:06,642493.0,583617.6,422.0,821.5,20550.4,1.04,1.04,1.04,1.04,1.04,31.39,8.016,8.069,101.3,101.3,101.3,96.58,20.6,20.95,20.11,32.39,10.106,269.7,5702.8213,11142.1126,1.2,19.4810810811,5702.82191081,11142.1075432,0.0,2.8,12.818,22.181,0.0,0.13,36.8,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8,0.0,0.0,0.0,0.0,1260.5,25.8,0.7,14.0,1334.0
2015-04-12 14:34:07,676705.0,615696.5,422.0,898.8,21771.3,1.19,1.19,1.19,1.19,1.19,31.44,8.026,8.025,101.3,101.3,101.3,96.61,20.6,20.96,20.11,32.4,10.088,270.0,5702.8211,11142.113,1.2,19.6324324324,5702.82187432,11142.1075223,0.0,2.8,12.833,22.179,0.0,0.13,37.6,1.2,7.0,20.94,960.0,1.06,0.0,25.8,28.7,0.0,0.0,0.0,0.0,1084.0,30.0,0.9,15.0,1377.0
2015-04-12 14:34:08,710917.0,647775.4,422.0,948.5,23747.4,1.37,1.37,1.37,1.37,1.37,31.51,8.015,8.002,101.3,101.3,101.3,96.45,20.59,20.95,20.1,32.42,9.841,270.2,5702.8208,11142.1134,1.2,19.7837837838,5702.82183784,11142.1075014,0.0,2.8,12.829,22.178,0.0,0.13,38.2,1.2,7.0,20.94,960.0,1.06,0.0,25.8,28.7,0.0,0.0,0.0,0.0,932.5,31.4,1.0,15.0,1411.0
2015-04-12 14:34:09,745129.0,679854.3,422.0,998.2,24363.05,1.71,1.71,1.71,1.71,1.71,31.53,8.005,7.988,101.3,101.3,101.3,96.39,20.61,20.96,20.12,32.42,9.587,270.7,5702.8206,11142.1135,1.0,19.9351351351,5702.82180135,11142.1074804,0.0,2.8,12.814,22.175,0.0,0.13,38.2,1.2,7.9,20.94,960.0,1.06,0.0,25.8,28.7,0.0,0.0,0.0,0.0,805.0,24.0,1.1,14.0,1420.0
2015-04-12 14:34:10,779341.0,711933.2,422.0,1144.2,24978.7,2.08,2.08,2.08,2.08,2.08,31.64,8.09,8.04,101.3,101.3,101.3,96.29,20.61,20.96,20.1,32.39,9.67,271.0,5702.8205,11142.1138,1.0,20.0864864865,5702.82176486,11142.1074595,0.0,2.8,12.711,22.173,0.0,0.13,38.2,1.2,7.9,20.94,960.0,1.06,0.0,25.8,28.7,4.438,0.0,0.0,0.0,734.5,27.7,1.2,14.0,1410.0
2015-04-12 14:34:11,813553.0,744012.1,422.0,1197.2,26170.7,2.25,2.25,2.25,2.25,2.25,31.61,8.042,8.024,101.3,101.3,101.3,96.29,20.61,20.97,20.1,32.42,10.028,271.2,5702.8204,11142.1141,1.0,20.2378378378,5702.82172838,11142.1074385,0.0,2.8,12.673,22.172,0.0,0.13,38.2,1.2,7.9,20.94,960.0,1.06,0.0,25.8,28.7,5.468,0.0,5.0,0.0,678.5,30.7,1.3,15.0,1417.0
2015-04-12 14:34:12,847765.0,776091.0,422.0,1250.2,26427.95,2.13,2.13,2.13,2.13,2.13,31.59,8.089,8.039,101.3,101.3,101.3,96.27,20.62,20.97,20.1,32.42,10.05,271.3,5702.8201,11142.1144,1.0,20.3891891892,5702.82169189,11142.1074176,0.0,2.8,12.509,22.169,0.0,0.13,38.7,1.2,8.4,20.94,960.0,1.06,0.0,25.8,28.7,8.969,0.0,9.0,0.0,684.5,27.1,1.3,15.0,1430.0
2015-04-12 14:34:13,827728.8,748002.1,422.0,1226.7,26685.2,1.7,1.71,1.71,1.71,1.71,31.56,8.108,7.809,101.3,101.3,101.3,96.3,20.61,20.99,20.11,32.41,9.786,271.5,5702.8197,11142.1144,1.0,20.5405405405,5702.82165541,11142.1073966,0.0,2.8,12.364,22.167,0.0,0.13,38.7,1.2,8.4,20.94,960.0,1.06,0.0,25.8,28.7,8.691,0.0,8.0,0.0,697.0,0.0,0.9,0.0,1294.0
2015-04-12 14:34:14,807692.6,719913.2,422.0,1198.0,26805.4333333,1.25,1.26,1.26,1.26,1.26,31.56,7.929,8.05,101.3,101.3,101.3,96.21,20.63,20.99,20.09,32.41,10.249,271.6,5702.8195,11142.1145,1.0,20.6918918919,5702.82161892,11142.1073757,0.0,2.8,12.188,22.166,0.0,0.17,39.3,1.2,8.4,20.94,960.0,1.06,0.0,25.8,28.7,8.348,0.0,8.0,0.0,703.0,0.0,0.7,0.0,1138.0
2015-04-12 14:34:15,787656.4,691824.3,422.0,1169.3,26925.6666667,0.869,0.87,0.87,0.87,0.87,31.54,8.02,8.017,101.3,101.3,101.3,96.25,20.62,20.99,20.1,32.44,9.892,271.7,5702.8193,11142.1145,1.0,20.8432432432,5702.82158243,11142.1073547,0.0,2.8,12.078,22.163,0.0,0.17,39.3,1.2,8.3,20.94,960.0,1.06,0.0,25.8,28.7,7.436,0.0,7.0,0.0,705.0,0.0,0.5,0.0,944.0
2015-04-12 14:34:16,767620.2,663735.4,422.0,1140.6,27045.9,0.701,0.701,0.701,0.701,0.701,31.56,8.038,8.12,101.3,101.3,101.3,96.26,20.62,20.99,20.1,32.4,9.972,271.9,5702.819,11142.1151,1.0,20.9945945946,5702.82154595,11142.1073338,0.0,2.8,11.952,22.161,0.0,0.17,39.55,1.2,8.05,20.94,960.0,1.06,0.0,25.8,28.7,7.318,0.0,7.0,0.0,701.5,0.0,0.3,0.0,818.0
2015-04-12 14:34:17,747584.0,635646.5,422.0,1126.1,27372.4,0.719,0.72,0.72,0.72,0.72,31.58,7.992,8.042,101.3,101.3,101.3,96.24,20.62,20.99,20.1,32.4,9.943,272.0,5702.8187,11142.1156,1.0,21.1459459459,5702.82150946,11142.1073128,0.0,2.8,11.887,22.16,0.0,0.17,39.8,1.2,7.8,20.94,960.0,1.06,0.0,25.8,28.7,7.568,0.0,7.0,0.0,699.0,4.4,0.2,0.0,738.0
2015-04-12 14:34:18,727547.8,607557.6,422.0,1111.6,27269.5,0.685,0.686,0.686,0.686,0.686,31.55,7.924,7.992,101.3,101.3,101.3,96.25,20.63,21.0,20.09,32.42,10.042,272.2,5702.8189,11142.115,1.0,21.2972972973,5702.82147297,11142.1072919,0.0,2.8,11.738,22.158,0.0,0.17,39.8,1.2,7.8,20.94,960.0,1.06,0.0,25.6,28.8,7.687,0.0,7.0,0.0,698.5,5.3,0.1,0.0,697.0
