,ae52_BC,ae52_UVPM,co2bg_CO2ppm,co2dil_CO2ppm,co2tpi_CO2ppm,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow,gps2_elevation,gps2_latitude,gps2_longitude,gps2_velocity,gps_elevation,gps_latitude,gps_longitude,gps_velocity,hnu,lanco_ppm,lantemp_C,testo_CO2,testo_CO2i,testo_COppm,testo_NO2ppm,testo_NOppm,testo_O2percent,testo_Pabs_hPa2,testo_Pump_Lmin,testo_SO2ppm,testo_Ta_C,testo_Tf_C,vim_eng_fuel_rate,vim_eng_ground_spd,vim_eng_load,vim_eng_payload,vim_eng_rpm,zet_eng_fuel_rate,zet_eng_ground_spd,zet_eng_load,zet_eng_rpm
2015-04-12 15:09:13,2664914.7,147186.6,493.0,6922.0,65545.7,8.59,8.6,8.59,8.59,8.6,31.22,5.018,4.9,101.3,101.3,101.3,96.98,24.56,25.1,26.74,33.21,15.595,324.3,5703.4367,11140.8047,1.0,299.780769231,5703.42868846,11140.8036654,15.8692307692,4.4,80.228,25.519,0.0,0.85,14.9,2.6,46.5,20.37,954.4,1.06,0.0,30.4,32.9,57.682,17.398,25.0,0.0,1482.5,0.0,6.2,0.0,1623.0
2015-04-12 15:09:14,2523712.4,177287.2,492.5,6516.63333333,63688.9,4.48,4.49,4.48,4.49,4.49,31.24,5.036,4.833,101.3,101.3,101.3,96.96,24.56,25.1,26.74,33.2,15.604,324.2,5703.4377,11140.8129,1.0,299.625961538,5703.42858558,11140.8112317,15.8615384615,4.4,81.159,25.522,0.0,0.85,14.9,2.6,46.5,20.37,954.4,1.07,0.0,30.4,32.9,36.495,16.777,15.0,0.0,1422.5,0.0,3.7,0.0,1561.0
2015-04-12 15:09:15,2382510.1,207387.8,492.0,6111.26666667,61832.1,2.35,2.36,2.35,2.36,2.36,31.26,4.995,4.894,101.3,101.3,101.3,96.81,24.57,25.1,26.74,33.19,15.662,324.0,5703.4385,11140.8224,1.1,299.471153846,5703.42848269,11140.8187981,15.8538461538,4.3,82.242,25.525,0.0,0.85,14.9,2.4,46.5,20.64,954.4,1.07,0.0,30.4,32.9,25.611,16.466,10.0,0.0,1383.0,58.4,2.4,0.0,1480.0
2015-04-12 15:09:16,2241307.8,237488.4,491.0,5705.9,59975.3,2.01,2.01,2.01,2.01,2.01,31.58,5.071,4.952,101.3,101.3,101.3,96.55,24.61,25.12,26.74,33.21,15.249,322.6,5703.4396,11140.831,1.1,299.316346154,5703.42837981,11140.8263644,15.8461538462,4.3,84.031,25.528,0.0,0.85,14.9,2.4,41.9,20.64,954.4,1.085,0.0,30.4,32.9,109.842,16.466,60.0,0.0,1385.5,71.3,4.5,49.0,1517.0
2015-04-12 15:09:17,2100105.5,267589.0,491.0,5310.5,57675.6,2.23,2.23,2.23,2.23,2.23,31.12,5.047,5.03,101.3,101.3,101.3,96.54,24.64,25.12,26.75,33.22,15.564,322.8,5703.4398,11140.8408,1.0,299.161538462,5703.42827692,11140.8339308,15.8384615385,4.2,86.278,25.531,0.0,0.85,14.9,2.4,37.3,20.64,954.4,1.1,0.0,30.4,32.9,120.752,16.466,65.0,0.0,1415.5,65.0,6.5,44.0,1465.0
2015-04-12 15:09:18,1958903.2,297689.6,491.0,4915.1,57944.45,2.16,2.16,2.16,2.16,2.16,31.27,4.845,4.93,101.3,101.3,101.3,96.56,24.65,25.11,26.75,33.2,15.377,322.7,5703.44,11140.8498,1.0,299.006730769,5703.42817404,11140.8414971,15.8307692308,4.1,88.468,25.535,0.0,0.85,14.7,2.0,30.3,20.82,954.4,1.1,0.0,30.4,32.9,133.01,16.777,71.0,0.0,1462.0,93.3,7.6,37.0,1505.0
2015-04-12 15:09:19,1817700.9,327790.2,490.0,4106.0,58213.3,2.0,2.0,2.0,2.0,2.0,31.19,5.035,4.925,101.3,101.3,101.3,96.69,24.65,25.12,26.75,33.21,15.862,322.9,5703.4395,11140.859,1.0,298.851923077,5703.42807115,11140.8490635,15.8230769231,3.6,90.459,25.536,0.0,0.85,14.7,2.0,30.3,20.82,954.4,1.11,0.0,30.4,32.9,150.986,17.398,75.0,0.0,1539.0,68.0,9.1,37.0,1482.0
2015-04-12 15:09:20,1676498.6,357890.8,489.5,3970.45,58199.6,2.41,2.41,2.41,2.41,2.41,30.9,5.016,4.873,101.3,101.3,101.3,96.88,24.61,25.14,26.76,33.2,16.474,322.9,5703.4394,11140.8675,1.0,298.697115385,5703.42796827,11140.8566298,15.8153846154,3.6,92.039,25.539,0.0,0.52,14.7,2.0,30.3,20.83,954.4,1.11,0.0,30.4,32.9,72.158,17.709,32.0,0.0,1555.0,58.7,8.8,25.0,1444.0
2015-04-12 15:09:21,1535296.3,387991.4,489.0,3834.9,59578.95,3.47,3.48,3.47,3.47,3.48,30.94,5.115,5.102,101.3,101.3,101.3,97.25,24.57,25.1,26.74,33.25,16.868,322.8,5703.4391,11140.8764,1.0,298.542307692,5703.42786538,11140.8641962,15.8076923077,3.6,92.782,25.542,0.0,0.52,14.6,1.8,30.2,20.83,954.4,1.1,0.0,30.4,32.9,75.605,17.709,34.0,0.0,1556.0,12.7,5.8,15.0,1405.0
2015-04-12 15:09:22,1394094.0,418092.0,488.0,4314.8,60958.3,4.89,4.89,4.89,4.89,4.89,31.14,5.14,5.142,101.3,101.3,101.3,97.31,24.55,25.06,26.74,33.2,16.748,322.3,5703.4383,11140.8849,1.0,298.3875,5703.4277625,11140.8717625,15.8,3.6,92.428,25.545,0.0,0.52,14.55,1.8,38.4,20.725,954.4,1.1,0.0,30.4,32.9,91.614,17.709,41.0,0.0,1538.0,103.3,5.0,55.0,1395.0
2015-04-12 15:09:23,1622929.0,352751.0,487.0,5037.3,65908.6,6.02,6.02,6.02,6.02,6.02,30.95,5.153,5.173,101.3,101.3,101.3,97.43,24.55,25.05,26.74,33.22,16.709,322.1,5703.4372,11140.8929,1.1,298.232692308,5703.42765962,11140.8793288,15.7923076923,3.6,91.234,25.548,0.0,0.52,14.5,1.8,46.6,20.62,954.4,1.1,0.0,30.4,32.9,90.584,18.33,41.0,0.0,1563.0,115.2,7.2,59.0,1390.0
2015-04-12 15:09:24,1851764.0,287410.0,486.0,5759.8,65670.4,6.17,6.17,6.17,6.17,6.17,30.93,5.072,4.864,101.3,101.3,101.3,97.48,24.57,25.07,26.75,33.2,16.284,322.1,5703.4364,11140.9012,1.0,298.077884615,5703.42755673,11140.8868952,15.7846153846,3.6,89.536,25.551,0.0,0.52,14.5,1.8,46.6,20.62,954.4,1.1,0.0,30.4,32.9,183.625,18.33,96.0,0.0,1612.5,123.0,8.6,64.0,1415.0
2015-04-12 15:09:25,2080599.0,222069.0,485.0,7778.1,65432.2,6.34,6.34,6.34,6.34,6.34,30.45,5.191,5.34,101.3,101.3,101.3,97.82,24.57,25.05,26.76,33.22,16.818,321.9,5703.4359,11140.9093,1.0,297.923076923,5703.42745385,11140.8944615,15.7769230769,3.6,87.747,25.554,0.0,0.97,14.5,1.8,46.6,20.29,954.4,1.08,0.0,30.4,32.9,159.242,19.262,76.0,0.0,1688.5,140.6,11.9,73.0,1475.0
2015-04-12 15:09:26,2309434.0,156728.0,485.0,8229.8,65487.0,8.2,8.2,8.2,8.2,8.2,30.27,5.416,5.328,101.3,101.3,101.3,98.27,24.52,25.06,26.77,33.21,17.476,321.7,5703.4349,11140.9181,1.0,297.768269231,5703.42735096,11140.9020279,15.7692307692,3.7,86.133,25.557,0.0,0.97,14.5,2.2,66.1,20.29,954.4,1.08,0.0,30.4,32.9,140.604,19.884,68.0,0.0,1688.0,111.1,14.1,74.0,1527.0
2015-04-12 15:09:27,2538269.0,91387.0,485.0,8681.5,67064.0,9.63,9.63,9.63,9.63,9.63,30.29,5.632,5.4,101.3,101.3,101.3,98.73,24.5,25.04,26.75,33.23,17.911,321.6,5703.4341,11140.927,1.0,297.613461538,5703.42724808,11140.9095942,15.7615384615,3.7,84.764,25.562,0.56,0.98,14.5,2.2,66.1,20.29,954.4,1.07,0.0,30.4,32.9,135.546,19.884,65.0,0.0,1721.5,62.8,13.1,31.0,1545.0
2015-04-12 15:09:28,2767104.0,26046.0,484.0,10472.9,68641.0,9.44,9.44,9.44,9.44,9.44,29.98,5.59,5.549,101.3,101.3,101.3,99.2,24.49,25.01,26.76,33.28,18.24,321.5,5703.4331,11140.9363,1.0,297.458653846,5703.42714519,11140.9171606,15.7538461538,3.7,83.49,25.565,0.56,0.98,14.5,2.5,70.25,20.115,954.65,1.07,0.0,30.4,32.9,78.353,20.505,35.0,0.0,1701.0,87.1,11.7,33.0,1563.0
2015-04-12 15:09:29,2995939.0,-39295.0,483.5,11567.8,68002.6,7.71,7.71,7.71,7.71,7.71,30.18,5.47,5.443,101.3,101.3,101.3,99.44,24.45,25.0,26.74,33.22,18.036,321.3,5703.4316,11140.9447,1.0,297.303846154,5703.42704231,11140.9247269,15.7461538462,3.8,82.3,25.568,0.56,0.98,14.5,2.8,74.4,19.94,954.9,1.07,0.0,30.4,32.9,109.314,19.884,53.0,0.0,1705.5,89.7,11.5,33.0,1546.0
2015-04-12 15:09:30,3224774.0,-104636.0,483.0,12662.7,66814.85,5.7,5.7,5.7,5.7,5.7,30.17,5.252,5.198,101.3,101.3,101.3,99.36,24.46,25.0,26.75,33.21,17.634,321.3,5703.4304,11140.9525,1.0,297.149038462,5703.42693942,11140.9322933,15.7384615385,3.8,81.102,25.571,0.67,0.98,14.5,2.8,74.4,19.94,954.9,1.06,0.0,30.4,32.9,99.209,19.884,49.0,0.0,1687.0,163.4,14.8,72.0,1566.0
2015-04-12 15:09:31,3453609.0,-169977.0,482.0,13211.1,65627.1,7.88,7.88,7.88,7.88,7.88,30.24,5.242,5.186,101.3,101.3,101.3,99.39,24.46,25.0,26.77,33.21,17.253,321.2,5703.4301,11140.9604,1.0,296.994230769,5703.42683654,11140.9398596,15.7307692308,3.8,80.041,25.576,0.67,0.98,14.5,3.4,73.3,19.74,954.9,1.06,0.0,30.4,32.9,0.0,18.952,0.0,0.0,1623.0,186.8,20.6,95.0,1650.0
2015-04-12 15:09:32,3682444.0,-235318.0,481.0,13025.5,62018.6,14.9,14.9,14.9,14.9,14.9,31.24,4.512,4.774,101.3,101.3,101.3,98.96,24.45,25.0,26.73,33.19,16.006,321.1,5703.4289,11140.9688,1.0,296.839423077,5703.42673365,11140.947426,15.7230769231,3.9,78.904,25.579,0.0,0.98,14.5,3.4,73.3,19.74,954.9,1.06,0.0,30.5,32.9,22.111,18.952,8.0,0.0,1554.5,127.2,22.4,75.0,1681.0
2015-04-12 15:09:33,3470229.7,-202157.9,480.0,12839.9,60344.25,14.1,14.1,14.1,14.1,14.1,31.09,4.268,4.323,101.3,101.3,101.3,98.05,24.53,25.08,26.79,33.17,14.27,321.0,5703.4275,11140.9777,1.1,296.684615385,5703.42663077,11140.9549923,15.7153846154,3.9,77.733,25.582,0.0,1.49,14.4,3.7,73.3,19.95,954.9,1.06,0.0,30.5,32.9,55.687,17.709,24.0,0.0,1539.0,169.4,23.4,68.0,1700.0
2015-04-12 15:09:34,3258015.4,-168997.8,480.0,11120.1,58669.9,9.68,9.68,9.68,9.68,9.68,30.74,4.624,4.635,101.3,101.3,101.3,97.94,24.57,25.13,26.83,33.2,14.514,321.3,5703.4255,11140.9866,1.0,296.529807692,5703.42652788,11140.9625587,15.7076923077,3.9,76.421,25.586,0.0,1.49,14.4,3.7,66.85,19.95,954.9,1.055,0.0,30.5,32.9,73.915,17.709,33.0,0.0,1507.0,77.5,20.8,45.0,1737.0
2015-04-12 15:09:35,3045801.1,-135837.7,479.5,9695.3,56814.0,6.96,6.97,6.96,6.97,6.97,31.09,4.7,4.51,101.3,101.3,101.3,97.61,24.59,25.13,26.81,33.2,14.37,321.4,5703.4239,11140.9958,1.0,296.375,5703.426425,11140.970125,15.7,4.0,74.99,25.589,0.0,1.49,14.4,3.7,60.4,19.95,954.9,1.05,0.0,30.5,32.9,93.582,17.709,42.0,0.0,1524.0,107.5,19.0,51.0,1698.0
2015-04-12 15:09:36,2833586.8,-102677.6,479.0,8270.5,56212.55,5.28,5.28,5.28,5.28,5.28,30.91,4.823,4.896,101.3,101.3,101.3,97.58,24.61,25.12,26.81,33.21,14.858,321.9,5703.4217,11141.0047,1.0,296.220192308,5703.42632212,11140.9776913,15.6923076923,4.0,73.682,25.592,0.0,1.49,14.5,3.7,42.9,20.38,954.9,1.05,0.0,30.5,32.9,87.335,18.33,39.0,0.0,1543.0,103.7,18.8,52.0,1711.0
2015-04-12 15:09:37,2621372.5,-69517.5,478.0,5838.4,55611.1,3.56,3.57,3.56,3.57,3.57,30.87,4.897,4.877,101.3,101.3,101.3,97.57,24.6,25.14,26.83,33.21,15.005,321.9,5703.4207,11141.0133,1.0,296.065384615,5703.42621923,11140.9852577,15.6846153846,3.9,72.507,25.597,0.0,1.49,14.5,3.4,42.9,20.38,954.9,1.05,0.0,30.5,33.0,54.815,18.33,23.0,0.0,1562.0,0.0,15.3,0.0,1669.0
2015-04-12 15:09:38,2409158.2,-36357.4,477.0,5463.4,55296.1333333,2.1,2.11,2.11,2.11,2.11,31.17,4.91,4.945,101.3,101.3,101.3,97.5,24.61,25.12,26.8,33.2,15.384,321.8,5703.4195,11141.0215,1.1,295.910576923,5703.42611635,11140.992824,15.6769230769,3.9,71.393,25.6,0.0,0.7,14.5,3.4,42.9,20.72,954.9,1.05,0.0,30.5,33.0,36.957,18.33,14.0,0.0,1550.0,0.0,7.3,0.0,1584.0
2015-04-12 15:09:39,2196943.9,-3197.3,476.0,5088.4,54981.1666667,1.01,1.01,1.01,1.01,1.01,31.16,4.923,4.866,101.3,101.3,101.3,97.41,24.61,25.13,26.8,33.21,15.445,321.8,5703.4181,11141.0296,1.1,295.755769231,5703.42601346,11141.0003904,15.6692307692,3.9,70.138,25.603,0.0,0.7,14.4,2.8,30.2,20.72,954.9,1.05,0.0,30.5,33.0,46.494,18.33,19.0,0.0,1572.5,71.7,5.6,7.0,1552.0
2015-04-12 15:09:40,1984729.6,29962.8,475.0,4713.4,54666.2,0.653,0.653,0.653,0.653,0.653,31.07,4.807,4.871,101.3,101.3,101.3,97.23,24.63,25.16,26.8,33.25,15.259,321.8,5703.4169,11141.0378,1.0,295.600961538,5703.42591058,11141.0079567,15.6615384615,3.9,68.887,25.607,0.0,0.7,14.3,2.8,26.95,20.795,954.9,1.045,0.0,30.5,33.0,56.942,18.33,24.0,0.0,1592.0,60.9,5.8,18.0,1516.0
2015-04-12 15:09:41,1772515.3,63122.9,475.0,4513.35,53835.0,0.802,0.802,0.802,0.802,0.802,30.93,4.872,5.062,101.3,101.3,101.3,97.24,24.64,25.16,26.83,33.22,15.427,321.3,5703.4157,11141.0461,1.1,295.446153846,5703.42580769,11141.0155231,15.6538461538,3.8,67.483,25.61,0.0,0.7,14.2,2.8,23.7,20.87,954.9,1.04,0.0,30.5,33.0,92.763,18.952,42.0,0.0,1608.0,93.0,7.4,41.0,1520.0
2015-04-12 15:09:42,1560301.0,96283.0,475.0,4313.3,54036.1,1.09,1.09,1.09,1.09,1.09,31.06,4.979,4.896,101.3,101.3,101.3,97.09,24.67,25.19,26.82,33.19,15.467,321.2,5703.4144,11141.0541,1.1,295.291346154,5703.42570481,11141.0230894,15.6461538462,3.8,65.942,25.613,0.0,0.7,14.2,2.4,23.7,20.87,954.9,1.04,0.0,30.5,33.1,56.255,19.262,24.0,0.0,1642.5,90.4,9.8,42.0,1529.0
2015-04-12 15:09:43,1474183.0,89836.1,473.0,4102.5,54237.2,1.26,1.26,1.26,1.26,1.26,31.16,5.087,5.041,101.3,101.3,101.3,97.27,24.64,25.16,26.8,33.24,15.85,320.9,5703.4133,11141.0623,1.1,295.136538462,5703.42560192,11141.0306558,15.6384615385,3.8,64.427,25.617,0.0,0.53,14.2,2.4,23.7,20.87,954.9,1.04,0.0,30.5,33.1,54.776,19.262,23.0,0.0,1637.0,61.7,9.7,24.0,1546.0
2015-04-12 15:09:44,1388065.0,83389.2,472.5,4082.45,53225.0,1.33,1.33,1.33,1.33,1.33,31.11,5.1,5.058,101.3,101.3,101.3,97.28,24.64,25.16,26.82,33.22,15.849,320.4,5703.4123,11141.0698,1.0,294.981730769,5703.42549904,11141.0382221,15.6307692308,3.7,62.882,25.621,0.0,0.53,14.4,1.8,21.2,20.91,954.9,1.04,0.0,30.5,33.0,0.0,19.262,0.0,0.0,1635.0,36.7,8.7,23.0,1565.0
2015-04-12 15:09:45,1301947.0,76942.3,472.0,4062.4,52201.0,1.82,1.82,1.82,1.82,1.82,31.36,5.09,5.041,101.3,101.3,101.3,97.22,24.63,25.17,26.81,33.21,15.933,320.1,5703.4114,11141.0774,1.0,294.826923077,5703.42539615,11141.0457885,15.6230769231,3.7,61.357,25.624,0.0,0.53,14.2,1.8,21.2,20.91,954.9,1.03,0.0,30.5,33.0,24.198,19.262,8.0,0.0,1630.5,46.4,6.3,13.0,1562.0
2015-04-12 15:09:46,1215829.0,70495.4,470.0,4244.8,51177.0,2.63,2.63,2.63,2.63,2.63,31.31,4.892,5.078,101.3,101.3,101.3,96.83,24.71,25.2,26.84,33.2,15.271,319.9,5703.4103,11141.0848,1.0,294.672115385,5703.42529327,11141.0533548,15.6153846154,3.7,59.792,25.627,0.0,0.53,14.2,1.6,20.85,20.92,954.9,1.03,0.0,30.55,33.0,39.678,19.262,15.0,0.0,1638.5,71.2,6.9,32.0,1583.0
2015-04-12 15:09:47,1129711.0,64048.5,469.666666667,4258.0,50246.7,3.09,3.09,3.09,3.09,3.09,31.26,4.879,5.013,101.3,101.3,101.3,96.81,24.74,25.21,26.83,33.23,15.446,319.8,5703.4093,11141.092,1.0,294.517307692,5703.42519038,11141.0609212,15.6076923077,3.7,58.202,25.632,0.0,0.53,14.2,1.4,20.5,20.93,954.9,1.03,0.0,30.6,33.0,44.896,19.262,18.0,0.0,1651.0,70.9,6.2,13.0,1589.0
2015-04-12 15:09:48,1043593.0,57601.6,469.333333333,4271.2,50218.45,3.11,3.12,3.11,3.11,3.12,31.27,5.017,5.061,101.3,101.3,101.3,96.89,24.73,25.21,26.84,33.25,15.683,319.4,5703.4081,11141.0991,1.0,294.3625,5703.4250875,11141.0684875,15.6,3.7,56.668,25.635,0.0,0.53,14.2,1.4,20.5,20.93,954.9,1.03,0.0,30.6,33.0,24.238,19.262,9.0,0.0,1646.0,87.2,8.4,41.0,1614.0
2015-04-12 15:09:49,957475.0,51154.7,469.0,4045.6,50190.2,2.6,2.6,2.6,2.6,2.6,31.21,5.031,4.92,101.3,101.3,101.3,96.87,24.74,25.23,26.87,33.2,15.596,319.3,5703.4067,11141.1057,1.1,294.207692308,5703.42498462,11141.0760538,15.5923076923,3.7,55.104,25.638,0.0,0.53,13.9,1.4,19.8,20.94,954.9,1.03,0.0,30.6,33.0,0.0,19.262,0.0,0.0,1638.0,52.1,8.2,23.0,1644.0
2015-04-12 15:09:50,871357.0,44707.8,468.5,3927.65,48337.4,2.25,2.25,2.25,2.25,2.25,31.47,5.097,4.939,101.3,101.3,101.3,96.65,24.72,25.21,26.83,33.22,15.465,319.0,5703.4056,11141.1122,1.1,294.052884615,5703.42488173,11141.0836202,15.5846153846,3.7,53.54,25.642,0.0,0.53,13.9,1.4,19.8,20.94,956.0,1.02,0.0,30.6,33.1,0.0,18.952,0.0,0.0,1613.0,21.3,7.2,24.0,1655.0
2015-04-12 15:09:51,785239.0,38260.9,468.0,3809.7,46579.9,2.19,2.19,2.19,2.19,2.19,31.41,5.034,5.127,101.3,101.3,101.3,96.55,24.77,25.22,26.84,33.22,15.453,318.8,5703.4049,11141.1193,1.0,293.898076923,5703.42477885,11141.0911865,15.5769230769,3.6,52.049,25.645,0.0,0.5,13.9,1.2,19.8,20.94,956.0,1.02,0.0,30.6,33.1,8.969,18.952,0.0,0.0,1583.0,0.0,4.1,0.0,1645.0
2015-04-12 15:09:52,699121.0,31814.0,466.0,3697.4,44822.4,3.05,3.05,3.05,3.05,3.05,31.3,5.111,5.095,101.3,101.3,101.3,96.51,24.77,25.22,26.85,33.22,15.654,318.1,5703.4045,11141.126,1.1,293.743269231,5703.42467596,11141.0987529,15.5692307692,3.6,50.462,25.648,0.0,0.5,13.9,1.2,19.1,20.94,956.0,1.02,0.0,30.55,33.1,0.0,17.709,0.0,0.0,1577.5,37.8,3.4,3.0,1629.0
2015-04-12 15:09:53,684795.5,32577.9,466.0,3585.65,41208.8,3.6,3.6,3.6,3.6,3.6,31.5,4.911,5.209,101.3,101.3,101.3,96.39,24.78,25.22,26.84,33.22,15.48,318.1,5703.4033,11141.1334,1.0,293.588461538,5703.42457308,11141.1063192,15.5615384615,3.6,48.959,25.651,0.0,0.5,13.9,1.2,18.4,20.94,956.0,1.02,0.0,30.5,33.1,0.0,17.709,0.0,0.0,1546.5,42.4,3.8,16.0,1643.0
2015-04-12 15:09:54,670470.0,33341.8,466.0,3473.9,40078.65,3.12,3.12,3.12,3.12,3.12,31.45,4.927,4.978,101.3,101.3,101.3,96.46,24.78,25.26,26.85,33.23,15.788,317.7,5703.4023,11141.1403,1.1,293.433653846,5703.42447019,11141.1138856,15.5538461538,3.5,47.475,25.656,0.0,0.5,13.7,1.2,16.6,20.94,956.0,1.02,0.0,30.5,33.1,0.0,17.709,0.0,0.0,1525.0,46.6,4.4,17.0,1656.0
2015-04-12 15:09:55,656144.5,34105.7,465.0,3139.4,38948.5,2.29,2.29,2.29,2.29,2.29,31.33,4.784,4.777,101.3,101.3,101.3,96.39,24.8,25.27,26.85,33.22,15.592,317.3,5703.4013,11141.1468,1.1,293.278846154,5703.42436731,11141.1214519,15.5461538462,3.5,46.063,25.659,0.0,0.5,13.7,1.0,16.6,20.94,956.0,1.02,0.0,30.5,33.1,0.0,17.709,0.0,0.0,1516.0,0.0,3.1,0.0,1639.0
2015-04-12 15:09:56,641819.0,34869.6,464.5,2946.9,36432.3,1.64,1.64,1.64,1.64,1.64,31.56,5.154,5.082,101.3,101.3,101.3,96.35,24.78,25.26,26.85,33.27,15.808,317.3,5703.3999,11141.1539,1.0,293.124038462,5703.42426442,11141.1290183,15.5384615385,3.5,44.682,25.662,0.0,0.35,13.7,1.0,16.6,20.94,956.0,1.02,0.0,30.5,33.1,0.0,17.398,0.0,0.0,1485.5,0.0,2.2,0.0,1614.0
2015-04-12 15:09:57,627493.5,35633.5,464.0,2754.4,34499.0,1.27,1.27,1.27,1.27,1.27,31.49,5.103,5.042,101.3,101.3,101.3,96.31,24.78,25.27,26.85,33.22,15.75,317.6,5703.3989,11141.1609,1.1,292.969230769,5703.42416154,11141.1365846,15.5307692308,3.5,43.339,25.665,0.0,0.35,13.6,1.0,15.0,20.94,956.0,1.02,0.0,30.5,33.1,0.0,17.398,0.0,0.0,1475.0,9.0,1.8,0.0,1586.0
2015-04-12 15:09:58,613168.0,36397.4,464.0,2452.0,32565.7,1.06,1.06,1.06,1.06,1.06,31.51,4.831,5.09,101.3,101.3,101.3,96.29,24.82,25.26,26.84,33.24,15.961,317.5,5703.3982,11141.1676,1.1,292.814423077,5703.42405865,11141.144151,15.5230769231,3.4,42.069,25.67,0.0,0.35,13.65,1.0,15.0,20.94,956.0,1.02,0.0,30.5,33.1,0.0,16.777,0.0,0.0,1423.5,0.0,1.4,0.0,1573.0
2015-04-12 15:09:59,598842.5,37161.3,464.0,2324.8,28366.0,0.953,0.953,0.953,0.953,0.953,31.54,5.204,5.031,101.3,101.3,101.3,96.23,24.79,25.27,26.86,33.21,15.799,317.1,5703.3971,11141.1744,1.0,292.659615385,5703.42395577,11141.1517173,15.5153846154,3.4,40.829,25.673,0.0,0.35,13.7,1.0,15.0,20.94,956.0,1.02,0.0,30.5,33.1,0.0,16.777,0.0,0.0,1412.5,0.0,1.2,0.0,1552.0
2015-04-12 15:10:00,584517.0,37925.2,464.0,2197.6,26374.9,0.886,0.886,0.886,0.886,0.886,31.63,4.908,5.188,101.3,101.3,101.3,96.19,24.81,25.25,26.85,33.25,15.902,316.6,5703.3959,11141.181,1.1,292.504807692,5703.42385288,11141.1592837,15.5076923077,3.4,39.647,25.676,0.0,0.35,13.7,0.8,13.8,20.94,956.4,1.02,0.0,30.5,33.1,0.0,16.777,0.0,0.0,1421.5,0.0,0.9,0.0,1546.0
2015-04-12 15:10:01,570191.5,38689.1,464.0,1944.2,24383.8,0.774,0.774,0.774,0.774,0.774,31.55,4.778,4.842,101.3,101.3,101.3,96.17,24.84,25.29,26.87,33.21,15.927,316.0,5703.395,11141.1875,1.1,292.35,5703.42375,11141.16685,15.5,3.4,38.537,25.679,0.0,0.23,13.7,0.8,13.8,20.94,956.4,1.02,0.0,30.5,33.1,0.0,16.777,0.0,0.0,1441.5,0.0,0.8,0.0,1519.0
2015-04-12 15:10:02,555866.0,39453.0,463.5,1856.9,23183.6666667,0.631,0.631,0.631,0.631,0.631,31.66,5.107,5.263,101.3,101.3,101.3,96.12,24.82,25.28,26.87,33.24,15.703,315.8,5703.3942,11141.1938,1.0,292.195192308,5703.42364712,11141.1744163,15.4923076923,3.4,37.434,25.683,0.0,0.23,13.5,0.6,12.6,20.94,956.4,1.02,0.0,30.5,33.1,0.0,16.466,0.0,0.0,1399.0,0.0,0.8,0.0,1497.0
2015-04-12 15:10:03,517361.2,39683.6,463.0,1769.6,21983.5333333,0.499,0.499,0.499,0.499,0.499,31.65,5.108,4.886,101.3,101.3,101.3,96.21,24.82,25.29,26.86,33.2,15.87,316.4,5703.393,11141.2017,1.0,292.040384615,5703.42354423,11141.1819827,15.4846153846,3.4,36.404,25.686,0.0,0.24,13.5,0.6,12.6,20.94,956.4,1.02,0.0,30.5,33.1,0.0,16.777,0.0,0.0,1410.0,0.0,0.8,0.0,1480.0
2015-04-12 15:10:04,478856.4,39914.2,462.0,1682.3,20783.4,0.382,0.382,0.382,0.382,0.382,31.6,4.837,4.889,101.3,101.3,101.3,96.13,24.84,25.31,26.85,33.23,16.076,316.3,5703.3923,11141.2085,1.0,291.885576923,5703.42344135,11141.189549,15.4769230769,3.4,35.435,25.689,0.0,0.24,13.5,0.7,11.95,20.94,956.4,1.02,0.0,30.5,33.15,0.0,16.466,0.0,0.0,1368.0,0.0,0.6,0.0,1468.0
2015-04-12 15:10:05,440351.6,40144.8,462.0,1550.45,17601.4,0.276,0.276,0.276,0.276,0.276,31.65,5.036,4.986,101.3,101.3,101.3,96.13,24.83,25.29,26.85,33.23,16.113,316.2,5703.3916,11141.2147,1.0,291.730769231,5703.42333846,11141.1971154,15.4692307692,3.4,34.504,25.692,0.0,0.24,13.5,0.8,11.3,20.94,956.4,1.02,0.0,30.5,33.2,0.0,16.466,0.0,0.0,1397.5,0.0,0.7,0.0,1422.0
2015-04-12 15:10:06,401846.8,40375.4,462.0,1418.6,16217.85,0.199,0.199,0.199,0.199,0.199,31.67,5.073,5.227,101.3,101.3,101.3,96.14,24.84,25.29,26.86,33.23,15.891,315.8,5703.3904,11141.2206,1.0,291.575961538,5703.42323558,11141.2046817,15.4615384615,3.4,33.734,25.696,0.0,0.24,13.5,0.8,11.3,20.94,956.4,1.02,0.0,30.6,33.2,0.0,16.466,0.0,0.0,1364.5,0.0,0.6,0.0,1412.0
