,hnu
2015-04-12 14:47:01,2.7
2015-04-12 14:47:02,2.7
2015-04-12 14:47:03,2.7
2015-04-12 14:47:04,2.7
2015-04-12 14:47:05,2.7
2015-04-12 14:47:06,2.7
2015-04-12 14:47:07,2.7
2015-04-12 14:47:08,2.7
2015-04-12 14:47:09,2.7
2015-04-12 14:47:10,2.7
2015-04-12 14:47:11,2.7
2015-04-12 14:47:12,2.7
2015-04-12 14:47:13,2.7
2015-04-12 14:47:14,2.7
2015-04-12 14:47:15,2.7
2015-04-12 14:47:16,2.7
2015-04-12 14:47:17,2.7
2015-04-12 14:47:18,2.7
2015-04-12 14:47:19,2.6
2015-04-12 14:47:20,2.7
2015-04-12 14:47:21,2.7
2015-04-12 14:47:22,2.7
2015-04-12 14:47:23,2.7
2015-04-12 14:47:24,2.7
2015-04-12 14:47:25,2.7
2015-04-12 14:47:26,2.7
2015-04-12 14:47:27,2.7
2015-04-12 14:47:28,2.7
2015-04-12 14:47:29,2.7
2015-04-12 14:47:30,2.7
2015-04-12 14:47:31,2.7
2015-04-12 14:47:32,2.7
2015-04-12 14:47:33,2.7
2015-04-12 14:47:34,2.7
2015-04-12 14:47:35,2.7
2015-04-12 14:47:36,2.7
2015-04-12 14:47:37,2.7
2015-04-12 14:47:38,2.7
2015-04-12 14:47:39,2.7
2015-04-12 14:47:40,2.7
2015-04-12 14:47:41,2.7
2015-04-12 14:47:42,2.7
2015-04-12 14:47:43,2.7
2015-04-12 14:47:44,2.7
2015-04-12 14:47:45,2.7
2015-04-12 14:47:46,2.7
2015-04-12 14:47:47,2.7
2015-04-12 14:47:48,2.7
2015-04-12 14:47:49,2.7
2015-04-12 14:47:50,2.7
2015-04-12 14:47:51,2.7
2015-04-12 14:47:52,2.7
2015-04-12 14:47:53,2.7
2015-04-12 14:47:54,2.7
2015-04-12 14:47:55,2.7
2015-04-12 14:47:56,2.7
2015-04-12 14:47:57,2.7
2015-04-12 14:47:58,2.7
2015-04-12 14:47:59,2.7
2015-04-12 14:48:00,2.7
2015-04-12 14:48:01,2.7
2015-04-12 14:48:02,2.7
2015-04-12 14:48:03,2.7
2015-04-12 14:48:04,2.7
2015-04-12 14:48:05,2.7
2015-04-12 14:48:06,2.7
2015-04-12 14:48:07,2.7
2015-04-12 14:48:08,2.7
2015-04-12 14:48:09,2.7
2015-04-12 14:48:10,2.7
2015-04-12 14:48:11,2.7
2015-04-12 14:48:12,2.7
2015-04-12 14:48:13,2.7
2015-04-12 14:48:14,2.7
2015-04-12 14:48:15,2.7
2015-04-12 14:48:16,2.7
2015-04-12 14:48:17,2.7
2015-04-12 14:48:18,2.7
2015-04-12 14:48:19,2.7
2015-04-12 14:48:20,2.7
2015-04-12 14:48:21,2.7
2015-04-12 14:48:22,2.7
2015-04-12 14:48:23,2.7
2015-04-12 14:48:24,2.7
2015-04-12 14:48:25,2.7
2015-04-12 14:48:26,2.8
2015-04-12 14:48:27,2.8
2015-04-12 14:48:28,2.8
2015-04-12 14:48:29,2.8
2015-04-12 14:48:30,2.8
2015-04-12 14:48:31,2.8
2015-04-12 14:48:32,2.8
2015-04-12 14:48:33,2.8
2015-04-12 14:48:34,2.8
2015-04-12 14:48:35,2.9
2015-04-12 14:48:36,2.9
2015-04-12 14:48:37,2.9
2015-04-12 14:48:38,2.9
2015-04-12 14:48:39,2.9
2015-04-12 14:48:40,2.9
2015-04-12 14:48:41,2.9
2015-04-12 14:48:42,2.9
2015-04-12 14:48:43,2.9
2015-04-12 14:48:44,2.9
2015-04-12 14:48:45,2.9
2015-04-12 14:48:46,2.9
2015-04-12 14:48:47,2.9
2015-04-12 14:48:48,2.9
2015-04-12 14:48:49,2.9
2015-04-12 14:48:50,2.9
2015-04-12 14:48:51,2.9
2015-04-12 14:48:52,2.9
2015-04-12 14:48:53,2.9
2015-04-12 14:48:54,2.9
2015-04-12 14:48:55,2.9
2015-04-12 14:48:56,2.9
2015-04-12 14:48:57,2.9
2015-04-12 14:48:58,2.9
2015-04-12 14:48:59,2.9
2015-04-12 14:49:00,2.9
2015-04-12 14:49:01,2.9
2015-04-12 14:49:02,2.9
2015-04-12 14:49:03,2.9
2015-04-12 14:49:04,2.9
2015-04-12 14:49:05,2.9
2015-04-12 14:49:06,2.9
2015-04-12 14:49:07,2.9
2015-04-12 14:49:08,2.9
2015-04-12 14:49:09,2.9
2015-04-12 14:49:10,2.9
2015-04-12 14:49:11,2.9
2015-04-12 14:49:12,2.9
2015-04-12 14:49:13,3.0
2015-04-12 14:49:14,3.0
2015-04-12 14:49:15,3.0
2015-04-12 14:49:16,3.0
2015-04-12 14:49:17,3.0
2015-04-12 14:49:18,3.0
2015-04-12 14:49:19,3.0
2015-04-12 14:49:20,3.0
2015-04-12 14:49:21,3.0
2015-04-12 14:49:22,3.0
2015-04-12 14:49:23,2.9
2015-04-12 14:49:24,2.9
2015-04-12 14:49:25,3.0
2015-04-12 14:49:26,2.9
2015-04-12 14:49:27,2.9
2015-04-12 14:49:28,2.9
2015-04-12 14:49:29,2.9
2015-04-12 14:49:30,2.9
2015-04-12 14:49:31,2.9
2015-04-12 14:49:32,3.0
2015-04-12 14:49:33,3.0
2015-04-12 14:49:34,3.0
2015-04-12 14:49:35,3.0
2015-04-12 14:49:36,3.0
2015-04-12 14:49:37,2.9
2015-04-12 14:49:38,3.0
2015-04-12 14:49:39,3.0
2015-04-12 14:49:40,3.0
2015-04-12 14:49:41,2.9
2015-04-12 14:49:42,2.9
2015-04-12 14:49:43,2.9
2015-04-12 14:49:44,2.9
2015-04-12 14:49:45,2.9
2015-04-12 14:49:46,2.9
2015-04-12 14:49:47,2.9
2015-04-12 14:49:48,2.9
2015-04-12 14:49:49,2.9
2015-04-12 14:49:50,2.9
2015-04-12 14:49:51,2.9
2015-04-12 14:49:52,2.9
2015-04-12 14:49:53,2.9
2015-04-12 14:49:54,2.9
2015-04-12 14:49:55,2.9
2015-04-12 14:49:56,2.9
2015-04-12 14:49:57,2.9
2015-04-12 14:49:58,2.9
2015-04-12 14:49:59,2.9
2015-04-12 14:50:00,2.9
2015-04-12 14:50:01,2.9
2015-04-12 14:50:02,2.9
2015-04-12 14:50:03,2.9
2015-04-12 14:50:04,2.9
2015-04-12 14:50:05,2.9
2015-04-12 14:50:06,2.9
2015-04-12 14:50:07,2.9
2015-04-12 14:50:08,2.9
2015-04-12 14:50:09,2.9
2015-04-12 14:50:10,2.9
2015-04-12 14:50:11,2.9
2015-04-12 14:50:12,2.9
2015-04-12 14:50:13,2.9
2015-04-12 14:50:14,2.9
2015-04-12 14:50:15,2.9
2015-04-12 14:50:16,2.9
2015-04-12 14:50:17,2.9
2015-04-12 14:50:18,2.9
2015-04-12 14:50:19,2.9
2015-04-12 14:50:20,2.9
2015-04-12 14:50:21,2.9
2015-04-12 14:50:22,2.9
2015-04-12 14:50:23,2.9
2015-04-12 14:50:24,2.9
2015-04-12 14:50:25,2.9
2015-04-12 14:50:26,2.9
2015-04-12 14:50:27,2.9
2015-04-12 14:50:28,2.9
2015-04-12 14:50:29,2.9
2015-04-12 14:50:30,2.9
2015-04-12 14:50:31,2.9
2015-04-12 14:50:32,2.9
2015-04-12 14:50:33,2.9
2015-04-12 14:50:34,2.9
2015-04-12 14:50:35,2.9
2015-04-12 14:50:36,2.9
2015-04-12 14:50:37,2.9
2015-04-12 14:50:38,2.9
2015-04-12 14:50:39,2.9
2015-04-12 14:50:40,2.9
2015-04-12 14:50:41,2.9
2015-04-12 14:50:42,2.9
2015-04-12 14:50:43,2.9
2015-04-12 14:50:44,2.9
2015-04-12 14:50:45,2.9
2015-04-12 14:50:46,2.9
2015-04-12 14:50:47,2.9
2015-04-12 14:50:48,2.9
2015-04-12 14:50:49,2.9
2015-04-12 14:50:50,2.9
2015-04-12 14:50:51,2.9
2015-04-12 14:50:52,2.9
2015-04-12 14:50:53,2.9
2015-04-12 14:50:54,2.9
2015-04-12 14:50:55,2.9
2015-04-12 14:50:56,2.9
2015-04-12 14:50:57,2.9
2015-04-12 14:50:58,2.9
2015-04-12 14:50:59,2.9
2015-04-12 14:51:00,2.9
2015-04-12 14:51:01,2.9
2015-04-12 14:51:02,2.9
2015-04-12 14:51:03,2.9
2015-04-12 14:51:04,2.9
2015-04-12 14:51:05,2.9
2015-04-12 14:51:06,2.9
2015-04-12 14:51:07,2.9
2015-04-12 14:51:08,2.9
2015-04-12 14:51:09,2.9
2015-04-12 14:51:10,2.8
2015-04-12 14:51:11,2.8
2015-04-12 14:51:12,2.8
2015-04-12 14:51:13,2.8
2015-04-12 14:51:14,2.8
2015-04-12 14:51:15,2.8
2015-04-12 14:51:16,2.8
2015-04-12 14:51:17,2.7
2015-04-12 14:51:18,2.8
2015-04-12 14:51:19,2.7
2015-04-12 14:51:20,2.7
2015-04-12 14:51:21,2.7
2015-04-12 14:51:22,2.7
2015-04-12 14:51:23,2.7
2015-04-12 14:51:24,2.7
2015-04-12 14:51:25,2.7
2015-04-12 14:51:26,2.8
2015-04-12 14:51:27,2.8
2015-04-12 14:51:28,3.3
2015-04-12 14:51:29,4.0
2015-04-12 14:51:30,4.7
2015-04-12 14:51:31,4.8
2015-04-12 14:51:32,5.3
2015-04-12 14:51:33,5.3
2015-04-12 14:51:34,5.3
2015-04-12 14:51:35,5.2
2015-04-12 14:51:36,4.7
2015-04-12 14:51:37,4.8
2015-04-12 14:51:38,4.8
2015-04-12 14:51:39,5.4
2015-04-12 14:51:40,6.6
2015-04-12 14:51:41,7.7
2015-04-12 14:51:42,8.6
2015-04-12 14:51:43,8.6
2015-04-12 14:51:44,9.1
2015-04-12 14:51:45,9.2
2015-04-12 14:51:46,9.3
2015-04-12 14:51:47,9.3
2015-04-12 14:51:48,9.3
2015-04-12 14:51:49,9.4
2015-04-12 14:51:50,9.4
2015-04-12 14:51:51,9.9
2015-04-12 14:51:52,10.0
2015-04-12 14:51:53,10.5
2015-04-12 14:51:54,10.5
2015-04-12 14:51:55,10.4
2015-04-12 14:51:56,9.9
2015-04-12 14:51:57,9.3
2015-04-12 14:51:58,8.7
2015-04-12 14:51:59,7.9
2015-04-12 14:52:00,7.3
2015-04-12 14:52:01,7.3
2015-04-12 14:52:02,6.6
2015-04-12 14:52:03,6.0
2015-04-12 14:52:04,5.5
2015-04-12 14:52:05,5.4
2015-04-12 14:52:06,5.4
2015-04-12 14:52:07,5.4
2015-04-12 14:52:08,5.4
2015-04-12 14:52:09,5.3
2015-04-12 14:52:10,5.3
2015-04-12 14:52:11,4.8
2015-04-12 14:52:12,4.8
2015-04-12 14:52:13,4.3
2015-04-12 14:52:14,4.2
2015-04-12 14:52:15,3.7
2015-04-12 14:52:16,3.7
2015-04-12 14:52:17,3.6
2015-04-12 14:52:18,3.5
2015-04-12 14:52:19,3.4
2015-04-12 14:52:20,3.4
2015-04-12 14:52:21,3.0
2015-04-12 14:52:22,3.0
2015-04-12 14:52:23,2.9
2015-04-12 14:52:24,3.0
2015-04-12 14:52:25,2.9
2015-04-12 14:52:26,2.9
2015-04-12 14:52:27,2.9
2015-04-12 14:52:28,2.9
2015-04-12 14:52:29,2.9
2015-04-12 14:52:30,2.9
2015-04-12 14:52:31,2.9
2015-04-12 14:52:32,3.4
2015-04-12 14:52:33,3.4
2015-04-12 14:52:34,3.5
2015-04-12 14:52:35,4.0
2015-04-12 14:52:36,4.5
2015-04-12 14:52:37,5.0
2015-04-12 14:52:38,5.1
2015-04-12 14:52:39,5.6
2015-04-12 14:52:40,5.6
2015-04-12 14:52:41,5.5
2015-04-12 14:52:42,5.0
2015-04-12 14:52:43,4.4
2015-04-12 14:52:44,4.4
2015-04-12 14:52:45,3.8
2015-04-12 14:52:46,3.3
2015-04-12 14:52:47,3.3
2015-04-12 14:52:48,3.2
2015-04-12 14:52:49,3.2
2015-04-12 14:52:50,3.1
2015-04-12 14:52:51,3.0
2015-04-12 14:52:52,3.0
2015-04-12 14:52:53,2.9
2015-04-12 14:52:54,2.9
2015-04-12 14:52:55,2.9
2015-04-12 14:52:56,2.9
2015-04-12 14:52:57,2.8
2015-04-12 14:52:58,2.8
2015-04-12 14:52:59,2.8
2015-04-12 14:53:00,2.8
2015-04-12 14:53:01,2.9
2015-04-12 14:53:02,2.9
2015-04-12 14:53:03,3.4
2015-04-12 14:53:04,3.4
2015-04-12 14:53:05,4.0
2015-04-12 14:53:06,4.0
2015-04-12 14:53:07,4.0
2015-04-12 14:53:08,3.9
2015-04-12 14:53:09,3.9
2015-04-12 14:53:10,3.8
2015-04-12 14:53:11,3.8
2015-04-12 14:53:12,4.3
2015-04-12 14:53:13,5.2
2015-04-12 14:53:14,6.0
2015-04-12 14:53:15,6.0
2015-04-12 14:53:16,6.5
2015-04-12 14:53:17,6.6
2015-04-12 14:53:18,6.7
2015-04-12 14:53:19,7.2
2015-04-12 14:53:20,7.2
2015-04-12 14:53:21,7.3
2015-04-12 14:53:22,7.7
2015-04-12 14:53:23,8.3
2015-04-12 14:53:24,8.3
2015-04-12 14:53:25,8.8
2015-04-12 14:53:26,9.4
2015-04-12 14:53:27,10.0
2015-04-12 14:53:28,10.0
2015-04-12 14:53:29,10.7
2015-04-12 14:53:30,11.1
2015-04-12 14:53:31,11.7
2015-04-12 14:53:32,11.7
2015-04-12 14:53:33,12.2
2015-04-12 14:53:34,12.2
2015-04-12 14:53:35,12.3
2015-04-12 14:53:36,12.3
2015-04-12 14:53:37,12.3
2015-04-12 14:53:38,12.2
2015-04-12 14:53:39,11.7
2015-04-12 14:53:40,11.0
2015-04-12 14:53:41,10.3
2015-04-12 14:53:42,10.3
2015-04-12 14:53:43,8.8
2015-04-12 14:53:44,7.6
2015-04-12 14:53:45,6.4
2015-04-12 14:53:46,5.4
2015-04-12 14:53:47,5.4
2015-04-12 14:53:48,4.6
2015-04-12 14:53:49,4.2
2015-04-12 14:53:50,4.2
2015-04-12 14:53:51,4.7
2015-04-12 14:53:52,5.8
2015-04-12 14:53:53,7.6
2015-04-12 14:53:54,10.0
2015-04-12 14:53:55,12.4
2015-04-12 14:53:56,13.6
2015-04-12 14:53:57,15.5
2015-04-12 14:53:58,16.9
2015-04-12 14:53:59,17.5
2015-04-12 14:54:00,18.1
2015-04-12 14:54:01,18.2
2015-04-12 14:54:02,18.3
2015-04-12 14:54:03,18.8
2015-04-12 14:54:04,18.8
2015-04-12 14:54:05,18.9
2015-04-12 14:54:06,19.0
2015-04-12 14:54:07,19.4
2015-04-12 14:54:08,19.4
2015-04-12 14:54:09,19.4
2015-04-12 14:54:10,19.4
2015-04-12 14:54:11,19.4
2015-04-12 14:54:12,18.8
2015-04-12 14:54:13,18.2
2015-04-12 14:54:14,17.6
2015-04-12 14:54:15,16.8
2015-04-12 14:54:16,16.1
2015-04-12 14:54:17,15.4
2015-04-12 14:54:18,15.3
2015-04-12 14:54:19,14.9
2015-04-12 14:54:20,14.8
2015-04-12 14:54:21,14.8
2015-04-12 14:54:22,14.8
2015-04-12 14:54:23,14.8
2015-04-12 14:54:24,15.3
2015-04-12 14:54:25,15.8
2015-04-12 14:54:26,16.4
2015-04-12 14:54:27,17.0
2015-04-12 14:54:28,17.1
2015-04-12 14:54:29,17.5
2015-04-12 14:54:30,17.5
2015-04-12 14:54:31,17.0
2015-04-12 14:54:32,17.0
2015-04-12 14:54:33,15.9
2015-04-12 14:54:34,14.9
2015-04-12 14:54:35,13.6
2015-04-12 14:54:36,12.3
2015-04-12 14:54:37,11.8
2015-04-12 14:54:38,11.2
2015-04-12 14:54:39,10.7
2015-04-12 14:54:40,10.7
2015-04-12 14:54:41,10.7
2015-04-12 14:54:42,10.8
2015-04-12 14:54:43,10.8
2015-04-12 14:54:44,10.1
2015-04-12 14:54:45,9.2
2015-04-12 14:54:46,8.5
2015-04-12 14:54:47,7.3
2015-04-12 14:54:48,6.2
2015-04-12 14:54:49,5.7
2015-04-12 14:54:50,5.1
2015-04-12 14:54:51,5.1
2015-04-12 14:54:52,5.0
2015-04-12 14:54:53,5.9
2015-04-12 14:54:54,7.1
2015-04-12 14:54:55,7.8
2015-04-12 14:54:56,9.4
2015-04-12 14:54:57,10.9
2015-04-12 14:54:58,12.3
2015-04-12 14:54:59,12.9
2015-04-12 14:55:00,13.6
2015-04-12 14:55:01,13.7
2015-04-12 14:55:02,13.8
2015-04-12 14:55:03,13.9
2015-04-12 14:55:04,13.9
2015-04-12 14:55:05,14.0
2015-04-12 14:55:06,14.0
2015-04-12 14:55:07,13.9
2015-04-12 14:55:08,13.8
2015-04-12 14:55:09,13.8
2015-04-12 14:55:10,13.7
2015-04-12 14:55:11,13.8
2015-04-12 14:55:12,14.5
2015-04-12 14:55:13,15.0
2015-04-12 14:55:14,15.1
2015-04-12 14:55:15,15.5
2015-04-12 14:55:16,16.1
2015-04-12 14:55:17,16.2
2015-04-12 14:55:18,16.2
2015-04-12 14:55:19,16.2
2015-04-12 14:55:20,16.1
2015-04-12 14:55:21,15.7
2015-04-12 14:55:22,15.2
2015-04-12 14:55:23,15.2
2015-04-12 14:55:24,15.1
2015-04-12 14:55:25,15.1
2015-04-12 14:55:26,15.0
2015-04-12 14:55:27,15.0
2015-04-12 14:55:28,15.1
2015-04-12 14:55:29,15.1
2015-04-12 14:55:30,15.1
2015-04-12 14:55:31,15.1
2015-04-12 14:55:32,15.0
2015-04-12 14:55:33,14.9
2015-04-12 14:55:34,14.5
2015-04-12 14:55:35,14.4
2015-04-12 14:55:36,14.4
2015-04-12 14:55:37,14.4
2015-04-12 14:55:38,14.3
2015-04-12 14:55:39,14.4
2015-04-12 14:55:40,14.8
2015-04-12 14:55:41,14.9
2015-04-12 14:55:42,16.1
2015-04-12 14:55:43,17.2
2015-04-12 14:55:44,18.3
2015-04-12 14:55:45,19.4
2015-04-12 14:55:46,20.0
2015-04-12 14:55:47,20.9
2015-04-12 14:55:48,21.7
2015-04-12 14:55:49,22.2
2015-04-12 14:55:50,22.2
2015-04-12 14:55:51,22.7
2015-04-12 14:55:52,22.7
2015-04-12 14:55:53,22.8
2015-04-12 14:55:54,22.8
2015-04-12 14:55:55,22.8
2015-04-12 14:55:56,22.7
2015-04-12 14:55:57,22.2
2015-04-12 14:55:58,22.1
2015-04-12 14:55:59,22.1
2015-04-12 14:56:00,21.6
2015-04-12 14:56:01,21.5
2015-04-12 14:56:02,21.5
2015-04-12 14:56:03,21.5
2015-04-12 14:56:04,21.5
2015-04-12 14:56:05,21.6
2015-04-12 14:56:06,22.1
2015-04-12 14:56:07,22.2
2015-04-12 14:56:08,22.2
2015-04-12 14:56:09,22.2
2015-04-12 14:56:10,22.2
2015-04-12 14:56:11,22.2
2015-04-12 14:56:12,22.1
2015-04-12 14:56:13,21.7
2015-04-12 14:56:14,21.6
2015-04-12 14:56:15,21.6
2015-04-12 14:56:16,21.5
2015-04-12 14:56:17,21.5
2015-04-12 14:56:18,21.5
2015-04-12 14:56:19,21.5
2015-04-12 14:56:20,21.6
2015-04-12 14:56:21,21.6
2015-04-12 14:56:22,21.6
2015-04-12 14:56:23,21.7
2015-04-12 14:56:24,21.7
2015-04-12 14:56:25,21.7
2015-04-12 14:56:26,21.6
2015-04-12 14:56:27,21.6
2015-04-12 14:56:28,21.5
2015-04-12 14:56:29,21.4
2015-04-12 14:56:30,20.9
2015-04-12 14:56:31,20.9
2015-04-12 14:56:32,20.9
2015-04-12 14:56:33,20.9
2015-04-12 14:56:34,20.9
2015-04-12 14:56:35,21.0
2015-04-12 14:56:36,21.0
2015-04-12 14:56:37,21.0
2015-04-12 14:56:38,21.1
2015-04-12 14:56:39,21.2
2015-04-12 14:56:40,21.2
2015-04-12 14:56:41,21.7
2015-04-12 14:56:42,21.7
2015-04-12 14:56:43,21.8
2015-04-12 14:56:44,21.9
2015-04-12 14:56:45,21.9
2015-04-12 14:56:46,22.0
2015-04-12 14:56:47,22.0
2015-04-12 14:56:48,22.1
2015-04-12 14:56:49,22.1
2015-04-12 14:56:50,22.1
2015-04-12 14:56:51,22.2
2015-04-12 14:56:52,22.2
2015-04-12 14:56:53,22.3
2015-04-12 14:56:54,22.3
2015-04-12 14:56:55,22.4
2015-04-12 14:56:56,22.4
2015-04-12 14:56:57,22.5
2015-04-12 14:56:58,22.5
2015-04-12 14:56:59,22.6
2015-04-12 14:57:00,22.6
2015-04-12 14:57:01,22.7
2015-04-12 14:57:02,23.2
2015-04-12 14:57:03,23.2
2015-04-12 14:57:04,23.3
2015-04-12 14:57:05,23.4
2015-04-12 14:57:06,23.5
2015-04-12 14:57:07,23.5
2015-04-12 14:57:08,23.6
2015-04-12 14:57:09,23.6
2015-04-12 14:57:10,23.6
2015-04-12 14:57:11,23.6
2015-04-12 14:57:12,23.5
2015-04-12 14:57:13,23.5
2015-04-12 14:57:14,23.5
2015-04-12 14:57:15,23.4
2015-04-12 14:57:16,23.4
2015-04-12 14:57:17,23.4
2015-04-12 14:57:18,23.3
2015-04-12 14:57:19,22.8
2015-04-12 14:57:20,22.8
2015-04-12 14:57:21,22.2
2015-04-12 14:57:22,22.2
2015-04-12 14:57:23,22.1
2015-04-12 14:57:24,22.0
2015-04-12 14:57:25,21.9
2015-04-12 14:57:26,21.9
2015-04-12 14:57:27,21.8
2015-04-12 14:57:28,21.3
2015-04-12 14:57:29,21.2
2015-04-12 14:57:30,21.1
2015-04-12 14:57:31,21.1
2015-04-12 14:57:32,20.6
2015-04-12 14:57:33,20.0
2015-04-12 14:57:34,19.2
2015-04-12 14:57:35,19.2
2015-04-12 14:57:36,17.9
2015-04-12 14:57:37,16.8
2015-04-12 14:57:38,15.7
2015-04-12 14:57:39,15.2
2015-04-12 14:57:40,14.5
2015-04-12 14:57:41,14.4
2015-04-12 14:57:42,14.3
2015-04-12 14:57:43,14.3
2015-04-12 14:57:44,15.1
2015-04-12 14:57:45,15.1
2015-04-12 14:57:46,15.7
2015-04-12 14:57:47,15.8
2015-04-12 14:57:48,15.4
2015-04-12 14:57:49,15.3
2015-04-12 14:57:50,13.8
2015-04-12 14:57:51,13.0
2015-04-12 14:57:52,13.0
2015-04-12 14:57:53,13.0
2015-04-12 14:57:54,13.1
2015-04-12 14:57:55,13.6
2015-04-12 14:57:56,14.1
2015-04-12 14:57:57,14.7
2015-04-12 14:57:58,14.7
2015-04-12 14:57:59,14.8
2015-04-12 14:58:00,15.3
2015-04-12 14:58:01,15.4
2015-04-12 14:58:02,15.4
2015-04-12 14:58:03,15.5
2015-04-12 14:58:04,15.9
2015-04-12 14:58:05,16.0
2015-04-12 14:58:06,16.1
2015-04-12 14:58:07,16.6
2015-04-12 14:58:08,16.6
2015-04-12 14:58:09,16.7
2015-04-12 14:58:10,16.7
2015-04-12 14:58:11,16.8
2015-04-12 14:58:12,16.8
2015-04-12 14:58:13,16.8
2015-04-12 14:58:14,16.7
2015-04-12 14:58:15,16.3
2015-04-12 14:58:16,16.2
2015-04-12 14:58:17,15.8
2015-04-12 14:58:18,15.7
2015-04-12 14:58:19,15.2
2015-04-12 14:58:20,15.1
2015-04-12 14:58:21,15.1
2015-04-12 14:58:22,15.0
2015-04-12 14:58:23,14.6
2015-04-12 14:58:24,14.6
2015-04-12 14:58:25,14.5
2015-04-12 14:58:26,14.5
2015-04-12 14:58:27,14.5
2015-04-12 14:58:28,14.5
2015-04-12 14:58:29,14.4
2015-04-12 14:58:30,14.4
2015-04-12 14:58:31,14.4
2015-04-12 14:58:32,14.4
2015-04-12 14:58:33,14.3
2015-04-12 14:58:34,14.3
2015-04-12 14:58:35,14.2
2015-04-12 14:58:36,14.2
2015-04-12 14:58:37,14.1
2015-04-12 14:58:38,14.1
2015-04-12 14:58:39,14.0
2015-04-12 14:58:40,14.0
2015-04-12 14:58:41,13.9
2015-04-12 14:58:42,13.8
2015-04-12 14:58:43,13.8
2015-04-12 14:58:44,13.8
2015-04-12 14:58:45,13.7
2015-04-12 14:58:46,13.6
2015-04-12 14:58:47,13.5
2015-04-12 14:58:48,13.4
2015-04-12 14:58:49,13.4
2015-04-12 14:58:50,13.3
2015-04-12 14:58:51,13.2
2015-04-12 14:58:52,13.2
2015-04-12 14:58:53,13.1
2015-04-12 14:58:54,13.1
2015-04-12 14:58:55,13.1
2015-04-12 14:58:56,13.1
2015-04-12 14:58:57,13.1
2015-04-12 14:58:58,13.1
2015-04-12 14:58:59,13.1
2015-04-12 14:59:00,13.1
2015-04-12 14:59:01,13.1
2015-04-12 14:59:02,13.2
2015-04-12 14:59:03,13.2
2015-04-12 14:59:04,13.2
2015-04-12 14:59:05,13.2
2015-04-12 14:59:06,13.1
2015-04-12 14:59:07,13.1
2015-04-12 14:59:08,13.2
2015-04-12 14:59:09,13.2
2015-04-12 14:59:10,13.7
2015-04-12 14:59:11,13.8
2015-04-12 14:59:12,13.8
2015-04-12 14:59:13,14.4
2015-04-12 14:59:14,14.8
2015-04-12 14:59:15,15.6
2015-04-12 14:59:16,16.2
2015-04-12 14:59:17,16.7
2015-04-12 14:59:18,16.8
2015-04-12 14:59:19,16.8
2015-04-12 14:59:20,16.2
2015-04-12 14:59:21,15.7
2015-04-12 14:59:22,14.3
2015-04-12 14:59:23,12.8
2015-04-12 14:59:24,11.3
2015-04-12 14:59:25,10.7
2015-04-12 14:59:26,10.2
2015-04-12 14:59:27,9.6
2015-04-12 14:59:28,9.6
2015-04-12 14:59:29,9.6
2015-04-12 14:59:30,9.6
2015-04-12 14:59:31,9.6
2015-04-12 14:59:32,9.1
2015-04-12 14:59:33,8.4
2015-04-12 14:59:34,8.4
2015-04-12 14:59:35,7.6
2015-04-12 14:59:36,6.8
2015-04-12 14:59:37,6.3
2015-04-12 14:59:38,6.2
2015-04-12 14:59:39,6.1
2015-04-12 14:59:40,6.1
2015-04-12 14:59:41,6.1
2015-04-12 14:59:42,6.1
2015-04-12 14:59:43,6.2
2015-04-12 14:59:44,6.7
2015-04-12 14:59:45,6.7
2015-04-12 14:59:46,7.2
2015-04-12 14:59:47,7.7
2015-04-12 14:59:48,7.7
2015-04-12 14:59:49,8.2
2015-04-12 14:59:50,8.2
2015-04-12 14:59:51,8.3
2015-04-12 14:59:52,8.4
2015-04-12 14:59:53,8.4
2015-04-12 14:59:54,8.3
2015-04-12 14:59:55,7.7
2015-04-12 14:59:56,7.2
2015-04-12 14:59:57,7.2
2015-04-12 14:59:58,6.7
2015-04-12 14:59:59,6.6
2015-04-12 15:00:00,6.6
2015-04-12 15:00:01,6.5
2015-04-12 15:00:02,6.5
2015-04-12 15:00:03,6.5
2015-04-12 15:00:04,6.4
2015-04-12 15:00:05,6.4
2015-04-12 15:00:06,6.3
2015-04-12 15:00:07,6.3
2015-04-12 15:00:08,5.7
2015-04-12 15:00:09,5.2
2015-04-12 15:00:10,5.2
2015-04-12 15:00:11,5.1
2015-04-12 15:00:12,4.6
2015-04-12 15:00:13,4.6
2015-04-12 15:00:14,4.5
2015-04-12 15:00:15,4.5
2015-04-12 15:00:16,4.5
2015-04-12 15:00:17,4.5
2015-04-12 15:00:18,4.5
2015-04-12 15:00:19,4.6
2015-04-12 15:00:20,4.6
2015-04-12 15:00:21,4.6
2015-04-12 15:00:22,4.5
2015-04-12 15:00:23,4.5
2015-04-12 15:00:24,3.9
2015-04-12 15:00:25,3.9
2015-04-12 15:00:26,3.8
2015-04-12 15:00:27,3.3
2015-04-12 15:00:28,3.3
2015-04-12 15:00:29,3.3
2015-04-12 15:00:30,3.3
2015-04-12 15:00:31,3.2
2015-04-12 15:00:32,3.2
2015-04-12 15:00:33,3.1
2015-04-12 15:00:34,3.1
2015-04-12 15:00:35,3.1
2015-04-12 15:00:36,3.1
2015-04-12 15:00:37,3.1
2015-04-12 15:00:38,3.1
2015-04-12 15:00:39,3.1
2015-04-12 15:00:40,3.0
2015-04-12 15:00:41,3.0
2015-04-12 15:00:42,3.0
2015-04-12 15:00:43,3.0
