,testo_NO2ppm,testo_NOppm,testo_O2percent,testo_Pabs_hPa2,testo_Pump_Lmin,testo_SO2ppm,testo_Ta_C,testo_Tf_C
2015-04-12 14:33:27,1.0,8.0,20.94,960.0,1.06,0.0,25.7,30.8
2015-04-12 14:33:28,1.0,8.0,20.94,960.0,1.06,0.0,25.7,30.55
2015-04-12 14:33:29,1.0,8.0,20.94,960.0,1.06,0.0,25.7,30.3
2015-04-12 14:33:30,0.8,5.2,20.94,960.0,1.06,0.0,25.7,30.0
2015-04-12 14:33:31,1.0,5.2,20.94,960.0,1.06,0.0,25.7,30.0
2015-04-12 14:33:32,1.0,4.2,20.94,960.0,1.06,0.0,25.7,29.8
2015-04-12 14:33:33,1.0,4.2,20.94,960.0,1.06,0.0,25.7,29.8
2015-04-12 14:33:34,0.9,4.05,20.94,960.0,1.06,0.0,25.7,29.65
2015-04-12 14:33:35,0.8,3.9,20.94,960.0,1.06,0.0,25.7,29.5
2015-04-12 14:33:36,0.8,3.8,20.94,960.0,1.06,0.0,25.7,29.45
2015-04-12 14:33:37,0.8,3.7,20.94,960.0,1.06,0.0,25.7,29.4
2015-04-12 14:33:38,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.4
2015-04-12 14:33:39,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.3
2015-04-12 14:33:40,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.3
2015-04-12 14:33:41,0.8,3.7,20.94,960.0,1.07,0.0,25.7,29.3
2015-04-12 14:33:42,0.8,4.0,20.94,960.0,1.07,0.0,25.7,29.3
2015-04-12 14:33:43,0.6,4.0,20.94,960.0,1.07,0.0,25.7,29.2
2015-04-12 14:33:44,0.6,4.0,20.94,960.0,1.07,0.0,25.7,29.2
2015-04-12 14:33:45,0.6,4.4,20.94,960.0,1.07,0.0,25.7,29.2
2015-04-12 14:33:46,0.6,4.4,20.94,960.0,1.07,0.0,25.7,29.2
2015-04-12 14:33:47,0.6,4.4,20.94,960.0,1.07,0.0,25.7,29.2
2015-04-12 14:33:48,0.6,4.7,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:49,0.6,4.7,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:50,0.8,5.2,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:51,0.8,5.2,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:52,0.8,5.4,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:53,0.8,5.6,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:54,0.8,5.6,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:55,0.6,5.7,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:56,0.6,5.7,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:57,0.6,5.9,20.94,960.0,1.07,0.0,25.7,29.1
2015-04-12 14:33:58,0.6,5.9,20.94,960.0,1.07,0.0,25.7,29.05
2015-04-12 14:33:59,0.6,5.9,20.94,960.0,1.07,0.0,25.7,29.0
2015-04-12 14:34:00,0.6,5.9,20.94,960.0,1.06,0.0,25.8,29.0
2015-04-12 14:34:01,0.8,5.7,20.94,960.0,1.07,0.0,25.8,29.0
2015-04-12 14:34:02,0.8,5.7,20.94,960.0,1.07,0.0,25.8,29.0
2015-04-12 14:34:03,1.0,5.6,20.94,960.0,1.07,0.0,25.8,29.0
2015-04-12 14:34:04,1.0,5.6,20.94,960.0,1.07,0.0,25.8,29.0
2015-04-12 14:34:05,1.0,5.6,20.94,960.0,1.07,0.0,25.8,29.0
2015-04-12 14:34:06,1.0,5.6,20.94,960.0,1.07,0.0,25.8,28.9
2015-04-12 14:34:07,1.0,5.6,20.94,960.0,1.07,0.0,25.8,28.9
2015-04-12 14:34:08,1.0,5.8,20.94,960.0,1.07,0.0,25.7,28.9
2015-04-12 14:34:09,1.0,5.8,20.94,960.0,1.07,0.0,25.7,28.9
2015-04-12 14:34:10,1.0,5.9,20.94,960.0,1.07,0.0,25.7,28.9
2015-04-12 14:34:11,1.0,6.0,20.94,960.0,1.07,0.0,25.7,28.9
2015-04-12 14:34:12,1.0,6.0,20.94,960.0,1.07,0.0,25.7,28.9
2015-04-12 14:34:13,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.8
2015-04-12 14:34:14,1.0,6.1,20.94,960.0,1.06,0.0,25.8,28.8
2015-04-12 14:34:15,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8
2015-04-12 14:34:16,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8
2015-04-12 14:34:17,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8
2015-04-12 14:34:18,1.0,6.4,20.94,960.0,1.06,0.0,25.8,28.8
2015-04-12 14:34:19,1.2,7.0,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:20,1.2,7.0,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:21,1.2,7.9,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:22,1.2,7.9,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:23,1.2,7.9,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:24,1.2,8.4,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:25,1.2,8.4,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:26,1.2,8.4,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:27,1.2,8.3,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:28,1.2,8.05,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:29,1.2,7.8,20.94,960.0,1.06,0.0,25.8,28.7
2015-04-12 14:34:30,1.2,7.8,20.94,960.0,1.06,0.0,25.6,28.8
2015-04-12 14:34:31,1.2,7.8,20.94,960.0,1.06,0.0,25.4,28.7
2015-04-12 14:34:32,1.2,7.5,20.94,960.0,1.06,0.0,25.4,28.7
2015-04-12 14:34:33,1.2,7.5,20.94,960.0,1.06,0.0,25.4,28.7
2015-04-12 14:34:34,1.2,7.5,20.94,960.0,1.06,0.0,25.4,28.7
2015-04-12 14:34:35,1.2,7.5,20.94,960.0,1.06,0.0,25.4,28.7
2015-04-12 14:34:36,1.2,7.5,20.94,960.0,1.06,0.0,25.4,28.7
2015-04-12 14:34:37,1.2,7.5,20.94,960.0,1.06,0.0,25.3,28.6
2015-04-12 14:34:38,1.2,7.5,20.94,960.0,1.06,0.0,25.3,28.6
2015-04-12 14:34:39,1.2,6.7,20.94,960.0,1.06,0.0,25.3,28.6
2015-04-12 14:34:40,1.1,6.7,20.94,960.0,1.06,0.0,25.3,28.55
2015-04-12 14:34:41,1.0,6.7,20.94,960.0,1.06,0.0,25.3,28.5
2015-04-12 14:34:42,1.0,6.7,20.94,960.0,1.07,0.0,25.3,28.5
2015-04-12 14:34:43,1.2,6.4,20.94,960.0,1.07,0.0,25.3,28.4
2015-04-12 14:34:44,1.2,6.4,20.94,961.0,1.08,0.0,25.3,28.4
2015-04-12 14:34:45,1.2,6.8,20.94,961.0,1.08,0.0,25.4,28.4
2015-04-12 14:34:46,1.2,6.8,20.94,961.0,1.08,0.0,25.4,28.4
2015-04-12 14:34:47,1.2,6.8,20.94,961.0,1.08,0.0,25.4,28.4
2015-04-12 14:34:48,1.0,7.3,20.94,961.0,1.08,0.0,25.3,28.4
2015-04-12 14:34:49,1.0,7.3,20.94,961.0,1.08,0.0,25.3,28.4
2015-04-12 14:34:50,1.2,7.3,20.94,961.0,1.08,0.0,25.4,28.3
2015-04-12 14:34:51,1.2,7.6,20.94,961.0,1.07,0.0,25.4,28.3
2015-04-12 14:34:52,1.3,7.6,20.94,961.0,1.07,0.0,25.4,28.3
2015-04-12 14:34:53,1.4,7.6,20.94,961.0,1.07,0.0,25.4,28.3
2015-04-12 14:34:54,1.3,7.6,20.94,960.5,1.07,0.0,25.4,28.3
2015-04-12 14:34:55,1.2,7.6,20.94,960.0,1.07,0.0,25.4,28.3
2015-04-12 14:34:56,1.2,6.9,20.94,960.0,1.07,0.0,25.4,28.3
2015-04-12 14:34:57,1.2,6.1,20.94,960.0,1.06,0.0,25.4,28.3
2015-04-12 14:34:58,1.2,6.1,20.94,960.0,1.06,0.0,25.4,28.3
2015-04-12 14:34:59,1.2,6.1,20.94,960.0,1.06,0.0,25.4,28.3
2015-04-12 14:35:00,1.2,6.1,20.94,960.0,1.06,0.0,25.4,28.3
2015-04-12 14:35:01,1.0,5.3,20.94,960.0,1.06,0.0,25.5,28.2
2015-04-12 14:35:02,1.0,5.3,20.94,960.0,1.06,0.0,25.5,28.2
2015-04-12 14:35:03,1.0,4.7,20.94,960.0,1.06,0.0,25.5,28.2
2015-04-12 14:35:04,1.0,4.7,20.94,960.0,1.055,0.0,25.5,28.2
2015-04-12 14:35:05,1.0,4.7,20.94,960.0,1.05,0.0,25.5,28.2
2015-04-12 14:35:06,1.0,4.3,20.94,960.0,1.05,0.0,25.5,28.2
2015-04-12 14:35:07,1.0,4.3,20.94,960.0,1.05,0.0,25.5,28.2
2015-04-12 14:35:08,0.8,4.3,20.94,960.0,1.05,0.0,25.5,28.1
2015-04-12 14:35:09,0.8,4.1,20.94,960.0,1.06,0.0,25.5,28.1
2015-04-12 14:35:10,0.8,4.0,20.94,960.0,1.06,0.0,25.5,28.1
2015-04-12 14:35:11,0.8,3.9,20.94,960.0,1.06,0.0,25.5,28.1
2015-04-12 14:35:12,0.8,3.9,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:13,0.8,3.9,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:14,0.8,4.2,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:15,0.8,4.2,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:16,0.9,4.35,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:17,1.0,4.5,20.94,960.0,1.05,0.0,25.6,28.1
2015-04-12 14:35:18,1.0,4.5,20.94,960.0,1.06,0.0,25.6,28.1
2015-04-12 14:35:19,1.0,5.2,20.94,960.0,1.06,0.0,25.6,28.1
2015-04-12 14:35:20,1.0,5.2,20.94,960.0,1.06,0.0,25.6,28.1
2015-04-12 14:35:21,1.2,6.4,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:22,1.2,6.4,20.94,960.0,1.065,0.0,25.7,28.1
2015-04-12 14:35:23,1.2,6.4,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:24,1.2,7.6,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:25,1.4,7.6,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:26,1.4,7.6,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:27,1.4,8.7,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:28,1.4,9.2,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:29,1.4,9.7,20.94,960.0,1.07,0.0,25.7,28.0
2015-04-12 14:35:30,1.4,9.7,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:31,1.6,9.7,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:32,1.6,10.2,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:33,1.6,10.2,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:34,1.6,10.05,20.94,960.0,1.06,0.0,25.7,28.05
2015-04-12 14:35:35,1.6,9.9,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:36,1.6,9.9,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:37,1.6,8.9,20.94,960.0,1.07,0.0,25.7,28.1
2015-04-12 14:35:38,1.6,8.9,20.94,960.0,1.06,0.0,25.7,28.1
2015-04-12 14:35:39,1.4,8.0,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:40,1.4,8.0,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:41,1.4,8.0,20.94,960.0,1.06,0.0,25.7,28.0
2015-04-12 14:35:42,1.4,7.3,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:43,1.2,7.3,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:44,1.0,7.3,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:45,1.0,6.6,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:46,1.0,6.6,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:47,1.0,6.6,20.94,960.0,1.07,0.0,25.8,28.1
2015-04-12 14:35:48,1.0,6.3,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:49,1.0,6.3,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:50,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:51,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:52,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:53,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:54,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:55,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:56,1.0,6.0,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:57,0.8,6.2,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:58,0.8,6.2,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:35:59,0.8,6.2,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:36:00,0.8,6.2,20.94,960.0,1.07,0.0,25.8,28.0
2015-04-12 14:36:01,0.8,5.9,20.94,960.0,1.06,0.0,25.8,28.0
2015-04-12 14:36:02,1.0,5.9,20.94,960.0,1.06,0.0,25.8,28.0
2015-04-12 14:36:03,1.0,5.6,20.94,960.0,1.06,0.0,25.8,28.0
2015-04-12 14:36:04,1.0,5.6,20.94,960.0,1.06,0.0,25.8,28.0
2015-04-12 14:36:05,1.0,5.6,20.94,960.0,1.06,0.0,25.8,28.0
2015-04-12 14:36:06,1.0,5.6,20.94,960.0,1.06,0.0,25.8,27.9
2015-04-12 14:36:07,1.0,5.6,20.94,960.1,1.07,0.0,25.8,27.9
2015-04-12 14:36:08,0.8,5.4,20.94,960.1,1.07,0.0,25.9,27.9
2015-04-12 14:36:09,0.8,5.4,20.94,960.1,1.07,0.0,25.9,27.9
2015-04-12 14:36:10,0.9,5.4,20.94,960.1,1.07,0.0,25.9,27.9
2015-04-12 14:36:11,1.0,5.4,20.94,960.1,1.07,0.0,25.9,27.9
2015-04-12 14:36:12,1.0,5.4,20.94,960.1,1.07,0.0,25.9,27.9
2015-04-12 14:36:13,1.0,5.4,20.94,960.1,1.07,0.0,25.9,27.9
2015-04-12 14:36:14,1.0,5.4,20.94,960.1,1.06,0.0,25.9,27.9
2015-04-12 14:36:15,1.0,5.4,20.94,960.1,1.06,0.0,25.9,27.9
2015-04-12 14:36:16,1.0,5.4,20.94,960.1,1.06,0.0,25.85,27.9
2015-04-12 14:36:17,1.0,5.4,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:18,1.0,5.4,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:19,1.2,5.4,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:20,1.2,5.4,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:21,1.2,5.3,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:22,1.2,5.3,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:23,1.2,5.3,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:24,1.0,5.3,20.94,960.1,1.06,0.0,25.8,27.9
2015-04-12 14:36:25,1.0,5.3,20.94,960.1,1.07,0.0,25.8,27.9
2015-04-12 14:36:26,0.8,5.3,20.94,960.1,1.07,0.0,25.8,27.9
2015-04-12 14:36:27,0.8,5.4,20.94,960.1,1.07,0.0,25.8,27.9
2015-04-12 14:36:28,0.9,5.35,20.94,960.1,1.07,0.0,25.8,27.9
2015-04-12 14:36:29,1.0,5.3,20.94,960.1,1.07,0.0,25.8,27.9
2015-04-12 14:36:30,1.0,5.3,20.94,960.1,1.06,0.0,25.9,27.9
2015-04-12 14:36:31,1.0,5.3,20.94,960.1,1.06,0.0,25.9,27.9
2015-04-12 14:36:32,1.0,5.2,20.94,960.1,1.06,0.0,25.9,27.9
2015-04-12 14:36:33,1.0,5.0,20.94,960.1,1.06,0.0,25.9,27.9
2015-04-12 14:36:34,0.9,5.0,20.94,960.1,1.06,0.0,25.85,27.85
2015-04-12 14:36:35,0.8,5.0,20.94,960.1,1.06,0.0,25.8,27.8
2015-04-12 14:36:36,0.8,5.0,20.94,960.1,1.07,0.0,25.8,27.8
2015-04-12 14:36:37,0.8,5.2,20.94,960.1,1.07,0.0,25.9,27.8
2015-04-12 14:36:38,0.8,5.2,20.94,960.1,1.07,0.0,25.9,27.8
2015-04-12 14:36:39,0.8,5.3,20.94,960.1,1.07,0.0,25.9,27.8
2015-04-12 14:36:40,0.8,5.3,20.94,960.1,1.065,0.0,25.9,27.8
2015-04-12 14:36:41,0.8,5.3,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:36:42,1.0,5.4,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:36:43,1.0,5.4,20.94,960.1,1.05,0.0,25.9,27.9
2015-04-12 14:36:44,1.0,5.4,20.94,960.1,1.05,0.0,25.9,27.9
2015-04-12 14:36:45,1.0,5.4,20.94,960.1,1.05,0.0,25.9,27.9
2015-04-12 14:36:46,1.0,5.35,20.94,960.1,1.05,0.0,25.9,27.9
2015-04-12 14:36:47,1.0,5.3,20.94,960.1,1.05,0.0,25.9,27.9
2015-04-12 14:36:48,1.0,5.3,20.94,960.0,1.06,0.0,25.8,27.8
2015-04-12 14:36:49,0.8,5.3,20.94,960.0,1.06,0.0,25.8,27.8
2015-04-12 14:36:50,0.8,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:51,0.8,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:52,0.8,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:53,0.8,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:54,0.8,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:55,1.0,5.2,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:56,1.0,5.2,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:57,1.2,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:58,1.2,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:36:59,1.2,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:00,1.2,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:01,1.0,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:02,1.0,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:03,1.0,5.1,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:04,1.0,5.2,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:05,1.0,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:06,1.0,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:07,1.0,5.3,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:08,1.0,5.4,20.94,960.0,1.06,0.0,25.9,27.8
2015-04-12 14:37:09,1.0,5.4,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:10,0.9,5.35,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:11,0.8,5.3,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:12,0.8,5.3,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:13,1.0,5.0,20.94,960.1,1.06,0.0,25.8,27.8
2015-04-12 14:37:14,1.0,5.0,20.94,960.1,1.06,0.0,25.8,27.8
2015-04-12 14:37:15,1.0,4.8,20.94,960.1,1.06,0.0,25.8,27.8
2015-04-12 14:37:16,1.0,4.8,20.94,960.1,1.06,0.0,25.85,27.8
2015-04-12 14:37:17,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:18,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:19,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:20,0.8,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:21,0.8,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:22,0.8,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:23,0.8,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:24,0.8,4.7,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:25,1.0,4.7,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:26,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:27,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:28,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:29,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:30,1.0,4.8,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:31,0.8,4.9,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:32,0.8,4.9,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:33,0.8,5.0,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:34,0.8,5.0,20.94,960.1,1.06,0.0,25.9,27.75
2015-04-12 14:37:35,0.8,5.0,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:36,0.8,5.0,20.94,960.1,1.06,0.0,25.9,27.8
2015-04-12 14:37:37,1.0,5.0,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:38,0.8,5.0,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:39,0.8,5.1,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:37:40,0.8,5.1,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:37:41,0.8,5.1,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:37:42,0.8,5.6,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:37:43,0.8,5.6,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:37:44,1.0,6.3,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:45,1.0,6.3,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:46,1.0,6.65,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:47,1.0,7.0,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:48,1.0,7.0,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:49,1.2,8.0,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:50,1.2,8.0,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:51,1.2,9.0,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:37:52,1.2,9.0,20.94,960.1,1.06,0.0,25.95,27.7
2015-04-12 14:37:53,1.2,9.0,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:54,1.2,9.0,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:55,1.2,9.9,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:56,1.2,9.9,20.94,960.1,1.06,0.0,25.9,27.7
2015-04-12 14:37:57,1.2,10.2,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:37:58,1.2,10.2,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:37:59,1.2,10.2,20.94,960.1,1.06,0.0,26.0,27.8
2015-04-12 14:38:00,1.2,10.4,20.94,960.1,1.06,0.0,26.1,27.8
2015-04-12 14:38:01,1.2,10.4,20.94,960.1,1.06,0.0,26.1,27.8
2015-04-12 14:38:02,1.4,10.4,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:03,1.4,10.4,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:04,1.5,10.4,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:05,1.6,10.4,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:06,1.6,10.4,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:07,1.6,10.4,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:08,1.6,10.3,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:09,1.6,10.2,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:10,1.6,10.2,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:11,1.6,10.2,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:12,1.6,10.2,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:13,1.4,10.3,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:14,1.4,10.3,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:15,1.4,10.2,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:16,1.4,10.2,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:17,1.4,10.2,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:18,1.6,10.1,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:19,1.6,10.1,20.94,960.1,1.06,0.0,26.0,27.7
2015-04-12 14:38:20,1.4,10.1,20.94,960.1,1.06,0.0,26.0,27.6
2015-04-12 14:38:21,1.4,10.1,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:22,1.5,10.1,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:23,1.6,10.1,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:24,1.6,10.1,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:25,1.6,10.1,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:26,1.6,10.2,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:27,1.6,10.5,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:28,1.5,10.5,20.94,960.1,1.05,0.0,26.0,27.65
2015-04-12 14:38:29,1.4,10.5,20.94,960.1,1.05,0.0,26.0,27.7
2015-04-12 14:38:30,1.4,10.5,20.94,960.1,1.05,0.0,26.0,27.7
2015-04-12 14:38:31,1.4,10.8,20.94,960.1,1.05,0.0,26.0,27.7
2015-04-12 14:38:32,1.4,10.8,20.94,960.1,1.05,0.0,26.0,27.7
2015-04-12 14:38:33,1.6,10.5,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:34,1.6,10.5,20.94,960.1,1.05,0.0,26.0,27.6
2015-04-12 14:38:35,1.6,10.5,20.94,960.1,1.05,0.0,26.0,27.6
