"Plot Title: Langan T15x CO Measurer 141268"
"#","Date Time, GMT+08:00","Volt, V (LGR S/N: 10641068, SEN S/N: 10641068, LBL: CO)","Temp, °C (LGR S/N: 10641068, SEN S/N: 10641068, LBL: T)","CO# 20669027, ppm (LGR S/N: 10641068)"
1866,04/12/15 11:47:49 AM,0.00389,10.296,0.389
1867,04/12/15 11:47:50 AM,0.00385,10.297,0.385
1868,04/12/15 11:47:51 AM,0.00397,10.299,0.397
1869,04/12/15 11:47:52 AM,0.00385,10.299,0.385
1870,04/12/15 11:47:53 AM,0.00404,10.300,0.404
1871,04/12/15 11:47:54 AM,0.00378,10.302,0.378
1872,04/12/15 11:47:55 AM,0.00374,10.303,0.374
1873,04/12/15 11:47:56 AM,0.00381,10.303,0.381
1874,04/12/15 11:47:57 AM,0.00492,10.305,0.492
1875,04/12/15 11:47:58 AM,0.00389,10.306,0.389
1876,04/12/15 11:47:59 AM,0.00397,10.308,0.397
1877,04/12/15 11:48:00 AM,0.00393,10.308,0.393
1878,04/12/15 11:48:01 AM,0.00393,10.309,0.393
1879,04/12/15 11:48:02 AM,0.00370,10.311,0.370
1880,04/12/15 11:48:03 AM,0.00381,10.312,0.381
1881,04/12/15 11:48:04 AM,0.00366,10.312,0.366
1882,04/12/15 11:48:05 AM,0.00370,10.314,0.370
1883,04/12/15 11:48:06 AM,0.00366,10.316,0.366
1884,04/12/15 11:48:07 AM,0.00496,10.317,0.496
1885,04/12/15 11:48:08 AM,0.00362,10.317,0.362
1886,04/12/15 11:48:09 AM,0.00381,10.319,0.381
1887,04/12/15 11:48:10 AM,0.00397,10.320,0.397
1888,04/12/15 11:48:11 AM,0.00401,10.322,0.401
1889,04/12/15 11:48:12 AM,0.00389,10.322,0.389
1890,04/12/15 11:48:13 AM,0.00397,10.323,0.397
1891,04/12/15 11:48:14 AM,0.00385,10.325,0.385
1892,04/12/15 11:48:15 AM,0.00393,10.326,0.393
1893,04/12/15 11:48:16 AM,0.00389,10.326,0.389
1894,04/12/15 11:48:17 AM,0.00500,10.328,0.500
1895,04/12/15 11:48:18 AM,0.00378,10.329,0.378
1896,04/12/15 11:48:19 AM,0.00393,10.329,0.393
1897,04/12/15 11:48:20 AM,0.00389,10.331,0.389
1898,04/12/15 11:48:21 AM,0.00381,10.332,0.381
1899,04/12/15 11:48:22 AM,0.00393,10.334,0.393
1900,04/12/15 11:48:23 AM,0.00393,10.334,0.393
1901,04/12/15 11:48:24 AM,0.00362,10.335,0.362
1902,04/12/15 11:48:25 AM,0.00385,10.337,0.385
1903,04/12/15 11:48:26 AM,0.00412,10.337,0.412
1904,04/12/15 11:48:27 AM,0.00530,10.338,0.530
1905,04/12/15 11:48:28 AM,0.00378,10.340,0.378
1906,04/12/15 11:48:29 AM,0.00397,10.342,0.397
1907,04/12/15 11:48:30 AM,0.00370,10.342,0.370
1908,04/12/15 11:48:31 AM,0.00393,10.343,0.393
1909,04/12/15 11:48:32 AM,0.00370,10.345,0.370
1910,04/12/15 11:48:33 AM,0.00374,10.346,0.374
1911,04/12/15 11:48:34 AM,0.00359,10.346,0.359
1912,04/12/15 11:48:35 AM,0.00385,10.348,0.385
1913,04/12/15 11:48:36 AM,0.00389,10.349,0.389
1914,04/12/15 11:48:37 AM,0.00523,10.351,0.523
1915,04/12/15 11:48:38 AM,0.00366,10.351,0.366
1916,04/12/15 11:48:39 AM,0.00366,10.352,0.366
1917,04/12/15 11:48:40 AM,0.00393,10.354,0.393
1918,04/12/15 11:48:41 AM,0.00378,10.354,0.378
1919,04/12/15 11:48:42 AM,0.00393,10.355,0.393
1920,04/12/15 11:48:43 AM,0.00401,10.357,0.401
1921,04/12/15 11:48:44 AM,0.00370,10.358,0.370
1922,04/12/15 11:48:45 AM,0.00362,10.358,0.362
1923,04/12/15 11:48:46 AM,0.00362,10.360,0.362
1924,04/12/15 11:48:47 AM,0.00511,10.361,0.511
1925,04/12/15 11:48:48 AM,0.00362,10.363,0.362
1926,04/12/15 11:48:49 AM,0.00366,10.363,0.366
1927,04/12/15 11:48:50 AM,0.00366,10.365,0.366
1928,04/12/15 11:48:51 AM,0.00374,10.366,0.374
1929,04/12/15 11:48:52 AM,0.00366,10.368,0.366
1930,04/12/15 11:48:53 AM,0.00381,10.368,0.381
1931,04/12/15 11:48:54 AM,0.00366,10.369,0.366
1932,04/12/15 11:48:55 AM,0.00374,10.371,0.374
1933,04/12/15 11:48:56 AM,0.00374,10.371,0.374
1934,04/12/15 11:48:57 AM,0.00523,10.372,0.523
1935,04/12/15 11:48:58 AM,0.00381,10.374,0.381
1936,04/12/15 11:48:59 AM,0.00385,10.375,0.385
1937,04/12/15 11:49:00 AM,0.00389,10.375,0.389
1938,04/12/15 11:49:01 AM,0.00401,10.377,0.401
1939,04/12/15 11:49:02 AM,0.00370,10.378,0.370
1940,04/12/15 11:49:03 AM,0.00374,10.378,0.374
1941,04/12/15 11:49:04 AM,0.00366,10.380,0.366
1942,04/12/15 11:49:05 AM,0.00153,10.381,0.153
1943,04/12/15 11:49:06 AM,0.00309,10.383,0.309
1944,04/12/15 11:49:07 AM,0.00427,10.383,0.427
1945,04/12/15 11:49:08 AM,0.00343,10.384,0.343
1946,04/12/15 11:49:09 AM,0.00362,10.386,0.362
1947,04/12/15 11:49:10 AM,0.00370,10.387,0.370
1948,04/12/15 11:49:11 AM,0.00347,10.387,0.347
1949,04/12/15 11:49:12 AM,0.00370,10.389,0.370
1950,04/12/15 11:49:13 AM,0.00385,10.391,0.385
1951,04/12/15 11:49:14 AM,0.00374,10.391,0.374
1952,04/12/15 11:49:15 AM,0.00378,10.392,0.378
1953,04/12/15 11:49:16 AM,0.00305,10.394,0.305
1954,04/12/15 11:49:17 AM,0.00431,10.394,0.431
1955,04/12/15 11:49:18 AM,0.00298,10.395,0.298
1956,04/12/15 11:49:19 AM,0.00259,10.397,0.259
1957,04/12/15 11:49:20 AM,0.00221,10.398,0.221
1958,04/12/15 11:49:21 AM,0.00275,10.398,0.275
1959,04/12/15 11:49:22 AM,0.00294,10.400,0.294
1960,04/12/15 11:49:23 AM,0.00271,10.401,0.271
1961,04/12/15 11:49:24 AM,0.00175,10.401,0.175
1962,04/12/15 11:49:25 AM,0.00134,10.403,0.134
1963,04/12/15 11:49:26 AM,0.00153,10.404,0.153
1964,04/12/15 11:49:27 AM,0.00244,10.406,0.244
1965,04/12/15 11:49:28 AM,0.00195,10.406,0.195
1966,04/12/15 11:49:29 AM,0.00240,10.407,0.240
1967,04/12/15 11:49:30 AM,0.00324,10.409,0.324
1968,04/12/15 11:49:31 AM,0.00256,10.409,0.256
1969,04/12/15 11:49:32 AM,0.00145,10.410,0.145
1970,04/12/15 11:49:33 AM,0.00214,10.412,0.214
1971,04/12/15 11:49:34 AM,0.00145,10.412,0.145
1972,04/12/15 11:49:35 AM,0.00195,10.413,0.195
1973,04/12/15 11:49:36 AM,0.00149,10.415,0.149
1974,04/12/15 11:49:37 AM,0.00187,10.415,0.187
1975,04/12/15 11:49:38 AM,0.00137,10.417,0.137
1976,04/12/15 11:49:39 AM,0.00175,10.418,0.175
1977,04/12/15 11:49:40 AM,0.00191,10.420,0.191
1978,04/12/15 11:49:41 AM,0.00187,10.420,0.187
1979,04/12/15 11:49:42 AM,0.00145,10.421,0.145
1980,04/12/15 11:49:43 AM,0.00145,10.423,0.145
1981,04/12/15 11:49:44 AM,0.00141,10.423,0.141
1982,04/12/15 11:49:45 AM,0.00126,10.424,0.126
1983,04/12/15 11:49:46 AM,0.00141,10.426,0.141
1984,04/12/15 11:49:47 AM,0.00156,10.426,0.156
1985,04/12/15 11:49:48 AM,0.00149,10.427,0.149
1986,04/12/15 11:49:49 AM,0.00141,10.429,0.141
1987,04/12/15 11:49:50 AM,0.00164,10.430,0.164
1988,04/12/15 11:49:51 AM,0.00134,10.430,0.134
1989,04/12/15 11:49:52 AM,0.00137,10.432,0.137
1990,04/12/15 11:49:53 AM,0.00145,10.433,0.145
1991,04/12/15 11:49:54 AM,0.00141,10.433,0.141
1992,04/12/15 11:49:55 AM,0.00137,10.435,0.137
1993,04/12/15 11:49:56 AM,0.00130,10.436,0.130
1994,04/12/15 11:49:57 AM,0.00164,10.436,0.164
1995,04/12/15 11:49:58 AM,0.00122,10.438,0.122
1996,04/12/15 11:49:59 AM,0.00134,10.439,0.134
1997,04/12/15 11:50:00 AM,0.00156,10.441,0.156
1998,04/12/15 11:50:01 AM,0.00134,10.441,0.134
1999,04/12/15 11:50:02 AM,0.00118,10.443,0.118
2000,04/12/15 11:50:03 AM,0.00126,10.444,0.126
2001,04/12/15 11:50:04 AM,0.00130,10.446,0.130
2002,04/12/15 11:50:05 AM,0.00118,10.446,0.118
2003,04/12/15 11:50:06 AM,0.00141,10.447,0.141
2004,04/12/15 11:50:07 AM,0.00187,10.449,0.187
2005,04/12/15 11:50:08 AM,0.00137,10.449,0.137
2006,04/12/15 11:50:09 AM,0.00141,10.450,0.141
2007,04/12/15 11:50:10 AM,0.00134,10.452,0.134
2008,04/12/15 11:50:11 AM,0.00149,10.453,0.149
2009,04/12/15 11:50:12 AM,0.00156,10.453,0.156
2010,04/12/15 11:50:13 AM,0.00172,10.455,0.172
2011,04/12/15 11:50:14 AM,0.00179,10.456,0.179
2012,04/12/15 11:50:15 AM,0.00153,10.458,0.153
2013,04/12/15 11:50:16 AM,0.00134,10.458,0.134
2014,04/12/15 11:50:17 AM,0.00210,10.459,0.210
2015,04/12/15 11:50:18 AM,0.00145,10.461,0.145
2016,04/12/15 11:50:19 AM,0.00164,10.462,0.164
2017,04/12/15 11:50:20 AM,0.00145,10.462,0.145
2018,04/12/15 11:50:21 AM,0.00160,10.464,0.160
2019,04/12/15 11:50:22 AM,0.00160,10.466,0.160
2020,04/12/15 11:50:23 AM,0.00156,10.467,0.156
2021,04/12/15 11:50:24 AM,0.00164,10.467,0.164
2022,04/12/15 11:50:25 AM,0.00168,10.469,0.168
2023,04/12/15 11:50:26 AM,0.00160,10.470,0.160
2024,04/12/15 11:50:27 AM,0.00229,10.472,0.229
2025,04/12/15 11:50:28 AM,0.00149,10.472,0.149
2026,04/12/15 11:50:29 AM,0.00153,10.473,0.153
2027,04/12/15 11:50:30 AM,0.00156,10.475,0.156
2028,04/12/15 11:50:31 AM,0.00160,10.476,0.160
2029,04/12/15 11:50:32 AM,0.00153,10.478,0.153
2030,04/12/15 11:50:33 AM,0.00164,10.478,0.164
2031,04/12/15 11:50:34 AM,0.00172,10.479,0.172
2032,04/12/15 11:50:35 AM,0.00164,10.481,0.164
2033,04/12/15 11:50:36 AM,0.00168,10.482,0.168
2034,04/12/15 11:50:37 AM,0.00217,10.484,0.217
2035,04/12/15 11:50:38 AM,0.00156,10.484,0.156
2036,04/12/15 11:50:39 AM,0.00187,10.485,0.187
2037,04/12/15 11:50:40 AM,0.00175,10.487,0.175
2038,04/12/15 11:50:41 AM,0.00164,10.488,0.164
2039,04/12/15 11:50:42 AM,0.00156,10.490,0.156
2040,04/12/15 11:50:43 AM,0.00156,10.490,0.156
2041,04/12/15 11:50:44 AM,0.00153,10.492,0.153
2042,04/12/15 11:50:45 AM,0.00160,10.493,0.160
2043,04/12/15 11:50:46 AM,0.00149,10.495,0.149
2044,04/12/15 11:50:47 AM,0.00210,10.496,0.210
2045,04/12/15 11:50:48 AM,0.00153,10.498,0.153
2046,04/12/15 11:50:49 AM,0.00149,10.498,0.149
2047,04/12/15 11:50:50 AM,0.00175,10.499,0.175
2048,04/12/15 11:50:51 AM,0.00168,10.501,0.168
2049,04/12/15 11:50:52 AM,0.00164,10.502,0.164
2050,04/12/15 11:50:53 AM,0.00156,10.504,0.156
2051,04/12/15 11:50:54 AM,0.00156,10.505,0.156
2052,04/12/15 11:50:55 AM,0.00172,10.505,0.172
2053,04/12/15 11:50:56 AM,0.00175,10.507,0.175
2054,04/12/15 11:50:57 AM,0.00248,10.508,0.248
2055,04/12/15 11:50:58 AM,0.00191,10.510,0.191
2056,04/12/15 11:50:59 AM,0.00183,10.511,0.183
2057,04/12/15 11:51:00 AM,0.00187,10.513,0.187
2058,04/12/15 11:51:01 AM,0.00206,10.514,0.206
2059,04/12/15 11:51:02 AM,0.00187,10.516,0.187
2060,04/12/15 11:51:03 AM,0.00168,10.516,0.168
2061,04/12/15 11:51:04 AM,0.00160,10.518,0.160
2062,04/12/15 11:51:05 AM,0.00168,10.519,0.168
2063,04/12/15 11:51:06 AM,0.00160,10.521,0.160
2064,04/12/15 11:51:07 AM,0.00233,10.522,0.233
2065,04/12/15 11:51:08 AM,0.00191,10.524,0.191
2066,04/12/15 11:51:09 AM,0.00172,10.525,0.172
2067,04/12/15 11:51:10 AM,0.00175,10.527,0.175
2068,04/12/15 11:51:11 AM,0.00191,10.528,0.191
2069,04/12/15 11:51:12 AM,0.00172,10.530,0.172
2070,04/12/15 11:51:13 AM,0.00168,10.530,0.168
2071,04/12/15 11:51:14 AM,0.00195,10.531,0.195
2072,04/12/15 11:51:15 AM,0.00175,10.533,0.175
2073,04/12/15 11:51:16 AM,0.00156,10.534,0.156
2074,04/12/15 11:51:17 AM,0.00214,10.536,0.214
2075,04/12/15 11:51:18 AM,0.00156,10.537,0.156
2076,04/12/15 11:51:19 AM,0.00168,10.539,0.168
2077,04/12/15 11:51:20 AM,0.00160,10.540,0.160
2078,04/12/15 11:51:21 AM,0.00168,10.542,0.168
2079,04/12/15 11:51:22 AM,0.00164,10.544,0.164
2080,04/12/15 11:51:23 AM,0.00172,10.545,0.172
2081,04/12/15 11:51:24 AM,0.00172,10.547,0.172
2082,04/12/15 11:51:25 AM,0.00156,10.548,0.156
2083,04/12/15 11:51:26 AM,0.00164,10.550,0.164
2084,04/12/15 11:51:27 AM,0.00214,10.551,0.214
2085,04/12/15 11:51:28 AM,0.00175,10.553,0.175
2086,04/12/15 11:51:29 AM,0.00168,10.554,0.168
2087,04/12/15 11:51:30 AM,0.00168,10.556,0.168
2088,04/12/15 11:51:31 AM,0.00187,10.556,0.187
2089,04/12/15 11:51:32 AM,0.00179,10.557,0.179
2090,04/12/15 11:51:33 AM,0.00183,10.559,0.183
2091,04/12/15 11:51:34 AM,0.00172,10.560,0.172
2092,04/12/15 11:51:35 AM,0.00164,10.562,0.164
2093,04/12/15 11:51:36 AM,0.00164,10.563,0.164
2094,04/12/15 11:51:37 AM,0.00202,10.565,0.202
2095,04/12/15 11:51:38 AM,0.00168,10.566,0.168
2096,04/12/15 11:51:39 AM,0.00168,10.568,0.168
2097,04/12/15 11:51:40 AM,0.00164,10.569,0.164
2098,04/12/15 11:51:41 AM,0.00183,10.571,0.183
2099,04/12/15 11:51:42 AM,0.00168,10.573,0.168
2100,04/12/15 11:51:43 AM,0.00179,10.574,0.179
2101,04/12/15 11:51:44 AM,0.00183,10.576,0.183
2102,04/12/15 11:51:45 AM,0.00179,10.577,0.179
2103,04/12/15 11:51:46 AM,0.00156,10.579,0.156
2104,04/12/15 11:51:47 AM,0.00252,10.580,0.252
2105,04/12/15 11:51:48 AM,0.00164,10.582,0.164
2106,04/12/15 11:51:49 AM,0.00156,10.583,0.156
2107,04/12/15 11:51:50 AM,0.00160,10.586,0.160
2108,04/12/15 11:51:51 AM,0.00179,10.588,0.179
2109,04/12/15 11:51:52 AM,0.00164,10.589,0.164
2110,04/12/15 11:51:53 AM,0.00179,10.591,0.179
2111,04/12/15 11:51:54 AM,0.00183,10.592,0.183
2112,04/12/15 11:51:55 AM,0.00179,10.594,0.179
2113,04/12/15 11:51:56 AM,0.00175,10.595,0.175
2114,04/12/15 11:51:57 AM,0.00294,10.597,0.294
2115,04/12/15 11:51:58 AM,0.00179,10.599,0.179
2116,04/12/15 11:51:59 AM,0.00179,10.600,0.179
2117,04/12/15 11:52:00 AM,0.00168,10.602,0.168
2118,04/12/15 11:52:01 AM,0.00156,10.603,0.156
2119,04/12/15 11:52:02 AM,0.00172,10.605,0.172
2120,04/12/15 11:52:03 AM,0.00153,10.606,0.153
2121,04/12/15 11:52:04 AM,0.00160,10.608,0.160
2122,04/12/15 11:52:05 AM,0.00168,10.609,0.168
2123,04/12/15 11:52:06 AM,0.00153,10.611,0.153
2124,04/12/15 11:52:07 AM,0.00206,10.612,0.206
2125,04/12/15 11:52:08 AM,0.00160,10.615,0.160
2126,04/12/15 11:52:09 AM,0.00156,10.617,0.156
2127,04/12/15 11:52:10 AM,0.00145,10.618,0.145
2128,04/12/15 11:52:11 AM,0.00134,10.620,0.134
2129,04/12/15 11:52:12 AM,0.00149,10.621,0.149
2130,04/12/15 11:52:13 AM,0.00145,10.623,0.145
2131,04/12/15 11:52:14 AM,0.00145,10.625,0.145
2132,04/12/15 11:52:15 AM,0.00149,10.626,0.149
2133,04/12/15 11:52:16 AM,0.00137,10.628,0.137
2134,04/12/15 11:52:17 AM,0.00198,10.629,0.198
2135,04/12/15 11:52:18 AM,0.00153,10.631,0.153
2136,04/12/15 11:52:19 AM,0.00156,10.634,0.156
2137,04/12/15 11:52:20 AM,0.00149,10.635,0.149
2138,04/12/15 11:52:21 AM,0.00149,10.637,0.149
2139,04/12/15 11:52:22 AM,0.00149,10.638,0.149
2140,04/12/15 11:52:23 AM,0.00156,10.640,0.156
2141,04/12/15 11:52:24 AM,0.00153,10.641,0.153
2142,04/12/15 11:52:25 AM,0.00153,10.643,0.153
2143,04/12/15 11:52:26 AM,0.00156,10.644,0.156
2144,04/12/15 11:52:27 AM,0.00206,10.647,0.206
2145,04/12/15 11:52:28 AM,0.00153,10.649,0.153
2146,04/12/15 11:52:29 AM,0.00160,10.650,0.160
2147,04/12/15 11:52:30 AM,0.00160,10.652,0.160
2148,04/12/15 11:52:31 AM,0.00153,10.654,0.153
2149,04/12/15 11:52:32 AM,0.00153,10.655,0.153
2150,04/12/15 11:52:33 AM,0.00141,10.657,0.141
2151,04/12/15 11:52:34 AM,0.00149,10.660,0.149
2152,04/12/15 11:52:35 AM,0.00145,10.661,0.145
2153,04/12/15 11:52:36 AM,0.00145,10.663,0.145
2154,04/12/15 11:52:37 AM,0.00191,10.664,0.191
2155,04/12/15 11:52:38 AM,0.00141,10.666,0.141
2156,04/12/15 11:52:39 AM,0.00137,10.667,0.137
2157,04/12/15 11:52:40 AM,0.00153,10.670,0.153
2158,04/12/15 11:52:41 AM,0.00137,10.672,0.137
2159,04/12/15 11:52:42 AM,0.00145,10.673,0.145
2160,04/12/15 11:52:43 AM,0.00137,10.675,0.137
2161,04/12/15 11:52:44 AM,0.00153,10.676,0.153
2162,04/12/15 11:52:45 AM,0.00164,10.678,0.164
2163,04/12/15 11:52:46 AM,0.00153,10.681,0.153
2164,04/12/15 11:52:47 AM,0.00195,10.683,0.195
2165,04/12/15 11:52:48 AM,0.00160,10.684,0.160
2166,04/12/15 11:52:49 AM,0.00160,10.686,0.160
2167,04/12/15 11:52:50 AM,0.00145,10.687,0.145
2168,04/12/15 11:52:51 AM,0.00160,10.690,0.160
2169,04/12/15 11:52:52 AM,0.00145,10.692,0.145
2170,04/12/15 11:52:53 AM,0.00149,10.693,0.149
2171,04/12/15 11:52:54 AM,0.00141,10.695,0.141
2172,04/12/15 11:52:55 AM,0.00141,10.696,0.141
2173,04/12/15 11:52:56 AM,0.00153,10.699,0.153
2174,04/12/15 11:52:57 AM,0.00175,10.701,0.175
2175,04/12/15 11:52:58 AM,0.00137,10.702,0.137
2176,04/12/15 11:52:59 AM,0.00149,10.704,0.149
2177,04/12/15 11:53:00 AM,0.00145,10.705,0.145
2178,04/12/15 11:53:01 AM,0.00145,10.709,0.145
2179,04/12/15 11:53:02 AM,0.00141,10.710,0.141
2180,04/12/15 11:53:03 AM,0.00141,10.712,0.141
2181,04/12/15 11:53:04 AM,0.00134,10.713,0.134
2182,04/12/15 11:53:05 AM,0.00145,10.716,0.145
2183,04/12/15 11:53:06 AM,0.00149,10.718,0.149
2184,04/12/15 11:53:07 AM,0.00183,10.719,0.183
2185,04/12/15 11:53:08 AM,0.00137,10.721,0.137
2186,04/12/15 11:53:09 AM,0.00137,10.724,0.137
2187,04/12/15 11:53:10 AM,0.00145,10.725,0.145
2188,04/12/15 11:53:11 AM,0.00149,10.727,0.149
2189,04/12/15 11:53:12 AM,0.00172,10.728,0.172
2190,04/12/15 11:53:13 AM,0.00156,10.731,0.156
2191,04/12/15 11:53:14 AM,0.00141,10.733,0.141
2192,04/12/15 11:53:15 AM,0.00160,10.735,0.160
2193,04/12/15 11:53:16 AM,0.00145,10.736,0.145
2194,04/12/15 11:53:17 AM,0.00179,10.739,0.179
2195,04/12/15 11:53:18 AM,0.00164,10.741,0.164
2196,04/12/15 11:53:19 AM,0.00172,10.742,0.172
2197,04/12/15 11:53:20 AM,0.00160,10.744,0.160
2198,04/12/15 11:53:21 AM,0.00164,10.747,0.164
2199,04/12/15 11:53:22 AM,0.00172,10.748,0.172
2200,04/12/15 11:53:23 AM,0.00156,10.750,0.156
2201,04/12/15 11:53:24 AM,0.00149,10.753,0.149
2202,04/12/15 11:53:25 AM,0.00156,10.754,0.156
2203,04/12/15 11:53:26 AM,0.00164,10.756,0.164
2204,04/12/15 11:53:27 AM,0.00183,10.757,0.183
2205,04/12/15 11:53:28 AM,0.00164,10.760,0.164
2206,04/12/15 11:53:29 AM,0.00168,10.762,0.168
2207,04/12/15 11:53:30 AM,0.00164,10.764,0.164
2208,04/12/15 11:53:31 AM,0.00160,10.767,0.160
2209,04/12/15 11:53:32 AM,0.00156,10.768,0.156
2210,04/12/15 11:53:33 AM,0.00156,10.770,0.156
2211,04/12/15 11:53:34 AM,0.00137,10.771,0.137
2212,04/12/15 11:53:35 AM,0.00134,10.774,0.134
2213,04/12/15 11:53:36 AM,0.00134,10.776,0.134
2214,04/12/15 11:53:37 AM,0.00172,10.777,0.172
2215,04/12/15 11:53:38 AM,0.00153,10.780,0.153
2216,04/12/15 11:53:39 AM,0.00134,10.782,0.134
2217,04/12/15 11:53:40 AM,0.00130,10.783,0.130
2218,04/12/15 11:53:41 AM,0.00134,10.785,0.134
2219,04/12/15 11:53:42 AM,0.00134,10.788,0.134
2220,04/12/15 11:53:43 AM,0.00130,10.789,0.130
2221,04/12/15 11:53:44 AM,0.00145,10.791,0.145
2222,04/12/15 11:53:45 AM,0.00149,10.794,0.149
2223,04/12/15 11:53:46 AM,0.00149,10.796,0.149
2224,04/12/15 11:53:47 AM,0.00164,10.797,0.164
2225,04/12/15 11:53:48 AM,0.00149,10.800,0.149
2226,04/12/15 11:53:49 AM,0.00149,10.802,0.149
2227,04/12/15 11:53:50 AM,0.00149,10.803,0.149
2228,04/12/15 11:53:51 AM,0.00145,10.806,0.145
2229,04/12/15 11:53:52 AM,0.00149,10.808,0.149
2230,04/12/15 11:53:53 AM,0.00164,10.809,0.164
2231,04/12/15 11:53:54 AM,0.00153,10.812,0.153
2232,04/12/15 11:53:55 AM,0.00160,10.814,0.160
2233,04/12/15 11:53:56 AM,0.00164,10.815,0.164
2234,04/12/15 11:53:57 AM,0.00202,10.818,0.202
2235,04/12/15 11:53:58 AM,0.00175,10.820,0.175
2236,04/12/15 11:53:59 AM,0.00172,10.822,0.172
2237,04/12/15 11:54:00 AM,0.00168,10.825,0.168
2238,04/12/15 11:54:01 AM,0.00164,10.826,0.164
2239,04/12/15 11:54:02 AM,0.00168,10.829,0.168
2240,04/12/15 11:54:03 AM,0.00179,10.831,0.179
2241,04/12/15 11:54:04 AM,0.00179,10.832,0.179
2242,04/12/15 11:54:05 AM,0.00179,10.835,0.179
2243,04/12/15 11:54:06 AM,0.00175,10.837,0.175
2244,04/12/15 11:54:07 AM,0.00210,10.838,0.210
2245,04/12/15 11:54:08 AM,0.00175,10.841,0.175
2246,04/12/15 11:54:09 AM,0.00172,10.843,0.172
2247,04/12/15 11:54:10 AM,0.00164,10.846,0.164
2248,04/12/15 11:54:11 AM,0.00164,10.847,0.164
2249,04/12/15 11:54:12 AM,0.00164,10.849,0.164
2250,04/12/15 11:54:13 AM,0.00168,10.852,0.168
2251,04/12/15 11:54:14 AM,0.00172,10.854,0.172
2252,04/12/15 11:54:15 AM,0.00172,10.855,0.172
2253,04/12/15 11:54:16 AM,0.00183,10.858,0.183
2254,04/12/15 11:54:17 AM,0.00225,10.860,0.225
2255,04/12/15 11:54:18 AM,0.00156,10.861,0.156
2256,04/12/15 11:54:19 AM,0.00164,10.864,0.164
2257,04/12/15 11:54:20 AM,0.00156,10.866,0.156
2258,04/12/15 11:54:21 AM,0.00149,10.867,0.149
2259,04/12/15 11:54:22 AM,0.00164,10.870,0.164
2260,04/12/15 11:54:23 AM,0.00164,10.872,0.164
2261,04/12/15 11:54:24 AM,0.00153,10.873,0.153
2262,04/12/15 11:54:25 AM,0.00149,10.876,0.149
2263,04/12/15 11:54:26 AM,0.00156,10.878,0.156
2264,04/12/15 11:54:27 AM,0.00175,10.881,0.175
2265,04/12/15 11:54:28 AM,0.00153,10.883,0.153
2266,04/12/15 11:54:29 AM,0.00149,10.884,0.149
2267,04/12/15 11:54:30 AM,0.00141,10.887,0.141
2268,04/12/15 11:54:31 AM,0.00156,10.889,0.156
2269,04/12/15 11:54:32 AM,0.00168,10.890,0.168
2270,04/12/15 11:54:33 AM,0.00187,10.893,0.187
2271,04/12/15 11:54:34 AM,0.00168,10.895,0.168
2272,04/12/15 11:54:35 AM,0.00198,10.896,0.198
2273,04/12/15 11:54:36 AM,0.00214,10.899,0.214
2274,04/12/15 11:54:37 AM,0.00263,10.901,0.263
2275,04/12/15 11:54:38 AM,0.00240,10.904,0.240
2276,04/12/15 11:54:39 AM,0.00214,10.905,0.214
2277,04/12/15 11:54:40 AM,0.00187,10.907,0.187
2278,04/12/15 11:54:41 AM,0.00187,10.910,0.187
2279,04/12/15 11:54:42 AM,0.00175,10.912,0.175
2280,04/12/15 11:54:43 AM,0.00179,10.915,0.179
2281,04/12/15 11:54:44 AM,0.00187,10.916,0.187
2282,04/12/15 11:54:45 AM,0.00183,10.918,0.183
2283,04/12/15 11:54:46 AM,0.00202,10.921,0.202
2284,04/12/15 11:54:47 AM,0.00233,10.922,0.233
2285,04/12/15 11:54:48 AM,0.00198,10.925,0.198
2286,04/12/15 11:54:49 AM,0.00202,10.927,0.202
2287,04/12/15 11:54:50 AM,0.00206,10.928,0.206
2288,04/12/15 11:54:51 AM,0.00217,10.931,0.217
2289,04/12/15 11:54:52 AM,0.00191,10.933,0.191
2290,04/12/15 11:54:53 AM,0.00217,10.936,0.217
2291,04/12/15 11:54:54 AM,0.00214,10.937,0.214
2292,04/12/15 11:54:55 AM,0.00198,10.940,0.198
2293,04/12/15 11:54:56 AM,0.00191,10.942,0.191
2294,04/12/15 11:54:57 AM,0.00233,10.944,0.233
2295,04/12/15 11:54:58 AM,0.00210,10.947,0.210
2296,04/12/15 11:54:59 AM,0.00198,10.948,0.198
2297,04/12/15 11:55:00 AM,0.00198,10.951,0.198
2298,04/12/15 11:55:01 AM,0.00214,10.953,0.214
2299,04/12/15 11:55:02 AM,0.00202,10.954,0.202
2300,04/12/15 11:55:03 AM,0.00225,10.957,0.225
2301,04/12/15 11:55:04 AM,0.00210,10.959,0.210
2302,04/12/15 11:55:05 AM,0.00252,10.962,0.252
2303,04/12/15 11:55:06 AM,0.00225,10.963,0.225
2304,04/12/15 11:55:07 AM,0.00244,10.966,0.244
2305,04/12/15 11:55:08 AM,0.00252,10.968,0.252
2306,04/12/15 11:55:09 AM,0.00229,10.971,0.229
2307,04/12/15 11:55:10 AM,0.00214,10.972,0.214
2308,04/12/15 11:55:11 AM,0.00252,10.974,0.252
2309,04/12/15 11:55:12 AM,0.00221,10.977,0.221
2310,04/12/15 11:55:13 AM,0.00217,10.979,0.217
2311,04/12/15 11:55:14 AM,0.00187,10.982,0.187
2312,04/12/15 11:55:15 AM,0.00202,10.983,0.202
