,lannum,lanvolt,lantemp_C,lanco_ppm
2015-04-12 11:16:45,2,4e-05,8.286,0.004
2015-04-12 11:16:46,3,4e-05,8.286,0.004
2015-04-12 11:16:47,4,4e-05,8.288,0.004
2015-04-12 11:16:48,5,4e-05,8.29,0.004
2015-04-12 11:16:49,6,4e-05,8.291,0.004
2015-04-12 11:16:50,7,4e-05,8.293,0.004
2015-04-12 11:16:51,8,4e-05,8.293,0.004
2015-04-12 11:16:52,9,4e-05,8.294,0.004
2015-04-12 11:16:53,10,4e-05,8.296,0.004
2015-04-12 11:16:54,11,4e-05,8.297,0.004
2015-04-12 11:16:55,12,4e-05,8.297,0.004
2015-04-12 11:16:56,13,4e-05,8.299,0.004
2015-04-12 11:16:57,14,4e-05,8.301,0.004
2015-04-12 11:16:58,15,4e-05,8.302,0.004
2015-04-12 11:16:59,16,4e-05,8.302,0.004
2015-04-12 11:17:00,17,4e-05,8.304,0.004
2015-04-12 11:17:01,18,0.00061,8.305,0.061
2015-04-12 11:17:02,19,0.00168,8.307,0.168
2015-04-12 11:17:03,20,0.00156,8.307,0.156
2015-04-12 11:17:04,21,4e-05,8.308,0.004
2015-04-12 11:17:05,22,4e-05,8.31,0.004
2015-04-12 11:17:06,23,4e-05,8.311,0.004
2015-04-12 11:17:07,24,4e-05,8.313,0.004
2015-04-12 11:17:08,25,4e-05,8.313,0.004
2015-04-12 11:17:09,26,4e-05,8.315,0.004
2015-04-12 11:17:10,27,4e-05,8.316,0.004
2015-04-12 11:17:11,28,4e-05,8.318,0.004
2015-04-12 11:17:12,29,4e-05,8.318,0.004
2015-04-12 11:17:13,30,4e-05,8.319,0.004
2015-04-12 11:17:14,31,4e-05,8.321,0.004
2015-04-12 11:17:15,32,4e-05,8.322,0.004
2015-04-12 11:17:16,33,4e-05,8.324,0.004
2015-04-12 11:17:17,34,4e-05,8.324,0.004
2015-04-12 11:17:18,35,4e-05,8.325,0.004
2015-04-12 11:17:19,36,4e-05,8.327,0.004
2015-04-12 11:17:20,37,4e-05,8.329,0.004
2015-04-12 11:17:21,38,4e-05,8.33,0.004
2015-04-12 11:17:22,39,4e-05,8.33,0.004
2015-04-12 11:17:23,40,4e-05,8.332,0.004
2015-04-12 11:17:24,41,4e-05,8.333,0.004
2015-04-12 11:17:25,42,4e-05,8.335,0.004
2015-04-12 11:17:26,43,4e-05,8.336,0.004
2015-04-12 11:17:27,44,4e-05,8.336,0.004
2015-04-12 11:17:28,45,4e-05,8.338,0.004
2015-04-12 11:17:29,46,4e-05,8.339,0.004
2015-04-12 11:17:30,47,4e-05,8.341,0.004
2015-04-12 11:17:31,48,4e-05,8.343,0.004
2015-04-12 11:17:32,49,4e-05,8.343,0.004
2015-04-12 11:17:33,50,4e-05,8.344,0.004
2015-04-12 11:17:34,51,4e-05,8.346,0.004
2015-04-12 11:17:35,52,4e-05,8.347,0.004
2015-04-12 11:17:36,53,4e-05,8.349,0.004
2015-04-12 11:17:37,54,4e-05,8.349,0.004
2015-04-12 11:17:38,55,4e-05,8.35,0.004
2015-04-12 11:17:39,56,4e-05,8.352,0.004
2015-04-12 11:17:40,57,4e-05,8.353,0.004
2015-04-12 11:17:41,58,4e-05,8.353,0.004
2015-04-12 11:17:42,59,4e-05,8.355,0.004
2015-04-12 11:17:43,60,4e-05,8.357,0.004
2015-04-12 11:17:44,61,4e-05,8.358,0.004
2015-04-12 11:17:45,62,4e-05,8.36,0.004
2015-04-12 11:17:46,63,4e-05,8.36,0.004
2015-04-12 11:17:47,64,4e-05,8.361,0.004
2015-04-12 11:17:48,65,4e-05,8.363,0.004
2015-04-12 11:17:49,66,4e-05,8.364,0.004
2015-04-12 11:17:50,67,4e-05,8.364,0.004
2015-04-12 11:17:51,68,4e-05,8.366,0.004
2015-04-12 11:17:52,69,4e-05,8.367,0.004
2015-04-12 11:17:53,70,4e-05,8.369,0.004
2015-04-12 11:17:54,71,4e-05,8.369,0.004
2015-04-12 11:17:55,72,4e-05,8.371,0.004
2015-04-12 11:17:56,73,4e-05,8.372,0.004
2015-04-12 11:17:57,74,4e-05,8.374,0.004
2015-04-12 11:17:58,75,4e-05,8.374,0.004
2015-04-12 11:17:59,76,4e-05,8.375,0.004
2015-04-12 11:18:00,77,4e-05,8.377,0.004
2015-04-12 11:18:01,78,4e-05,8.378,0.004
2015-04-12 11:18:02,79,4e-05,8.378,0.004
2015-04-12 11:18:03,80,4e-05,8.38,0.004
2015-04-12 11:18:04,81,4e-05,8.381,0.004
2015-04-12 11:18:05,82,4e-05,8.381,0.004
2015-04-12 11:18:06,83,4e-05,8.383,0.004
2015-04-12 11:18:07,84,4e-05,8.385,0.004
2015-04-12 11:18:08,85,4e-05,8.386,0.004
2015-04-12 11:18:09,86,4e-05,8.386,0.004
2015-04-12 11:18:10,87,4e-05,8.388,0.004
2015-04-12 11:18:11,88,4e-05,8.389,0.004
2015-04-12 11:18:12,89,4e-05,8.389,0.004
2015-04-12 11:18:13,90,4e-05,8.391,0.004
2015-04-12 11:18:14,91,4e-05,8.392,0.004
2015-04-12 11:18:15,92,4e-05,8.394,0.004
2015-04-12 11:18:16,93,4e-05,8.394,0.004
2015-04-12 11:18:17,94,4e-05,8.395,0.004
2015-04-12 11:18:18,95,4e-05,8.397,0.004
2015-04-12 11:18:19,96,4e-05,8.399,0.004
2015-04-12 11:18:20,97,4e-05,8.399,0.004
2015-04-12 11:18:21,98,4e-05,8.4,0.004
2015-04-12 11:18:22,99,4e-05,8.402,0.004
2015-04-12 11:18:23,100,4e-05,8.402,0.004
2015-04-12 11:18:24,101,4e-05,8.403,0.004
2015-04-12 11:18:25,102,4e-05,8.405,0.004
2015-04-12 11:18:26,103,4e-05,8.406,0.004
2015-04-12 11:18:27,104,4e-05,8.406,0.004
2015-04-12 11:18:28,105,4e-05,8.408,0.004
2015-04-12 11:18:29,106,4e-05,8.409,0.004
2015-04-12 11:18:30,107,4e-05,8.409,0.004
2015-04-12 11:18:31,108,4e-05,8.411,0.004
2015-04-12 11:18:32,109,4e-05,8.413,0.004
2015-04-12 11:18:33,110,4e-05,8.413,0.004
2015-04-12 11:18:34,111,4e-05,8.414,0.004
2015-04-12 11:18:35,112,4e-05,8.416,0.004
2015-04-12 11:18:36,113,4e-05,8.417,0.004
2015-04-12 11:18:37,114,4e-05,8.417,0.004
2015-04-12 11:18:38,115,4e-05,8.419,0.004
2015-04-12 11:18:39,116,4e-05,8.42,0.004
2015-04-12 11:18:40,117,4e-05,8.422,0.004
2015-04-12 11:18:41,118,4e-05,8.422,0.004
2015-04-12 11:18:42,119,4e-05,8.423,0.004
2015-04-12 11:18:43,120,4e-05,8.425,0.004
2015-04-12 11:18:44,121,4e-05,8.425,0.004
2015-04-12 11:18:45,122,4e-05,8.427,0.004
2015-04-12 11:18:46,123,4e-05,8.428,0.004
2015-04-12 11:18:47,124,4e-05,8.428,0.004
2015-04-12 11:18:48,125,4e-05,8.43,0.004
2015-04-12 11:18:49,126,4e-05,8.431,0.004
2015-04-12 11:18:50,127,4e-05,8.433,0.004
2015-04-12 11:18:51,128,4e-05,8.433,0.004
2015-04-12 11:18:52,129,4e-05,8.434,0.004
2015-04-12 11:18:53,130,4e-05,8.436,0.004
2015-04-12 11:18:54,131,4e-05,8.436,0.004
2015-04-12 11:18:55,132,4e-05,8.438,0.004
2015-04-12 11:18:56,133,4e-05,8.439,0.004
2015-04-12 11:18:57,134,4e-05,8.439,0.004
2015-04-12 11:18:58,135,4e-05,8.441,0.004
2015-04-12 11:18:59,136,4e-05,8.442,0.004
2015-04-12 11:19:00,137,4e-05,8.442,0.004
2015-04-12 11:19:01,138,4e-05,8.444,0.004
2015-04-12 11:19:02,139,4e-05,8.445,0.004
2015-04-12 11:19:03,140,4e-05,8.445,0.004
2015-04-12 11:19:04,141,4e-05,8.447,0.004
2015-04-12 11:19:05,142,4e-05,8.447,0.004
2015-04-12 11:19:06,143,4e-05,8.448,0.004
2015-04-12 11:19:07,144,4e-05,8.45,0.004
2015-04-12 11:19:08,145,4e-05,8.45,0.004
2015-04-12 11:19:09,146,4e-05,8.452,0.004
2015-04-12 11:19:10,147,4e-05,8.453,0.004
2015-04-12 11:19:11,148,4e-05,8.453,0.004
2015-04-12 11:19:12,149,4e-05,8.455,0.004
2015-04-12 11:19:13,150,4e-05,8.456,0.004
2015-04-12 11:19:14,151,4e-05,8.456,0.004
2015-04-12 11:19:15,152,4e-05,8.458,0.004
2015-04-12 11:19:16,153,4e-05,8.458,0.004
2015-04-12 11:19:17,154,4e-05,8.459,0.004
2015-04-12 11:19:18,155,4e-05,8.461,0.004
2015-04-12 11:19:19,156,4e-05,8.461,0.004
2015-04-12 11:19:20,157,4e-05,8.462,0.004
2015-04-12 11:19:21,158,4e-05,8.462,0.004
2015-04-12 11:19:22,159,4e-05,8.464,0.004
2015-04-12 11:19:23,160,4e-05,8.465,0.004
2015-04-12 11:19:24,161,4e-05,8.465,0.004
2015-04-12 11:19:25,162,4e-05,8.467,0.004
2015-04-12 11:19:26,163,4e-05,8.467,0.004
2015-04-12 11:19:27,164,4e-05,8.469,0.004
2015-04-12 11:19:28,165,4e-05,8.47,0.004
2015-04-12 11:19:29,166,4e-05,8.47,0.004
2015-04-12 11:19:30,167,4e-05,8.472,0.004
2015-04-12 11:19:31,168,4e-05,8.473,0.004
2015-04-12 11:19:32,169,4e-05,8.473,0.004
2015-04-12 11:19:33,170,4e-05,8.475,0.004
2015-04-12 11:19:34,171,4e-05,8.475,0.004
2015-04-12 11:19:35,172,4e-05,8.476,0.004
2015-04-12 11:19:36,173,4e-05,8.478,0.004
2015-04-12 11:19:37,174,4e-05,8.478,0.004
2015-04-12 11:19:38,175,4e-05,8.479,0.004
2015-04-12 11:19:39,176,4e-05,8.481,0.004
2015-04-12 11:19:40,177,4e-05,8.481,0.004
2015-04-12 11:19:41,178,4e-05,8.483,0.004
2015-04-12 11:19:42,179,4e-05,8.483,0.004
2015-04-12 11:19:43,180,4e-05,8.484,0.004
2015-04-12 11:19:44,181,4e-05,8.486,0.004
2015-04-12 11:19:45,182,4e-05,8.486,0.004
2015-04-12 11:19:46,183,4e-05,8.487,0.004
2015-04-12 11:19:47,184,4e-05,8.489,0.004
2015-04-12 11:19:48,185,4e-05,8.489,0.004
2015-04-12 11:19:49,186,4e-05,8.49,0.004
2015-04-12 11:19:50,187,4e-05,8.49,0.004
2015-04-12 11:19:51,188,4e-05,8.492,0.004
2015-04-12 11:19:52,189,4e-05,8.493,0.004
2015-04-12 11:19:53,190,4e-05,8.493,0.004
2015-04-12 11:19:54,191,4e-05,8.495,0.004
2015-04-12 11:19:55,192,4e-05,8.495,0.004
2015-04-12 11:19:56,193,4e-05,8.497,0.004
2015-04-12 11:19:57,194,4e-05,8.498,0.004
2015-04-12 11:19:58,195,4e-05,8.498,0.004
2015-04-12 11:19:59,196,4e-05,8.5,0.004
2015-04-12 11:20:00,197,4e-05,8.501,0.004
2015-04-12 11:20:01,198,4e-05,8.501,0.004
2015-04-12 11:20:02,199,4e-05,8.503,0.004
2015-04-12 11:20:03,200,4e-05,8.503,0.004
2015-04-12 11:20:04,201,4e-05,8.504,0.004
2015-04-12 11:20:05,202,4e-05,8.506,0.004
2015-04-12 11:20:06,203,4e-05,8.506,0.004
2015-04-12 11:20:07,204,4e-05,8.507,0.004
2015-04-12 11:20:08,205,4e-05,8.509,0.004
2015-04-12 11:20:09,206,4e-05,8.509,0.004
2015-04-12 11:20:10,207,4e-05,8.511,0.004
2015-04-12 11:20:11,208,4e-05,8.511,0.004
2015-04-12 11:20:12,209,4e-05,8.512,0.004
2015-04-12 11:20:13,210,4e-05,8.514,0.004
2015-04-12 11:20:14,211,4e-05,8.514,0.004
2015-04-12 11:20:15,212,4e-05,8.515,0.004
2015-04-12 11:20:16,213,4e-05,8.517,0.004
2015-04-12 11:20:17,214,4e-05,8.517,0.004
2015-04-12 11:20:18,215,4e-05,8.518,0.004
2015-04-12 11:20:19,216,4e-05,8.518,0.004
2015-04-12 11:20:20,217,4e-05,8.52,0.004
2015-04-12 11:20:21,218,4e-05,8.521,0.004
2015-04-12 11:20:22,219,4e-05,8.521,0.004
2015-04-12 11:20:23,220,4e-05,8.523,0.004
2015-04-12 11:20:24,221,4e-05,8.525,0.004
2015-04-12 11:20:25,222,4e-05,8.525,0.004
2015-04-12 11:20:26,223,4e-05,8.526,0.004
2015-04-12 11:20:27,224,4e-05,8.526,0.004
2015-04-12 11:20:28,225,4e-05,8.528,0.004
2015-04-12 11:20:29,226,4e-05,8.529,0.004
2015-04-12 11:20:30,227,4e-05,8.529,0.004
2015-04-12 11:20:31,228,4e-05,8.531,0.004
2015-04-12 11:20:32,229,4e-05,8.532,0.004
2015-04-12 11:20:33,230,4e-05,8.532,0.004
2015-04-12 11:20:34,231,4e-05,8.534,0.004
2015-04-12 11:20:35,232,4e-05,8.535,0.004
2015-04-12 11:20:36,233,4e-05,8.535,0.004
2015-04-12 11:20:37,234,4e-05,8.537,0.004
2015-04-12 11:20:38,235,4e-05,8.537,0.004
2015-04-12 11:20:39,236,4e-05,8.539,0.004
2015-04-12 11:20:40,237,4e-05,8.54,0.004
2015-04-12 11:20:41,238,4e-05,8.54,0.004
2015-04-12 11:20:42,239,4e-05,8.542,0.004
2015-04-12 11:20:43,240,4e-05,8.543,0.004
2015-04-12 11:20:44,241,4e-05,8.543,0.004
2015-04-12 11:20:45,242,4e-05,8.545,0.004
2015-04-12 11:20:46,243,4e-05,8.546,0.004
2015-04-12 11:20:47,244,4e-05,8.546,0.004
2015-04-12 11:20:48,245,4e-05,8.548,0.004
2015-04-12 11:20:49,246,4e-05,8.548,0.004
2015-04-12 11:20:50,247,4e-05,8.549,0.004
2015-04-12 11:20:51,248,4e-05,8.551,0.004
2015-04-12 11:20:52,249,4e-05,8.551,0.004
2015-04-12 11:20:53,250,4e-05,8.553,0.004
2015-04-12 11:20:54,251,4e-05,8.554,0.004
2015-04-12 11:20:55,252,4e-05,8.554,0.004
2015-04-12 11:20:56,253,4e-05,8.556,0.004
2015-04-12 11:20:57,254,4e-05,8.557,0.004
2015-04-12 11:20:58,255,4e-05,8.557,0.004
2015-04-12 11:20:59,256,4e-05,8.559,0.004
2015-04-12 11:21:00,257,4e-05,8.559,0.004
2015-04-12 11:21:01,258,4e-05,8.56,0.004
2015-04-12 11:21:02,259,4e-05,8.562,0.004
2015-04-12 11:21:03,260,4e-05,8.562,0.004
2015-04-12 11:21:04,261,0.00023,8.563,0.023
2015-04-12 11:21:05,262,4e-05,8.565,0.004
2015-04-12 11:21:06,263,4e-05,8.565,0.004
2015-04-12 11:21:07,264,0.00015,8.567,0.015
2015-04-12 11:21:08,265,0.00015,8.568,0.015
2015-04-12 11:21:09,266,0.00034,8.568,0.034
2015-04-12 11:21:10,267,4e-05,8.57,0.004
2015-04-12 11:21:11,268,4e-05,8.57,0.004
2015-04-12 11:21:12,269,4e-05,8.571,0.004
2015-04-12 11:21:13,270,4e-05,8.573,0.004
2015-04-12 11:21:14,271,4e-05,8.573,0.004
2015-04-12 11:21:15,272,4e-05,8.574,0.004
2015-04-12 11:21:16,273,4e-05,8.576,0.004
2015-04-12 11:21:17,274,4e-05,8.576,0.004
2015-04-12 11:21:18,275,4e-05,8.577,0.004
2015-04-12 11:21:19,276,4e-05,8.577,0.004
2015-04-12 11:21:20,277,4e-05,8.579,0.004
2015-04-12 11:21:21,278,4e-05,8.581,0.004
2015-04-12 11:21:22,279,4e-05,8.581,0.004
2015-04-12 11:21:23,280,4e-05,8.582,0.004
2015-04-12 11:21:24,281,4e-05,8.584,0.004
2015-04-12 11:21:25,282,0.00015,8.584,0.015
2015-04-12 11:21:26,283,4e-05,8.585,0.004
2015-04-12 11:21:27,284,8e-05,8.587,0.008
2015-04-12 11:21:28,285,0.00011,8.587,0.011
2015-04-12 11:21:29,286,0.00031,8.588,0.031
2015-04-12 11:21:30,287,0.00034,8.59,0.034
2015-04-12 11:21:31,288,0.00042,8.59,0.042
2015-04-12 11:21:32,289,0.00046,8.591,0.046
2015-04-12 11:21:33,290,0.00057,8.593,0.057
2015-04-12 11:21:34,291,0.00072,8.593,0.072
2015-04-12 11:21:35,292,0.00065,8.595,0.065
2015-04-12 11:21:36,293,0.00042,8.595,0.042
2015-04-12 11:21:37,294,0.00011,8.596,0.011
2015-04-12 11:21:38,295,0.00034,8.598,0.034
2015-04-12 11:21:39,296,0.00034,8.598,0.034
2015-04-12 11:21:40,297,0.00031,8.599,0.031
2015-04-12 11:21:41,298,0.00072,8.601,0.072
2015-04-12 11:21:42,299,0.00111,8.601,0.111
2015-04-12 11:21:43,300,0.00111,8.602,0.111
2015-04-12 11:21:44,301,0.00072,8.604,0.072
2015-04-12 11:21:45,302,0.00065,8.604,0.065
2015-04-12 11:21:46,303,0.00042,8.605,0.042
2015-04-12 11:21:47,304,0.00061,8.607,0.061
2015-04-12 11:21:48,305,0.00046,8.607,0.046
2015-04-12 11:21:49,306,0.00053,8.608,0.053
2015-04-12 11:21:50,307,0.00046,8.608,0.046
2015-04-12 11:21:51,308,0.0005,8.61,0.05
2015-04-12 11:21:52,309,0.00057,8.612,0.057
2015-04-12 11:21:53,310,0.00057,8.612,0.057
2015-04-12 11:21:54,311,0.00038,8.613,0.038
2015-04-12 11:21:55,312,0.00046,8.615,0.046
2015-04-12 11:21:56,313,0.00027,8.615,0.027
2015-04-12 11:21:57,314,0.00015,8.616,0.015
2015-04-12 11:21:58,315,0.00015,8.618,0.015
2015-04-12 11:21:59,316,0.00053,8.618,0.053
2015-04-12 11:22:00,317,0.00027,8.619,0.027
2015-04-12 11:22:01,318,0.00015,8.621,0.015
2015-04-12 11:22:02,319,0.00015,8.621,0.015
2015-04-12 11:22:03,320,0.00011,8.622,0.011
2015-04-12 11:22:04,321,0.00019,8.622,0.019
2015-04-12 11:22:05,322,0.00031,8.624,0.031
2015-04-12 11:22:06,323,0.00015,8.626,0.015
2015-04-12 11:22:07,324,0.00011,8.626,0.011
2015-04-12 11:22:08,325,0.00023,8.627,0.023
2015-04-12 11:22:09,326,0.00023,8.627,0.023
2015-04-12 11:22:10,327,0.00034,8.629,0.034
2015-04-12 11:22:11,328,0.00042,8.63,0.042
2015-04-12 11:22:12,329,0.00034,8.63,0.034
2015-04-12 11:22:13,330,0.00038,8.632,0.038
2015-04-12 11:22:14,331,0.0005,8.632,0.05
2015-04-12 11:22:15,332,0.00065,8.633,0.065
2015-04-12 11:22:16,333,0.00042,8.635,0.042
2015-04-12 11:22:17,334,0.00034,8.635,0.034
2015-04-12 11:22:18,335,0.00034,8.636,0.034
2015-04-12 11:22:19,336,0.00027,8.636,0.027
2015-04-12 11:22:20,337,0.00031,8.638,0.031
2015-04-12 11:22:21,338,0.00034,8.64,0.034
2015-04-12 11:22:22,339,0.00023,8.64,0.023
2015-04-12 11:22:23,340,0.00019,8.641,0.019
2015-04-12 11:22:24,341,0.00027,8.641,0.027
2015-04-12 11:22:25,342,0.00053,8.643,0.053
2015-04-12 11:22:26,343,0.00027,8.644,0.027
2015-04-12 11:22:27,344,0.00027,8.644,0.027
2015-04-12 11:22:28,345,0.00034,8.646,0.034
2015-04-12 11:22:29,346,0.00042,8.646,0.042
2015-04-12 11:22:30,347,0.00038,8.647,0.038
2015-04-12 11:22:31,348,0.00065,8.649,0.065
2015-04-12 11:22:32,349,0.00038,8.649,0.038
2015-04-12 11:22:33,350,0.00046,8.65,0.046
2015-04-12 11:22:34,351,0.00069,8.65,0.069
2015-04-12 11:22:35,352,0.00072,8.652,0.072
2015-04-12 11:22:36,353,0.00042,8.654,0.042
2015-04-12 11:22:37,354,0.00038,8.654,0.038
2015-04-12 11:22:38,355,0.00046,8.655,0.046
2015-04-12 11:22:39,356,0.0005,8.655,0.05
2015-04-12 11:22:40,357,0.00034,8.657,0.034
2015-04-12 11:22:41,358,0.00038,8.657,0.038
2015-04-12 11:22:42,359,0.00034,8.658,0.034
2015-04-12 11:22:43,360,0.00031,8.66,0.031
2015-04-12 11:22:44,361,0.00034,8.66,0.034
2015-04-12 11:22:45,362,0.00042,8.661,0.042
2015-04-12 11:22:46,363,0.00019,8.661,0.019
2015-04-12 11:22:47,364,0.00031,8.663,0.031
2015-04-12 11:22:48,365,0.00038,8.663,0.038
2015-04-12 11:22:49,366,0.00061,8.664,0.061
2015-04-12 11:22:50,367,0.00038,8.664,0.038
2015-04-12 11:22:51,368,0.00038,8.666,0.038
2015-04-12 11:22:52,369,0.00042,8.668,0.042
2015-04-12 11:22:53,370,0.00034,8.668,0.034
2015-04-12 11:22:54,371,0.00038,8.669,0.038
2015-04-12 11:22:55,372,0.0005,8.669,0.05
2015-04-12 11:22:56,373,0.00046,8.671,0.046
2015-04-12 11:22:57,374,0.00031,8.671,0.031
2015-04-12 11:22:58,375,0.00038,8.672,0.038
2015-04-12 11:22:59,376,0.00027,8.672,0.027
2015-04-12 11:23:00,377,0.00031,8.674,0.031
2015-04-12 11:23:01,378,0.00019,8.674,0.019
2015-04-12 11:23:02,379,0.00019,8.675,0.019
2015-04-12 11:23:03,380,0.00019,8.677,0.019
2015-04-12 11:23:04,381,0.00038,8.677,0.038
2015-04-12 11:23:05,382,0.00015,8.678,0.015
2015-04-12 11:23:06,383,4e-05,8.678,0.004
2015-04-12 11:23:07,384,4e-05,8.68,0.004
2015-04-12 11:23:08,385,4e-05,8.68,0.004
2015-04-12 11:23:09,386,8e-05,8.681,0.008
2015-04-12 11:23:10,387,4e-05,8.681,0.004
2015-04-12 11:23:11,388,4e-05,8.683,0.004
2015-04-12 11:23:12,389,4e-05,8.683,0.004
2015-04-12 11:23:13,390,4e-05,8.685,0.004
2015-04-12 11:23:14,391,4e-05,8.686,0.004
2015-04-12 11:23:15,392,0.00019,8.686,0.019
2015-04-12 11:23:16,393,0.00019,8.688,0.019
2015-04-12 11:23:17,394,0.00027,8.688,0.027
2015-04-12 11:23:18,395,0.00031,8.689,0.031
2015-04-12 11:23:19,396,0.00031,8.689,0.031
2015-04-12 11:23:20,397,0.00031,8.691,0.031
2015-04-12 11:23:21,398,0.00023,8.691,0.023
2015-04-12 11:23:22,399,0.00019,8.692,0.019
2015-04-12 11:23:23,400,0.00015,8.692,0.015
2015-04-12 11:23:24,401,0.00019,8.694,0.019
2015-04-12 11:23:25,402,0.00023,8.694,0.023
2015-04-12 11:23:26,403,0.00019,8.695,0.019
2015-04-12 11:23:27,404,0.00019,8.695,0.019
2015-04-12 11:23:28,405,0.00042,8.697,0.042
2015-04-12 11:23:29,406,0.00034,8.697,0.034
2015-04-12 11:23:30,407,0.00038,8.699,0.038
2015-04-12 11:23:31,408,0.00038,8.7,0.038
2015-04-12 11:23:32,409,0.00046,8.7,0.046
2015-04-12 11:23:33,410,0.00042,8.702,0.042
2015-04-12 11:23:34,411,0.00031,8.702,0.031
2015-04-12 11:23:35,412,0.0005,8.703,0.05
2015-04-12 11:23:36,413,0.00027,8.703,0.027
2015-04-12 11:23:37,414,0.00019,8.705,0.019
2015-04-12 11:23:38,415,0.00031,8.705,0.031
2015-04-12 11:23:39,416,0.00038,8.706,0.038
2015-04-12 11:23:40,417,0.00046,8.706,0.046
2015-04-12 11:23:41,418,0.00034,8.708,0.034
2015-04-12 11:23:42,419,0.00042,8.708,0.042
2015-04-12 11:23:43,420,0.00057,8.709,0.057
2015-04-12 11:23:44,421,0.00053,8.709,0.053
2015-04-12 11:23:45,422,0.00076,8.711,0.076
2015-04-12 11:23:46,423,0.00038,8.711,0.038
2015-04-12 11:23:47,424,0.00046,8.713,0.046
2015-04-12 11:23:48,425,0.00042,8.713,0.042
2015-04-12 11:23:49,426,0.00038,8.714,0.038
2015-04-12 11:23:50,427,0.00053,8.714,0.053
2015-04-12 11:23:51,428,0.00053,8.716,0.053
2015-04-12 11:23:52,429,0.00061,8.716,0.061
2015-04-12 11:23:53,430,0.00053,8.717,0.053
2015-04-12 11:23:54,431,0.00038,8.719,0.038
2015-04-12 11:23:55,432,0.00057,8.719,0.057
2015-04-12 11:23:56,433,0.00031,8.72,0.031
2015-04-12 11:23:57,434,0.00057,8.72,0.057
2015-04-12 11:23:58,435,0.00034,8.722,0.034
2015-04-12 11:23:59,436,0.00038,8.722,0.038
2015-04-12 11:24:00,437,0.0005,8.723,0.05
2015-04-12 11:24:01,438,0.00046,8.723,0.046
2015-04-12 11:24:02,439,0.00046,8.725,0.046
2015-04-12 11:24:03,440,0.00057,8.725,0.057
2015-04-12 11:24:04,441,0.00057,8.726,0.057
2015-04-12 11:24:05,442,0.00084,8.726,0.084
2015-04-12 11:24:06,443,0.00053,8.728,0.053
2015-04-12 11:24:07,444,0.0005,8.728,0.05
2015-04-12 11:24:08,445,0.0005,8.73,0.05
2015-04-12 11:24:09,446,0.0005,8.73,0.05
2015-04-12 11:24:10,447,0.0005,8.731,0.05
2015-04-12 11:24:11,448,0.00038,8.731,0.038
2015-04-12 11:24:12,449,0.00031,8.733,0.031
2015-04-12 11:24:13,450,0.00038,8.733,0.038
2015-04-12 11:24:14,451,0.00046,8.734,0.046
2015-04-12 11:24:15,452,0.00061,8.734,0.061
2015-04-12 11:24:16,453,0.00046,8.736,0.046
2015-04-12 11:24:17,454,0.00069,8.736,0.069
2015-04-12 11:24:18,455,0.00046,8.737,0.046
2015-04-12 11:24:19,456,0.00034,8.737,0.034
2015-04-12 11:24:20,457,0.00046,8.739,0.046
2015-04-12 11:24:21,458,0.00065,8.739,0.065
2015-04-12 11:24:22,459,0.00042,8.74,0.042
2015-04-12 11:24:23,460,0.00042,8.74,0.042
2015-04-12 11:24:24,461,0.00046,8.742,0.046
2015-04-12 11:24:25,462,0.00061,8.742,0.061
2015-04-12 11:24:26,463,0.00042,8.742,0.042
2015-04-12 11:24:27,464,0.00042,8.744,0.042
2015-04-12 11:24:28,465,0.00042,8.744,0.042
2015-04-12 11:24:29,466,0.00046,8.745,0.046
2015-04-12 11:24:30,467,0.00034,8.745,0.034
2015-04-12 11:24:31,468,0.00038,8.747,0.038
2015-04-12 11:24:32,469,0.00042,8.747,0.042
2015-04-12 11:24:33,470,0.00042,8.748,0.042
2015-04-12 11:24:34,471,0.00034,8.748,0.034
2015-04-12 11:24:35,472,0.0005,8.75,0.05
2015-04-12 11:24:36,473,0.00034,8.75,0.034
2015-04-12 11:24:37,474,0.00031,8.751,0.031
2015-04-12 11:24:38,475,0.00023,8.751,0.023
2015-04-12 11:24:39,476,0.00023,8.753,0.023
2015-04-12 11:24:40,477,0.00023,8.753,0.023
2015-04-12 11:24:41,478,0.00072,8.754,0.072
2015-04-12 11:24:42,479,0.00053,8.754,0.053
2015-04-12 11:24:43,480,0.00031,8.756,0.031
2015-04-12 11:24:44,481,0.00069,8.756,0.069
2015-04-12 11:24:45,482,0.00065,8.758,0.065
2015-04-12 11:24:46,483,0.00031,8.758,0.031
2015-04-12 11:24:47,484,0.00031,8.759,0.031
2015-04-12 11:24:48,485,0.00031,8.759,0.031
2015-04-12 11:24:49,486,0.00023,8.761,0.023
2015-04-12 11:24:50,487,0.00038,8.761,0.038
2015-04-12 11:24:51,488,0.00038,8.762,0.038
2015-04-12 11:24:52,489,0.0005,8.762,0.05
2015-04-12 11:24:53,490,0.00057,8.762,0.057
2015-04-12 11:24:54,491,0.00053,8.764,0.053
2015-04-12 11:24:55,492,0.00076,8.764,0.076
2015-04-12 11:24:56,493,0.00031,8.765,0.031
2015-04-12 11:24:57,494,0.00019,8.765,0.019
2015-04-12 11:24:58,495,0.00042,8.767,0.042
2015-04-12 11:24:59,496,0.00057,8.767,0.057
2015-04-12 11:25:00,497,0.00042,8.768,0.042
2015-04-12 11:25:01,498,0.00038,8.768,0.038
2015-04-12 11:25:02,499,0.00046,8.77,0.046
2015-04-12 11:25:03,500,0.00057,8.77,0.057
