,lannum,lanvolt,lantemp_C,lanco_ppm
2015-04-12 14:35:28,11925,0.10559,22.093,10.559
2015-04-12 14:35:29,11926,0.10536,22.093,10.536
2015-04-12 14:35:30,11927,0.10452,22.091,10.452
2015-04-12 14:35:31,11928,0.1038,22.091,10.38
2015-04-12 14:35:32,11929,0.10296,22.09,10.296
2015-04-12 14:35:33,11930,0.10197,22.09,10.197
2015-04-12 14:35:34,11931,0.10086,22.088,10.086
2015-04-12 14:35:35,11932,0.09957,22.088,9.957
2015-04-12 14:35:36,11933,0.09831,22.088,9.831
2015-04-12 14:35:37,11934,0.09716,22.087,9.716
2015-04-12 14:35:38,11935,0.09567,22.087,9.567
2015-04-12 14:35:39,11936,0.09442,22.085,9.442
2015-04-12 14:35:40,11937,0.09342,22.085,9.342
2015-04-12 14:35:41,11938,0.09236,22.085,9.236
2015-04-12 14:35:42,11939,0.09155,22.084,9.155
2015-04-12 14:35:43,11940,0.09056,22.084,9.056
2015-04-12 14:35:44,11941,0.0898,22.084,8.98
2015-04-12 14:35:45,11942,0.08904,22.082,8.904
2015-04-12 14:35:46,11943,0.08824,22.082,8.824
2015-04-12 14:35:47,11944,0.08747,22.082,8.747
2015-04-12 14:35:48,11945,0.08671,22.081,8.671
2015-04-12 14:35:49,11946,0.08602,22.081,8.602
2015-04-12 14:35:50,11947,0.08541,22.081,8.541
2015-04-12 14:35:51,11948,0.08473,22.081,8.473
2015-04-12 14:35:52,11949,0.08408,22.079,8.408
2015-04-12 14:35:53,11950,0.08328,22.079,8.328
2015-04-12 14:35:54,11951,0.08236,22.079,8.236
2015-04-12 14:35:55,11952,0.08148,22.079,8.148
2015-04-12 14:35:56,11953,0.08057,22.078,8.057
2015-04-12 14:35:57,11954,0.07988,22.078,7.988
2015-04-12 14:35:58,11955,0.07881,22.078,7.881
2015-04-12 14:35:59,11956,0.07797,22.078,7.797
2015-04-12 14:36:00,11957,0.07725,22.078,7.725
2015-04-12 14:36:01,11958,0.07649,22.078,7.649
2015-04-12 14:36:02,11959,0.07572,22.076,7.572
2015-04-12 14:36:03,11960,0.07527,22.076,7.527
2015-04-12 14:36:04,11961,0.07481,22.076,7.481
2015-04-12 14:36:05,11962,0.07443,22.076,7.443
2015-04-12 14:36:06,11963,0.07401,22.076,7.401
2015-04-12 14:36:07,11964,0.07401,22.076,7.401
2015-04-12 14:36:08,11965,0.07347,22.076,7.347
2015-04-12 14:36:09,11966,0.07332,22.076,7.332
2015-04-12 14:36:10,11967,0.07321,22.075,7.321
2015-04-12 14:36:11,11968,0.0729,22.075,7.29
2015-04-12 14:36:12,11969,0.07256,22.075,7.256
2015-04-12 14:36:13,11970,0.07225,22.075,7.225
2015-04-12 14:36:14,11971,0.07191,22.075,7.191
2015-04-12 14:36:15,11972,0.07172,22.075,7.172
2015-04-12 14:36:16,11973,0.07141,22.075,7.141
2015-04-12 14:36:17,11974,0.0713,22.075,7.13
2015-04-12 14:36:18,11975,0.07095,22.075,7.095
2015-04-12 14:36:19,11976,0.07069,22.075,7.069
2015-04-12 14:36:20,11977,0.07019,22.075,7.019
2015-04-12 14:36:21,11978,0.06981,22.075,6.981
2015-04-12 14:36:22,11979,0.0692,22.075,6.92
2015-04-12 14:36:23,11980,0.06874,22.075,6.874
2015-04-12 14:36:24,11981,0.06828,22.075,6.828
2015-04-12 14:36:25,11982,0.06786,22.075,6.786
2015-04-12 14:36:26,11983,0.06752,22.075,6.752
2015-04-12 14:36:27,11984,0.06737,22.076,6.737
2015-04-12 14:36:28,11985,0.06718,22.076,6.718
2015-04-12 14:36:29,11986,0.06729,22.076,6.729
2015-04-12 14:36:30,11987,0.06706,22.076,6.706
2015-04-12 14:36:31,11988,0.06695,22.076,6.695
2015-04-12 14:36:32,11989,0.06695,22.076,6.695
2015-04-12 14:36:33,11990,0.06703,22.076,6.703
2015-04-12 14:36:34,11991,0.06706,22.076,6.706
2015-04-12 14:36:35,11992,0.0671,22.076,6.71
2015-04-12 14:36:36,11993,0.06706,22.078,6.706
2015-04-12 14:36:37,11994,0.06703,22.078,6.703
2015-04-12 14:36:38,11995,0.06672,22.078,6.672
2015-04-12 14:36:39,11996,0.06641,22.078,6.641
2015-04-12 14:36:40,11997,0.06607,22.078,6.607
2015-04-12 14:36:41,11998,0.06584,22.078,6.584
2015-04-12 14:36:42,11999,0.06558,22.079,6.558
2015-04-12 14:36:43,12000,0.06516,22.079,6.516
2015-04-12 14:36:44,12001,0.06512,22.079,6.512
2015-04-12 14:36:45,12002,0.06493,22.079,6.493
2015-04-12 14:36:46,12003,0.06477,22.079,6.477
2015-04-12 14:36:47,12004,0.06455,22.081,6.455
2015-04-12 14:36:48,12005,0.06435,22.081,6.435
2015-04-12 14:36:49,12006,0.0642,22.081,6.42
2015-04-12 14:36:50,12007,0.0639,22.081,6.39
2015-04-12 14:36:51,12008,0.06378,22.082,6.378
2015-04-12 14:36:52,12009,0.06355,22.082,6.355
2015-04-12 14:36:53,12010,0.06371,22.082,6.371
2015-04-12 14:36:54,12011,0.06378,22.084,6.378
2015-04-12 14:36:55,12012,0.06374,22.084,6.374
2015-04-12 14:36:56,12013,0.06363,22.084,6.363
2015-04-12 14:36:57,12014,0.06374,22.084,6.374
2015-04-12 14:36:58,12015,0.06355,22.085,6.355
2015-04-12 14:36:59,12016,0.06348,22.085,6.348
2015-04-12 14:37:00,12017,0.06336,22.085,6.336
2015-04-12 14:37:01,12018,0.06321,22.087,6.321
2015-04-12 14:37:02,12019,0.06306,22.087,6.306
2015-04-12 14:37:03,12020,0.06291,22.087,6.291
2015-04-12 14:37:04,12021,0.06264,22.088,6.264
2015-04-12 14:37:05,12022,0.06241,22.088,6.241
2015-04-12 14:37:06,12023,0.06184,22.088,6.184
2015-04-12 14:37:07,12024,0.06195,22.09,6.195
2015-04-12 14:37:08,12025,0.06126,22.09,6.126
2015-04-12 14:37:09,12026,0.06092,22.091,6.092
2015-04-12 14:37:10,12027,0.06062,22.091,6.062
2015-04-12 14:37:11,12028,0.06023,22.091,6.023
2015-04-12 14:37:12,12029,0.06016,22.093,6.016
2015-04-12 14:37:13,12030,0.05989,22.093,5.989
2015-04-12 14:37:14,12031,0.05928,22.094,5.928
2015-04-12 14:37:15,12032,0.05898,22.094,5.898
2015-04-12 14:37:16,12033,0.05882,22.094,5.882
2015-04-12 14:37:17,12034,0.05859,22.096,5.859
2015-04-12 14:37:18,12035,0.05837,22.096,5.837
2015-04-12 14:37:19,12036,0.05825,22.097,5.825
2015-04-12 14:37:20,12037,0.05814,22.097,5.814
2015-04-12 14:37:21,12038,0.05806,22.099,5.806
2015-04-12 14:37:22,12039,0.05802,22.099,5.802
2015-04-12 14:37:23,12040,0.05798,22.1,5.798
2015-04-12 14:37:24,12041,0.05818,22.1,5.818
2015-04-12 14:37:25,12042,0.05829,22.102,5.829
2015-04-12 14:37:26,12043,0.0584,22.102,5.84
2015-04-12 14:37:27,12044,0.05875,22.103,5.875
2015-04-12 14:37:28,12045,0.05852,22.103,5.852
2015-04-12 14:37:29,12046,0.05882,22.105,5.882
2015-04-12 14:37:30,12047,0.05863,22.105,5.863
2015-04-12 14:37:31,12048,0.05848,22.106,5.848
2015-04-12 14:37:32,12049,0.05821,22.106,5.821
2015-04-12 14:37:33,12050,0.05825,22.108,5.825
2015-04-12 14:37:34,12051,0.05859,22.108,5.859
2015-04-12 14:37:35,12052,0.05943,22.109,5.943
2015-04-12 14:37:36,12053,0.06065,22.109,6.065
2015-04-12 14:37:37,12054,0.06252,22.111,6.252
2015-04-12 14:37:38,12055,0.0642,22.111,6.42
2015-04-12 14:37:39,12056,0.06592,22.112,6.592
2015-04-12 14:37:40,12057,0.06844,22.112,6.844
2015-04-12 14:37:41,12058,0.07065,22.114,7.065
2015-04-12 14:37:42,12059,0.07294,22.115,7.294
2015-04-12 14:37:43,12060,0.07538,22.115,7.538
2015-04-12 14:37:44,12061,0.07794,22.117,7.794
2015-04-12 14:37:45,12062,0.0803,22.117,8.03
2015-04-12 14:37:46,12063,0.08278,22.118,8.278
2015-04-12 14:37:47,12064,0.08541,22.12,8.541
2015-04-12 14:37:48,12065,0.08755,22.12,8.755
2015-04-12 14:37:49,12066,0.08953,22.121,8.953
2015-04-12 14:37:50,12067,0.09125,22.123,9.125
2015-04-12 14:37:51,12068,0.09274,22.123,9.274
2015-04-12 14:37:52,12069,0.09449,22.124,9.449
2015-04-12 14:37:53,12070,0.0959,22.124,9.59
2015-04-12 14:37:54,12071,0.09743,22.126,9.743
2015-04-12 14:37:55,12072,0.09873,22.127,9.873
2015-04-12 14:37:56,12073,0.09987,22.127,9.987
2015-04-12 14:37:57,12074,0.10128,22.129,10.128
2015-04-12 14:37:58,12075,0.10201,22.13,10.201
2015-04-12 14:37:59,12076,0.103,22.13,10.3
2015-04-12 14:38:00,12077,0.10391,22.132,10.391
2015-04-12 14:38:01,12078,0.10479,22.133,10.479
2015-04-12 14:38:02,12079,0.10548,22.133,10.548
2015-04-12 14:38:03,12080,0.10605,22.135,10.605
2015-04-12 14:38:04,12081,0.10681,22.136,10.681
2015-04-12 14:38:05,12082,0.10727,22.136,10.727
2015-04-12 14:38:06,12083,0.10784,22.138,10.784
2015-04-12 14:38:07,12084,0.10857,22.139,10.857
2015-04-12 14:38:08,12085,0.10861,22.139,10.861
2015-04-12 14:38:09,12086,0.1088,22.141,10.88
2015-04-12 14:38:10,12087,0.10918,22.142,10.918
2015-04-12 14:38:11,12088,0.10945,22.144,10.945
2015-04-12 14:38:12,12089,0.10983,22.144,10.983
2015-04-12 14:38:13,12090,0.1104,22.145,11.04
2015-04-12 14:38:14,12091,0.11074,22.147,11.074
2015-04-12 14:38:15,12092,0.11089,22.147,11.089
2015-04-12 14:38:16,12093,0.1112,22.148,11.12
2015-04-12 14:38:17,12094,0.11177,22.15,11.177
2015-04-12 14:38:18,12095,0.11234,22.151,11.234
2015-04-12 14:38:19,12096,0.1133,22.151,11.33
2015-04-12 14:38:20,12097,0.11372,22.152,11.372
2015-04-12 14:38:21,12098,0.11421,22.154,11.421
2015-04-12 14:38:22,12099,0.1144,22.155,11.44
2015-04-12 14:38:23,12100,0.11471,22.155,11.471
2015-04-12 14:38:24,12101,0.11475,22.157,11.475
2015-04-12 14:38:25,12102,0.11463,22.158,11.463
2015-04-12 14:38:26,12103,0.11482,22.16,11.482
2015-04-12 14:38:27,12104,0.11509,22.161,11.509
2015-04-12 14:38:28,12105,0.11517,22.161,11.517
2015-04-12 14:38:29,12106,0.1154,22.163,11.54
2015-04-12 14:38:30,12107,0.11585,22.164,11.585
2015-04-12 14:38:31,12108,0.11662,22.166,11.662
2015-04-12 14:38:32,12109,0.11704,22.166,11.704
2015-04-12 14:38:33,12110,0.11738,22.167,11.738
2015-04-12 14:38:34,12111,0.11765,22.169,11.765
2015-04-12 14:38:35,12112,0.11795,22.17,11.795
2015-04-12 14:38:36,12113,0.11837,22.172,11.837
2015-04-12 14:38:37,12114,0.11879,22.172,11.879
2015-04-12 14:38:38,12115,0.11868,22.173,11.868
2015-04-12 14:38:39,12116,0.11887,22.175,11.887
2015-04-12 14:38:40,12117,0.1191,22.176,11.91
2015-04-12 14:38:41,12118,0.11952,22.178,11.952
2015-04-12 14:38:42,12119,0.11975,22.178,11.975
2015-04-12 14:38:43,12120,0.11997,22.179,11.997
2015-04-12 14:38:44,12121,0.12024,22.181,12.024
2015-04-12 14:38:45,12122,0.12039,22.182,12.039
2015-04-12 14:38:46,12123,0.12058,22.184,12.058
2015-04-12 14:38:47,12124,0.12112,22.185,12.112
2015-04-12 14:38:48,12125,0.12127,22.185,12.127
2015-04-12 14:38:49,12126,0.12161,22.187,12.161
2015-04-12 14:38:50,12127,0.12211,22.188,12.211
2015-04-12 14:38:51,12128,0.12245,22.19,12.245
2015-04-12 14:38:52,12129,0.12303,22.191,12.303
2015-04-12 14:38:53,12130,0.12356,22.193,12.356
2015-04-12 14:38:54,12131,0.12432,22.194,12.432
2015-04-12 14:38:55,12132,0.12505,22.194,12.505
2015-04-12 14:38:56,12133,0.12554,22.196,12.554
2015-04-12 14:38:57,12134,0.12646,22.197,12.646
2015-04-12 14:38:58,12135,0.12688,22.199,12.688
2015-04-12 14:38:59,12136,0.12764,22.2,12.764
2015-04-12 14:39:00,12137,0.1284,22.202,12.84
2015-04-12 14:39:01,12138,0.12913,22.203,12.913
2015-04-12 14:39:02,12139,0.12943,22.203,12.943
2015-04-12 14:39:03,12140,0.12947,22.205,12.947
2015-04-12 14:39:04,12141,0.12966,22.206,12.966
2015-04-12 14:39:05,12142,0.12959,22.208,12.959
2015-04-12 14:39:06,12143,0.12959,22.209,12.959
2015-04-12 14:39:07,12144,0.12985,22.211,12.985
2015-04-12 14:39:08,12145,0.12982,22.212,12.982
2015-04-12 14:39:09,12146,0.13008,22.214,13.008
2015-04-12 14:39:10,12147,0.13031,22.215,13.031
2015-04-12 14:39:11,12148,0.13046,22.215,13.046
2015-04-12 14:39:12,12149,0.13069,22.217,13.069
2015-04-12 14:39:13,12150,0.13088,22.218,13.088
2015-04-12 14:39:14,12151,0.13073,22.22,13.073
2015-04-12 14:39:15,12152,0.13046,22.221,13.046
2015-04-12 14:39:16,12153,0.13165,22.223,13.165
2015-04-12 14:39:17,12154,0.13264,22.224,13.264
2015-04-12 14:39:18,12155,0.1321,22.226,13.21
2015-04-12 14:39:19,12156,0.13218,22.227,13.218
2015-04-12 14:39:20,12157,0.13199,22.229,13.199
2015-04-12 14:39:21,12158,0.13123,22.23,13.123
2015-04-12 14:39:22,12159,0.12959,22.23,12.959
2015-04-12 14:39:23,12160,0.12985,22.232,12.985
2015-04-12 14:39:24,12161,0.13005,22.233,13.005
2015-04-12 14:39:25,12162,0.13031,22.235,13.031
2015-04-12 14:39:26,12163,0.13085,22.236,13.085
2015-04-12 14:39:27,12164,0.13119,22.238,13.119
2015-04-12 14:39:28,12165,0.13111,22.239,13.111
2015-04-12 14:39:29,12166,0.13069,22.241,13.069
2015-04-12 14:39:30,12167,0.13024,22.242,13.024
2015-04-12 14:39:31,12168,0.13005,22.244,13.005
2015-04-12 14:39:32,12169,0.13012,22.245,13.012
2015-04-12 14:39:33,12170,0.1305,22.247,13.05
2015-04-12 14:39:34,12171,0.13169,22.248,13.169
2015-04-12 14:39:35,12172,0.13359,22.25,13.359
2015-04-12 14:39:36,12173,0.14054,22.25,14.054
2015-04-12 14:39:37,12174,0.24323,22.251,24.323
2015-04-12 14:39:38,12175,0.23472,22.253,23.472
2015-04-12 14:39:39,12176,0.12062,22.254,12.062
2015-04-12 14:39:40,12177,0.12169,22.256,12.169
2015-04-12 14:39:41,12178,0.12818,22.257,12.818
2015-04-12 14:39:42,12179,0.14923,22.259,14.923
2015-04-12 14:39:43,12180,0.19036,22.26,19.036
2015-04-12 14:39:44,12181,0.1294,22.262,12.94
2015-04-12 14:39:45,12182,0.13764,22.263,13.764
2015-04-12 14:39:46,12183,0.14649,22.265,14.649
2015-04-12 14:39:47,12184,0.15785,22.266,15.785
2015-04-12 14:39:48,12185,0.16857,22.268,16.857
2015-04-12 14:39:49,12186,0.17758,22.269,17.758
2015-04-12 14:39:50,12187,0.18494,22.271,18.494
2015-04-12 14:39:51,12188,0.1936,22.272,19.36
2015-04-12 14:39:52,12189,0.20352,22.274,20.352
2015-04-12 14:39:53,12190,0.21576,22.274,21.576
2015-04-12 14:39:54,12191,0.23064,22.275,23.064
2015-04-12 14:39:55,12192,0.25048,22.277,25.048
2015-04-12 14:39:56,12193,0.27066,22.278,27.066
2015-04-12 14:39:57,12194,0.29011,22.28,29.011
2015-04-12 14:39:58,12195,0.30396,22.281,30.396
2015-04-12 14:39:59,12196,0.31399,22.283,31.399
2015-04-12 14:40:00,12197,0.32174,22.284,32.174
2015-04-12 14:40:01,12198,0.32712,22.286,32.712
2015-04-12 14:40:02,12199,0.32959,22.287,32.959
2015-04-12 14:40:03,12200,0.3312,22.289,33.12
2015-04-12 14:40:04,12201,0.33165,22.29,33.165
2015-04-12 14:40:05,12202,0.33173,22.292,33.173
2015-04-12 14:40:06,12203,0.3307,22.293,33.07
2015-04-12 14:40:07,12204,0.32921,22.295,32.921
2015-04-12 14:40:08,12205,0.32643,22.296,32.643
2015-04-12 14:40:09,12206,0.32425,22.298,32.425
2015-04-12 14:40:10,12207,0.31937,22.299,31.937
2015-04-12 14:40:11,12208,0.31434,22.301,31.434
2015-04-12 14:40:12,12209,0.30861,22.302,30.861
2015-04-12 14:40:13,12210,0.30232,22.304,30.232
2015-04-12 14:40:14,12211,0.29644,22.305,29.644
2015-04-12 14:40:15,12212,0.29267,22.306,29.267
2015-04-12 14:40:16,12213,0.29122,22.308,29.122
2015-04-12 14:40:17,12214,0.29374,22.309,29.374
2015-04-12 14:40:18,12215,0.29862,22.311,29.862
2015-04-12 14:40:19,12216,0.31804,22.312,31.804
2015-04-12 14:40:20,12217,0.35557,22.314,35.557
2015-04-12 14:40:21,12218,0.39952,22.315,39.952
2015-04-12 14:40:22,12219,0.44526,22.317,44.526
2015-04-12 14:40:23,12220,0.48947,22.318,48.947
2015-04-12 14:40:24,12221,0.53437,22.318,53.437
2015-04-12 14:40:25,12222,0.58473,22.32,58.473
2015-04-12 14:40:26,12223,0.63893,22.321,63.893
2015-04-12 14:40:27,12224,0.68853,22.323,68.853
2015-04-12 14:40:28,12225,0.7248,22.324,72.48
2015-04-12 14:40:29,12226,0.75395,22.326,75.395
2015-04-12 14:40:30,12227,0.77817,22.327,77.817
2015-04-12 14:40:31,12228,0.80201,22.329,80.201
2015-04-12 14:40:32,12229,0.82666,22.329,82.666
2015-04-12 14:40:33,12230,0.85271,22.33,85.271
2015-04-12 14:40:34,12231,0.87915,22.332,87.915
2015-04-12 14:40:35,12232,0.90311,22.333,90.311
2015-04-12 14:40:36,12233,0.92275,22.335,92.275
2015-04-12 14:40:37,12234,0.93858,22.336,93.858
2015-04-12 14:40:38,12235,0.94533,22.338,94.533
2015-04-12 14:40:39,12236,0.94427,22.339,94.427
2015-04-12 14:40:40,12237,0.92992,22.341,92.992
2015-04-12 14:40:41,12238,0.91417,22.341,91.417
2015-04-12 14:40:42,12239,0.89517,22.342,89.517
2015-04-12 14:40:43,12240,0.87175,22.344,87.175
2015-04-12 14:40:44,12241,0.846,22.345,84.6
2015-04-12 14:40:45,12242,0.81781,22.347,81.781
2015-04-12 14:40:46,12243,0.78923,22.348,78.923
2015-04-12 14:40:47,12244,0.76009,22.35,76.009
2015-04-12 14:40:48,12245,0.72984,22.351,72.984
2015-04-12 14:40:49,12246,0.70073,22.353,70.073
2015-04-12 14:40:50,12247,0.67197,22.354,67.197
2015-04-12 14:40:51,12248,0.64462,22.356,64.462
2015-04-12 14:40:52,12249,0.62032,22.357,62.032
2015-04-12 14:40:53,12250,0.60155,22.359,60.155
2015-04-12 14:40:54,12251,0.59056,22.362,59.056
2015-04-12 14:40:55,12252,0.5856,22.363,58.56
2015-04-12 14:40:56,12253,0.58373,22.365,58.373
2015-04-12 14:40:57,12254,0.58591,22.366,58.591
2015-04-12 14:40:58,12255,0.58495,22.368,58.495
2015-04-12 14:40:59,12256,0.58221,22.369,58.221
2015-04-12 14:41:00,12257,0.57752,22.371,57.752
2015-04-12 14:41:01,12258,0.57084,22.372,57.084
2015-04-12 14:41:02,12259,0.56336,22.374,56.336
2015-04-12 14:41:03,12260,0.55444,22.375,55.444
2015-04-12 14:41:04,12261,0.54437,22.377,54.437
2015-04-12 14:41:05,12262,0.53403,22.378,53.403
2015-04-12 14:41:06,12263,0.528,22.38,52.8
2015-04-12 14:41:07,12264,0.52895,22.383,52.895
2015-04-12 14:41:08,12265,0.53193,22.384,53.193
2015-04-12 14:41:09,12266,0.53803,22.386,53.803
2015-04-12 14:41:10,12267,0.54818,22.387,54.818
2015-04-12 14:41:11,12268,0.56355,22.389,56.355
2015-04-12 14:41:12,12269,0.58251,22.39,58.251
2015-04-12 14:41:13,12270,0.60185,22.392,60.185
2015-04-12 14:41:14,12271,0.62089,22.393,62.089
2015-04-12 14:41:15,12272,0.6387,22.395,63.87
2015-04-12 14:41:16,12273,0.6548,22.395,65.48
2015-04-12 14:41:17,12274,0.67102,22.396,67.102
2015-04-12 14:41:18,12275,0.68341,22.398,68.341
2015-04-12 14:41:19,12276,0.69753,22.399,69.753
2015-04-12 14:41:20,12277,0.71885,22.401,71.885
2015-04-12 14:41:21,12278,0.74468,22.402,74.468
2015-04-12 14:41:22,12279,0.76963,22.404,76.963
2015-04-12 14:41:23,12280,0.78973,22.405,78.973
2015-04-12 14:41:24,12281,0.80087,22.407,80.087
2015-04-12 14:41:25,12282,0.79828,22.407,79.828
2015-04-12 14:41:26,12283,0.79351,22.408,79.351
2015-04-12 14:41:27,12284,0.7871,22.41,78.71
2015-04-12 14:41:28,12285,0.78298,22.411,78.298
2015-04-12 14:41:29,12286,0.78214,22.413,78.214
2015-04-12 14:41:30,12287,0.78721,22.414,78.721
2015-04-12 14:41:31,12288,0.79465,22.416,79.465
2015-04-12 14:41:32,12289,0.80037,22.417,80.037
2015-04-12 14:41:33,12290,0.8024,22.419,80.24
2015-04-12 14:41:34,12291,0.80259,22.419,80.259
2015-04-12 14:41:35,12292,0.79969,22.42,79.969
2015-04-12 14:41:36,12293,0.79419,22.422,79.419
2015-04-12 14:41:37,12294,0.78779,22.423,78.779
2015-04-12 14:41:38,12295,0.77867,22.425,77.867
2015-04-12 14:41:39,12296,0.76665,22.426,76.665
2015-04-12 14:41:40,12297,0.75082,22.428,75.082
2015-04-12 14:41:41,12298,0.73255,22.429,73.255
2015-04-12 14:41:42,12299,0.71336,22.431,71.336
2015-04-12 14:41:43,12300,0.69451,22.432,69.451
2015-04-12 14:41:44,12301,0.6775,22.434,67.75
2015-04-12 14:41:45,12302,0.67041,22.435,67.041
2015-04-12 14:41:46,12303,0.68593,22.437,68.593
2015-04-12 14:41:47,12304,0.72335,22.438,72.335
2015-04-12 14:41:48,12305,0.76947,22.44,76.947
2015-04-12 14:41:49,12306,0.81689,22.441,81.689
2015-04-12 14:41:50,12307,0.85882,22.443,85.882
2015-04-12 14:41:51,12308,0.89509,22.444,89.509
2015-04-12 14:41:52,12309,0.92714,22.446,92.714
2015-04-12 14:41:53,12310,0.95266,22.447,95.266
2015-04-12 14:41:54,12311,0.97028,22.449,97.028
2015-04-12 14:41:55,12312,0.97745,22.45,97.745
2015-04-12 14:41:56,12313,0.97368,22.452,97.368
2015-04-12 14:41:57,12314,0.96353,22.453,96.353
2015-04-12 14:41:58,12315,0.95109,22.453,95.109
2015-04-12 14:41:59,12316,0.94057,22.455,94.057
2015-04-12 14:42:00,12317,0.93347,22.456,93.347
2015-04-12 14:42:01,12318,0.92889,22.458,92.889
2015-04-12 14:42:02,12319,0.9258,22.459,92.58
2015-04-12 14:42:03,12320,0.92206,22.461,92.206
2015-04-12 14:42:04,12321,0.9165,22.462,91.65
2015-04-12 14:42:05,12322,0.90944,22.462,90.944
2015-04-12 14:42:06,12323,0.90307,22.464,90.307
2015-04-12 14:42:07,12324,0.9012,22.465,90.12
2015-04-12 14:42:08,12325,0.90017,22.467,90.017
2015-04-12 14:42:09,12326,0.89605,22.468,89.605
2015-04-12 14:42:10,12327,0.88476,22.468,88.476
2015-04-12 14:42:11,12328,0.86801,22.47,86.801
2015-04-12 14:42:12,12329,0.84768,22.471,84.768
2015-04-12 14:42:13,12330,0.83009,22.473,83.009
2015-04-12 14:42:14,12331,0.82666,22.474,82.666
2015-04-12 14:42:15,12332,0.84539,22.474,84.539
2015-04-12 14:42:16,12333,0.87781,22.476,87.781
2015-04-12 14:42:17,12334,0.9147,22.477,91.47
2015-04-12 14:42:18,12335,0.94369,22.479,94.369
2015-04-12 14:42:19,12336,0.96189,22.48,96.189
2015-04-12 14:42:20,12337,0.97112,22.482,97.112
2015-04-12 14:42:21,12338,0.97189,22.483,97.189
2015-04-12 14:42:22,12339,0.9659,22.483,96.59
2015-04-12 14:42:23,12340,0.9535,22.485,95.35
2015-04-12 14:42:24,12341,0.93492,22.486,93.492
2015-04-12 14:42:25,12342,0.91218,22.488,91.218
2015-04-12 14:42:26,12343,0.88815,22.488,88.815
2015-04-12 14:42:27,12344,0.86255,22.489,86.255
2015-04-12 14:42:28,12345,0.83474,22.491,83.474
2015-04-12 14:42:29,12346,0.80579,22.492,80.579
2015-04-12 14:42:30,12347,0.77676,22.492,77.676
2015-04-12 14:42:31,12348,0.74891,22.493,74.891
2015-04-12 14:42:32,12349,0.72404,22.495,72.404
2015-04-12 14:42:33,12350,0.70592,22.496,70.592
2015-04-12 14:42:34,12351,0.69211,22.498,69.211
2015-04-12 14:42:35,12352,0.68292,22.499,68.292
2015-04-12 14:42:36,12353,0.68097,22.499,68.097
2015-04-12 14:42:37,12354,0.68753,22.501,68.753
2015-04-12 14:42:38,12355,0.70253,22.502,70.253
2015-04-12 14:42:39,12356,0.72988,22.504,72.988
2015-04-12 14:42:40,12357,0.76379,22.505,76.379
2015-04-12 14:42:41,12358,0.7977,22.507,79.77
2015-04-12 14:42:42,12359,0.82799,22.507,82.799
2015-04-12 14:42:43,12360,0.85195,22.508,85.195
2015-04-12 14:42:44,12361,0.86744,22.51,86.744
2015-04-12 14:42:45,12362,0.87591,22.511,87.591
2015-04-12 14:42:46,12363,0.88075,22.511,88.075
2015-04-12 14:42:47,12364,0.88434,22.513,88.434
2015-04-12 14:42:48,12365,0.88716,22.514,88.716
2015-04-12 14:42:49,12366,0.89017,22.514,89.017
2015-04-12 14:42:50,12367,0.89059,22.516,89.059
2015-04-12 14:42:51,12368,0.88407,22.517,88.407
2015-04-12 14:42:52,12369,0.87171,22.519,87.171
2015-04-12 14:42:53,12370,0.85428,22.52,85.428
2015-04-12 14:42:54,12371,0.83352,22.52,83.352
2015-04-12 14:42:55,12372,0.81098,22.522,81.098
2015-04-12 14:42:56,12373,0.78698,22.523,78.698
2015-04-12 14:42:57,12374,0.76299,22.525,76.299
2015-04-12 14:42:58,12375,0.73789,22.526,73.789
2015-04-12 14:42:59,12376,0.71351,22.528,71.351
2015-04-12 14:43:00,12377,0.68948,22.529,68.948
2015-04-12 14:43:01,12378,0.66606,22.531,66.606
2015-04-12 14:43:02,12379,0.64462,22.532,64.462
2015-04-12 14:43:03,12380,0.62623,22.534,62.623
2015-04-12 14:43:04,12381,0.61006,22.535,61.006
2015-04-12 14:43:05,12382,0.59636,22.537,59.636
2015-04-12 14:43:06,12383,0.5837,22.538,58.37
2015-04-12 14:43:07,12384,0.57164,22.54,57.164
2015-04-12 14:43:08,12385,0.55818,22.541,55.818
2015-04-12 14:43:09,12386,0.54532,22.541,54.532
2015-04-12 14:43:10,12387,0.53029,22.543,53.029
2015-04-12 14:43:11,12388,0.51572,22.544,51.572
2015-04-12 14:43:12,12389,0.50126,22.546,50.126
2015-04-12 14:43:13,12390,0.48749,22.547,48.749
2015-04-12 14:43:14,12391,0.47272,22.549,47.272
2015-04-12 14:43:15,12392,0.45895,22.55,45.895
2015-04-12 14:43:16,12393,0.44514,22.552,44.514
2015-04-12 14:43:17,12394,0.43267,22.553,43.267
2015-04-12 14:43:18,12395,0.41947,22.555,41.947
2015-04-12 14:43:19,12396,0.40711,22.555,40.711
2015-04-12 14:43:20,12397,0.39425,22.556,39.425
2015-04-12 14:43:21,12398,0.38361,22.558,38.361
2015-04-12 14:43:22,12399,0.37301,22.559,37.301
2015-04-12 14:43:23,12400,0.36294,22.561,36.294
2015-04-12 14:43:24,12401,0.35279,22.562,35.279
2015-04-12 14:43:25,12402,0.3444,22.564,34.44
2015-04-12 14:43:26,12403,0.33776,22.564,33.776
2015-04-12 14:43:27,12404,0.33238,22.565,33.238
2015-04-12 14:43:28,12405,0.32929,22.567,32.929
