,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM
2015-04-12 15:11:41,1.63,1.63,1.63,1.63,1.63
2015-04-12 15:11:42,1.58,1.58,1.58,1.58,1.58
2015-04-12 15:11:43,1.42,1.42,1.42,1.42,1.42
2015-04-12 15:11:44,1.08,1.08,1.08,1.08,1.08
2015-04-12 15:11:45,0.865,0.865,0.865,0.865,0.865
2015-04-12 15:11:46,1.23,1.23,1.23,1.23,1.23
2015-04-12 15:11:47,3.19,3.19,3.19,3.19,3.19
2015-04-12 15:11:48,6.32,6.32,6.32,6.32,6.32
2015-04-12 15:11:49,7.48,7.48,7.48,7.48,7.48
2015-04-12 15:11:50,5.78,5.78,5.78,5.78,5.78
2015-04-12 15:11:51,4.03,4.03,4.03,4.03,4.03
2015-04-12 15:11:52,2.99,2.99,2.99,2.99,2.99
2015-04-12 15:11:53,2.34,2.34,2.34,2.34,2.34
2015-04-12 15:11:54,2.09,2.09,2.09,2.09,2.09
2015-04-12 15:11:55,1.97,1.97,1.97,1.97,1.97
2015-04-12 15:11:56,1.75,1.75,1.75,1.75,1.75
2015-04-12 15:11:57,1.43,1.43,1.43,1.43,1.43
2015-04-12 15:11:58,1.15,1.15,1.15,1.15,1.15
2015-04-12 15:11:59,0.857,0.858,0.857,0.858,0.858
2015-04-12 15:12:00,0.535,0.536,0.535,0.536,0.536
2015-04-12 15:12:01,0.413,0.413,0.413,0.413,0.413
2015-04-12 15:12:02,1.75,1.75,1.75,1.75,1.75
2015-04-12 15:12:03,5.41,5.41,5.41,5.41,5.41
2015-04-12 15:12:04,7.04,7.04,7.04,7.04,7.04
2015-04-12 15:12:05,5.4,5.4,5.4,5.4,5.4
2015-04-12 15:12:06,3.86,3.86,3.86,3.86,3.86
2015-04-12 15:12:07,3.18,3.18,3.18,3.18,3.18
2015-04-12 15:12:08,3.51,3.51,3.51,3.51,3.51
2015-04-12 15:12:09,4.13,4.13,4.13,4.13,4.13
2015-04-12 15:12:10,4.32,4.32,4.32,4.32,4.32
2015-04-12 15:12:11,3.73,3.73,3.73,3.73,3.73
2015-04-12 15:12:12,2.88,2.88,2.88,2.88,2.88
2015-04-12 15:12:13,2.12,2.12,2.12,2.12,2.12
2015-04-12 15:12:14,1.51,1.51,1.51,1.51,1.51
2015-04-12 15:12:15,0.991,0.991,0.991,0.991,0.991
2015-04-12 15:12:16,0.668,0.668,0.668,0.668,0.668
2015-04-12 15:12:17,0.429,0.429,0.429,0.429,0.429
2015-04-12 15:12:18,0.29,0.29,0.29,0.29,0.29
2015-04-12 15:12:19,0.211,0.211,0.211,0.211,0.211
2015-04-12 15:12:20,0.144,0.144,0.144,0.144,0.144
2015-04-12 15:12:21,0.104,0.104,0.104,0.104,0.104
2015-04-12 15:12:22,0.076,0.076,0.076,0.076,0.076
2015-04-12 15:12:23,0.057,0.057,0.057,0.057,0.057
2015-04-12 15:12:24,0.045,0.045,0.045,0.045,0.045
2015-04-12 15:12:25,0.131,0.131,0.131,0.131,0.131
2015-04-12 15:12:26,1.73,1.73,1.73,1.73,1.73
2015-04-12 15:12:27,6.0,6.0,6.0,6.0,6.0
2015-04-12 15:12:28,8.22,8.22,8.22,8.22,8.22
2015-04-12 15:12:29,9.84,9.84,9.84,9.84,9.84
2015-04-12 15:12:30,12.8,12.8,12.8,12.8,12.8
2015-04-12 15:12:31,13.0,13.0,13.0,13.0,13.0
2015-04-12 15:12:32,10.6,10.6,10.6,10.6,10.6
2015-04-12 15:12:33,7.37,7.37,7.37,7.37,7.37
2015-04-12 15:12:34,5.68,5.69,5.68,5.68,5.69
2015-04-12 15:12:35,4.34,4.34,4.34,4.34,4.34
2015-04-12 15:12:36,3.89,3.89,3.89,3.89,3.89
2015-04-12 15:12:37,4.48,4.48,4.48,4.48,4.48
2015-04-12 15:12:38,4.64,4.65,4.64,4.65,4.65
2015-04-12 15:12:39,5.16,5.17,5.16,5.17,5.17
2015-04-12 15:12:40,6.66,6.66,6.66,6.66,6.66
2015-04-12 15:12:41,8.09,8.09,8.09,8.09,8.09
2015-04-12 15:12:42,7.27,7.28,7.27,7.28,7.28
2015-04-12 15:12:43,6.94,6.95,6.94,6.94,6.95
2015-04-12 15:12:44,7.82,7.82,7.82,7.82,7.82
2015-04-12 15:12:45,8.4,8.4,8.4,8.4,8.4
2015-04-12 15:12:46,6.65,6.65,6.65,6.65,6.65
2015-04-12 15:12:47,5.16,5.16,5.16,5.16,5.16
2015-04-12 15:12:48,4.14,4.14,4.14,4.14,4.14
2015-04-12 15:12:49,3.48,3.48,3.48,3.48,3.48
2015-04-12 15:12:50,3.12,3.12,3.12,3.12,3.12
2015-04-12 15:12:51,2.85,2.85,2.85,2.85,2.85
2015-04-12 15:12:52,2.59,2.59,2.59,2.59,2.59
2015-04-12 15:12:53,2.33,2.33,2.33,2.33,2.33
2015-04-12 15:12:54,1.74,1.75,1.74,1.74,1.75
2015-04-12 15:12:55,2.79,2.79,2.79,2.79,2.79
2015-04-12 15:12:56,5.51,5.51,5.51,5.51,5.51
2015-04-12 15:12:57,7.29,7.29,7.29,7.29,7.29
2015-04-12 15:12:58,9.58,9.58,9.58,9.58,9.58
2015-04-12 15:12:59,11.9,11.9,11.9,11.9,11.9
2015-04-12 15:13:00,12.1,12.1,12.1,12.1,12.1
2015-04-12 15:13:01,8.76,8.76,8.76,8.76,8.76
2015-04-12 15:13:02,6.59,6.59,6.59,6.59,6.59
2015-04-12 15:13:03,4.87,4.87,4.87,4.87,4.87
2015-04-12 15:13:04,3.44,3.44,3.44,3.44,3.44
2015-04-12 15:13:05,2.64,2.64,2.64,2.64,2.64
2015-04-12 15:13:06,2.07,2.07,2.07,2.07,2.07
2015-04-12 15:13:07,1.61,1.61,1.61,1.61,1.61
2015-04-12 15:13:08,1.3,1.3,1.3,1.3,1.3
2015-04-12 15:13:09,1.06,1.06,1.06,1.06,1.06
2015-04-12 15:13:10,0.806,0.806,0.806,0.806,0.806
2015-04-12 15:13:11,0.574,0.575,0.574,0.575,0.575
2015-04-12 15:13:12,0.401,0.401,0.401,0.401,0.401
2015-04-12 15:13:13,0.316,0.316,0.316,0.316,0.316
2015-04-12 15:13:14,0.244,0.244,0.244,0.244,0.244
2015-04-12 15:13:15,0.184,0.184,0.184,0.184,0.184
2015-04-12 15:13:16,0.138,0.138,0.138,0.138,0.138
2015-04-12 15:13:17,0.098,0.099,0.098,0.099,0.099
2015-04-12 15:13:18,0.072,0.073,0.072,0.072,0.073
2015-04-12 15:13:19,0.057,0.058,0.057,0.058,0.058
2015-04-12 15:13:20,0.044,0.045,0.044,0.044,0.045
2015-04-12 15:13:21,0.036,0.036,0.036,0.036,0.036
2015-04-12 15:13:22,0.031,0.031,0.031,0.031,0.031
2015-04-12 15:13:23,0.025,0.03,0.025,0.025,0.03
2015-04-12 15:13:24,0.021,0.023,0.021,0.021,0.023
2015-04-12 15:13:25,0.019,0.019,0.019,0.019,0.019
2015-04-12 15:13:26,0.018,0.018,0.018,0.018,0.018
2015-04-12 15:13:27,0.017,0.017,0.017,0.017,0.017
2015-04-12 15:13:28,0.015,0.015,0.015,0.015,0.015
2015-04-12 15:13:29,0.015,0.015,0.015,0.015,0.015
2015-04-12 15:13:30,0.014,0.014,0.014,0.014,0.014
2015-04-12 15:13:31,0.014,0.015,0.014,0.015,0.015
2015-04-12 15:13:32,0.015,0.015,0.015,0.015,0.015
2015-04-12 15:13:33,0.076,0.076,0.076,0.076,0.076
2015-04-12 15:13:34,1.86,1.86,1.86,1.86,1.86
2015-04-12 15:13:35,7.3,7.3,7.3,7.3,7.3
2015-04-12 15:13:36,11.9,11.9,11.9,11.9,11.9
2015-04-12 15:13:37,13.7,13.7,13.7,13.7,13.7
2015-04-12 15:13:38,14.7,14.7,14.7,14.7,14.7
2015-04-12 15:13:39,14.2,14.2,14.2,14.2,14.2
2015-04-12 15:13:40,11.7,11.7,11.7,11.7,11.7
2015-04-12 15:13:41,12.1,12.2,12.1,12.2,12.2
2015-04-12 15:13:42,15.4,15.4,15.4,15.4,15.4
2015-04-12 15:13:43,15.0,15.0,15.0,15.0,15.0
2015-04-12 15:13:44,10.7,10.8,10.7,10.8,10.8
2015-04-12 15:13:45,7.4,7.41,7.4,7.41,7.41
2015-04-12 15:13:46,6.41,6.41,6.41,6.41,6.41
2015-04-12 15:13:47,6.87,6.88,6.88,6.88,6.88
2015-04-12 15:13:48,7.64,7.64,7.64,7.64,7.64
2015-04-12 15:13:49,8.84,8.85,8.84,8.84,8.85
2015-04-12 15:13:50,11.8,11.8,11.8,11.8,11.8
2015-04-12 15:13:51,10.4,10.4,10.4,10.4,10.4
2015-04-12 15:13:52,7.31,7.31,7.31,7.31,7.31
2015-04-12 15:13:53,5.56,5.56,5.56,5.56,5.56
2015-04-12 15:13:54,5.72,5.72,5.72,5.72,5.72
2015-04-12 15:13:55,4.75,4.75,4.75,4.75,4.75
2015-04-12 15:13:56,4.18,4.18,4.18,4.18,4.18
2015-04-12 15:13:57,4.05,4.06,4.05,4.05,4.06
2015-04-12 15:13:58,3.71,3.71,3.71,3.71,3.71
2015-04-12 15:13:59,3.24,3.24,3.24,3.24,3.24
2015-04-12 15:14:00,2.54,2.54,2.54,2.54,2.54
2015-04-12 15:14:01,1.69,1.7,1.69,1.7,1.7
2015-04-12 15:14:02,0.967,0.968,0.968,0.968,0.968
2015-04-12 15:14:03,0.634,0.634,0.634,0.634,0.634
2015-04-12 15:14:04,0.746,0.747,0.746,0.747,0.747
2015-04-12 15:14:05,1.22,1.22,1.22,1.22,1.22
2015-04-12 15:14:06,2.23,2.23,2.23,2.23,2.23
2015-04-12 15:14:07,3.29,3.29,3.29,3.29,3.29
2015-04-12 15:14:08,3.54,3.54,3.54,3.54,3.54
2015-04-12 15:14:09,2.88,2.88,2.88,2.88,2.88
2015-04-12 15:14:10,1.72,1.72,1.72,1.72,1.72
2015-04-12 15:14:11,0.916,0.916,0.916,0.916,0.916
2015-04-12 15:14:12,0.448,0.449,0.449,0.449,0.449
2015-04-12 15:14:13,0.258,0.258,0.258,0.258,0.258
2015-04-12 15:14:14,0.14,0.14,0.14,0.14,0.14
2015-04-12 15:14:15,0.088,0.09,0.088,0.088,0.09
2015-04-12 15:14:16,0.061,0.062,0.061,0.061,0.062
2015-04-12 15:14:17,0.059,0.059,0.059,0.059,0.059
2015-04-12 15:14:18,0.149,0.149,0.149,0.149,0.149
2015-04-12 15:14:19,0.539,0.539,0.539,0.539,0.539
2015-04-12 15:14:20,2.37,2.37,2.37,2.37,2.37
2015-04-12 15:14:21,6.35,6.36,6.35,6.35,6.36
2015-04-12 15:14:22,9.64,9.64,9.64,9.64,9.64
2015-04-12 15:14:23,9.59,9.59,9.59,9.59,9.59
2015-04-12 15:14:24,6.64,6.64,6.64,6.64,6.64
2015-04-12 15:14:25,3.76,3.76,3.76,3.76,3.76
2015-04-12 15:14:26,1.91,1.91,1.91,1.91,1.91
2015-04-12 15:14:27,1.03,1.03,1.03,1.03,1.03
2015-04-12 15:14:28,1.01,1.01,1.01,1.01,1.01
2015-04-12 15:14:29,1.5,1.5,1.5,1.5,1.5
2015-04-12 15:14:30,1.81,1.81,1.81,1.81,1.81
2015-04-12 15:14:31,2.61,2.61,2.61,2.61,2.61
2015-04-12 15:14:32,4.68,4.68,4.68,4.68,4.68
2015-04-12 15:14:33,6.99,6.99,6.99,6.99,6.99
2015-04-12 15:14:34,7.16,7.16,7.16,7.16,7.16
2015-04-12 15:14:35,5.39,5.39,5.39,5.39,5.39
2015-04-12 15:14:36,4.66,4.66,4.66,4.66,4.66
2015-04-12 15:14:37,5.36,5.36,5.36,5.36,5.36
2015-04-12 15:14:38,5.75,5.75,5.75,5.75,5.75
2015-04-12 15:14:39,5.75,5.75,5.75,5.75,5.75
2015-04-12 15:14:40,6.8,6.8,6.8,6.8,6.8
2015-04-12 15:14:41,7.2,7.2,7.2,7.2,7.2
2015-04-12 15:14:42,5.23,5.23,5.23,5.23,5.23
2015-04-12 15:14:43,3.1,3.1,3.1,3.1,3.1
2015-04-12 15:14:44,2.41,2.41,2.41,2.41,2.41
2015-04-12 15:14:45,1.8,1.8,1.8,1.8,1.8
2015-04-12 15:14:46,1.22,1.22,1.22,1.22,1.22
2015-04-12 15:14:47,1.03,1.03,1.03,1.03,1.03
2015-04-12 15:14:48,1.03,1.03,1.03,1.03,1.03
2015-04-12 15:14:49,0.93,0.931,0.93,0.93,0.931
2015-04-12 15:14:50,0.689,0.689,0.689,0.689,0.689
2015-04-12 15:14:51,0.673,0.673,0.673,0.673,0.673
2015-04-12 15:14:52,0.71,0.71,0.71,0.71,0.71
2015-04-12 15:14:53,0.977,0.977,0.977,0.977,0.977
2015-04-12 15:14:54,1.89,1.89,1.89,1.89,1.89
2015-04-12 15:14:55,4.21,4.21,4.21,4.21,4.21
2015-04-12 15:14:56,8.19,8.19,8.19,8.19,8.19
2015-04-12 15:14:57,9.83,9.83,9.83,9.83,9.83
2015-04-12 15:14:58,8.91,8.92,8.91,8.91,8.92
2015-04-12 15:14:59,8.62,8.62,8.62,8.62,8.62
2015-04-12 15:15:00,6.68,6.68,6.68,6.68,6.68
2015-04-12 15:15:01,4.85,4.85,4.85,4.85,4.85
2015-04-12 15:15:02,3.78,3.78,3.78,3.78,3.78
2015-04-12 15:15:03,2.98,2.98,2.98,2.98,2.98
2015-04-12 15:15:04,2.74,2.74,2.74,2.74,2.74
2015-04-12 15:15:05,2.74,2.74,2.74,2.74,2.74
2015-04-12 15:15:06,2.72,2.72,2.72,2.72,2.72
2015-04-12 15:15:07,3.38,3.38,3.38,3.38,3.38
2015-04-12 15:15:08,4.88,4.88,4.88,4.88,4.88
2015-04-12 15:15:09,6.2,6.2,6.2,6.2,6.2
2015-04-12 15:15:10,5.88,5.88,5.88,5.88,5.88
2015-04-12 15:15:11,4.66,4.66,4.66,4.66,4.66
2015-04-12 15:15:12,3.9,3.91,3.9,3.91,3.91
2015-04-12 15:15:13,3.65,3.65,3.65,3.65,3.65
2015-04-12 15:15:14,3.46,3.46,3.46,3.46,3.46
2015-04-12 15:15:15,3.44,3.44,3.44,3.44,3.44
2015-04-12 15:15:16,3.51,3.51,3.51,3.51,3.51
2015-04-12 15:15:17,3.5,3.5,3.5,3.5,3.5
2015-04-12 15:15:18,3.13,3.13,3.13,3.13,3.13
2015-04-12 15:15:19,2.63,2.64,2.63,2.64,2.64
2015-04-12 15:15:20,2.11,2.11,2.11,2.11,2.11
2015-04-12 15:15:21,2.68,2.68,2.68,2.68,2.68
2015-04-12 15:15:22,8.89,8.89,8.89,8.89,8.89
2015-04-12 15:15:23,16.5,16.5,16.5,16.5,16.5
2015-04-12 15:15:24,14.4,14.4,14.4,14.4,14.4
2015-04-12 15:15:25,9.0,9.0,9.0,9.0,9.0
2015-04-12 15:15:26,5.9,5.9,5.9,5.9,5.9
2015-04-12 15:15:27,4.98,4.98,4.98,4.98,4.98
2015-04-12 15:15:28,4.7,4.7,4.7,4.7,4.7
2015-04-12 15:15:29,4.12,4.12,4.12,4.12,4.12
2015-04-12 15:15:30,3.73,3.73,3.73,3.73,3.73
2015-04-12 15:15:31,5.09,5.09,5.09,5.09,5.09
2015-04-12 15:15:32,8.7,8.7,8.7,8.7,8.7
2015-04-12 15:15:33,9.47,9.47,9.47,9.47,9.47
2015-04-12 15:15:34,8.08,8.08,8.08,8.08,8.08
2015-04-12 15:15:35,6.09,6.09,6.09,6.09,6.09
2015-04-12 15:15:36,4.88,4.88,4.88,4.88,4.88
2015-04-12 15:15:37,4.1,4.1,4.1,4.1,4.1
2015-04-12 15:15:38,2.92,2.92,2.92,2.92,2.92
2015-04-12 15:15:39,2.12,2.12,2.12,2.12,2.12
2015-04-12 15:15:40,1.55,1.55,1.55,1.55,1.55
2015-04-12 15:15:41,1.27,1.27,1.27,1.27,1.27
2015-04-12 15:15:42,1.88,1.88,1.88,1.88,1.88
2015-04-12 15:15:43,3.27,3.27,3.27,3.27,3.27
2015-04-12 15:15:44,4.83,4.83,4.83,4.83,4.83
2015-04-12 15:15:45,5.12,5.12,5.12,5.12,5.12
2015-04-12 15:15:46,4.04,4.04,4.04,4.04,4.04
2015-04-12 15:15:47,5.55,5.55,5.55,5.55,5.55
2015-04-12 15:15:48,11.7,11.7,11.7,11.7,11.7
2015-04-12 15:15:49,14.9,14.9,14.9,14.9,14.9
2015-04-12 15:15:50,12.3,12.3,12.3,12.3,12.3
2015-04-12 15:15:51,10.9,10.9,10.9,10.9,10.9
2015-04-12 15:15:52,10.4,10.4,10.4,10.4,10.4
2015-04-12 15:15:53,8.07,8.07,8.07,8.07,8.07
2015-04-12 15:15:54,5.74,5.74,5.74,5.74,5.74
2015-04-12 15:15:55,4.33,4.33,4.33,4.33,4.33
2015-04-12 15:15:56,3.39,3.39,3.39,3.39,3.39
2015-04-12 15:15:57,2.41,2.41,2.41,2.41,2.41
2015-04-12 15:15:58,1.95,1.95,1.95,1.95,1.95
2015-04-12 15:15:59,1.85,1.85,1.85,1.85,1.85
2015-04-12 15:16:00,1.54,1.54,1.54,1.54,1.54
2015-04-12 15:16:01,1.4,1.4,1.4,1.4,1.4
2015-04-12 15:16:02,1.61,1.61,1.61,1.61,1.61
2015-04-12 15:16:03,1.67,1.67,1.67,1.67,1.67
2015-04-12 15:16:04,1.98,1.98,1.98,1.98,1.98
2015-04-12 15:16:05,2.82,2.82,2.82,2.82,2.82
2015-04-12 15:16:06,3.38,3.39,3.38,3.38,3.39
2015-04-12 15:16:07,3.86,3.87,3.86,3.86,3.87
2015-04-12 15:16:08,3.85,3.85,3.85,3.85,3.85
2015-04-12 15:16:09,3.05,3.05,3.05,3.05,3.05
2015-04-12 15:16:10,2.13,2.14,2.13,2.13,2.14
2015-04-12 15:16:11,1.42,1.42,1.42,1.42,1.42
2015-04-12 15:16:12,1.18,1.18,1.18,1.18,1.18
2015-04-12 15:16:13,1.03,1.03,1.03,1.03,1.03
2015-04-12 15:16:14,1.02,1.02,1.02,1.02,1.02
2015-04-12 15:16:15,1.23,1.23,1.23,1.23,1.23
2015-04-12 15:16:16,1.75,1.75,1.75,1.75,1.75
2015-04-12 15:16:17,2.67,2.67,2.67,2.67,2.67
2015-04-12 15:16:18,3.06,3.06,3.06,3.06,3.06
2015-04-12 15:16:19,2.62,2.62,2.62,2.62,2.62
2015-04-12 15:16:20,2.32,2.32,2.32,2.32,2.32
2015-04-12 15:16:21,1.98,1.98,1.98,1.98,1.98
2015-04-12 15:16:22,1.54,1.54,1.54,1.54,1.54
2015-04-12 15:16:23,1.27,1.27,1.27,1.27,1.27
2015-04-12 15:16:24,1.12,1.12,1.12,1.12,1.12
2015-04-12 15:16:25,1.15,1.15,1.15,1.15,1.15
2015-04-12 15:16:26,1.28,1.28,1.28,1.28,1.28
2015-04-12 15:16:27,1.48,1.48,1.48,1.48,1.48
2015-04-12 15:16:28,1.76,1.76,1.76,1.76,1.76
2015-04-12 15:16:29,2.06,2.06,2.06,2.06,2.06
2015-04-12 15:16:30,2.19,2.19,2.19,2.19,2.19
2015-04-12 15:16:31,2.29,2.29,2.29,2.29,2.29
2015-04-12 15:16:32,1.85,1.85,1.85,1.85,1.85
2015-04-12 15:16:33,1.5,1.5,1.5,1.5,1.5
2015-04-12 15:16:34,1.36,1.36,1.36,1.36,1.36
2015-04-12 15:16:35,1.31,1.31,1.31,1.31,1.31
2015-04-12 15:16:36,1.29,1.29,1.29,1.29,1.29
2015-04-12 15:16:37,1.23,1.23,1.23,1.23,1.23
2015-04-12 15:16:38,1.19,1.19,1.19,1.19,1.19
2015-04-12 15:16:39,1.41,1.41,1.41,1.41,1.41
2015-04-12 15:16:40,1.62,1.62,1.62,1.62,1.62
2015-04-12 15:16:41,1.46,1.47,1.46,1.46,1.47
2015-04-12 15:16:42,1.32,1.32,1.32,1.32,1.32
2015-04-12 15:16:43,1.18,1.18,1.18,1.18,1.18
2015-04-12 15:16:44,1.02,1.02,1.02,1.02,1.02
2015-04-12 15:16:45,0.825,0.825,0.825,0.825,0.825
2015-04-12 15:16:46,0.734,0.734,0.734,0.734,0.734
2015-04-12 15:16:47,0.743,0.743,0.743,0.743,0.743
2015-04-12 15:16:48,0.761,0.761,0.761,0.761,0.761
2015-04-12 15:16:49,0.862,0.862,0.862,0.862,0.862
2015-04-12 15:16:50,0.858,0.858,0.858,0.858,0.858
2015-04-12 15:16:51,0.794,0.794,0.794,0.794,0.794
2015-04-12 15:16:52,0.805,0.805,0.805,0.805,0.805
2015-04-12 15:16:53,0.827,0.828,0.828,0.828,0.828
2015-04-12 15:16:54,0.849,0.85,0.849,0.849,0.85
2015-04-12 15:16:55,0.866,0.866,0.866,0.866,0.866
2015-04-12 15:16:56,0.924,0.924,0.924,0.924,0.924
2015-04-12 15:16:57,1.03,1.03,1.03,1.03,1.03
2015-04-12 15:16:58,1.11,1.11,1.11,1.11,1.11
2015-04-12 15:16:59,1.07,1.07,1.07,1.07,1.07
2015-04-12 15:17:00,1.01,1.01,1.01,1.01,1.01
2015-04-12 15:17:01,0.938,0.938,0.938,0.938,0.938
2015-04-12 15:17:02,0.871,0.871,0.871,0.871,0.871
2015-04-12 15:17:03,0.845,0.845,0.845,0.845,0.845
2015-04-12 15:17:04,0.764,0.764,0.764,0.764,0.764
2015-04-12 15:17:05,0.704,0.704,0.704,0.704,0.704
2015-04-12 15:17:06,0.7,0.7,0.7,0.7,0.7
2015-04-12 15:17:07,0.722,0.722,0.722,0.722,0.722
2015-04-12 15:17:08,0.763,0.763,0.763,0.763,0.763
2015-04-12 15:17:09,0.791,0.793,0.791,0.791,0.793
2015-04-12 15:17:10,0.77,0.771,0.77,0.77,0.771
2015-04-12 15:17:11,0.74,0.74,0.74,0.74,0.74
2015-04-12 15:17:12,0.719,0.719,0.719,0.719,0.719
2015-04-12 15:17:13,0.744,0.744,0.744,0.744,0.744
2015-04-12 15:17:14,0.839,0.839,0.839,0.839,0.839
2015-04-12 15:17:15,0.916,0.916,0.916,0.916,0.916
2015-04-12 15:17:16,0.968,0.968,0.968,0.968,0.968
2015-04-12 15:17:17,1.02,1.02,1.02,1.02,1.02
2015-04-12 15:17:18,1.0,1.0,1.0,1.0,1.0
2015-04-12 15:17:19,0.983,0.983,0.983,0.983,0.983
2015-04-12 15:17:20,0.932,0.932,0.932,0.932,0.932
2015-04-12 15:17:21,0.843,0.843,0.843,0.843,0.843
2015-04-12 15:17:22,0.738,0.738,0.738,0.738,0.738
2015-04-12 15:17:23,0.68,0.68,0.68,0.68,0.68
2015-04-12 15:17:24,0.635,0.635,0.635,0.635,0.635
2015-04-12 15:17:25,0.564,0.564,0.564,0.564,0.564
2015-04-12 15:17:26,0.51,0.51,0.51,0.51,0.51
2015-04-12 15:17:27,0.449,0.449,0.449,0.449,0.449
2015-04-12 15:17:28,0.408,0.408,0.408,0.408,0.408
2015-04-12 15:17:29,0.366,0.366,0.366,0.366,0.366
2015-04-12 15:17:30,0.337,0.337,0.337,0.337,0.337
2015-04-12 15:17:31,0.32,0.32,0.32,0.32,0.32
2015-04-12 15:17:32,0.314,0.314,0.314,0.314,0.314
2015-04-12 15:17:33,0.299,0.299,0.299,0.299,0.299
2015-04-12 15:17:34,0.286,0.287,0.287,0.287,0.287
2015-04-12 15:17:35,0.265,0.265,0.265,0.265,0.265
2015-04-12 15:17:36,0.249,0.249,0.249,0.249,0.249
2015-04-12 15:17:37,0.242,0.242,0.242,0.242,0.242
2015-04-12 15:17:38,0.239,0.239,0.239,0.239,0.239
2015-04-12 15:17:39,0.245,0.245,0.245,0.245,0.245
2015-04-12 15:17:40,0.245,0.245,0.245,0.245,0.245
2015-04-12 15:17:41,0.239,0.24,0.24,0.24,0.24
2015-04-12 15:17:42,0.244,0.244,0.244,0.244,0.244
2015-04-12 15:17:43,0.248,0.248,0.248,0.248,0.248
2015-04-12 15:17:44,0.255,0.255,0.255,0.255,0.255
2015-04-12 15:17:45,0.247,0.247,0.247,0.247,0.247
2015-04-12 15:17:46,0.25,0.25,0.25,0.25,0.25
2015-04-12 15:17:47,0.259,0.259,0.259,0.259,0.259
2015-04-12 15:17:48,0.248,0.248,0.248,0.248,0.248
2015-04-12 15:17:49,0.237,0.237,0.237,0.237,0.237
2015-04-12 15:17:50,0.236,0.236,0.236,0.236,0.236
2015-04-12 15:17:51,0.235,0.235,0.235,0.235,0.235
2015-04-12 15:17:52,0.225,0.225,0.225,0.225,0.225
2015-04-12 15:17:53,0.21,0.211,0.21,0.211,0.211
2015-04-12 15:17:54,0.211,0.211,0.211,0.211,0.211
2015-04-12 15:17:55,0.218,0.218,0.218,0.218,0.218
2015-04-12 15:17:56,0.227,0.227,0.227,0.227,0.227
2015-04-12 15:17:57,0.225,0.226,0.225,0.226,0.226
2015-04-12 15:17:58,0.223,0.224,0.223,0.224,0.224
2015-04-12 15:17:59,0.223,0.223,0.223,0.223,0.223
2015-04-12 15:18:00,0.204,0.204,0.204,0.204,0.204
2015-04-12 15:18:01,0.179,0.179,0.179,0.179,0.179
2015-04-12 15:18:02,0.185,0.185,0.185,0.185,0.185
2015-04-12 15:18:03,0.203,0.203,0.203,0.203,0.203
2015-04-12 15:18:04,0.219,0.219,0.219,0.219,0.219
2015-04-12 15:18:05,0.222,0.222,0.222,0.222,0.222
2015-04-12 15:18:06,0.22,0.22,0.22,0.22,0.22
2015-04-12 15:18:07,0.218,0.218,0.218,0.218,0.218
2015-04-12 15:18:08,0.22,0.22,0.22,0.22,0.22
2015-04-12 15:18:09,0.219,0.219,0.219,0.219,0.219
2015-04-12 15:18:10,0.228,0.228,0.228,0.228,0.228
2015-04-12 15:18:11,0.224,0.224,0.224,0.224,0.224
2015-04-12 15:18:12,0.219,0.22,0.219,0.22,0.22
2015-04-12 15:18:13,0.22,0.22,0.22,0.22,0.22
2015-04-12 15:18:14,0.224,0.224,0.224,0.224,0.224
2015-04-12 15:18:15,0.23,0.23,0.23,0.23,0.23
2015-04-12 15:18:16,0.237,0.238,0.238,0.238,0.238
2015-04-12 15:18:17,0.224,0.224,0.224,0.224,0.224
2015-04-12 15:18:18,0.219,0.219,0.219,0.219,0.219
2015-04-12 15:18:19,0.234,0.235,0.235,0.235,0.235
2015-04-12 15:18:20,0.247,0.247,0.247,0.247,0.247
2015-04-12 15:18:21,0.244,0.244,0.244,0.244,0.244
2015-04-12 15:18:22,0.245,0.245,0.245,0.245,0.245
2015-04-12 15:18:23,0.242,0.242,0.242,0.242,0.242
2015-04-12 15:18:24,0.237,0.238,0.238,0.238,0.238
2015-04-12 15:18:25,0.246,0.246,0.246,0.246,0.246
2015-04-12 15:18:26,0.256,0.256,0.256,0.256,0.256
2015-04-12 15:18:27,0.264,0.264,0.264,0.264,0.264
2015-04-12 15:18:28,0.272,0.272,0.272,0.272,0.272
2015-04-12 15:18:29,0.272,0.272,0.272,0.272,0.272
2015-04-12 15:18:30,0.273,0.273,0.273,0.273,0.273
2015-04-12 15:18:31,0.272,0.272,0.272,0.272,0.272
2015-04-12 15:18:32,0.268,0.268,0.268,0.268,0.268
2015-04-12 15:18:33,0.265,0.265,0.265,0.265,0.265
2015-04-12 15:18:34,0.253,0.254,0.254,0.254,0.254
2015-04-12 15:18:35,0.239,0.239,0.239,0.239,0.239
2015-04-12 15:18:36,0.244,0.244,0.244,0.244,0.244
2015-04-12 15:18:37,0.247,0.247,0.247,0.247,0.247
2015-04-12 15:18:38,0.25,0.25,0.25,0.25,0.25
2015-04-12 15:18:39,0.252,0.252,0.252,0.252,0.252
2015-04-12 15:18:40,0.25,0.25,0.25,0.25,0.25
2015-04-12 15:18:41,0.241,0.241,0.241,0.241,0.241
2015-04-12 15:18:42,0.238,0.238,0.238,0.238,0.238
2015-04-12 15:18:43,0.242,0.242,0.242,0.242,0.242
