,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM
2015-04-12 14:33:22,0.0,0.0,0.0,0.0,0.0
2015-04-12 14:33:23,0.0,0.0,0.0,0.0,0.0
2015-04-12 14:33:24,0.011,0.011,0.011,0.011,0.011
2015-04-12 14:33:25,0.011,0.011,0.011,0.011,0.011
2015-04-12 14:33:26,0.011,0.011,0.011,0.011,0.011
2015-04-12 14:33:27,0.012,0.012,0.012,0.012,0.012
2015-04-12 14:33:28,0.018,0.018,0.018,0.018,0.018
2015-04-12 14:33:29,0.032,0.033,0.032,0.033,0.033
2015-04-12 14:33:30,0.072,0.072,0.072,0.072,0.072
2015-04-12 14:33:31,0.137,0.137,0.137,0.137,0.137
2015-04-12 14:33:32,0.203,0.203,0.203,0.203,0.203
2015-04-12 14:33:33,0.29,0.29,0.29,0.29,0.29
2015-04-12 14:33:34,0.364,0.365,0.364,0.365,0.365
2015-04-12 14:33:35,0.429,0.43,0.429,0.43,0.43
2015-04-12 14:33:36,0.481,0.481,0.481,0.481,0.481
2015-04-12 14:33:37,0.552,0.553,0.552,0.553,0.553
2015-04-12 14:33:38,0.606,0.606,0.606,0.606,0.606
2015-04-12 14:33:39,0.651,0.651,0.651,0.651,0.651
2015-04-12 14:33:40,0.69,0.691,0.691,0.691,0.691
2015-04-12 14:33:41,0.728,0.728,0.728,0.728,0.728
2015-04-12 14:33:42,0.72,0.721,0.721,0.721,0.721
2015-04-12 14:33:43,0.7,0.7,0.7,0.7,0.7
2015-04-12 14:33:44,0.657,0.658,0.658,0.658,0.658
2015-04-12 14:33:45,0.628,0.629,0.629,0.629,0.629
2015-04-12 14:33:46,0.643,0.644,0.644,0.644,0.644
2015-04-12 14:33:47,0.628,0.628,0.628,0.628,0.628
2015-04-12 14:33:48,0.624,0.624,0.624,0.624,0.624
2015-04-12 14:33:49,0.645,0.645,0.645,0.645,0.645
2015-04-12 14:33:50,0.676,0.677,0.676,0.677,0.677
2015-04-12 14:33:51,0.703,0.703,0.703,0.703,0.703
2015-04-12 14:33:52,0.756,0.756,0.756,0.756,0.756
2015-04-12 14:33:53,0.719,0.72,0.72,0.72,0.72
2015-04-12 14:33:54,0.702,0.702,0.702,0.702,0.702
2015-04-12 14:33:55,0.74,0.74,0.74,0.74,0.74
2015-04-12 14:33:56,0.737,0.737,0.737,0.737,0.737
2015-04-12 14:33:57,0.712,0.712,0.712,0.712,0.712
2015-04-12 14:33:58,0.737,0.737,0.737,0.737,0.737
2015-04-12 14:33:59,0.743,0.743,0.743,0.743,0.743
2015-04-12 14:34:00,0.704,0.704,0.704,0.704,0.704
2015-04-12 14:34:01,0.719,0.719,0.719,0.719,0.719
2015-04-12 14:34:02,0.796,0.796,0.796,0.796,0.796
2015-04-12 14:34:03,0.8,0.8,0.8,0.8,0.8
2015-04-12 14:34:04,0.783,0.783,0.783,0.783,0.783
2015-04-12 14:34:05,0.919,0.92,0.92,0.92,0.92
2015-04-12 14:34:06,1.04,1.04,1.04,1.04,1.04
2015-04-12 14:34:07,1.19,1.19,1.19,1.19,1.19
2015-04-12 14:34:08,1.37,1.37,1.37,1.37,1.37
2015-04-12 14:34:09,1.71,1.71,1.71,1.71,1.71
2015-04-12 14:34:10,2.08,2.08,2.08,2.08,2.08
2015-04-12 14:34:11,2.25,2.25,2.25,2.25,2.25
2015-04-12 14:34:12,2.13,2.13,2.13,2.13,2.13
2015-04-12 14:34:13,1.7,1.71,1.71,1.71,1.71
2015-04-12 14:34:14,1.25,1.26,1.26,1.26,1.26
2015-04-12 14:34:15,0.869,0.87,0.87,0.87,0.87
2015-04-12 14:34:16,0.701,0.701,0.701,0.701,0.701
2015-04-12 14:34:17,0.719,0.72,0.72,0.72,0.72
2015-04-12 14:34:18,0.685,0.686,0.686,0.686,0.686
2015-04-12 14:34:19,0.611,0.612,0.611,0.612,0.612
2015-04-12 14:34:20,0.596,0.596,0.596,0.596,0.596
2015-04-12 14:34:21,0.562,0.563,0.562,0.563,0.563
2015-04-12 14:34:22,0.502,0.502,0.502,0.502,0.502
2015-04-12 14:34:23,0.432,0.432,0.432,0.432,0.432
2015-04-12 14:34:24,0.37,0.371,0.371,0.371,0.371
2015-04-12 14:34:25,0.312,0.312,0.312,0.312,0.312
2015-04-12 14:34:26,0.268,0.269,0.269,0.269,0.269
2015-04-12 14:34:27,0.231,0.231,0.231,0.231,0.231
2015-04-12 14:34:28,0.207,0.208,0.207,0.207,0.208
2015-04-12 14:34:29,0.194,0.195,0.194,0.194,0.195
2015-04-12 14:34:30,0.191,0.191,0.191,0.191,0.191
2015-04-12 14:34:31,0.197,0.197,0.197,0.197,0.197
2015-04-12 14:34:32,0.196,0.196,0.196,0.196,0.196
2015-04-12 14:34:33,0.21,0.21,0.21,0.21,0.21
2015-04-12 14:34:34,0.209,0.209,0.209,0.209,0.209
2015-04-12 14:34:35,0.209,0.21,0.21,0.21,0.21
2015-04-12 14:34:36,0.219,0.219,0.219,0.219,0.219
2015-04-12 14:34:37,0.224,0.225,0.225,0.225,0.225
2015-04-12 14:34:38,0.224,0.226,0.224,0.224,0.226
2015-04-12 14:34:39,0.24,0.241,0.24,0.24,0.241
2015-04-12 14:34:40,0.234,0.234,0.234,0.234,0.234
2015-04-12 14:34:41,0.218,0.218,0.218,0.218,0.218
2015-04-12 14:34:42,0.218,0.218,0.218,0.218,0.218
2015-04-12 14:34:43,0.219,0.219,0.219,0.219,0.219
2015-04-12 14:34:44,0.178,0.178,0.178,0.178,0.178
2015-04-12 14:34:45,0.11,0.11,0.11,0.11,0.11
2015-04-12 14:34:46,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:34:47,0.037,0.037,0.037,0.037,0.037
2015-04-12 14:34:48,0.022,0.022,0.022,0.022,0.022
2015-04-12 14:34:49,0.015,0.015,0.015,0.015,0.015
2015-04-12 14:34:50,0.012,0.012,0.012,0.012,0.012
2015-04-12 14:34:51,0.009,0.009,0.009,0.009,0.009
2015-04-12 14:34:52,0.008,0.008,0.008,0.008,0.008
2015-04-12 14:34:53,0.007,0.007,0.007,0.007,0.007
2015-04-12 14:34:54,0.007,0.007,0.007,0.007,0.007
2015-04-12 14:34:55,0.007,0.007,0.007,0.007,0.007
2015-04-12 14:34:56,0.006,0.006,0.006,0.006,0.006
2015-04-12 14:34:57,0.006,0.006,0.006,0.006,0.006
2015-04-12 14:34:58,0.006,0.006,0.006,0.006,0.006
2015-04-12 14:34:59,0.006,0.006,0.006,0.006,0.006
2015-04-12 14:35:00,0.006,0.006,0.006,0.006,0.006
2015-04-12 14:35:01,0.009,0.009,0.009,0.009,0.009
2015-04-12 14:35:02,0.017,0.017,0.017,0.017,0.017
2015-04-12 14:35:03,0.025,0.025,0.025,0.025,0.025
2015-04-12 14:35:04,0.033,0.033,0.033,0.033,0.033
2015-04-12 14:35:05,0.045,0.045,0.045,0.045,0.045
2015-04-12 14:35:06,0.064,0.064,0.064,0.064,0.064
2015-04-12 14:35:07,0.094,0.094,0.094,0.094,0.094
2015-04-12 14:35:08,0.13,0.13,0.13,0.13,0.13
2015-04-12 14:35:09,0.172,0.172,0.172,0.172,0.172
2015-04-12 14:35:10,0.212,0.212,0.212,0.212,0.212
2015-04-12 14:35:11,0.25,0.251,0.251,0.251,0.251
2015-04-12 14:35:12,0.302,0.302,0.302,0.302,0.302
2015-04-12 14:35:13,0.332,0.332,0.332,0.332,0.332
2015-04-12 14:35:14,0.324,0.325,0.325,0.325,0.325
2015-04-12 14:35:15,0.309,0.309,0.309,0.309,0.309
2015-04-12 14:35:16,0.324,0.324,0.324,0.324,0.324
2015-04-12 14:35:17,0.354,0.354,0.354,0.354,0.354
2015-04-12 14:35:18,0.362,0.363,0.363,0.363,0.363
2015-04-12 14:35:19,0.363,0.364,0.364,0.364,0.364
2015-04-12 14:35:20,0.347,0.347,0.347,0.347,0.347
2015-04-12 14:35:21,0.365,0.365,0.365,0.365,0.365
2015-04-12 14:35:22,0.374,0.374,0.374,0.374,0.374
2015-04-12 14:35:23,0.333,0.334,0.334,0.334,0.334
2015-04-12 14:35:24,0.259,0.259,0.259,0.259,0.259
2015-04-12 14:35:25,0.212,0.212,0.212,0.212,0.212
2015-04-12 14:35:26,0.18,0.18,0.18,0.18,0.18
2015-04-12 14:35:27,0.154,0.154,0.154,0.154,0.154
2015-04-12 14:35:28,0.147,0.147,0.147,0.147,0.147
2015-04-12 14:35:29,0.135,0.135,0.135,0.135,0.135
2015-04-12 14:35:30,0.138,0.138,0.138,0.138,0.138
2015-04-12 14:35:31,0.134,0.134,0.134,0.134,0.134
2015-04-12 14:35:32,0.117,0.117,0.117,0.117,0.117
2015-04-12 14:35:33,0.096,0.096,0.096,0.096,0.096
2015-04-12 14:35:34,0.082,0.082,0.082,0.082,0.082
2015-04-12 14:35:35,0.089,0.089,0.089,0.089,0.089
2015-04-12 14:35:36,0.095,0.095,0.095,0.095,0.095
2015-04-12 14:35:37,0.096,0.097,0.096,0.097,0.097
2015-04-12 14:35:38,0.097,0.097,0.097,0.097,0.097
2015-04-12 14:35:39,0.098,0.098,0.098,0.098,0.098
2015-04-12 14:35:40,0.102,0.102,0.102,0.102,0.102
2015-04-12 14:35:41,0.113,0.113,0.113,0.113,0.113
2015-04-12 14:35:42,0.115,0.115,0.115,0.115,0.115
2015-04-12 14:35:43,0.116,0.116,0.116,0.116,0.116
2015-04-12 14:35:44,0.118,0.118,0.118,0.118,0.118
2015-04-12 14:35:45,0.097,0.097,0.097,0.097,0.097
2015-04-12 14:35:46,0.086,0.086,0.086,0.086,0.086
2015-04-12 14:35:47,0.101,0.101,0.101,0.101,0.101
2015-04-12 14:35:48,0.113,0.113,0.113,0.113,0.113
2015-04-12 14:35:49,0.106,0.107,0.106,0.107,0.107
2015-04-12 14:35:50,0.086,0.087,0.086,0.087,0.087
2015-04-12 14:35:51,0.077,0.077,0.077,0.077,0.077
2015-04-12 14:35:52,0.073,0.073,0.073,0.073,0.073
2015-04-12 14:35:53,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:35:54,0.064,0.064,0.064,0.064,0.064
2015-04-12 14:35:55,0.067,0.067,0.067,0.067,0.067
2015-04-12 14:35:56,0.068,0.068,0.068,0.068,0.068
2015-04-12 14:35:57,0.065,0.065,0.065,0.065,0.065
2015-04-12 14:35:58,0.058,0.058,0.058,0.058,0.058
2015-04-12 14:35:59,0.064,0.064,0.064,0.064,0.064
2015-04-12 14:36:00,0.074,0.074,0.074,0.074,0.074
2015-04-12 14:36:01,0.065,0.066,0.066,0.066,0.066
2015-04-12 14:36:02,0.071,0.071,0.071,0.071,0.071
2015-04-12 14:36:03,0.08,0.081,0.08,0.081,0.081
2015-04-12 14:36:04,0.079,0.08,0.08,0.08,0.08
2015-04-12 14:36:05,0.073,0.073,0.073,0.073,0.073
2015-04-12 14:36:06,0.078,0.078,0.078,0.078,0.078
2015-04-12 14:36:07,0.106,0.106,0.106,0.106,0.106
2015-04-12 14:36:08,0.115,0.115,0.115,0.115,0.115
2015-04-12 14:36:09,0.084,0.084,0.084,0.084,0.084
2015-04-12 14:36:10,0.071,0.071,0.071,0.071,0.071
2015-04-12 14:36:11,0.073,0.073,0.073,0.073,0.073
2015-04-12 14:36:12,0.074,0.074,0.074,0.074,0.074
2015-04-12 14:36:13,0.074,0.074,0.074,0.074,0.074
2015-04-12 14:36:14,0.082,0.082,0.082,0.082,0.082
2015-04-12 14:36:15,0.092,0.092,0.092,0.092,0.092
2015-04-12 14:36:16,0.09,0.091,0.09,0.091,0.091
2015-04-12 14:36:17,0.074,0.075,0.074,0.075,0.075
2015-04-12 14:36:18,0.058,0.059,0.059,0.059,0.059
2015-04-12 14:36:19,0.053,0.053,0.053,0.053,0.053
2015-04-12 14:36:20,0.054,0.054,0.054,0.054,0.054
2015-04-12 14:36:21,0.051,0.051,0.051,0.051,0.051
2015-04-12 14:36:22,0.052,0.052,0.052,0.052,0.052
2015-04-12 14:36:23,0.068,0.069,0.069,0.069,0.069
2015-04-12 14:36:24,0.073,0.073,0.073,0.073,0.073
2015-04-12 14:36:25,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:36:26,0.084,0.084,0.084,0.084,0.084
2015-04-12 14:36:27,0.104,0.104,0.104,0.104,0.104
2015-04-12 14:36:28,0.088,0.088,0.088,0.088,0.088
2015-04-12 14:36:29,0.069,0.069,0.069,0.069,0.069
2015-04-12 14:36:30,0.08,0.085,0.08,0.08,0.085
2015-04-12 14:36:31,0.09,0.093,0.091,0.091,0.093
2015-04-12 14:36:32,0.095,0.096,0.095,0.096,0.096
2015-04-12 14:36:33,0.092,0.092,0.092,0.092,0.092
2015-04-12 14:36:34,0.078,0.078,0.078,0.078,0.078
2015-04-12 14:36:35,0.063,0.064,0.064,0.064,0.064
2015-04-12 14:36:36,0.067,0.067,0.067,0.067,0.067
2015-04-12 14:36:37,0.072,0.072,0.072,0.072,0.072
2015-04-12 14:36:38,0.062,0.062,0.062,0.062,0.062
2015-04-12 14:36:39,0.049,0.049,0.049,0.049,0.049
2015-04-12 14:36:40,0.052,0.052,0.052,0.052,0.052
2015-04-12 14:36:41,0.072,0.072,0.072,0.072,0.072
2015-04-12 14:36:42,0.089,0.089,0.089,0.089,0.089
2015-04-12 14:36:43,0.085,0.085,0.085,0.085,0.085
2015-04-12 14:36:44,0.065,0.065,0.065,0.065,0.065
2015-04-12 14:36:45,0.056,0.056,0.056,0.056,0.056
2015-04-12 14:36:46,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:36:47,0.08,0.08,0.08,0.08,0.08
2015-04-12 14:36:48,0.071,0.071,0.071,0.071,0.071
2015-04-12 14:36:49,0.059,0.059,0.059,0.059,0.059
2015-04-12 14:36:50,0.076,0.076,0.076,0.076,0.076
2015-04-12 14:36:51,0.099,0.099,0.099,0.099,0.099
2015-04-12 14:36:52,0.089,0.089,0.089,0.089,0.089
2015-04-12 14:36:53,0.074,0.074,0.074,0.074,0.074
2015-04-12 14:36:54,0.077,0.077,0.077,0.077,0.077
2015-04-12 14:36:55,0.08,0.08,0.08,0.08,0.08
2015-04-12 14:36:56,0.075,0.075,0.075,0.075,0.075
2015-04-12 14:36:57,0.082,0.082,0.082,0.082,0.082
2015-04-12 14:36:58,0.084,0.084,0.084,0.084,0.084
2015-04-12 14:36:59,0.08,0.08,0.08,0.08,0.08
2015-04-12 14:37:00,0.075,0.075,0.075,0.075,0.075
2015-04-12 14:37:01,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:37:02,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:37:03,0.06,0.06,0.06,0.06,0.06
2015-04-12 14:37:04,0.046,0.047,0.047,0.047,0.047
2015-04-12 14:37:05,0.041,0.041,0.041,0.041,0.041
2015-04-12 14:37:06,0.048,0.048,0.048,0.048,0.048
2015-04-12 14:37:07,0.056,0.056,0.056,0.056,0.056
2015-04-12 14:37:08,0.053,0.054,0.053,0.054,0.054
2015-04-12 14:37:09,0.051,0.051,0.051,0.051,0.051
2015-04-12 14:37:10,0.065,0.065,0.065,0.065,0.065
2015-04-12 14:37:11,0.07,0.07,0.07,0.07,0.07
2015-04-12 14:37:12,0.054,0.054,0.054,0.054,0.054
2015-04-12 14:37:13,0.043,0.043,0.043,0.043,0.043
2015-04-12 14:37:14,0.048,0.048,0.048,0.048,0.048
2015-04-12 14:37:15,0.059,0.059,0.059,0.059,0.059
2015-04-12 14:37:16,0.063,0.063,0.063,0.063,0.063
2015-04-12 14:37:17,0.057,0.057,0.057,0.057,0.057
2015-04-12 14:37:18,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:37:19,0.079,0.079,0.079,0.079,0.079
2015-04-12 14:37:20,0.076,0.076,0.076,0.076,0.076
2015-04-12 14:37:21,0.066,0.066,0.066,0.066,0.066
2015-04-12 14:37:22,0.072,0.072,0.072,0.072,0.072
2015-04-12 14:37:23,0.083,0.083,0.083,0.083,0.083
2015-04-12 14:37:24,0.08,0.08,0.08,0.08,0.08
2015-04-12 14:37:25,0.074,0.074,0.074,0.074,0.074
2015-04-12 14:37:26,0.085,0.085,0.085,0.085,0.085
2015-04-12 14:37:27,0.085,0.085,0.085,0.085,0.085
2015-04-12 14:37:28,0.057,0.057,0.057,0.057,0.057
2015-04-12 14:37:29,0.05,0.05,0.05,0.05,0.05
2015-04-12 14:37:30,0.06,0.06,0.06,0.06,0.06
2015-04-12 14:37:31,0.073,0.073,0.073,0.073,0.073
2015-04-12 14:37:32,0.103,0.103,0.103,0.103,0.103
2015-04-12 14:37:33,0.14,0.14,0.14,0.14,0.14
2015-04-12 14:37:34,0.183,0.183,0.183,0.183,0.183
2015-04-12 14:37:35,0.217,0.217,0.217,0.217,0.217
2015-04-12 14:37:36,0.237,0.237,0.237,0.237,0.237
2015-04-12 14:37:37,0.267,0.268,0.268,0.268,0.268
2015-04-12 14:37:38,0.286,0.286,0.286,0.286,0.286
2015-04-12 14:37:39,0.29,0.291,0.29,0.291,0.291
2015-04-12 14:37:40,0.292,0.293,0.292,0.292,0.293
2015-04-12 14:37:41,0.315,0.317,0.315,0.315,0.317
2015-04-12 14:37:42,0.346,0.348,0.346,0.347,0.348
2015-04-12 14:37:43,0.356,0.356,0.356,0.356,0.356
2015-04-12 14:37:44,0.338,0.338,0.338,0.338,0.338
2015-04-12 14:37:45,0.342,0.342,0.342,0.342,0.342
2015-04-12 14:37:46,0.359,0.359,0.359,0.359,0.359
2015-04-12 14:37:47,0.333,0.334,0.333,0.334,0.334
2015-04-12 14:37:48,0.315,0.315,0.315,0.315,0.315
2015-04-12 14:37:49,0.318,0.318,0.318,0.318,0.318
2015-04-12 14:37:50,0.343,0.343,0.343,0.343,0.343
2015-04-12 14:37:51,0.348,0.349,0.348,0.349,0.349
2015-04-12 14:37:52,0.349,0.35,0.35,0.35,0.35
2015-04-12 14:37:53,0.335,0.336,0.335,0.336,0.336
2015-04-12 14:37:54,0.334,0.335,0.335,0.335,0.335
2015-04-12 14:37:55,0.345,0.345,0.345,0.345,0.345
2015-04-12 14:37:56,0.346,0.346,0.346,0.346,0.346
2015-04-12 14:37:57,0.345,0.346,0.346,0.346,0.346
2015-04-12 14:37:58,0.352,0.352,0.352,0.352,0.352
2015-04-12 14:37:59,0.343,0.344,0.343,0.344,0.344
2015-04-12 14:38:00,0.347,0.347,0.347,0.347,0.347
2015-04-12 14:38:01,0.353,0.354,0.354,0.354,0.354
2015-04-12 14:38:02,0.354,0.354,0.354,0.354,0.354
2015-04-12 14:38:03,0.35,0.351,0.351,0.351,0.351
2015-04-12 14:38:04,0.34,0.341,0.341,0.341,0.341
2015-04-12 14:38:05,0.329,0.329,0.329,0.329,0.329
2015-04-12 14:38:06,0.325,0.325,0.325,0.325,0.325
2015-04-12 14:38:07,0.314,0.315,0.315,0.315,0.315
2015-04-12 14:38:08,0.319,0.319,0.319,0.319,0.319
2015-04-12 14:38:09,0.325,0.326,0.326,0.326,0.326
2015-04-12 14:38:10,0.34,0.341,0.34,0.341,0.341
2015-04-12 14:38:11,0.357,0.357,0.357,0.357,0.357
2015-04-12 14:38:12,0.351,0.352,0.352,0.352,0.352
2015-04-12 14:38:13,0.334,0.335,0.334,0.335,0.335
2015-04-12 14:38:14,0.329,0.33,0.329,0.33,0.33
2015-04-12 14:38:15,0.363,0.364,0.364,0.364,0.364
2015-04-12 14:38:16,0.396,0.396,0.396,0.396,0.396
2015-04-12 14:38:17,0.388,0.388,0.388,0.388,0.388
2015-04-12 14:38:18,0.361,0.362,0.362,0.362,0.362
2015-04-12 14:38:19,0.344,0.345,0.345,0.345,0.345
2015-04-12 14:38:20,0.341,0.341,0.341,0.341,0.341
2015-04-12 14:38:21,0.331,0.332,0.332,0.332,0.332
2015-04-12 14:38:22,0.311,0.311,0.311,0.311,0.311
2015-04-12 14:38:23,0.303,0.303,0.303,0.303,0.303
2015-04-12 14:38:24,0.338,0.338,0.338,0.338,0.338
2015-04-12 14:38:25,0.355,0.355,0.355,0.355,0.355
2015-04-12 14:38:26,0.351,0.351,0.351,0.351,0.351
2015-04-12 14:38:27,0.353,0.354,0.353,0.354,0.354
2015-04-12 14:38:28,0.373,0.373,0.373,0.373,0.373
2015-04-12 14:38:29,0.38,0.38,0.38,0.38,0.38
2015-04-12 14:38:30,0.372,0.372,0.372,0.372,0.372
2015-04-12 14:38:31,0.357,0.358,0.357,0.358,0.358
2015-04-12 14:38:32,0.356,0.356,0.356,0.356,0.356
2015-04-12 14:38:33,0.358,0.358,0.358,0.358,0.358
2015-04-12 14:38:34,0.354,0.354,0.354,0.354,0.354
2015-04-12 14:38:35,0.341,0.341,0.341,0.341,0.341
2015-04-12 14:38:36,0.336,0.336,0.336,0.336,0.336
2015-04-12 14:38:37,0.348,0.348,0.348,0.348,0.348
2015-04-12 14:38:38,0.347,0.347,0.347,0.347,0.347
2015-04-12 14:38:39,0.35,0.351,0.351,0.351,0.351
2015-04-12 14:38:40,0.342,0.345,0.342,0.342,0.345
2015-04-12 14:38:41,0.347,0.348,0.347,0.347,0.348
2015-04-12 14:38:42,0.368,0.368,0.368,0.368,0.368
2015-04-12 14:38:43,0.441,0.441,0.441,0.441,0.441
2015-04-12 14:38:44,0.598,0.599,0.599,0.599,0.599
2015-04-12 14:38:45,0.845,0.845,0.845,0.845,0.845
2015-04-12 14:38:46,1.04,1.04,1.04,1.04,1.04
2015-04-12 14:38:47,1.19,1.19,1.19,1.19,1.19
2015-04-12 14:38:48,1.24,1.24,1.24,1.24,1.24
2015-04-12 14:38:49,1.28,1.28,1.28,1.28,1.28
2015-04-12 14:38:50,1.25,1.25,1.25,1.25,1.25
2015-04-12 14:38:51,1.24,1.24,1.24,1.24,1.24
2015-04-12 14:38:52,1.23,1.23,1.23,1.23,1.23
2015-04-12 14:38:53,1.22,1.22,1.22,1.22,1.22
2015-04-12 14:38:54,1.26,1.27,1.26,1.26,1.27
2015-04-12 14:38:55,1.3,1.3,1.3,1.3,1.3
2015-04-12 14:38:56,1.35,1.35,1.35,1.35,1.35
2015-04-12 14:38:57,1.41,1.41,1.41,1.41,1.41
2015-04-12 14:38:58,1.4,1.41,1.4,1.41,1.41
2015-04-12 14:38:59,1.33,1.33,1.33,1.33,1.33
2015-04-12 14:39:00,1.25,1.25,1.25,1.25,1.25
2015-04-12 14:39:01,1.18,1.19,1.18,1.18,1.19
2015-04-12 14:39:02,1.19,1.19,1.19,1.19,1.19
2015-04-12 14:39:03,1.19,1.19,1.19,1.19,1.19
2015-04-12 14:39:04,1.14,1.14,1.14,1.14,1.14
2015-04-12 14:39:05,1.09,1.09,1.09,1.09,1.09
2015-04-12 14:39:06,1.13,1.13,1.13,1.13,1.13
2015-04-12 14:39:07,1.15,1.15,1.15,1.15,1.15
2015-04-12 14:39:08,1.14,1.14,1.14,1.14,1.14
2015-04-12 14:39:09,1.16,1.16,1.16,1.16,1.16
2015-04-12 14:39:10,1.26,1.26,1.26,1.26,1.26
2015-04-12 14:39:11,1.34,1.34,1.34,1.34,1.34
2015-04-12 14:39:12,1.25,1.25,1.25,1.25,1.25
2015-04-12 14:39:13,1.17,1.17,1.17,1.17,1.17
2015-04-12 14:39:14,1.18,1.18,1.18,1.18,1.18
2015-04-12 14:39:15,1.28,1.28,1.28,1.28,1.28
2015-04-12 14:39:16,1.34,1.34,1.34,1.34,1.34
2015-04-12 14:39:17,1.35,1.35,1.35,1.35,1.35
2015-04-12 14:39:18,1.26,1.26,1.26,1.26,1.26
2015-04-12 14:39:19,1.24,1.24,1.24,1.24,1.24
2015-04-12 14:39:20,1.23,1.23,1.23,1.23,1.23
2015-04-12 14:39:21,1.19,1.19,1.19,1.19,1.19
2015-04-12 14:39:22,1.18,1.18,1.18,1.18,1.18
2015-04-12 14:39:23,1.25,1.25,1.25,1.25,1.25
2015-04-12 14:39:24,1.25,1.25,1.25,1.25,1.25
2015-04-12 14:39:25,1.28,1.28,1.28,1.28,1.28
2015-04-12 14:39:26,1.15,1.15,1.15,1.15,1.15
2015-04-12 14:39:27,0.913,0.913,0.913,0.913,0.913
2015-04-12 14:39:28,0.858,0.858,0.858,0.858,0.858
2015-04-12 14:39:29,0.93,0.93,0.93,0.93,0.93
2015-04-12 14:39:30,1.06,1.06,1.06,1.06,1.06
2015-04-12 14:39:31,1.26,1.26,1.26,1.26,1.26
2015-04-12 14:39:32,1.55,1.55,1.55,1.55,1.55
2015-04-12 14:39:33,1.74,1.74,1.74,1.74,1.74
2015-04-12 14:39:34,1.78,1.78,1.78,1.78,1.78
2015-04-12 14:39:35,1.75,1.75,1.75,1.75,1.75
2015-04-12 14:39:36,1.73,1.73,1.73,1.73,1.73
2015-04-12 14:39:37,1.8,1.8,1.8,1.8,1.8
2015-04-12 14:39:38,1.68,1.68,1.68,1.68,1.68
2015-04-12 14:39:39,1.4,1.4,1.4,1.4,1.4
2015-04-12 14:39:40,1.28,1.28,1.28,1.28,1.28
2015-04-12 14:39:41,1.4,1.4,1.4,1.4,1.4
2015-04-12 14:39:42,1.99,1.99,1.99,1.99,1.99
2015-04-12 14:39:43,3.1,3.1,3.1,3.1,3.1
2015-04-12 14:39:44,4.44,4.44,4.44,4.44,4.44
2015-04-12 14:39:45,5.8,5.8,5.8,5.8,5.8
2015-04-12 14:39:46,5.63,5.63,5.63,5.63,5.63
2015-04-12 14:39:47,4.19,4.19,4.19,4.19,4.19
2015-04-12 14:39:48,3.07,3.07,3.07,3.07,3.07
2015-04-12 14:39:49,3.29,3.29,3.29,3.29,3.29
2015-04-12 14:39:50,5.3,5.3,5.3,5.3,5.3
2015-04-12 14:39:51,6.92,6.92,6.92,6.92,6.92
2015-04-12 14:39:52,8.74,8.75,8.74,8.75,8.75
2015-04-12 14:39:53,12.5,12.5,12.5,12.5,12.5
2015-04-12 14:39:54,13.2,13.3,13.2,13.3,13.3
2015-04-12 14:39:55,10.4,10.4,10.4,10.4,10.4
2015-04-12 14:39:56,7.32,7.33,7.32,7.33,7.33
2015-04-12 14:39:57,5.75,5.75,5.75,5.75,5.75
2015-04-12 14:39:58,5.04,5.04,5.04,5.04,5.04
2015-04-12 14:39:59,4.14,4.14,4.14,4.14,4.14
2015-04-12 14:40:00,3.18,3.18,3.18,3.18,3.18
2015-04-12 14:40:01,2.78,2.78,2.78,2.78,2.78
2015-04-12 14:40:02,2.43,2.43,2.43,2.43,2.43
2015-04-12 14:40:03,2.3,2.3,2.3,2.3,2.3
2015-04-12 14:40:04,2.61,2.61,2.61,2.61,2.61
2015-04-12 14:40:05,2.44,2.44,2.44,2.44,2.44
2015-04-12 14:40:06,1.86,1.86,1.86,1.86,1.86
2015-04-12 14:40:07,1.96,1.96,1.96,1.96,1.96
2015-04-12 14:40:08,2.45,2.46,2.45,2.46,2.46
2015-04-12 14:40:09,1.95,1.95,1.95,1.95,1.95
2015-04-12 14:40:10,1.63,1.63,1.63,1.63,1.63
2015-04-12 14:40:11,1.69,1.69,1.69,1.69,1.69
2015-04-12 14:40:12,2.16,2.16,2.16,2.16,2.16
2015-04-12 14:40:13,3.41,3.41,3.41,3.41,3.41
2015-04-12 14:40:14,4.52,4.52,4.52,4.52,4.52
2015-04-12 14:40:15,5.51,5.51,5.51,5.51,5.51
2015-04-12 14:40:16,6.75,6.75,6.75,6.75,6.75
2015-04-12 14:40:17,10.9,10.9,10.9,10.9,10.9
2015-04-12 14:40:18,18.6,18.6,18.6,18.6,18.6
2015-04-12 14:40:19,22.2,22.2,22.2,22.2,22.2
2015-04-12 14:40:20,25.3,25.3,25.3,25.3,25.3
2015-04-12 14:40:21,28.3,28.3,28.3,28.3,28.3
2015-04-12 14:40:22,25.8,25.9,25.8,25.8,25.9
2015-04-12 14:40:23,24.4,24.4,24.4,24.4,24.4
2015-04-12 14:40:24,20.8,20.8,20.8,20.8,20.8
