,vim_eng_fuel_rate,vim_eng_ground_spd,vim_eng_load,vim_eng_payload,vim_eng_rpm
2015-04-12 14:52:18,101.336,4.971,61.0,368.94,1437.0
2015-04-12 14:52:19,119.22,5.282,61.0,368.94,1569.5
2015-04-12 14:52:20,148.358,5.903,76.0,368.94,1685.0
2015-04-12 14:52:21,184.51,6.214,90.0,368.94,1824.5
2015-04-12 14:52:22,38.027,6.835,15.0,368.94,1558.0
2015-04-12 14:52:23,156.27,6.835,84.0,368.94,1459.5
2015-04-12 14:52:24,97.333,7.767,48.0,368.94,1690.5
2015-04-12 14:52:25,137.17,8.388,65.0,368.94,1751.5
2015-04-12 14:52:26,21.358,8.388,7.0,368.94,1706.5
2015-04-12 14:52:27,0.0,9.321,0.0,355.822,1703.0
2015-04-12 14:52:28,35.676,9.942,14.0,355.822,1539.0
2015-04-12 14:52:29,126.313,11.495,64.0,355.822,1795.0
2015-04-12 14:52:30,79.423,10.874,39.0,355.822,1604.0
2015-04-12 14:52:31,35.901,10.253,14.0,355.822,1690.0
2015-04-12 14:52:32,149.335,10.253,77.0,355.822,1678.0
2015-04-12 14:52:33,177.786,10.874,92.0,355.822,1692.5
2015-04-12 14:52:34,192.197,10.874,100.0,355.822,1738.0
2015-04-12 14:52:35,191.008,11.495,100.0,355.822,1704.5
2015-04-12 14:52:36,191.735,11.495,100.0,355.822,1723.0
2015-04-12 14:52:37,181.062,11.495,85.0,355.822,1722.0
2015-04-12 14:52:38,192.725,11.495,100.0,355.822,1731.5
2015-04-12 14:52:39,188.195,11.495,100.0,355.822,1800.0
2015-04-12 14:52:40,175.977,11.806,100.0,355.822,1882.5
2015-04-12 14:52:41,171.182,12.738,91.0,355.822,1481.5
2015-04-12 14:52:42,187.046,12.738,100.0,355.822,1479.0
2015-04-12 14:52:43,188.195,12.738,100.0,355.822,1489.5
2015-04-12 14:52:44,188.195,13.359,100.0,355.822,1489.5
2015-04-12 14:52:45,191.352,13.981,100.0,355.822,1570.0
2015-04-12 14:52:46,190.982,13.981,100.0,355.822,1612.0
2015-04-12 14:52:47,191.735,14.292,100.0,355.822,1589.5
2015-04-12 14:52:48,35.359,13.981,14.0,355.822,1635.5
2015-04-12 14:52:49,103.647,13.981,51.0,355.822,1634.0
2015-04-12 14:52:50,150.207,14.292,74.0,355.822,1547.0
2015-04-12 14:52:51,160.087,13.981,84.0,355.822,1635.5
2015-04-12 14:52:52,25.136,14.292,9.0,355.822,1671.0
2015-04-12 14:52:53,10.567,14.292,1.0,355.822,1740.5
2015-04-12 14:52:54,136.576,13.981,68.0,355.822,1579.0
2015-04-12 14:52:55,191.444,14.292,100.0,355.822,1624.5
2015-04-12 14:52:56,183.281,14.913,96.0,355.822,1710.0
2015-04-12 14:52:57,49.783,14.913,20.0,355.822,1717.0
2015-04-12 14:52:58,15.533,14.913,4.0,355.822,1751.5
2015-04-12 14:52:59,113.342,15.845,53.0,355.822,1809.5
2015-04-12 14:53:00,180.811,15.224,86.0,355.822,1795.5
2015-04-12 14:53:01,99.645,14.913,44.0,355.822,1758.5
2015-04-12 14:53:02,53.996,15.224,21.0,355.822,1745.0
2015-04-12 14:53:03,44.843,15.224,17.0,355.822,1759.5
2015-04-12 14:53:04,70.005,14.292,31.0,355.822,1707.0
2015-04-12 14:53:05,0.0,13.981,0.0,355.822,1588.0
2015-04-12 14:53:06,0.0,13.981,0.0,355.822,1579.0
2015-04-12 14:53:07,0.0,12.738,0.0,355.822,1495.0
2015-04-12 14:53:08,0.0,11.806,0.0,355.822,1361.0
2015-04-12 14:53:09,0.0,10.874,0.0,355.822,1210.0
2015-04-12 14:53:10,15.322,9.942,6.0,355.822,1284.0
2015-04-12 14:53:11,101.243,9.942,52.0,355.822,1581.5
2015-04-12 14:53:12,124.345,10.874,63.0,355.822,1691.5
2015-04-12 14:53:13,143.074,10.253,74.0,355.822,1603.5
2015-04-12 14:53:14,173.467,10.253,90.0,355.822,1625.0
2015-04-12 14:53:15,190.916,10.253,100.0,355.822,1641.5
2015-04-12 14:53:16,191.418,11.495,100.0,355.822,1697.0
2015-04-12 14:53:17,171.777,11.495,82.0,355.822,1798.5
2015-04-12 14:53:18,141.582,12.427,67.0,355.822,1832.0
2015-04-12 14:53:19,92.169,12.427,42.0,355.822,1498.5
2015-04-12 14:53:20,178.288,12.427,97.0,355.822,1410.0
2015-04-12 14:53:21,168.963,13.981,82.0,355.822,1572.5
2015-04-12 14:53:22,101.587,12.738,52.0,355.822,1526.5
2015-04-12 14:53:23,0.0,14.292,0.0,355.822,1695.5
2015-04-12 14:53:24,0.0,14.292,0.0,355.822,1665.5
2015-04-12 14:53:25,0.0,13.359,0.0,355.822,1560.5
2015-04-12 14:53:26,101.494,13.359,52.0,355.822,1550.5
2015-04-12 14:53:27,37.525,13.359,15.0,355.822,1502.0
2015-04-12 14:53:28,50.43,13.359,23.0,355.822,1540.0
2015-04-12 14:53:29,9.061,13.359,1.0,355.822,1562.0
2015-04-12 14:53:30,23.009,13.359,8.0,355.822,1531.5
2015-04-12 14:53:31,0.0,12.738,0.0,355.822,1598.0
2015-04-12 14:53:32,0.0,14.292,0.0,355.822,1439.0
2015-04-12 14:53:33,0.0,12.738,0.0,355.822,1486.5
2015-04-12 14:53:34,0.0,13.359,0.0,355.822,1490.0
2015-04-12 14:53:35,12.257,12.738,3.0,355.822,1503.5
2015-04-12 14:53:36,95.431,12.738,51.0,355.822,1420.0
2015-04-12 14:53:37,100.834,12.738,51.0,355.822,1538.0
2015-04-12 14:53:38,112.127,13.981,60.0,355.822,1442.5
2015-04-12 14:53:39,131.068,12.427,68.0,355.822,1549.5
2015-04-12 14:53:40,136.734,12.427,73.0,355.822,1456.0
2015-04-12 14:53:41,153.047,12.738,80.0,355.822,1520.0
2015-04-12 14:53:42,134.608,12.738,68.0,355.822,1483.5
2015-04-12 14:53:43,2.787,12.738,0.0,355.822,1505.0
2015-04-12 14:53:44,120.092,13.359,63.0,355.822,1530.0
2015-04-12 14:53:45,147.988,13.981,77.0,355.822,1600.0
2015-04-12 14:53:46,145.98,14.292,71.0,355.822,1613.0
2015-04-12 14:53:47,111.308,14.292,55.0,355.822,1659.0
2015-04-12 14:53:48,117.622,14.292,58.0,355.822,1619.0
2015-04-12 14:53:49,114.254,13.981,58.0,355.822,1573.5
2015-04-12 14:53:50,105.932,13.981,53.0,355.822,1575.5
2015-04-12 14:53:51,72.7,14.292,32.0,355.822,1606.5
2015-04-12 14:53:52,0.0,13.981,0.0,355.822,1510.0
2015-04-12 14:53:53,34.144,13.359,13.0,355.822,1574.0
2015-04-12 14:53:54,61.538,12.738,27.0,355.822,1515.5
2015-04-12 14:53:55,0.0,13.359,0.0,355.822,1509.5
2015-04-12 14:53:56,0.0,12.427,0.0,355.822,1459.5
2015-04-12 14:53:57,0.0,12.427,0.0,355.822,1426.5
2015-04-12 14:53:58,0.0,11.806,0.0,355.822,1368.0
2015-04-12 14:53:59,0.0,10.874,0.0,355.822,1304.0
2015-04-12 14:54:00,81.919,10.253,36.0,355.822,1662.0
2015-04-12 14:54:01,89.105,10.253,45.0,355.822,1648.0
2015-04-12 14:54:02,0.0,9.942,0.0,355.822,1546.0
2015-04-12 14:54:03,114.214,10.253,58.0,355.822,1573.5
2015-04-12 14:54:04,128.73,10.253,66.0,355.822,1552.5
2015-04-12 14:54:05,147.077,9.942,77.0,355.822,1526.5
2015-04-12 14:54:06,172.569,10.253,90.0,355.822,1551.5
2015-04-12 14:54:07,82.447,10.874,41.0,355.822,1817.0
2015-04-12 14:54:08,54.908,11.495,22.0,355.822,1736.0
2015-04-12 14:54:09,43.799,10.874,17.0,355.822,1656.5
2015-04-12 14:54:10,186.134,10.253,97.0,355.822,1658.5
2015-04-12 14:54:11,110.027,10.874,54.0,355.822,1658.5
2015-04-12 14:54:12,191.325,10.253,100.0,355.822,1559.5
2015-04-12 14:54:13,134.317,10.253,64.0,355.822,1727.5
2015-04-12 14:54:14,45.028,10.874,18.0,355.822,1644.5
2015-04-12 14:54:15,193.518,10.874,100.0,355.822,1766.5
2015-04-12 14:54:16,187.878,11.495,100.0,355.822,1807.0
2015-04-12 14:54:17,186.663,11.806,100.0,355.822,1818.0
2015-04-12 14:54:18,0.0,11.806,0.0,355.822,1767.5
2015-04-12 14:54:19,177.747,11.806,95.0,355.822,1495.5
2015-04-12 14:54:20,191.008,12.738,100.0,355.822,1552.5
2015-04-12 14:54:21,192.197,13.359,100.0,355.822,1621.5
2015-04-12 14:54:22,190.321,14.913,100.0,355.822,1672.5
2015-04-12 14:54:23,185.857,15.845,99.0,355.822,1810.5
2015-04-12 14:54:24,178.156,16.777,96.0,355.822,1851.0
2015-04-12 14:54:25,183.664,16.777,100.0,355.822,1417.0
2015-04-12 14:54:26,186.887,17.398,100.0,355.822,1470.0
2015-04-12 14:54:27,166.44,17.709,81.0,355.822,1546.0
2015-04-12 14:54:28,137.725,18.952,68.0,355.822,1586.0
2015-04-12 14:54:29,174.128,18.952,92.0,355.822,1620.0
2015-04-12 14:54:30,150.577,19.262,72.0,355.822,1703.0
2015-04-12 14:54:31,159.123,20.505,75.0,355.822,1747.5
2015-04-12 14:54:32,145.043,20.505,70.0,355.822,1755.0
2015-04-12 14:54:33,169.346,20.816,81.0,355.822,1790.5
2015-04-12 14:54:34,172.873,21.437,84.0,355.822,1813.5
2015-04-12 14:54:35,95.048,20.816,46.0,355.822,1773.0
2015-04-12 14:54:36,0.0,20.816,0.0,355.822,1743.0
2015-04-12 14:54:37,0.0,20.505,0.0,355.822,1717.5
2015-04-12 14:54:38,0.0,17.398,0.0,355.822,1570.5
2015-04-12 14:54:39,0.0,17.398,0.0,355.822,1537.5
2015-04-12 14:54:40,103.092,17.398,54.0,355.822,1467.5
2015-04-12 14:54:41,120.343,17.398,64.0,355.822,1459.5
2015-04-12 14:54:42,141.014,17.709,73.0,355.822,1558.5
2015-04-12 14:54:43,37.552,17.709,15.0,355.822,1503.0
2015-04-12 14:54:44,150.894,18.33,79.0,355.822,1518.0
2015-04-12 14:54:45,186.385,18.33,98.0,355.822,1547.0
2015-04-12 14:54:46,190.163,18.952,100.0,355.822,1620.0
2015-04-12 14:54:47,190.546,19.262,100.0,355.822,1643.5
2015-04-12 14:54:48,190.295,19.884,100.0,355.822,1662.5
2015-04-12 14:54:49,192.818,20.505,100.0,355.822,1748.5
2015-04-12 14:54:50,191.259,19.884,100.0,355.822,1709.5
2015-04-12 14:54:51,190.731,19.884,100.0,355.822,1717.0
2015-04-12 14:54:52,189.133,20.505,100.0,355.822,1785.5
2015-04-12 14:54:53,190.255,21.437,100.0,355.822,1796.0
2015-04-12 14:54:54,194.046,21.437,100.0,355.822,1756.5
2015-04-12 14:54:55,193.755,21.437,100.0,355.822,1749.5
2015-04-12 14:54:56,191.484,20.816,100.0,355.822,1771.0
2015-04-12 14:54:57,192.976,20.505,100.0,355.822,1758.0
2015-04-12 14:54:58,191.233,20.505,100.0,355.822,1704.5
2015-04-12 14:54:59,190.387,19.884,100.0,355.822,1683.5
2015-04-12 14:55:00,190.665,19.262,100.0,355.822,1676.5
2015-04-12 14:55:01,190.387,19.884,100.0,355.822,1635.5
2015-04-12 14:55:02,190.757,18.952,100.0,355.822,1621.0
2015-04-12 14:55:03,191.14,18.952,100.0,355.822,1622.5
2015-04-12 14:55:04,191.484,18.952,100.0,355.822,1592.5
2015-04-12 14:55:05,190.638,17.709,100.0,355.822,1544.5
2015-04-12 14:55:06,189.383,17.398,100.0,355.822,1513.5
2015-04-12 14:55:07,187.138,17.398,100.0,355.822,1479.5
2015-04-12 14:55:08,184.668,16.777,100.0,355.822,1451.0
2015-04-12 14:55:09,183.44,16.466,100.0,355.822,1437.0
2015-04-12 14:55:10,181.815,16.466,100.0,355.822,1417.0
2015-04-12 14:55:11,177.601,15.845,100.0,355.822,1366.5
2015-04-12 14:55:12,171.618,15.845,100.0,355.822,1322.5
2015-04-12 14:55:13,167.088,13.981,89.0,355.822,1468.5
2015-04-12 14:55:14,190.414,14.292,100.0,355.822,1646.0
2015-04-12 14:55:15,190.295,14.292,100.0,355.822,1675.5
2015-04-12 14:55:16,191.167,14.913,100.0,355.822,1657.0
2015-04-12 14:55:17,191.536,14.292,100.0,355.822,1602.5
2015-04-12 14:55:18,190.797,14.292,100.0,355.822,1629.0
2015-04-12 14:55:19,190.414,14.292,100.0,355.822,1629.5
2015-04-12 14:55:20,190.163,14.292,100.0,355.822,1654.5
2015-04-12 14:55:21,190.691,14.292,100.0,355.822,1644.5
2015-04-12 14:55:22,190.691,14.292,100.0,355.822,1644.5
2015-04-12 14:55:23,179.939,14.292,95.0,355.822,1660.5
2015-04-12 14:55:24,87.018,13.981,39.0,355.822,1604.0
2015-04-12 14:55:25,0.0,12.738,0.0,355.822,1557.5
2015-04-12 14:55:26,148.899,13.359,78.0,355.822,1557.0
2015-04-12 14:55:27,46.93,12.738,20.0,355.822,1484.0
2015-04-12 14:55:28,153.8,12.427,83.0,355.822,1433.5
2015-04-12 14:55:29,187.072,13.359,99.0,355.822,1503.5
2015-04-12 14:55:30,186.478,13.359,100.0,355.822,1468.0
2015-04-12 14:55:31,189.357,12.738,100.0,355.822,1506.5
2015-04-12 14:55:32,190.163,13.359,100.0,355.822,1613.5
2015-04-12 14:55:33,81.602,13.981,37.0,355.822,1560.5
2015-04-12 14:55:34,90.016,13.981,41.0,355.822,1505.0
2015-04-12 14:55:35,186.821,13.359,98.0,355.822,1507.0
2015-04-12 14:55:36,88.576,12.738,40.0,355.822,1525.5
2015-04-12 14:55:37,88.576,12.738,40.0,355.822,1525.5
2015-04-12 14:55:38,8.533,11.806,1.0,355.822,1378.5
2015-04-12 14:55:39,0.0,10.253,0.0,355.822,1593.5
2015-04-12 14:55:40,99.685,9.321,49.0,355.822,1624.0
2015-04-12 14:55:41,0.0,8.699,0.0,355.822,1501.5
2015-04-12 14:55:42,113.316,6.835,61.0,355.822,1404.5
2015-04-12 14:55:43,130.658,6.214,69.0,355.822,1475.0
2015-04-12 14:55:44,145.703,6.835,78.0,355.822,1448.0
2015-04-12 14:55:45,172.001,7.456,91.0,355.822,1517.5
2015-04-12 14:55:46,191.444,7.456,100.0,355.822,1710.0
2015-04-12 14:55:47,178.685,8.699,96.0,355.822,1837.5
2015-04-12 14:55:48,183.136,8.699,100.0,355.822,1417.5
2015-04-12 14:55:49,186.385,9.321,100.0,355.822,1469.5
2015-04-12 14:55:50,191.101,10.253,100.0,355.822,1579.0
2015-04-12 14:55:51,190.85,10.874,100.0,355.822,1645.0
2015-04-12 14:55:52,192.078,11.495,100.0,355.822,1705.5
2015-04-12 14:55:53,188.076,11.806,100.0,355.822,1801.5
2015-04-12 14:55:54,23.445,12.427,8.0,355.822,1607.0
2015-04-12 14:55:55,188.882,12.738,100.0,355.822,1494.0
2015-04-12 14:55:56,190.546,13.981,100.0,355.822,1636.5
2015-04-12 14:55:57,191.669,15.224,99.0,355.822,1719.5
2015-04-12 14:55:58,193.755,15.845,100.0,355.822,1733.5
2015-04-12 14:55:59,69.794,15.845,32.0,355.822,1505.5
2015-04-12 14:56:00,180.164,16.777,100.0,355.822,1391.5
2015-04-12 14:56:01,179.622,16.777,100.0,355.822,1383.5
2015-04-12 14:56:02,179.002,17.398,100.0,355.822,1376.5
2015-04-12 14:56:03,182.132,16.777,100.0,355.822,1408.0
2015-04-12 14:56:04,186.108,18.33,100.0,355.822,1456.0
2015-04-12 14:56:05,189.265,17.709,100.0,355.822,1499.5
2015-04-12 14:56:06,190.757,18.33,100.0,355.822,1601.5
2015-04-12 14:56:07,190.691,19.262,100.0,355.822,1652.0
2015-04-12 14:56:08,191.444,19.262,100.0,355.822,1611.5
2015-04-12 14:56:09,191.14,18.952,100.0,355.822,1567.5
2015-04-12 14:56:10,190.004,17.709,100.0,355.822,1527.0
2015-04-12 14:56:11,189.727,17.709,100.0,355.822,1519.5
2015-04-12 14:56:12,184.034,16.777,100.0,355.822,1442.0
2015-04-12 14:56:13,181.313,16.466,100.0,355.822,1412.0
2015-04-12 14:56:14,181.749,15.845,100.0,355.822,1414.5
2015-04-12 14:56:15,178.566,16.466,100.0,355.822,1375.0
2015-04-12 14:56:16,142.084,14.913,74.0,355.822,1365.5
2015-04-12 14:56:17,188.446,13.981,100.0,355.822,1622.0
2015-04-12 14:56:18,190.202,13.981,100.0,355.822,1622.0
2015-04-12 14:56:19,188.287,13.981,100.0,355.822,1490.0
2015-04-12 14:56:20,185.289,12.738,100.0,355.822,1457.5
2015-04-12 14:56:21,185.474,12.738,100.0,355.822,1458.5
2015-04-12 14:56:22,186.227,12.738,100.0,355.822,1468.0
2015-04-12 14:56:23,181.511,12.427,100.0,355.822,1407.5
2015-04-12 14:56:24,179.253,12.427,100.0,355.822,1383.5
2015-04-12 14:56:25,180.322,11.806,100.0,355.822,1393.0
2015-04-12 14:56:26,178.566,12.427,100.0,355.822,1374.5
2015-04-12 14:56:27,178.592,12.427,100.0,355.822,1374.5
2015-04-12 14:56:28,178.473,11.806,100.0,355.822,1373.5
2015-04-12 14:56:29,176.413,11.806,100.0,355.822,1354.5
2015-04-12 14:56:30,174.564,11.495,100.0,355.822,1341.0
2015-04-12 14:56:31,125.943,10.253,59.0,355.822,1731.5
2015-04-12 14:56:32,189.753,9.942,100.0,355.822,1555.5
2015-04-12 14:56:33,190.638,10.253,100.0,355.822,1620.0
2015-04-12 14:56:34,191.074,10.253,100.0,355.822,1618.0
2015-04-12 14:56:35,190.942,10.253,100.0,355.822,1621.5
2015-04-12 14:56:36,190.599,10.874,100.0,355.822,1663.0
2015-04-12 14:56:37,190.85,10.874,100.0,355.822,1683.0
2015-04-12 14:56:38,190.823,10.874,100.0,355.822,1701.5
2015-04-12 14:56:39,192.58,10.874,100.0,355.822,1731.0
2015-04-12 14:56:40,192.923,11.495,100.0,355.822,1735.5
2015-04-12 14:56:41,192.17,11.495,100.0,355.822,1726.5
2015-04-12 14:56:42,193.069,11.495,100.0,355.822,1755.5
2015-04-12 14:56:43,193.069,11.495,100.0,355.822,1755.5
2015-04-12 14:56:44,192.104,11.495,100.0,355.822,1769.5
2015-04-12 14:56:45,189.912,11.495,100.0,355.822,1789.0
2015-04-12 14:56:46,192.131,11.495,100.0,355.822,1771.5
2015-04-12 14:56:47,191.51,11.495,100.0,355.822,1775.5
2015-04-12 14:56:48,189.159,11.495,100.0,355.822,1793.5
2015-04-12 14:56:49,190.916,11.495,100.0,355.822,1779.0
2015-04-12 14:56:50,191.285,11.495,100.0,355.822,1769.0
2015-04-12 14:56:51,190.731,11.495,100.0,355.822,1781.5
2015-04-12 14:56:52,187.732,11.495,100.0,355.822,1802.5
2015-04-12 14:56:53,189.542,11.495,100.0,355.822,1790.5
2015-04-12 14:56:54,190.942,11.495,100.0,355.822,1771.0
2015-04-12 14:56:55,190.229,11.495,100.0,355.822,1782.0
2015-04-12 14:56:56,192.514,11.495,100.0,355.822,1769.0
2015-04-12 14:56:57,192.421,11.495,100.0,355.822,1760.0
2015-04-12 14:56:58,193.293,11.495,100.0,355.822,1743.0
2015-04-12 14:56:59,192.448,11.495,100.0,355.822,1765.5
2015-04-12 14:57:00,193.795,11.495,100.0,355.822,1748.5
2015-04-12 14:57:01,193.293,11.495,100.0,355.822,1743.0
2015-04-12 14:57:02,192.725,11.495,100.0,355.822,1757.5
2015-04-12 14:57:03,192.923,11.495,100.0,355.822,1740.0
2015-04-12 14:57:04,189.661,11.495,100.0,355.822,1787.5
2015-04-12 14:57:05,191.101,11.495,100.0,355.822,1775.0
2015-04-12 14:57:06,190.757,11.495,100.0,355.822,1779.5
2015-04-12 14:57:07,193.703,11.495,100.0,355.822,1744.5
2015-04-12 14:57:08,192.038,11.495,100.0,355.822,1766.5
2015-04-12 14:57:09,189.476,11.495,100.0,355.822,1793.5
2015-04-12 14:57:10,191.325,11.495,100.0,355.822,1774.5
2015-04-12 14:57:11,190.004,11.495,100.0,355.822,1784.0
2015-04-12 14:57:12,192.474,11.495,100.0,355.822,1767.5
2015-04-12 14:57:13,193.478,11.495,100.0,355.822,1748.5
2015-04-12 14:57:14,193.267,11.495,100.0,355.822,1749.5
2015-04-12 14:57:15,189.7,11.495,100.0,355.822,1788.0
2015-04-12 14:57:16,189.265,11.495,100.0,355.822,1796.5
2015-04-12 14:57:17,188.168,11.495,100.0,355.822,1802.5
2015-04-12 14:57:18,190.07,11.495,100.0,355.822,1786.5
2015-04-12 14:57:19,189.225,11.495,100.0,355.822,1791.5
2015-04-12 14:57:20,189.661,11.495,100.0,355.822,1788.5
2015-04-12 14:57:21,191.629,11.495,100.0,355.822,1760.5
2015-04-12 14:57:22,185.355,11.495,100.0,355.822,1819.0
2015-04-12 14:57:23,190.665,11.495,100.0,355.822,1784.0
2015-04-12 14:57:24,191.391,11.495,100.0,355.822,1775.5
2015-04-12 14:57:25,192.104,11.495,100.0,355.822,1764.0
2015-04-12 14:57:26,191.325,11.495,100.0,355.822,1773.0
2015-04-12 14:57:27,191.576,11.495,100.0,355.822,1771.0
2015-04-12 14:57:28,188.921,11.495,100.0,355.822,1796.0
2015-04-12 14:57:29,191.536,11.495,100.0,355.822,1779.5
2015-04-12 14:57:30,192.474,11.495,100.0,355.822,1766.0
2015-04-12 14:57:31,193.452,11.495,100.0,355.822,1754.5
2015-04-12 14:57:32,193.016,11.495,100.0,355.822,1755.5
2015-04-12 14:57:33,193.795,11.495,100.0,355.822,1749.5
2015-04-12 14:57:34,193.478,11.495,100.0,355.822,1744.0
2015-04-12 14:57:35,192.104,11.495,100.0,355.822,1721.5
2015-04-12 14:57:36,193.161,11.495,100.0,355.822,1756.5
2015-04-12 14:57:37,190.757,11.495,100.0,355.822,1783.5
2015-04-12 14:57:38,192.263,11.495,100.0,355.822,1759.0
2015-04-12 14:57:39,188.353,11.806,100.0,355.822,1800.5
2015-04-12 14:57:40,193.452,11.495,100.0,355.822,1753.0
2015-04-12 14:57:41,194.006,11.495,100.0,355.822,1749.5
2015-04-12 14:57:42,191.919,11.495,100.0,355.822,1723.0
2015-04-12 14:57:43,190.691,10.874,100.0,355.822,1702.5
2015-04-12 14:57:44,191.484,10.874,100.0,355.822,1706.5
2015-04-12 14:57:45,191.325,10.874,100.0,355.822,1706.0
2015-04-12 14:57:46,190.546,10.874,100.0,355.822,1678.0
2015-04-12 14:57:47,190.546,10.874,100.0,355.822,1684.0
2015-04-12 14:57:48,190.916,10.874,100.0,355.822,1689.0
2015-04-12 14:57:49,191.325,10.874,100.0,355.822,1708.5
2015-04-12 14:57:50,191.193,10.874,100.0,355.822,1692.0
2015-04-12 14:57:51,190.731,10.874,100.0,355.822,1685.0
2015-04-12 14:57:52,190.942,10.874,100.0,355.822,1698.0
2015-04-12 14:57:53,191.325,10.874,100.0,355.822,1701.0
2015-04-12 14:57:54,191.325,11.495,100.0,355.822,1701.0
2015-04-12 14:57:55,192.606,11.495,100.0,355.822,1732.0
2015-04-12 14:57:56,193.703,10.874,100.0,355.822,1751.0
2015-04-12 14:57:57,193.042,11.495,100.0,355.822,1739.0
2015-04-12 14:57:58,192.58,10.874,100.0,355.822,1732.0
2015-04-12 14:57:59,192.474,11.495,100.0,355.822,1728.5
2015-04-12 14:58:00,193.069,11.495,100.0,355.822,1754.5
2015-04-12 14:58:01,190.942,11.495,100.0,355.822,1779.0
2015-04-12 14:58:02,190.823,11.495,100.0,355.822,1780.0
2015-04-12 14:58:03,191.695,11.495,100.0,355.822,1773.0
2015-04-12 14:58:04,191.285,11.495,100.0,355.822,1774.0
2015-04-12 14:58:05,193.61,11.495,100.0,355.822,1752.0
2015-04-12 14:58:06,193.663,11.495,100.0,355.822,1748.0
2015-04-12 14:58:07,192.857,11.495,100.0,355.822,1755.5
2015-04-12 14:58:08,193.293,11.495,100.0,355.822,1742.0
2015-04-12 14:58:09,193.755,11.495,100.0,355.822,1746.0
2015-04-12 14:58:10,193.795,11.495,100.0,355.822,1753.0
2015-04-12 14:58:11,192.263,11.495,100.0,355.822,1767.5
2015-04-12 14:58:12,190.11,11.495,100.0,355.822,1784.5
2015-04-12 14:58:13,190.638,11.495,100.0,355.822,1783.0
2015-04-12 14:58:14,190.982,11.495,100.0,355.822,1783.0
2015-04-12 14:58:15,191.827,11.495,100.0,355.822,1774.5
2015-04-12 14:58:16,192.131,11.495,100.0,355.822,1768.5
2015-04-12 14:58:17,191.008,11.495,100.0,355.822,1774.0
2015-04-12 14:58:18,188.631,11.495,100.0,355.822,1794.0
2015-04-12 14:58:19,188.353,11.495,100.0,355.822,1800.5
2015-04-12 14:58:20,189.225,11.495,100.0,355.822,1796.0
2015-04-12 14:58:21,191.074,11.495,100.0,355.822,1782.5
2015-04-12 14:58:22,188.882,11.495,100.0,355.822,1796.5
2015-04-12 14:58:23,189.133,11.495,100.0,355.822,1792.0
2015-04-12 14:58:24,188.261,11.495,100.0,355.822,1794.0
2015-04-12 14:58:25,189.317,11.495,100.0,355.822,1788.5
2015-04-12 14:58:26,189.727,11.806,100.0,355.822,1793.0
2015-04-12 14:58:27,189.383,11.495,100.0,355.822,1789.5
2015-04-12 14:58:28,184.972,11.806,100.0,355.822,1822.5
2015-04-12 14:58:29,177.694,12.427,97.0,355.822,1413.5
2015-04-12 14:58:30,181.194,11.495,100.0,355.822,1400.0
2015-04-12 14:58:31,183.532,12.427,100.0,355.822,1431.0
2015-04-12 14:58:32,183.532,12.738,100.0,355.822,1431.0
2015-04-12 14:58:33,186.253,12.738,100.0,355.822,1506.5
2015-04-12 14:58:34,191.259,13.359,100.0,355.822,1556.5
2015-04-12 14:58:35,190.942,13.981,100.0,355.822,1557.0
2015-04-12 14:58:36,191.285,13.981,100.0,355.822,1610.5
2015-04-12 14:58:37,191.536,14.292,100.0,355.822,1620.5
2015-04-12 14:58:38,191.536,14.292,100.0,355.822,1622.0
2015-04-12 14:58:39,190.757,14.913,100.0,355.822,1606.5
2015-04-12 14:58:40,189.661,14.913,100.0,355.822,1620.0
2015-04-12 14:58:41,0.0,14.913,0.0,355.822,1548.0
2015-04-12 14:58:42,60.627,13.359,26.0,355.822,1510.5
2015-04-12 14:58:43,150.273,13.359,81.0,355.822,1415.5
2015-04-12 14:58:44,173.348,13.359,93.0,355.822,1472.5
2015-04-12 14:58:45,184.034,13.359,100.0,355.822,1433.5
2015-04-12 14:58:46,186.161,12.738,100.0,355.822,1469.0
2015-04-12 14:58:47,190.48,12.738,100.0,355.822,1563.0
2015-04-12 14:58:48,180.071,13.359,95.0,355.822,1581.5
2015-04-12 14:58:49,189.634,13.359,100.0,355.822,1506.0
2015-04-12 14:58:50,190.797,12.738,100.0,355.822,1537.5
2015-04-12 14:58:51,191.048,13.359,100.0,355.822,1574.0
2015-04-12 14:58:52,190.757,13.359,100.0,355.822,1581.5
2015-04-12 14:58:53,190.85,13.359,100.0,355.822,1553.0
2015-04-12 14:58:54,190.414,12.738,100.0,355.822,1564.5
2015-04-12 14:58:55,190.599,13.981,100.0,355.822,1581.5
2015-04-12 14:58:56,190.414,13.981,100.0,355.822,1541.5
2015-04-12 14:58:57,190.321,13.981,100.0,355.822,1549.5
2015-04-12 14:58:58,190.255,13.981,100.0,355.822,1557.5
2015-04-12 14:58:59,191.233,13.981,100.0,355.822,1599.5
2015-04-12 14:59:00,192.857,14.292,100.0,355.822,1618.0
2015-04-12 14:59:01,192.474,14.292,100.0,355.822,1592.5
2015-04-12 14:59:02,192.197,14.292,100.0,355.822,1594.5
2015-04-12 14:59:03,192.421,13.981,100.0,355.822,1615.5
2015-04-12 14:59:04,190.348,13.359,100.0,355.822,1630.0
2015-04-12 14:59:05,190.348,13.359,100.0,355.822,1630.0
2015-04-12 14:59:06,190.295,13.359,100.0,355.822,1633.5
2015-04-12 14:59:07,190.321,13.359,100.0,355.822,1568.0
